time,Atlanta,pts.away,score,pts.home,Cleveland
3:08.0,K. Humphries makes 2-pt shot from 1 ft (assist by L. Patterson),2,96-117,,
2:49.0,,,96-117,,Turnover by J. Jones (lost ball; steal by K. Humphries)
2:35.0,K. Hinrich misses 2-pt shot from 19 ft,,96-117,,
2:34.0,,,96-117,,Defensive rebound by R. Jefferson
2:22.0,,,96-120,3,D. Jones makes 3-pt shot from 23 ft (assist by R. Jefferson)
2:12.0,Turnover by L. Patterson (lost ball; steal by M. Williams),,96-120,,
1:50.0,,,96-123,3,M. Williams makes 3-pt shot from 27 ft
1:36.0,Turnover by L. Patterson (bad pass),,96-123,,
1:18.0,,,96-123,,J. Jones misses 3-pt shot from 25 ft
1:17.0,Defensive rebound by K. Humphries,,96-123,,
1:06.0,M. Muscala makes 2-pt shot from 9 ft,2,98-123,,
0:45.0,,,98-123,,Turnover by R. Jefferson (lost ball; steal by L. Patterson)
0:39.0,L. Patterson misses 3-pt shot from 25 ft,,98-123,,
0:37.0,,,98-123,,Defensive rebound by J. Jones
0:14.0,,,98-123,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
