time,Miami,pts.away,score,pts.home,Toronto
5:40.0,,,13-17,1,J. Valanciunas makes free throw 2 of 2
5:25.0,J. Johnson makes 3-pt shot from 25 ft,3,16-17,,
5:08.0,,,16-17,,Turnover by D. DeRozan (lost ball; steal by A. Stoudemire)
5:00.0,J. Johnson makes 3-pt shot from 23 ft (assist by G. Green),3,19-17,,
4:45.0,,,19-17,,K. Lowry misses 2-pt shot from 7 ft
4:45.0,Defensive rebound by A. Stoudemire,,19-17,,
4:32.0,J. Johnson makes 2-pt shot from 16 ft,2,21-17,,
4:07.0,,,21-19,2,J. Johnson makes 2-pt shot from 2 ft
3:43.0,J. Winslow misses 2-pt shot from 20 ft,,21-19,,
3:43.0,,,21-19,,Defensive rebound by Team
3:43.0,Loose ball foul by A. Stoudemire,,21-19,,
3:43.0,,,21-19,,P. Patterson enters the game for J. Johnson
3:43.0,,,21-19,,T. Ross enters the game for L. Scola
3:43.0,H. Whiteside enters the game for A. Stoudemire,,21-19,,
3:28.0,,,21-21,2,J. Valanciunas makes 2-pt shot at rim (assist by D. DeRozan)
3:03.0,J. Johnson misses 3-pt shot from 23 ft,,21-21,,
3:02.0,,,21-21,,Defensive rebound by J. Valanciunas
2:56.0,,,21-23,2,D. DeRozan makes 2-pt shot from 1 ft
2:56.0,,,21-23,,Shooting foul by J. Richardson (drawn by D. DeRozan)
2:56.0,Miami full timeout,,21-23,,
2:56.0,,,21-23,,B. Biyombo enters the game for J. Valanciunas
2:56.0,,,21-23,,C. Joseph enters the game for K. Lowry
2:56.0,,,21-24,1,D. DeRozan makes free throw 1 of 1
2:32.0,J. Johnson misses 2-pt shot from 21 ft,,21-24,,
2:29.0,,,21-24,,Defensive rebound by D. DeRozan
2:09.0,,,21-24,,P. Patterson misses 2-pt shot from 12 ft
2:08.0,Defensive rebound by G. Green,,21-24,,
2:01.0,G. Green misses 2-pt shot from 14 ft,,21-24,,
2:00.0,,,21-24,,Defensive rebound by D. DeRozan
1:53.0,,,21-26,2,D. DeRozan makes 2-pt shot from 1 ft
1:37.0,J. Richardson makes 2-pt shot from 15 ft,2,23-26,,
1:19.0,,,23-28,2,T. Ross makes 2-pt shot from 10 ft (assist by C. Joseph)
1:00.0,Turnover by H. Whiteside (traveling),,23-28,,
1:00.0,L. Deng enters the game for J. Winslow,,23-28,,
1:00.0,G. Dragic enters the game for J. Johnson,,23-28,,
0:47.0,,,23-28,,T. Ross misses 2-pt shot from 2 ft
0:46.0,Defensive rebound by H. Whiteside,,23-28,,
0:33.0,Shooting foul by C. Joseph (drawn by L. Deng),,23-28,,
0:33.0,L. Deng makes free throw 1 of 2,1,24-28,,
0:33.0,L. Deng misses free throw 2 of 2,,24-28,,
0:33.0,Offensive rebound by Team,,24-28,,
0:13.0,G. Dragic misses 2-pt shot from 7 ft,,24-28,,
0:09.0,Offensive rebound by J. Richardson,,24-28,,
0:01.0,J. Richardson misses 2-pt shot from 2 ft,,24-28,,
0:00.0,Offensive rebound by Team,,24-28,,
0:00.0,H. Whiteside misses 2-pt shot from 2 ft,,24-28,,
0:00.0,Offensive rebound by Team,,24-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,24-28,,P. Patterson misses 2-pt shot from 12 ft
11:43.0,Defensive rebound by G. Dragic,,24-28,,
11:31.0,H. Whiteside makes 2-pt shot from 17 ft (assist by G. Dragic),2,26-28,,
11:20.0,,,26-28,,Turnover by K. Lowry (traveling)
11:08.0,G. Dragic misses 2-pt shot from 14 ft,,26-28,,
11:07.0,Offensive rebound by H. Whiteside,,26-28,,
11:04.0,H. Whiteside misses 2-pt shot from 1 ft,,26-28,,
11:03.0,,,26-28,,Defensive rebound by C. Joseph
10:58.0,,,26-28,,Shooting foul by G. Dragic (drawn by C. Joseph)
10:58.0,,,26-29,1,C. Joseph makes free throw 1 of 2
10:58.0,,,26-30,1,C. Joseph makes free throw 2 of 2
10:46.0,Offensive foul by L. Deng,,26-30,,
10:46.0,Turnover by L. Deng (offensive foul),,26-30,,
10:31.0,,,26-30,,C. Joseph misses 2-pt shot from 2 ft (block by H. Whiteside)
10:28.0,Defensive rebound by G. Dragic,,26-30,,
10:24.0,G. Dragic misses 2-pt shot from 2 ft (block by B. Biyombo),,26-30,,
10:24.0,Offensive rebound by H. Whiteside,,26-30,,
10:23.0,H. Whiteside misses 2-pt shot from 1 ft (block by C. Joseph),,26-30,,
10:23.0,Offensive rebound by Team,,26-30,,
10:23.0,Jump ball: C. Joseph vs. H. Whiteside (L. Deng gains possession),,,,Jump ball: C. Joseph vs. H. Whiteside (L. Deng gains possession)
10:17.0,G. Green misses 3-pt shot from 23 ft,,26-30,,
10:15.0,Offensive rebound by H. Whiteside,,26-30,,
10:12.0,H. Whiteside misses 2-pt shot from 2 ft,,26-30,,
10:10.0,Offensive rebound by G. Green,,26-30,,
10:07.0,G. Green misses 2-pt shot from 1 ft,,26-30,,
10:07.0,Offensive rebound by H. Whiteside,,26-30,,
10:07.0,H. Whiteside makes 2-pt shot from 2 ft,2,28-30,,
9:53.0,,,28-30,,P. Patterson misses 3-pt shot from 24 ft
9:52.0,Defensive rebound by G. Green,,28-30,,
9:42.0,G. Green misses 2-pt shot from 14 ft,,28-30,,
9:41.0,,,28-30,,Defensive rebound by Team
9:41.0,Loose ball foul by H. Whiteside,,28-30,,
9:20.0,,,28-30,,Shooting foul by H. Whiteside (drawn by B. Biyombo)
9:20.0,,,28-31,1,B. Biyombo makes free throw 1 of 2
9:20.0,,,28-31,,B. Biyombo misses free throw 2 of 2
9:19.0,,,28-31,,Offensive rebound by P. Patterson
9:12.0,,,28-31,,K. Lowry misses 3-pt shot from 24 ft
9:10.0,Defensive rebound by G. Green,,28-31,,
9:04.0,,,28-31,,Personal foul by T. Ross
8:49.0,G. Dragic misses 2-pt shot from 9 ft,,28-31,,
8:47.0,Offensive rebound by L. Deng,,28-31,,
8:39.0,L. Deng misses 2-pt shot from 7 ft,,28-31,,
8:38.0,,,28-31,,Defensive rebound by Team
8:38.0,Official timeout,,28-31,,
8:19.0,,,28-31,,C. Joseph misses 2-pt shot from 3 ft
8:19.0,Defensive rebound by Team,,28-31,,
8:19.0,,,28-31,,Loose ball foul by C. Joseph
7:56.0,J. Richardson makes 2-pt shot from 1 ft,2,30-31,,
7:49.0,Personal foul by J. Richardson,,30-31,,
7:49.0,J. Winslow enters the game for G. Green,,30-31,,
7:41.0,,,30-31,,Offensive foul by B. Biyombo
7:41.0,,,30-31,,Turnover by B. Biyombo (offensive foul)
7:28.0,G. Dragic misses 2-pt shot from 2 ft,,30-31,,
7:26.0,,,30-31,,Defensive rebound by P. Patterson
7:23.0,Personal foul by J. Winslow,,30-31,,
7:23.0,,,30-32,1,T. Ross makes free throw 1 of 2
7:23.0,J. Johnson enters the game for J. Richardson,,30-32,,
7:23.0,,,30-32,,D. DeRozan enters the game for C. Joseph
7:23.0,,,30-33,1,T. Ross makes free throw 2 of 2
7:02.0,L. Deng makes 3-pt shot from 25 ft (assist by G. Dragic),3,33-33,,
6:45.0,,,33-36,3,P. Patterson makes 3-pt shot from 23 ft (assist by D. DeRozan)
6:30.0,G. Dragic makes 2-pt shot from 2 ft,2,35-36,,
6:20.0,,,35-36,,Turnover by D. DeRozan (lost ball; steal by L. Deng)
6:16.0,G. Dragic makes 2-pt shot from 1 ft,2,37-36,,
6:06.0,,,37-36,,Toronto full timeout
6:06.0,,,37-36,,J. Valanciunas enters the game for B. Biyombo
6:06.0,G. Green enters the game for L. Deng,,37-36,,
6:06.0,J. Richardson enters the game for G. Dragic,,37-36,,
5:55.0,,,37-38,2,D. DeRozan makes 2-pt shot from 2 ft
5:39.0,J. Richardson misses 2-pt shot from 10 ft,,37-38,,
5:38.0,,,37-38,,Defensive rebound by J. Valanciunas
5:21.0,,,37-38,,D. DeRozan misses 2-pt shot from 5 ft
5:20.0,,,37-38,,Offensive rebound by J. Valanciunas
5:20.0,,,37-38,,J. Valanciunas misses 2-pt shot from 1 ft
5:20.0,,,37-38,,Offensive rebound by Team
5:20.0,Loose ball foul by J. Winslow,,37-38,,
5:20.0,,,37-39,1,J. Valanciunas makes free throw 1 of 2
5:20.0,,,37-40,1,J. Valanciunas makes free throw 2 of 2
5:01.0,G. Green misses 3-pt shot from 23 ft,,37-40,,
5:00.0,,,37-40,,Defensive rebound by J. Valanciunas
4:50.0,,,37-40,,K. Lowry misses 3-pt shot from 24 ft
4:49.0,Defensive rebound by H. Whiteside,,37-40,,
4:25.0,J. Richardson makes 3-pt shot from 24 ft (assist by G. Green),3,40-40,,
3:59.0,,,40-42,2,D. DeRozan makes 2-pt shot from 4 ft
3:51.0,Miami full timeout,,40-42,,
3:51.0,,,40-42,,J. Johnson enters the game for T. Ross
3:51.0,G. Dragic enters the game for G. Green,,40-42,,
3:43.0,G. Dragic misses 3-pt shot from 23 ft,,40-42,,
3:42.0,,,40-42,,Defensive rebound by P. Patterson
3:21.0,,,40-44,2,D. DeRozan makes 2-pt shot from 12 ft
3:11.0,J. Winslow makes 2-pt shot from 18 ft (assist by J. Johnson),2,42-44,,
2:54.0,,,42-44,,K. Lowry misses 2-pt shot from 17 ft
2:52.0,,,42-44,,Offensive rebound by J. Valanciunas
2:49.0,,,42-47,3,K. Lowry makes 3-pt shot from 24 ft (assist by J. Valanciunas)
2:41.0,,,42-47,,Personal foul by J. Johnson
2:41.0,L. Deng enters the game for J. Richardson,,42-47,,
2:41.0,,,42-47,,C. Joseph enters the game for K. Lowry
2:32.0,J. Johnson makes 2-pt shot from 6 ft,2,44-47,,
2:09.0,,,44-47,,J. Valanciunas misses 2-pt shot from 16 ft
2:08.0,Defensive rebound by L. Deng,,44-47,,
1:58.0,H. Whiteside misses 2-pt shot from 6 ft,,44-47,,
1:55.0,,,44-47,,Defensive rebound by J. Johnson
1:53.0,,,44-49,2,J. Johnson makes 2-pt shot from 2 ft
1:53.0,,,44-49,,Shooting foul by H. Whiteside (drawn by J. Johnson)
1:53.0,A. Stoudemire enters the game for H. Whiteside,,44-49,,
1:53.0,,,44-49,,J. Johnson misses free throw 1 of 1
1:52.0,Defensive rebound by L. Deng,,44-49,,
1:41.0,J. Johnson misses 2-pt shot from 6 ft,,44-49,,
1:39.0,Offensive rebound by J. Johnson,,44-49,,
1:31.0,L. Deng misses 3-pt shot from 23 ft (block by D. DeRozan),,44-49,,
1:29.0,,,44-49,,Defensive rebound by J. Valanciunas
1:21.0,,,44-49,,Shooting foul by J. Johnson (drawn by D. DeRozan)
1:21.0,,,44-50,1,D. DeRozan makes free throw 1 of 2
1:21.0,,,44-51,1,D. DeRozan makes free throw 2 of 2
1:05.0,Turnover by J. Johnson (lost ball; steal by D. DeRozan),,44-51,,
0:57.0,,,44-51,,Turnover by C. Joseph (lost ball; steal by L. Deng)
0:55.0,L. Deng makes 2-pt shot at rim,2,46-51,,
0:29.0,,,46-51,,D. DeRozan misses 3-pt shot from 27 ft
0:28.0,Defensive rebound by G. Dragic,,46-51,,
0:23.0,L. Deng misses 2-pt shot from 2 ft,,46-51,,
0:21.0,,,46-51,,Defensive rebound by D. DeRozan
0:01.0,,,46-53,2,D. DeRozan makes 2-pt shot from 18 ft
0:00.0,Turnover by L. Deng (lost ball; steal by C. Joseph),,46-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,46-53,,K. Lowry misses 3-pt shot from 24 ft
11:42.0,Defensive rebound by A. Stoudemire,,46-53,,
11:32.0,J. Winslow makes 2-pt shot from 21 ft (assist by G. Dragic),2,48-53,,
11:06.0,,,48-53,,D. DeRozan misses 3-pt shot from 24 ft
11:05.0,Defensive rebound by J. Johnson,,48-53,,
10:57.0,Turnover by J. Johnson (lost ball; steal by K. Lowry),,48-53,,
10:53.0,,,48-53,,Turnover by L. Scola (lost ball; steal by J. Winslow)
10:49.0,J. Winslow misses 2-pt shot from 1 ft,,48-53,,
10:48.0,,,48-53,,Defensive rebound by D. DeRozan
10:35.0,,,48-55,2,J. Johnson makes 2-pt shot from 2 ft
10:08.0,A. Stoudemire misses 2-pt shot from 6 ft (block by J. Valanciunas),,48-55,,
10:07.0,,,48-55,,Defensive rebound by D. DeRozan
9:58.0,,,48-55,,Shooting foul by A. Stoudemire (drawn by J. Valanciunas)
9:58.0,,,48-56,1,J. Valanciunas makes free throw 1 of 2
9:58.0,,,48-57,1,J. Valanciunas makes free throw 2 of 2
9:46.0,L. Deng misses 2-pt shot from 14 ft,,48-57,,
9:45.0,,,48-57,,Defensive rebound by J. Johnson
9:34.0,,,48-57,,K. Lowry misses 3-pt shot from 23 ft
9:33.0,Defensive rebound by G. Dragic,,48-57,,
9:29.0,L. Deng makes 2-pt shot from 1 ft (assist by G. Dragic),2,50-57,,
9:29.0,Shooting foul by K. Lowry (drawn by L. Deng),,50-57,,
9:29.0,L. Deng makes free throw 1 of 1,1,51-57,,
9:16.0,,,51-57,,D. DeRozan misses 2-pt shot from 10 ft (block by L. Deng)
9:15.0,Defensive rebound by L. Deng,,51-57,,
9:06.0,J. Winslow makes 2-pt shot from 1 ft (assist by G. Dragic),2,53-57,,
8:41.0,,,53-59,2,D. DeRozan makes 2-pt shot from 21 ft (assist by L. Scola)
8:24.0,A. Stoudemire misses 2-pt shot from 19 ft,,53-59,,
8:23.0,,,53-59,,Defensive rebound by J. Johnson
8:14.0,,,53-61,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by J. Johnson)
8:04.0,,,53-61,,Personal foul by J. Johnson
8:04.0,H. Whiteside enters the game for A. Stoudemire,,53-61,,
7:57.0,H. Whiteside makes 2-pt shot from 7 ft (assist by J. Johnson),2,55-61,,
7:44.0,,,55-61,,J. Valanciunas misses 2-pt shot at rim (block by H. Whiteside)
7:41.0,Defensive rebound by J. Johnson,,55-61,,
7:39.0,,,55-61,,Personal foul by D. DeRozan
7:30.0,L. Deng makes 2-pt shot from 20 ft (assist by J. Winslow),2,57-61,,
7:12.0,,,57-61,,D. DeRozan misses 2-pt shot from 11 ft
7:10.0,Defensive rebound by H. Whiteside,,57-61,,
6:53.0,L. Deng misses 3-pt shot from 24 ft,,57-61,,
6:52.0,,,57-61,,Defensive rebound by Team
6:52.0,Loose ball foul by J. Winslow,,57-61,,
6:39.0,,,57-61,,D. DeRozan misses 2-pt shot from 7 ft
6:38.0,Defensive rebound by Team,,57-61,,
6:38.0,,,57-61,,Loose ball foul by J. Valanciunas
6:24.0,J. Johnson makes 2-pt shot from 10 ft,2,59-61,,
6:24.0,,,59-61,,Toronto full timeout
6:16.0,,,59-61,,Turnover by J. Valanciunas (lost ball; steal by H. Whiteside)
6:07.0,J. Winslow misses 3-pt shot from 23 ft,,59-61,,
6:06.0,,,59-61,,Defensive rebound by Team
5:57.0,,,59-61,,Turnover by K. Lowry (bad pass)
5:40.0,Turnover by J. Johnson (lost ball; steal by K. Lowry),,59-61,,
5:35.0,,,59-63,2,L. Scola makes 2-pt shot from 2 ft (assist by K. Lowry)
5:10.0,Turnover by L. Deng (lost ball; steal by J. Johnson),,59-63,,
5:05.0,,,59-63,,J. Johnson misses 2-pt shot from 1 ft
5:02.0,Defensive rebound by J. Winslow,,59-63,,
4:56.0,G. Dragic misses 3-pt shot from 23 ft,,59-63,,
4:55.0,,,59-63,,Defensive rebound by J. Valanciunas
4:46.0,,,59-63,,K. Lowry misses 3-pt shot from 25 ft
4:46.0,Defensive rebound by Team,,59-63,,
4:46.0,Miami full timeout,,59-63,,
4:46.0,G. Green enters the game for L. Deng,,59-63,,
4:46.0,J. Richardson enters the game for G. Dragic,,59-63,,
4:35.0,Shooting foul by K. Lowry (drawn by J. Richardson),,59-63,,
4:35.0,J. Richardson misses free throw 1 of 3,,59-63,,
4:35.0,Offensive rebound by Team,,59-63,,
4:35.0,J. Richardson misses free throw 2 of 3,,59-63,,
4:35.0,Offensive rebound by Team,,59-63,,
4:35.0,J. Richardson makes free throw 3 of 3,1,60-63,,
4:15.0,,,60-63,,L. Scola misses 2-pt shot from 7 ft
4:14.0,Defensive rebound by J. Richardson,,60-63,,
4:06.0,,,60-63,,P. Patterson enters the game for L. Scola
4:06.0,Turnover by Team (5 sec inbounds),,60-63,,
3:49.0,,,60-65,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by J. Johnson)
3:24.0,H. Whiteside makes 2-pt shot from 9 ft (assist by J. Johnson),2,62-65,,
2:58.0,,,62-65,,J. Valanciunas misses 2-pt shot from 4 ft (block by H. Whiteside)
2:54.0,Defensive rebound by G. Green,,62-65,,
2:48.0,J. Winslow misses 2-pt shot from 13 ft,,62-65,,
2:48.0,,,62-65,,Defensive rebound by Team
2:48.0,Loose ball foul by H. Whiteside,,62-65,,
2:48.0,,,62-65,,T. Ross enters the game for J. Johnson
2:48.0,,,62-65,,C. Joseph enters the game for K. Lowry
2:34.0,,,62-65,,D. DeRozan misses 2-pt shot from 4 ft
2:33.0,Defensive rebound by G. Green,,62-65,,
2:31.0,Shooting foul by C. Joseph (drawn by G. Green),,62-65,,
2:31.0,G. Green makes free throw 1 of 2,1,63-65,,
2:31.0,A. Stoudemire enters the game for H. Whiteside,,63-65,,
2:31.0,G. Green makes free throw 2 of 2,1,64-65,,
2:13.0,,,64-65,,C. Joseph misses 2-pt shot from 13 ft
2:12.0,Defensive rebound by J. Winslow,,64-65,,
1:55.0,G. Green makes 3-pt shot from 25 ft,3,67-65,,
1:34.0,,,67-67,2,D. DeRozan makes 2-pt shot from 7 ft
1:20.0,J. Johnson makes 2-pt shot from 12 ft,2,69-67,,
0:59.0,,,69-67,,Turnover by C. Joseph (lost ball; steal by J. Winslow)
0:49.0,G. Green misses 2-pt shot from 15 ft,,69-67,,
0:49.0,Offensive rebound by A. Stoudemire,,69-67,,
0:49.0,A. Stoudemire makes 2-pt shot from 1 ft,2,71-67,,
0:28.0,,,71-67,,D. DeRozan misses 2-pt shot from 19 ft
0:28.0,,,71-67,,Offensive rebound by Team
0:28.0,Loose ball foul by A. Stoudemire,,71-67,,
0:28.0,,,71-67,,B. Biyombo enters the game for J. Valanciunas
0:08.0,,,71-70,3,P. Patterson makes 3-pt shot from 23 ft (assist by C. Joseph)
0:02.0,J. Richardson misses 2-pt shot from 7 ft (block by C. Joseph),,71-70,,
0:02.0,Offensive rebound by A. Stoudemire,,71-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,G. Dragic misses 2-pt shot from 3 ft (block by B. Biyombo),,71-70,,
11:44.0,Offensive rebound by J. Richardson,,71-70,,
11:43.0,Shooting foul by P. Patterson (drawn by A. Stoudemire),,71-70,,
11:43.0,A. Stoudemire makes free throw 1 of 2,1,72-70,,
11:43.0,A. Stoudemire makes free throw 2 of 2,1,73-70,,
11:31.0,,,73-70,,C. Joseph misses 2-pt shot from 5 ft
11:31.0,,,73-70,,Offensive rebound by Team
11:28.0,,,73-70,,T. Ross misses 2-pt shot from 20 ft
11:27.0,Defensive rebound by G. Dragic,,73-70,,
11:02.0,J. Richardson misses 3-pt shot from 23 ft,,73-70,,
11:01.0,Offensive rebound by A. Stoudemire,,73-70,,
10:55.0,G. Green misses 3-pt shot from 23 ft,,73-70,,
10:53.0,,,73-70,,Defensive rebound by K. Lowry
10:49.0,,,73-70,,Turnover by K. Lowry (lost ball; steal by J. Richardson)
10:33.0,Turnover by G. Dragic (lost ball; steal by B. Biyombo),,73-70,,
10:17.0,,,73-70,,Shooting foul by G. Dragic (drawn by K. Lowry)
10:17.0,,,73-71,1,K. Lowry makes free throw 1 of 2
10:17.0,,,73-72,1,K. Lowry makes free throw 2 of 2
10:06.0,L. Deng misses 3-pt shot from 23 ft,,73-72,,
10:06.0,,,73-72,,Defensive rebound by B. Biyombo
9:52.0,,,73-72,,Turnover by K. Lowry (lost ball; steal by J. Richardson)
9:44.0,G. Dragic misses 2-pt shot from 1 ft,,73-72,,
9:44.0,,,73-72,,Defensive rebound by K. Lowry
9:25.0,,,73-74,2,C. Joseph makes 2-pt shot from 14 ft
9:06.0,,,73-74,,Personal foul by B. Biyombo
9:06.0,H. Whiteside enters the game for A. Stoudemire,,73-74,,
8:52.0,Turnover by G. Dragic (lost ball; steal by C. Joseph),,73-74,,
8:47.0,,,73-74,,Shooting foul by J. Richardson (drawn by K. Lowry)
8:47.0,Official timeout,,73-74,,
8:47.0,,,73-75,1,K. Lowry makes free throw 1 of 2
8:47.0,,,73-76,1,K. Lowry makes free throw 2 of 2
8:34.0,L. Deng misses 2-pt shot from 6 ft,,73-76,,
8:31.0,,,73-76,,Defensive rebound by K. Lowry
8:22.0,,,73-78,2,K. Lowry makes 2-pt shot from 21 ft (assist by P. Patterson)
8:05.0,G. Green misses 2-pt shot from 6 ft,,73-78,,
8:05.0,Offensive rebound by G. Green,,73-78,,
8:05.0,Shooting foul by T. Ross (drawn by G. Green),,73-78,,
8:05.0,G. Green makes free throw 1 of 2,1,74-78,,
8:05.0,J. Johnson enters the game for J. Richardson,,74-78,,
8:05.0,G. Green makes free throw 2 of 2,1,75-78,,
7:52.0,,,75-81,3,T. Ross makes 3-pt shot from 24 ft (assist by K. Lowry)
7:40.0,,,75-81,,Personal foul by T. Ross
7:32.0,J. Johnson makes 2-pt shot from 7 ft,2,77-81,,
7:19.0,,,77-83,2,K. Lowry makes 2-pt shot from 11 ft
7:05.0,Shooting foul by T. Ross (drawn by J. Johnson),,77-83,,
7:05.0,J. Johnson makes free throw 1 of 2,1,78-83,,
7:05.0,J. Richardson enters the game for G. Green,,78-83,,
7:05.0,J. Johnson makes free throw 2 of 2,1,79-83,,
6:53.0,,,79-83,,T. Ross misses 3-pt shot from 24 ft
6:52.0,,,79-83,,Offensive rebound by P. Patterson
6:48.0,,,79-83,,P. Patterson misses 2-pt shot from 1 ft
6:48.0,,,79-83,,Offensive rebound by P. Patterson
6:48.0,,,79-83,,P. Patterson misses 2-pt shot from 1 ft
6:48.0,,,79-83,,Offensive rebound by Team
6:48.0,,,79-83,,D. DeRozan enters the game for T. Ross
6:48.0,J. Winslow enters the game for L. Deng,,79-83,,
6:34.0,,,79-83,,C. Joseph misses 2-pt shot from 14 ft
6:34.0,Defensive rebound by J. Winslow,,79-83,,
6:11.0,H. Whiteside misses 2-pt shot from 9 ft,,79-83,,
6:09.0,,,79-83,,Defensive rebound by K. Lowry
6:02.0,,,79-83,,K. Lowry misses 3-pt shot from 24 ft
6:01.0,Defensive rebound by H. Whiteside,,79-83,,
5:55.0,J. Johnson makes 3-pt shot from 24 ft (assist by G. Dragic),3,82-83,,
5:52.0,,,82-83,,Toronto full timeout
5:37.0,,,82-85,2,D. DeRozan makes 2-pt shot from 20 ft
5:16.0,J. Johnson misses 2-pt shot from 8 ft,,82-85,,
5:14.0,Offensive rebound by H. Whiteside,,82-85,,
5:11.0,H. Whiteside misses 2-pt shot from 5 ft,,82-85,,
5:10.0,,,82-85,,Defensive rebound by B. Biyombo
4:59.0,,,82-85,,K. Lowry misses 2-pt shot from 19 ft
4:59.0,,,82-85,,Offensive rebound by Team
4:59.0,Loose ball foul by J. Richardson,,82-85,,
4:56.0,Personal foul by J. Johnson,,82-85,,
4:44.0,,,82-87,2,D. DeRozan makes 2-pt shot from 2 ft
4:24.0,J. Johnson misses 2-pt shot from 5 ft,,82-87,,
4:24.0,,,82-87,,Defensive rebound by K. Lowry
4:06.0,,,82-87,,D. DeRozan misses 2-pt shot from 14 ft
4:03.0,,,82-87,,Offensive rebound by K. Lowry
3:46.0,,,82-87,,K. Lowry misses 2-pt shot from 15 ft (block by J. Winslow)
3:46.0,Defensive rebound by J. Winslow,,82-87,,
3:44.0,,,82-87,,Personal foul by P. Patterson
3:44.0,J. Winslow makes free throw 1 of 2,1,83-87,,
3:44.0,,,83-87,,J. Valanciunas enters the game for B. Biyombo
3:44.0,J. Winslow makes free throw 2 of 2,1,84-87,,
3:29.0,Personal foul by J. Richardson,,84-87,,
3:29.0,,,84-88,1,K. Lowry makes free throw 1 of 2
3:29.0,L. Deng enters the game for J. Richardson,,84-88,,
3:29.0,,,84-89,1,K. Lowry makes free throw 2 of 2
3:28.0,Miami full timeout,,84-89,,
3:14.0,Shooting foul by J. Valanciunas (drawn by H. Whiteside),,84-89,,
3:14.0,H. Whiteside makes free throw 1 of 2,1,85-89,,
3:14.0,H. Whiteside makes free throw 2 of 2,1,86-89,,
2:59.0,,,86-91,2,D. DeRozan makes 2-pt shot from 14 ft
2:32.0,G. Dragic misses 2-pt shot from 1 ft,,86-91,,
2:30.0,,,86-91,,Defensive rebound by J. Valanciunas
