time,Oklahoma City,pts.away,score,pts.home,Dallas
7:30.0,,,10-3,,D. Nowitzki misses 2-pt shot from 17 ft
7:29.0,Defensive rebound by S. Adams,,10-3,,
7:22.0,R. Westbrook makes 2-pt shot from 10 ft,2,12-3,,
7:21.0,,,12-3,,Dallas full timeout
7:12.0,,,12-3,,R. Felton misses 2-pt shot from 2 ft
7:11.0,Defensive rebound by K. Durant,,12-3,,
7:05.0,A. Roberson makes 3-pt shot from 25 ft (assist by K. Durant),3,15-3,,
6:48.0,,,15-3,,W. Matthews misses 3-pt shot from 25 ft (block by K. Durant)
6:47.0,,,15-3,,Offensive rebound by W. Matthews
6:44.0,,,15-6,3,W. Matthews makes 3-pt shot from 22 ft
6:30.0,R. Westbrook makes 2-pt shot from 1 ft,2,17-6,,
6:18.0,,,17-8,2,Z. Pachulia makes 2-pt shot from 15 ft (assist by W. Matthews)
6:01.0,S. Ibaka makes 2-pt shot from 11 ft,2,19-8,,
5:47.0,,,19-10,2,R. Felton makes 2-pt shot from 20 ft (assist by Z. Pachulia)
5:32.0,S. Ibaka misses 2-pt shot from 20 ft,,19-10,,
5:31.0,,,19-10,,Defensive rebound by R. Felton
5:26.0,Shooting block foul by A. Roberson (drawn by D. Williams),,19-10,,
5:26.0,,,19-11,1,D. Williams makes free throw 1 of 2
5:26.0,,,19-11,,D. Lee enters the game for D. Nowitzki
5:26.0,D. Waiters enters the game for K. Durant,,19-11,,
5:26.0,,,19-12,1,D. Williams makes free throw 2 of 2
5:05.0,D. Waiters misses 3-pt shot from 25 ft,,19-12,,
5:04.0,,,19-12,,Defensive rebound by D. Williams
4:51.0,,,19-12,,R. Felton misses 3-pt shot from 24 ft
4:51.0,,,19-12,,Offensive rebound by D. Lee
4:34.0,,,19-14,2,D. Lee makes 2-pt shot from 2 ft (assist by R. Felton)
4:34.0,,,19-14,,Shooting foul by S. Adams (drawn by D. Lee)
4:34.0,K. Singler enters the game for A. Roberson,,19-14,,
4:34.0,,,19-14,,D. Lee misses free throw 1 of 1
4:34.0,Defensive rebound by S. Ibaka,,19-14,,
4:34.0,,,19-14,,Personal foul by Z. Pachulia
4:34.0,Personal foul by S. Adams,,19-14,,
4:34.0,E. Kanter enters the game for S. Adams,,19-14,,
4:24.0,K. Singler misses 3-pt shot from 24 ft,,19-14,,
4:24.0,Offensive rebound by K. Singler,,19-14,,
4:14.0,K. Singler misses 3-pt shot from 24 ft,,19-14,,
4:14.0,Offensive rebound by E. Kanter,,19-14,,
4:14.0,,,19-14,,Loose ball foul by D. Lee
4:07.0,R. Westbrook makes 2-pt shot from 15 ft,2,21-14,,
3:57.0,,,21-17,3,W. Matthews makes 3-pt shot from 24 ft (assist by R. Felton)
3:42.0,R. Westbrook misses 2-pt shot from 2 ft,,21-17,,
3:40.0,,,21-17,,Defensive rebound by D. Lee
3:35.0,,,21-17,,W. Matthews misses 3-pt shot from 25 ft
3:34.0,Defensive rebound by Team,,21-17,,
3:34.0,Oklahoma City full timeout,,21-17,,
3:25.0,,,21-17,,Personal foul by D. Williams
3:25.0,R. Westbrook makes free throw 1 of 2,1,22-17,,
3:25.0,R. Westbrook makes free throw 2 of 2,1,23-17,,
3:11.0,,,23-17,,D. Williams misses 2-pt shot from 9 ft
3:10.0,Defensive rebound by E. Kanter,,23-17,,
3:01.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook),2,25-17,,
2:44.0,,,25-17,,D. Williams misses 3-pt shot from 25 ft
2:43.0,Defensive rebound by K. Singler,,25-17,,
2:32.0,R. Westbrook misses 3-pt shot from 25 ft,,25-17,,
2:32.0,Offensive rebound by Team,,25-17,,
2:26.0,,,25-17,,J. Barea enters the game for W. Matthews
2:26.0,,,25-17,,D. Nowitzki enters the game for D. Williams
2:26.0,,,25-17,,D. Harris enters the game for Z. Pachulia
2:26.0,Shooting foul by D. Lee (drawn by E. Kanter),,25-17,,
2:26.0,,,25-17,,Violation by Team (delay of game)
2:26.0,E. Kanter makes free throw 1 of 2,1,26-17,,
2:26.0,K. Durant enters the game for R. Westbrook,,26-17,,
2:26.0,N. Collison enters the game for S. Ibaka,,26-17,,
2:26.0,,,26-17,,S. Mejri enters the game for D. Lee
2:26.0,E. Kanter makes free throw 2 of 2,1,27-17,,
2:11.0,Personal foul by N. Collison,,27-17,,
2:11.0,,,27-18,1,D. Nowitzki makes free throw 1 of 2
2:11.0,,,27-19,1,D. Nowitzki makes free throw 2 of 2
1:59.0,Turnover by K. Durant (lost ball; steal by D. Harris),,27-19,,
1:55.0,,,27-19,,Turnover by D. Harris (lost ball; steal by K. Durant)
1:54.0,E. Kanter makes 2-pt shot from 1 ft,2,29-19,,
1:44.0,,,29-19,,Shooting foul by K. Singler (drawn by D. Harris)
1:44.0,,,29-19,,D. Harris misses free throw 1 of 3
1:44.0,,,29-19,,Offensive rebound by Team
1:44.0,,,29-19,,D. Harris misses free throw 2 of 3
1:44.0,,,29-19,,Offensive rebound by Team
1:44.0,,,29-20,1,D. Harris makes free throw 3 of 3
1:38.0,,,29-20,,Violation by R. Felton (kicked ball)
1:35.0,,,29-20,,Violation by D. Harris (kicked ball)
1:27.0,K. Durant misses 2-pt shot from 3 ft (block by S. Mejri),,29-20,,
1:27.0,Offensive rebound by Team,,29-20,,
1:27.0,,,29-20,,Inbound foul by D. Harris
1:27.0,K. Durant makes free throw 1 of 2,1,30-20,,
1:27.0,K. Durant makes free throw 2 of 2,1,31-20,,
1:14.0,,,31-22,2,D. Nowitzki makes 2-pt shot from 13 ft (assist by R. Felton)
0:58.0,E. Kanter misses 2-pt shot from 7 ft,,31-22,,
0:56.0,,,31-22,,Defensive rebound by S. Mejri
0:47.0,,,31-22,,Turnover by R. Felton (lost ball)
0:32.0,N. Collison makes 2-pt shot from 7 ft (assist by K. Durant),2,33-22,,
0:14.0,,,33-24,2,S. Mejri makes 2-pt shot at rim (assist by J. Barea)
0:02.0,K. Durant misses 3-pt shot from 24 ft,,33-24,,
0:02.0,Offensive rebound by K. Singler,,33-24,,
0:01.0,K. Singler misses 2-pt shot from 9 ft (block by S. Mejri),,33-24,,
0:01.0,Offensive rebound by K. Singler,,33-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,33-26,2,D. Nowitzki makes 2-pt shot from 18 ft (assist by C. Parsons)
11:31.0,K. Durant makes 2-pt shot from 18 ft (assist by C. Payne),2,35-26,,
11:17.0,Shooting block foul by C. Payne (drawn by J. Barea),,35-26,,
11:17.0,,,35-27,1,J. Barea makes free throw 1 of 2
11:17.0,,,35-28,1,J. Barea makes free throw 2 of 2
11:10.0,Turnover by C. Payne (lost ball; steal by D. Harris),,35-28,,
11:06.0,,,35-30,2,D. Harris makes 2-pt shot from 1 ft
10:39.0,E. Kanter misses 2-pt shot from 2 ft,,35-30,,
10:38.0,,,35-30,,Defensive rebound by D. Nowitzki
10:33.0,,,35-30,,S. Mejri misses 2-pt shot from 2 ft
10:30.0,Defensive rebound by E. Kanter,,35-30,,
10:19.0,D. Waiters misses 3-pt shot from 25 ft,,35-30,,
10:19.0,Offensive rebound by E. Kanter,,35-30,,
10:16.0,E. Kanter misses 2-pt shot at rim (block by S. Mejri),,35-30,,
10:15.0,,,35-30,,Defensive rebound by S. Mejri
10:10.0,,,35-33,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by C. Parsons)
10:01.0,Oklahoma City full timeout,,35-33,,
9:52.0,K. Durant makes 2-pt shot from 9 ft,2,37-33,,
9:29.0,,,37-35,2,J. Barea makes 2-pt shot from 6 ft
9:02.0,N. Collison misses 2-pt shot from 10 ft,,37-35,,
9:01.0,,,37-35,,Defensive rebound by S. Mejri
8:44.0,,,37-35,,Turnover by J. Barea (lost ball; steal by E. Kanter)
8:38.0,K. Durant makes 2-pt shot from 1 ft (assist by E. Kanter),2,39-35,,
8:19.0,,,39-35,,C. Parsons misses 2-pt shot from 20 ft
8:18.0,Defensive rebound by D. Waiters,,39-35,,
8:13.0,Turnover by E. Kanter (traveling),,39-35,,
8:13.0,S. Ibaka enters the game for D. Waiters,,39-35,,
8:13.0,S. Adams enters the game for E. Kanter,,39-35,,
8:13.0,R. Foye enters the game for N. Collison,,39-35,,
8:13.0,R. Westbrook enters the game for C. Payne,,39-35,,
7:50.0,,,39-35,,J. Barea misses 2-pt shot from 1 ft
7:48.0,Defensive rebound by S. Ibaka,,39-35,,
7:44.0,R. Westbrook misses 2-pt shot from 2 ft (block by S. Mejri),,39-35,,
7:42.0,,,39-35,,Defensive rebound by D. Nowitzki
7:38.0,,,39-35,,Z. Pachulia enters the game for D. Nowitzki
7:38.0,,,39-35,,W. Matthews enters the game for J. Barea
7:38.0,,,39-35,,D. Williams enters the game for S. Mejri
7:30.0,,,39-37,2,C. Parsons makes 2-pt shot from 3 ft
7:06.0,R. Foye makes 3-pt shot from 25 ft,3,42-37,,
6:49.0,,,42-39,2,C. Parsons makes 2-pt shot from 2 ft (assist by W. Matthews)
6:42.0,Shooting foul by D. Harris (drawn by R. Westbrook),,42-39,,
6:42.0,R. Westbrook makes free throw 1 of 2,1,43-39,,
6:42.0,,,43-39,,R. Felton enters the game for D. Harris
6:42.0,A. Roberson enters the game for K. Durant,,43-39,,
6:42.0,R. Westbrook makes free throw 2 of 2,1,44-39,,
6:36.0,,,44-39,,C. Parsons misses 3-pt shot from 27 ft
6:35.0,Defensive rebound by S. Adams,,44-39,,
6:28.0,R. Foye misses 3-pt shot from 25 ft,,44-39,,
6:27.0,,,44-39,,Defensive rebound by W. Matthews
6:07.0,,,44-39,,W. Matthews misses 2-pt shot from 7 ft
6:06.0,Defensive rebound by R. Westbrook,,44-39,,
6:05.0,,,44-39,,Personal foul by W. Matthews
5:51.0,A. Roberson misses 3-pt shot from 22 ft,,44-39,,
5:48.0,,,44-39,,Defensive rebound by Z. Pachulia
5:36.0,,,44-41,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by D. Williams)
5:22.0,R. Foye misses 2-pt shot from 21 ft,,44-41,,
5:21.0,,,44-41,,Defensive rebound by Z. Pachulia
5:08.0,Violation by S. Adams (kicked ball),,44-41,,
5:08.0,Official timeout,,44-41,,
5:08.0,K. Durant enters the game for S. Adams,,44-41,,
4:53.0,,,44-41,,W. Matthews misses 3-pt shot from 25 ft
4:52.0,Defensive rebound by K. Durant,,44-41,,
4:42.0,S. Ibaka makes 2-pt shot from 19 ft (assist by K. Durant),2,46-41,,
4:25.0,,,46-41,,Offensive foul by Z. Pachulia
4:25.0,,,46-41,,Turnover by Z. Pachulia (offensive foul)
4:16.0,R. Westbrook misses 2-pt shot from 7 ft,,46-41,,
4:16.0,,,46-41,,Defensive rebound by Z. Pachulia
4:16.0,Personal foul by R. Westbrook,,46-41,,
3:57.0,,,46-41,,C. Parsons misses 2-pt shot from 15 ft
3:55.0,Defensive rebound by A. Roberson,,46-41,,
3:42.0,K. Durant makes 2-pt shot from 14 ft,2,48-41,,
3:40.0,,,48-41,,Dallas full timeout
3:40.0,,,48-41,,D. Lee enters the game for C. Parsons
3:40.0,,,48-41,,D. Nowitzki enters the game for Z. Pachulia
3:31.0,,,48-41,,D. Lee misses 2-pt shot from 1 ft (block by S. Ibaka)
3:30.0,Defensive rebound by S. Ibaka,,48-41,,
3:19.0,R. Foye makes 3-pt shot from 25 ft (assist by R. Westbrook),3,51-41,,
3:00.0,,,51-41,,Turnover by D. Nowitzki (lost ball; steal by K. Durant)
2:52.0,R. Westbrook misses 3-pt shot from 22 ft,,51-41,,
2:50.0,Offensive rebound by A. Roberson,,51-41,,
2:47.0,Turnover by A. Roberson (lost ball; steal by D. Nowitzki),,51-41,,
2:41.0,,,51-41,,W. Matthews misses 3-pt shot from 26 ft
2:40.0,,,51-41,,Offensive rebound by R. Felton
2:31.0,Shooting block foul by A. Roberson (drawn by R. Felton),,51-41,,
2:31.0,,,51-42,1,R. Felton makes free throw 1 of 2
2:31.0,,,51-43,1,R. Felton makes free throw 2 of 2
2:18.0,Turnover by K. Durant (lost ball; steal by R. Felton),,51-43,,
2:05.0,,,51-45,2,D. Nowitzki makes 2-pt shot from 16 ft (assist by R. Felton)
1:42.0,A. Roberson misses 3-pt shot from 22 ft,,51-45,,
1:41.0,,,51-45,,Defensive rebound by D. Williams
1:32.0,,,51-45,,Shooting foul by A. Roberson (drawn by D. Nowitzki)
1:32.0,,,51-46,1,D. Nowitzki makes free throw 1 of 2
1:32.0,,,51-47,1,D. Nowitzki makes free throw 2 of 2
1:17.0,R. Foye misses 3-pt shot from 22 ft,,51-47,,
1:16.0,,,51-47,,Defensive rebound by R. Felton
1:02.0,,,51-47,,Shooting foul by K. Durant (drawn by D. Nowitzki)
1:02.0,,,51-48,1,D. Nowitzki makes free throw 1 of 2
1:02.0,D. Waiters enters the game for A. Roberson,,51-48,,
1:02.0,,,51-49,1,D. Nowitzki makes free throw 2 of 2
0:59.0,Oklahoma City full timeout,,51-49,,
0:59.0,,,51-49,,C. Parsons enters the game for D. Lee
0:53.0,K. Durant makes 2-pt shot from 20 ft (assist by R. Westbrook),2,53-49,,
0:38.0,,,53-51,2,D. Williams makes 2-pt shot from 4 ft
0:30.0,R. Westbrook makes 2-pt shot from 11 ft,2,55-51,,
0:07.0,,,55-51,,R. Felton misses 2-pt shot from 22 ft
0:05.0,Defensive rebound by K. Durant,,55-51,,
0:00.0,K. Durant makes 3-pt shot from 34 ft,3,58-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,58-51,,C. Parsons misses 2-pt shot from 2 ft (block by S. Adams)
11:42.0,,,58-51,,Offensive rebound by C. Parsons
11:37.0,,,58-51,,C. Parsons misses 2-pt shot from 20 ft
11:36.0,,,58-51,,Offensive rebound by Z. Pachulia
11:14.0,,,58-51,,Shooting foul by A. Roberson (drawn by D. Nowitzki)
11:14.0,,,58-52,1,D. Nowitzki makes free throw 1 of 2
11:14.0,,,58-53,1,D. Nowitzki makes free throw 2 of 2
11:05.0,R. Westbrook misses 2-pt shot from 2 ft,,58-53,,
11:03.0,,,58-53,,Defensive rebound by Z. Pachulia
10:57.0,,,58-56,3,D. Nowitzki makes 3-pt shot from 27 ft (assist by D. Williams)
10:43.0,K. Durant makes 2-pt shot from 13 ft (assist by R. Westbrook),2,60-56,,
10:25.0,,,60-56,,D. Nowitzki misses 3-pt shot from 24 ft
10:25.0,Defensive rebound by A. Roberson,,60-56,,
10:09.0,A. Roberson misses 3-pt shot from 22 ft,,60-56,,
10:09.0,,,60-56,,Defensive rebound by C. Parsons
10:03.0,,,60-59,3,D. Williams makes 3-pt shot from 26 ft
10:03.0,Oklahoma City full timeout,,60-59,,
10:03.0,R. Foye enters the game for A. Roberson,,60-59,,
9:45.0,S. Ibaka makes 2-pt shot from 17 ft (assist by R. Westbrook),2,62-59,,
9:28.0,,,62-61,2,C. Parsons makes 2-pt shot from 19 ft (assist by Z. Pachulia)
9:12.0,S. Ibaka misses 2-pt shot from 18 ft,,62-61,,
9:11.0,,,62-61,,Defensive rebound by C. Parsons
8:57.0,,,62-63,2,D. Williams makes 2-pt shot from 12 ft
8:37.0,S. Ibaka misses 2-pt shot from 1 ft,,62-63,,
8:35.0,Offensive rebound by S. Ibaka,,62-63,,
8:16.0,S. Adams misses 2-pt shot at rim,,62-63,,
8:15.0,Offensive rebound by S. Adams,,62-63,,
8:15.0,S. Adams makes 2-pt shot at rim,2,64-63,,
8:15.0,Shooting foul by D. Nowitzki (drawn by S. Adams),,64-63,,
8:15.0,S. Adams misses free throw 1 of 1,,64-63,,
8:14.0,,,64-63,,Defensive rebound by D. Nowitzki
8:01.0,,,64-66,3,D. Williams makes 3-pt shot from 24 ft (assist by C. Parsons)
7:46.0,K. Durant misses 2-pt shot from 14 ft,,64-66,,
7:46.0,,,64-66,,Defensive rebound by Team
7:46.0,Loose ball foul by S. Adams,,64-66,,
7:28.0,,,64-66,,D. Nowitzki misses 2-pt shot from 4 ft
7:27.0,Defensive rebound by S. Ibaka,,64-66,,
7:11.0,S. Adams makes 2-pt shot at rim (assist by K. Durant),2,66-66,,
7:02.0,,,66-68,2,D. Nowitzki makes 2-pt shot from 19 ft (assist by D. Williams)
6:40.0,S. Adams makes 2-pt shot from 2 ft,2,68-68,,
6:40.0,Shooting foul by D. Nowitzki (drawn by S. Adams),,68-68,,
6:40.0,,,68-68,,R. Felton enters the game for D. Nowitzki
6:40.0,S. Adams makes free throw 1 of 1,1,69-68,,
6:18.0,,,69-71,3,W. Matthews makes 3-pt shot from 24 ft (assist by R. Felton)
6:03.0,R. Foye misses 3-pt shot from 25 ft,,69-71,,
6:03.0,Offensive rebound by S. Adams,,69-71,,
6:03.0,,,69-71,,Loose ball foul by Z. Pachulia
5:53.0,S. Adams makes 2-pt shot from 9 ft (assist by R. Westbrook),2,71-71,,
5:26.0,,,71-74,3,W. Matthews makes 3-pt shot from 25 ft (assist by R. Felton)
5:06.0,R. Westbrook misses 3-pt shot from 24 ft,,71-74,,
5:06.0,,,71-74,,Defensive rebound by Team
5:06.0,Loose ball foul by S. Ibaka,,71-74,,
4:52.0,,,71-74,,Z. Pachulia misses 2-pt shot from 7 ft (block by S. Adams)
4:50.0,Defensive rebound by K. Durant,,71-74,,
4:44.0,K. Durant misses 3-pt shot from 24 ft,,71-74,,
4:42.0,Offensive rebound by K. Durant,,71-74,,
4:39.0,R. Westbrook makes 2-pt shot from 16 ft (assist by K. Durant),2,73-74,,
4:39.0,,,73-74,,Dallas full timeout
4:39.0,D. Waiters enters the game for K. Durant,,73-74,,
4:25.0,,,73-74,,W. Matthews misses 2-pt shot from 18 ft
4:25.0,Defensive rebound by S. Ibaka,,73-74,,
4:09.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,75-74,,
3:47.0,,,75-74,,D. Williams misses 3-pt shot from 27 ft
3:46.0,Defensive rebound by S. Adams,,75-74,,
3:40.0,Shooting foul by W. Matthews (drawn by R. Westbrook),,75-74,,
3:40.0,R. Westbrook makes free throw 1 of 2,1,76-74,,
3:40.0,,,76-74,,D. Lee enters the game for C. Parsons
3:40.0,,,76-74,,D. Nowitzki enters the game for Z. Pachulia
3:40.0,,,76-74,,D. Harris enters the game for W. Matthews
3:40.0,R. Westbrook makes free throw 2 of 2,1,77-74,,
3:21.0,,,77-74,,D. Nowitzki misses 3-pt shot from 24 ft
3:20.0,Defensive rebound by D. Waiters,,77-74,,
3:10.0,S. Ibaka makes 2-pt shot from 21 ft (assist by D. Waiters),2,79-74,,
2:59.0,,,79-74,,Turnover by D. Williams (lost ball; steal by D. Waiters)
2:41.0,Offensive foul by D. Waiters,,79-74,,
2:41.0,Turnover by D. Waiters (offensive foul),,79-74,,
2:41.0,Violation by Team (delay of game),,79-74,,
2:28.0,,,79-76,2,D. Nowitzki makes 2-pt shot from 7 ft (assist by D. Williams)
2:14.0,R. Westbrook makes 3-pt shot from 26 ft,3,82-76,,
1:57.0,,,82-76,,R. Felton misses 2-pt shot from 9 ft
1:55.0,,,82-76,,Offensive rebound by R. Felton
1:55.0,K. Durant enters the game for R. Westbrook,,82-76,,
1:55.0,E. Kanter enters the game for S. Adams,,82-76,,
1:55.0,,,82-78,2,D. Harris makes 2-pt shot from 1 ft (assist by D. Williams)
1:55.0,,,82-78,,Shooting foul by D. Waiters (drawn by D. Harris)
1:55.0,,,82-79,1,D. Harris makes free throw 1 of 1
1:42.0,,,82-79,,Shooting block foul by D. Lee (drawn by K. Durant)
1:42.0,K. Durant makes free throw 1 of 2,1,83-79,,
1:42.0,,,83-79,,J. Barea enters the game for D. Williams
1:42.0,N. Collison enters the game for S. Ibaka,,83-79,,
1:42.0,K. Durant makes free throw 2 of 2,1,84-79,,
1:22.0,,,84-79,,Turnover by D. Lee (lost ball; steal by E. Kanter)
1:15.0,D. Waiters makes 3-pt shot from 24 ft (assist by R. Foye),3,87-79,,
1:13.0,,,87-79,,Dallas full timeout
1:04.0,,,87-81,2,D. Nowitzki makes 2-pt shot from 11 ft (assist by J. Barea)
0:48.0,R. Foye misses 2-pt shot from 12 ft,,87-81,,
0:47.0,,,87-81,,Defensive rebound by D. Nowitzki
0:36.0,,,87-81,,J. Barea misses 2-pt shot from 3 ft
0:35.0,Defensive rebound by R. Foye,,87-81,,
0:16.0,Offensive charge foul by E. Kanter,,87-81,,
0:16.0,Turnover by E. Kanter (offensive foul),,87-81,,
0:00.0,,,87-81,,D. Harris misses 2-pt shot from 3 ft
0:00.0,,,87-81,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,Turnover by N. Collison (lost ball; steal by D. Nowitzki),,87-81,,
11:40.0,Personal foul by R. Foye,,87-81,,
11:34.0,,,87-81,,D. Harris misses 3-pt shot from 24 ft
11:33.0,Defensive rebound by N. Collison,,87-81,,
11:24.0,Turnover by D. Waiters (lost ball; steal by D. Harris),,87-81,,
11:19.0,,,87-81,,R. Felton misses 2-pt shot from 3 ft
11:17.0,Defensive rebound by R. Foye,,87-81,,
11:14.0,E. Kanter makes 2-pt shot at rim (assist by D. Waiters),2,89-81,,
11:14.0,Shooting foul by D. Nowitzki (drawn by E. Kanter),,89-81,,
11:14.0,,,89-81,,S. Mejri enters the game for D. Lee
11:14.0,E. Kanter misses free throw 1 of 1,,89-81,,
11:13.0,,,89-81,,Defensive rebound by S. Mejri
11:04.0,Personal foul by R. Foye,,89-81,,
10:52.0,,,89-81,,D. Harris misses 2-pt shot from 1 ft
10:51.0,Defensive rebound by E. Kanter,,89-81,,
10:46.0,K. Durant misses 3-pt shot from 25 ft,,89-81,,
10:44.0,Offensive rebound by E. Kanter,,89-81,,
10:44.0,E. Kanter makes 2-pt shot at rim,2,91-81,,
10:43.0,,,91-81,,Dallas full timeout
10:31.0,,,91-81,,R. Felton misses 3-pt shot from 25 ft
10:30.0,Defensive rebound by K. Durant,,91-81,,
10:11.0,D. Waiters makes 2-pt shot from 19 ft (assist by K. Durant),2,93-81,,
9:47.0,,,93-81,,J. Barea misses 3-pt shot from 26 ft
9:46.0,,,93-81,,Offensive rebound by S. Mejri
9:42.0,,,93-81,,J. Barea misses 2-pt shot from 3 ft
9:38.0,Defensive rebound by E. Kanter,,93-81,,
9:34.0,D. Waiters makes 3-pt shot from 23 ft (assist by R. Foye),3,96-81,,
9:28.0,,,96-81,,Dallas full timeout
9:28.0,,,96-81,,C. Parsons enters the game for D. Nowitzki
9:28.0,,,96-81,,W. Matthews enters the game for J. Barea
9:28.0,,,96-81,,D. Williams enters the game for D. Harris
9:28.0,,,96-81,,Z. Pachulia enters the game for S. Mejri
9:28.0,A. Roberson enters the game for K. Durant,,96-81,,
9:28.0,R. Westbrook enters the game for R. Foye,,96-81,,
9:28.0,S. Ibaka enters the game for N. Collison,,96-81,,
9:12.0,,,96-81,,Z. Pachulia misses 2-pt shot from 1 ft
9:11.0,,,96-81,,Offensive rebound by Z. Pachulia
9:11.0,,,96-81,,Z. Pachulia misses 2-pt shot from 1 ft
9:09.0,Defensive rebound by E. Kanter,,96-81,,
8:53.0,Shooting foul by C. Parsons (drawn by E. Kanter),,96-81,,
8:53.0,E. Kanter makes free throw 1 of 2,1,97-81,,
8:53.0,E. Kanter makes free throw 2 of 2,1,98-81,,
8:43.0,,,98-81,,W. Matthews misses 2-pt shot from 1 ft
8:42.0,Defensive rebound by R. Westbrook,,98-81,,
8:38.0,E. Kanter misses 2-pt shot from 1 ft,,98-81,,
8:36.0,,,98-81,,Defensive rebound by Z. Pachulia
8:35.0,Personal block foul by D. Waiters,,98-81,,
8:29.0,Personal foul by R. Westbrook,,98-81,,
8:20.0,,,98-81,,C. Parsons misses 2-pt shot from 22 ft
8:19.0,,,98-81,,Offensive rebound by Z. Pachulia
7:58.0,,,98-81,,D. Williams misses 3-pt shot from 26 ft
7:57.0,Defensive rebound by R. Westbrook,,98-81,,
7:40.0,S. Ibaka makes 2-pt shot from 8 ft (assist by R. Westbrook),2,100-81,,
7:23.0,,,100-81,,W. Matthews misses 2-pt shot from 7 ft (block by A. Roberson)
7:22.0,Defensive rebound by E. Kanter,,100-81,,
7:13.0,,,100-81,,Personal block foul by C. Parsons
7:13.0,,,100-81,,D. Harris enters the game for C. Parsons
7:13.0,,,100-81,,D. Lee enters the game for Z. Pachulia
7:13.0,,,100-81,,D. Nowitzki enters the game for D. Williams
7:05.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,102-81,,
7:04.0,,,102-81,,Dallas full timeout
7:04.0,,,102-81,,D. Williams enters the game for D. Harris
6:53.0,,,102-83,2,D. Williams makes 2-pt shot from 1 ft (assist by D. Lee)
6:34.0,D. Waiters makes 3-pt shot from 25 ft (assist by E. Kanter),3,105-83,,
6:17.0,,,105-85,2,D. Nowitzki makes 2-pt shot from 11 ft
5:52.0,Turnover by Team (shot clock),,105-85,,
