time,Portland,pts.away,score,pts.home,LA Clippers
0:41.0,A. Crabbe makes free throw 2 of 2,1,21-24,,
0:41.0,Personal take foul by N. Vonleh,,21-24,,
0:41.0,,,21-25,1,D. Jordan makes free throw 1 of 2
0:41.0,,,21-26,1,D. Jordan makes free throw 2 of 2
0:38.0,,,21-26,,Personal take foul by J. Crawford
0:38.0,E. Davis misses free throw 1 of 2,,21-26,,
0:38.0,Offensive rebound by Team,,21-26,,
0:38.0,,,21-26,,C. Aldrich enters the game for D. Jordan
0:38.0,E. Davis misses free throw 2 of 2,,21-26,,
0:35.0,Offensive rebound by N. Vonleh,,21-26,,
0:26.0,D. Lillard misses 2-pt shot from 11 ft,,21-26,,
0:23.0,,,21-26,,Defensive rebound by C. Aldrich
0:07.0,,,21-26,,J. Crawford misses 2-pt shot from 20 ft
0:05.0,Defensive rebound by E. Davis,,21-26,,
0:01.0,G. Henderson misses 2-pt shot from 17 ft,,21-26,,
0:00.0,Offensive rebound by Team,,21-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,21-26,,Personal foul by J. Green
11:38.0,C. McCollum makes 2-pt shot from 18 ft,2,23-26,,
11:20.0,,,23-26,,A. Rivers misses 2-pt shot from 6 ft
11:19.0,,,23-26,,Offensive rebound by A. Rivers
11:17.0,,,23-28,2,A. Rivers makes 2-pt shot from 1 ft
10:59.0,A. Crabbe misses 2-pt shot from 13 ft,,23-28,,
10:58.0,,,23-28,,Defensive rebound by A. Rivers
10:43.0,,,23-28,,J. Green misses 2-pt shot from 12 ft
10:38.0,Defensive rebound by E. Davis,,23-28,,
10:36.0,Turnover by C. McCollum (lost ball; steal by C. Aldrich),,23-28,,
10:27.0,,,23-28,,J. Green misses 3-pt shot from 27 ft
10:26.0,Defensive rebound by C. McCollum,,23-28,,
10:09.0,C. McCollum makes 3-pt shot from 28 ft (assist by M. Harkless),3,26-28,,
9:54.0,,,26-30,2,J. Crawford makes 2-pt shot from 17 ft
9:40.0,G. Henderson misses 2-pt shot from 19 ft,,26-30,,
9:40.0,Offensive rebound by Team,,26-30,,
9:40.0,,,26-30,,Loose ball foul by J. Green
9:40.0,,,26-30,,B. Griffin enters the game for J. Green
9:32.0,E. Davis makes 2-pt shot from 2 ft (assist by C. McCollum),2,28-30,,
9:11.0,,,28-30,,Shooting foul by M. Harkless (drawn by B. Griffin)
9:11.0,,,28-31,1,B. Griffin makes free throw 1 of 2
9:11.0,A. Aminu enters the game for M. Harkless,,28-31,,
9:11.0,,,28-32,1,B. Griffin makes free throw 2 of 2
8:51.0,E. Davis misses 2-pt shot from 3 ft (block by C. Aldrich),,28-32,,
8:48.0,Offensive rebound by A. Aminu,,28-32,,
8:45.0,A. Aminu misses 3-pt shot from 27 ft,,28-32,,
8:43.0,,,28-32,,Defensive rebound by B. Griffin
8:35.0,,,28-32,,B. Griffin misses 2-pt shot from 4 ft
8:32.0,Defensive rebound by G. Henderson,,28-32,,
8:27.0,,,28-32,,Personal foul by A. Rivers
8:27.0,Official timeout,,28-32,,
8:24.0,G. Henderson makes 2-pt shot from 4 ft (assist by E. Davis),2,30-32,,
8:07.0,,,30-32,,Offensive foul by C. Aldrich
8:07.0,,,30-32,,Turnover by C. Aldrich (offensive foul)
8:07.0,,,30-32,,C. Paul enters the game for A. Rivers
7:57.0,Offensive foul by E. Davis,,30-32,,
7:57.0,Turnover by E. Davis (offensive foul),,30-32,,
7:57.0,,,30-32,,D. Jordan enters the game for C. Aldrich
7:43.0,,,30-34,2,P. Pierce makes 2-pt shot from 16 ft (assist by C. Paul)
7:35.0,C. McCollum misses 3-pt shot from 27 ft,,30-34,,
7:34.0,,,30-34,,Defensive rebound by B. Griffin
7:16.0,,,30-34,,Shooting foul by C. McCollum (drawn by B. Griffin)
7:16.0,,,30-35,1,B. Griffin makes free throw 1 of 2
7:16.0,M. Plumlee enters the game for E. Davis,,30-35,,
7:16.0,D. Lillard enters the game for A. Crabbe,,30-35,,
7:16.0,,,30-35,,B. Griffin misses free throw 2 of 2
7:13.0,Defensive rebound by M. Plumlee,,30-35,,
7:04.0,A. Aminu makes 3-pt shot from 25 ft (assist by D. Lillard),3,33-35,,
6:56.0,,,33-35,,Turnover by P. Pierce (lost ball; steal by D. Lillard)
6:48.0,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard),2,35-35,,
6:40.0,,,35-35,,LA Clippers full timeout
6:40.0,,,35-35,,J. Redick enters the game for P. Pierce
6:28.0,,,35-37,2,C. Paul makes 2-pt shot from 19 ft
6:13.0,A. Aminu misses 3-pt shot from 25 ft,,35-37,,
6:12.0,Offensive rebound by G. Henderson,,35-37,,
6:08.0,C. McCollum misses 2-pt shot from 18 ft,,35-37,,
6:05.0,,,35-37,,Defensive rebound by J. Redick
5:58.0,,,35-37,,J. Crawford misses 2-pt shot from 14 ft
5:55.0,Defensive rebound by A. Aminu,,35-37,,
5:49.0,D. Lillard makes 3-pt shot from 25 ft,3,38-37,,
5:27.0,,,38-39,2,C. Paul makes 2-pt shot from 7 ft
5:10.0,M. Plumlee misses 2-pt shot from 7 ft (block by B. Griffin),,38-39,,
5:08.0,,,38-39,,Defensive rebound by B. Griffin
5:07.0,,,38-39,,L. Mbah a Moute enters the game for J. Crawford
5:05.0,,,38-39,,J. Redick misses 2-pt shot from 19 ft
5:02.0,Defensive rebound by A. Aminu,,38-39,,
4:41.0,G. Henderson makes 2-pt shot from 14 ft (assist by A. Aminu),2,40-39,,
4:16.0,,,40-39,,Turnover by Team (shot clock)
4:04.0,D. Lillard misses 3-pt shot from 27 ft,,40-39,,
4:03.0,,,40-39,,Defensive rebound by C. Paul
3:54.0,,,40-39,,Shooting foul by M. Plumlee (drawn by D. Jordan)
3:54.0,,,40-39,,D. Jordan misses free throw 1 of 2
3:54.0,,,40-39,,Offensive rebound by Team
3:54.0,,,40-40,1,D. Jordan makes free throw 2 of 2
3:35.0,C. McCollum misses 2-pt shot from 18 ft,,40-40,,
3:35.0,Offensive rebound by Team,,40-40,,
3:30.0,Portland full timeout,,40-40,,
3:30.0,A. Crabbe enters the game for G. Henderson,,40-40,,
3:14.0,C. McCollum misses 2-pt shot from 3 ft,,40-40,,
3:12.0,Offensive rebound by A. Aminu,,40-40,,
3:09.0,A. Aminu misses 2-pt shot from 17 ft,,40-40,,
3:08.0,,,40-40,,Defensive rebound by D. Jordan
3:02.0,,,40-42,2,C. Paul makes 2-pt shot from 12 ft
2:48.0,D. Lillard makes 2-pt shot from 9 ft,2,42-42,,
2:25.0,,,42-44,2,J. Redick makes 2-pt shot from 22 ft (assist by B. Griffin)
2:12.0,,,42-44,,Personal foul by C. Paul
2:01.0,M. Plumlee misses 2-pt shot from 3 ft,,42-44,,
2:00.0,,,42-44,,Defensive rebound by B. Griffin
1:44.0,Personal foul by A. Aminu,,42-44,,
1:34.0,Personal foul by D. Lillard,,42-44,,
1:34.0,,,42-45,1,C. Paul makes free throw 1 of 2
1:34.0,,,42-46,1,C. Paul makes free throw 2 of 2
1:22.0,A. Aminu misses 3-pt shot from 26 ft,,42-46,,
1:21.0,,,42-46,,Defensive rebound by D. Jordan
0:59.0,,,42-46,,B. Griffin misses 2-pt shot from 18 ft
0:57.0,,,42-46,,Offensive rebound by C. Paul
0:56.0,,,42-48,2,C. Paul makes 2-pt shot from 3 ft
0:47.0,A. Crabbe misses 3-pt shot from 26 ft,,42-48,,
0:45.0,Offensive rebound by M. Plumlee,,42-48,,
0:45.0,M. Plumlee misses 2-pt shot from 2 ft,,42-48,,
0:42.0,,,42-48,,Defensive rebound by B. Griffin
0:37.0,,,42-48,,B. Griffin misses 2-pt shot from 2 ft
0:35.0,Defensive rebound by M. Plumlee,,42-48,,
0:29.0,D. Lillard misses 2-pt shot from 3 ft (block by D. Jordan),,42-48,,
0:26.0,,,42-48,,Defensive rebound by B. Griffin
0:26.0,Personal block foul by M. Plumlee,,42-48,,
0:26.0,,,42-49,1,C. Paul makes free throw 1 of 2
0:26.0,,,42-49,,A. Rivers enters the game for J. Redick
0:26.0,E. Davis enters the game for M. Plumlee,,42-49,,
0:26.0,,,42-50,1,C. Paul makes free throw 2 of 2
0:26.0,Portland full timeout,,42-50,,
0:26.0,B. Roberts enters the game for A. Aminu,,42-50,,
0:26.0,G. Henderson enters the game for E. Davis,,42-50,,
0:03.0,G. Henderson misses 2-pt shot from 8 ft,,42-50,,
0:01.0,,,42-50,,Defensive rebound by B. Griffin
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,M. Harkless makes 2-pt shot from 4 ft (assist by A. Aminu),2,44-50,,
11:23.0,,,44-50,,J. Redick misses 3-pt shot from 26 ft
11:23.0,,,44-50,,Offensive rebound by C. Paul
11:16.0,,,44-50,,C. Paul misses 3-pt shot from 26 ft
11:15.0,Defensive rebound by A. Aminu,,44-50,,
11:08.0,A. Aminu misses 3-pt shot from 25 ft,,44-50,,
11:07.0,,,44-50,,Defensive rebound by L. Mbah a Moute
11:02.0,,,44-50,,Turnover by C. Paul (lost ball; steal by A. Aminu)
10:56.0,M. Harkless misses 2-pt shot from 3 ft,,44-50,,
10:54.0,Offensive rebound by M. Harkless,,44-50,,
10:53.0,Turnover by A. Aminu (step out of bounds),,44-50,,
10:41.0,,,44-52,2,J. Redick makes 2-pt shot from 20 ft (assist by C. Paul)
10:19.0,C. McCollum misses 3-pt shot from 28 ft,,44-52,,
10:18.0,,,44-52,,Defensive rebound by J. Redick
10:05.0,,,44-54,2,J. Redick makes 2-pt shot from 4 ft (assist by C. Paul)
9:51.0,Shooting foul by L. Mbah a Moute (drawn by M. Plumlee),,44-54,,
9:51.0,M. Plumlee makes free throw 1 of 2,1,45-54,,
9:51.0,M. Plumlee makes free throw 2 of 2,1,46-54,,
9:39.0,,,46-56,2,B. Griffin makes 2-pt shot at rim
9:17.0,Shooting foul by D. Jordan (drawn by A. Aminu),,46-56,,
9:17.0,A. Aminu makes free throw 1 of 2,1,47-56,,
9:17.0,A. Aminu makes free throw 2 of 2,1,48-56,,
9:06.0,,,48-59,3,C. Paul makes 3-pt shot from 27 ft (assist by B. Griffin)
8:50.0,M. Harkless misses 3-pt shot from 26 ft,,48-59,,
8:49.0,,,48-59,,Defensive rebound by D. Jordan
8:40.0,,,48-61,2,C. Paul makes 2-pt shot from 15 ft
8:40.0,Portland full timeout,,48-61,,
8:25.0,,,48-61,,Personal foul by D. Jordan
8:16.0,A. Aminu misses 3-pt shot from 24 ft,,48-61,,
8:15.0,,,48-61,,Defensive rebound by C. Paul
8:02.0,,,48-63,2,D. Jordan makes 2-pt shot from 4 ft (assist by C. Paul)
7:43.0,C. McCollum misses 2-pt shot from 2 ft (block by D. Jordan),,48-63,,
7:41.0,,,48-63,,Defensive rebound by L. Mbah a Moute
7:39.0,,,48-65,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
7:39.0,,,48-65,,Shooting foul by M. Plumlee (drawn by B. Griffin)
7:39.0,E. Davis enters the game for M. Plumlee,,48-65,,
7:39.0,G. Henderson enters the game for M. Harkless,,48-65,,
7:39.0,,,48-65,,B. Griffin misses free throw 1 of 1
7:38.0,Defensive rebound by A. Aminu,,48-65,,
7:16.0,A. Aminu makes 3-pt shot from 24 ft (assist by E. Davis),3,51-65,,
7:00.0,,,51-65,,Turnover by B. Griffin (lost ball; steal by G. Henderson)
6:53.0,A. Aminu makes 2-pt shot at rim (assist by G. Henderson),2,53-65,,
6:31.0,,,53-65,,C. Paul misses 2-pt shot from 18 ft
6:27.0,Defensive rebound by E. Davis,,53-65,,
6:19.0,D. Lillard misses 3-pt shot from 26 ft,,53-65,,
6:16.0,,,53-65,,Defensive rebound by B. Griffin
6:07.0,Personal foul by E. Davis,,53-65,,
6:00.0,,,53-67,2,J. Redick makes 2-pt shot from 16 ft (assist by B. Griffin)
5:50.0,,,53-67,,Personal foul by J. Redick
5:45.0,D. Lillard makes 2-pt shot from 3 ft (assist by G. Henderson),2,55-67,,
5:26.0,,,55-67,,B. Griffin misses 2-pt shot from 20 ft
5:25.0,,,55-67,,Offensive rebound by D. Jordan
5:14.0,,,55-69,2,D. Jordan makes 2-pt shot from 3 ft (assist by B. Griffin)
4:57.0,G. Henderson makes 3-pt shot from 26 ft (assist by A. Aminu),3,58-69,,
4:44.0,,,58-69,,LA Clippers full timeout
4:44.0,,,58-69,,J. Crawford enters the game for L. Mbah a Moute
4:35.0,,,58-71,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
4:11.0,A. Aminu misses 3-pt shot from 25 ft,,58-71,,
4:10.0,Offensive rebound by E. Davis,,58-71,,
4:05.0,D. Lillard misses 2-pt shot from 2 ft (block by D. Jordan),,58-71,,
4:05.0,Offensive rebound by E. Davis,,58-71,,
4:05.0,Shooting foul by D. Jordan (drawn by E. Davis),,58-71,,
4:05.0,E. Davis misses free throw 1 of 2,,58-71,,
4:05.0,Offensive rebound by Team,,58-71,,
4:05.0,A. Crabbe enters the game for C. McCollum,,58-71,,
4:05.0,E. Davis misses free throw 2 of 2,,58-71,,
4:04.0,,,58-71,,Defensive rebound by D. Jordan
3:53.0,,,58-71,,C. Paul misses 2-pt shot from 13 ft
3:51.0,Defensive rebound by Team,,58-71,,
3:31.0,D. Lillard misses 3-pt shot from 26 ft,,58-71,,
3:30.0,Offensive rebound by Team,,58-71,,
3:30.0,,,58-71,,W. Johnson enters the game for J. Redick
3:27.0,G. Henderson misses 2-pt shot from 21 ft,,58-71,,
3:24.0,,,58-71,,Defensive rebound by B. Griffin
3:13.0,,,58-73,2,C. Paul makes 2-pt shot from 3 ft (assist by B. Griffin)
3:09.0,,,58-73,,Personal foul by C. Paul
3:09.0,D. Lillard makes free throw 1 of 2,1,59-73,,
3:09.0,D. Lillard makes free throw 2 of 2,1,60-73,,
2:55.0,,,60-76,3,J. Crawford makes 3-pt shot from 26 ft (assist by C. Paul)
2:46.0,,,60-76,,J. Green enters the game for B. Griffin
2:46.0,M. Harkless enters the game for A. Aminu,,60-76,,
2:38.0,,,60-76,,C. Aldrich enters the game for D. Jordan
2:29.0,D. Lillard misses 2-pt shot from 3 ft,,60-76,,
2:28.0,,,60-76,,Defensive rebound by C. Aldrich
2:20.0,,,60-76,,C. Paul misses 2-pt shot from 2 ft (block by M. Harkless)
2:20.0,,,60-76,,Offensive rebound by Team
2:09.0,,,60-78,2,C. Paul makes 2-pt shot from 16 ft
1:54.0,Turnover by E. Davis (bad pass),,60-78,,
1:54.0,Portland full timeout,,60-78,,
1:54.0,,,60-78,,A. Rivers enters the game for C. Paul
1:43.0,,,60-78,,Shooting foul by M. Harkless (drawn by J. Green)
1:43.0,,,60-79,1,J. Green makes free throw 1 of 2
1:43.0,,,60-79,,J. Green misses free throw 2 of 2
1:41.0,Defensive rebound by E. Davis,,60-79,,
1:24.0,E. Davis misses 2-pt shot at rim (block by W. Johnson),,60-79,,
1:22.0,,,60-79,,Defensive rebound by W. Johnson
1:11.0,,,60-81,2,J. Crawford makes 2-pt shot from 12 ft
0:53.0,G. Henderson makes 2-pt shot from 19 ft,2,62-81,,
0:39.0,,,62-81,,W. Johnson misses 3-pt shot from 26 ft
0:36.0,Defensive rebound by M. Harkless,,62-81,,
0:30.0,Shooting foul by J. Green (drawn by M. Harkless),,62-81,,
0:30.0,M. Harkless makes free throw 1 of 2,1,63-81,,
0:30.0,C. McCollum enters the game for D. Lillard,,63-81,,
0:30.0,M. Harkless makes free throw 2 of 2,1,64-81,,
0:13.0,,,64-81,,J. Crawford misses 3-pt shot from 27 ft
0:10.0,Defensive rebound by A. Crabbe,,64-81,,
0:07.0,,,64-81,,Personal take foul by C. Aldrich
0:07.0,E. Davis makes free throw 1 of 2,1,65-81,,
0:07.0,A. Aminu enters the game for M. Harkless,,65-81,,
0:07.0,,,65-81,,C. Paul enters the game for J. Green
0:07.0,E. Davis makes free throw 2 of 2,1,66-81,,
0:00.0,,,66-81,,C. Paul misses 3-pt shot from 27 ft
0:00.0,,,66-81,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,66-81,,J. Crawford misses 2-pt shot from 14 ft
11:42.0,,,66-81,,Offensive rebound by C. Aldrich
11:29.0,Violation by M. Harkless (def goaltending),,66-81,,
11:29.0,,,66-83,2,J. Green makes 2-pt shot from 3 ft
11:20.0,Shooting foul by P. Pierce (drawn by E. Davis),,66-83,,
11:20.0,E. Davis makes free throw 1 of 2,1,67-83,,
11:20.0,E. Davis makes free throw 2 of 2,1,68-83,,
11:00.0,,,68-83,,J. Crawford misses 3-pt shot from 27 ft
10:59.0,Defensive rebound by E. Davis,,68-83,,
10:45.0,G. Henderson misses 2-pt shot from 3 ft,,68-83,,
10:45.0,,,68-83,,Defensive rebound by Team
10:45.0,Loose ball foul by E. Davis,,68-83,,
10:32.0,Violation by E. Davis (def goaltending),,68-83,,
10:32.0,,,68-85,2,A. Rivers makes 2-pt shot from 4 ft
10:14.0,G. Henderson makes 3-pt shot from 26 ft (assist by C. McCollum),3,71-85,,
9:52.0,,,71-87,2,J. Crawford makes 2-pt shot from 13 ft
9:32.0,M. Harkless misses 3-pt shot from 27 ft,,71-87,,
9:30.0,,,71-87,,Defensive rebound by A. Rivers
9:09.0,,,71-87,,P. Pierce misses 2-pt shot from 20 ft
9:08.0,,,71-87,,Offensive rebound by C. Aldrich
9:01.0,,,71-89,2,A. Rivers makes 2-pt shot from 8 ft
9:01.0,Portland full timeout,,71-89,,
9:01.0,D. Lillard enters the game for A. Crabbe,,71-89,,
9:01.0,C. Kaman enters the game for E. Davis,,71-89,,
8:49.0,Turnover by C. Kaman (lost ball; steal by J. Crawford),,71-89,,
8:48.0,,,71-89,,Turnover by C. Aldrich (bad pass)
8:31.0,C. Kaman makes 2-pt shot from 3 ft (assist by D. Lillard),2,73-89,,
8:13.0,,,73-92,3,A. Rivers makes 3-pt shot from 27 ft (assist by P. Pierce)
7:50.0,G. Henderson makes 2-pt shot from 3 ft,2,75-92,,
7:35.0,,,75-94,2,A. Rivers makes 2-pt shot from 4 ft
7:20.0,Offensive foul by C. Kaman,,75-94,,
7:20.0,Turnover by C. Kaman (offensive foul),,75-94,,
7:05.0,,,75-94,,A. Rivers misses 2-pt shot from 4 ft
7:04.0,Defensive rebound by C. Kaman,,75-94,,
6:57.0,Turnover by D. Lillard (lost ball; steal by C. Aldrich),,75-94,,
6:48.0,,,75-94,,A. Rivers misses 3-pt shot from 26 ft
6:46.0,Defensive rebound by M. Harkless,,75-94,,
6:40.0,D. Lillard makes 2-pt shot from 2 ft,2,77-94,,
6:39.0,,,77-94,,LA Clippers full timeout
6:39.0,,,77-94,,D. Jordan enters the game for J. Green
6:39.0,,,77-94,,C. Paul enters the game for C. Aldrich
6:39.0,,,77-94,,B. Griffin enters the game for P. Pierce
6:24.0,,,77-96,2,J. Crawford makes 2-pt shot from 14 ft
6:04.0,C. McCollum misses 3-pt shot from 27 ft,,77-96,,
6:02.0,,,77-96,,Defensive rebound by D. Jordan
5:53.0,Personal foul by G. Henderson,,77-96,,
5:53.0,,,77-96,,J. Redick enters the game for A. Rivers
5:44.0,,,77-96,,Shooting foul by M. Harkless (drawn by B. Griffin)
5:44.0,,,77-97,1,B. Griffin makes free throw 1 of 2
5:44.0,,,77-98,1,B. Griffin makes free throw 2 of 2
5:35.0,,,77-98,,Personal foul by C. Paul
5:20.0,C. Kaman makes 2-pt shot from 3 ft,2,79-98,,
5:14.0,Personal take foul by C. Kaman,,79-98,,
5:13.0,Personal take foul by C. Kaman,,79-98,,
5:13.0,,,79-98,,D. Jordan misses free throw 1 of 2
5:13.0,,,79-98,,Offensive rebound by Team
5:13.0,,,79-98,,D. Jordan misses free throw 2 of 2
5:12.0,Defensive rebound by Team,,79-98,,
4:50.0,C. Kaman makes 2-pt shot from 16 ft (assist by G. Henderson),2,81-98,,
4:46.0,Personal take foul by C. McCollum,,81-98,,
4:46.0,,,81-99,1,D. Jordan makes free throw 1 of 2
4:46.0,,,81-99,,D. Jordan misses free throw 2 of 2
4:45.0,,,81-99,,Offensive rebound by Team
4:45.0,Personal take foul by G. Henderson,,81-99,,
4:45.0,,,81-99,,D. Jordan misses free throw 1 of 2
4:45.0,,,81-99,,Offensive rebound by Team
4:45.0,A. Crabbe enters the game for M. Harkless,,81-99,,
4:45.0,,,81-100,1,D. Jordan makes free throw 2 of 2
