time,LA Clippers,pts.away,score,pts.home,Houston
3:16.0,,,114-102,1,T. Ariza makes free throw 2 of 2
2:53.0,C. Paul misses 2-pt shot from 16 ft,,114-102,,
2:52.0,,,114-102,,Defensive rebound by Team
2:52.0,,,114-102,,Houston full timeout
2:44.0,,,114-102,,Turnover by J. Harden (bad pass)
2:23.0,D. Jordan makes 2-pt shot from 1 ft,2,116-102,,
2:08.0,,,116-104,2,M. Harrell makes 2-pt shot from 5 ft (assist by J. Harden)
1:45.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by C. Paul),2,118-104,,
1:33.0,,,118-104,,J. Terry misses 2-pt shot from 7 ft
1:32.0,,,118-104,,Offensive rebound by M. Harrell
1:32.0,,,118-106,2,M. Harrell makes 2-pt shot at rim
1:11.0,J. Crawford misses 2-pt shot from 18 ft,,118-106,,
1:10.0,,,118-106,,Defensive rebound by T. Ariza
1:03.0,,,118-106,,J. Harden misses 3-pt shot from 25 ft
1:03.0,Defensive rebound by D. Jordan,,118-106,,
0:47.0,Shooting foul by D. Howard (drawn by J. Redick),,118-106,,
0:47.0,J. Redick makes free throw 1 of 2,1,119-106,,
0:47.0,J. Redick makes free throw 2 of 2,1,120-106,,
0:35.0,,,120-106,,J. Terry misses 3-pt shot from 23 ft
0:33.0,Defensive rebound by Team,,120-106,,
0:12.0,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by C. Paul),2,122-106,,
0:00.0,,,122-106,,J. Terry misses 3-pt shot from 30 ft
0:00.0,,,122-106,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
