time,Indiana,pts.away,score,pts.home,Toronto
6:53.0,,,78-86,2,B. Biyombo makes 2-pt shot from 1 ft
6:45.0,Shooting foul by B. Biyombo (drawn by C. Miles),,78-86,,
6:45.0,C. Miles makes free throw 1 of 2,1,79-86,,
6:45.0,C. Miles makes free throw 2 of 2,1,80-86,,
6:33.0,,,80-88,2,D. DeRozan makes 2-pt shot from 3 ft (assist by K. Lowry)
6:16.0,G. Hill makes 3-pt shot from 23 ft (assist by M. Ellis),3,83-88,,
5:55.0,,,83-88,,D. Carroll misses 3-pt shot from 24 ft
5:53.0,Defensive rebound by P. George,,83-88,,
5:45.0,,,83-88,,Shooting block foul by B. Biyombo (drawn by P. George)
5:45.0,,,83-88,,Toronto full timeout
5:45.0,,,83-88,,J. Valanciunas enters the game for B. Biyombo
5:45.0,P. George makes free throw 1 of 2,1,84-88,,
5:45.0,P. George makes free throw 2 of 2,1,85-88,,
5:30.0,,,85-88,,K. Lowry misses 2-pt shot from 19 ft
5:28.0,Defensive rebound by P. George,,85-88,,
5:20.0,Offensive foul by P. George,,85-88,,
5:20.0,Turnover by P. George (offensive foul),,85-88,,
5:20.0,Technical foul by P. George,,85-88,,
5:20.0,,,85-89,1,D. DeRozan makes technical free throw
4:57.0,,,85-91,2,K. Lowry makes 2-pt shot from 1 ft
4:43.0,Shooting foul by D. DeRozan (drawn by J. Hill),,85-91,,
4:43.0,J. Hill misses free throw 1 of 2,,85-91,,
4:43.0,Offensive rebound by Team,,85-91,,
4:43.0,J. Hill makes free throw 2 of 2,1,86-91,,
4:27.0,,,86-91,,D. Carroll misses 2-pt shot from 2 ft
4:25.0,Defensive rebound by J. Hill,,86-91,,
4:19.0,Shooting foul by K. Lowry (drawn by M. Ellis),,86-91,,
4:19.0,M. Ellis misses free throw 1 of 2,,86-91,,
4:19.0,Offensive rebound by Team,,86-91,,
4:19.0,I. Mahinmi enters the game for J. Hill,,86-91,,
4:19.0,M. Ellis makes free throw 2 of 2,1,87-91,,
4:07.0,Violation by M. Ellis (kicked ball),,87-91,,
3:59.0,,,87-93,2,K. Lowry makes 2-pt shot from 3 ft
3:40.0,M. Ellis makes 2-pt shot from 7 ft,2,89-93,,
3:24.0,,,89-93,,Offensive foul by J. Valanciunas
3:24.0,,,89-93,,Turnover by J. Valanciunas (offensive foul)
3:17.0,Shooting foul by K. Lowry (drawn by M. Ellis),,89-93,,
3:17.0,M. Ellis makes free throw 1 of 2,1,90-93,,
3:17.0,M. Ellis makes free throw 2 of 2,1,91-93,,
3:02.0,,,91-93,,D. DeRozan misses 2-pt shot from 14 ft
3:01.0,Defensive rebound by P. George,,91-93,,
2:57.0,Indiana full timeout,,91-93,,
2:49.0,M. Ellis misses 2-pt shot from 2 ft (block by J. Valanciunas),,91-93,,
2:49.0,Offensive rebound by Team,,91-93,,
2:47.0,P. George makes 2-pt shot from 12 ft (assist by M. Ellis),2,93-93,,
2:29.0,,,93-93,,Offensive foul by D. DeRozan
2:29.0,,,93-93,,Turnover by D. DeRozan (offensive foul)
2:18.0,I. Mahinmi makes 2-pt shot from 2 ft (assist by M. Ellis),2,95-93,,
2:01.0,,,95-93,,C. Joseph misses 2-pt shot from 2 ft
2:00.0,,,95-93,,Offensive rebound by J. Valanciunas
1:58.0,,,95-95,2,J. Valanciunas makes 2-pt shot from 2 ft
1:41.0,I. Mahinmi misses 2-pt shot from 14 ft,,95-95,,
1:40.0,,,95-95,,Defensive rebound by D. Carroll
1:29.0,,,95-95,,Shooting foul by I. Mahinmi (drawn by D. DeRozan)
1:29.0,,,95-97,2,D. DeRozan makes 2-pt shot from 4 ft
1:29.0,J. Hill enters the game for I. Mahinmi,,95-97,,
1:29.0,,,95-97,,B. Biyombo enters the game for J. Valanciunas
1:29.0,,,95-98,1,D. DeRozan makes free throw 1 of 1
1:13.0,P. George makes 2-pt shot from 3 ft,2,97-98,,
1:13.0,Shooting foul by B. Biyombo (drawn by P. George),,97-98,,
1:13.0,,,97-98,,J. Valanciunas enters the game for B. Biyombo
1:13.0,P. George misses free throw 1 of 1,,97-98,,
1:12.0,,,97-98,,Defensive rebound by D. DeRozan
1:07.0,,,97-98,,Toronto full timeout
0:51.0,,,97-100,2,D. DeRozan makes 2-pt shot from 15 ft
0:40.0,M. Ellis misses 2-pt shot from 6 ft,,97-100,,
0:38.0,,,97-100,,Defensive rebound by J. Valanciunas
0:38.0,Personal foul by J. Hill (drawn by J. Valanciunas),,97-100,,
0:38.0,,,97-101,1,J. Valanciunas makes free throw 1 of 2
0:38.0,,,97-102,1,J. Valanciunas makes free throw 2 of 2
0:38.0,Indiana full timeout,,97-102,,
0:29.0,C. Miles misses 2-pt shot from 20 ft,,97-102,,
0:27.0,,,97-102,,Defensive rebound by D. Carroll
0:27.0,Personal foul by G. Hill (drawn by D. Carroll),,97-102,,
0:27.0,,,97-102,,D. Carroll misses free throw 1 of 2
0:27.0,,,97-102,,Offensive rebound by Team
0:27.0,,,97-103,1,D. Carroll makes free throw 2 of 2
0:27.0,Indiana full timeout,,97-103,,
0:21.0,P. George misses 3-pt shot from 25 ft,,97-103,,
0:20.0,,,97-103,,Defensive rebound by D. DeRozan
0:18.0,Personal foul by G. Hill (drawn by D. DeRozan),,97-103,,
0:18.0,,,97-104,1,D. DeRozan makes free throw 1 of 2
0:18.0,,,97-105,1,D. DeRozan makes free throw 2 of 2
0:15.0,Shooting foul by D. Carroll (drawn by G. Hill),,97-105,,
0:15.0,G. Hill makes free throw 1 of 3,1,98-105,,
0:15.0,G. Hill makes free throw 2 of 3,1,99-105,,
0:15.0,L. Allen enters the game for M. Ellis,,99-105,,
0:15.0,G. Hill misses free throw 3 of 3,,99-105,,
0:14.0,,,99-105,,Defensive rebound by J. Valanciunas
0:12.0,Personal foul by L. Allen (drawn by J. Valanciunas),,99-105,,
0:12.0,,,99-105,,J. Valanciunas misses free throw 1 of 2
0:12.0,,,99-105,,Offensive rebound by Team
0:12.0,,,99-106,1,J. Valanciunas makes free throw 2 of 2
0:12.0,Indiana full timeout,,99-106,,
0:12.0,C. Budinger enters the game for L. Allen,,99-106,,
0:08.0,P. George misses 3-pt shot from 24 ft,,99-106,,
0:07.0,,,99-106,,Defensive rebound by C. Joseph
0:00.0,End of 4th quarter,,,,End of 4th quarter
