time,Oklahoma City,pts.away,score,pts.home,San Antonio
2:20.0,A. Morrow makes 2-pt shot from 14 ft,2,50-49,,
1:59.0,,,50-49,,D. Green misses 3-pt shot from 23 ft
1:58.0,Defensive rebound by S. Ibaka,,50-49,,
1:48.0,R. Westbrook makes 2-pt shot from 16 ft,2,52-49,,
1:29.0,,,52-51,2,T. Parker makes 2-pt shot from 7 ft
1:07.0,K. Durant makes 2-pt shot from 4 ft (assist by R. Westbrook),2,54-51,,
0:51.0,,,54-51,,T. Parker misses 2-pt shot from 1 ft (block by E. Kanter)
0:49.0,,,54-51,,Offensive rebound by M. Ginobili
0:45.0,,,54-51,,D. Green misses 3-pt shot from 25 ft
0:44.0,Defensive rebound by S. Ibaka,,54-51,,
0:36.0,Turnover by E. Kanter (lost ball; steal by M. Ginobili),,54-51,,
0:26.0,,,54-53,2,B. Diaw makes 2-pt shot from 1 ft (assist by T. Parker)
0:26.0,Violation by S. Ibaka (def goaltending),,54-53,,
0:08.0,,,54-53,,Personal foul by M. Ginobili
0:08.0,Official timeout,,54-53,,
0:08.0,,,54-53,,K. Anderson enters the game for T. Parker
0:04.0,E. Kanter makes 2-pt shot from 2 ft (assist by K. Durant),2,56-53,,
0:00.0,,,56-53,,B. Diaw misses 3-pt shot from 25 ft (block by K. Durant)
0:00.0,,,56-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,Turnover by S. Ibaka (lost ball; steal by D. Green),,56-53,,
11:33.0,,,56-53,,T. Parker misses 2-pt shot from 2 ft (block by R. Westbrook)
11:32.0,Defensive rebound by Team,,56-53,,
11:13.0,S. Ibaka makes 3-pt shot from 25 ft (assist by K. Durant),3,59-53,,
10:45.0,,,59-53,,T. Parker misses 2-pt shot from 15 ft
10:44.0,,,59-53,,Offensive rebound by L. Aldridge
10:41.0,,,59-53,,L. Aldridge misses 2-pt shot from 4 ft
10:40.0,Defensive rebound by S. Adams,,59-53,,
10:34.0,R. Westbrook misses 2-pt shot from 19 ft,,59-53,,
10:33.0,,,59-53,,Defensive rebound by L. Aldridge
10:12.0,,,59-53,,T. Duncan misses 2-pt shot from 4 ft (block by S. Adams)
10:11.0,Defensive rebound by R. Westbrook,,59-53,,
10:11.0,,,59-53,,Personal foul by T. Duncan
9:58.0,K. Durant misses 2-pt shot from 12 ft,,59-53,,
9:57.0,Offensive rebound by S. Adams,,59-53,,
9:48.0,R. Westbrook misses 2-pt shot from 14 ft,,59-53,,
9:47.0,,,59-53,,Defensive rebound by T. Duncan
9:43.0,,,59-55,2,T. Parker makes 2-pt shot from 1 ft
9:43.0,,,59-55,,Shooting foul by R. Westbrook (drawn by T. Parker)
9:43.0,,,59-56,1,T. Parker makes free throw 1 of 1
9:24.0,K. Durant makes 2-pt shot from 18 ft,2,61-56,,
9:24.0,Shooting foul by T. Duncan (drawn by K. Durant),,61-56,,
9:24.0,K. Durant makes free throw 1 of 1,1,62-56,,
9:09.0,,,62-56,,T. Parker misses 2-pt shot from 11 ft
9:08.0,Defensive rebound by S. Adams,,62-56,,
8:56.0,R. Westbrook misses 3-pt shot from 25 ft,,62-56,,
8:55.0,,,62-56,,Defensive rebound by L. Aldridge
8:38.0,,,62-56,,K. Leonard misses 2-pt shot from 20 ft
8:37.0,Defensive rebound by R. Westbrook,,62-56,,
8:35.0,Shooting foul by D. Green (drawn by S. Adams),,62-56,,
8:35.0,S. Adams makes free throw 1 of 2,1,63-56,,
8:35.0,S. Adams makes free throw 2 of 2,1,64-56,,
8:23.0,,,64-58,2,K. Leonard makes 2-pt shot from 1 ft (assist by T. Duncan)
8:06.0,S. Ibaka makes 2-pt shot from 17 ft (assist by K. Durant),2,66-58,,
7:44.0,,,66-60,2,K. Leonard makes 2-pt shot from 1 ft (assist by D. Green)
7:30.0,S. Ibaka makes 2-pt shot from 18 ft (assist by R. Westbrook),2,68-60,,
7:29.0,,,68-60,,San Antonio full timeout
7:29.0,,,68-60,,M. Ginobili enters the game for D. Green
7:08.0,,,68-60,,Shooting foul by S. Ibaka (drawn by L. Aldridge)
7:08.0,,,68-61,1,L. Aldridge makes free throw 1 of 2
7:08.0,,,68-62,1,L. Aldridge makes free throw 2 of 2
6:59.0,R. Westbrook misses 2-pt shot from 1 ft (block by L. Aldridge),,68-62,,
6:57.0,,,68-62,,Defensive rebound by T. Duncan
6:56.0,,,68-62,,Turnover by T. Duncan (lost ball; steal by R. Westbrook)
6:49.0,R. Westbrook makes 3-pt shot from 24 ft,3,71-62,,
6:29.0,,,71-62,,T. Parker misses 3-pt shot from 24 ft
6:27.0,,,71-62,,Offensive rebound by M. Ginobili
6:27.0,,,71-62,,M. Ginobili misses 2-pt shot from 1 ft
6:26.0,Defensive rebound by K. Durant,,71-62,,
6:19.0,R. Westbrook misses 2-pt shot from 5 ft,,71-62,,
6:18.0,,,71-62,,Defensive rebound by T. Duncan
6:01.0,,,71-62,,L. Aldridge misses 2-pt shot from 1 ft
6:00.0,Defensive rebound by A. Roberson,,71-62,,
5:56.0,Turnover by K. Durant (lost ball; steal by T. Parker),,71-62,,
5:53.0,Personal foul by R. Westbrook,,71-62,,
5:53.0,D. Waiters enters the game for K. Durant,,71-62,,
5:53.0,,,71-62,,D. West enters the game for T. Duncan
5:41.0,,,71-64,2,M. Ginobili makes 2-pt shot from 1 ft (assist by T. Parker)
5:22.0,R. Westbrook makes 2-pt shot from 18 ft,2,73-64,,
5:06.0,,,73-64,,D. West misses 2-pt shot from 13 ft
5:05.0,Defensive rebound by A. Roberson,,73-64,,
4:49.0,R. Westbrook makes 2-pt shot from 17 ft,2,75-64,,
4:30.0,,,75-64,,M. Ginobili misses 3-pt shot from 25 ft
4:28.0,Defensive rebound by S. Adams,,75-64,,
4:20.0,Turnover by S. Adams (lost ball; steal by M. Ginobili),,75-64,,
4:13.0,,,75-64,,K. Leonard misses 2-pt shot from 2 ft
4:12.0,,,75-64,,Offensive rebound by L. Aldridge
4:12.0,,,75-66,2,L. Aldridge makes 2-pt shot from 1 ft
3:49.0,R. Westbrook misses 2-pt shot from 20 ft,,75-66,,
3:47.0,Offensive rebound by S. Adams,,75-66,,
3:46.0,S. Adams misses 2-pt shot from 1 ft (block by D. West),,75-66,,
3:45.0,,,75-66,,Defensive rebound by T. Parker
3:41.0,Personal foul by A. Roberson,,75-66,,
3:41.0,,,75-66,,P. Mills enters the game for T. Parker
3:41.0,Oklahoma City full timeout,,75-66,,
3:41.0,E. Kanter enters the game for S. Adams,,75-66,,
3:41.0,C. Payne enters the game for R. Westbrook,,75-66,,
3:41.0,A. Morrow enters the game for S. Ibaka,,75-66,,
3:41.0,K. Durant enters the game for A. Roberson,,75-66,,
3:34.0,,,75-68,2,M. Ginobili makes 2-pt shot from 10 ft
3:13.0,K. Durant makes 2-pt shot from 16 ft,2,77-68,,
2:49.0,,,77-68,,L. Aldridge misses 2-pt shot from 16 ft
2:48.0,,,77-68,,Offensive rebound by D. West
2:48.0,,,77-70,2,D. West makes 2-pt shot from 1 ft
2:36.0,Offensive foul by E. Kanter,,77-70,,
2:36.0,Turnover by E. Kanter (offensive foul),,77-70,,
2:36.0,,,77-70,,D. Green enters the game for D. West
2:23.0,,,77-72,2,P. Mills makes 2-pt shot from 17 ft (assist by M. Ginobili)
2:02.0,Turnover by C. Payne (traveling),,77-72,,
1:48.0,,,77-74,2,K. Leonard makes 2-pt shot from 1 ft (assist by L. Aldridge)
1:46.0,Oklahoma City full timeout,,77-74,,
1:29.0,E. Kanter misses 2-pt shot from 10 ft (block by K. Leonard),,77-74,,
1:28.0,,,77-74,,Defensive rebound by L. Aldridge
1:20.0,,,77-76,2,L. Aldridge makes 2-pt shot from 2 ft (assist by K. Leonard)
1:00.0,A. Morrow misses 2-pt shot from 17 ft,,77-76,,
0:59.0,,,77-76,,Defensive rebound by K. Leonard
0:53.0,,,77-76,,K. Leonard misses 3-pt shot from 25 ft
0:52.0,Defensive rebound by K. Durant,,77-76,,
0:32.0,K. Durant misses 2-pt shot from 19 ft,,77-76,,
0:31.0,,,77-76,,Defensive rebound by K. Leonard
0:08.0,,,77-76,,K. Leonard misses 2-pt shot from 13 ft
0:07.0,Defensive rebound by E. Kanter,,77-76,,
0:00.0,C. Payne misses 2-pt shot from 16 ft,,77-76,,
0:00.0,Offensive rebound by Team,,77-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Personal foul by A. Roberson,,77-76,,
11:36.0,,,77-76,,D. West misses 2-pt shot from 4 ft
11:35.0,Defensive rebound by S. Adams,,77-76,,
11:16.0,E. Kanter misses 3-pt shot from 23 ft,,77-76,,
11:15.0,,,77-76,,Defensive rebound by Team
10:53.0,,,77-76,,Turnover by M. Ginobili (lost ball; steal by A. Roberson)
10:48.0,K. Durant makes 2-pt shot at rim (assist by A. Roberson),2,79-76,,
10:28.0,,,79-76,,D. West misses 2-pt shot at rim (block by E. Kanter)
10:26.0,Defensive rebound by K. Durant,,79-76,,
10:11.0,Shooting foul by D. West (drawn by K. Durant),,79-76,,
10:11.0,K. Durant makes free throw 1 of 2,1,80-76,,
10:11.0,,,80-76,,K. Anderson enters the game for M. Ginobili
10:11.0,K. Durant makes free throw 2 of 2,1,81-76,,
9:52.0,,,81-76,,P. Mills misses 3-pt shot from 23 ft
9:51.0,Defensive rebound by S. Adams,,81-76,,
9:49.0,Turnover by S. Adams (lost ball; steal by D. West),,81-76,,
9:47.0,,,81-76,,D. West misses 2-pt shot from 2 ft
9:45.0,Defensive rebound by K. Durant,,81-76,,
9:41.0,D. Waiters misses 3-pt shot from 25 ft,,81-76,,
9:40.0,Offensive rebound by E. Kanter,,81-76,,
9:40.0,E. Kanter makes 2-pt shot from 1 ft,2,83-76,,
9:40.0,,,83-76,,San Antonio full timeout
9:40.0,,,83-76,,T. Duncan enters the game for D. West
9:40.0,,,83-76,,L. Aldridge enters the game for B. Diaw
9:40.0,,,83-76,,K. Leonard enters the game for K. Anderson
9:21.0,,,83-76,,Turnover by K. Leonard (lost ball; steal by A. Roberson)
9:01.0,K. Durant makes 2-pt shot from 16 ft,2,85-76,,
8:48.0,Personal foul by D. Waiters,,85-76,,
8:48.0,R. Westbrook enters the game for D. Waiters,,85-76,,
8:36.0,,,85-76,,K. Leonard misses 2-pt shot from 16 ft
8:35.0,Defensive rebound by S. Adams,,85-76,,
8:13.0,E. Kanter misses 2-pt shot from 2 ft,,85-76,,
8:12.0,,,85-76,,Defensive rebound by P. Mills
8:03.0,,,85-76,,P. Mills misses 2-pt shot from 18 ft
8:01.0,Defensive rebound by K. Durant,,85-76,,
7:39.0,K. Durant misses 2-pt shot from 11 ft,,85-76,,
7:38.0,Offensive rebound by R. Westbrook,,85-76,,
7:36.0,R. Westbrook misses 2-pt shot from 1 ft,,85-76,,
7:35.0,Offensive rebound by E. Kanter,,85-76,,
7:18.0,R. Westbrook misses 3-pt shot from 25 ft,,85-76,,
7:16.0,,,85-76,,Defensive rebound by K. Leonard
7:09.0,,,85-79,3,D. Green makes 3-pt shot from 27 ft (assist by K. Leonard)
6:48.0,K. Durant misses 2-pt shot from 8 ft,,85-79,,
6:46.0,,,85-79,,Defensive rebound by T. Duncan
6:40.0,,,85-82,3,D. Green makes 3-pt shot from 25 ft (assist by T. Duncan)
6:40.0,Oklahoma City full timeout,,85-82,,
6:40.0,S. Ibaka enters the game for E. Kanter,,85-82,,
6:28.0,A. Roberson misses 3-pt shot from 23 ft,,85-82,,
6:27.0,,,85-82,,Defensive rebound by L. Aldridge
6:14.0,,,85-82,,P. Mills misses 3-pt shot from 26 ft
6:11.0,Defensive rebound by Team,,85-82,,
6:11.0,D. Waiters enters the game for A. Roberson,,85-82,,
5:58.0,R. Westbrook misses 3-pt shot from 26 ft,,85-82,,
5:57.0,,,85-82,,Defensive rebound by K. Leonard
5:49.0,,,85-84,2,K. Leonard makes 2-pt shot from 9 ft
5:30.0,K. Durant makes 2-pt shot from 20 ft (assist by R. Westbrook),2,87-84,,
5:07.0,Personal foul by D. Waiters,,87-84,,
4:52.0,,,87-84,,L. Aldridge misses 2-pt shot from 14 ft
4:51.0,,,87-84,,Offensive rebound by T. Duncan
4:42.0,,,87-84,,P. Mills misses 2-pt shot from 15 ft
4:40.0,Defensive rebound by R. Westbrook,,87-84,,
4:37.0,R. Westbrook makes 2-pt shot from 1 ft,2,89-84,,
4:16.0,,,89-84,,D. Green misses 3-pt shot from 25 ft
4:15.0,Defensive rebound by R. Westbrook,,89-84,,
4:02.0,S. Ibaka misses 3-pt shot from 25 ft,,89-84,,
4:00.0,,,89-84,,Defensive rebound by T. Duncan
3:46.0,,,89-84,,P. Mills misses 3-pt shot from 26 ft
3:46.0,,,89-84,,Offensive rebound by Team
3:46.0,,,89-84,,T. Parker enters the game for P. Mills
3:28.0,,,89-84,,T. Duncan misses 2-pt shot from 3 ft (block by S. Ibaka)
3:25.0,,,89-84,,Offensive rebound by L. Aldridge
3:25.0,,,89-86,2,L. Aldridge makes 2-pt shot from 2 ft
3:09.0,S. Adams makes 2-pt shot at rim,2,91-86,,
2:50.0,,,91-88,2,L. Aldridge makes 2-pt shot from 6 ft
2:50.0,,,91-88,,Shooting foul by S. Ibaka (drawn by L. Aldridge)
2:50.0,Official timeout,,91-88,,
2:50.0,,,91-89,1,L. Aldridge makes free throw 1 of 1
2:29.0,D. Waiters makes 3-pt shot from 23 ft (assist by S. Ibaka),3,94-89,,
2:08.0,,,94-89,,K. Leonard misses 2-pt shot from 14 ft
2:07.0,Defensive rebound by D. Waiters,,94-89,,
1:44.0,R. Westbrook misses 3-pt shot from 27 ft,,94-89,,
1:44.0,,,94-89,,Defensive rebound by D. Green
1:27.0,,,94-91,2,L. Aldridge makes 2-pt shot from 10 ft (assist by T. Parker)
1:09.0,K. Durant misses 2-pt shot from 20 ft,,94-91,,
1:08.0,,,94-91,,Defensive rebound by T. Duncan
