time,Chicago,pts.away,score,pts.home,Brooklyn
6:28.0,,,95-86,1,B. Bogdanovic makes free throw 2 of 2
6:17.0,D. Rose misses 2-pt shot from 10 ft (block by S. Larkin),,95-86,,
6:15.0,Offensive rebound by Team,,95-86,,
6:08.0,J. Butler makes 3-pt shot from 25 ft,3,98-86,,
5:56.0,Personal foul by T. Gibson (drawn by A. Bargnani),,98-86,,
5:56.0,,,98-86,,Brooklyn full timeout
5:56.0,,,98-86,,M. Brown enters the game for S. Larkin
5:56.0,,,98-87,1,A. Bargnani makes free throw 1 of 2
5:56.0,,,98-88,1,A. Bargnani makes free throw 2 of 2
5:35.0,D. Rose misses 2-pt shot from 17 ft,,98-88,,
5:34.0,Offensive rebound by P. Gasol,,98-88,,
5:29.0,J. Butler makes 2-pt shot from 3 ft (assist by P. Gasol),2,100-88,,
5:08.0,,,100-90,2,M. Brown makes 2-pt shot from 19 ft
4:46.0,D. Rose misses 3-pt shot from 24 ft,,100-90,,
4:45.0,,,100-90,,Defensive rebound by A. Bargnani
4:32.0,,,100-90,,A. Bargnani misses 2-pt shot from 9 ft
4:31.0,Defensive rebound by J. Butler,,100-90,,
4:18.0,Turnover by T. Gibson (offensive goaltending),,100-90,,
4:18.0,,,100-90,,T. Young enters the game for A. Bargnani
4:08.0,,,100-92,2,M. Brown makes 2-pt shot from 19 ft
3:52.0,P. Gasol misses 2-pt shot from 19 ft,,100-92,,
3:51.0,,,100-92,,Defensive rebound by J. Johnson
3:43.0,,,100-92,,T. Young misses 2-pt shot from 18 ft
3:42.0,,,100-92,,Offensive rebound by B. Lopez
3:41.0,Personal foul by T. Gibson (drawn by B. Lopez),,100-92,,
3:41.0,,,100-93,1,B. Lopez makes free throw 1 of 2
3:41.0,N. Mirotic enters the game for T. Gibson,,100-93,,
3:41.0,T. Snell enters the game for K. Hinrich,,100-93,,
3:41.0,,,100-94,1,B. Lopez makes free throw 2 of 2
3:17.0,D. Rose makes 2-pt shot from 6 ft,2,102-94,,
3:09.0,,,102-94,,Shooting foul by P. Gasol (drawn by M. Brown)
3:09.0,,,102-94,,M. Brown misses free throw 1 of 2
3:09.0,,,102-94,,Offensive rebound by Team
3:09.0,,,102-95,1,M. Brown makes free throw 2 of 2
2:53.0,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Butler),3,105-95,,
2:50.0,,,105-95,,Brooklyn full timeout
2:46.0,Personal foul by D. Rose (drawn by M. Brown),,105-95,,
2:46.0,,,105-95,,M. Brown misses free throw 1 of 2
2:46.0,,,105-95,,Offensive rebound by Team
2:46.0,,,105-95,,R. Hollis-Jefferson enters the game for B. Bogdanovic
2:46.0,,,105-96,1,M. Brown makes free throw 2 of 2
2:24.0,P. Gasol makes 2-pt shot from 15 ft,2,107-96,,
1:59.0,,,107-98,2,B. Lopez makes 2-pt shot from 17 ft (assist by M. Brown)
1:40.0,J. Butler makes 3-pt shot from 26 ft,3,110-98,,
1:28.0,,,110-98,,Turnover by T. Young (lost ball; steal by D. Rose)
1:26.0,,,110-98,,Personal foul by T. Young (drawn by J. Butler)
1:26.0,Violation by Team (jump ball),,110-98,,
1:26.0,Chicago full timeout,,110-98,,
1:26.0,,,110-98,,B. Bogdanovic enters the game for R. Hollis-Jefferson
1:10.0,J. Butler makes 2-pt shot at rim,2,112-98,,
1:02.0,,,112-100,2,J. Johnson makes 2-pt shot from 8 ft
1:02.0,,,112-100,,Violation by Team (jump ball)
0:43.0,N. Mirotic makes 3-pt shot from 27 ft (assist by J. Butler),3,115-100,,
0:36.0,,,115-100,,J. Johnson misses 2-pt shot from 8 ft
0:35.0,,,115-100,,Offensive rebound by J. Johnson
0:28.0,,,115-100,,B. Bogdanovic misses 3-pt shot from 26 ft
0:26.0,Defensive rebound by T. Snell,,115-100,,
0:03.0,Turnover by Team (shot clock),,115-100,,
0:01.0,,,115-100,,M. Brown misses 3-pt shot from 30 ft
0:00.0,,,115-100,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
