time,Miami,pts.away,score,pts.home,Toronto
0:47.0,D. Wade makes 2-pt shot from 15 ft,2,89-93,,
0:24.0,,,89-95,2,K. Lowry makes 2-pt shot from 12 ft
0:24.0,Miami full timeout,,89-95,,
0:22.0,,,89-95,,Violation by B. Biyombo (def goaltending)
0:22.0,D. Wade makes 2-pt shot from 3 ft,2,91-95,,
0:22.0,,,91-95,,Toronto full timeout
0:22.0,,,91-95,,T. Ross enters the game for B. Biyombo
0:22.0,T. Johnson enters the game for J. Johnson,,91-95,,
0:22.0,G. Green enters the game for G. Dragic,,91-95,,
0:22.0,U. Haslem enters the game for J. Winslow,,91-95,,
0:21.0,Personal take foul by G. Green,,91-95,,
0:21.0,,,91-96,1,D. DeRozan makes free throw 1 of 2
0:21.0,J. Johnson enters the game for U. Haslem,,91-96,,
0:21.0,G. Dragic enters the game for T. Johnson,,91-96,,
0:21.0,J. Winslow enters the game for G. Green,,91-96,,
0:21.0,,,91-96,,B. Biyombo enters the game for T. Ross
0:21.0,,,91-97,1,D. DeRozan makes free throw 2 of 2
0:13.0,D. Wade misses 3-pt shot from 25 ft,,91-97,,
0:12.0,,,91-97,,Defensive rebound by P. Patterson
0:09.0,Personal take foul by G. Dragic,,91-97,,
0:09.0,,,91-98,1,D. DeRozan makes free throw 1 of 2
0:09.0,,,91-99,1,D. DeRozan makes free throw 2 of 2
0:09.0,Miami full timeout,,91-99,,
0:06.0,J. Johnson misses 2-pt shot from 20 ft,,91-99,,
0:05.0,,,91-99,,Defensive rebound by K. Lowry
0:00.0,End of 4th quarter,,,,End of 4th quarter
