time,Golden State,pts.away,score,pts.home,Portland
4:33.0,,,23-25,,Defensive rebound by M. Plumlee
4:23.0,,,23-25,,M. Plumlee misses 2-pt shot from 5 ft
4:23.0,Defensive rebound by A. Iguodala,,23-25,,
4:23.0,,,23-25,,Personal foul by A. Aminu
4:23.0,,,23-25,,G. Henderson enters the game for A. Aminu
4:15.0,Turnover by D. Green (bad pass),,23-25,,
4:01.0,,,23-25,,M. Plumlee misses 2-pt shot from 1 ft (block by A. Bogut)
4:01.0,,,23-25,,Offensive rebound by Team
3:51.0,,,23-25,,Shooting foul by A. Bogut (drawn by M. Plumlee)
3:51.0,,,23-25,,M. Plumlee misses free throw 1 of 2
3:51.0,,,23-25,,Offensive rebound by Team
3:51.0,M. Speights enters the game for A. Bogut,,23-25,,
3:51.0,,,23-26,1,M. Plumlee makes free throw 2 of 2
3:39.0,S. Curry misses 2-pt shot from 2 ft,,23-26,,
3:38.0,,,23-26,,Defensive rebound by G. Henderson
3:32.0,,,23-28,2,M. Harkless makes 2-pt shot at rim (assist by G. Henderson)
3:13.0,D. Green misses 2-pt shot from 2 ft (block by M. Harkless),,23-28,,
3:12.0,Offensive rebound by M. Speights,,23-28,,
3:11.0,M. Speights misses 2-pt shot at rim,,23-28,,
3:11.0,,,23-28,,Defensive rebound by Team
3:11.0,,,23-28,,E. Davis enters the game for M. Plumlee
2:58.0,,,23-28,,D. Lillard misses 2-pt shot from 19 ft
2:57.0,Defensive rebound by D. Green,,23-28,,
2:47.0,A. Iguodala misses 2-pt shot from 17 ft,,23-28,,
2:46.0,,,23-28,,Defensive rebound by G. Henderson
2:38.0,,,23-30,2,G. Henderson makes 2-pt shot from 14 ft
2:29.0,S. Curry misses 2-pt shot from 4 ft,,23-30,,
2:29.0,Offensive rebound by S. Curry,,23-30,,
2:22.0,D. Green makes 3-pt shot from 25 ft (assist by S. Curry),3,26-30,,
2:22.0,,,26-30,,Portland full timeout
2:09.0,,,26-30,,G. Henderson misses 2-pt shot from 10 ft
2:07.0,Defensive rebound by Team,,26-30,,
1:53.0,S. Curry makes 3-pt shot from 24 ft (assist by A. Iguodala),3,29-30,,
1:37.0,,,29-30,,Shooting foul by M. Speights (drawn by G. Henderson)
1:37.0,,,29-31,1,G. Henderson makes free throw 1 of 2
1:37.0,H. Barnes enters the game for D. Green,,29-31,,
1:37.0,,,29-32,1,G. Henderson makes free throw 2 of 2
1:25.0,M. Speights misses 2-pt shot from 19 ft,,29-32,,
1:25.0,,,29-32,,Defensive rebound by E. Davis
1:14.0,,,29-34,2,D. Lillard makes 2-pt shot from 1 ft
1:00.0,L. Barbosa misses 2-pt shot from 1 ft,,29-34,,
1:00.0,Offensive rebound by M. Speights,,29-34,,
0:53.0,S. Curry misses 2-pt shot from 17 ft,,29-34,,
0:53.0,,,29-34,,Defensive rebound by A. Crabbe
0:47.0,,,29-37,3,D. Lillard makes 3-pt shot from 25 ft (assist by M. Harkless)
0:37.0,M. Speights makes 2-pt shot from 1 ft (assist by S. Curry),2,31-37,,
0:33.0,,,31-40,3,D. Lillard makes 3-pt shot from 24 ft
0:15.0,S. Curry misses 2-pt shot from 15 ft,,31-40,,
0:14.0,,,31-40,,Defensive rebound by E. Davis
0:03.0,,,31-42,2,D. Lillard makes 2-pt shot from 17 ft
0:00.0,A. Iguodala misses 3-pt shot from 47 ft,,31-42,,
0:00.0,Offensive rebound by Team,,31-42,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,,,31-42,,G. Henderson misses 2-pt shot from 3 ft
11:34.0,,,31-42,,Offensive rebound by E. Davis
11:29.0,,,31-45,3,A. Crabbe makes 3-pt shot from 24 ft (assist by E. Davis)
11:12.0,Shooting foul by E. Davis (drawn by M. Speights),,31-45,,
11:12.0,M. Speights makes free throw 1 of 2,1,32-45,,
11:12.0,M. Speights makes free throw 2 of 2,1,33-45,,
10:57.0,,,33-47,2,G. Henderson makes 2-pt shot at rim (assist by A. Crabbe)
10:48.0,,,33-47,,Personal foul by C. McCollum
10:40.0,L. Barbosa misses 2-pt shot from 11 ft,,33-47,,
10:39.0,Offensive rebound by M. Speights,,33-47,,
10:31.0,L. Barbosa misses 2-pt shot at rim,,33-47,,
10:30.0,,,33-47,,Defensive rebound by M. Harkless
10:24.0,,,33-50,3,A. Crabbe makes 3-pt shot from 24 ft (assist by C. McCollum)
10:06.0,Turnover by A. Iguodala (lost ball; steal by G. Henderson),,33-50,,
10:00.0,,,33-50,,G. Henderson misses 2-pt shot from 17 ft
9:59.0,Defensive rebound by A. Iguodala,,33-50,,
9:51.0,M. Speights misses 2-pt shot from 3 ft,,33-50,,
9:51.0,Offensive rebound by Team,,33-50,,
9:51.0,K. Thompson enters the game for L. Barbosa,,33-50,,
9:51.0,Golden State full timeout,,33-50,,
9:48.0,M. Speights makes 2-pt shot from 17 ft (assist by S. Livingston),2,35-50,,
9:30.0,,,35-50,,G. Henderson misses 3-pt shot from 25 ft
9:29.0,Defensive rebound by M. Speights,,35-50,,
9:21.0,M. Speights misses 2-pt shot from 17 ft,,35-50,,
9:20.0,,,35-50,,Defensive rebound by E. Davis
9:11.0,,,35-50,,C. McCollum misses 2-pt shot from 14 ft
9:09.0,,,35-50,,Offensive rebound by E. Davis
8:46.0,,,35-50,,C. McCollum misses 3-pt shot from 24 ft
8:45.0,Defensive rebound by Team,,35-50,,
8:45.0,D. Green enters the game for M. Speights,,35-50,,
8:31.0,K. Thompson misses 2-pt shot from 20 ft,,35-50,,
8:30.0,,,35-50,,Defensive rebound by E. Davis
8:18.0,Personal foul by K. Thompson,,35-50,,
8:07.0,,,35-52,2,E. Davis makes 2-pt shot from 4 ft (assist by C. McCollum)
8:07.0,,,35-52,,Shooting foul by S. Livingston (drawn by E. Davis)
8:07.0,,,35-52,,E. Davis misses free throw 1 of 1
8:06.0,Defensive rebound by D. Green,,35-52,,
7:58.0,K. Thompson misses 3-pt shot from 23 ft,,35-52,,
7:57.0,,,35-52,,Defensive rebound by A. Crabbe
7:44.0,,,35-54,2,G. Henderson makes 2-pt shot from 21 ft (assist by C. McCollum)
7:29.0,S. Livingston misses 2-pt shot from 14 ft,,35-54,,
7:27.0,,,35-54,,Defensive rebound by E. Davis
7:19.0,,,35-54,,Turnover by C. McCollum (traveling)
7:09.0,H. Barnes misses 2-pt shot from 21 ft,,35-54,,
7:08.0,,,35-54,,Defensive rebound by C. McCollum
7:01.0,,,35-54,,Turnover by C. McCollum (bad pass)
6:47.0,D. Green makes 3-pt shot from 24 ft (assist by H. Barnes),3,38-54,,
6:26.0,,,38-54,,C. McCollum misses 2-pt shot from 9 ft
6:26.0,,,38-54,,Offensive rebound by M. Harkless
6:25.0,,,38-56,2,M. Harkless makes 2-pt shot at rim
6:15.0,D. Green makes 2-pt shot from 2 ft (assist by A. Iguodala),2,40-56,,
6:04.0,,,40-58,2,C. McCollum makes 2-pt shot from 1 ft
5:54.0,K. Thompson makes 3-pt shot from 23 ft (assist by A. Iguodala),3,43-58,,
5:35.0,,,43-58,,G. Henderson misses 3-pt shot from 24 ft
5:34.0,Defensive rebound by Team,,43-58,,
5:34.0,Official timeout,,43-58,,
5:34.0,,,43-58,,A. Aminu enters the game for E. Davis
5:34.0,,,43-58,,D. Lillard enters the game for C. McCollum
5:34.0,S. Curry enters the game for A. Iguodala,,43-58,,
5:22.0,D. Green misses 2-pt shot from 6 ft,,43-58,,
5:21.0,Offensive rebound by H. Barnes,,43-58,,
5:20.0,H. Barnes makes 2-pt shot at rim,2,45-58,,
5:20.0,Shooting foul by M. Harkless (drawn by H. Barnes),,45-58,,
5:20.0,H. Barnes makes free throw 1 of 1,1,46-58,,
5:07.0,,,46-58,,D. Lillard misses 3-pt shot from 26 ft
5:06.0,Defensive rebound by D. Green,,46-58,,
4:50.0,D. Green makes 2-pt shot from 2 ft,2,48-58,,
4:33.0,,,48-58,,Turnover by M. Harkless (traveling)
4:26.0,Turnover by S. Curry (bad pass),,48-58,,
4:26.0,B. Rush enters the game for S. Livingston,,48-58,,
4:05.0,,,48-58,,A. Aminu misses 2-pt shot from 15 ft
4:04.0,Defensive rebound by H. Barnes,,48-58,,
3:55.0,S. Curry misses 2-pt shot from 4 ft,,48-58,,
3:54.0,Offensive rebound by D. Green,,48-58,,
3:54.0,D. Green makes 2-pt shot from 2 ft,2,50-58,,
3:39.0,,,50-58,,D. Lillard misses 2-pt shot from 19 ft
3:37.0,Defensive rebound by D. Green,,50-58,,
3:30.0,S. Curry makes 2-pt shot from 1 ft,2,52-58,,
3:29.0,,,52-58,,Portland full timeout
3:29.0,,,52-58,,C. McCollum enters the game for M. Harkless
3:29.0,,,52-58,,N. Vonleh enters the game for A. Crabbe
3:11.0,,,52-58,,Turnover by G. Henderson (lost ball; steal by B. Rush)
3:03.0,Turnover by D. Green (lost ball; steal by D. Lillard),,52-58,,
2:56.0,,,52-60,2,C. McCollum makes 2-pt shot from 1 ft
2:32.0,Turnover by D. Green (lost ball; steal by D. Lillard),,52-60,,
2:32.0,Personal foul by D. Green,,52-60,,
2:32.0,A. Iguodala enters the game for H. Barnes,,52-60,,
2:19.0,,,52-60,,Turnover by C. McCollum (traveling)
2:09.0,S. Curry makes 3-pt shot from 24 ft,3,55-60,,
1:58.0,Personal foul by S. Curry,,55-60,,
1:53.0,,,55-60,,Shooting foul by A. Iguodala (drawn by A. Aminu)
1:53.0,,,55-61,1,A. Aminu makes free throw 1 of 2
1:53.0,,,55-61,,A. Aminu misses free throw 2 of 2
1:52.0,Defensive rebound by K. Thompson,,55-61,,
1:40.0,K. Thompson misses 2-pt shot from 20 ft,,55-61,,
1:39.0,,,55-61,,Defensive rebound by A. Aminu
1:33.0,,,55-61,,A. Aminu misses 2-pt shot from 3 ft (block by A. Iguodala)
1:31.0,Jump ball: A. Aminu vs. A. Iguodala (D. Lillard gains possession),,,,Jump ball: A. Aminu vs. A. Iguodala (D. Lillard gains possession)
1:31.0,,,55-61,,Offensive rebound by Team
1:25.0,,,55-61,,D. Lillard misses 2-pt shot from 19 ft
1:25.0,Defensive rebound by D. Green,,55-61,,
1:15.0,A. Iguodala misses 2-pt shot from 2 ft,,55-61,,
1:15.0,,,55-61,,Defensive rebound by N. Vonleh
1:10.0,,,55-61,,Turnover by C. McCollum (lost ball; steal by S. Curry)
1:07.0,A. Iguodala makes 2-pt shot at rim (assist by D. Green),2,57-61,,
1:07.0,Shooting foul by N. Vonleh (drawn by A. Iguodala),,57-61,,
1:07.0,,,57-61,,A. Crabbe enters the game for G. Henderson
1:07.0,A. Iguodala misses free throw 1 of 1,,57-61,,
1:06.0,,,57-61,,Defensive rebound by Team
1:06.0,Loose ball foul by D. Green,,57-61,,
1:06.0,Technical foul by D. Green,,57-61,,
1:06.0,,,57-62,1,A. Crabbe makes technical free throw
1:06.0,,,57-63,1,N. Vonleh makes free throw 1 of 2
1:06.0,,,57-64,1,N. Vonleh makes free throw 2 of 2
1:00.0,S. Curry makes 3-pt shot from 26 ft,3,60-64,,
0:50.0,,,60-64,,Shooting foul by S. Curry (drawn by D. Lillard)
0:50.0,,,60-65,1,D. Lillard makes free throw 1 of 2
0:50.0,L. Barbosa enters the game for S. Curry,,60-65,,
0:50.0,,,60-66,1,D. Lillard makes free throw 2 of 2
0:36.0,K. Thompson misses 3-pt shot from 24 ft,,60-66,,
0:35.0,,,60-66,,Defensive rebound by A. Aminu
0:27.0,,,60-66,,D. Lillard misses 2-pt shot from 11 ft
0:26.0,Defensive rebound by B. Rush,,60-66,,
0:07.0,K. Thompson makes 2-pt shot at rim (assist by A. Iguodala),2,62-66,,
0:00.0,,,62-68,2,N. Vonleh makes 2-pt shot from 4 ft (assist by D. Lillard)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,62-70,2,C. McCollum makes 2-pt shot from 16 ft
11:26.0,Turnover by D. Green (bad pass),,62-70,,
11:09.0,,,62-70,,C. McCollum misses 2-pt shot from 19 ft
11:08.0,Defensive rebound by D. Green,,62-70,,
10:57.0,,,62-70,,Violation by C. McCollum (def goaltending)
10:57.0,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry),2,64-70,,
10:42.0,,,64-72,2,M. Plumlee makes 2-pt shot at rim
10:36.0,S. Curry misses 3-pt shot from 24 ft,,64-72,,
10:35.0,,,64-72,,Defensive rebound by M. Plumlee
10:27.0,,,64-72,,D. Lillard misses 3-pt shot from 26 ft
10:27.0,Defensive rebound by A. Bogut,,64-72,,
10:12.0,Turnover by A. Bogut (lost ball; steal by D. Lillard),,64-72,,
10:05.0,,,64-72,,N. Vonleh misses 3-pt shot from 22 ft
10:04.0,Defensive rebound by H. Barnes,,64-72,,
9:50.0,K. Thompson makes 2-pt shot from 12 ft,2,66-72,,
9:35.0,,,66-75,3,C. McCollum makes 3-pt shot from 24 ft (assist by M. Plumlee)
9:14.0,A. Bogut misses 2-pt shot from 4 ft (block by A. Aminu),,66-75,,
9:12.0,,,66-75,,Defensive rebound by C. McCollum
8:55.0,,,66-75,,N. Vonleh misses 2-pt shot from 9 ft
8:55.0,Defensive rebound by A. Bogut,,66-75,,
8:55.0,,,66-75,,Personal foul by A. Aminu
8:44.0,S. Curry makes 3-pt shot from 24 ft (assist by H. Barnes),3,69-75,,
8:29.0,,,69-77,2,D. Lillard makes 2-pt shot from 2 ft (assist by M. Plumlee)
8:12.0,,,69-77,,Personal foul by N. Vonleh
8:08.0,K. Thompson makes 2-pt shot from 16 ft (assist by H. Barnes),2,71-77,,
7:55.0,,,71-79,2,M. Plumlee makes 2-pt shot from 10 ft (assist by C. McCollum)
7:48.0,Turnover by S. Curry (lost ball),,71-79,,
7:35.0,,,71-81,2,C. McCollum makes 2-pt shot from 14 ft (assist by M. Plumlee)
7:34.0,Golden State full timeout,,71-81,,
7:34.0,Violation by Team (jump ball),,71-81,,
7:14.0,Turnover by D. Green (traveling),,71-81,,
6:56.0,,,71-81,,C. McCollum misses 2-pt shot from 20 ft
6:54.0,,,71-81,,Offensive rebound by A. Aminu
6:51.0,,,71-81,,Shooting foul by A. Bogut (drawn by M. Plumlee)
6:51.0,,,71-82,1,M. Plumlee makes free throw 1 of 2
6:51.0,,,71-82,,M. Plumlee misses free throw 2 of 2
6:49.0,Defensive rebound by D. Green,,71-82,,
6:41.0,K. Thompson misses 3-pt shot from 26 ft,,71-82,,
6:40.0,,,71-82,,Defensive rebound by A. Aminu
6:30.0,,,71-84,2,N. Vonleh makes 2-pt shot from 1 ft (assist by D. Lillard)
6:16.0,S. Curry makes 2-pt shot from 22 ft (assist by D. Green),2,73-84,,
6:07.0,,,73-84,,Shooting foul by S. Curry (drawn by D. Lillard)
6:07.0,,,73-87,3,D. Lillard makes 3-pt shot from 24 ft
6:07.0,A. Iguodala enters the game for A. Bogut,,73-87,,
6:07.0,,,73-88,1,D. Lillard makes free throw 1 of 1
6:01.0,Turnover by A. Iguodala (lost ball; steal by C. McCollum),,73-88,,
5:58.0,Personal foul by A. Iguodala,,73-88,,
5:49.0,,,73-88,,Turnover by M. Plumlee (lost ball; steal by K. Thompson)
5:43.0,,,73-88,,Personal foul by N. Vonleh
5:43.0,,,73-88,,A. Crabbe enters the game for C. McCollum
5:43.0,,,73-88,,G. Henderson enters the game for M. Plumlee
5:34.0,Turnover by K. Thompson (bad pass),,73-88,,
5:23.0,,,73-88,,D. Lillard misses 3-pt shot from 24 ft
5:22.0,Defensive rebound by D. Green,,73-88,,
5:20.0,Turnover by D. Green (lost ball; steal by D. Lillard),,73-88,,
5:10.0,,,73-88,,G. Henderson misses 2-pt shot from 13 ft
5:09.0,Defensive rebound by S. Curry,,73-88,,
5:04.0,Turnover by S. Curry (lost ball; steal by D. Lillard),,73-88,,
4:57.0,,,73-88,,A. Crabbe misses 3-pt shot from 25 ft
4:57.0,Defensive rebound by K. Thompson,,73-88,,
4:52.0,,,73-88,,Personal foul by A. Crabbe
4:52.0,,,73-88,,M. Harkless enters the game for A. Aminu
4:52.0,L. Barbosa enters the game for K. Thompson,,73-88,,
4:47.0,S. Curry misses 3-pt shot from 24 ft,,73-88,,
4:46.0,,,73-88,,Defensive rebound by N. Vonleh
4:37.0,,,73-90,2,D. Lillard makes 2-pt shot from 5 ft
4:26.0,S. Curry makes 2-pt shot from 1 ft (assist by L. Barbosa),2,75-90,,
4:18.0,,,75-93,3,D. Lillard makes 3-pt shot from 26 ft
4:07.0,L. Barbosa misses 2-pt shot from 2 ft (block by G. Henderson),,75-93,,
4:06.0,,,75-93,,Defensive rebound by M. Harkless
3:46.0,,,75-93,,Shooting foul by A. Iguodala (drawn by G. Henderson)
3:46.0,,,75-93,,G. Henderson misses free throw 1 of 2
3:46.0,,,75-93,,Offensive rebound by Team
3:46.0,B. Rush enters the game for H. Barnes,,75-93,,
3:46.0,,,75-93,,E. Davis enters the game for N. Vonleh
3:46.0,,,75-93,,C. McCollum enters the game for D. Lillard
3:46.0,,,75-93,,G. Henderson misses free throw 2 of 2
3:45.0,Defensive rebound by B. Rush,,75-93,,
3:33.0,Turnover by A. Iguodala (lost ball; steal by M. Harkless),,75-93,,
3:21.0,,,75-93,,A. Crabbe misses 2-pt shot from 20 ft
3:20.0,Defensive rebound by L. Barbosa,,75-93,,
3:13.0,S. Curry misses 3-pt shot from 26 ft,,75-93,,
3:12.0,,,75-93,,Defensive rebound by M. Harkless
3:07.0,,,75-93,,Shooting foul by D. Green (drawn by G. Henderson)
3:07.0,,,75-94,1,G. Henderson makes free throw 1 of 2
3:07.0,,,75-95,1,G. Henderson makes free throw 2 of 2
2:52.0,A. Iguodala misses 3-pt shot from 22 ft,,75-95,,
2:51.0,,,75-95,,Defensive rebound by G. Henderson
2:48.0,,,75-95,,Turnover by C. McCollum (lost ball; steal by A. Iguodala)
2:45.0,Turnover by A. Iguodala (lost ball; steal by C. McCollum),,75-95,,
2:35.0,,,75-97,2,M. Harkless makes 2-pt shot from 1 ft (assist by C. McCollum)
2:26.0,Turnover by D. Green (lost ball),,75-97,,
2:26.0,,,75-97,,Portland full timeout
2:26.0,S. Livingston enters the game for S. Curry,,75-97,,
2:03.0,,,75-100,3,M. Harkless makes 3-pt shot from 22 ft (assist by A. Crabbe)
1:42.0,L. Barbosa misses 3-pt shot from 24 ft,,75-100,,
1:41.0,,,75-100,,Defensive rebound by M. Harkless
1:24.0,,,75-100,,E. Davis misses 2-pt shot from 6 ft
1:23.0,,,75-100,,Offensive rebound by M. Harkless
1:23.0,,,75-102,2,M. Harkless makes 2-pt shot from 1 ft
1:07.0,,,75-102,,Personal foul by M. Harkless
1:07.0,D. Green makes free throw 1 of 2,1,76-102,,
1:07.0,D. Green makes free throw 2 of 2,1,77-102,,
0:52.0,,,77-102,,A. Crabbe misses 2-pt shot from 9 ft
0:51.0,Defensive rebound by D. Green,,77-102,,
0:47.0,L. Barbosa makes 2-pt shot at rim (assist by D. Green),2,79-102,,
0:32.0,,,79-102,,C. McCollum misses 2-pt shot from 19 ft
0:31.0,Defensive rebound by D. Green,,79-102,,
0:28.0,Turnover by D. Green (lost ball; steal by G. Henderson),,79-102,,
0:23.0,,,79-104,2,G. Henderson makes 2-pt shot at rim (assist by M. Harkless)
0:03.0,Turnover by S. Livingston (lost ball; steal by A. Crabbe),,79-104,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,S. Livingston misses 2-pt shot from 9 ft,,79-104,,
11:39.0,,,79-104,,Defensive rebound by M. Harkless
11:28.0,,,79-106,2,C. McCollum makes 2-pt shot from 4 ft
11:15.0,K. Thompson makes 3-pt shot from 24 ft (assist by M. Speights),3,82-106,,
10:56.0,,,82-106,,A. Crabbe misses 3-pt shot from 24 ft
10:55.0,Defensive rebound by M. Speights,,82-106,,
10:44.0,K. Thompson misses 2-pt shot from 2 ft,,82-106,,
10:43.0,,,82-106,,Defensive rebound by A. Crabbe
10:37.0,,,82-106,,G. Henderson misses 3-pt shot from 22 ft
10:36.0,Defensive rebound by S. Livingston,,82-106,,
10:12.0,A. Iguodala misses 3-pt shot from 22 ft,,82-106,,
10:11.0,,,82-106,,Defensive rebound by G. Henderson
10:01.0,,,82-106,,C. McCollum misses 2-pt shot from 9 ft
10:00.0,,,82-106,,Offensive rebound by E. Davis
9:59.0,,,82-106,,E. Davis misses 2-pt shot at rim
9:59.0,Defensive rebound by Team,,82-106,,
9:59.0,,,82-106,,D. Lillard enters the game for C. McCollum
9:39.0,Shooting foul by D. Lillard (drawn by M. Speights),,82-106,,
9:39.0,M. Speights makes free throw 1 of 2,1,83-106,,
9:39.0,,,83-106,,M. Plumlee enters the game for E. Davis
9:39.0,,,83-106,,A. Aminu enters the game for M. Harkless
9:39.0,B. Rush enters the game for A. Iguodala,,83-106,,
9:39.0,M. Speights makes free throw 2 of 2,1,84-106,,
9:25.0,,,84-109,3,D. Lillard makes 3-pt shot from 24 ft (assist by M. Plumlee)
9:14.0,M. Speights misses 3-pt shot from 24 ft,,84-109,,
9:13.0,,,84-109,,Defensive rebound by A. Crabbe
9:02.0,,,84-112,3,D. Lillard makes 3-pt shot from 26 ft
8:49.0,Shooting foul by A. Crabbe (drawn by K. Thompson),,84-112,,
8:49.0,Official timeout,,84-112,,
8:49.0,K. Looney enters the game for H. Barnes,,84-112,,
8:49.0,K. Thompson misses free throw 1 of 2,,84-112,,
8:49.0,Offensive rebound by Team,,84-112,,
8:49.0,K. Thompson makes free throw 2 of 2,1,85-112,,
8:33.0,,,85-114,2,D. Lillard makes 2-pt shot at rim (assist by G. Henderson)
8:15.0,B. Rush misses 2-pt shot from 18 ft,,85-114,,
8:14.0,Offensive rebound by K. Looney,,85-114,,
8:11.0,B. Rush misses 3-pt shot from 23 ft,,85-114,,
8:10.0,Offensive rebound by M. Speights,,85-114,,
8:01.0,M. Speights misses 2-pt shot at rim,,85-114,,
8:00.0,Offensive rebound by K. Looney,,85-114,,
8:00.0,K. Looney makes 2-pt shot from 1 ft,2,87-114,,
7:54.0,,,87-114,,D. Lillard misses 2-pt shot from 19 ft
7:54.0,Defensive rebound by K. Looney,,87-114,,
7:46.0,Shooting foul by D. Lillard (drawn by K. Thompson),,87-114,,
7:46.0,K. Thompson makes free throw 1 of 2,1,88-114,,
7:46.0,,,88-114,,N. Vonleh enters the game for G. Henderson
7:46.0,,,88-114,,C. McCollum enters the game for A. Crabbe
7:46.0,K. Thompson makes free throw 2 of 2,1,89-114,,
7:33.0,I. Clark enters the game for K. Thompson,,89-114,,
7:26.0,,,89-117,3,C. McCollum makes 3-pt shot from 23 ft
7:09.0,Turnover by S. Livingston (lost ball; steal by D. Lillard),,89-117,,
7:00.0,,,89-119,2,D. Lillard makes 2-pt shot from 6 ft
6:44.0,Shooting foul by M. Plumlee (drawn by M. Speights),,89-119,,
6:44.0,M. Speights makes free throw 1 of 2,1,90-119,,
6:44.0,L. Barbosa enters the game for S. Livingston,,90-119,,
6:44.0,M. Speights makes free throw 2 of 2,1,91-119,,
6:21.0,,,91-119,,N. Vonleh misses 2-pt shot from 7 ft
6:21.0,Defensive rebound by Team,,91-119,,
6:21.0,,,91-119,,Loose ball foul by A. Aminu
6:21.0,J. Thompson enters the game for M. Speights,,91-119,,
6:21.0,B. Rush misses free throw 1 of 2,,91-119,,
6:21.0,Offensive rebound by Team,,91-119,,
6:21.0,B. Rush makes free throw 2 of 2,1,92-119,,
