time,San Antonio,pts.away,score,pts.home,Oklahoma City
3:11.0,,,88-99,,Defensive rebound by R. Westbrook
3:06.0,,,88-101,2,K. Durant makes 2-pt shot at rim (assist by R. Westbrook)
3:06.0,San Antonio full timeout,,88-101,,
3:06.0,D. West enters the game for L. Aldridge,,88-101,,
3:06.0,M. Ginobili enters the game for D. Green,,88-101,,
3:06.0,,,88-101,,A. Roberson enters the game for D. Waiters
2:49.0,D. West makes 2-pt shot from 17 ft (assist by K. Leonard),2,90-101,,
2:25.0,,,90-104,3,R. Westbrook makes 3-pt shot from 26 ft
2:09.0,K. Leonard misses 2-pt shot from 18 ft,,90-104,,
2:08.0,,,90-104,,Defensive rebound by K. Durant
1:54.0,Personal foul by A. Miller,,90-104,,
1:46.0,,,90-106,2,R. Westbrook makes 2-pt shot from 1 ft
1:40.0,,,90-106,,Personal foul by S. Adams
1:40.0,K. Anderson enters the game for K. Leonard,,90-106,,
1:33.0,K. Anderson makes 2-pt shot from 4 ft,2,92-106,,
1:14.0,,,92-108,2,R. Westbrook makes 2-pt shot from 1 ft
1:04.0,D. West makes 3-pt shot from 25 ft (assist by A. Miller),3,95-108,,
0:57.0,Personal foul by M. Ginobili,,95-108,,
0:57.0,,,95-109,1,S. Ibaka makes free throw 1 of 2
0:57.0,,,95-109,,S. Ibaka misses free throw 2 of 2
0:57.0,Defensive rebound by D. West,,95-109,,
0:53.0,,,95-109,,Personal foul by A. Roberson
0:53.0,M. Ginobili makes free throw 1 of 2,1,96-109,,
0:53.0,M. Ginobili makes free throw 2 of 2,1,97-109,,
0:48.0,Personal take foul by D. West,,97-109,,
0:48.0,,,97-110,1,R. Westbrook makes free throw 1 of 2
0:48.0,,,97-111,1,R. Westbrook makes free throw 2 of 2
0:36.0,A. Miller misses 3-pt shot from 24 ft,,97-111,,
0:35.0,Offensive rebound by A. Miller,,97-111,,
0:32.0,A. Miller misses 2-pt shot from 2 ft,,97-111,,
0:30.0,,,97-111,,Defensive rebound by A. Roberson
0:19.0,Personal block foul by M. Ginobili,,97-111,,
0:19.0,K. Martin enters the game for M. Ginobili,,97-111,,
0:19.0,,,97-112,1,K. Durant makes free throw 1 of 2
0:19.0,,,97-112,,E. Kanter enters the game for S. Ibaka
0:19.0,,,97-112,,C. Payne enters the game for R. Westbrook
0:19.0,,,97-113,1,K. Durant makes free throw 2 of 2
0:18.0,,,97-113,,Personal take foul by S. Adams
0:18.0,K. Anderson makes free throw 1 of 2,1,98-113,,
0:18.0,,,98-113,,R. Foye enters the game for K. Durant
0:18.0,,,98-113,,N. Mohammed enters the game for S. Adams
0:18.0,K. Anderson makes free throw 2 of 2,1,99-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
