time,San Antonio,pts.away,score,pts.home,Sacramento
8:22.0,T. Parker makes 2-pt shot from 11 ft,2,4-7,,
8:16.0,,,4-9,2,Q. Acy makes 2-pt shot at rim (assist by R. Rondo)
8:00.0,K. Leonard misses 3-pt shot from 24 ft,,4-9,,
8:00.0,,,4-9,,Defensive rebound by D. Cousins
7:56.0,,,4-9,,B. McLemore misses 2-pt shot from 2 ft (block by D. Green)
7:55.0,Defensive rebound by T. Parker,,4-9,,
7:47.0,L. Aldridge misses 2-pt shot from 12 ft,,4-9,,
7:47.0,,,4-9,,Defensive rebound by R. Gay
7:40.0,,,4-9,,D. Cousins misses 2-pt shot from 4 ft (block by L. Aldridge)
7:38.0,Defensive rebound by K. Leonard,,4-9,,
7:29.0,D. Green makes 3-pt shot from 25 ft (assist by T. Parker),3,7-9,,
7:13.0,,,7-9,,Turnover by B. McLemore (lost ball; steal by D. Green)
7:07.0,Turnover by L. Aldridge (lost ball; steal by Q. Acy),,7-9,,
7:02.0,,,7-9,,R. Rondo misses 2-pt shot from 3 ft
7:01.0,,,7-9,,Offensive rebound by D. Cousins
7:01.0,,,7-9,,D. Cousins misses 2-pt shot at rim
7:00.0,Defensive rebound by D. Green,,7-9,,
6:40.0,L. Aldridge misses 2-pt shot from 19 ft,,7-9,,
6:39.0,,,7-9,,Defensive rebound by R. Gay
6:28.0,,,7-11,2,R. Gay makes 2-pt shot at rim (assist by R. Rondo)
6:28.0,San Antonio full timeout,,7-11,,
6:07.0,K. Leonard misses 2-pt shot from 19 ft,,7-11,,
6:07.0,Offensive rebound by Team,,7-11,,
6:07.0,,,7-11,,Loose ball foul by R. Rondo
6:00.0,Turnover by T. Parker (lost ball; steal by R. Rondo),,7-11,,
5:52.0,,,7-11,,B. McLemore misses 3-pt shot from 22 ft
5:51.0,Defensive rebound by T. Duncan,,7-11,,
5:38.0,K. Leonard misses 2-pt shot from 17 ft,,7-11,,
5:37.0,Offensive rebound by L. Aldridge,,7-11,,
5:37.0,L. Aldridge makes 2-pt shot at rim,2,9-11,,
5:19.0,,,9-11,,B. McLemore misses 2-pt shot from 5 ft (block by L. Aldridge)
5:19.0,,,9-11,,Offensive rebound by Team
5:19.0,K. Anderson enters the game for K. Leonard,,9-11,,
5:19.0,,,9-11,,D. Collison enters the game for B. McLemore
5:13.0,,,9-11,,D. Cousins misses 2-pt shot from 20 ft
5:12.0,Defensive rebound by K. Anderson,,9-11,,
5:04.0,Shooting foul by Q. Acy (drawn by L. Aldridge),,9-11,,
5:04.0,L. Aldridge makes free throw 1 of 2,1,10-11,,
5:04.0,B. Diaw enters the game for T. Duncan,,10-11,,
5:04.0,,,10-11,,W. Cauley-Stein enters the game for Q. Acy
5:04.0,L. Aldridge misses free throw 2 of 2,,10-11,,
5:04.0,,,10-11,,Defensive rebound by W. Cauley-Stein
4:42.0,,,10-13,2,D. Collison makes 2-pt shot from 20 ft
4:30.0,T. Parker makes 2-pt shot from 19 ft,2,12-13,,
4:12.0,,,12-13,,R. Rondo misses 3-pt shot from 22 ft
4:11.0,Defensive rebound by D. Green,,12-13,,
3:59.0,D. Green makes 3-pt shot from 25 ft (assist by T. Parker),3,15-13,,
3:47.0,,,15-15,2,D. Collison makes 2-pt shot from 16 ft
3:24.0,L. Aldridge makes 2-pt shot from 12 ft (assist by B. Diaw),2,17-15,,
3:16.0,Personal foul by K. Anderson,,17-15,,
3:16.0,,,17-15,,M. Belinelli enters the game for R. Gay
3:16.0,P. Mills enters the game for D. Green,,17-15,,
3:16.0,J. Simmons enters the game for T. Parker,,17-15,,
3:00.0,,,17-17,2,W. Cauley-Stein makes 2-pt shot from 16 ft (assist by R. Rondo)
2:42.0,L. Aldridge misses 2-pt shot from 19 ft,,17-17,,
2:41.0,,,17-17,,Defensive rebound by W. Cauley-Stein
2:36.0,Personal foul by L. Aldridge,,17-17,,
2:36.0,,,17-17,,Sacramento full timeout
2:36.0,D. West enters the game for L. Aldridge,,17-17,,
2:31.0,,,17-17,,D. Cousins misses 2-pt shot from 4 ft
2:30.0,Defensive rebound by K. Anderson,,17-17,,
2:13.0,K. Anderson makes 2-pt shot from 18 ft,2,19-17,,
1:58.0,,,19-17,,R. Rondo misses 2-pt shot from 8 ft
1:57.0,Defensive rebound by D. West,,19-17,,
1:49.0,Turnover by D. West (lost ball; steal by D. Cousins),,19-17,,
1:36.0,,,19-19,2,D. Collison makes 2-pt shot from 2 ft
1:29.0,J. Simmons makes 2-pt shot at rim (assist by K. Anderson),2,21-19,,
1:10.0,,,21-21,2,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by R. Rondo)
0:56.0,P. Mills misses 3-pt shot from 23 ft,,21-21,,
0:55.0,,,21-21,,Defensive rebound by D. Cousins
0:43.0,,,21-21,,W. Cauley-Stein misses 2-pt shot from 4 ft
0:42.0,Defensive rebound by D. West,,21-21,,
0:32.0,K. Anderson makes 2-pt shot from 17 ft (assist by B. Diaw),2,23-21,,
0:24.0,,,23-21,,D. Cousins misses 3-pt shot from 24 ft
0:23.0,Defensive rebound by K. Anderson,,23-21,,
0:05.0,K. Anderson makes 2-pt shot from 18 ft,2,25-21,,
0:00.0,,,25-24,3,R. Rondo makes 3-pt shot from 24 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,Personal foul by B. Diaw,,25-24,,
11:43.0,,,25-24,,M. Belinelli misses 2-pt shot from 20 ft
11:42.0,Defensive rebound by D. West,,25-24,,
11:30.0,D. West makes 2-pt shot from 19 ft (assist by J. Simmons),2,27-24,,
11:17.0,,,27-24,,O. Casspi misses 2-pt shot from 2 ft
11:16.0,,,27-24,,Offensive rebound by O. Casspi
11:14.0,,,27-24,,O. Casspi misses 2-pt shot from 2 ft
11:12.0,Defensive rebound by K. Anderson,,27-24,,
10:59.0,K. Anderson makes 2-pt shot from 3 ft,2,29-24,,
10:50.0,,,29-24,,Turnover by O. Casspi (lost ball; steal by K. Anderson)
10:42.0,P. Mills misses 3-pt shot from 23 ft,,29-24,,
10:41.0,,,29-24,,Defensive rebound by K. Koufos
10:27.0,,,29-26,2,D. Collison makes 2-pt shot from 8 ft
10:19.0,J. Simmons misses 2-pt shot from 4 ft,,29-26,,
10:17.0,,,29-26,,Defensive rebound by K. Koufos
10:06.0,,,29-26,,K. Koufos misses 2-pt shot from 10 ft
10:05.0,Defensive rebound by B. Diaw,,29-26,,
9:55.0,D. West misses 2-pt shot from 21 ft,,29-26,,
9:55.0,,,29-26,,Defensive rebound by O. Casspi
9:43.0,,,29-28,2,D. Collison makes 2-pt shot from 19 ft
9:30.0,P. Mills misses 2-pt shot from 19 ft,,29-28,,
9:30.0,,,29-28,,Defensive rebound by O. Casspi
9:22.0,,,29-28,,D. Collison misses 2-pt shot from 2 ft
9:19.0,,,29-28,,Offensive rebound by W. Cauley-Stein
9:19.0,,,29-28,,W. Cauley-Stein misses 2-pt shot from 1 ft
9:18.0,Defensive rebound by D. West,,29-28,,
9:11.0,K. Anderson makes 2-pt shot from 22 ft (assist by P. Mills),2,31-28,,
8:57.0,,,31-28,,M. Belinelli misses 2-pt shot from 19 ft
8:56.0,Defensive rebound by D. West,,31-28,,
8:47.0,B. Diaw makes 2-pt shot from 2 ft (assist by K. Anderson),2,33-28,,
8:47.0,,,33-28,,Sacramento full timeout
8:47.0,,,33-28,,R. Gay enters the game for W. Cauley-Stein
8:47.0,K. Leonard enters the game for J. Simmons,,33-28,,
8:35.0,,,33-28,,R. Gay misses 2-pt shot from 18 ft
8:33.0,Defensive rebound by K. Anderson,,33-28,,
8:25.0,Turnover by B. Diaw (lost ball; steal by R. Gay),,33-28,,
8:18.0,,,33-31,3,O. Casspi makes 3-pt shot from 25 ft (assist by D. Collison)
8:06.0,B. Diaw makes 2-pt shot from 6 ft,2,35-31,,
7:54.0,,,35-31,,O. Casspi misses 3-pt shot from 26 ft
7:52.0,,,35-31,,Offensive rebound by D. Collison
7:49.0,,,35-31,,Turnover by O. Casspi (lost ball; steal by D. West)
7:41.0,K. Anderson misses 3-pt shot from 24 ft,,35-31,,
7:40.0,Offensive rebound by K. Leonard,,35-31,,
7:39.0,Shooting foul by K. Koufos (drawn by K. Leonard),,35-31,,
7:39.0,K. Leonard makes free throw 1 of 2,1,36-31,,
7:39.0,L. Aldridge enters the game for D. West,,36-31,,
7:39.0,D. Green enters the game for K. Anderson,,36-31,,
7:39.0,K. Leonard makes free throw 2 of 2,1,37-31,,
7:22.0,,,37-31,,R. Gay misses 2-pt shot from 8 ft
7:21.0,Defensive rebound by K. Leonard,,37-31,,
7:14.0,K. Leonard makes 2-pt shot from 12 ft,2,39-31,,
7:14.0,Shooting foul by D. Collison (drawn by K. Leonard),,39-31,,
7:14.0,,,39-31,,D. Cousins enters the game for K. Koufos
7:14.0,K. Leonard makes free throw 1 of 1,1,40-31,,
6:51.0,,,40-31,,M. Belinelli misses 2-pt shot from 20 ft
6:50.0,Defensive rebound by D. Green,,40-31,,
6:35.0,K. Leonard misses 2-pt shot from 12 ft,,40-31,,
6:34.0,,,40-31,,Defensive rebound by D. Cousins
6:20.0,,,40-33,2,R. Gay makes 2-pt shot from 3 ft (assist by D. Collison)
6:13.0,San Antonio full timeout,,40-33,,
6:13.0,T. Parker enters the game for P. Mills,,40-33,,
6:13.0,,,40-33,,R. Rondo enters the game for M. Belinelli
5:59.0,B. Diaw misses 2-pt shot from 21 ft,,40-33,,
5:58.0,,,40-33,,Defensive rebound by D. Collison
5:35.0,,,40-33,,Shooting foul by L. Aldridge (drawn by D. Cousins)
5:35.0,,,40-33,,D. Cousins misses free throw 1 of 2
5:35.0,,,40-33,,Offensive rebound by Team
5:35.0,,,40-34,1,D. Cousins makes free throw 2 of 2
5:22.0,K. Leonard makes 2-pt shot from 4 ft (assist by B. Diaw),2,42-34,,
5:07.0,,,42-34,,D. Cousins misses 2-pt shot from 6 ft (block by L. Aldridge)
5:06.0,,,42-34,,Offensive rebound by D. Cousins
4:58.0,,,42-34,,O. Casspi misses 2-pt shot from 1 ft
4:57.0,,,42-34,,Offensive rebound by Team
4:57.0,K. Anderson enters the game for B. Diaw,,42-34,,
4:51.0,,,42-34,,Turnover by D. Cousins (lost ball; steal by K. Leonard)
4:42.0,L. Aldridge misses 2-pt shot from 13 ft,,42-34,,
4:41.0,,,42-34,,Defensive rebound by D. Cousins
4:29.0,,,42-34,,O. Casspi misses 2-pt shot from 2 ft
4:27.0,,,42-34,,Offensive rebound by O. Casspi
4:21.0,Personal foul by K. Leonard,,42-34,,
4:21.0,,,42-34,,S. Curry enters the game for O. Casspi
4:14.0,,,42-36,2,R. Gay makes 2-pt shot from 15 ft (assist by R. Rondo)
3:57.0,Offensive charge foul by K. Anderson,,42-36,,
3:57.0,Turnover by K. Anderson (offensive foul),,42-36,,
3:42.0,,,42-36,,D. Cousins misses 2-pt shot from 5 ft
3:40.0,Defensive rebound by K. Anderson,,42-36,,
3:23.0,D. Green makes 3-pt shot from 22 ft (assist by K. Anderson),3,45-36,,
2:59.0,,,45-36,,R. Rondo misses 3-pt shot from 25 ft
2:57.0,Defensive rebound by K. Leonard,,45-36,,
2:45.0,T. Parker makes 2-pt shot from 4 ft,2,47-36,,
2:29.0,,,47-36,,Turnover by D. Cousins (lost ball; steal by K. Leonard)
2:20.0,T. Parker misses 3-pt shot from 23 ft,,47-36,,
2:18.0,,,47-36,,Defensive rebound by R. Rondo
2:11.0,,,47-36,,D. Cousins misses 2-pt shot from 2 ft
2:11.0,Defensive rebound by Team,,47-36,,
2:11.0,,,47-36,,B. McLemore enters the game for D. Collison
1:59.0,Turnover by K. Leonard (lost ball; steal by R. Gay),,47-36,,
1:54.0,,,47-36,,Turnover by R. Gay (lost ball; steal by D. Green)
1:49.0,D. Green misses 3-pt shot from 25 ft,,47-36,,
1:48.0,,,47-36,,Defensive rebound by R. Gay
1:29.0,,,47-36,,D. Cousins misses 2-pt shot from 5 ft (block by L. Aldridge)
1:26.0,Defensive rebound by K. Leonard,,47-36,,
1:16.0,T. Parker makes 2-pt shot from 1 ft,2,49-36,,
0:59.0,,,49-38,2,S. Curry makes 2-pt shot from 17 ft (assist by R. Rondo)
0:43.0,T. Parker misses 2-pt shot from 2 ft,,49-38,,
0:42.0,,,49-38,,Defensive rebound by D. Cousins
0:35.0,,,49-38,,S. Curry misses 3-pt shot from 26 ft
0:35.0,Defensive rebound by L. Aldridge,,49-38,,
0:20.0,T. Parker misses 2-pt shot from 18 ft,,49-38,,
0:19.0,,,49-38,,Defensive rebound by B. McLemore
0:01.0,,,49-38,,R. Gay misses 2-pt shot from 7 ft
0:00.0,Defensive rebound by T. Parker,,49-38,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,49-40,2,B. McLemore makes 2-pt shot from 22 ft
11:24.0,K. Leonard misses 3-pt shot from 24 ft,,49-40,,
11:23.0,,,49-40,,Defensive rebound by D. Cousins
11:17.0,,,49-40,,Shooting foul by K. Leonard (drawn by D. Cousins)
11:17.0,,,49-41,1,D. Cousins makes free throw 1 of 2
11:17.0,,,49-42,1,D. Cousins makes free throw 2 of 2
10:56.0,L. Aldridge misses 2-pt shot from 12 ft,,49-42,,
10:55.0,,,49-42,,Defensive rebound by Q. Acy
10:47.0,,,49-44,2,Q. Acy makes 2-pt shot from 2 ft (assist by R. Gay)
10:47.0,San Antonio full timeout,,49-44,,
10:27.0,T. Parker misses 2-pt shot from 17 ft,,49-44,,
10:27.0,,,49-44,,Defensive rebound by Team
10:27.0,Loose ball foul by T. Duncan,,49-44,,
10:18.0,,,49-46,2,D. Cousins makes 2-pt shot at rim (assist by R. Rondo)
10:18.0,,,49-46,,Shooting foul by T. Duncan (drawn by D. Cousins)
10:18.0,,,49-47,1,D. Cousins makes free throw 1 of 1
10:03.0,K. Leonard misses 2-pt shot from 4 ft (block by B. McLemore),,49-47,,
10:02.0,,,49-47,,Defensive rebound by R. Gay
9:52.0,,,49-47,,R. Gay misses 3-pt shot from 24 ft
9:51.0,Defensive rebound by L. Aldridge,,49-47,,
9:39.0,T. Duncan misses 2-pt shot from 11 ft,,49-47,,
9:38.0,,,49-47,,Defensive rebound by B. McLemore
9:29.0,,,49-47,,B. McLemore misses 2-pt shot from 21 ft
9:28.0,Defensive rebound by D. Green,,49-47,,
9:22.0,,,49-47,,Personal foul by R. Rondo
9:08.0,D. Green makes 2-pt shot from 11 ft (assist by L. Aldridge),2,51-47,,
8:52.0,,,51-47,,Turnover by B. McLemore (lost ball; steal by K. Leonard)
8:45.0,D. Green misses 3-pt shot from 25 ft,,51-47,,
8:43.0,Offensive rebound by L. Aldridge,,51-47,,
8:43.0,L. Aldridge misses 2-pt shot at rim,,51-47,,
8:42.0,,,51-47,,Defensive rebound by R. Rondo
8:40.0,,,51-49,2,D. Cousins makes 2-pt shot at rim (assist by R. Rondo)
8:32.0,Shooting foul by R. Gay (drawn by K. Leonard),,51-49,,
8:32.0,K. Leonard makes free throw 1 of 2,1,52-49,,
8:32.0,K. Leonard makes free throw 2 of 2,1,53-49,,
8:25.0,,,53-49,,Offensive foul by D. Cousins
8:25.0,,,53-49,,Turnover by D. Cousins (offensive foul)
8:07.0,D. Green makes 3-pt shot from 22 ft (assist by T. Parker),3,56-49,,
8:02.0,,,56-51,2,R. Gay makes 2-pt shot from 3 ft (assist by D. Cousins)
7:42.0,L. Aldridge misses 2-pt shot from 5 ft,,56-51,,
7:41.0,,,56-51,,Defensive rebound by R. Rondo
7:32.0,,,56-54,3,D. Cousins makes 3-pt shot from 24 ft (assist by R. Rondo)
7:08.0,T. Parker misses 2-pt shot from 19 ft,,56-54,,
7:08.0,Offensive rebound by L. Aldridge,,56-54,,
7:08.0,Shooting foul by Q. Acy (drawn by L. Aldridge),,56-54,,
7:08.0,L. Aldridge makes free throw 1 of 2,1,57-54,,
7:08.0,K. Anderson enters the game for K. Leonard,,57-54,,
7:08.0,D. West enters the game for T. Duncan,,57-54,,
7:08.0,L. Aldridge makes free throw 2 of 2,1,58-54,,
6:54.0,,,58-56,2,D. Cousins makes 2-pt shot at rim
6:40.0,Turnover by L. Aldridge (traveling),,58-56,,
6:15.0,,,58-56,,R. Rondo misses 3-pt shot from 25 ft
6:14.0,Defensive rebound by D. Green,,58-56,,
6:10.0,Turnover by D. West (traveling),,58-56,,
5:55.0,Def 3 sec tech foul by D. West,,58-56,,
5:55.0,,,58-57,1,R. Gay makes technical free throw
5:41.0,,,58-59,2,Q. Acy makes 2-pt shot from 17 ft (assist by R. Rondo)
5:17.0,T. Parker makes 3-pt shot from 22 ft (assist by D. Green),3,61-59,,
5:01.0,,,61-59,,B. McLemore misses 3-pt shot from 23 ft
5:01.0,Defensive rebound by K. Anderson,,61-59,,
4:45.0,D. West misses 2-pt shot from 19 ft,,61-59,,
4:44.0,Offensive rebound by L. Aldridge,,61-59,,
4:39.0,T. Parker misses 3-pt shot from 24 ft,,61-59,,
4:39.0,,,61-59,,Defensive rebound by R. Gay
4:36.0,,,61-61,2,D. Cousins makes 2-pt shot at rim (assist by R. Rondo)
4:15.0,,,61-61,,Personal foul by Q. Acy
4:15.0,,,61-61,,Sacramento full timeout
4:15.0,P. Mills enters the game for D. Green,,61-61,,
4:15.0,J. Simmons enters the game for T. Parker,,61-61,,
4:15.0,,,61-61,,D. Collison enters the game for Q. Acy
4:15.0,,,61-61,,W. Cauley-Stein enters the game for B. McLemore
4:04.0,P. Mills makes 3-pt shot from 24 ft (assist by J. Simmons),3,64-61,,
3:50.0,,,64-63,2,D. Cousins makes 2-pt shot from 18 ft (assist by R. Rondo)
3:38.0,P. Mills makes 2-pt shot from 19 ft,2,66-63,,
3:26.0,,,66-63,,Turnover by R. Gay (lost ball; steal by K. Anderson)
3:14.0,Turnover by D. West (lost ball; steal by W. Cauley-Stein),,66-63,,
3:09.0,,,66-65,2,W. Cauley-Stein makes 2-pt shot from 2 ft
2:52.0,D. West misses 2-pt shot from 18 ft,,66-65,,
2:52.0,,,66-65,,Defensive rebound by R. Rondo
2:45.0,,,66-65,,Shooting foul by L. Aldridge (drawn by D. Cousins)
2:45.0,,,66-65,,D. Cousins misses free throw 1 of 2
2:45.0,,,66-65,,Offensive rebound by Team
2:45.0,B. Diaw enters the game for L. Aldridge,,66-65,,
2:45.0,,,66-65,,M. Belinelli enters the game for R. Gay
2:45.0,,,66-65,,D. Cousins misses free throw 2 of 2
2:44.0,Defensive rebound by D. West,,66-65,,
2:24.0,B. Diaw makes 2-pt shot from 14 ft,2,68-65,,
2:11.0,,,68-67,2,R. Rondo makes 2-pt shot from 3 ft (assist by D. Collison)
1:58.0,K. Anderson makes 2-pt shot from 7 ft,2,70-67,,
1:46.0,,,70-67,,D. Cousins misses 2-pt shot from 4 ft
1:43.0,Defensive rebound by J. Simmons,,70-67,,
1:36.0,D. West makes 2-pt shot from 2 ft (assist by B. Diaw),2,72-67,,
1:18.0,,,72-67,,W. Cauley-Stein misses 2-pt shot from 16 ft
1:17.0,Defensive rebound by Team,,72-67,,
1:17.0,,,72-67,,Loose ball foul by D. Cousins
1:17.0,,,72-67,,K. Koufos enters the game for D. Cousins
1:17.0,B. Diaw makes free throw 1 of 2,1,73-67,,
1:17.0,B. Diaw makes free throw 2 of 2,1,74-67,,
1:05.0,,,74-69,2,W. Cauley-Stein makes 2-pt shot from 3 ft (assist by R. Rondo)
0:54.0,P. Mills makes 2-pt shot from 20 ft (assist by B. Diaw),2,76-69,,
0:43.0,Personal foul by J. Simmons,,76-69,,
0:43.0,,,76-70,1,D. Collison makes free throw 1 of 2
0:43.0,T. Parker enters the game for J. Simmons,,76-70,,
0:43.0,,,76-70,,D. Collison misses free throw 2 of 2
0:43.0,Defensive rebound by B. Diaw,,76-70,,
0:25.0,Turnover by P. Mills (lost ball; steal by W. Cauley-Stein),,76-70,,
0:02.0,,,76-70,,M. Belinelli misses 3-pt shot from 24 ft
0:01.0,,,76-70,,Offensive rebound by W. Cauley-Stein
0:00.0,,,76-70,,W. Cauley-Stein misses 2-pt shot from 14 ft
0:00.0,,,76-70,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,76-70,,Personal foul by W. Cauley-Stein
11:37.0,T. Parker makes 2-pt shot from 16 ft,2,78-70,,
11:19.0,,,78-70,,Turnover by D. Collison (lost ball; steal by P. Mills)
11:14.0,K. Anderson makes 2-pt shot from 2 ft (assist by T. Parker),2,80-70,,
11:12.0,,,80-70,,Sacramento full timeout
11:12.0,,,80-70,,R. Gay enters the game for R. Rondo
11:12.0,K. Leonard enters the game for K. Anderson,,80-70,,
11:12.0,D. Green enters the game for T. Parker,,80-70,,
10:58.0,,,80-70,,R. Gay misses 2-pt shot from 16 ft
10:56.0,,,80-70,,Offensive rebound by Team
10:52.0,,,80-70,,Turnover by M. Belinelli (lost ball; steal by D. West)
10:37.0,K. Leonard misses 2-pt shot from 15 ft,,80-70,,
10:36.0,,,80-70,,Defensive rebound by W. Cauley-Stein
10:21.0,,,80-70,,K. Koufos misses 2-pt shot from 6 ft
10:20.0,,,80-70,,Offensive rebound by W. Cauley-Stein
10:20.0,,,80-72,2,W. Cauley-Stein makes 2-pt shot at rim
10:20.0,San Antonio full timeout,,80-72,,
10:20.0,,,80-72,,D. Cousins enters the game for K. Koufos
10:01.0,D. West makes 2-pt shot from 9 ft (assist by P. Mills),2,82-72,,
9:45.0,,,82-72,,D. Cousins misses 2-pt shot from 21 ft
9:44.0,Defensive rebound by K. Leonard,,82-72,,
9:28.0,D. West makes 2-pt shot from 17 ft (assist by B. Diaw),2,84-72,,
9:08.0,,,84-72,,M. Belinelli misses 2-pt shot from 18 ft
9:07.0,Defensive rebound by D. West,,84-72,,
8:55.0,D. Green makes 2-pt shot from 3 ft (assist by P. Mills),2,86-72,,
8:41.0,,,86-72,,D. Cousins misses 2-pt shot from 8 ft
8:40.0,Defensive rebound by D. Green,,86-72,,
8:19.0,K. Leonard makes 3-pt shot from 24 ft (assist by D. West),3,89-72,,
8:19.0,,,89-72,,Sacramento full timeout
8:19.0,,,89-72,,R. Rondo enters the game for W. Cauley-Stein
8:19.0,,,89-72,,Q. Acy enters the game for M. Belinelli
8:19.0,T. Parker enters the game for D. Green,,89-72,,
8:03.0,,,89-72,,R. Gay misses 2-pt shot from 9 ft (block by K. Leonard)
8:03.0,,,89-72,,Offensive rebound by Team
7:53.0,,,89-72,,R. Gay misses 2-pt shot from 18 ft
7:52.0,Defensive rebound by D. West,,89-72,,
7:42.0,D. West makes 2-pt shot from 19 ft (assist by T. Parker),2,91-72,,
7:31.0,,,91-72,,Q. Acy misses 2-pt shot from 3 ft
7:29.0,Defensive rebound by B. Diaw,,91-72,,
7:14.0,K. Leonard misses 3-pt shot from 24 ft,,91-72,,
7:13.0,,,91-72,,Defensive rebound by R. Rondo
7:10.0,,,91-74,2,D. Collison makes 2-pt shot from 2 ft (assist by R. Rondo)
6:50.0,K. Leonard makes 2-pt shot from 1 ft (assist by T. Parker),2,93-74,,
6:40.0,,,93-74,,Shooting foul by D. West (drawn by Q. Acy)
6:40.0,,,93-75,1,Q. Acy makes free throw 1 of 2
6:40.0,L. Aldridge enters the game for D. West,,93-75,,
6:40.0,K. Anderson enters the game for P. Mills,,93-75,,
6:40.0,,,93-76,1,Q. Acy makes free throw 2 of 2
6:18.0,K. Leonard makes 3-pt shot from 25 ft (assist by B. Diaw),3,96-76,,
6:08.0,,,96-79,3,D. Cousins makes 3-pt shot from 26 ft (assist by D. Collison)
5:46.0,Turnover by K. Anderson (lost ball; steal by Q. Acy),,96-79,,
5:31.0,,,96-81,2,D. Collison makes 2-pt shot from 18 ft
5:09.0,K. Leonard misses 2-pt shot from 14 ft,,96-81,,
5:09.0,,,96-81,,Defensive rebound by R. Rondo
5:00.0,,,96-81,,D. Cousins misses 3-pt shot from 25 ft (block by B. Diaw)
5:00.0,Defensive rebound by K. Leonard,,96-81,,
5:00.0,,,96-81,,Technical foul by D. Cousins
5:00.0,K. Leonard makes technical free throw,1,97-81,,
4:50.0,Turnover by B. Diaw (lost ball; steal by R. Gay),,97-81,,
4:41.0,,,97-81,,R. Rondo misses 2-pt shot from 18 ft
4:40.0,Defensive rebound by T. Parker,,97-81,,
4:20.0,L. Aldridge misses 2-pt shot from 21 ft,,97-81,,
4:20.0,,,97-81,,Defensive rebound by R. Rondo
4:09.0,,,97-84,3,Q. Acy makes 3-pt shot from 24 ft (assist by D. Collison)
3:51.0,T. Parker makes 2-pt shot from 21 ft,2,99-84,,
3:43.0,,,99-84,,Turnover by D. Collison (lost ball; steal by K. Leonard)
3:37.0,T. Parker makes 2-pt shot from 3 ft (assist by K. Leonard),2,101-84,,
3:37.0,,,101-84,,Sacramento full timeout
3:37.0,D. Green enters the game for K. Leonard,,101-84,,
3:37.0,J. Simmons enters the game for B. Diaw,,101-84,,
3:27.0,Personal foul by L. Aldridge,,101-84,,
3:18.0,,,101-86,2,R. Rondo makes 2-pt shot from 3 ft
3:00.0,,,101-86,,Violation by Q. Acy (def goaltending)
3:00.0,T. Parker makes 2-pt shot from 3 ft (assist by L. Aldridge),2,103-86,,
