time,Golden State,pts.away,score,pts.home,Houston
6:06.0,Defensive rebound by Team,,109-84,,
5:47.0,L. Barbosa makes 2-pt shot from 18 ft (assist by S. Livingston),2,111-84,,
5:36.0,,,111-84,,C. Brewer misses 2-pt shot from 12 ft (block by M. Speights)
5:35.0,,,111-84,,Offensive rebound by D. Howard
5:35.0,,,111-84,,Shooting foul by D. Green (drawn by D. Howard)
5:35.0,,,111-84,,Houston full timeout
5:35.0,,,111-84,,D. Howard misses free throw 1 of 2
5:35.0,,,111-84,,Offensive rebound by Team
5:35.0,,,111-85,1,D. Howard makes free throw 2 of 2
5:22.0,H. Barnes misses 2-pt shot from 12 ft,,111-85,,
5:21.0,,,111-85,,Defensive rebound by M. Harrell
5:12.0,,,111-87,2,C. Brewer makes 2-pt shot from 7 ft
4:53.0,L. Barbosa misses 2-pt shot from 2 ft,,111-87,,
4:52.0,,,111-87,,Defensive rebound by D. Howard
4:41.0,,,111-87,,D. Howard misses 2-pt shot from 7 ft
4:40.0,Defensive rebound by D. Green,,111-87,,
4:30.0,,,111-87,,C. Capela enters the game for D. Howard
4:29.0,Turnover by S. Livingston (bad pass),,111-87,,
4:23.0,,,111-89,2,C. Brewer makes 2-pt shot from 2 ft
4:22.0,Golden State full timeout,,111-89,,
4:02.0,L. Barbosa makes 2-pt shot from 2 ft (assist by S. Livingston),2,113-89,,
3:48.0,,,113-89,,J. Terry misses 3-pt shot from 25 ft
3:47.0,Defensive rebound by S. Livingston,,113-89,,
3:37.0,S. Livingston makes 2-pt shot at rim (assist by D. Green),2,115-89,,
3:24.0,,,115-89,,C. Brewer misses 2-pt shot from 4 ft
3:23.0,Defensive rebound by D. Green,,115-89,,
3:12.0,L. Barbosa makes 3-pt shot from 23 ft (assist by S. Livingston),3,118-89,,
3:04.0,Personal foul by M. Speights,,118-89,,
3:04.0,,,118-90,1,C. Capela makes free throw 1 of 2
3:04.0,B. Rush enters the game for H. Barnes,,118-90,,
3:04.0,J. McAdoo enters the game for D. Green,,118-90,,
3:04.0,I. Clark enters the game for M. Speights,,118-90,,
3:04.0,F. Ezeli enters the game for S. Livingston,,118-90,,
3:04.0,,,118-90,,C. Capela misses free throw 2 of 2
3:03.0,Defensive rebound by B. Rush,,118-90,,
2:38.0,B. Rush makes 3-pt shot from 26 ft (assist by I. Clark),3,121-90,,
2:28.0,,,121-90,,J. Terry misses 3-pt shot from 26 ft
2:27.0,Defensive rebound by F. Ezeli,,121-90,,
2:04.0,L. Barbosa misses 3-pt shot from 27 ft,,121-90,,
2:03.0,,,121-90,,Defensive rebound by J. Terry
1:55.0,,,121-90,,C. Capela misses 2-pt shot from 2 ft
1:55.0,,,121-90,,Offensive rebound by C. Capela
1:49.0,,,121-90,,K. McDaniels misses 3-pt shot from 25 ft
1:49.0,Defensive rebound by F. Ezeli,,121-90,,
1:30.0,F. Ezeli misses 2-pt shot from 8 ft,,121-90,,
1:29.0,,,121-90,,Defensive rebound by C. Capela
1:17.0,,,121-90,,M. Harrell misses 2-pt shot from 6 ft
1:16.0,Defensive rebound by F. Ezeli,,121-90,,
1:00.0,B. Rush misses 3-pt shot from 26 ft,,121-90,,
1:00.0,,,121-90,,Defensive rebound by K. McDaniels
0:55.0,,,121-90,,K. McDaniels misses 2-pt shot from 4 ft (block by B. Rush)
0:54.0,Defensive rebound by I. Clark,,121-90,,
0:35.0,Turnover by J. McAdoo (step out of bounds),,121-90,,
0:31.0,Shooting block foul by L. Barbosa (drawn by C. Brewer),,121-90,,
0:31.0,,,121-91,1,C. Brewer makes free throw 1 of 2
0:31.0,,,121-92,1,C. Brewer makes free throw 2 of 2
0:10.0,J. McAdoo misses 2-pt shot from 8 ft (block by K. McDaniels),,121-92,,
0:08.0,,,121-92,,Defensive rebound by M. Harrell
0:05.0,,,121-94,2,M. Harrell makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
