time,Washington,pts.away,score,pts.home,Atlanta
4:38.0,Offensive rebound by Team,,8-23,,
4:38.0,,,8-23,,E. Ilyasova enters the game for P. Millsap
4:38.0,,,8-23,,M. Dunleavy enters the game for T. Hardaway
4:38.0,B. Bogdanovic enters the game for J. Smith,,8-23,,
4:34.0,B. Beal misses 2-pt shot from 20 ft,,8-23,,
4:33.0,,,8-23,,Defensive rebound by D. Howard
4:28.0,Personal foul by K. Oubre (drawn by D. Schroder),,8-23,,
4:28.0,,,8-23,,D. Schroder misses free throw 1 of 2
4:28.0,,,8-23,,Offensive rebound by Team
4:28.0,,,8-24,1,D. Schroder makes free throw 2 of 2
4:16.0,K. Oubre misses 3-pt shot from 25 ft,,8-24,,
4:14.0,Offensive rebound by K. Oubre,,8-24,,
4:12.0,K. Oubre misses 2-pt shot from 1 ft,,8-24,,
4:11.0,,,8-24,,Defensive rebound by D. Howard
4:02.0,,,8-26,2,D. Howard makes 2-pt shot at rim (assist by K. Bazemore)
3:42.0,J. Wall makes 2-pt shot from 15 ft,2,10-26,,
3:31.0,,,10-28,2,D. Schroder makes 2-pt shot from 17 ft
3:10.0,B. Beal misses 2-pt shot from 20 ft,,10-28,,
3:09.0,,,10-28,,Defensive rebound by D. Howard
2:56.0,,,10-28,,D. Howard misses 2-pt shot at rim
2:54.0,,,10-28,,Offensive rebound by E. Ilyasova
2:41.0,,,10-30,2,D. Schroder makes 2-pt shot from 2 ft
2:27.0,Shooting foul by D. Schroder (drawn by J. Wall),,10-30,,
2:27.0,J. Wall makes free throw 1 of 2,1,11-30,,
2:27.0,J. Wall misses free throw 2 of 2,,11-30,,
2:27.0,B. Jennings enters the game for B. Beal,,11-30,,
2:26.0,,,11-30,,Defensive rebound by K. Bazemore
2:17.0,,,11-33,3,M. Dunleavy makes 3-pt shot from 25 ft (assist by K. Bazemore)
1:59.0,B. Bogdanovic makes 2-pt shot from 13 ft (assist by B. Jennings),2,13-33,,
1:43.0,,,13-33,,Turnover by K. Bazemore (bad pass; steal by K. Oubre)
1:43.0,Turnover by K. Oubre (bad pass),,13-33,,
1:38.0,,,13-35,2,K. Bazemore makes 2-pt shot from 2 ft (assist by D. Schroder)
1:23.0,M. Gortat misses 2-pt shot from 9 ft,,13-35,,
1:20.0,,,13-35,,Defensive rebound by E. Ilyasova
1:09.0,,,13-38,3,D. Schroder makes 3-pt shot from 25 ft
0:59.0,J. Wall makes 2-pt shot at rim,2,15-38,,
0:48.0,,,15-38,,D. Schroder misses 3-pt shot from 25 ft
0:47.0,Defensive rebound by M. Gortat,,15-38,,
0:38.0,Shooting foul by D. Howard (drawn by J. Wall),,15-38,,
0:38.0,J. Wall makes free throw 1 of 2,1,16-38,,
0:38.0,J. Wall makes free throw 2 of 2,1,17-38,,
0:38.0,,,16-38,,M. Muscala enters the game for D. Howard
0:38.0,,,16-38,,J. Calderon enters the game for D. Schroder
0:29.0,,,17-38,,M. Muscala misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by B. Bogdanovic,,17-38,,
0:05.0,K. Oubre misses 3-pt shot from 23 ft,,17-38,,
0:03.0,Offensive rebound by M. Gortat,,17-38,,
0:00.0,J. Wall makes 3-pt shot from 24 ft,3,20-38,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,B. Beal makes 2-pt shot from 18 ft,2,22-38,,
11:31.0,,,22-40,2,P. Millsap makes 2-pt shot from 2 ft (assist by J. Calderon)
11:22.0,Offensive charge foul by K. Oubre,,22-40,,
11:22.0,Turnover by K. Oubre (offensive foul),,22-40,,
11:22.0,O. Porter enters the game for K. Oubre,,22-40,,
11:10.0,,,22-40,,P. Millsap misses 2-pt shot from 12 ft (block by M. Morris)
11:06.0,,,22-40,,Offensive rebound by P. Millsap
11:01.0,,,22-40,,K. Bazemore misses 3-pt shot from 25 ft
11:00.0,Defensive rebound by M. Morris,,22-40,,
10:51.0,M. Morris misses 2-pt shot from 4 ft (block by P. Millsap),,22-40,,
10:50.0,,,22-40,,Defensive rebound by J. Calderon
10:40.0,,,22-40,,K. Bazemore misses 2-pt shot from 19 ft
10:38.0,Defensive rebound by B. Bogdanovic,,22-40,,
10:29.0,B. Beal makes 2-pt shot from 15 ft,2,24-40,,
10:09.0,,,24-42,2,J. Calderon makes 2-pt shot from 17 ft
9:55.0,Turnover by M. Morris (lost ball; steal by M. Muscala),,24-42,,
9:37.0,,,24-44,2,K. Bazemore makes 2-pt shot from 2 ft
9:24.0,B. Beal misses 2-pt shot from 19 ft,,24-44,,
9:23.0,,,24-44,,Defensive rebound by Team
9:23.0,,,24-44,,T. Hardaway enters the game for M. Dunleavy
9:12.0,,,24-44,,P. Millsap misses 2-pt shot at rim
9:11.0,Defensive rebound by B. Bogdanovic,,24-44,,
9:09.0,B. Bogdanovic makes 2-pt shot from 2 ft,2,26-44,,
9:09.0,,,26-44,,Shooting block foul by T. Hardaway (drawn by B. Bogdanovic)
9:09.0,B. Bogdanovic makes free throw 1 of 1,1,27-44,,
9:09.0,,,26-44,,T. Waller-Prince enters the game for K. Bazemore
9:00.0,,,27-46,2,P. Millsap makes 2-pt shot from 2 ft (assist by J. Calderon)
8:51.0,Turnover by B. Jennings (bad pass),,27-46,,
8:51.0,Official timeout,,27-46,,
8:40.0,,,27-46,,Turnover by J. Calderon (bad pass)
8:22.0,Jump ball: B. Jennings vs. P. Millsap (T. Hardaway gains possession),,,,Jump ball: B. Jennings vs. P. Millsap (T. Hardaway gains possession)
8:22.0,Turnover by B. Jennings (lost ball; steal by P. Millsap),,27-46,,
8:06.0,,,27-48,2,P. Millsap makes 2-pt shot from 13 ft
7:50.0,M. Morris makes 2-pt shot at rim,2,29-48,,
7:38.0,,,29-48,,P. Millsap misses 2-pt shot from 7 ft
7:37.0,,,29-48,,Offensive rebound by M. Muscala
7:37.0,,,29-48,,M. Muscala misses 2-pt shot from 1 ft
7:35.0,Defensive rebound by M. Morris,,29-48,,
7:31.0,B. Jennings makes 2-pt shot from 17 ft,2,31-48,,
7:18.0,,,31-50,2,T. Hardaway makes 2-pt shot at rim
7:05.0,B. Bogdanovic misses 2-pt shot from 19 ft,,31-50,,
7:03.0,,,31-50,,Defensive rebound by P. Millsap
6:42.0,,,31-50,,P. Millsap misses 2-pt shot from 17 ft (block by B. Beal)
6:42.0,Defensive rebound by B. Beal,,31-50,,
6:41.0,,,31-50,,Personal take foul by J. Calderon (drawn by B. Beal)
6:41.0,J. Wall enters the game for B. Jennings,,31-50,,
6:41.0,M. Gortat enters the game for B. Bogdanovic,,31-50,,
6:41.0,,,31-50,,D. Schroder enters the game for J. Calderon
6:29.0,M. Morris misses 3-pt shot from 23 ft,,31-50,,
6:26.0,,,31-50,,Defensive rebound by T. Hardaway
6:21.0,,,31-50,,T. Hardaway misses 3-pt shot from 25 ft
6:17.0,Defensive rebound by M. Gortat,,31-50,,
6:08.0,M. Morris makes 3-pt shot from 25 ft (assist by J. Wall),3,34-50,,
5:58.0,,,34-50,,D. Schroder misses 2-pt shot from 6 ft (block by M. Gortat)
5:55.0,Defensive rebound by M. Gortat,,34-50,,
5:51.0,B. Beal misses 3-pt shot from 24 ft,,34-50,,
5:50.0,,,34-50,,Defensive rebound by Team
5:50.0,,,34-50,,Atlanta full timeout
5:35.0,,,34-50,,D. Schroder misses 2-pt shot from 9 ft
5:33.0,Defensive rebound by Team,,34-50,,
5:19.0,Turnover by M. Morris (step out of bounds),,34-50,,
5:19.0,,,34-50,,E. Ilyasova enters the game for P. Millsap
5:19.0,,,34-50,,D. Howard enters the game for M. Muscala
5:07.0,,,34-53,3,D. Schroder makes 3-pt shot from 25 ft
4:49.0,O. Porter makes 3-pt shot from 24 ft (assist by J. Wall),3,37-53,,
4:41.0,Personal foul by J. Wall (drawn by D. Schroder),,37-53,,
4:41.0,,,37-53,,K. Bazemore enters the game for T. Hardaway
4:34.0,,,37-55,2,D. Schroder makes 2-pt shot from 1 ft
4:12.0,B. Beal misses 3-pt shot from 25 ft,,37-55,,
4:10.0,,,37-55,,Defensive rebound by D. Schroder
4:00.0,,,37-57,2,T. Waller-Prince makes 2-pt shot from 1 ft (assist by D. Schroder)
3:53.0,J. Wall makes 2-pt shot from 1 ft,2,39-57,,
3:32.0,,,39-57,,D. Schroder misses 2-pt shot from 16 ft
3:31.0,Defensive rebound by M. Morris,,39-57,,
3:31.0,,,39-57,,Personal foul by D. Howard (drawn by M. Morris)
3:16.0,M. Morris misses 2-pt shot from 2 ft,,39-57,,
3:13.0,,,39-57,,Defensive rebound by D. Howard
3:06.0,,,39-57,,Turnover by D. Schroder (bad pass; steal by M. Morris)
3:02.0,M. Morris makes 2-pt shot from 1 ft,2,41-57,,
2:58.0,,,41-57,,Atlanta full timeout
2:58.0,Washington full timeout,,41-57,,
2:58.0,,,41-57,,P. Millsap enters the game for D. Howard
2:46.0,,,41-57,,Shooting foul by O. Porter (drawn by E. Ilyasova)
2:46.0,,,41-58,1,E. Ilyasova makes free throw 1 of 2
2:46.0,,,41-59,1,E. Ilyasova makes free throw 2 of 2
2:32.0,O. Porter misses 3-pt shot from 24 ft,,41-59,,
2:29.0,,,41-59,,Defensive rebound by P. Millsap
2:15.0,,,41-59,,Offensive charge foul by D. Schroder
2:15.0,,,41-59,,Turnover by D. Schroder (offensive foul)
2:03.0,Turnover by J. Wall (lost ball; steal by D. Schroder),,41-59,,
1:52.0,,,41-61,2,P. Millsap makes 2-pt shot from 1 ft (assist by K. Bazemore)
1:36.0,M. Morris misses 2-pt shot from 13 ft,,41-61,,
1:34.0,,,41-61,,Defensive rebound by E. Ilyasova
1:23.0,,,41-63,2,P. Millsap makes 2-pt shot from 1 ft (assist by D. Schroder)
1:12.0,J. Wall makes 2-pt shot from 3 ft,2,43-63,,
1:12.0,Shooting foul by P. Millsap (drawn by J. Wall),,43-63,,
1:12.0,J. Wall makes free throw 1 of 1,1,44-63,,
1:12.0,,,43-63,,T. Hardaway enters the game for T. Waller-Prince
0:51.0,,,44-63,,E. Ilyasova misses 2-pt shot from 15 ft
0:49.0,Defensive rebound by M. Gortat,,44-63,,
0:44.0,J. Wall makes 2-pt shot from 1 ft,2,46-63,,
0:34.0,Personal foul by M. Gortat (drawn by P. Millsap),,46-63,,
0:30.0,,,46-63,,D. Schroder misses 3-pt shot from 24 ft
0:28.0,Defensive rebound by J. Wall,,46-63,,
0:07.0,O. Porter misses 3-pt shot from 23 ft,,46-63,,
0:06.0,,,46-63,,Defensive rebound by D. Schroder
0:02.0,,,46-63,,Shooting foul by B. Beal (drawn by K. Bazemore)
0:02.0,,,46-63,,K. Bazemore misses free throw 1 of 2
0:02.0,,,46-63,,Offensive rebound by Team
0:02.0,Washington full timeout,,46-63,,
0:02.0,,,46-64,1,K. Bazemore makes free throw 2 of 2
0:02.0,,,46-63,,M. Muscala enters the game for P. Millsap
0:02.0,,,46-63,,T. Waller-Prince enters the game for D. Schroder
0:00.0,M. Morris misses 3-pt shot from 50 ft,,46-64,,
0:00.0,Offensive rebound by Team,,46-64,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,B. Beal makes 2-pt shot from 11 ft (assist by J. Wall),2,48-64,,
11:16.0,,,48-64,,T. Hardaway misses 2-pt shot from 13 ft
11:14.0,Defensive rebound by M. Morris,,48-64,,
11:04.0,B. Beal misses 2-pt shot from 18 ft,,48-64,,
11:02.0,,,48-64,,Defensive rebound by T. Waller-Prince
10:55.0,,,48-66,2,T. Waller-Prince makes 2-pt shot from 3 ft (assist by D. Schroder)
10:39.0,M. Gortat misses 2-pt shot from 17 ft,,48-66,,
10:37.0,,,48-66,,Defensive rebound by D. Howard
10:22.0,,,48-69,3,T. Waller-Prince makes 3-pt shot from 24 ft (assist by D. Howard)
10:08.0,M. Gortat misses 2-pt shot from 16 ft,,48-69,,
10:07.0,,,48-69,,Defensive rebound by D. Howard
9:56.0,,,48-69,,D. Schroder misses 2-pt shot from 17 ft
9:53.0,Defensive rebound by M. Morris,,48-69,,
9:48.0,B. Beal misses 3-pt shot from 25 ft,,48-69,,
9:45.0,,,48-69,,Defensive rebound by T. Waller-Prince
9:35.0,,,48-69,,T. Hardaway misses 3-pt shot from 25 ft
9:33.0,Defensive rebound by M. Gortat,,48-69,,
9:17.0,J. Wall makes 2-pt shot from 16 ft,2,50-69,,
9:17.0,Shooting foul by D. Schroder (drawn by J. Wall),,50-69,,
9:17.0,,,50-69,,Technical foul by D. Schroder (drawn by J. Wall)
9:17.0,Technical foul by J. Wall,,50-69,,
9:17.0,J. Wall makes free throw 1 of 1,1,51-69,,
9:05.0,,,51-69,,P. Millsap misses 2-pt shot from 16 ft
9:04.0,Defensive rebound by J. Wall,,51-69,,
9:01.0,J. Wall makes 2-pt shot from 2 ft,2,53-69,,
9:01.0,Shooting foul by T. Hardaway (drawn by J. Wall),,53-69,,
9:01.0,J. Wall makes free throw 1 of 1,1,54-69,,
8:47.0,,,54-69,,D. Schroder misses 3-pt shot from 25 ft
8:43.0,,,54-69,,Offensive rebound by P. Millsap
8:43.0,,,54-71,2,P. Millsap makes 2-pt shot from 1 ft
8:27.0,M. Morris makes 2-pt shot from 16 ft (assist by B. Beal),2,56-71,,
8:04.0,,,56-71,,D. Schroder misses 2-pt shot from 5 ft (block by M. Morris)
8:03.0,Defensive rebound by M. Morris,,56-71,,
7:50.0,O. Porter makes 2-pt shot from 22 ft (assist by J. Wall),2,58-71,,
7:50.0,,,58-71,,Atlanta full timeout
7:37.0,,,58-73,2,P. Millsap makes 2-pt shot from 7 ft (assist by T. Hardaway)
7:37.0,,,58-73,,Shooting foul by M. Morris (drawn by P. Millsap)
7:37.0,,,58-73,,P. Millsap misses free throw 1 of 1
7:35.0,Defensive rebound by O. Porter,,58-73,,
7:19.0,J. Wall makes 2-pt shot from 14 ft,2,60-73,,
6:55.0,,,60-75,2,P. Millsap makes 2-pt shot from 19 ft (assist by D. Schroder)
6:36.0,J. Wall misses 2-pt shot from 17 ft,,60-75,,
6:33.0,,,60-75,,Defensive rebound by D. Howard
6:27.0,,,60-77,2,T. Waller-Prince makes 2-pt shot from 2 ft (assist by P. Millsap)
6:10.0,B. Beal misses 2-pt shot from 17 ft,,60-77,,
6:09.0,,,60-77,,Defensive rebound by P. Millsap
6:00.0,Personal foul by M. Morris (drawn by P. Millsap),,60-77,,
6:00.0,K. Oubre enters the game for O. Porter,,60-77,,
5:52.0,,,60-77,,Turnover by D. Schroder (lost ball; steal by J. Wall)
5:52.0,,,60-77,,Personal take foul by D. Schroder (drawn by J. Wall)
5:52.0,,,60-77,,K. Bazemore enters the game for D. Schroder
5:41.0,M. Morris misses 2-pt shot from 1 ft (block by D. Howard),,60-77,,
5:38.0,,,60-77,,Defensive rebound by K. Bazemore
5:34.0,,,60-77,,P. Millsap misses 2-pt shot from 3 ft
5:31.0,Defensive rebound by B. Beal,,60-77,,
5:26.0,B. Beal misses 3-pt shot from 26 ft,,60-77,,
5:23.0,,,60-77,,Defensive rebound by K. Bazemore
5:14.0,,,60-79,2,T. Hardaway makes 2-pt shot at rim (assist by K. Bazemore)
4:57.0,K. Oubre misses 2-pt shot from 13 ft,,60-79,,
4:57.0,,,60-79,,Defensive rebound by Team
4:57.0,Loose ball foul by M. Gortat (drawn by D. Howard),,60-79,,
4:57.0,,,60-79,,J. Calderon enters the game for T. Waller-Prince
4:57.0,B. Bogdanovic enters the game for M. Morris,,60-79,,
4:43.0,,,60-81,2,P. Millsap makes 2-pt shot from 12 ft
4:16.0,B. Beal misses 2-pt shot from 17 ft (block by K. Bazemore),,60-81,,
4:16.0,Offensive rebound by Team,,60-81,,
4:16.0,Turnover by Team (shot clock),,60-81,,
3:59.0,,,60-81,,T. Hardaway misses 3-pt shot from 23 ft
3:58.0,Defensive rebound by J. Wall,,60-81,,
3:56.0,,,60-81,,Personal foul by J. Calderon (drawn by J. Wall)
3:56.0,B. Jennings enters the game for B. Beal,,60-81,,
3:45.0,B. Jennings makes 2-pt shot from 15 ft,2,62-81,,
3:23.0,,,62-84,3,K. Bazemore makes 3-pt shot from 23 ft (assist by P. Millsap)
3:22.0,Washington full timeout,,62-84,,
3:22.0,,,62-84,,E. Ilyasova enters the game for P. Millsap
3:05.0,B. Bogdanovic misses 3-pt shot from 25 ft,,62-84,,
3:04.0,,,62-84,,Defensive rebound by D. Howard
2:52.0,,,62-84,,Shooting foul by K. Oubre (drawn by T. Hardaway)
2:52.0,,,62-84,,T. Hardaway misses free throw 1 of 2
2:52.0,,,62-84,,Offensive rebound by Team
2:52.0,,,62-85,1,T. Hardaway makes free throw 2 of 2
2:52.0,T. Satoransky enters the game for J. Wall,,62-84,,
2:40.0,Turnover by T. Satoransky (bad pass; steal by K. Bazemore),,62-85,,
2:36.0,,,62-85,,K. Bazemore misses 2-pt shot from 5 ft
2:35.0,Defensive rebound by Team,,62-85,,
2:12.0,M. Gortat makes 2-pt shot from 4 ft (assist by T. Satoransky),2,64-85,,
1:57.0,,,64-87,2,J. Calderon makes 2-pt shot from 2 ft
1:52.0,Offensive charge foul by T. Satoransky,,64-87,,
1:52.0,Turnover by T. Satoransky (offensive foul),,64-87,,
1:52.0,,,64-87,,P. Millsap enters the game for D. Howard
1:52.0,,,64-87,,M. Dunleavy enters the game for T. Hardaway
1:52.0,J. Smith enters the game for M. Gortat,,64-87,,
1:32.0,,,64-87,,Turnover by E. Ilyasova (offensive goaltending)
1:20.0,Shooting foul by P. Millsap (drawn by B. Jennings),,64-87,,
1:20.0,B. Jennings makes free throw 1 of 2,1,65-87,,
1:20.0,B. Jennings makes free throw 2 of 2,1,66-87,,
1:12.0,Flagrant foul type 1 by J. Smith (drawn by P. Millsap),,66-87,,
1:12.0,,,66-87,,P. Millsap misses flagrant free throw 1 of 2
1:12.0,,,66-87,,Offensive rebound by Team
1:12.0,,,66-88,1,P. Millsap makes flagrant free throw 2 of 2
0:59.0,,,66-90,2,E. Ilyasova makes 2-pt shot from 1 ft (assist by M. Dunleavy)
0:47.0,Shooting foul by M. Dunleavy (drawn by B. Bogdanovic),,66-90,,
0:47.0,B. Bogdanovic misses free throw 1 of 2,,66-90,,
0:47.0,Offensive rebound by Team,,66-90,,
0:47.0,B. Bogdanovic makes free throw 2 of 2,1,67-90,,
0:33.0,,,67-90,,J. Calderon misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by T. Satoransky,,67-90,,
0:25.0,B. Bogdanovic misses 3-pt shot from 25 ft,,67-90,,
0:22.0,,,67-90,,Defensive rebound by E. Ilyasova
0:03.0,,,67-90,,K. Bazemore misses 2-pt shot from 3 ft
0:01.0,Defensive rebound by B. Bogdanovic,,67-90,,
0:00.0,B. Bogdanovic misses 3-pt shot from 26 ft,,67-90,,
0:00.0,Offensive rebound by Team,,67-90,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,67-90,,Turnover by M. Dunleavy (step out of bounds)
11:42.0,,,67-90,,Violation by Team (jump ball)
11:23.0,B. Jennings makes 3-pt shot from 25 ft,3,70-90,,
11:07.0,,,70-90,,K. Bazemore misses 3-pt shot from 25 ft
11:05.0,Defensive rebound by J. Smith,,70-90,,
11:00.0,B. Jennings misses 3-pt shot from 25 ft,,70-90,,
10:57.0,,,70-90,,Defensive rebound by J. Calderon
10:48.0,,,70-90,,Turnover by P. Millsap (lost ball; steal by T. Satoransky)
10:41.0,K. Oubre makes 3-pt shot from 26 ft (assist by B. Jennings),3,73-90,,
10:24.0,,,73-90,,Shooting foul by J. Smith (drawn by P. Millsap)
10:24.0,,,73-91,1,P. Millsap makes free throw 1 of 2
10:24.0,,,73-92,1,P. Millsap makes free throw 2 of 2
10:24.0,,,73-91,,M. Muscala enters the game for E. Ilyasova
10:24.0,,,73-91,,D. Schroder enters the game for J. Calderon
10:17.0,,,73-92,,Violation by M. Muscala (kicked ball)
10:17.0,,,73-92,,E. Ilyasova enters the game for P. Millsap
10:13.0,Shooting foul by E. Ilyasova (drawn by B. Jennings),,73-92,,
10:13.0,B. Jennings makes free throw 1 of 2,1,74-92,,
10:13.0,B. Jennings makes free throw 2 of 2,1,75-92,,
9:57.0,,,75-92,,M. Dunleavy misses 3-pt shot from 24 ft
9:57.0,,,75-92,,Offensive rebound by M. Muscala
9:57.0,,,75-92,,Shooting foul by J. Smith (drawn by M. Muscala)
9:57.0,,,75-93,1,M. Muscala makes free throw 1 of 2
9:57.0,,,75-93,,M. Muscala misses free throw 2 of 2
9:56.0,Defensive rebound by K. Oubre,,75-93,,
9:42.0,J. Smith makes 2-pt shot from 4 ft (assist by B. Jennings),2,77-93,,
9:26.0,,,77-93,,E. Ilyasova misses 2-pt shot from 3 ft
9:24.0,,,77-93,,Offensive rebound by M. Muscala
9:24.0,,,77-93,,M. Muscala misses 2-pt shot from 1 ft
9:23.0,,,77-93,,Offensive rebound by E. Ilyasova
9:22.0,,,77-93,,E. Ilyasova misses 2-pt shot from 1 ft
9:21.0,Defensive rebound by J. Smith,,77-93,,
9:16.0,B. Jennings makes 2-pt shot from 2 ft,2,79-93,,
9:16.0,,,79-93,,Atlanta full timeout
9:16.0,B. Beal enters the game for T. Satoransky,,79-93,,
9:16.0,,,79-93,,P. Millsap enters the game for K. Bazemore
9:16.0,,,79-93,,T. Hardaway enters the game for E. Ilyasova
9:16.0,,,79-93,,T. Waller-Prince enters the game for M. Dunleavy
8:57.0,,,79-93,,T. Hardaway misses 3-pt shot from 25 ft
8:55.0,Defensive rebound by J. Smith,,79-93,,
8:43.0,B. Jennings misses 2-pt shot from 9 ft,,79-93,,
8:42.0,,,79-93,,Defensive rebound by P. Millsap
8:36.0,,,79-93,,D. Schroder misses 2-pt shot from 17 ft
8:34.0,Defensive rebound by B. Bogdanovic,,79-93,,
8:29.0,K. Oubre misses 2-pt shot from 3 ft (block by P. Millsap),,79-93,,
8:26.0,,,79-93,,Defensive rebound by M. Muscala
8:09.0,,,79-93,,T. Waller-Prince misses 2-pt shot from 1 ft
8:07.0,Defensive rebound by J. Smith,,79-93,,
7:59.0,B. Beal misses 2-pt shot from 7 ft,,79-93,,
7:56.0,Offensive rebound by B. Beal,,79-93,,
7:56.0,B. Beal makes 2-pt shot from 1 ft,2,81-93,,
7:36.0,,,81-95,2,D. Schroder makes 2-pt shot from 12 ft (assist by P. Millsap)
7:23.0,J. Smith misses 3-pt shot from 25 ft,,81-95,,
7:21.0,,,81-95,,Defensive rebound by P. Millsap
7:11.0,,,81-95,,Shooting foul by J. Smith (drawn by D. Schroder)
7:11.0,,,81-96,1,D. Schroder makes free throw 1 of 2
7:11.0,,,81-97,1,D. Schroder makes free throw 2 of 2
7:11.0,M. Morris enters the game for J. Smith,,81-95,,
