time,Cleveland,pts.away,score,pts.home,Golden State
4:21.0,,,108-120,,Defensive rebound by K. Durant
4:13.0,,,108-122,2,S. Curry makes 2-pt shot from 1 ft (assist by K. Durant)
4:03.0,Turnover by L. James (bad pass; steal by S. Curry),,108-122,,
4:03.0,Personal foul by J. Smith,,108-122,,
3:47.0,,,108-122,,K. Durant misses 2-pt shot from 16 ft
3:46.0,Defensive rebound by L. James,,108-122,,
3:38.0,L. James makes 2-pt shot from 1 ft,2,110-122,,
3:29.0,,,110-122,,Golden State full timeout
3:29.0,T. Thompson enters the game for K. Korver,,110-122,,
3:14.0,,,110-124,2,K. Thompson makes 2-pt shot from 19 ft
2:59.0,J. Smith makes 3-pt shot from 26 ft,3,113-124,,
2:59.0,Shooting foul by S. Curry,,113-124,,
2:59.0,J. Smith misses free throw 1 of 1,,113-124,,
2:55.0,,,113-124,,Defensive rebound by K. Durant
2:45.0,,,113-126,2,A. Iguodala makes 2-pt shot at rim (assist by D. Green)
2:30.0,L. James makes 2-pt shot from 1 ft,2,115-126,,
2:07.0,,,115-126,,A. Iguodala misses 3-pt shot from 26 ft
2:06.0,Defensive rebound by K. Love,,115-126,,
1:55.0,L. James misses 2-pt shot from 14 ft,,115-126,,
1:55.0,Offensive rebound by T. Thompson,,115-126,,
1:52.0,T. Thompson misses 2-pt shot from 3 ft,,115-126,,
1:51.0,,,115-126,,Defensive rebound by D. Green
1:37.0,,,115-126,,S. Curry misses 3-pt shot from 28 ft
1:36.0,Defensive rebound by T. Thompson,,115-126,,
1:31.0,Turnover by K. Irving (lost ball),,115-126,,
1:05.0,,,115-126,,K. Durant misses 3-pt shot from 26 ft (block by L. James)
1:03.0,Defensive rebound by L. James,,115-126,,
1:00.0,K. Irving misses 2-pt shot from 21 ft,,115-126,,
0:59.0,,,115-126,,Defensive rebound by D. Green
0:42.0,,,115-129,3,S. Curry makes 3-pt shot from 26 ft
0:37.0,L. James makes 2-pt shot from 2 ft,2,117-129,,
0:21.0,,,117-129,,S. Curry misses 3-pt shot from 24 ft
0:20.0,Defensive rebound by T. Thompson,,117-129,,
0:16.0,J. Smith makes 3-pt shot from 24 ft (assist by L. James),3,120-129,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
