time,Utah,pts.away,score,pts.home,Denver
3:04.0,Defensive rebound by R. Gobert,,86-92,,
2:49.0,B. Diaw makes 2-pt shot from 2 ft (assist by G. Hayward),2,88-92,,
2:35.0,,,88-92,,N. Jokic misses 3-pt shot from 24 ft
2:34.0,Defensive rebound by G. Hayward,,88-92,,
2:23.0,G. Hill misses 3-pt shot from 24 ft,,88-92,,
2:21.0,,,88-92,,Defensive rebound by D. Arthur
2:07.0,,,88-94,2,J. Nelson makes 2-pt shot from 21 ft
2:07.0,Utah full timeout,,88-94,,
1:49.0,Turnover by R. Gobert (lost ball; steal by D. Arthur),,88-94,,
1:39.0,,,88-96,2,N. Jokic makes 2-pt shot from 2 ft (assist by J. Nelson)
1:39.0,,,88-96,,Shooting foul by A. Burks (drawn by N. Jokic)
1:39.0,,,88-97,1,N. Jokic makes free throw 1 of 1
1:25.0,B. Diaw misses 3-pt shot from 26 ft,,88-97,,
1:23.0,,,88-97,,Defensive rebound by J. Nelson
1:17.0,,,88-100,3,J. Nelson makes 3-pt shot from 25 ft
1:17.0,Utah full timeout,,88-100,,
1:17.0,,,88-100,,K. Faried enters the game for D. Arthur
1:05.0,G. Hill makes 3-pt shot from 24 ft (assist by B. Diaw),3,91-100,,
1:01.0,Personal take foul by B. Diaw (drawn by G. Harris),,91-100,,
1:01.0,,,91-100,,G. Harris misses free throw 1 of 2
1:01.0,,,91-100,,Offensive rebound by Team
1:01.0,,,91-101,1,G. Harris makes free throw 2 of 2
0:56.0,A. Burks makes 2-pt shot from 2 ft,2,93-101,,
0:49.0,,,93-101,,W. Barton enters the game for K. Faried
0:48.0,Personal take foul by G. Hill (drawn by N. Jokic),,93-101,,
0:48.0,,,93-102,1,N. Jokic makes free throw 1 of 2
0:48.0,,,93-103,1,N. Jokic makes free throw 2 of 2
0:43.0,A. Burks misses 2-pt shot from 1 ft,,93-103,,
0:40.0,,,93-103,,Defensive rebound by N. Jokic
0:21.0,,,93-103,,J. Nelson misses 3-pt shot from 29 ft
0:21.0,Defensive rebound by G. Hill,,93-103,,
0:15.0,G. Hill misses 3-pt shot from 27 ft,,93-103,,
0:13.0,,,93-103,,Defensive rebound by N. Jokic
0:00.0,End of 4th quarter,,,,End of 4th quarter
