time,Golden State,pts.away,score,pts.home,San Antonio
12:00.0,Start of 1st quarter,,,,Start of 1st quarter
12:00.0,Jump ball: L. Aldridge vs. K. Durant,,,,Jump ball: L. Aldridge vs. K. Durant
11:39.0,,,0-2,2,M. Ginobili makes 2-pt shot from 2 ft (assist by L. Aldridge)
11:23.0,K. Thompson misses 2-pt shot from 10 ft,,0-2,,
11:21.0,,,0-2,,Defensive rebound by L. Aldridge
11:09.0,,,0-2,,M. Ginobili misses 3-pt shot from 26 ft
11:08.0,Defensive rebound by K. Durant,,0-2,,
10:57.0,D. Green makes 2-pt shot from 3 ft (assist by P. McCaw),2,2-2,,
10:43.0,,,2-4,2,L. Aldridge makes 2-pt shot from 18 ft (assist by P. Mills)
10:38.0,Turnover by S. Curry (bad pass),,2-4,,
10:19.0,,,2-4,,L. Aldridge misses 2-pt shot from 13 ft
10:18.0,Defensive rebound by S. Curry,,2-4,,
10:08.0,D. Green misses 3-pt shot from 25 ft,,2-4,,
10:07.0,,,2-4,,Defensive rebound by J. Simmons
9:54.0,,,2-4,,M. Ginobili misses 2-pt shot from 5 ft
9:53.0,Defensive rebound by D. Green,,2-4,,
9:48.0,K. Thompson misses 2-pt shot from 22 ft,,2-4,,
9:47.0,Offensive rebound by Team,,2-4,,
9:44.0,K. Thompson misses 2-pt shot from 6 ft,,2-4,,
9:43.0,,,2-4,,Defensive rebound by J. Simmons
9:32.0,,,2-4,,J. Simmons misses 2-pt shot from 4 ft
9:30.0,,,2-4,,Offensive rebound by L. Aldridge
9:30.0,,,2-4,,L. Aldridge misses 2-pt shot from 3 ft
9:29.0,Defensive rebound by S. Curry,,2-4,,
9:22.0,K. Durant makes 2-pt shot from 3 ft (assist by S. Curry),2,4-4,,
8:59.0,,,4-4,,M. Ginobili misses 3-pt shot from 25 ft
8:58.0,Defensive rebound by D. Green,,4-4,,
8:50.0,K. Thompson misses 3-pt shot from 24 ft,,4-4,,
8:50.0,Offensive rebound by P. McCaw,,4-4,,
8:46.0,S. Curry misses 3-pt shot from 25 ft,,4-4,,
8:44.0,,,4-4,,Defensive rebound by D. Green
8:34.0,,,4-4,,J. Simmons misses 2-pt shot from 3 ft
8:32.0,Defensive rebound by S. Curry,,4-4,,
8:26.0,S. Curry makes 2-pt shot from 4 ft,2,6-4,,
8:10.0,,,6-4,,P. Mills misses 3-pt shot from 23 ft
8:08.0,,,6-4,,Offensive rebound by L. Aldridge
8:04.0,,,6-4,,L. Aldridge misses 2-pt shot from 17 ft
8:03.0,Defensive rebound by D. Green,,6-4,,
7:56.0,S. Curry makes 2-pt shot from 8 ft,2,8-4,,
7:51.0,Personal foul by D. Green (drawn by J. Simmons),,8-4,,
7:43.0,,,8-4,,P. Mills misses 3-pt shot from 23 ft
7:42.0,Defensive rebound by K. Durant,,8-4,,
7:39.0,Turnover by K. Durant (lost ball; steal by D. Green),,8-4,,
7:35.0,,,8-7,3,D. Green makes 3-pt shot from 25 ft (assist by M. Ginobili)
7:22.0,K. Durant makes 2-pt shot at rim,2,10-7,,
7:22.0,Shooting foul by D. Green (drawn by K. Durant),,10-7,,
7:22.0,,,10-7,,San Antonio full timeout
7:22.0,K. Durant makes free throw 1 of 1,1,11-7,,
7:02.0,,,11-7,,L. Aldridge misses 2-pt shot from 7 ft
7:01.0,Defensive rebound by S. Curry,,11-7,,
6:55.0,S. Curry makes 2-pt shot from 2 ft,2,13-7,,
6:44.0,,,13-7,,L. Aldridge misses 2-pt shot from 17 ft
6:42.0,Defensive rebound by K. Durant,,13-7,,
6:35.0,K. Durant makes 3-pt shot from 24 ft,3,16-7,,
6:22.0,,,16-7,,J. Simmons misses 2-pt shot from 19 ft
6:20.0,Defensive rebound by K. Thompson,,16-7,,
6:03.0,K. Thompson misses 2-pt shot from 12 ft (block by P. Mills),,16-7,,
6:03.0,,,16-7,,Defensive rebound by P. Mills
6:00.0,,,16-7,,Shooting foul by K. Durant (drawn by J. Simmons)
6:00.0,,,16-7,,J. Simmons misses free throw 1 of 2
6:00.0,,,16-7,,Offensive rebound by Team
6:00.0,,,16-7,,J. Simmons misses free throw 2 of 2
6:00.0,,,16-7,,K. Anderson enters the game for M. Ginobili
5:58.0,Defensive rebound by K. Durant,,16-7,,
5:48.0,P. McCaw makes 3-pt shot from 24 ft (assist by K. Durant),3,19-7,,
5:48.0,,,19-7,,San Antonio full timeout
5:35.0,,,19-7,,J. Simmons misses 2-pt shot from 2 ft
5:34.0,Defensive rebound by P. McCaw,,19-7,,
5:23.0,S. Curry makes 2-pt shot from 3 ft (assist by D. Green),2,21-7,,
5:06.0,,,21-7,,K. Anderson misses 2-pt shot from 2 ft
5:05.0,Defensive rebound by D. Green,,21-7,,
4:57.0,K. Durant misses 3-pt shot from 25 ft,,21-7,,
4:56.0,,,21-7,,Defensive rebound by P. Mills
4:54.0,,,21-7,,Turnover by P. Mills (bad pass; steal by D. Green)
4:43.0,Turnover by S. Curry (lost ball; steal by K. Anderson),,21-7,,
4:35.0,,,21-7,,D. Green misses 3-pt shot from 25 ft
4:34.0,Defensive rebound by P. McCaw,,21-7,,
4:32.0,,,21-7,,Personal foul by J. Simmons (drawn by S. Curry)
4:32.0,,,21-7,,D. Murray enters the game for P. Mills
4:32.0,,,21-7,,B. Forbes enters the game for D. Green
4:32.0,J. McGee enters the game for D. Green,,21-7,,
4:32.0,A. Iguodala enters the game for P. McCaw,,21-7,,
4:32.0,,,21-7,,P. Gasol enters the game for L. Aldridge
4:30.0,Turnover by S. Curry (bad pass; steal by J. Simmons),,21-7,,
4:24.0,,,21-9,2,B. Forbes makes 2-pt shot from 22 ft (assist by J. Simmons)
4:23.0,Golden State full timeout,,21-9,,
4:09.0,Turnover by A. Iguodala (bad pass; steal by D. Murray),,21-9,,
3:56.0,,,21-9,,B. Forbes misses 2-pt shot from 19 ft
3:55.0,,,21-9,,Offensive rebound by P. Gasol
3:51.0,,,21-11,2,J. Simmons makes 2-pt shot from 17 ft (assist by P. Gasol)
3:36.0,S. Curry misses 3-pt shot from 25 ft,,21-11,,
3:35.0,,,21-11,,Defensive rebound by P. Gasol
3:28.0,Violation by J. McGee (def goaltending),,21-11,,
3:28.0,,,21-13,2,K. Anderson makes 2-pt shot from 6 ft
3:14.0,Shooting foul by P. Gasol (drawn by A. Iguodala),,21-13,,
3:14.0,A. Iguodala misses free throw 1 of 2,,21-13,,
3:14.0,Offensive rebound by Team,,21-13,,
3:14.0,A. Iguodala misses free throw 2 of 2,,21-13,,
3:14.0,S. Livingston enters the game for K. Thompson,,21-13,,
3:14.0,,,21-13,,M. Ginobili enters the game for J. Simmons
3:12.0,,,21-13,,Defensive rebound by P. Gasol
3:00.0,,,21-15,2,M. Ginobili makes 2-pt shot from 1 ft (assist by P. Gasol)
2:45.0,S. Curry misses 3-pt shot from 23 ft,,21-15,,
2:39.0,Offensive rebound by A. Iguodala,,21-15,,
2:39.0,S. Curry makes 3-pt shot from 25 ft (assist by A. Iguodala),3,24-15,,
2:28.0,D. Green enters the game for K. Durant,,24-15,,
2:26.0,Jump ball: M. Ginobili vs. J. McGee (D. Murray gains possession),,,,Jump ball: M. Ginobili vs. J. McGee (D. Murray gains possession)
2:23.0,Personal foul by S. Livingston (drawn by D. Murray),,24-15,,
2:16.0,,,24-15,,K. Anderson misses 2-pt shot from 9 ft
2:15.0,Defensive rebound by J. McGee,,24-15,,
2:07.0,D. Green misses 3-pt shot from 24 ft,,24-15,,
2:06.0,,,24-15,,Defensive rebound by D. Murray
1:59.0,,,24-15,,D. Murray misses 2-pt shot from 2 ft (block by J. McGee)
1:56.0,,,24-15,,Offensive rebound by K. Anderson
1:56.0,,,24-17,2,K. Anderson makes 2-pt shot from 1 ft
1:48.0,S. Curry misses 3-pt shot from 24 ft,,24-17,,
1:46.0,,,24-17,,Defensive rebound by K. Anderson
1:37.0,,,24-17,,B. Forbes misses 2-pt shot from 3 ft
1:36.0,Defensive rebound by D. Green,,24-17,,
1:19.0,D. Green makes 3-pt shot from 25 ft (assist by S. Livingston),3,27-17,,
1:05.0,,,27-17,,B. Forbes misses 2-pt shot from 19 ft
1:04.0,Defensive rebound by J. McGee,,27-17,,
0:55.0,,,27-17,,Personal foul by M. Ginobili (drawn by J. McGee)
0:48.0,J. McGee makes 2-pt shot at rim (assist by S. Curry),2,29-17,,
0:42.0,,,29-19,2,D. Murray makes 2-pt shot from 2 ft
0:42.0,,,29-19,,Shooting foul by D. Green (drawn by D. Murray)
0:42.0,,,29-19,,D. Murray misses free throw 1 of 1
0:42.0,Defensive rebound by K. Durant,,29-19,,
0:42.0,K. Durant enters the game for D. Green,,29-19,,
0:31.0,S. Curry makes 2-pt shot from 2 ft,2,31-19,,
0:14.0,,,31-19,,M. Ginobili misses 2-pt shot from 2 ft
0:14.0,Defensive rebound by Team,,31-19,,
0:00.0,S. Curry misses 3-pt shot from 25 ft,,31-19,,
0:00.0,Offensive rebound by Team,,31-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,K. Thompson makes 2-pt shot from 15 ft (assist by D. Green),2,33-19,,
11:28.0,Personal foul by D. West (drawn by L. Aldridge),,33-19,,
11:15.0,,,33-19,,D. Murray misses 2-pt shot from 6 ft
11:13.0,Defensive rebound by A. Iguodala,,33-19,,
11:00.0,K. Thompson misses 2-pt shot from 9 ft (block by D. Green),,33-19,,
10:59.0,,,33-19,,Defensive rebound by L. Aldridge
10:53.0,,,33-19,,D. Green misses 3-pt shot from 25 ft
10:52.0,Defensive rebound by K. Thompson,,33-19,,
10:43.0,Turnover by D. Green (bad pass; steal by D. Murray),,33-19,,
10:28.0,,,33-19,,Shooting foul by K. Thompson (drawn by M. Ginobili)
10:28.0,,,33-20,1,M. Ginobili makes free throw 1 of 2
10:28.0,,,33-21,1,M. Ginobili makes free throw 2 of 2
10:16.0,Shooting foul by M. Ginobili (drawn by D. Green),,33-21,,
10:16.0,D. Green misses free throw 1 of 2,,33-21,,
10:16.0,Offensive rebound by Team,,33-21,,
10:16.0,D. Green makes free throw 2 of 2,1,34-21,,
10:16.0,,,33-21,,J. Simmons enters the game for M. Ginobili
10:05.0,,,34-24,3,D. Green makes 3-pt shot from 24 ft (assist by D. Murray)
9:54.0,,,34-24,,Personal foul by J. Simmons (drawn by D. Green)
9:54.0,,,34-24,,P. Mills enters the game for B. Forbes
9:54.0,K. Durant enters the game for D. Green,,34-24,,
9:47.0,,,34-24,,Personal foul by D. Murray (drawn by K. Durant)
9:37.0,K. Durant makes 2-pt shot from 16 ft,2,36-24,,
9:14.0,,,36-27,3,P. Mills makes 3-pt shot from 26 ft (assist by L. Aldridge)
8:56.0,A. Iguodala misses 3-pt shot from 24 ft,,36-27,,
8:55.0,,,36-27,,Defensive rebound by L. Aldridge
8:36.0,,,36-29,2,L. Aldridge makes 2-pt shot from 2 ft (assist by D. Green)
8:28.0,Golden State full timeout,,36-29,,
8:20.0,K. Durant makes 2-pt shot from 11 ft (assist by D. West),2,38-29,,
8:05.0,,,38-29,,P. Mills misses 2-pt shot from 2 ft
8:03.0,Defensive rebound by D. West,,38-29,,
7:58.0,K. Durant makes 2-pt shot from 4 ft,2,40-29,,
7:53.0,,,40-29,,San Antonio full timeout
7:42.0,,,40-29,,Shooting foul by A. Iguodala (drawn by D. Green)
7:42.0,,,40-31,2,D. Green makes 2-pt shot from 3 ft (assist by L. Aldridge)
7:42.0,,,40-32,1,D. Green makes free throw 1 of 1
7:33.0,Turnover by A. Iguodala (bad pass; steal by D. Murray),,40-32,,
7:28.0,,,40-32,,D. Green misses 3-pt shot from 25 ft
7:26.0,Defensive rebound by A. Iguodala,,40-32,,
7:09.0,I. Clark makes 3-pt shot from 25 ft (assist by A. Iguodala),3,43-32,,
6:42.0,,,43-32,,J. Simmons misses 2-pt shot from 18 ft
6:41.0,Defensive rebound by K. Thompson,,43-32,,
6:29.0,I. Clark makes 2-pt shot from 8 ft (assist by K. Thompson),2,45-32,,
6:12.0,,,45-32,,L. Aldridge misses 2-pt shot from 16 ft
6:11.0,Defensive rebound by A. Iguodala,,45-32,,
6:08.0,,,45-32,,Shooting block foul by J. Simmons (drawn by K. Durant)
6:08.0,K. Durant makes free throw 1 of 2,1,46-32,,
6:08.0,K. Durant makes free throw 2 of 2,1,47-32,,
6:08.0,S. Livingston enters the game for I. Clark,,46-32,,
