time,Golden State,pts.away,score,pts.home,San Antonio
6:08.0,S. Curry enters the game for K. Thompson,,46-32,,
6:08.0,D. Green enters the game for A. Iguodala,,46-32,,
6:08.0,,,46-32,,K. Anderson enters the game for J. Simmons
5:56.0,,,47-32,,D. Murray misses 2-pt shot from 18 ft
5:55.0,Defensive rebound by S. Livingston,,47-32,,
5:48.0,K. Durant makes 2-pt shot from 18 ft (assist by D. Green),2,49-32,,
5:29.0,,,49-32,,P. Mills misses 2-pt shot from 19 ft
5:28.0,Defensive rebound by D. Green,,49-32,,
5:22.0,K. Durant misses 3-pt shot from 25 ft,,49-32,,
5:21.0,,,49-32,,Defensive rebound by L. Aldridge
5:07.0,,,49-32,,K. Anderson misses 2-pt shot from 22 ft
5:06.0,Defensive rebound by D. West,,49-32,,
4:54.0,D. West makes 2-pt shot at rim (assist by S. Livingston),2,51-32,,
4:30.0,,,51-34,2,K. Anderson makes 2-pt shot from 2 ft (assist by D. Green)
4:30.0,,,51-34,,Shooting foul by S. Curry (drawn by K. Anderson)
4:30.0,,,51-35,1,K. Anderson makes free throw 1 of 1
4:30.0,,,51-34,,P. Gasol enters the game for L. Aldridge
4:11.0,Turnover by S. Curry (bad pass; steal by D. Murray),,51-35,,
4:06.0,,,51-35,,D. Murray misses 2-pt shot from 2 ft (block by K. Durant)
4:03.0,,,51-35,,Offensive rebound by D. Green
4:03.0,,,51-35,,P. Mills misses 3-pt shot from 25 ft
4:03.0,,,51-35,,Offensive rebound by D. Murray
4:03.0,Personal foul by K. Durant (drawn by D. Murray),,51-35,,
4:03.0,,,51-36,1,D. Murray makes free throw 1 of 2
4:03.0,,,51-37,1,D. Murray makes free throw 2 of 2
4:03.0,,,51-36,,M. Ginobili enters the game for D. Green
4:03.0,K. Thompson enters the game for D. West,,51-36,,
3:50.0,D. Green makes 2-pt shot from 3 ft,2,53-37,,
3:39.0,,,53-37,,K. Anderson misses 2-pt shot from 4 ft
3:38.0,,,53-37,,Offensive rebound by P. Gasol
3:38.0,,,53-39,2,P. Gasol makes 2-pt shot from 3 ft
3:27.0,S. Livingston makes 2-pt shot from 9 ft,2,55-39,,
3:10.0,,,55-42,3,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili)
2:58.0,S. Livingston makes 2-pt shot from 9 ft,2,57-42,,
2:49.0,,,57-44,2,D. Murray makes 2-pt shot from 4 ft
2:37.0,Turnover by S. Curry (lost ball; steal by K. Anderson),,57-44,,
2:31.0,,,57-44,,P. Mills misses 3-pt shot from 25 ft
2:29.0,Defensive rebound by K. Thompson,,57-44,,
2:21.0,D. Green makes 2-pt shot at rim (assist by K. Durant),2,59-44,,
2:11.0,,,59-44,,K. Anderson misses 3-pt shot from 24 ft
2:10.0,Defensive rebound by S. Curry,,59-44,,
2:02.0,K. Thompson misses 3-pt shot from 24 ft,,59-44,,
2:01.0,,,59-44,,Defensive rebound by K. Anderson
1:48.0,,,59-46,2,P. Gasol makes 2-pt shot from 6 ft (assist by D. Murray)
1:48.0,Shooting block foul by S. Livingston (drawn by P. Gasol),,59-46,,
1:48.0,Official timeout,,59-46,,
1:48.0,,,59-46,,P. Gasol misses free throw 1 of 1
1:46.0,Defensive rebound by K. Thompson,,59-46,,
1:33.0,S. Curry makes 3-pt shot from 25 ft (assist by D. Green),3,62-46,,
1:20.0,,,62-48,2,K. Anderson makes 2-pt shot from 9 ft (assist by M. Ginobili)
1:20.0,,,62-48,,Shooting foul by S. Livingston (drawn by K. Anderson)
1:20.0,,,62-49,1,K. Anderson makes free throw 1 of 1
1:20.0,A. Iguodala enters the game for S. Livingston,,62-48,,
1:09.0,S. Curry makes 2-pt shot from 7 ft (assist by D. Green),2,64-49,,
1:00.0,,,64-51,2,P. Gasol makes 2-pt shot from 3 ft (assist by D. Murray)
0:49.0,,,64-51,,Personal foul by P. Mills
0:49.0,D. Green misses free throw 1 of 2,,64-51,,
0:49.0,Offensive rebound by Team,,64-51,,
0:49.0,D. Green makes free throw 2 of 2,1,65-51,,
0:34.0,,,65-51,,Turnover by D. Murray (bad pass)
0:21.0,D. Green misses 2-pt shot from 21 ft,,65-51,,
0:19.0,,,65-51,,Defensive rebound by P. Mills
0:00.0,,,65-51,,D. Murray misses 2-pt shot from 15 ft
0:00.0,,,65-51,,Offensive rebound by P. Gasol
0:00.0,,,65-51,,P. Gasol misses 2-pt shot from 2 ft
0:00.0,,,65-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,68-51,,
11:23.0,,,68-51,,L. Aldridge misses 2-pt shot from 9 ft
11:23.0,,,68-51,,Offensive rebound by M. Ginobili
11:14.0,,,68-51,,J. Simmons misses 2-pt shot from 10 ft
11:12.0,Defensive rebound by K. Durant,,68-51,,
11:00.0,Turnover by D. Green (bad pass; steal by M. Ginobili),,68-51,,
10:55.0,,,68-53,2,J. Simmons makes 2-pt shot at rim (assist by M. Ginobili)
10:33.0,P. McCaw makes 3-pt shot from 23 ft (assist by S. Curry),3,71-53,,
10:18.0,,,71-53,,Shooting foul by K. Durant
10:18.0,,,71-54,1,P. Mills makes free throw 1 of 3
10:18.0,,,71-55,1,P. Mills makes free throw 2 of 3
10:18.0,,,71-56,1,P. Mills makes free throw 3 of 3
9:56.0,K. Thompson misses 2-pt shot from 10 ft,,71-56,,
9:56.0,Offensive rebound by K. Durant,,71-56,,
9:56.0,Shooting foul by L. Aldridge (drawn by K. Durant),,71-56,,
9:56.0,K. Durant makes free throw 1 of 2,1,72-56,,
9:56.0,K. Durant makes free throw 2 of 2,1,73-56,,
9:35.0,,,73-56,,J. Simmons misses 3-pt shot from 25 ft
9:34.0,Defensive rebound by D. Green,,73-56,,
9:25.0,S. Curry misses 2-pt shot from 16 ft,,73-56,,
9:24.0,,,73-56,,Defensive rebound by D. Green
9:18.0,,,73-56,,P. Mills misses 3-pt shot from 22 ft
9:17.0,Defensive rebound by K. Durant,,73-56,,
9:05.0,K. Durant makes 3-pt shot from 25 ft (assist by P. McCaw),3,76-56,,
8:52.0,,,76-56,,M. Ginobili misses 2-pt shot from 16 ft
8:51.0,Defensive rebound by K. Durant,,76-56,,
8:48.0,Turnover by K. Durant (bad pass),,76-56,,
8:31.0,,,76-56,,D. Green misses 2-pt shot from 14 ft
8:30.0,Defensive rebound by P. McCaw,,76-56,,
8:25.0,Shooting foul by L. Aldridge (drawn by D. Green),,76-56,,
8:25.0,D. Green makes free throw 1 of 2,1,77-56,,
8:25.0,D. Green makes free throw 2 of 2,1,78-56,,
8:25.0,,,77-56,,B. Forbes enters the game for P. Mills
8:06.0,,,78-58,2,L. Aldridge makes 2-pt shot from 12 ft (assist by D. Green)
7:48.0,Turnover by S. Curry (bad pass; steal by M. Ginobili),,78-58,,
7:35.0,,,78-58,,D. Green misses 3-pt shot from 24 ft
7:34.0,Defensive rebound by K. Durant,,78-58,,
7:21.0,Turnover by K. Durant (lost ball; steal by M. Ginobili),,78-58,,
7:18.0,,,78-58,,Shooting foul by P. McCaw (drawn by J. Simmons)
7:18.0,,,78-59,1,J. Simmons makes free throw 1 of 2
7:18.0,,,78-60,1,J. Simmons makes free throw 2 of 2
6:55.0,P. McCaw misses 3-pt shot from 24 ft,,78-60,,
6:54.0,,,78-60,,Defensive rebound by L. Aldridge
6:43.0,,,78-60,,Turnover by M. Ginobili (bad pass; steal by D. Green)
6:37.0,S. Curry misses 3-pt shot from 25 ft,,78-60,,
6:36.0,,,78-60,,Defensive rebound by B. Forbes
6:25.0,,,78-62,2,L. Aldridge makes 2-pt shot from 18 ft (assist by J. Simmons)
6:25.0,Golden State full timeout,,78-62,,
6:25.0,,,78-62,,D. Murray enters the game for M. Ginobili
6:16.0,,,78-62,,Personal foul by D. Murray (drawn by S. Curry)
6:01.0,S. Curry makes 2-pt shot from 2 ft (assist by D. Green),2,80-62,,
5:46.0,Personal block foul by S. Curry (drawn by B. Forbes),,80-62,,
5:40.0,,,80-62,,J. Simmons misses 2-pt shot from 3 ft (block by P. McCaw)
5:39.0,Defensive rebound by K. Thompson,,80-62,,
5:27.0,D. Green misses 2-pt shot from 7 ft (block by B. Forbes),,80-62,,
5:26.0,,,80-62,,Defensive rebound by D. Green
5:22.0,,,80-62,,Shooting foul by K. Thompson (drawn by B. Forbes)
5:22.0,,,80-63,1,B. Forbes makes free throw 1 of 2
5:22.0,,,80-64,1,B. Forbes makes free throw 2 of 2
5:09.0,S. Curry misses 3-pt shot from 25 ft,,80-64,,
5:08.0,,,80-64,,Defensive rebound by J. Simmons
4:56.0,,,80-64,,Shooting foul by P. McCaw (drawn by B. Forbes)
4:56.0,,,80-65,1,B. Forbes makes free throw 1 of 2
4:56.0,,,80-66,1,B. Forbes makes free throw 2 of 2
4:56.0,J. McGee enters the game for P. McCaw,,80-65,,
4:56.0,A. Iguodala enters the game for D. Green,,80-65,,
4:56.0,,,80-65,,P. Gasol enters the game for L. Aldridge
4:56.0,,,80-65,,K. Anderson enters the game for D. Green
4:33.0,K. Thompson misses 3-pt shot from 23 ft,,80-66,,
4:32.0,Offensive rebound by J. McGee,,80-66,,
4:28.0,K. Thompson makes 2-pt shot from 2 ft (assist by S. Curry),2,82-66,,
4:10.0,,,82-69,3,J. Simmons makes 3-pt shot from 25 ft (assist by D. Murray)
3:57.0,K. Thompson misses 3-pt shot from 25 ft,,82-69,,
3:56.0,,,82-69,,Defensive rebound by Team
3:48.0,,,82-69,,Shooting foul by J. McGee (drawn by D. Murray)
3:48.0,,,82-70,1,D. Murray makes free throw 1 of 2
3:48.0,,,82-71,1,D. Murray makes free throw 2 of 2
3:31.0,S. Curry makes 3-pt shot from 24 ft (assist by K. Durant),3,85-71,,
3:14.0,,,85-71,,J. Simmons misses 2-pt shot from 3 ft
3:10.0,,,85-71,,Offensive rebound by J. Simmons
3:10.0,Turnover by J. McGee (bad pass; steal by D. Murray),,85-71,,
3:10.0,,,85-73,2,J. Simmons makes 2-pt shot at rim
2:49.0,,,85-75,2,B. Forbes makes 2-pt shot from 19 ft (assist by J. Simmons)
2:33.0,K. Durant makes 2-pt shot from 11 ft,2,87-75,,
2:32.0,,,87-75,,San Antonio full timeout
2:32.0,S. Livingston enters the game for J. McGee,,87-75,,
2:32.0,D. Green enters the game for K. Thompson,,87-75,,
2:23.0,,,87-75,,Turnover by D. Murray (bad pass; steal by A. Iguodala)
2:18.0,A. Iguodala misses 2-pt shot at rim,,87-75,,
2:16.0,,,87-75,,Defensive rebound by J. Simmons
2:05.0,,,87-75,,J. Simmons misses 3-pt shot from 24 ft
2:03.0,Defensive rebound by A. Iguodala,,87-75,,
1:59.0,K. Durant misses 2-pt shot from 4 ft (block by J. Simmons),,87-75,,
1:59.0,Offensive rebound by Team,,87-75,,
1:59.0,,,87-75,,M. Ginobili enters the game for J. Simmons
1:49.0,D. Green makes 3-pt shot from 24 ft (assist by S. Curry),3,90-75,,
1:32.0,,,90-75,,B. Forbes misses 2-pt shot from 16 ft
1:31.0,Defensive rebound by A. Iguodala,,90-75,,
1:18.0,S. Curry makes 3-pt shot from 25 ft,3,93-75,,
1:07.0,,,93-75,,P. Gasol misses 2-pt shot from 14 ft
1:06.0,Defensive rebound by K. Durant,,93-75,,
0:55.0,Shooting foul by M. Ginobili (drawn by S. Curry),,93-75,,
0:55.0,S. Curry makes free throw 1 of 2,1,94-75,,
0:55.0,S. Curry makes free throw 2 of 2,1,95-75,,
0:55.0,M. Barnes enters the game for K. Durant,,94-75,,
0:40.0,,,95-75,,Shooting foul by A. Iguodala (drawn by K. Anderson)
0:40.0,,,95-75,,K. Anderson misses free throw 1 of 2
0:40.0,,,95-75,,Offensive rebound by Team
0:40.0,,,95-76,1,K. Anderson makes free throw 2 of 2
0:32.0,S. Curry misses 3-pt shot from 26 ft,,95-76,,
0:31.0,,,95-76,,Defensive rebound by P. Gasol
0:11.0,,,95-78,2,K. Anderson makes 2-pt shot at rim (assist by M. Ginobili)
0:05.0,Shooting foul by K. Anderson (drawn by S. Livingston),,95-78,,
0:05.0,S. Livingston misses free throw 1 of 2,,95-78,,
0:05.0,Offensive rebound by Team,,95-78,,
0:05.0,S. Livingston makes free throw 2 of 2,1,96-78,,
0:05.0,P. McCaw enters the game for S. Curry,,95-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,96-80,2,P. Gasol makes 2-pt shot from 5 ft (assist by D. Murray)
11:29.0,,,96-80,,Personal foul by P. Gasol (drawn by D. West)
11:18.0,A. Iguodala misses 3-pt shot from 23 ft,,96-80,,
11:17.0,,,96-80,,Defensive rebound by K. Anderson
11:06.0,,,96-82,2,M. Ginobili makes 2-pt shot from 1 ft (assist by D. Murray)
10:51.0,D. Green misses 3-pt shot from 25 ft,,96-82,,
10:50.0,,,96-82,,Defensive rebound by K. Anderson
10:39.0,,,96-82,,M. Ginobili misses 3-pt shot from 26 ft
10:39.0,Defensive rebound by I. Clark,,96-82,,
10:32.0,A. Iguodala makes 2-pt shot from 2 ft (assist by I. Clark),2,98-82,,
10:32.0,Shooting foul by P. Gasol (drawn by A. Iguodala),,98-82,,
10:32.0,A. Iguodala makes free throw 1 of 1,1,99-82,,
10:22.0,,,99-82,,Turnover by D. Murray (bad pass; steal by A. Iguodala)
10:18.0,A. Iguodala makes 2-pt shot at rim,2,101-82,,
10:18.0,,,101-82,,San Antonio full timeout
10:05.0,,,101-84,2,K. Anderson makes 2-pt shot from 8 ft (assist by M. Ginobili)
9:44.0,I. Clark misses 3-pt shot from 23 ft,,101-84,,
9:43.0,Offensive rebound by I. Clark,,101-84,,
9:39.0,I. Clark misses 2-pt shot from 7 ft,,101-84,,
9:37.0,,,101-84,,Defensive rebound by P. Gasol
9:30.0,,,101-84,,Turnover by P. Mills (bad pass; steal by I. Clark)
9:24.0,A. Iguodala makes 2-pt shot from 2 ft (assist by I. Clark),2,103-84,,
9:14.0,Personal foul by D. West (drawn by P. Gasol),,103-84,,
9:07.0,,,103-86,2,M. Ginobili makes 2-pt shot from 2 ft (assist by D. Murray)
8:48.0,Shooting foul by D. Murray (drawn by K. Thompson),,103-86,,
8:48.0,K. Thompson makes free throw 1 of 2,1,104-86,,
8:48.0,K. Thompson makes free throw 2 of 2,1,105-86,,
8:48.0,,,104-86,,B. Forbes enters the game for D. Murray
8:48.0,K. Durant enters the game for D. Green,,104-86,,
8:39.0,,,105-88,2,P. Mills makes 2-pt shot from 19 ft
8:16.0,Shooting foul by B. Forbes (drawn by K. Thompson),,105-88,,
8:16.0,K. Thompson misses free throw 1 of 2,,105-88,,
8:16.0,Offensive rebound by Team,,105-88,,
8:16.0,K. Thompson makes free throw 2 of 2,1,106-88,,
8:05.0,,,106-88,,B. Forbes misses 3-pt shot from 23 ft
8:04.0,Defensive rebound by K. Durant,,106-88,,
7:57.0,K. Durant makes 2-pt shot from 17 ft,2,108-88,,
7:42.0,Personal foul by A. Iguodala (drawn by M. Ginobili),,108-88,,
7:38.0,,,108-91,3,P. Mills makes 3-pt shot from 25 ft (assist by K. Anderson)
7:21.0,Turnover by K. Durant (bad pass; steal by K. Anderson),,108-91,,
7:13.0,,,108-94,3,M. Ginobili makes 3-pt shot from 24 ft (assist by P. Mills)
