time,Miami,pts.away,score,pts.home,Brooklyn
8:20.0,G. Dragic enters the game for W. Ellington,,83-81,,
8:20.0,,,83-81,,R. Hollis-Jefferson enters the game for J. Harris
8:19.0,,,83-81,,B. Bogdanovic enters the game for T. Booker
8:19.0,R. McGruder enters the game for J. Johnson,,83-81,,
8:02.0,Turnover by R. McGruder (lost ball),,83-81,,
7:42.0,,,83-81,,R. Hollis-Jefferson misses 2-pt shot from 2 ft
7:41.0,,,83-81,,Offensive rebound by R. Hollis-Jefferson
7:38.0,,,83-83,2,B. Lopez makes 2-pt shot from 7 ft (assist by R. Hollis-Jefferson)
7:24.0,T. Johnson makes 2-pt shot from 8 ft (assist by G. Dragic),2,85-83,,
7:12.0,Shooting block foul by H. Whiteside (drawn by B. Lopez),,85-83,,
7:12.0,,,85-84,1,B. Lopez makes free throw 1 of 2
7:12.0,,,85-84,,B. Lopez misses free throw 2 of 2
7:12.0,J. Johnson enters the game for H. Whiteside,,85-84,,
7:11.0,Defensive rebound by J. Johnson,,85-84,,
6:55.0,Turnover by T. Johnson (lost ball),,85-84,,
6:55.0,,,85-84,,J. Harris enters the game for C. LeVert
6:47.0,,,85-84,,Turnover by R. Foye (bad pass; steal by T. Johnson)
6:38.0,J. Johnson makes 2-pt shot from 13 ft (assist by G. Dragic),2,87-84,,
6:17.0,,,87-84,,Turnover by B. Lopez (bad pass; steal by R. McGruder)
6:12.0,Shooting foul by J. Harris (drawn by O. White),,87-84,,
6:12.0,O. White makes free throw 1 of 2,1,88-84,,
6:12.0,O. White makes free throw 2 of 2,1,89-84,,
6:03.0,,,89-84,,Turnover by J. Harris (bad pass)
5:43.0,R. McGruder misses 2-pt shot from 6 ft,,89-84,,
5:42.0,Offensive rebound by R. McGruder,,89-84,,
5:41.0,R. McGruder makes 2-pt shot from 2 ft,2,91-84,,
5:26.0,,,91-84,,Shooting foul by O. White (drawn by R. Hollis-Jefferson)
5:26.0,,,91-84,,Brooklyn full timeout
5:26.0,,,91-85,1,R. Hollis-Jefferson makes free throw 1 of 2
5:26.0,,,91-85,,R. Hollis-Jefferson misses free throw 2 of 2
5:26.0,,,91-84,,C. LeVert enters the game for J. Harris
5:25.0,Defensive rebound by J. Johnson,,91-85,,
5:06.0,O. White makes 3-pt shot from 24 ft (assist by J. Johnson),3,94-85,,
4:52.0,,,94-87,2,R. Foye makes 2-pt shot from 3 ft (assist by R. Hollis-Jefferson)
4:29.0,T. Johnson misses 2-pt shot from 2 ft,,94-87,,
4:28.0,,,94-87,,Defensive rebound by B. Lopez
4:24.0,,,94-87,,Shooting foul by O. White (drawn by R. Foye)
4:24.0,,,94-88,1,R. Foye makes free throw 1 of 2
4:24.0,,,94-89,1,R. Foye makes free throw 2 of 2
4:09.0,R. McGruder misses 2-pt shot from 8 ft,,94-89,,
4:08.0,,,94-89,,Defensive rebound by B. Lopez
3:59.0,,,94-89,,R. Foye misses 2-pt shot from 2 ft
3:58.0,Defensive rebound by G. Dragic,,94-89,,
3:53.0,G. Dragic makes 2-pt shot from 13 ft,2,96-89,,
3:36.0,,,96-91,2,C. LeVert makes 2-pt shot from 2 ft
3:23.0,G. Dragic makes 2-pt shot from 12 ft,2,98-91,,
3:08.0,,,98-91,,B. Bogdanovic misses 3-pt shot from 24 ft
3:07.0,,,98-91,,Offensive rebound by R. Foye
3:01.0,,,98-93,2,R. Foye makes 2-pt shot from 2 ft
3:01.0,Miami full timeout,,98-93,,
2:41.0,G. Dragic misses 2-pt shot from 16 ft,,98-93,,
2:40.0,,,98-93,,Defensive rebound by B. Bogdanovic
2:33.0,,,98-93,,Turnover by R. Foye (bad pass; steal by G. Dragic)
2:15.0,J. Johnson makes 2-pt shot from 19 ft,2,100-93,,
2:02.0,,,100-95,2,B. Lopez makes 2-pt shot at rim (assist by R. Foye)
1:44.0,O. White makes 2-pt shot at rim (assist by J. Johnson),2,102-95,,
1:27.0,,,102-97,2,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by C. LeVert)
1:08.0,T. Johnson misses 3-pt shot from 25 ft,,102-97,,
1:07.0,Offensive rebound by O. White,,102-97,,
0:44.0,G. Dragic makes 2-pt shot from 4 ft,2,104-97,,
0:44.0,,,104-97,,Brooklyn full timeout
0:44.0,,,104-97,,J. Hamilton enters the game for R. Hollis-Jefferson
0:39.0,,,104-97,,R. Foye misses 2-pt shot from 10 ft (block by J. Johnson)
0:38.0,,,104-97,,Offensive rebound by Team
0:37.0,,,104-97,,B. Lopez misses 3-pt shot from 26 ft
0:35.0,Defensive rebound by J. Johnson,,104-97,,
0:33.0,,,104-97,,Personal foul by B. Bogdanovic (drawn by J. Johnson)
0:33.0,,,104-97,,R. Hollis-Jefferson enters the game for J. Hamilton
0:33.0,Miami full timeout,,104-97,,
0:33.0,,,104-97,,S. Dinwiddie enters the game for B. Bogdanovic
0:33.0,,,104-97,,T. Booker enters the game for B. Lopez
0:25.0,,,104-97,,Personal foul by C. LeVert (drawn by J. Johnson)
0:25.0,J. Johnson makes free throw 1 of 2,1,105-97,,
0:25.0,J. Johnson makes free throw 2 of 2,1,106-97,,
0:25.0,,,106-97,,Brooklyn full timeout
0:25.0,,,105-97,,B. Lopez enters the game for S. Dinwiddie
0:25.0,,,105-97,,J. Hamilton enters the game for T. Booker
0:25.0,,,105-97,,B. Bogdanovic enters the game for R. Hollis-Jefferson
0:22.0,,,106-97,,Turnover by R. Foye (bad pass)
0:22.0,,,106-97,,Personal foul by B. Bogdanovic (drawn by T. Johnson)
0:22.0,T. Johnson makes free throw 1 of 2,1,107-97,,
0:22.0,T. Johnson makes free throw 2 of 2,1,108-97,,
0:22.0,W. Ellington enters the game for G. Dragic,,107-97,,
0:16.0,,,108-99,2,R. Foye makes 2-pt shot from 3 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
