time,New Orleans,pts.away,score,pts.home,Golden State
1:02.0,,,97-121,,J. McAdoo misses 3-pt shot from 25 ft
1:00.0,,,97-121,,Offensive rebound by J. McGee
1:00.0,,,97-123,2,J. McGee makes 2-pt shot at rim
0:41.0,J. Crawford makes 2-pt shot from 17 ft,2,99-123,,
0:33.0,Personal foul by Q. Cook (drawn by I. Clark),,99-123,,
0:29.0,,,99-123,,I. Clark misses 2-pt shot from 19 ft
0:28.0,,,99-123,,Offensive rebound by Team
0:13.0,,,99-123,,J. McAdoo misses 2-pt shot from 14 ft
0:11.0,Defensive rebound by C. Diallo,,99-123,,
0:05.0,Q. Cook makes 2-pt shot from 1 ft,2,101-123,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
