time,LA Clippers,pts.away,score,pts.home,Utah
5:39.0,,,15-16,2,G. Hayward makes 2-pt shot from 15 ft (assist by D. Favors)
5:15.0,B. Griffin misses 2-pt shot from 21 ft,,15-16,,
5:14.0,,,15-16,,Defensive rebound by D. Favors
5:02.0,,,15-18,2,G. Hill makes 2-pt shot from 12 ft
4:50.0,L. Mbah a Moute misses 2-pt shot from 20 ft,,15-18,,
4:49.0,,,15-18,,Defensive rebound by J. Ingles
4:39.0,,,15-18,,Shooting foul by L. Mbah a Moute (drawn by G. Hayward)
4:39.0,,,15-19,1,G. Hayward makes free throw 1 of 2
4:39.0,,,15-19,,G. Hayward misses free throw 2 of 2
4:39.0,J. Crawford enters the game for J. Redick,,15-19,,
4:39.0,,,15-19,,S. Mack enters the game for G. Hill
4:39.0,,,15-19,,R. Hood enters the game for J. Ingles
4:38.0,Defensive rebound by D. Jordan,,15-19,,
4:23.0,B. Griffin makes 2-pt shot from 3 ft,2,17-19,,
4:06.0,,,17-19,,J. Johnson misses 3-pt shot from 24 ft
4:06.0,Defensive rebound by D. Jordan,,17-19,,
3:56.0,C. Paul makes 2-pt shot from 13 ft,2,19-19,,
3:35.0,,,19-21,2,R. Hood makes 2-pt shot from 9 ft
3:19.0,L. Mbah a Moute misses 3-pt shot from 22 ft,,19-21,,
3:19.0,,,19-21,,Defensive rebound by S. Mack
2:56.0,,,19-24,3,G. Hayward makes 3-pt shot from 23 ft (assist by J. Johnson)
2:42.0,C. Paul makes 2-pt shot from 17 ft,2,21-24,,
2:41.0,,,21-24,,Utah full timeout
2:41.0,P. Pierce enters the game for B. Griffin,,21-24,,
2:41.0,,,21-24,,B. Diaw enters the game for D. Favors
2:41.0,,,21-24,,G. Hill enters the game for S. Mack
2:17.0,,,21-27,3,J. Johnson makes 3-pt shot from 28 ft (assist by G. Hill)
1:53.0,Turnover by D. Jordan (lost ball; steal by B. Diaw),,21-27,,
1:43.0,,,21-29,2,J. Johnson makes 2-pt shot from 16 ft
1:22.0,P. Pierce misses 3-pt shot from 24 ft,,21-29,,
1:21.0,,,21-29,,Defensive rebound by G. Hayward
1:13.0,,,21-29,,Turnover by J. Johnson (lost ball; steal by J. Crawford)
1:05.0,J. Crawford misses 3-pt shot from 24 ft,,21-29,,
1:05.0,,,21-29,,Defensive rebound by G. Hayward
0:48.0,,,21-31,2,G. Hayward makes 2-pt shot from 1 ft (assist by G. Hill)
0:39.0,,,21-31,,Personal foul by J. Johnson (drawn by D. Jordan)
0:39.0,D. Jordan misses free throw 1 of 2,,21-31,,
0:39.0,Offensive rebound by Team,,21-31,,
0:39.0,D. Jordan misses free throw 2 of 2,,21-31,,
0:39.0,,,21-31,,Defensive rebound by G. Hayward
0:39.0,R. Felton enters the game for C. Paul,,21-31,,
0:39.0,W. Johnson enters the game for L. Mbah a Moute,,21-31,,
0:32.0,,,21-31,,Shooting foul by W. Johnson (drawn by G. Hayward)
0:32.0,,,21-32,1,G. Hayward makes free throw 1 of 3
0:32.0,,,21-33,1,G. Hayward makes free throw 2 of 3
0:32.0,,,21-34,1,G. Hayward makes free throw 3 of 3
0:32.0,M. Speights enters the game for D. Jordan,,21-33,,
0:16.0,J. Crawford misses 2-pt shot from 3 ft (block by G. Hayward),,21-34,,
0:15.0,,,21-34,,Defensive rebound by G. Hayward
0:01.0,,,21-34,,G. Hill misses 2-pt shot from 15 ft
0:00.0,Defensive rebound by P. Pierce,,21-34,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,21-34,,Shooting foul by M. Speights (drawn by R. Hood)
11:46.0,,,21-34,,R. Hood misses free throw 1 of 3
11:46.0,,,21-34,,Offensive rebound by Team
11:46.0,,,21-34,,R. Hood misses free throw 2 of 3
11:46.0,,,21-34,,Offensive rebound by Team
11:46.0,,,21-35,1,R. Hood makes free throw 3 of 3
11:26.0,M. Speights makes 2-pt shot from 11 ft,2,23-35,,
11:00.0,,,23-35,,S. Mack misses 3-pt shot from 24 ft
10:59.0,Defensive rebound by W. Johnson,,23-35,,
10:47.0,R. Felton makes 2-pt shot from 2 ft,2,25-35,,
10:23.0,,,25-38,3,R. Hood makes 3-pt shot from 25 ft
10:01.0,B. Griffin misses 2-pt shot from 10 ft,,25-38,,
10:01.0,,,25-38,,Defensive rebound by S. Mack
9:45.0,,,25-38,,R. Hood misses 3-pt shot from 24 ft
9:44.0,Defensive rebound by B. Griffin,,25-38,,
9:30.0,R. Felton makes 2-pt shot from 2 ft,2,27-38,,
9:09.0,,,27-38,,Shooting foul by R. Felton (drawn by J. Johnson)
9:09.0,,,27-39,1,J. Johnson makes free throw 1 of 2
9:09.0,,,27-40,1,J. Johnson makes free throw 2 of 2
9:09.0,J. Redick enters the game for W. Johnson,,27-39,,
8:48.0,Turnover by J. Crawford (bad pass; steal by B. Diaw),,27-40,,
8:32.0,,,27-40,,J. Johnson misses 2-pt shot from 12 ft
8:31.0,Defensive rebound by B. Griffin,,27-40,,
8:15.0,R. Felton makes 3-pt shot from 23 ft (assist by B. Griffin),3,30-40,,
8:15.0,,,30-40,,Utah full timeout
8:15.0,,,30-40,,G. Hayward enters the game for R. Hood
8:15.0,,,30-40,,D. Favors enters the game for J. Johnson
8:00.0,,,30-40,,Turnover by B. Diaw (bad pass; steal by M. Speights)
7:42.0,J. Crawford misses 2-pt shot from 15 ft,,30-40,,
7:41.0,,,30-40,,Defensive rebound by D. Favors
7:18.0,,,30-42,2,G. Hayward makes 2-pt shot from 11 ft
7:02.0,J. Redick makes 3-pt shot from 25 ft (assist by B. Griffin),3,33-42,,
6:47.0,,,33-42,,J. Ingles misses 3-pt shot from 26 ft
6:47.0,Defensive rebound by B. Griffin,,33-42,,
6:35.0,B. Griffin misses 2-pt shot from 4 ft,,33-42,,
6:35.0,,,33-42,,Defensive rebound by S. Mack
6:30.0,,,33-42,,S. Mack misses 2-pt shot from 2 ft (block by M. Speights)
6:30.0,,,33-42,,Offensive rebound by Team
6:30.0,,,33-42,,Technical foul by Team
6:30.0,J. Crawford makes technical free throw,1,34-42,,
6:30.0,C. Paul enters the game for R. Felton,,34-42,,
6:30.0,L. Mbah a Moute enters the game for J. Crawford,,34-42,,
6:30.0,,,34-42,,G. Hill enters the game for S. Mack
6:26.0,Personal foul by L. Mbah a Moute (drawn by G. Hayward),,34-42,,
6:12.0,,,34-45,3,J. Ingles makes 3-pt shot from 23 ft (assist by G. Hayward)
6:12.0,,,34-45,,Shooting foul by J. Redick (drawn by J. Ingles)
6:12.0,,,34-45,,J. Ingles misses free throw 1 of 1
6:11.0,Defensive rebound by B. Griffin,,34-45,,
5:52.0,J. Redick misses 3-pt shot from 24 ft,,34-45,,
5:51.0,,,34-45,,Defensive rebound by G. Hill
5:42.0,,,34-45,,J. Ingles misses 3-pt shot from 23 ft
5:41.0,Defensive rebound by B. Griffin,,34-45,,
5:30.0,M. Speights makes 3-pt shot from 25 ft (assist by C. Paul),3,37-45,,
5:29.0,,,37-45,,Utah full timeout
5:29.0,,,37-45,,Utah full timeout
5:29.0,,,37-45,,R. Hood enters the game for J. Ingles
5:29.0,,,37-45,,J. Johnson enters the game for B. Diaw
5:17.0,,,37-45,,Turnover by D. Favors (bad pass; steal by L. Mbah a Moute)
5:08.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by C. Paul),2,39-45,,
4:43.0,,,39-47,2,G. Hill makes 2-pt shot from 5 ft
4:19.0,B. Griffin makes 2-pt shot from 17 ft (assist by C. Paul),2,41-47,,
3:58.0,,,41-47,,Turnover by G. Hayward (bad pass; steal by B. Griffin)
3:53.0,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul),2,43-47,,
3:33.0,,,43-47,,J. Johnson misses 3-pt shot from 24 ft
3:33.0,Defensive rebound by M. Speights,,43-47,,
3:18.0,LA Clippers full timeout,,43-47,,
3:18.0,D. Jordan enters the game for B. Griffin,,43-47,,
3:18.0,,,43-47,,J. Ingles enters the game for R. Hood
3:11.0,C. Paul makes 2-pt shot from 15 ft,2,45-47,,
2:55.0,,,45-47,,G. Hayward misses 2-pt shot from 2 ft
2:54.0,Defensive rebound by D. Jordan,,45-47,,
2:52.0,Turnover by D. Jordan (bad pass; steal by J. Ingles),,45-47,,
2:47.0,,,45-49,2,G. Hill makes 2-pt shot from 9 ft (assist by J. Ingles)
2:33.0,Shooting foul by G. Hill (drawn by C. Paul),,45-49,,
2:33.0,C. Paul makes free throw 1 of 2,1,46-49,,
2:33.0,C. Paul makes free throw 2 of 2,1,47-49,,
2:15.0,,,47-51,2,D. Favors makes 2-pt shot at rim (assist by G. Hayward)
2:01.0,M. Speights misses 3-pt shot from 25 ft,,47-51,,
2:01.0,,,47-51,,Defensive rebound by D. Favors
1:42.0,,,47-51,,Turnover by J. Ingles (bad pass; steal by C. Paul)
1:37.0,,,47-51,,Personal foul by J. Johnson (drawn by C. Paul)
1:32.0,Offensive foul by J. Redick,,47-51,,
1:32.0,Turnover by J. Redick (offensive foul),,47-51,,
1:11.0,,,47-53,2,J. Johnson makes 2-pt shot from 6 ft
0:56.0,M. Speights misses 3-pt shot from 23 ft,,47-53,,
0:55.0,Offensive rebound by D. Jordan,,47-53,,
0:53.0,D. Jordan misses 2-pt shot from 3 ft,,47-53,,
0:52.0,,,47-53,,Defensive rebound by J. Johnson
0:44.0,,,47-53,,J. Johnson misses 3-pt shot from 25 ft
0:43.0,,,47-53,,Offensive rebound by D. Favors
0:36.0,,,47-56,3,J. Ingles makes 3-pt shot from 24 ft (assist by G. Hayward)
0:21.0,D. Jordan makes 2-pt shot from 3 ft (assist by C. Paul),2,49-56,,
0:02.0,,,49-56,,Shooting foul by C. Paul (drawn by G. Hayward)
0:02.0,,,49-57,1,G. Hayward makes free throw 1 of 2
0:02.0,,,49-58,1,G. Hayward makes free throw 2 of 2
0:02.0,,,49-57,,R. Hood enters the game for J. Johnson
0:02.0,,,49-57,,S. Mack enters the game for G. Hill
0:01.0,J. Crawford enters the game for L. Mbah a Moute,,49-58,,
0:01.0,R. Felton enters the game for D. Jordan,,49-58,,
0:00.0,C. Paul misses 3-pt shot from 51 ft,,49-58,,
0:00.0,Offensive rebound by Team,,49-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,Personal foul by L. Mbah a Moute (drawn by G. Hayward),,49-58,,
11:38.0,,,49-58,,G. Hayward misses 3-pt shot from 25 ft
11:37.0,Defensive rebound by C. Paul,,49-58,,
11:31.0,C. Paul misses 2-pt shot from 18 ft,,49-58,,
11:30.0,,,49-58,,Defensive rebound by D. Favors
11:18.0,,,49-58,,G. Hill misses 2-pt shot from 13 ft
11:17.0,,,49-58,,Offensive rebound by G. Hill
11:17.0,,,49-58,,Shooting foul by J. Redick (drawn by G. Hill)
11:17.0,,,49-58,,G. Hill misses free throw 1 of 2
11:17.0,,,49-58,,Offensive rebound by Team
11:17.0,,,49-59,1,G. Hill makes free throw 2 of 2
10:59.0,,,49-59,,Personal foul by J. Ingles (drawn by D. Jordan)
10:46.0,J. Redick misses 3-pt shot from 25 ft,,49-59,,
10:45.0,,,49-59,,Defensive rebound by B. Diaw
10:27.0,,,49-61,2,G. Hill makes 2-pt shot from 9 ft
10:15.0,L. Mbah a Moute makes 2-pt shot from 22 ft (assist by D. Jordan),2,51-61,,
9:48.0,,,51-61,,G. Hill misses 2-pt shot from 1 ft
9:48.0,Defensive rebound by M. Speights,,51-61,,
9:40.0,C. Paul makes 2-pt shot from 2 ft,2,53-61,,
9:19.0,,,53-61,,J. Ingles misses 3-pt shot from 25 ft
9:18.0,Defensive rebound by J. Redick,,53-61,,
9:10.0,Shooting foul by B. Diaw (drawn by M. Speights),,53-61,,
9:10.0,M. Speights misses free throw 1 of 2,,53-61,,
9:10.0,Offensive rebound by Team,,53-61,,
9:10.0,M. Speights makes free throw 2 of 2,1,54-61,,
8:51.0,,,54-61,,Shooting foul by M. Speights (drawn by G. Hayward)
8:51.0,,,54-63,2,G. Hayward makes 2-pt shot from 3 ft
8:51.0,,,54-64,1,G. Hayward makes free throw 1 of 1
8:36.0,,,54-64,,Personal foul by J. Ingles (drawn by C. Paul)
8:30.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,56-64,,
8:12.0,,,56-64,,Shooting foul by D. Jordan (drawn by B. Diaw)
8:12.0,,,56-65,1,B. Diaw makes free throw 1 of 2
8:12.0,,,56-66,1,B. Diaw makes free throw 2 of 2
7:59.0,,,56-66,,Personal foul by D. Favors (drawn by D. Jordan)
7:51.0,M. Speights makes 2-pt shot from 2 ft (assist by L. Mbah a Moute),2,58-66,,
7:22.0,,,58-66,,J. Ingles misses 3-pt shot from 25 ft
7:21.0,Defensive rebound by M. Speights,,58-66,,
7:18.0,,,58-66,,Personal foul by J. Ingles (drawn by L. Mbah a Moute)
7:18.0,L. Mbah a Moute misses free throw 1 of 2,,58-66,,
7:18.0,Offensive rebound by Team,,58-66,,
7:18.0,L. Mbah a Moute makes free throw 2 of 2,1,59-66,,
7:18.0,,,58-66,,R. Hood enters the game for J. Ingles
6:55.0,,,59-66,,G. Hayward misses 3-pt shot from 25 ft
6:55.0,Defensive rebound by C. Paul,,59-66,,
6:46.0,C. Paul misses 2-pt shot from 15 ft,,59-66,,
6:45.0,Offensive rebound by Team,,59-66,,
6:32.0,M. Speights misses 3-pt shot from 25 ft,,59-66,,
6:32.0,,,59-66,,Defensive rebound by G. Hill
6:10.0,,,59-66,,B. Diaw misses 3-pt shot from 25 ft
6:09.0,Defensive rebound by C. Paul,,59-66,,
6:02.0,C. Paul makes 2-pt shot from 5 ft,2,61-66,,
6:02.0,Shooting foul by D. Favors (drawn by C. Paul),,61-66,,
6:02.0,,,61-66,,Utah full timeout
6:02.0,C. Paul makes free throw 1 of 1,1,62-66,,
6:02.0,,,61-66,,J. Johnson enters the game for B. Diaw
6:02.0,P. Pierce enters the game for M. Speights,,61-66,,
5:37.0,,,62-69,3,G. Hill makes 3-pt shot from 24 ft (assist by G. Hayward)
5:14.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by C. Paul),2,64-69,,
4:54.0,,,64-69,,Shooting foul by D. Jordan (drawn by G. Hill)
4:54.0,,,64-69,,G. Hill misses free throw 1 of 2
4:54.0,,,64-69,,Offensive rebound by Team
4:54.0,,,64-70,1,G. Hill makes free throw 2 of 2
4:54.0,J. Crawford enters the game for J. Redick,,64-69,,
4:41.0,C. Paul makes 3-pt shot from 25 ft,3,67-70,,
4:41.0,Shooting foul by G. Hill (drawn by C. Paul),,67-70,,
4:41.0,C. Paul makes free throw 1 of 1,1,68-70,,
4:19.0,,,68-73,3,G. Hill makes 3-pt shot from 27 ft
4:01.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,70-73,,
3:46.0,,,70-76,3,G. Hill makes 3-pt shot from 24 ft
3:28.0,C. Paul misses 2-pt shot from 13 ft,,70-76,,
3:28.0,Offensive rebound by C. Paul,,70-76,,
3:15.0,C. Paul makes 2-pt shot from 17 ft,2,72-76,,
2:54.0,,,72-76,,G. Hayward misses 3-pt shot from 25 ft
2:53.0,Defensive rebound by L. Mbah a Moute,,72-76,,
2:50.0,Shooting foul by G. Hayward (drawn by L. Mbah a Moute),,72-76,,
2:50.0,LA Clippers full timeout,,72-76,,
2:50.0,L. Mbah a Moute makes free throw 1 of 2,1,73-76,,
2:50.0,L. Mbah a Moute misses free throw 2 of 2,,73-76,,
2:47.0,,,73-76,,Defensive rebound by Team
2:38.0,,,73-76,,G. Hill misses 2-pt shot from 1 ft
2:37.0,Defensive rebound by P. Pierce,,73-76,,
2:21.0,,,73-76,,Personal foul by D. Favors (drawn by D. Jordan)
2:21.0,D. Jordan makes free throw 1 of 2,1,74-76,,
2:21.0,D. Jordan makes free throw 2 of 2,1,75-76,,
2:21.0,R. Felton enters the game for C. Paul,,74-76,,
2:03.0,,,75-78,2,G. Hayward makes 2-pt shot at rim
2:03.0,,,75-78,,Shooting foul by D. Jordan (drawn by G. Hayward)
2:03.0,,,75-79,1,G. Hayward makes free throw 1 of 1
1:48.0,J. Crawford makes 2-pt shot from 2 ft,2,77-79,,
1:30.0,,,77-82,3,G. Hayward makes 3-pt shot from 24 ft
1:13.0,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by R. Felton),3,80-82,,
1:02.0,,,80-82,,Turnover by G. Hayward (lost ball; steal by P. Pierce)
0:56.0,Shooting foul by G. Hill (drawn by D. Jordan),,80-82,,
0:56.0,D. Jordan makes free throw 1 of 2,1,81-82,,
0:56.0,D. Jordan makes free throw 2 of 2,1,82-82,,
0:56.0,,,81-82,,S. Mack enters the game for G. Hill
0:36.0,,,82-84,2,G. Hayward makes 2-pt shot from 10 ft
0:29.0,J. Crawford misses 2-pt shot from 14 ft,,82-84,,
0:29.0,,,82-84,,Defensive rebound by G. Hayward
0:09.0,,,82-84,,R. Hood misses 3-pt shot from 25 ft
0:08.0,Defensive rebound by P. Pierce,,82-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,J. Crawford makes 2-pt shot from 21 ft,2,84-84,,
11:32.0,Personal foul by P. Pierce (drawn by R. Neto),,84-84,,
11:15.0,,,84-86,2,J. Johnson makes 2-pt shot from 17 ft
11:01.0,R. Felton makes 2-pt shot from 2 ft,2,86-86,,
10:37.0,,,86-88,2,R. Neto makes 2-pt shot from 7 ft
10:21.0,,,86-88,,Personal foul by R. Hood (drawn by J. Crawford)
10:09.0,R. Felton misses 2-pt shot from 18 ft,,86-88,,
10:08.0,,,86-88,,Defensive rebound by J. Ingles
9:48.0,,,86-91,3,R. Neto makes 3-pt shot from 23 ft (assist by J. Ingles)
9:48.0,LA Clippers full timeout,,86-91,,
9:48.0,,,86-91,,G. Hayward enters the game for R. Hood
9:36.0,Shooting foul by J. Johnson (drawn by D. Jordan),,86-91,,
9:36.0,D. Jordan misses free throw 1 of 2,,86-91,,
9:36.0,Offensive rebound by Team,,86-91,,
9:36.0,D. Jordan misses free throw 2 of 2,,86-91,,
9:35.0,,,86-91,,Defensive rebound by G. Hayward
9:14.0,,,86-91,,J. Johnson misses 3-pt shot from 25 ft
9:13.0,Defensive rebound by J. Redick,,86-91,,
9:02.0,J. Crawford makes 2-pt shot from 7 ft,2,88-91,,
8:44.0,,,88-91,,Shooting foul by J. Redick (drawn by G. Hayward)
8:44.0,,,88-92,1,G. Hayward makes free throw 1 of 2
8:44.0,,,88-93,1,G. Hayward makes free throw 2 of 2
8:44.0,,,88-92,,D. Favors enters the game for B. Diaw
8:44.0,,,88-92,,G. Hill enters the game for R. Neto
8:44.0,C. Paul enters the game for J. Redick,,88-92,,
8:20.0,R. Felton misses 2-pt shot from 9 ft,,88-93,,
8:19.0,Offensive rebound by D. Jordan,,88-93,,
8:18.0,D. Jordan misses 2-pt shot from 2 ft,,88-93,,
8:18.0,,,88-93,,Defensive rebound by Team
8:01.0,,,88-96,3,J. Ingles makes 3-pt shot from 24 ft (assist by G. Hill)
7:44.0,J. Crawford makes 2-pt shot from 19 ft,2,90-96,,
7:25.0,,,90-96,,G. Hill misses 3-pt shot from 22 ft
7:24.0,Defensive rebound by D. Jordan,,90-96,,
7:11.0,C. Paul misses 3-pt shot from 25 ft,,90-96,,
7:11.0,,,90-96,,Defensive rebound by G. Hayward
6:50.0,,,90-96,,J. Johnson misses 2-pt shot from 4 ft (block by D. Jordan)
6:49.0,Defensive rebound by C. Paul,,90-96,,
6:47.0,L. Mbah a Moute enters the game for R. Felton,,90-96,,
6:44.0,J. Crawford misses 2-pt shot from 19 ft,,90-96,,
6:41.0,,,90-96,,Defensive rebound by Team
6:41.0,Loose ball foul by C. Paul (drawn by J. Ingles),,90-96,,
6:20.0,,,90-96,,D. Favors misses 2-pt shot from 3 ft
6:19.0,Defensive rebound by D. Jordan,,90-96,,
6:00.0,L. Mbah a Moute makes 2-pt shot from 21 ft (assist by J. Crawford),2,92-96,,
5:59.0,,,92-96,,Utah full timeout
5:39.0,,,92-96,,G. Hayward misses 2-pt shot from 9 ft
5:38.0,Defensive rebound by L. Mbah a Moute,,92-96,,
5:21.0,C. Paul misses 2-pt shot from 5 ft,,92-96,,
5:21.0,Offensive rebound by L. Mbah a Moute,,92-96,,
5:19.0,L. Mbah a Moute makes 2-pt shot from 1 ft,2,94-96,,
4:57.0,,,94-96,,J. Johnson misses 3-pt shot from 24 ft
4:57.0,Defensive rebound by C. Paul,,94-96,,
4:38.0,J. Crawford misses 3-pt shot from 24 ft,,94-96,,
4:37.0,Offensive rebound by L. Mbah a Moute,,94-96,,
4:14.0,,,94-96,,Violation by J. Johnson (kicked ball)
4:01.0,C. Paul makes 3-pt shot from 24 ft,3,97-96,,
3:33.0,,,97-96,,G. Hill misses 3-pt shot from 24 ft
3:32.0,Defensive rebound by D. Jordan,,97-96,,
3:23.0,C. Paul makes 2-pt shot from 2 ft,2,99-96,,
3:23.0,,,99-96,,Utah full timeout
3:01.0,,,99-96,,G. Hayward misses 2-pt shot from 6 ft
3:01.0,Defensive rebound by D. Jordan,,99-96,,
2:46.0,C. Paul makes 2-pt shot from 5 ft,2,101-96,,
2:27.0,,,101-96,,Turnover by G. Hayward (lost ball; steal by J. Crawford)
2:27.0,,,101-96,,Personal foul by G. Hayward (drawn by D. Jordan)
2:09.0,C. Paul makes 2-pt shot from 6 ft,2,103-96,,
1:54.0,,,103-98,2,J. Johnson makes 2-pt shot from 4 ft
1:37.0,Turnover by C. Paul (lost ball; steal by D. Favors),,103-98,,
1:19.0,,,103-100,2,J. Johnson makes 2-pt shot from 6 ft
1:19.0,LA Clippers full timeout,,103-100,,
0:58.0,C. Paul misses 2-pt shot from 20 ft,,103-100,,
0:58.0,Offensive rebound by D. Jordan,,103-100,,
0:57.0,Shooting foul by J. Johnson (drawn by D. Jordan),,103-100,,
0:57.0,D. Jordan makes free throw 1 of 2,1,104-100,,
0:57.0,D. Jordan misses free throw 2 of 2,,104-100,,
0:57.0,,,104-100,,Defensive rebound by J. Ingles
0:57.0,R. Felton enters the game for J. Crawford,,104-100,,
0:44.0,,,104-100,,Shooting foul by D. Jordan (drawn by D. Favors)
0:44.0,,,104-100,,D. Favors misses free throw 1 of 2
0:44.0,,,104-100,,Offensive rebound by Team
0:44.0,,,104-100,,D. Favors misses free throw 2 of 2
0:44.0,Defensive rebound by D. Jordan,,104-100,,
0:43.0,LA Clippers full timeout,,104-100,,
0:43.0,J. Crawford enters the game for R. Felton,,104-100,,
0:21.0,C. Paul misses 2-pt shot from 15 ft,,104-100,,
0:20.0,,,104-100,,Defensive rebound by G. Hayward
0:15.0,,,104-100,,G. Hayward misses 3-pt shot from 25 ft
0:14.0,,,104-100,,Offensive rebound by J. Johnson
0:11.0,,,104-102,2,G. Hayward makes 2-pt shot from 3 ft (assist by J. Ingles)
0:11.0,LA Clippers full timeout,,104-102,,
0:11.0,J. Redick enters the game for P. Pierce,,104-102,,
0:11.0,R. Felton enters the game for L. Mbah a Moute,,104-102,,
0:09.0,,,104-102,,Personal foul by G. Hill
0:09.0,J. Redick makes free throw 1 of 2,1,105-102,,
0:09.0,J. Redick makes free throw 2 of 2,1,106-102,,
0:09.0,,,106-102,,Utah full timeout
0:09.0,L. Mbah a Moute enters the game for J. Crawford,,105-102,,
0:09.0,,,106-102,,B. Diaw enters the game for D. Favors
0:07.0,,,106-105,3,G. Hill makes 3-pt shot from 26 ft (assist by J. Ingles)
0:05.0,,,106-105,,Personal foul by J. Johnson (drawn by C. Paul)
0:05.0,C. Paul makes free throw 1 of 2,1,107-105,,
0:05.0,C. Paul makes free throw 2 of 2,1,108-105,,
0:05.0,,,108-105,,Utah full timeout
0:05.0,Personal foul by D. Jordan (drawn by B. Diaw),,108-105,,
0:05.0,,,108-105,,B. Diaw misses free throw 1 of 2
0:05.0,,,108-105,,Offensive rebound by Team
0:05.0,,,108-106,1,B. Diaw makes free throw 2 of 2
0:05.0,,,107-105,,D. Favors enters the game for G. Hill
0:05.0,,,108-105,,G. Hill enters the game for D. Favors
