time,Boston,pts.away,score,pts.home,New York
3:49.0,Turnover by T. Zeller (bad pass; steal by M. Plumlee),,102-82,,
3:48.0,,,102-84,2,M. Plumlee makes 2-pt shot from 5 ft
3:48.0,,,102-84,,Shooting foul by T. Zeller (drawn by M. Plumlee)
3:48.0,,,102-85,1,M. Plumlee makes free throw 1 of 1
3:22.0,T. Zeller makes 2-pt shot from 3 ft (assist by G. Green),2,104-85,,
3:11.0,,,104-85,,M. Kuzminskas misses 3-pt shot from 28 ft
3:09.0,Defensive rebound by G. Green,,104-85,,
3:03.0,Turnover by G. Green (bad pass; steal by M. Plumlee),,104-85,,
3:02.0,Personal foul by T. Zeller (drawn by M. Plumlee),,104-85,,
3:02.0,,,104-86,1,M. Plumlee makes free throw 1 of 2
3:02.0,,,104-87,1,M. Plumlee makes free throw 2 of 2
2:55.0,,,104-87,,Personal foul by C. Randle (drawn by T. Rozier)
2:55.0,Boston full timeout,,104-87,,
2:55.0,T. Rozier misses free throw 1 of 2,,104-87,,
2:55.0,Offensive rebound by Team,,104-87,,
2:55.0,T. Rozier makes free throw 2 of 2,1,105-87,,
2:36.0,,,105-87,,Shooting foul by J. Jerebko (drawn by C. Randle)
2:36.0,,,105-88,1,C. Randle makes free throw 1 of 2
2:36.0,,,105-89,1,C. Randle makes free throw 2 of 2
2:09.0,T. Rozier makes 2-pt shot from 20 ft,2,107-89,,
1:53.0,,,107-89,,M. Kuzminskas misses 2-pt shot from 3 ft
1:52.0,Defensive rebound by J. Young,,107-89,,
1:45.0,G. Green misses 3-pt shot from 25 ft,,107-89,,
1:43.0,,,107-89,,Defensive rebound by R. Baker
1:26.0,,,107-89,,M. Ndour misses 2-pt shot from 10 ft
1:25.0,,,107-89,,Offensive rebound by M. Plumlee
1:21.0,,,107-92,3,M. Kuzminskas makes 3-pt shot from 25 ft (assist by C. Randle)
1:07.0,G. Green misses 3-pt shot from 24 ft,,107-92,,
1:05.0,,,107-92,,Defensive rebound by R. Baker
0:57.0,,,107-92,,M. Kuzminskas misses 3-pt shot from 26 ft
0:56.0,Defensive rebound by T. Zeller,,107-92,,
0:43.0,Turnover by G. Green (lost ball; steal by C. Randle),,107-92,,
0:38.0,,,107-92,,R. Baker misses 2-pt shot from 3 ft (block by J. Young)
0:37.0,Defensive rebound by J. Jerebko,,107-92,,
0:33.0,T. Rozier makes 3-pt shot from 24 ft (assist by J. Jerebko),3,110-92,,
0:18.0,,,110-94,2,M. Ndour makes 2-pt shot from 1 ft (assist by R. Baker)
0:00.0,End of 4th quarter,,,,End of 4th quarter
