time,Golden State,pts.away,score,pts.home,Houston
4:21.0,Personal foul by M. Barnes (drawn by L. Williams),,99-92,,
4:21.0,,,99-93,1,L. Williams makes free throw 1 of 2
4:21.0,,,99-94,1,L. Williams makes free throw 2 of 2
4:21.0,A. Iguodala enters the game for S. Livingston,,99-93,,
4:21.0,S. Curry enters the game for I. Clark,,99-93,,
4:11.0,D. Green makes 2-pt shot from 9 ft (assist by S. Curry),2,101-94,,
4:01.0,Personal foul by M. Barnes (drawn by T. Ariza),,101-94,,
4:01.0,,,101-95,1,T. Ariza makes free throw 1 of 2
4:01.0,,,101-96,1,T. Ariza makes free throw 2 of 2
3:51.0,M. Barnes misses 2-pt shot from 17 ft,,101-96,,
3:49.0,Offensive rebound by D. Green,,101-96,,
3:48.0,D. Green makes 2-pt shot from 1 ft,2,103-96,,
3:33.0,,,103-96,,L. Williams misses 2-pt shot from 14 ft
3:33.0,,,103-96,,Offensive rebound by Team
3:33.0,Personal foul by K. Thompson (drawn by L. Williams),,103-96,,
3:33.0,,,103-96,,L. Williams misses free throw 1 of 2
3:33.0,,,103-96,,Offensive rebound by Team
3:33.0,,,103-97,1,L. Williams makes free throw 2 of 2
3:17.0,,,103-97,,Personal foul by P. Beverley (drawn by S. Curry)
3:17.0,S. Curry makes free throw 1 of 2,1,104-97,,
3:17.0,S. Curry makes free throw 2 of 2,1,105-97,,
2:59.0,,,105-97,,T. Ariza misses 3-pt shot from 24 ft
2:57.0,,,105-97,,Offensive rebound by P. Beverley
2:57.0,,,105-99,2,P. Beverley makes 2-pt shot at rim
2:48.0,Offensive foul by D. Green,,105-99,,
2:48.0,Turnover by D. Green (offensive foul),,105-99,,
2:48.0,,,105-99,,Houston full timeout
2:33.0,,,105-99,,J. Harden misses 2-pt shot from 1 ft
2:32.0,Defensive rebound by S. Curry,,105-99,,
2:14.0,D. Green makes 2-pt shot from 17 ft,2,107-99,,
2:03.0,,,107-99,,J. Harden misses 2-pt shot from 1 ft
2:02.0,Defensive rebound by A. Iguodala,,107-99,,
1:46.0,S. Curry makes 3-pt shot from 26 ft,3,110-99,,
1:46.0,,,110-99,,Houston full timeout
1:34.0,,,110-102,3,J. Harden makes 3-pt shot from 24 ft
1:12.0,D. Green misses 3-pt shot from 25 ft,,110-102,,
1:12.0,,,110-102,,Defensive rebound by J. Harden
1:00.0,,,110-104,2,L. Williams makes 2-pt shot from 1 ft (assist by J. Harden)
0:45.0,S. Curry makes 2-pt shot from 18 ft,2,112-104,,
0:34.0,,,112-104,,L. Williams misses 2-pt shot from 17 ft
0:34.0,,,112-104,,Offensive rebound by C. Capela
0:28.0,,,112-104,,P. Beverley misses 2-pt shot from 4 ft (block by K. Thompson)
0:27.0,Defensive rebound by S. Curry,,112-104,,
0:21.0,Turnover by S. Curry (lost ball; steal by T. Ariza),,112-104,,
0:14.0,,,112-106,2,C. Capela makes 2-pt shot from 1 ft (assist by T. Ariza)
0:07.0,,,112-106,,Personal take foul by C. Capela (drawn by A. Iguodala)
0:07.0,A. Iguodala misses free throw 1 of 2,,112-106,,
0:07.0,Offensive rebound by Team,,112-106,,
0:07.0,A. Iguodala makes free throw 2 of 2,1,113-106,,
0:07.0,,,113-106,,Houston full timeout
0:07.0,,,113-106,,Technical foul by T. Ariza
0:07.0,S. Curry misses technical free throw,,113-106,,
0:07.0,,,113-106,,Offensive rebound by Team
0:04.0,,,113-106,,J. Harden misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by A. Iguodala,,113-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
