time,Utah,pts.away,score,pts.home,San Antonio
2:46.0,Turnover by D. Exum (offensive foul),,27-19,,
2:46.0,,,27-19,,D. Dedmon enters the game for L. Aldridge
2:34.0,,,27-19,,M. Ginobili misses 2-pt shot from 11 ft
2:33.0,Defensive rebound by R. Gobert,,27-19,,
2:25.0,T. Lyles makes 2-pt shot from 19 ft (assist by D. Exum),2,29-19,,
2:11.0,,,29-19,,Turnover by M. Ginobili (lost ball)
2:11.0,J. Withey enters the game for R. Gobert,,29-19,,
2:11.0,,,29-19,,K. Anderson enters the game for K. Leonard
1:59.0,,,29-19,,Def 3 sec tech foul by D. Dedmon
1:59.0,R. Hood makes technical free throw,1,30-19,,
1:50.0,Turnover by R. Hood (lost ball; steal by P. Mills),,30-19,,
1:44.0,,,30-21,2,P. Mills makes 2-pt shot at rim
1:26.0,S. Mack makes 3-pt shot from 25 ft (assist by T. Lyles),3,33-21,,
1:12.0,,,33-21,,P. Mills misses 3-pt shot from 25 ft
1:11.0,Defensive rebound by D. Exum,,33-21,,
1:02.0,Turnover by D. Exum (bad pass; steal by D. Lee),,33-21,,
0:59.0,,,33-23,2,P. Mills makes 2-pt shot from 1 ft (assist by M. Ginobili)
0:55.0,J. Withey misses 2-pt shot from 2 ft (block by K. Anderson),,33-23,,
0:54.0,Offensive rebound by Team,,33-23,,
0:54.0,J. Ingles enters the game for R. Hood,,33-23,,
0:54.0,Turnover by Team (5 sec inbounds),,33-23,,
0:42.0,,,33-25,2,D. Lee makes 2-pt shot from 8 ft
0:42.0,,,33-25,,Shooting foul by T. Lyles (drawn by D. Lee)
0:42.0,,,33-26,1,D. Lee makes free throw 1 of 1
0:33.0,,,33-26,,Personal foul by D. Dedmon (drawn by J. Withey)
0:33.0,J. Withey makes free throw 1 of 2,1,34-26,,
0:33.0,J. Withey makes free throw 2 of 2,1,35-26,,
0:15.0,Personal foul by J. Ingles (drawn by K. Anderson),,35-26,,
0:15.0,,,35-27,1,K. Anderson makes free throw 1 of 2
0:15.0,,,35-28,1,K. Anderson makes free throw 2 of 2
0:03.0,S. Mack makes 3-pt shot from 28 ft (assist by D. Exum),3,38-28,,
0:01.0,,,38-28,,P. Mills misses 3-pt shot from 28 ft (block by D. Exum)
0:00.0,,,38-28,,Offensive rebound by P. Mills
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,T. Lyles misses 3-pt shot from 26 ft,,38-28,,
11:41.0,,,38-28,,Defensive rebound by D. Dedmon
11:25.0,,,38-28,,D. Dedmon misses 2-pt shot from 1 ft (block by T. Lyles)
11:24.0,Defensive rebound by T. Lyles,,38-28,,
11:12.0,S. Mack makes 2-pt shot from 2 ft,2,40-28,,
10:59.0,,,40-28,,Shooting foul by D. Exum (drawn by M. Ginobili)
10:59.0,,,40-29,1,M. Ginobili makes free throw 1 of 3
10:59.0,,,40-30,1,M. Ginobili makes free throw 2 of 3
10:59.0,,,40-31,1,M. Ginobili makes free throw 3 of 3
10:53.0,Shooting foul by D. Lee (drawn by J. Withey),,40-31,,
10:53.0,J. Withey makes free throw 1 of 2,1,41-31,,
10:53.0,J. Withey makes free throw 2 of 2,1,42-31,,
10:53.0,,,41-31,,T. Parker enters the game for P. Mills
10:53.0,,,41-31,,J. Simmons enters the game for M. Ginobili
10:33.0,,,42-31,,K. Anderson misses 2-pt shot from 14 ft
10:32.0,,,42-31,,Offensive rebound by D. Lee
10:31.0,,,42-31,,D. Lee misses 2-pt shot from 2 ft (block by T. Lyles)
10:30.0,Defensive rebound by S. Mack,,42-31,,
10:15.0,S. Mack makes 2-pt shot from 20 ft,2,44-31,,
9:53.0,,,44-31,,D. Dedmon misses 2-pt shot from 1 ft (block by J. Withey)
9:52.0,Defensive rebound by J. Withey,,44-31,,
9:44.0,J. Ingles misses 3-pt shot from 26 ft,,44-31,,
9:43.0,,,44-31,,Defensive rebound by J. Simmons
9:21.0,,,44-31,,Turnover by D. Dedmon (3 sec)
9:02.0,J. Ingles makes 3-pt shot from 24 ft (assist by T. Lyles),3,47-31,,
8:53.0,Def 3 sec tech foul by T. Lyles,,47-31,,
8:53.0,Official timeout,,47-31,,
8:53.0,,,47-31,,T. Parker misses technical free throw
8:53.0,,,47-31,,Offensive rebound by Team
8:53.0,,,47-31,,K. Leonard enters the game for K. Anderson
8:53.0,,,47-31,,L. Aldridge enters the game for D. Lee
8:53.0,D. Favors enters the game for J. Withey,,47-31,,
8:37.0,,,47-31,,L. Aldridge misses 2-pt shot from 9 ft
8:36.0,,,47-31,,Offensive rebound by D. Dedmon
8:28.0,,,47-31,,J. Simmons misses 3-pt shot from 23 ft (block by D. Exum)
8:26.0,Defensive rebound by T. Lyles,,47-31,,
8:03.0,T. Lyles misses 2-pt shot from 10 ft,,47-31,,
8:02.0,,,47-31,,Defensive rebound by K. Leonard
7:59.0,,,47-31,,Shooting foul by J. Ingles (drawn by D. Dedmon)
7:59.0,,,47-31,,D. Dedmon misses free throw 1 of 2
7:59.0,,,47-31,,Offensive rebound by Team
7:59.0,,,47-32,1,D. Dedmon makes free throw 2 of 2
7:59.0,G. Hill enters the game for D. Exum,,47-31,,
7:59.0,J. Johnson enters the game for J. Ingles,,47-31,,
7:39.0,S. Mack misses 2-pt shot from 3 ft,,47-32,,
7:38.0,,,47-32,,Defensive rebound by D. Dedmon
7:28.0,,,47-34,2,L. Aldridge makes 2-pt shot from 17 ft (assist by J. Simmons)
7:04.0,T. Lyles misses 2-pt shot from 17 ft,,47-34,,
7:02.0,,,47-34,,Defensive rebound by T. Parker
6:39.0,,,47-34,,K. Leonard misses 2-pt shot from 20 ft
6:38.0,Defensive rebound by T. Lyles,,47-34,,
6:30.0,,,47-34,,Personal foul by J. Simmons (drawn by D. Favors)
6:30.0,R. Gobert enters the game for T. Lyles,,47-34,,
6:30.0,R. Hood enters the game for S. Mack,,47-34,,
6:30.0,,,47-34,,P. Gasol enters the game for D. Dedmon
6:16.0,J. Johnson misses 3-pt shot from 26 ft,,47-34,,
6:15.0,,,47-34,,Defensive rebound by P. Gasol
6:05.0,,,47-37,3,K. Leonard makes 3-pt shot from 26 ft (assist by T. Parker)
6:04.0,Utah full timeout,,47-37,,
5:44.0,D. Favors misses 2-pt shot from 2 ft (block by P. Gasol),,47-37,,
5:43.0,,,47-37,,Defensive rebound by P. Gasol
5:31.0,Personal foul by G. Hill (drawn by T. Parker),,47-37,,
5:26.0,,,47-39,2,K. Leonard makes 2-pt shot from 19 ft (assist by T. Parker)
5:12.0,D. Favors misses 2-pt shot from 19 ft,,47-39,,
5:11.0,,,47-39,,Defensive rebound by T. Parker
4:54.0,,,47-42,3,K. Leonard makes 3-pt shot from 23 ft
4:36.0,R. Hood misses 2-pt shot from 2 ft,,47-42,,
4:35.0,,,47-42,,Defensive rebound by K. Leonard
4:27.0,,,47-44,2,T. Parker makes 2-pt shot from 18 ft
4:27.0,Utah full timeout,,47-44,,
4:11.0,,,47-44,,Personal foul by K. Leonard (drawn by R. Gobert)
4:01.0,R. Gobert misses 2-pt shot from 1 ft (block by P. Gasol),,47-44,,
4:00.0,,,47-44,,Defensive rebound by Team
3:44.0,,,47-46,2,K. Leonard makes 2-pt shot from 16 ft
3:20.0,G. Hill misses 3-pt shot from 26 ft,,47-46,,
3:19.0,Offensive rebound by R. Gobert,,47-46,,
3:19.0,Shooting foul by P. Gasol (drawn by R. Gobert),,47-46,,
3:19.0,R. Gobert misses free throw 1 of 2,,47-46,,
3:19.0,Offensive rebound by Team,,47-46,,
3:19.0,R. Gobert makes free throw 2 of 2,1,48-46,,
3:19.0,T. Lyles enters the game for D. Favors,,47-46,,
3:17.0,Personal take foul by J. Johnson (drawn by T. Parker),,48-46,,
3:17.0,D. Favors enters the game for R. Gobert,,48-46,,
2:59.0,,,48-48,2,L. Aldridge makes 2-pt shot from 18 ft (assist by K. Leonard)
2:41.0,R. Hood makes 3-pt shot from 26 ft (assist by T. Lyles),3,51-48,,
2:21.0,,,51-48,,L. Aldridge misses 2-pt shot from 16 ft
2:20.0,Defensive rebound by D. Favors,,51-48,,
2:04.0,R. Hood misses 3-pt shot from 25 ft,,51-48,,
2:03.0,,,51-48,,Defensive rebound by K. Leonard
1:47.0,,,51-48,,P. Gasol misses 2-pt shot from 9 ft
1:47.0,Defensive rebound by D. Favors,,51-48,,
1:37.0,G. Hill makes 2-pt shot from 1 ft,2,53-48,,
1:37.0,,,53-48,,San Antonio full timeout
1:37.0,,,53-48,,D. Dedmon enters the game for P. Gasol
1:37.0,,,53-48,,P. Mills enters the game for T. Parker
1:37.0,,,53-48,,M. Ginobili enters the game for J. Simmons
1:37.0,R. Gobert enters the game for D. Favors,,53-48,,
1:19.0,,,53-50,2,L. Aldridge makes 2-pt shot from 2 ft (assist by M. Ginobili)
1:05.0,,,53-50,,Personal foul by P. Mills
1:05.0,R. Gobert misses free throw 1 of 2,,53-50,,
1:05.0,Offensive rebound by Team,,53-50,,
1:05.0,R. Gobert makes free throw 2 of 2,1,54-50,,
0:50.0,,,54-50,,L. Aldridge misses 3-pt shot from 24 ft
0:49.0,Defensive rebound by R. Gobert,,54-50,,
0:44.0,Turnover by R. Gobert (offensive foul),,54-50,,
0:44.0,Offensive foul by R. Gobert,,54-50,,
0:33.0,,,54-50,,San Antonio full timeout
0:32.0,,,54-50,,M. Ginobili misses 2-pt shot from 19 ft
0:28.0,Defensive rebound by R. Hood,,54-50,,
0:06.0,J. Johnson misses 3-pt shot from 23 ft,,54-50,,
0:03.0,,,54-50,,Defensive rebound by D. Dedmon
0:00.0,,,54-50,,M. Ginobili misses 3-pt shot from 47 ft
0:00.0,,,54-50,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,G. Hill misses 2-pt shot from 20 ft,,54-50,,
11:38.0,,,54-50,,Defensive rebound by P. Gasol
11:19.0,,,54-52,2,K. Leonard makes 2-pt shot from 10 ft
10:59.0,T. Lyles misses 3-pt shot from 24 ft,,54-52,,
10:57.0,,,54-52,,Defensive rebound by J. Simmons
10:51.0,,,54-54,2,L. Aldridge makes 2-pt shot at rim (assist by P. Gasol)
10:51.0,,,54-54,,Shooting foul by T. Lyles (drawn by L. Aldridge)
10:51.0,,,54-55,1,L. Aldridge makes free throw 1 of 1
10:35.0,,,54-55,,Personal foul by T. Parker (drawn by G. Hill)
10:21.0,R. Hood misses 3-pt shot from 25 ft,,54-55,,
10:20.0,,,54-55,,Defensive rebound by K. Leonard
10:12.0,,,54-55,,K. Leonard misses 2-pt shot from 14 ft
10:10.0,Defensive rebound by J. Johnson,,54-55,,
9:57.0,T. Lyles misses 3-pt shot from 25 ft,,54-55,,
9:55.0,,,54-55,,Defensive rebound by L. Aldridge
9:42.0,,,54-57,2,L. Aldridge makes 2-pt shot from 20 ft (assist by T. Parker)
9:20.0,G. Hill makes 2-pt shot from 3 ft (assist by R. Gobert),2,56-57,,
9:04.0,,,56-57,,Shooting foul by R. Gobert (drawn by L. Aldridge)
9:04.0,,,56-58,1,L. Aldridge makes free throw 1 of 2
9:04.0,,,56-59,1,L. Aldridge makes free throw 2 of 2
8:52.0,J. Johnson misses 3-pt shot from 23 ft,,56-59,,
8:50.0,,,56-59,,Defensive rebound by L. Aldridge
8:41.0,,,56-59,,L. Aldridge misses 2-pt shot from 17 ft
8:40.0,Defensive rebound by R. Hood,,56-59,,
8:31.0,R. Hood misses 2-pt shot at rim (block by P. Gasol),,56-59,,
8:28.0,,,56-59,,Defensive rebound by K. Leonard
8:15.0,,,56-59,,J. Simmons misses 3-pt shot from 26 ft
8:14.0,Defensive rebound by G. Hill,,56-59,,
8:07.0,G. Hill makes 2-pt shot from 16 ft,2,58-59,,
7:42.0,,,58-59,,P. Gasol misses 3-pt shot from 25 ft
7:40.0,Defensive rebound by T. Lyles,,58-59,,
7:24.0,T. Lyles makes 2-pt shot from 10 ft,2,60-59,,
7:00.0,,,60-59,,K. Leonard misses 2-pt shot from 16 ft
6:58.0,Defensive rebound by R. Gobert,,60-59,,
6:54.0,G. Hill misses 3-pt shot from 26 ft,,60-59,,
6:52.0,,,60-59,,Defensive rebound by P. Gasol
6:49.0,,,60-59,,San Antonio full timeout
6:49.0,J. Ingles enters the game for J. Johnson,,60-59,,
6:49.0,,,60-59,,San Antonio full timeout
6:40.0,,,60-59,,J. Simmons misses 2-pt shot from 19 ft
6:39.0,Defensive rebound by R. Gobert,,60-59,,
6:25.0,T. Lyles misses 2-pt shot from 3 ft (block by L. Aldridge),,60-59,,
6:23.0,,,60-59,,Defensive rebound by L. Aldridge
6:16.0,,,60-61,2,T. Parker makes 2-pt shot from 9 ft
5:57.0,T. Lyles misses 2-pt shot from 15 ft,,60-61,,
5:55.0,,,60-61,,Defensive rebound by T. Parker
5:48.0,,,60-63,2,T. Parker makes 2-pt shot from 3 ft
5:25.0,Turnover by T. Lyles (bad pass; steal by K. Leonard),,60-63,,
5:25.0,Personal take foul by R. Hood (drawn by J. Simmons),,60-63,,
5:25.0,S. Mack enters the game for R. Hood,,60-63,,
5:25.0,,,60-63,,M. Ginobili enters the game for J. Simmons
5:25.0,,,60-63,,D. Lee enters the game for P. Gasol
5:04.0,,,60-63,,T. Parker misses 2-pt shot from 15 ft
5:02.0,Defensive rebound by R. Gobert,,60-63,,
4:44.0,T. Lyles makes 3-pt shot from 25 ft (assist by G. Hill),3,63-63,,
4:23.0,,,63-63,,Turnover by M. Ginobili (bad pass; steal by S. Mack)
4:12.0,S. Mack makes 2-pt shot from 2 ft (assist by G. Hill),2,65-63,,
3:53.0,,,65-63,,L. Aldridge misses 2-pt shot from 20 ft
3:52.0,Defensive rebound by J. Ingles,,65-63,,
3:43.0,T. Lyles makes 2-pt shot from 5 ft (assist by G. Hill),2,67-63,,
3:43.0,Shooting foul by D. Lee (drawn by T. Lyles),,67-63,,
3:43.0,T. Lyles makes free throw 1 of 1,1,68-63,,
3:43.0,,,67-63,,K. Anderson enters the game for K. Leonard
3:43.0,,,67-63,,P. Mills enters the game for T. Parker
3:33.0,,,68-63,,P. Mills misses 3-pt shot from 25 ft
3:32.0,Defensive rebound by T. Lyles,,68-63,,
3:21.0,T. Lyles makes 2-pt shot from 20 ft (assist by G. Hill),2,70-63,,
3:05.0,,,70-63,,Shooting foul by R. Gobert (drawn by L. Aldridge)
3:05.0,,,70-64,1,L. Aldridge makes free throw 1 of 2
3:05.0,,,70-65,1,L. Aldridge makes free throw 2 of 2
3:05.0,D. Exum enters the game for G. Hill,,70-64,,
2:55.0,T. Lyles misses 3-pt shot from 26 ft,,70-65,,
2:54.0,,,70-65,,Defensive rebound by D. Lee
2:28.0,,,70-65,,K. Anderson misses 2-pt shot from 19 ft
2:27.0,Defensive rebound by R. Gobert,,70-65,,
2:20.0,S. Mack misses 2-pt shot from 3 ft,,70-65,,
2:18.0,Offensive rebound by R. Gobert,,70-65,,
2:14.0,D. Exum misses 3-pt shot from 24 ft,,70-65,,
2:13.0,,,70-65,,Defensive rebound by L. Aldridge
1:59.0,,,70-67,2,P. Mills makes 2-pt shot from 18 ft
1:52.0,Utah full timeout,,70-67,,
1:52.0,,,70-67,,J. Simmons enters the game for D. Lee
1:52.0,,,70-67,,D. Dedmon enters the game for L. Aldridge
1:35.0,Turnover by D. Exum (lost ball; steal by M. Ginobili),,70-67,,
1:29.0,,,70-69,2,J. Simmons makes 2-pt shot at rim (assist by P. Mills)
1:10.0,T. Lyles misses 3-pt shot from 23 ft,,70-69,,
1:09.0,,,70-69,,Defensive rebound by D. Dedmon
0:48.0,,,70-69,,D. Dedmon misses 2-pt shot from 1 ft (block by D. Exum)
0:44.0,Defensive rebound by D. Exum,,70-69,,
0:44.0,D. Exum makes 2-pt shot from 1 ft,2,72-69,,
0:44.0,Shooting foul by D. Dedmon (drawn by D. Exum),,72-69,,
0:44.0,D. Exum makes free throw 1 of 1,1,73-69,,
0:44.0,J. Johnson enters the game for R. Gobert,,72-69,,
0:44.0,J. Withey enters the game for T. Lyles,,72-69,,
0:27.0,,,73-69,,Shooting foul by J. Withey (drawn by M. Ginobili)
0:27.0,,,73-70,1,M. Ginobili makes free throw 1 of 2
0:27.0,,,73-71,1,M. Ginobili makes free throw 2 of 2
0:10.0,Turnover by S. Mack (bad pass; steal by K. Anderson),,73-71,,
0:06.0,,,73-71,,Turnover by P. Mills (bad pass)
0:00.0,S. Mack misses 2-pt shot from 2 ft,,73-71,,
0:00.0,Offensive rebound by Team,,73-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,73-71,,P. Mills misses 3-pt shot from 25 ft
11:42.0,Defensive rebound by D. Exum,,73-71,,
11:29.0,Shooting foul by D. Dedmon (drawn by D. Exum),,73-71,,
11:29.0,D. Exum misses free throw 1 of 2,,73-71,,
11:29.0,Offensive rebound by Team,,73-71,,
11:29.0,D. Exum makes free throw 2 of 2,1,74-71,,
11:29.0,,,73-71,,D. Lee enters the game for D. Dedmon
11:13.0,,,74-71,,J. Simmons misses 2-pt shot from 18 ft
11:12.0,Defensive rebound by J. Withey,,74-71,,
10:53.0,J. Ingles makes 2-pt shot from 22 ft,2,76-71,,
10:40.0,,,76-71,,Turnover by D. Lee (bad pass; steal by J. Johnson)
10:40.0,,,76-71,,Personal take foul by D. Lee (drawn by J. Johnson)
10:29.0,J. Withey misses 2-pt shot from 5 ft,,76-71,,
10:27.0,,,76-71,,Defensive rebound by K. Anderson
10:12.0,,,76-73,2,D. Lee makes 2-pt shot from 3 ft (assist by P. Mills)
10:02.0,J. Ingles makes 3-pt shot from 25 ft,3,79-73,,
9:35.0,,,79-73,,J. Simmons misses 3-pt shot from 24 ft (block by D. Exum)
9:33.0,,,79-73,,Offensive rebound by Team
9:33.0,,,79-73,,Turnover by Team (shot clock)
9:33.0,,,79-73,,K. Leonard enters the game for M. Ginobili
9:23.0,S. Mack makes 2-pt shot from 3 ft,2,81-73,,
9:09.0,,,81-75,2,K. Leonard makes 2-pt shot from 2 ft
8:51.0,Turnover by J. Johnson (bad pass; steal by K. Leonard),,81-75,,
8:51.0,Personal foul by S. Mack (drawn by K. Leonard),,81-75,,
8:51.0,Official timeout,,81-75,,
8:51.0,R. Hood enters the game for D. Exum,,81-75,,
8:36.0,,,81-75,,Turnover by K. Leonard (lost ball; steal by J. Ingles)
8:24.0,R. Hood makes 2-pt shot from 10 ft (assist by J. Johnson),2,83-75,,
8:03.0,,,83-77,2,P. Mills makes 2-pt shot from 14 ft (assist by J. Simmons)
7:42.0,Turnover by S. Mack (bad pass),,83-77,,
7:42.0,,,83-77,,L. Aldridge enters the game for D. Lee
7:27.0,,,83-77,,Shooting foul by J. Johnson (drawn by K. Leonard)
7:27.0,,,83-78,1,K. Leonard makes free throw 1 of 3
7:27.0,,,83-79,1,K. Leonard makes free throw 2 of 3
7:27.0,,,83-80,1,K. Leonard makes free throw 3 of 3
7:27.0,G. Hill enters the game for S. Mack,,83-79,,
7:27.0,R. Gobert enters the game for J. Withey,,83-79,,
7:27.0,,,83-79,,P. Gasol enters the game for J. Simmons
7:27.0,,,83-79,,T. Parker enters the game for P. Mills
7:27.0,,,83-79,,M. Ginobili enters the game for K. Anderson
7:07.0,J. Johnson makes 3-pt shot from 24 ft (assist by G. Hill),3,86-80,,
6:51.0,,,86-80,,Shooting foul by J. Ingles (drawn by K. Leonard)
6:51.0,,,86-81,1,K. Leonard makes free throw 1 of 2
6:51.0,,,86-82,1,K. Leonard makes free throw 2 of 2
6:34.0,J. Johnson misses 2-pt shot from 17 ft,,86-82,,
6:32.0,,,86-82,,Defensive rebound by M. Ginobili
6:26.0,,,86-82,,Turnover by M. Ginobili (bad pass; steal by G. Hill)
6:21.0,G. Hill misses 2-pt shot from 3 ft,,86-82,,
6:19.0,,,86-82,,Defensive rebound by P. Gasol
6:12.0,,,86-84,2,L. Aldridge makes 2-pt shot from 2 ft (assist by P. Gasol)
5:47.0,G. Hill makes 2-pt shot from 1 ft,2,88-84,,
5:26.0,,,88-84,,K. Leonard misses 2-pt shot at rim
5:24.0,,,88-84,,Offensive rebound by P. Gasol
5:24.0,,,88-86,2,P. Gasol makes 2-pt shot at rim
5:09.0,,,88-86,,Personal foul by T. Parker (drawn by G. Hill)
5:09.0,,,88-86,,San Antonio full timeout
5:09.0,T. Lyles enters the game for J. Ingles,,88-86,,
5:01.0,G. Hill makes 3-pt shot from 25 ft,3,91-86,,
4:40.0,,,91-88,2,P. Gasol makes 2-pt shot from 2 ft (assist by K. Leonard)
4:25.0,G. Hill makes 2-pt shot from 15 ft,2,93-88,,
4:10.0,,,93-88,,K. Leonard misses 2-pt shot from 11 ft
4:09.0,Defensive rebound by T. Lyles,,93-88,,
4:05.0,G. Hill makes 2-pt shot from 2 ft,2,95-88,,
4:05.0,Shooting foul by T. Parker (drawn by G. Hill),,95-88,,
4:05.0,G. Hill makes free throw 1 of 1,1,96-88,,
3:47.0,,,96-91,3,K. Leonard makes 3-pt shot from 24 ft (assist by L. Aldridge)
3:22.0,J. Johnson makes 2-pt shot from 12 ft,2,98-91,,
3:04.0,,,98-91,,K. Leonard misses 2-pt shot from 16 ft
3:02.0,Defensive rebound by G. Hill,,98-91,,
2:56.0,R. Gobert misses 2-pt shot from 1 ft,,98-91,,
2:56.0,,,98-91,,Defensive rebound by Team
2:56.0,Utah full timeout,,98-91,,
2:43.0,,,98-91,,L. Aldridge misses 2-pt shot at rim
2:41.0,Defensive rebound by J. Johnson,,98-91,,
2:22.0,Turnover by R. Gobert (offensive goaltending),,98-91,,
2:06.0,,,98-91,,K. Leonard misses 3-pt shot from 24 ft
2:04.0,Defensive rebound by R. Hood,,98-91,,
1:45.0,R. Gobert misses 2-pt shot from 9 ft,,98-91,,
1:44.0,,,98-91,,Defensive rebound by Team
1:44.0,Personal foul by R. Gobert (drawn by L. Aldridge),,98-91,,
1:37.0,,,98-91,,Turnover by T. Parker (bad pass; steal by R. Hood)
1:30.0,T. Lyles makes 3-pt shot from 23 ft (assist by J. Johnson),3,101-91,,
1:15.0,,,101-91,,Turnover by K. Leonard (lost ball)
0:59.0,R. Hood misses 3-pt shot from 25 ft,,101-91,,
0:58.0,,,101-91,,Defensive rebound by P. Gasol
0:47.0,,,101-91,,M. Ginobili misses 3-pt shot from 24 ft
0:45.0,Defensive rebound by R. Gobert,,101-91,,
0:45.0,,,101-91,,Personal take foul by P. Gasol (drawn by R. Gobert)
0:45.0,R. Gobert makes free throw 1 of 2,1,102-91,,
0:45.0,R. Gobert makes free throw 2 of 2,1,103-91,,
0:45.0,,,102-91,,K. Anderson enters the game for K. Leonard
0:45.0,,,102-91,,N. Laprovittola enters the game for L. Aldridge
0:45.0,,,102-91,,D. Murray enters the game for P. Gasol
0:45.0,,,102-91,,J. Simmons enters the game for T. Parker
0:45.0,,,102-91,,B. Forbes enters the game for M. Ginobili
0:35.0,,,103-91,,K. Anderson misses 3-pt shot from 25 ft
0:33.0,Defensive rebound by T. Lyles,,103-91,,
0:11.0,R. Hood makes 3-pt shot from 27 ft,3,106-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
