time,Memphis,pts.away,score,pts.home,Golden State
6:15.0,,,10-10,,K. Thompson misses 2-pt shot from 15 ft
6:15.0,Defensive rebound by J. Green,,10-10,,
5:51.0,Turnover by Team (shot clock),,10-10,,
5:51.0,,,10-10,,A. Iguodala enters the game for D. Green
5:51.0,A. Harrison enters the game for M. Conley,,10-10,,
5:35.0,,,10-10,,Turnover by S. Curry (bad pass)
5:35.0,,,10-10,,S. Livingston enters the game for P. McCaw
5:19.0,T. Allen makes 2-pt shot from 1 ft (assist by Z. Randolph),2,12-10,,
5:05.0,,,12-13,3,A. Iguodala makes 3-pt shot from 27 ft (assist by S. Curry)
4:50.0,J. Green makes 2-pt shot from 17 ft (assist by T. Allen),2,14-13,,
4:36.0,,,14-13,,S. Curry misses 3-pt shot from 27 ft
4:35.0,,,14-13,,Offensive rebound by Z. Pachulia
4:32.0,Personal foul by J. Green (drawn by Z. Pachulia),,14-13,,
4:32.0,,,14-13,,J. McGee enters the game for Z. Pachulia
4:32.0,J. Ennis enters the game for J. Green,,14-13,,
4:28.0,,,14-15,2,K. Thompson makes 2-pt shot from 23 ft (assist by S. Curry)
4:13.0,V. Carter misses 3-pt shot from 25 ft,,14-15,,
4:13.0,Offensive rebound by J. Ennis,,14-15,,
3:52.0,A. Harrison misses 3-pt shot from 26 ft,,14-15,,
3:50.0,Offensive rebound by V. Carter,,14-15,,
3:50.0,V. Carter makes 2-pt shot at rim,2,16-15,,
3:40.0,,,16-15,,K. Thompson misses 3-pt shot from 26 ft
3:40.0,Defensive rebound by Z. Randolph,,16-15,,
3:40.0,,,16-15,,Personal foul by J. McGee (drawn by Z. Randolph)
3:40.0,,,16-15,,D. Green enters the game for K. Thompson
3:22.0,Z. Randolph makes 2-pt shot from 19 ft (assist by T. Allen),2,18-15,,
3:09.0,,,18-15,,J. McGee misses 2-pt shot from 7 ft
3:08.0,Defensive rebound by A. Harrison,,18-15,,
2:58.0,A. Harrison makes 3-pt shot from 26 ft (assist by V. Carter),3,21-15,,
2:45.0,M. Conley enters the game for T. Allen,,21-15,,
2:45.0,Memphis full timeout,,21-15,,
2:36.0,,,21-17,2,S. Livingston makes 2-pt shot from 10 ft
2:15.0,J. Ennis misses 3-pt shot from 26 ft,,21-17,,
2:14.0,,,21-17,,Defensive rebound by S. Livingston
2:09.0,,,21-19,2,J. McGee makes 2-pt shot from 2 ft (assist by A. Iguodala)
2:09.0,,,21-19,,Shooting foul by J. Ennis (drawn by J. McGee)
2:09.0,,,21-20,1,J. McGee makes free throw 1 of 1
2:09.0,B. Wright enters the game for Z. Randolph,,21-19,,
2:09.0,J. Green enters the game for V. Carter,,21-19,,
1:47.0,J. Green makes 2-pt shot at rim (assist by A. Harrison),2,23-20,,
1:36.0,,,23-20,,D. Green misses 2-pt shot from 5 ft
1:35.0,,,23-20,,Offensive rebound by J. McGee
1:23.0,,,23-23,3,S. Curry makes 3-pt shot from 28 ft (assist by S. Livingston)
1:00.0,J. Ennis makes 2-pt shot from 2 ft (assist by A. Harrison),2,25-23,,
0:46.0,,,25-25,2,A. Iguodala makes 2-pt shot at rim (assist by S. Livingston)
0:27.0,M. Conley makes 3-pt shot from 25 ft,3,28-25,,
0:08.0,,,28-25,,S. Curry misses 3-pt shot from 26 ft
0:07.0,Defensive rebound by J. Ennis,,28-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,28-25,,Turnover by D. West (lost ball; steal by B. Wright)
11:38.0,M. Conley misses 2-pt shot from 21 ft,,28-25,,
11:37.0,,,28-25,,Defensive rebound by Team
11:21.0,,,28-25,,Turnover by D. West (bad pass; steal by J. Ennis)
11:16.0,B. Wright makes 2-pt shot at rim (assist by J. Ennis),2,30-25,,
11:05.0,Personal foul by A. Harrison (drawn by K. Thompson),,30-25,,
11:01.0,,,30-28,3,K. Thompson makes 3-pt shot from 26 ft (assist by A. Iguodala)
10:45.0,Shooting foul by K. Thompson (drawn by M. Conley),,30-28,,
10:45.0,M. Conley makes free throw 1 of 2,1,31-28,,
10:45.0,M. Conley makes free throw 2 of 2,1,32-28,,
10:24.0,Violation by M. Conley (kicked ball),,32-28,,
10:21.0,,,32-28,,K. Thompson misses 2-pt shot from 19 ft
10:21.0,Defensive rebound by J. Ennis,,32-28,,
10:12.0,Turnover by M. Conley (bad pass; steal by A. Iguodala),,32-28,,
10:06.0,,,32-30,2,A. Iguodala makes 2-pt shot from 4 ft
9:46.0,,,32-30,,Personal foul by I. Clark (drawn by M. Conley)
9:46.0,M. Conley makes free throw 1 of 3,1,33-30,,
9:46.0,M. Conley makes free throw 2 of 3,1,34-30,,
9:46.0,M. Conley makes free throw 3 of 3,1,35-30,,
9:46.0,T. Allen enters the game for A. Harrison,,34-30,,
9:30.0,,,35-30,,Shooting foul by T. Allen (drawn by D. West)
9:30.0,,,35-31,1,D. West makes free throw 1 of 2
9:30.0,,,35-31,,D. West misses free throw 2 of 2
9:30.0,V. Carter enters the game for J. Ennis,,35-31,,
9:28.0,Defensive rebound by J. Green,,35-31,,
9:06.0,J. Green makes 2-pt shot from 19 ft (assist by T. Allen),2,37-31,,
8:39.0,,,37-31,,A. Iguodala misses 2-pt shot from 14 ft
8:38.0,,,37-31,,Offensive rebound by D. West
8:38.0,,,37-31,,D. West misses 2-pt shot from 3 ft
8:36.0,Defensive rebound by Team,,37-31,,
8:36.0,Official timeout,,37-31,,
8:13.0,B. Wright misses 2-pt shot from 3 ft,,37-31,,
8:13.0,,,37-31,,Defensive rebound by A. Iguodala
8:06.0,,,37-31,,M. Barnes misses 3-pt shot from 26 ft
8:05.0,Defensive rebound by J. Green,,37-31,,
7:45.0,J. Green makes 2-pt shot from 15 ft,2,39-31,,
7:17.0,,,39-34,3,A. Iguodala makes 3-pt shot from 24 ft (assist by I. Clark)
7:17.0,,,39-34,,Shooting foul by V. Carter (drawn by A. Iguodala)
7:17.0,,,39-35,1,A. Iguodala makes free throw 1 of 1
7:17.0,Z. Randolph enters the game for B. Wright,,39-34,,
7:17.0,A. Harrison enters the game for M. Conley,,39-34,,
6:56.0,V. Carter misses 3-pt shot from 27 ft,,39-35,,
6:55.0,Offensive rebound by T. Allen,,39-35,,
6:55.0,T. Allen misses 2-pt shot from 1 ft,,39-35,,
6:53.0,,,39-35,,Defensive rebound by K. Thompson
6:41.0,,,39-37,2,K. Thompson makes 2-pt shot from 2 ft (assist by D. West)
6:38.0,Memphis full timeout,,39-37,,
6:38.0,J. Ennis enters the game for J. Green,,39-37,,
6:38.0,,,39-37,,S. Curry enters the game for K. Thompson
6:38.0,,,39-37,,S. Livingston enters the game for A. Iguodala
6:38.0,,,39-37,,D. Green enters the game for M. Barnes
6:28.0,T. Allen makes 2-pt shot from 2 ft (assist by Z. Randolph),2,41-37,,
6:12.0,Personal foul by A. Harrison (drawn by D. Green),,41-37,,
5:59.0,,,41-39,2,D. Green makes 2-pt shot from 18 ft (assist by I. Clark)
5:36.0,Z. Randolph makes 2-pt shot from 7 ft (assist by T. Allen),2,43-39,,
5:25.0,,,43-42,3,I. Clark makes 3-pt shot from 24 ft (assist by S. Curry)
4:57.0,J. Ennis misses 2-pt shot from 15 ft,,43-42,,
4:57.0,,,43-42,,Defensive rebound by I. Clark
4:42.0,,,43-42,,S. Curry misses 2-pt shot from 21 ft
4:41.0,Defensive rebound by Z. Randolph,,43-42,,
4:23.0,Z. Randolph misses 2-pt shot from 17 ft,,43-42,,
4:23.0,,,43-42,,Defensive rebound by I. Clark
4:15.0,,,43-42,,I. Clark misses 2-pt shot from 18 ft
4:15.0,Defensive rebound by J. Ennis,,43-42,,
4:01.0,Turnover by A. Harrison (lost ball; steal by S. Curry),,43-42,,
3:55.0,,,43-42,,Shooting foul by T. Allen (drawn by D. Green)
3:55.0,,,43-43,1,D. Green makes free throw 1 of 2
3:55.0,,,43-43,,D. Green misses free throw 2 of 2
3:55.0,,,43-43,,M. Barnes enters the game for I. Clark
3:55.0,,,43-43,,A. Iguodala enters the game for D. West
3:55.0,M. Conley enters the game for A. Harrison,,43-43,,
3:53.0,Defensive rebound by Z. Randolph,,43-43,,
3:34.0,Z. Randolph makes 2-pt shot from 8 ft,2,45-43,,
3:17.0,,,45-46,3,S. Curry makes 3-pt shot from 23 ft (assist by S. Livingston)
2:57.0,J. Ennis makes 2-pt shot from 3 ft,2,47-46,,
2:57.0,Shooting foul by S. Curry (drawn by J. Ennis),,47-46,,
2:57.0,,,47-46,,Golden State full timeout
2:57.0,J. Ennis makes free throw 1 of 1,1,48-46,,
2:57.0,,,47-46,,K. Thompson enters the game for S. Livingston
2:38.0,,,48-48,2,A. Iguodala makes 2-pt shot from 8 ft (assist by S. Curry)
2:12.0,M. Conley misses 3-pt shot from 25 ft,,48-48,,
2:11.0,,,48-48,,Defensive rebound by A. Iguodala
2:02.0,,,48-48,,Turnover by D. Green (bad pass; steal by Z. Randolph)
1:54.0,Z. Randolph misses 2-pt shot from 6 ft (block by M. Barnes),,48-48,,
1:53.0,Offensive rebound by T. Allen,,48-48,,
1:52.0,Turnover by T. Allen (lost ball; steal by S. Curry),,48-48,,
1:44.0,,,48-50,2,S. Curry makes 2-pt shot from 2 ft (assist by M. Barnes)
1:35.0,Memphis full timeout,,48-50,,
1:35.0,J. Green enters the game for V. Carter,,48-50,,
1:22.0,Shooting foul by M. Barnes (drawn by M. Conley),,48-50,,
1:22.0,M. Conley makes free throw 1 of 2,1,49-50,,
1:22.0,M. Conley makes free throw 2 of 2,1,50-50,,
1:22.0,V. Carter enters the game for Z. Randolph,,49-50,,
1:13.0,Personal foul by J. Green (drawn by A. Iguodala),,50-50,,
1:13.0,,,50-50,,A. Iguodala misses free throw 1 of 2
1:13.0,,,50-50,,Offensive rebound by Team
1:13.0,,,50-51,1,A. Iguodala makes free throw 2 of 2
1:13.0,Z. Randolph enters the game for J. Green,,50-50,,
1:13.0,T. Daniels enters the game for T. Allen,,50-50,,
0:58.0,Z. Randolph makes 2-pt shot from 5 ft,2,52-51,,
0:48.0,,,52-54,3,K. Thompson makes 3-pt shot from 24 ft (assist by M. Barnes)
0:31.0,Turnover by Z. Randolph (bad pass; steal by S. Curry),,52-54,,
0:28.0,,,52-54,,Turnover by S. Curry (bad pass)
0:05.0,,,52-54,,Violation by D. Green (def goaltending)
0:05.0,M. Conley makes 2-pt shot from 3 ft,2,54-54,,
0:05.0,,,54-54,,Golden State full timeout
0:05.0,A. Harrison enters the game for Z. Randolph,,54-54,,
0:05.0,B. Wright enters the game for T. Daniels,,54-54,,
0:02.0,Personal foul by V. Carter (drawn by A. Iguodala),,54-54,,
0:02.0,,,54-55,1,A. Iguodala makes free throw 1 of 2
0:02.0,,,54-56,1,A. Iguodala makes free throw 2 of 2
0:02.0,Z. Randolph enters the game for A. Harrison,,54-55,,
0:01.0,Z. Randolph misses 3-pt shot from 55 ft,,54-56,,
0:00.0,Offensive rebound by Team,,54-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,54-56,,Turnover by Z. Pachulia (lost ball; steal by Z. Randolph)
11:18.0,Z. Randolph misses 3-pt shot from 28 ft,,54-56,,
11:17.0,,,54-56,,Defensive rebound by D. Green
11:09.0,,,54-58,2,K. Thompson makes 2-pt shot from 20 ft (assist by D. Green)
10:43.0,Z. Randolph misses 3-pt shot from 29 ft,,54-58,,
10:43.0,,,54-58,,Defensive rebound by D. Green
10:34.0,,,54-58,,S. Curry misses 3-pt shot from 27 ft
10:34.0,Defensive rebound by T. Allen,,54-58,,
10:26.0,T. Allen makes 2-pt shot from 2 ft,2,56-58,,
10:15.0,,,56-58,,Turnover by S. Curry (lost ball)
9:56.0,Turnover by T. Allen (3 sec),,56-58,,
9:44.0,,,56-58,,Z. Pachulia misses 2-pt shot from 12 ft
9:43.0,Defensive rebound by Team,,56-58,,
9:22.0,V. Carter makes 2-pt shot from 10 ft (assist by Z. Randolph),2,58-58,,
9:07.0,,,58-61,3,K. Thompson makes 3-pt shot from 28 ft (assist by P. McCaw)
8:52.0,M. Conley makes 3-pt shot from 26 ft,3,61-61,,
8:34.0,,,61-64,3,K. Thompson makes 3-pt shot from 27 ft (assist by D. Green)
8:33.0,Memphis full timeout,,61-64,,
8:18.0,Shooting foul by Z. Pachulia (drawn by Z. Randolph),,61-64,,
8:18.0,Z. Randolph makes free throw 1 of 2,1,62-64,,
8:18.0,Z. Randolph misses free throw 2 of 2,,62-64,,
8:17.0,,,62-64,,Defensive rebound by Z. Pachulia
8:09.0,,,62-64,,S. Curry misses 2-pt shot from 2 ft
8:09.0,Defensive rebound by Team,,62-64,,
7:58.0,M. Conley makes 2-pt shot from 20 ft,2,64-64,,
7:44.0,,,64-64,,Turnover by K. Thompson (lost ball; steal by T. Allen)
7:37.0,,,64-64,,M. Barnes enters the game for Z. Pachulia
7:27.0,Z. Randolph makes 2-pt shot from 18 ft (assist by J. Green),2,66-64,,
7:15.0,,,66-64,,Offensive charge foul by M. Barnes
7:15.0,,,66-64,,Turnover by M. Barnes (offensive foul)
6:49.0,Turnover by M. Conley (bad pass; steal by D. Green),,66-64,,
6:44.0,,,66-66,2,K. Thompson makes 2-pt shot from 2 ft (assist by S. Curry)
6:18.0,J. Green misses 2-pt shot from 15 ft,,66-66,,
6:17.0,Offensive rebound by T. Allen,,66-66,,
6:17.0,Shooting foul by M. Barnes (drawn by T. Allen),,66-66,,
6:17.0,T. Allen misses free throw 1 of 2,,66-66,,
6:17.0,Offensive rebound by Team,,66-66,,
6:17.0,T. Allen misses free throw 2 of 2,,66-66,,
6:17.0,A. Harrison enters the game for M. Conley,,66-66,,
6:16.0,,,66-66,,Defensive rebound by P. McCaw
6:02.0,,,66-69,3,M. Barnes makes 3-pt shot from 24 ft (assist by S. Curry)
5:35.0,A. Harrison misses 3-pt shot from 31 ft,,66-69,,
5:35.0,Offensive rebound by Team,,66-69,,
5:35.0,Turnover by Team (shot clock),,66-69,,
5:35.0,,,66-69,,Golden State full timeout
5:35.0,,,66-69,,A. Iguodala enters the game for P. McCaw
5:35.0,J. Ennis enters the game for J. Green,,66-69,,
5:17.0,,,66-71,2,M. Barnes makes 2-pt shot from 1 ft (assist by D. Green)
4:56.0,Z. Randolph misses 2-pt shot from 4 ft,,66-71,,
4:56.0,,,66-71,,Defensive rebound by Team
4:36.0,,,66-73,2,K. Thompson makes 2-pt shot from 2 ft
4:11.0,V. Carter makes 3-pt shot from 27 ft,3,69-73,,
3:58.0,,,69-75,2,M. Barnes makes 2-pt shot from 2 ft (assist by S. Curry)
3:55.0,Memphis full timeout,,69-75,,
3:55.0,M. Conley enters the game for Z. Randolph,,69-75,,
3:55.0,B. Wright enters the game for T. Allen,,69-75,,
3:55.0,,,69-75,,S. Livingston enters the game for K. Thompson
3:41.0,M. Conley misses 2-pt shot from 19 ft,,69-75,,
3:41.0,Offensive rebound by Team,,69-75,,
3:32.0,A. Harrison misses 2-pt shot from 16 ft,,69-75,,
3:31.0,,,69-75,,Defensive rebound by D. Green
3:16.0,,,69-75,,Turnover by S. Curry (bad pass; steal by A. Harrison)
3:14.0,,,69-75,,Personal foul by D. Green (drawn by A. Harrison)
3:00.0,V. Carter makes 2-pt shot at rim (assist by M. Conley),2,71-75,,
2:44.0,,,71-75,,Shooting foul by J. Ennis (drawn by M. Barnes)
2:44.0,,,71-76,1,M. Barnes makes free throw 1 of 3
2:44.0,,,71-77,1,M. Barnes makes free throw 2 of 3
2:44.0,,,71-78,1,M. Barnes makes free throw 3 of 3
2:29.0,A. Harrison misses 2-pt shot from 3 ft,,71-78,,
2:29.0,Offensive rebound by Team,,71-78,,
2:29.0,,,71-78,,Loose ball foul by D. Green (drawn by A. Harrison)
2:29.0,J. Green enters the game for V. Carter,,71-78,,
2:29.0,T. Daniels enters the game for A. Harrison,,71-78,,
2:15.0,T. Daniels misses 3-pt shot from 28 ft,,71-78,,
2:14.0,,,71-78,,Defensive rebound by A. Iguodala
2:08.0,,,71-80,2,A. Iguodala makes 2-pt shot at rim
1:48.0,T. Daniels makes 3-pt shot from 28 ft (assist by M. Conley),3,74-80,,
1:42.0,,,74-80,,Shooting foul by B. Wright (drawn by D. Green)
1:42.0,,,74-81,1,D. Green makes free throw 1 of 2
1:42.0,,,74-81,,D. Green misses free throw 2 of 2
1:41.0,Defensive rebound by J. Green,,74-81,,
1:20.0,M. Conley makes 2-pt shot from 19 ft,2,76-81,,
0:58.0,,,76-81,,S. Curry misses 3-pt shot from 27 ft
0:58.0,Defensive rebound by B. Wright,,76-81,,
0:48.0,M. Conley makes 3-pt shot from 26 ft,3,79-81,,
0:33.0,,,79-81,,D. Green misses 2-pt shot from 10 ft
0:32.0,,,79-81,,Offensive rebound by D. Green
0:32.0,,,79-81,,D. Green misses 2-pt shot from 2 ft
0:31.0,Defensive rebound by T. Daniels,,79-81,,
0:25.0,J. Ennis makes 2-pt shot from 2 ft (assist by T. Daniels),2,81-81,,
0:03.0,,,81-83,2,S. Curry makes 2-pt shot from 12 ft
0:00.0,J. Green misses 3-pt shot from 27 ft,,81-83,,
0:00.0,Offensive rebound by Team,,81-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Turnover by M. Conley (lost ball),,81-83,,
11:29.0,,,81-86,3,K. Thompson makes 3-pt shot from 26 ft (assist by A. Iguodala)
11:08.0,T. Daniels misses 2-pt shot from 11 ft,,81-86,,
11:07.0,Offensive rebound by J. Green,,81-86,,
11:06.0,J. Green misses 2-pt shot at rim,,81-86,,
11:04.0,Offensive rebound by J. Green,,81-86,,
11:03.0,J. Green misses 2-pt shot from 2 ft (block by A. Iguodala),,81-86,,
11:01.0,,,81-86,,Defensive rebound by A. Iguodala
10:55.0,,,81-86,,D. West misses 2-pt shot from 2 ft
10:54.0,Defensive rebound by B. Wright,,81-86,,
10:43.0,B. Wright makes 2-pt shot from 1 ft (assist by M. Conley),2,83-86,,
10:22.0,,,83-86,,M. Barnes misses 2-pt shot from 5 ft
10:21.0,Defensive rebound by J. Ennis,,83-86,,
10:06.0,M. Conley misses 2-pt shot from 2 ft,,83-86,,
10:06.0,,,83-86,,Defensive rebound by A. Iguodala
10:00.0,,,83-89,3,K. Thompson makes 3-pt shot from 26 ft (assist by A. Iguodala)
9:31.0,B. Wright misses 2-pt shot from 11 ft,,83-89,,
9:30.0,Offensive rebound by J. Ennis,,83-89,,
9:28.0,T. Allen enters the game for J. Green,,83-89,,
9:14.0,T. Allen misses 3-pt shot from 24 ft,,83-89,,
9:14.0,Offensive rebound by M. Conley,,83-89,,
9:09.0,T. Daniels makes 3-pt shot from 27 ft (assist by M. Conley),3,86-89,,
8:54.0,,,86-89,,I. Clark misses 2-pt shot from 2 ft
8:53.0,Defensive rebound by J. Ennis,,86-89,,
8:46.0,T. Daniels misses 3-pt shot from 27 ft,,86-89,,
8:46.0,Offensive rebound by T. Daniels,,86-89,,
8:41.0,T. Daniels misses 3-pt shot from 25 ft,,86-89,,
8:41.0,,,86-89,,Defensive rebound by I. Clark
8:27.0,,,86-91,2,I. Clark makes 2-pt shot from 11 ft
8:00.0,B. Wright misses 2-pt shot from 3 ft (block by D. West),,86-91,,
7:59.0,,,86-91,,Defensive rebound by A. Iguodala
7:53.0,,,86-91,,Turnover by M. Barnes (bad pass; steal by J. Ennis)
7:45.0,J. Ennis misses 3-pt shot from 23 ft,,86-91,,
7:45.0,,,86-91,,Defensive rebound by D. West
7:38.0,,,86-91,,Golden State full timeout
7:38.0,A. Harrison enters the game for M. Conley,,86-91,,
7:29.0,,,86-91,,K. Thompson misses 3-pt shot from 23 ft
7:29.0,Defensive rebound by J. Ennis,,86-91,,
7:08.0,A. Harrison misses 2-pt shot from 14 ft,,86-91,,
7:08.0,Offensive rebound by T. Allen,,86-91,,
6:48.0,T. Daniels misses 3-pt shot from 25 ft,,86-91,,
6:48.0,,,86-91,,Defensive rebound by I. Clark
6:29.0,,,86-91,,M. Barnes misses 3-pt shot from 24 ft
6:28.0,,,86-91,,Offensive rebound by D. West
6:27.0,,,86-91,,Offensive charge foul by M. Barnes
6:27.0,,,86-91,,Turnover by M. Barnes (offensive foul)
6:27.0,,,86-91,,S. Livingston enters the game for M. Barnes
6:27.0,Z. Randolph enters the game for B. Wright,,86-91,,
6:27.0,,,86-91,,D. Green enters the game for A. Iguodala
6:09.0,A. Harrison misses 2-pt shot from 3 ft (block by D. Green),,86-91,,
6:07.0,,,86-91,,Defensive rebound by D. West
6:03.0,,,86-91,,Turnover by D. Green (lost ball; steal by A. Harrison)
5:49.0,A. Harrison misses 3-pt shot from 26 ft,,86-91,,
5:48.0,,,86-91,,Defensive rebound by D. West
5:41.0,Official timeout,,86-91,,
5:41.0,V. Carter enters the game for A. Harrison,,86-91,,
5:41.0,M. Conley enters the game for T. Daniels,,86-91,,
5:41.0,,,86-91,,S. Curry enters the game for K. Thompson
5:41.0,,,86-91,,A. Iguodala enters the game for I. Clark
5:32.0,,,86-93,2,D. West makes 2-pt shot from 19 ft (assist by S. Curry)
5:07.0,Z. Randolph misses 2-pt shot from 9 ft,,86-93,,
5:06.0,,,86-93,,Defensive rebound by D. Green
4:57.0,,,86-96,3,S. Curry makes 3-pt shot from 25 ft (assist by S. Livingston)
4:54.0,Memphis full timeout,,86-96,,
4:54.0,J. Green enters the game for T. Allen,,86-96,,
4:40.0,Turnover by M. Conley (step out of bounds),,86-96,,
4:24.0,,,86-96,,Turnover by S. Livingston (3 sec)
4:08.0,M. Conley makes 2-pt shot from 18 ft,2,88-96,,
3:43.0,Personal foul by J. Ennis (drawn by S. Livingston),,88-96,,
3:43.0,,,88-96,,K. Thompson enters the game for S. Livingston
3:36.0,,,88-99,3,S. Curry makes 3-pt shot from 27 ft
3:22.0,Shooting foul by D. Green (drawn by J. Green),,88-99,,
3:22.0,J. Green makes free throw 1 of 2,1,89-99,,
3:22.0,J. Green misses free throw 2 of 2,,89-99,,
3:22.0,,,89-99,,M. Barnes enters the game for D. West
3:22.0,B. Wright enters the game for Z. Randolph,,89-99,,
3:21.0,,,89-99,,Defensive rebound by M. Barnes
2:58.0,,,89-101,2,S. Curry makes 2-pt shot from 17 ft
2:43.0,M. Conley misses 2-pt shot from 20 ft,,89-101,,
2:43.0,,,89-101,,Defensive rebound by M. Barnes
2:30.0,,,89-101,,Turnover by D. Green (bad pass; steal by M. Conley)
2:23.0,M. Conley makes 2-pt shot from 1 ft,2,91-101,,
2:04.0,,,91-101,,Turnover by M. Barnes (bad pass; steal by V. Carter)
1:48.0,B. Wright misses 2-pt shot from 10 ft,,91-101,,
1:48.0,,,91-101,,Defensive rebound by A. Iguodala
1:43.0,,,91-103,2,A. Iguodala makes 2-pt shot at rim (assist by S. Curry)
1:43.0,Memphis full timeout,,91-103,,
1:43.0,Z. Randolph enters the game for J. Ennis,,91-103,,
1:43.0,T. Daniels enters the game for B. Wright,,91-103,,
1:36.0,Turnover by V. Carter (lost ball; steal by A. Iguodala),,91-103,,
1:17.0,,,91-103,,D. Green misses 2-pt shot from 6 ft
1:16.0,,,91-103,,Offensive rebound by D. Green
1:16.0,,,91-103,,D. Green misses 2-pt shot from 2 ft
1:15.0,Defensive rebound by Z. Randolph,,91-103,,
1:08.0,Z. Randolph misses 3-pt shot from 27 ft,,91-103,,
1:07.0,,,91-103,,Defensive rebound by M. Barnes
0:52.0,,,91-103,,S. Curry misses 3-pt shot from 29 ft
0:51.0,Defensive rebound by V. Carter,,91-103,,
0:46.0,M. Conley makes 3-pt shot from 29 ft (assist by V. Carter),3,94-103,,
0:39.0,Personal foul by M. Conley (drawn by S. Curry),,94-103,,
0:39.0,D. Davis enters the game for Z. Randolph,,94-103,,
0:39.0,A. Harrison enters the game for M. Conley,,94-103,,
0:39.0,W. Baldwin enters the game for J. Green,,94-103,,
0:39.0,W. Selden enters the game for V. Carter,,94-103,,
0:30.0,,,94-106,3,K. Thompson makes 3-pt shot from 28 ft
0:16.0,T. Daniels misses 2-pt shot from 14 ft,,94-106,,
0:16.0,Offensive rebound by T. Daniels,,94-106,,
0:10.0,W. Selden misses 3-pt shot from 32 ft,,94-106,,
0:09.0,,,94-106,,Defensive rebound by M. Barnes
0:00.0,End of 4th quarter,,,,End of 4th quarter
