time,Boston,pts.away,score,pts.home,Washington
5:09.0,T. Rozier misses free throw 2 of 2,,85-106,,
5:08.0,Offensive rebound by J. Brown,,85-106,,
5:04.0,J. Brown misses 3-pt shot from 29 ft,,85-106,,
5:03.0,,,85-106,,Defensive rebound by Team
4:45.0,,,85-106,,Turnover by J. Wall (bad pass; steal by M. Smart)
4:34.0,T. Rozier makes 2-pt shot from 1 ft (assist by T. Zeller),2,87-106,,
4:13.0,,,87-108,2,B. Bogdanovic makes 2-pt shot from 16 ft (assist by J. Wall)
3:58.0,T. Zeller makes 2-pt shot from 1 ft (assist by M. Smart),2,89-108,,
3:40.0,,,89-110,2,B. Beal makes 2-pt shot from 9 ft
3:26.0,T. Zeller makes 2-pt shot from 1 ft (assist by M. Smart),2,91-110,,
3:12.0,,,91-112,2,B. Bogdanovic makes 2-pt shot from 1 ft (assist by J. Wall)
3:04.0,,,91-112,,Personal foul by J. Wall (drawn by T. Rozier)
3:04.0,T. Rozier makes free throw 1 of 2,1,92-112,,
3:04.0,T. Rozier misses free throw 2 of 2,,92-112,,
3:04.0,,,92-112,,B. Jennings enters the game for O. Porter
3:04.0,,,92-112,,S. Mac enters the game for B. Beal
3:04.0,,,92-112,,T. Satoransky enters the game for J. Wall
3:04.0,,,92-112,,T. Burke enters the game for B. Bogdanovic
3:04.0,J. Young enters the game for M. Smart,,92-112,,
3:03.0,,,92-112,,Defensive rebound by T. Satoransky
2:50.0,,,92-114,2,J. Smith makes 2-pt shot from 1 ft (assist by T. Satoransky)
2:36.0,G. Green makes 3-pt shot from 24 ft (assist by J. Brown),3,95-114,,
2:20.0,,,95-116,2,T. Satoransky makes 2-pt shot from 7 ft (assist by T. Burke)
2:10.0,G. Green makes 3-pt shot from 28 ft (assist by T. Rozier),3,98-116,,
1:57.0,,,98-116,,Shooting foul by T. Zeller (drawn by T. Satoransky)
1:57.0,Boston full timeout,,98-116,,
1:57.0,,,98-116,,T. Satoransky misses free throw 1 of 2
1:57.0,,,98-116,,Offensive rebound by Team
1:57.0,,,98-117,1,T. Satoransky makes free throw 2 of 2
1:37.0,T. Zeller misses 2-pt shot from 18 ft,,98-117,,
1:36.0,Offensive rebound by T. Rozier,,98-117,,
1:35.0,T. Rozier makes 2-pt shot from 1 ft,2,100-117,,
1:19.0,,,100-117,,T. Burke misses 2-pt shot from 18 ft
1:18.0,,,100-117,,Offensive rebound by J. Smith
1:18.0,,,100-119,2,J. Smith makes 2-pt shot at rim
1:07.0,,,100-119,,Personal foul by B. Jennings (drawn by G. Green)
1:07.0,G. Green makes free throw 1 of 2,1,101-119,,
1:07.0,G. Green makes free throw 2 of 2,1,102-119,,
0:58.0,,,102-119,,T. Satoransky misses 2-pt shot from 1 ft
0:56.0,Defensive rebound by T. Rozier,,102-119,,
0:52.0,Turnover by G. Green (bad pass),,102-119,,
0:39.0,,,102-121,2,J. Smith makes 2-pt shot at rim
0:30.0,T. Rozier misses 2-pt shot from 1 ft (block by J. Smith),,102-121,,
0:29.0,Offensive rebound by T. Rozier,,102-121,,
0:25.0,G. Green misses 3-pt shot from 28 ft,,102-121,,
0:24.0,,,102-121,,Defensive rebound by S. Mac
0:01.0,,,102-121,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
