time,San Antonio,pts.away,score,pts.home,Sacramento
7:40.0,,,11-6,,Defensive rebound by K. Koufos
7:31.0,,,11-6,,R. Gay misses 2-pt shot from 19 ft
7:30.0,Defensive rebound by Team,,11-6,,
7:08.0,P. Gasol makes 2-pt shot from 4 ft (assist by T. Parker),2,13-6,,
6:58.0,,,13-6,,W. Cauley-Stein misses 2-pt shot from 18 ft
6:58.0,,,13-6,,Offensive rebound by T. Lawson
6:47.0,,,13-6,,K. Koufos misses 2-pt shot from 8 ft
6:47.0,Defensive rebound by L. Aldridge,,13-6,,
6:36.0,P. Gasol makes 2-pt shot from 8 ft (assist by T. Parker),2,15-6,,
6:36.0,Shooting foul by A. Afflalo (drawn by P. Gasol),,15-6,,
6:36.0,P. Gasol makes free throw 1 of 1,1,16-6,,
6:33.0,,,16-6,,Sacramento full timeout
6:33.0,P. Mills enters the game for T. Parker,,16-6,,
6:27.0,,,16-6,,Shooting foul by L. Aldridge (drawn by R. Gay)
6:27.0,,,16-7,1,R. Gay makes free throw 1 of 2
6:27.0,,,16-8,1,R. Gay makes free throw 2 of 2
6:23.0,K. Leonard misses 2-pt shot from 18 ft,,16-8,,
6:20.0,,,16-8,,Defensive rebound by T. Lawson
5:58.0,,,16-8,,K. Koufos misses 2-pt shot from 13 ft
5:58.0,Defensive rebound by L. Aldridge,,16-8,,
5:46.0,K. Leonard makes 3-pt shot from 24 ft (assist by P. Mills),3,19-8,,
5:33.0,,,19-11,3,T. Lawson makes 3-pt shot from 25 ft (assist by A. Afflalo)
5:19.0,L. Aldridge misses 2-pt shot from 20 ft,,19-11,,
5:19.0,,,19-11,,Defensive rebound by K. Koufos
5:10.0,,,19-11,,A. Afflalo misses 2-pt shot from 4 ft
5:08.0,Defensive rebound by P. Mills,,19-11,,
4:54.0,L. Aldridge misses 2-pt shot from 13 ft,,19-11,,
4:53.0,,,19-11,,Defensive rebound by W. Cauley-Stein
4:46.0,,,19-13,2,W. Cauley-Stein makes 2-pt shot from 3 ft (assist by R. Gay)
4:43.0,San Antonio full timeout,,19-13,,
4:43.0,D. Lee enters the game for L. Aldridge,,19-13,,
4:43.0,M. Ginobili enters the game for D. Green,,19-13,,
4:43.0,,,19-13,,D. Collison enters the game for K. Koufos
4:33.0,D. Lee makes 2-pt shot from 2 ft (assist by K. Leonard),2,21-13,,
4:15.0,,,21-13,,Turnover by D. Collison (bad pass)
4:03.0,P. Gasol misses 2-pt shot from 8 ft (block by R. Gay),,21-13,,
4:01.0,,,21-13,,Defensive rebound by W. Cauley-Stein
3:46.0,,,21-13,,W. Cauley-Stein misses 2-pt shot from 2 ft
3:45.0,,,21-13,,Offensive rebound by W. Cauley-Stein
3:43.0,,,21-13,,Turnover by W. Cauley-Stein (lost ball; steal by K. Leonard)
3:39.0,,,21-13,,Personal foul by W. Cauley-Stein (drawn by K. Leonard)
3:39.0,,,21-13,,G. Temple enters the game for T. Lawson
3:34.0,M. Ginobili makes 2-pt shot from 7 ft (assist by P. Mills),2,23-13,,
3:17.0,,,23-13,,Turnover by R. Gay (bad pass; steal by K. Leonard)
3:07.0,K. Leonard misses 2-pt shot from 13 ft,,23-13,,
3:06.0,,,23-13,,Defensive rebound by R. Gay
2:58.0,,,23-13,,G. Temple misses 2-pt shot from 17 ft
2:57.0,Defensive rebound by P. Mills,,23-13,,
2:33.0,P. Mills makes 2-pt shot from 2 ft (assist by D. Lee),2,25-13,,
2:32.0,,,25-13,,Sacramento full timeout
2:32.0,J. Simmons enters the game for K. Leonard,,25-13,,
2:32.0,L. Aldridge enters the game for P. Gasol,,25-13,,
2:19.0,Personal foul by P. Mills,,25-13,,
2:19.0,,,25-13,,B. McLemore enters the game for A. Afflalo
2:08.0,,,25-16,3,G. Temple makes 3-pt shot from 27 ft (assist by D. Collison)
1:50.0,L. Aldridge makes 2-pt shot from 3 ft (assist by D. Lee),2,27-16,,
1:39.0,,,27-18,2,D. Collison makes 2-pt shot from 17 ft
1:23.0,Turnover by L. Aldridge (bad pass),,27-18,,
1:23.0,,,27-18,,D. Cousins enters the game for R. Gay
1:23.0,,,27-18,,M. Barnes enters the game for W. Cauley-Stein
1:23.0,,,27-20,2,M. Barnes makes 2-pt shot from 17 ft (assist by D. Cousins)
1:07.0,M. Ginobili misses 3-pt shot from 25 ft,,27-20,,
1:07.0,,,27-20,,Defensive rebound by M. Barnes
0:46.0,,,27-22,2,D. Cousins makes 2-pt shot at rim (assist by G. Temple)
0:22.0,P. Mills misses 3-pt shot from 25 ft,,27-22,,
0:22.0,,,27-22,,Defensive rebound by D. Cousins
0:07.0,,,27-22,,Turnover by D. Cousins (bad pass)
0:07.0,,,27-22,,W. Cauley-Stein enters the game for D. Cousins
0:00.0,Turnover by P. Mills (bad pass),,27-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,L. Aldridge misses 2-pt shot from 20 ft,,27-22,,
11:41.0,,,27-22,,Defensive rebound by B. McLemore
11:16.0,,,27-22,,D. Cousins misses 2-pt shot from 18 ft
11:16.0,Defensive rebound by L. Aldridge,,27-22,,
10:59.0,Offensive foul by D. Lee,,27-22,,
10:59.0,Turnover by D. Lee (offensive foul),,27-22,,
10:41.0,,,27-24,2,B. McLemore makes 2-pt shot from 19 ft (assist by D. Cousins)
10:32.0,Turnover by L. Aldridge (bad pass; steal by D. Collison),,27-24,,
10:27.0,,,27-26,2,D. Collison makes 2-pt shot from 2 ft
10:14.0,D. Lee misses 2-pt shot from 20 ft,,27-26,,
10:14.0,,,27-26,,Defensive rebound by G. Temple
10:10.0,,,27-28,2,G. Temple makes 2-pt shot from 3 ft
10:07.0,San Antonio full timeout,,27-28,,
10:07.0,T. Parker enters the game for P. Mills,,27-28,,
10:07.0,D. Green enters the game for D. Lee,,27-28,,
10:07.0,P. Gasol enters the game for M. Ginobili,,27-28,,
9:43.0,D. Green misses 3-pt shot from 28 ft,,27-28,,
9:43.0,,,27-28,,Defensive rebound by D. Collison
9:29.0,,,27-30,2,D. Collison makes 2-pt shot from 20 ft
9:07.0,D. Green makes 3-pt shot from 24 ft (assist by L. Aldridge),3,30-30,,
8:55.0,,,30-30,,D. Collison misses 2-pt shot from 2 ft
8:54.0,Defensive rebound by P. Gasol,,30-30,,
8:40.0,T. Parker makes 2-pt shot from 10 ft,2,32-30,,
8:25.0,,,32-33,3,M. Barnes makes 3-pt shot from 25 ft (assist by D. Cousins)
8:04.0,L. Aldridge makes 2-pt shot from 20 ft (assist by J. Simmons),2,34-33,,
7:42.0,,,34-33,,M. Barnes misses 3-pt shot from 23 ft
7:42.0,Defensive rebound by T. Parker,,34-33,,
7:23.0,L. Aldridge makes 2-pt shot from 21 ft (assist by T. Parker),2,36-33,,
7:09.0,,,36-33,,Turnover by D. Cousins (lost ball; steal by T. Parker)
7:04.0,T. Parker misses 2-pt shot from 8 ft,,36-33,,
7:02.0,Offensive rebound by L. Aldridge,,36-33,,
7:02.0,L. Aldridge makes 2-pt shot from 1 ft,2,38-33,,
7:01.0,,,38-33,,Sacramento full timeout
7:01.0,K. Leonard enters the game for J. Simmons,,38-33,,
7:01.0,,,38-33,,R. Gay enters the game for G. Temple
6:37.0,,,38-33,,Turnover by Team (shot clock)
6:31.0,P. Gasol misses 2-pt shot from 8 ft,,38-33,,
6:29.0,Offensive rebound by P. Gasol,,38-33,,
6:29.0,L. Aldridge misses 2-pt shot at rim,,38-33,,
6:26.0,,,38-33,,Defensive rebound by B. McLemore
6:23.0,,,38-33,,Turnover by B. McLemore (bad pass)
6:20.0,Turnover by T. Parker (bad pass; steal by M. Barnes),,38-33,,
6:13.0,,,38-33,,Turnover by M. Barnes (lost ball; steal by L. Aldridge)
6:07.0,D. Green makes 3-pt shot from 25 ft,3,41-33,,
5:37.0,,,41-36,3,B. McLemore makes 3-pt shot from 26 ft (assist by M. Barnes)
5:14.0,,,41-36,,Personal foul by M. Barnes (drawn by T. Parker)
5:14.0,,,41-36,,K. Koufos enters the game for M. Barnes
5:07.0,Turnover by T. Parker (bad pass),,41-36,,
4:59.0,Personal foul by D. Green (drawn by D. Cousins),,41-36,,
4:59.0,D. Bertans enters the game for L. Aldridge,,41-36,,
4:46.0,,,41-38,2,D. Cousins makes 2-pt shot from 7 ft
4:30.0,D. Bertans makes 3-pt shot from 26 ft (assist by T. Parker),3,44-38,,
4:19.0,,,44-38,,D. Cousins misses 2-pt shot from 5 ft (block by P. Gasol)
4:18.0,Defensive rebound by D. Bertans,,44-38,,
4:12.0,K. Leonard makes 2-pt shot from 9 ft,2,46-38,,
3:57.0,,,46-38,,B. McLemore misses 3-pt shot from 24 ft
3:57.0,Defensive rebound by T. Parker,,46-38,,
3:45.0,T. Parker makes 2-pt shot from 3 ft,2,48-38,,
3:22.0,,,48-38,,D. Cousins misses 2-pt shot from 4 ft (block by D. Bertans)
3:20.0,Defensive rebound by D. Green,,48-38,,
3:13.0,P. Gasol makes 2-pt shot from 12 ft (assist by D. Bertans),2,50-38,,
2:57.0,,,50-38,,D. Collison misses 3-pt shot from 25 ft
2:57.0,Defensive rebound by K. Leonard,,50-38,,
2:39.0,P. Gasol makes 2-pt shot from 13 ft (assist by D. Green),2,52-38,,
2:39.0,,,52-38,,Sacramento full timeout
2:39.0,P. Mills enters the game for D. Green,,52-38,,
2:39.0,M. Ginobili enters the game for T. Parker,,52-38,,
2:39.0,,,52-38,,T. Lawson enters the game for K. Koufos
2:39.0,,,52-38,,M. Barnes enters the game for D. Collison
2:16.0,,,52-38,,D. Cousins misses 2-pt shot from 3 ft (block by K. Leonard)
2:15.0,Defensive rebound by K. Leonard,,52-38,,
2:05.0,Turnover by M. Ginobili (back court),,52-38,,
1:49.0,,,52-38,,R. Gay misses 2-pt shot from 15 ft
1:49.0,Defensive rebound by K. Leonard,,52-38,,
1:32.0,M. Ginobili misses 2-pt shot from 4 ft,,52-38,,
1:31.0,Offensive rebound by P. Gasol,,52-38,,
1:31.0,Shooting foul by B. McLemore (drawn by P. Gasol),,52-38,,
1:31.0,P. Gasol misses free throw 1 of 2,,52-38,,
1:31.0,Offensive rebound by Team,,52-38,,
1:31.0,P. Gasol makes free throw 2 of 2,1,53-38,,
1:17.0,,,53-38,,R. Gay misses 2-pt shot from 10 ft
1:17.0,,,53-38,,Offensive rebound by R. Gay
1:10.0,,,53-41,3,B. McLemore makes 3-pt shot from 25 ft (assist by R. Gay)
1:00.0,K. Leonard makes 2-pt shot from 10 ft (assist by P. Mills),2,55-41,,
0:48.0,,,55-43,2,B. McLemore makes 2-pt shot from 18 ft (assist by D. Cousins)
0:34.0,Turnover by K. Leonard (bad pass),,55-43,,
0:31.0,,,55-43,,R. Gay misses 2-pt shot from 21 ft
0:30.0,Defensive rebound by P. Gasol,,55-43,,
0:09.0,Shooting foul by M. Barnes (drawn by P. Gasol),,55-43,,
0:09.0,P. Gasol makes free throw 1 of 2,1,56-43,,
0:09.0,P. Gasol makes free throw 2 of 2,1,57-43,,
0:09.0,,,56-43,,D. Collison enters the game for T. Lawson
0:09.0,J. Simmons enters the game for D. Bertans,,56-43,,
0:02.0,,,57-46,3,D. Cousins makes 3-pt shot from 25 ft (assist by D. Collison)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,K. Leonard misses 3-pt shot from 23 ft,,57-46,,
11:36.0,,,57-46,,Defensive rebound by D. Cousins
11:23.0,Personal foul by D. Green (drawn by D. Cousins),,57-46,,
11:23.0,,,57-47,1,D. Cousins makes free throw 1 of 2
11:23.0,,,57-48,1,D. Cousins makes free throw 2 of 2
11:09.0,T. Parker makes 2-pt shot from 3 ft (assist by P. Gasol),2,59-48,,
10:39.0,,,59-50,2,A. Afflalo makes 2-pt shot from 21 ft (assist by R. Gay)
10:24.0,P. Gasol misses 2-pt shot from 14 ft,,59-50,,
10:24.0,,,59-50,,Defensive rebound by D. Cousins
10:15.0,,,59-50,,D. Cousins misses 2-pt shot from 4 ft (block by L. Aldridge)
10:13.0,,,59-50,,Offensive rebound by K. Koufos
10:09.0,,,59-53,3,R. Gay makes 3-pt shot from 25 ft (assist by K. Koufos)
9:54.0,P. Gasol makes 2-pt shot from 20 ft (assist by T. Parker),2,61-53,,
9:35.0,,,61-55,2,R. Gay makes 2-pt shot from 3 ft
9:19.0,P. Gasol misses 2-pt shot from 17 ft,,61-55,,
9:19.0,,,61-55,,Defensive rebound by D. Cousins
9:13.0,,,61-55,,Turnover by T. Lawson (bad pass; steal by D. Green)
9:03.0,L. Aldridge misses 2-pt shot from 20 ft,,61-55,,
9:03.0,,,61-55,,Defensive rebound by D. Cousins
8:49.0,,,61-55,,R. Gay misses 2-pt shot from 4 ft (block by L. Aldridge)
8:47.0,Defensive rebound by L. Aldridge,,61-55,,
8:39.0,D. Green makes 3-pt shot from 25 ft (assist by T. Parker),3,64-55,,
8:13.0,,,64-55,,A. Afflalo misses 3-pt shot from 26 ft
8:12.0,Defensive rebound by T. Parker,,64-55,,
7:57.0,L. Aldridge makes 2-pt shot from 7 ft,2,66-55,,
7:39.0,,,66-55,,T. Lawson misses 2-pt shot from 20 ft
7:39.0,Defensive rebound by P. Gasol,,66-55,,
7:27.0,Shooting foul by D. Cousins (drawn by L. Aldridge),,66-55,,
7:27.0,L. Aldridge makes free throw 1 of 2,1,67-55,,
7:27.0,L. Aldridge makes free throw 2 of 2,1,68-55,,
7:27.0,D. Lee enters the game for P. Gasol,,67-55,,
7:07.0,,,68-55,,K. Koufos misses 2-pt shot from 6 ft
7:07.0,Defensive rebound by Team,,68-55,,
7:07.0,,,68-55,,Loose ball foul by K. Koufos (drawn by D. Lee)
6:52.0,K. Leonard misses 3-pt shot from 23 ft,,68-55,,
6:51.0,,,68-55,,Defensive rebound by K. Koufos
6:48.0,,,68-57,2,D. Cousins makes 2-pt shot from 3 ft
6:48.0,,,68-57,,Shooting foul by D. Lee (drawn by D. Cousins)
6:48.0,San Antonio full timeout,,68-57,,
6:48.0,,,68-58,1,D. Cousins makes free throw 1 of 1
6:48.0,,,68-57,,M. Barnes enters the game for K. Koufos
6:33.0,,,68-58,,Personal foul by A. Afflalo (drawn by D. Green)
6:24.0,D. Lee misses 2-pt shot from 2 ft,,68-58,,
6:23.0,Offensive rebound by D. Lee,,68-58,,
6:22.0,D. Lee makes 2-pt shot from 3 ft,2,70-58,,
6:06.0,,,70-58,,Shooting foul by L. Aldridge (drawn by D. Cousins)
6:06.0,,,70-59,1,D. Cousins makes free throw 1 of 2
6:06.0,,,70-60,1,D. Cousins makes free throw 2 of 2
5:56.0,Turnover by D. Lee (bad pass; steal by D. Cousins),,70-60,,
5:53.0,Violation by L. Aldridge (kicked ball),,70-60,,
5:53.0,P. Mills enters the game for T. Parker,,70-60,,
5:46.0,,,70-60,,Turnover by R. Gay (lost ball; steal by D. Lee)
5:42.0,K. Leonard makes 2-pt shot at rim (assist by D. Lee),2,72-60,,
5:16.0,,,72-63,3,A. Afflalo makes 3-pt shot from 23 ft (assist by M. Barnes)
4:53.0,L. Aldridge misses 2-pt shot from 15 ft,,72-63,,
4:52.0,Offensive rebound by D. Lee,,72-63,,
4:38.0,L. Aldridge makes 2-pt shot from 3 ft,2,74-63,,
4:19.0,,,74-63,,R. Gay misses 2-pt shot from 19 ft
4:18.0,Defensive rebound by D. Lee,,74-63,,
4:04.0,K. Leonard makes 3-pt shot from 26 ft,3,77-63,,
3:39.0,,,77-63,,A. Afflalo misses 3-pt shot from 24 ft
3:39.0,Defensive rebound by L. Aldridge,,77-63,,
3:20.0,K. Leonard misses 3-pt shot from 24 ft,,77-63,,
3:20.0,,,77-63,,Defensive rebound by Team
3:20.0,Loose ball foul by D. Lee (drawn by M. Barnes),,77-63,,
3:20.0,,,77-63,,G. Temple enters the game for R. Gay
3:20.0,,,77-63,,D. Collison enters the game for T. Lawson
3:20.0,M. Ginobili enters the game for D. Green,,77-63,,
3:13.0,Personal foul by D. Lee (drawn by M. Barnes),,77-63,,
3:13.0,,,77-63,,M. Barnes misses free throw 1 of 2
3:13.0,,,77-63,,Offensive rebound by Team
3:13.0,,,77-64,1,M. Barnes makes free throw 2 of 2
3:13.0,P. Gasol enters the game for L. Aldridge,,77-63,,
3:13.0,D. Bertans enters the game for D. Lee,,77-63,,
2:52.0,M. Ginobili misses 3-pt shot from 25 ft,,77-64,,
2:51.0,Offensive rebound by K. Leonard,,77-64,,
2:41.0,P. Mills makes 3-pt shot from 24 ft (assist by D. Bertans),3,80-64,,
2:25.0,,,80-64,,Shooting foul by K. Leonard (drawn by D. Cousins)
2:25.0,,,80-64,,Sacramento full timeout
2:25.0,,,80-65,1,D. Cousins makes free throw 1 of 2
2:25.0,,,80-66,1,D. Cousins makes free throw 2 of 2
2:25.0,J. Simmons enters the game for K. Leonard,,80-64,,
2:11.0,P. Gasol makes 2-pt shot from 17 ft (assist by D. Bertans),2,82-66,,
1:57.0,Personal foul by P. Gasol (drawn by D. Cousins),,82-66,,
1:57.0,,,82-66,,D. Cousins misses free throw 1 of 2
1:57.0,,,82-66,,Offensive rebound by Team
1:57.0,,,82-67,1,D. Cousins makes free throw 2 of 2
1:43.0,D. Bertans misses 3-pt shot from 25 ft,,82-67,,
1:42.0,,,82-67,,Defensive rebound by G. Temple
1:30.0,,,82-67,,Turnover by D. Cousins (lost ball; steal by M. Ginobili)
1:22.0,D. Bertans misses 3-pt shot from 25 ft,,82-67,,
1:21.0,,,82-67,,Defensive rebound by A. Afflalo
1:07.0,,,82-69,2,M. Barnes makes 2-pt shot from 3 ft
0:56.0,P. Gasol misses 3-pt shot from 26 ft,,82-69,,
0:55.0,Offensive rebound by D. Bertans,,82-69,,
0:34.0,P. Gasol makes 2-pt shot from 6 ft (assist by M. Ginobili),2,84-69,,
0:20.0,,,84-69,,A. Afflalo misses 2-pt shot from 2 ft
0:18.0,,,84-69,,Offensive rebound by A. Afflalo
0:03.0,,,84-71,2,D. Cousins makes 2-pt shot from 3 ft
0:00.0,P. Mills misses 3-pt shot from 25 ft,,84-71,,
0:00.0,Offensive rebound by Team,,84-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,84-71,,Shooting foul by P. Gasol (drawn by W. Cauley-Stein)
11:47.0,,,84-72,1,W. Cauley-Stein makes free throw 1 of 2
11:47.0,,,84-73,1,W. Cauley-Stein makes free throw 2 of 2
11:31.0,D. Bertans makes 3-pt shot from 26 ft (assist by M. Ginobili),3,87-73,,
11:14.0,,,87-73,,D. Collison misses 2-pt shot from 19 ft
11:13.0,Defensive rebound by M. Ginobili,,87-73,,
11:03.0,M. Ginobili misses 3-pt shot from 25 ft,,87-73,,
11:02.0,,,87-73,,Defensive rebound by D. Collison
10:55.0,,,87-75,2,W. Cauley-Stein makes 2-pt shot from 3 ft (assist by G. Temple)
10:44.0,,,87-75,,Personal foul by G. Temple (drawn by D. Bertans)
10:44.0,L. Aldridge enters the game for P. Gasol,,87-75,,
10:39.0,Turnover by P. Mills (bad pass; steal by W. Cauley-Stein),,87-75,,
10:24.0,,,87-77,2,M. Barnes makes 2-pt shot from 3 ft
10:07.0,L. Aldridge makes 2-pt shot from 17 ft,2,89-77,,
9:56.0,,,89-77,,Offensive foul by D. Collison
9:56.0,,,89-77,,Turnover by D. Collison (offensive foul)
9:56.0,T. Parker enters the game for P. Mills,,89-77,,
9:35.0,L. Aldridge makes 3-pt shot from 23 ft (assist by J. Simmons),3,92-77,,
9:15.0,,,92-77,,Turnover by W. Cauley-Stein (lost ball; steal by M. Ginobili)
9:08.0,D. Bertans misses 3-pt shot from 24 ft,,92-77,,
9:08.0,,,92-77,,Defensive rebound by B. McLemore
9:08.0,Personal foul by M. Ginobili (drawn by B. McLemore),,92-77,,
8:59.0,,,92-77,,Shooting foul by L. Aldridge (drawn by W. Cauley-Stein)
8:59.0,,,92-79,2,W. Cauley-Stein makes 2-pt shot from 3 ft (assist by D. Collison)
8:59.0,Official timeout,,92-79,,
8:59.0,,,92-80,1,W. Cauley-Stein makes free throw 1 of 1
8:59.0,K. Leonard enters the game for M. Ginobili,,92-79,,
8:36.0,L. Aldridge misses 2-pt shot from 17 ft,,92-80,,
8:35.0,,,92-80,,Defensive rebound by G. Temple
8:15.0,,,92-80,,Turnover by B. McLemore (traveling)
8:00.0,T. Parker makes 2-pt shot from 20 ft,2,94-80,,
7:42.0,,,94-80,,Turnover by G. Temple (bad pass; steal by L. Aldridge)
7:36.0,T. Parker misses 2-pt shot from 18 ft,,94-80,,
7:35.0,,,94-80,,Defensive rebound by G. Temple
7:32.0,,,94-80,,Shooting foul by D. Bertans (drawn by W. Cauley-Stein)
7:32.0,,,94-80,,W. Cauley-Stein misses free throw 1 of 2
7:32.0,,,94-80,,Offensive rebound by Team
7:32.0,,,94-81,1,W. Cauley-Stein makes free throw 2 of 2
7:32.0,,,94-80,,D. Cousins enters the game for M. Barnes
7:32.0,D. Green enters the game for J. Simmons,,94-80,,
7:14.0,K. Leonard misses 3-pt shot from 23 ft,,94-81,,
7:14.0,,,94-81,,Defensive rebound by W. Cauley-Stein
7:04.0,,,94-81,,B. McLemore misses 2-pt shot from 5 ft (block by D. Bertans)
7:02.0,Defensive rebound by K. Leonard,,94-81,,
6:48.0,K. Leonard makes 3-pt shot from 24 ft (assist by T. Parker),3,97-81,,
6:38.0,,,97-81,,Turnover by G. Temple (bad pass; steal by K. Leonard)
6:24.0,T. Parker makes 2-pt shot from 4 ft,2,99-81,,
6:17.0,,,99-83,2,G. Temple makes 2-pt shot from 3 ft (assist by D. Collison)
5:57.0,Shooting foul by W. Cauley-Stein (drawn by K. Leonard),,99-83,,
5:57.0,,,99-83,,Sacramento full timeout
5:57.0,K. Leonard makes free throw 1 of 2,1,100-83,,
5:57.0,K. Leonard makes free throw 2 of 2,1,101-83,,
5:57.0,,,99-83,,R. Gay enters the game for W. Cauley-Stein
5:57.0,,,99-83,,M. Barnes enters the game for G. Temple
5:57.0,P. Gasol enters the game for D. Bertans,,99-83,,
5:38.0,,,101-83,,D. Cousins misses 2-pt shot from 2 ft
5:37.0,,,101-83,,Offensive rebound by D. Cousins
5:37.0,,,101-85,2,D. Cousins makes 2-pt shot from 2 ft
5:12.0,D. Green misses 3-pt shot from 25 ft,,101-85,,
5:12.0,,,101-85,,Defensive rebound by D. Cousins
5:01.0,,,101-85,,B. McLemore misses 2-pt shot from 16 ft
5:01.0,,,101-85,,Offensive rebound by D. Cousins
4:56.0,,,101-85,,M. Barnes misses 3-pt shot from 23 ft
4:55.0,Defensive rebound by P. Gasol,,101-85,,
4:34.0,K. Leonard misses 3-pt shot from 23 ft,,101-85,,
4:33.0,Offensive rebound by D. Green,,101-85,,
4:19.0,T. Parker misses 2-pt shot from 2 ft (block by M. Barnes),,101-85,,
4:17.0,,,101-85,,Defensive rebound by R. Gay
4:08.0,,,101-85,,Turnover by M. Barnes (bad pass; steal by K. Leonard)
4:04.0,D. Green misses 3-pt shot from 25 ft,,101-85,,
4:03.0,,,101-85,,Defensive rebound by D. Cousins
4:01.0,,,101-87,2,M. Barnes makes 2-pt shot from 1 ft (assist by D. Cousins)
3:40.0,P. Gasol makes 2-pt shot from 2 ft (assist by L. Aldridge),2,103-87,,
3:40.0,Shooting foul by M. Barnes (drawn by P. Gasol),,103-87,,
3:40.0,P. Gasol misses free throw 1 of 1,,103-87,,
3:38.0,,,103-87,,Defensive rebound by D. Cousins
3:28.0,,,103-87,,D. Cousins misses 3-pt shot from 25 ft
3:27.0,Defensive rebound by D. Green,,103-87,,
3:11.0,Shooting foul by M. Barnes (drawn by L. Aldridge),,103-87,,
3:11.0,L. Aldridge makes free throw 1 of 2,1,104-87,,
3:11.0,L. Aldridge makes free throw 2 of 2,1,105-87,,
3:11.0,D. Murray enters the game for P. Gasol,,104-87,,
3:11.0,J. Simmons enters the game for D. Green,,104-87,,
3:11.0,D. Lee enters the game for T. Parker,,104-87,,
3:01.0,Personal foul by J. Simmons (drawn by R. Gay),,105-87,,
3:01.0,,,105-88,1,R. Gay makes free throw 1 of 2
3:01.0,,,105-89,1,R. Gay makes free throw 2 of 2
3:01.0,K. Anderson enters the game for L. Aldridge,,105-88,,
3:01.0,B. Forbes enters the game for K. Leonard,,105-88,,
3:01.0,D. Bertans enters the game for D. Lee,,105-88,,
2:50.0,K. Anderson makes 2-pt shot from 2 ft (assist by D. Murray),2,107-89,,
2:40.0,,,107-89,,B. McLemore misses 3-pt shot from 25 ft
2:39.0,Defensive rebound by D. Murray,,107-89,,
2:29.0,K. Anderson misses 2-pt shot from 18 ft,,107-89,,
2:28.0,,,107-89,,Defensive rebound by D. Cousins
2:19.0,,,107-91,2,B. McLemore makes 2-pt shot from 2 ft
1:59.0,D. Murray misses 2-pt shot from 4 ft (block by B. McLemore),,107-91,,
1:57.0,,,107-91,,Defensive rebound by D. Cousins
1:48.0,,,107-93,2,R. Gay makes 2-pt shot from 11 ft (assist by D. Cousins)
1:30.0,B. Forbes misses 2-pt shot from 22 ft,,107-93,,
