time,Cleveland,pts.away,score,pts.home,Toronto
7:29.0,K. Love enters the game for R. Jefferson,,36-29,,
7:19.0,K. Love misses 2-pt shot from 19 ft,,36-30,,
7:18.0,,,36-30,,Defensive rebound by D. DeRozan
7:10.0,,,36-30,,P. Patterson misses 3-pt shot from 23 ft
7:09.0,,,36-30,,Offensive rebound by P. Patterson
7:03.0,,,36-33,3,D. Carroll makes 3-pt shot from 26 ft (assist by D. DeRozan)
7:01.0,Cleveland full timeout,,36-33,,
7:01.0,,,36-33,,P. Siakam enters the game for D. Carroll
6:52.0,K. Irving makes 2-pt shot from 2 ft (assist by L. James),2,38-33,,
6:36.0,,,38-33,,Offensive charge foul by K. Lowry
6:36.0,,,38-33,,Turnover by K. Lowry (offensive foul)
6:26.0,Turnover by L. James (bad pass),,38-33,,
6:15.0,,,38-33,,D. DeRozan misses 2-pt shot from 11 ft
6:14.0,Defensive rebound by K. Love,,38-33,,
6:07.0,L. James misses 2-pt shot from 1 ft,,38-33,,
6:06.0,,,38-33,,Defensive rebound by T. Ross
6:01.0,,,38-33,,Turnover by T. Ross (bad pass)
5:56.0,,,38-33,,Personal foul by P. Siakam (drawn by K. Love)
5:56.0,T. Thompson enters the game for M. Dunleavy,,38-33,,
5:56.0,,,38-33,,J. Valanciunas enters the game for P. Siakam
5:56.0,,,38-33,,D. Carroll enters the game for T. Ross
5:45.0,K. Irving misses 2-pt shot from 13 ft,,38-33,,
5:44.0,,,38-33,,Defensive rebound by J. Valanciunas
5:35.0,,,38-33,,Turnover by D. DeRozan (lost ball; steal by J. Smith)
5:26.0,L. James misses 3-pt shot from 24 ft,,38-33,,
5:25.0,,,38-33,,Defensive rebound by D. DeRozan
5:14.0,,,38-33,,D. Carroll misses 3-pt shot from 23 ft
5:13.0,Defensive rebound by T. Thompson,,38-33,,
5:00.0,K. Love misses 2-pt shot at rim,,38-33,,
5:00.0,,,38-33,,Defensive rebound by J. Valanciunas
4:46.0,,,38-33,,K. Lowry misses 3-pt shot from 26 ft
4:45.0,,,38-33,,Offensive rebound by D. Carroll
4:40.0,,,38-36,3,P. Patterson makes 3-pt shot from 26 ft (assist by D. Carroll)
4:18.0,K. Irving makes 2-pt shot from 19 ft,2,40-36,,
3:57.0,,,40-36,,J. Valanciunas misses 2-pt shot from 10 ft
3:57.0,Defensive rebound by K. Love,,40-36,,
3:47.0,K. Irving makes 2-pt shot from 19 ft,2,42-36,,
3:39.0,,,42-36,,Toronto full timeout
3:39.0,R. Jefferson enters the game for L. James,,42-36,,
3:33.0,,,42-36,,Turnover by K. Lowry (bad pass; steal by J. Smith)
3:29.0,J. Smith makes 2-pt shot at rim,2,44-36,,
3:09.0,,,44-38,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by P. Patterson)
2:53.0,K. Irving misses 3-pt shot from 26 ft,,44-38,,
2:52.0,,,44-38,,Defensive rebound by D. Carroll
2:31.0,,,44-38,,K. Lowry misses 2-pt shot from 4 ft
2:31.0,,,44-38,,Offensive rebound by Team
2:31.0,,,44-38,,Turnover by J. Valanciunas (offensive goaltending)
2:13.0,,,44-38,,Shooting block foul by J. Valanciunas (drawn by K. Love)
2:13.0,K. Love makes free throw 1 of 2,1,45-38,,
2:13.0,K. Love makes free throw 2 of 2,1,46-38,,
2:13.0,,,45-38,,C. Joseph enters the game for K. Lowry
1:50.0,,,46-38,,D. DeRozan misses 2-pt shot from 6 ft
1:49.0,Defensive rebound by K. Love,,46-38,,
1:25.0,K. Love makes 3-pt shot from 26 ft (assist by K. Irving),3,49-38,,
1:07.0,,,49-38,,D. DeRozan misses 2-pt shot from 14 ft
1:07.0,Defensive rebound by K. Love,,49-38,,
0:51.0,R. Jefferson misses 3-pt shot from 24 ft,,49-38,,
0:50.0,Offensive rebound by R. Jefferson,,49-38,,
0:50.0,,,49-38,,Personal foul by D. DeRozan (drawn by R. Jefferson)
0:50.0,R. Jefferson misses free throw 1 of 2,,49-38,,
0:50.0,Offensive rebound by Team,,49-38,,
0:50.0,R. Jefferson makes free throw 2 of 2,1,50-38,,
0:50.0,L. James enters the game for J. Smith,,49-38,,
0:50.0,I. Shumpert enters the game for K. Irving,,49-38,,
0:46.0,,,50-38,,Toronto full timeout
0:46.0,D. Liggins enters the game for K. Love,,50-38,,
0:40.0,,,50-38,,Turnover by D. DeRozan (bad pass)
0:33.0,I. Shumpert misses 2-pt shot from 16 ft,,50-38,,
0:32.0,Offensive rebound by T. Thompson,,50-38,,
0:27.0,Cleveland full timeout,,50-38,,
0:27.0,K. Irving enters the game for T. Thompson,,50-38,,
0:27.0,K. Love enters the game for R. Jefferson,,50-38,,
0:27.0,J. Smith enters the game for I. Shumpert,,50-38,,
0:27.0,M. Dunleavy enters the game for D. Liggins,,50-38,,
0:09.0,M. Dunleavy misses 2-pt shot from 2 ft (block by D. Carroll),,50-38,,
0:08.0,,,50-38,,Defensive rebound by J. Valanciunas
0:03.0,,,50-38,,Shooting foul by K. Irving (drawn by D. DeRozan)
0:03.0,,,50-39,1,D. DeRozan makes free throw 1 of 2
0:03.0,,,50-40,1,D. DeRozan makes free throw 2 of 2
0:03.0,T. Thompson enters the game for M. Dunleavy,,50-39,,
0:00.0,J. Smith misses 3-pt shot from 35 ft,,50-40,,
0:00.0,Offensive rebound by Team,,50-40,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,,,50-40,,Turnover by J. Valanciunas (bad pass)
11:47.0,Turnover by J. Smith (bad pass; steal by D. DeRozan),,50-40,,
11:38.0,,,50-40,,K. Lowry misses 3-pt shot from 25 ft
11:38.0,,,50-40,,Offensive rebound by J. Valanciunas
11:36.0,,,50-40,,J. Valanciunas misses 2-pt shot at rim
11:36.0,Defensive rebound by T. Thompson,,50-40,,
11:24.0,,,50-40,,Personal foul by D. Carroll (drawn by L. James)
11:10.0,K. Love misses 3-pt shot from 23 ft,,50-40,,
11:10.0,,,50-40,,Defensive rebound by J. Valanciunas
10:59.0,,,50-42,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by K. Lowry)
10:38.0,K. Love misses 3-pt shot from 24 ft,,50-42,,
10:37.0,,,50-42,,Defensive rebound by K. Lowry
10:30.0,,,50-42,,D. DeRozan misses 2-pt shot from 10 ft
10:29.0,,,50-42,,Offensive rebound by P. Siakam
10:23.0,,,50-42,,P. Siakam misses 2-pt shot from 2 ft
10:22.0,Defensive rebound by T. Thompson,,50-42,,
10:16.0,J. Smith misses 3-pt shot from 24 ft,,50-42,,
10:16.0,,,50-42,,Defensive rebound by Team
10:02.0,,,50-42,,D. DeRozan misses 2-pt shot from 18 ft
10:02.0,Defensive rebound by L. James,,50-42,,
9:47.0,J. Smith misses 3-pt shot from 25 ft,,50-42,,
9:47.0,,,50-42,,Defensive rebound by D. DeRozan
9:43.0,,,50-42,,Shooting foul by K. Irving (drawn by D. DeRozan)
9:43.0,,,50-43,1,D. DeRozan makes free throw 1 of 2
9:43.0,,,50-44,1,D. DeRozan makes free throw 2 of 2
9:25.0,K. Irving makes 2-pt shot from 17 ft,2,52-44,,
9:12.0,,,52-46,2,J. Valanciunas makes 2-pt shot from 14 ft (assist by K. Lowry)
9:00.0,K. Irving makes 3-pt shot from 26 ft,3,55-46,,
8:47.0,,,55-46,,Turnover by K. Lowry (bad pass; steal by K. Love)
8:44.0,Turnover by K. Irving (bad pass; steal by D. DeRozan),,55-46,,
8:34.0,,,55-46,,D. DeRozan misses 2-pt shot from 19 ft
8:34.0,Defensive rebound by T. Thompson,,55-46,,
8:08.0,K. Love makes 2-pt shot from 19 ft,2,57-46,,
7:53.0,,,57-46,,Shooting foul by T. Thompson (drawn by D. DeRozan)
7:53.0,,,57-47,1,D. DeRozan makes free throw 1 of 2
7:53.0,,,57-48,1,D. DeRozan makes free throw 2 of 2
7:44.0,Turnover by L. James (bad pass),,57-48,,
7:27.0,,,57-48,,D. DeRozan misses 2-pt shot from 17 ft
7:27.0,,,57-48,,Offensive rebound by P. Siakam
7:25.0,,,57-50,2,P. Siakam makes 2-pt shot from 2 ft
7:10.0,L. James misses 3-pt shot from 27 ft,,57-50,,
7:09.0,,,57-50,,Defensive rebound by J. Valanciunas
6:52.0,,,57-50,,J. Valanciunas misses 2-pt shot from 6 ft
6:51.0,Defensive rebound by K. Irving,,57-50,,
6:44.0,Turnover by L. James (bad pass; steal by P. Siakam),,57-50,,
6:39.0,,,57-52,2,D. DeRozan makes 2-pt shot from 1 ft
6:39.0,Cleveland full timeout,,57-52,,
6:23.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,59-52,,
6:09.0,I. Shumpert enters the game for K. Irving,,59-52,,
5:57.0,,,59-52,,J. Valanciunas misses 2-pt shot from 6 ft
5:57.0,Defensive rebound by I. Shumpert,,59-52,,
5:31.0,L. James misses 3-pt shot from 26 ft,,59-52,,
5:31.0,,,59-52,,Defensive rebound by J. Valanciunas
5:22.0,,,59-52,,Turnover by D. DeRozan (lost ball; steal by I. Shumpert)
5:11.0,Turnover by Team (back court),,59-52,,
5:01.0,,,59-52,,K. Lowry misses 3-pt shot from 25 ft
5:01.0,Defensive rebound by I. Shumpert,,59-52,,
4:40.0,Turnover by L. James (bad pass; steal by D. Carroll),,59-52,,
4:32.0,,,59-54,2,D. DeRozan makes 2-pt shot at rim (assist by D. Carroll)
4:08.0,J. Smith makes 3-pt shot from 22 ft (assist by I. Shumpert),3,62-54,,
3:52.0,,,62-54,,D. DeRozan misses 2-pt shot from 5 ft
3:51.0,,,62-54,,Offensive rebound by D. DeRozan
3:50.0,,,62-56,2,D. DeRozan makes 2-pt shot from 1 ft
3:39.0,I. Shumpert misses 2-pt shot from 19 ft,,62-56,,
3:38.0,,,62-56,,Defensive rebound by D. Carroll
3:29.0,,,62-56,,K. Lowry misses 2-pt shot from 3 ft (block by K. Love)
3:27.0,Defensive rebound by K. Love,,62-56,,
3:19.0,K. Love makes 3-pt shot from 25 ft (assist by I. Shumpert),3,65-56,,
3:19.0,,,65-56,,Toronto full timeout
3:19.0,,,65-56,,Technical foul by K. Lowry
3:19.0,L. James makes technical free throw,1,66-56,,
3:19.0,,,65-56,,C. Joseph enters the game for P. Siakam
3:19.0,,,65-56,,J. Poeltl enters the game for J. Valanciunas
3:19.0,,,65-56,,P. Patterson enters the game for K. Lowry
3:19.0,R. Jefferson enters the game for J. Smith,,65-56,,
3:08.0,,,66-58,2,D. DeRozan makes 2-pt shot from 17 ft
2:49.0,,,66-58,,Personal foul by D. DeRozan (drawn by R. Jefferson)
2:38.0,L. James misses 2-pt shot from 13 ft,,66-58,,
2:38.0,,,66-58,,Defensive rebound by D. DeRozan
2:24.0,,,66-60,2,P. Patterson makes 2-pt shot from 7 ft
2:06.0,Turnover by I. Shumpert (lost ball),,66-60,,
1:52.0,,,66-60,,D. DeRozan misses 2-pt shot from 8 ft
1:52.0,,,66-60,,Offensive rebound by J. Poeltl
1:52.0,,,66-62,2,J. Poeltl makes 2-pt shot at rim
1:52.0,,,66-62,,Shooting foul by R. Jefferson (drawn by J. Poeltl)
1:52.0,,,66-63,1,J. Poeltl makes free throw 1 of 1
1:31.0,R. Jefferson misses 3-pt shot from 27 ft,,66-63,,
1:31.0,,,66-63,,Defensive rebound by P. Patterson
1:20.0,,,66-65,2,D. DeRozan makes 2-pt shot from 14 ft
1:03.0,Shooting foul by P. Patterson (drawn by T. Thompson),,66-65,,
1:03.0,T. Thompson misses free throw 1 of 2,,66-65,,
1:03.0,Offensive rebound by Team,,66-65,,
1:03.0,T. Thompson makes free throw 2 of 2,1,67-65,,
1:03.0,M. Dunleavy enters the game for K. Love,,66-65,,
0:40.0,,,67-65,,Turnover by C. Joseph (lost ball; steal by I. Shumpert)
0:37.0,,,67-65,,Shooting block foul by D. DeRozan (drawn by R. Jefferson)
0:37.0,R. Jefferson misses free throw 1 of 2,,67-65,,
0:37.0,Offensive rebound by Team,,67-65,,
0:37.0,R. Jefferson makes free throw 2 of 2,1,68-65,,
0:29.0,,,68-65,,D. DeRozan misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by L. James,,68-65,,
0:05.0,L. James makes 3-pt shot from 26 ft,3,71-65,,
0:00.0,,,71-67,2,D. DeRozan makes 2-pt shot from 18 ft
0:00.0,Turnover by L. James (bad pass; steal by D. Carroll),,71-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,Shooting foul by J. Poeltl (drawn by I. Shumpert),,71-67,,
11:43.0,I. Shumpert makes free throw 1 of 2,1,72-67,,
11:43.0,I. Shumpert makes free throw 2 of 2,1,73-67,,
11:35.0,Personal foul by R. Jefferson (drawn by P. Patterson),,73-67,,
11:27.0,,,73-67,,C. Joseph misses 2-pt shot from 22 ft
11:26.0,Defensive rebound by T. Thompson,,73-67,,
11:17.0,Turnover by K. Irving (lost ball; steal by C. Joseph),,73-67,,
11:11.0,,,73-69,2,C. Joseph makes 2-pt shot from 1 ft
10:57.0,K. Irving misses 2-pt shot from 4 ft,,73-69,,
10:57.0,Offensive rebound by T. Thompson,,73-69,,
10:52.0,I. Shumpert makes 3-pt shot from 25 ft (assist by T. Thompson),3,76-69,,
10:32.0,,,76-71,2,C. Joseph makes 2-pt shot from 19 ft
10:14.0,K. Irving misses 2-pt shot from 16 ft,,76-71,,
10:13.0,,,76-71,,Defensive rebound by P. Patterson
10:04.0,,,76-71,,K. Lowry misses 2-pt shot from 8 ft
10:04.0,,,76-71,,Offensive rebound by J. Poeltl
10:03.0,,,76-71,,J. Poeltl misses 2-pt shot from 2 ft
10:00.0,,,76-71,,Offensive rebound by J. Poeltl
9:59.0,,,76-73,2,J. Poeltl makes 2-pt shot from 1 ft
9:50.0,,,76-73,,Personal foul by K. Lowry (drawn by I. Shumpert)
9:35.0,K. Irving misses 2-pt shot from 14 ft,,76-73,,
9:34.0,,,76-73,,Defensive rebound by J. Poeltl
9:25.0,,,76-75,2,C. Joseph makes 2-pt shot from 14 ft (assist by K. Lowry)
9:23.0,Cleveland full timeout,,76-75,,
9:23.0,K. Love enters the game for T. Thompson,,76-75,,
9:10.0,M. Dunleavy misses 3-pt shot from 25 ft,,76-75,,
9:09.0,,,76-75,,Defensive rebound by J. Poeltl
8:54.0,,,76-75,,J. Poeltl misses 2-pt shot from 17 ft
8:54.0,Defensive rebound by R. Jefferson,,76-75,,
8:41.0,M. Dunleavy makes 2-pt shot from 2 ft (assist by K. Irving),2,78-75,,
8:32.0,,,78-75,,Offensive foul by K. Lowry
8:32.0,,,78-75,,Turnover by K. Lowry (offensive foul)
8:32.0,L. James enters the game for R. Jefferson,,78-75,,
8:32.0,J. Smith enters the game for I. Shumpert,,78-75,,
8:09.0,Turnover by M. Dunleavy (bad pass),,78-75,,
7:53.0,,,78-75,,C. Joseph misses 2-pt shot from 14 ft
7:53.0,,,78-75,,Offensive rebound by J. Poeltl
7:49.0,Personal block foul by M. Dunleavy (drawn by T. Ross),,78-75,,
7:41.0,,,78-77,2,J. Poeltl makes 2-pt shot from 3 ft (assist by C. Joseph)
7:21.0,K. Irving makes 3-pt shot from 25 ft (assist by L. James),3,81-77,,
7:06.0,,,81-77,,Turnover by K. Lowry (bad pass; steal by J. Smith)
6:57.0,L. James makes 2-pt shot from 3 ft (assist by K. Love),2,83-77,,
6:52.0,,,83-77,,Toronto full timeout
6:52.0,,,83-77,,D. DeRozan enters the game for T. Ross
6:39.0,,,83-77,,Shooting foul by K. Love (drawn by K. Lowry)
6:39.0,,,83-79,2,K. Lowry makes 2-pt shot from 1 ft
6:39.0,,,83-80,1,K. Lowry makes free throw 1 of 1
6:26.0,Offensive foul by K. Irving,,83-80,,
6:26.0,Turnover by K. Irving (offensive foul),,83-80,,
6:08.0,Personal foul by L. James (drawn by K. Lowry),,83-80,,
6:08.0,I. Shumpert enters the game for M. Dunleavy,,83-80,,
6:02.0,,,83-80,,C. Joseph misses 2-pt shot from 21 ft
6:02.0,Defensive rebound by L. James,,83-80,,
5:45.0,J. Smith misses 3-pt shot from 27 ft,,83-80,,
5:45.0,,,83-80,,Defensive rebound by C. Joseph
5:39.0,,,83-80,,Shooting foul by I. Shumpert (drawn by K. Lowry)
5:39.0,,,83-81,1,K. Lowry makes free throw 1 of 2
5:39.0,,,83-82,1,K. Lowry makes free throw 2 of 2
5:24.0,L. James makes 2-pt shot at rim (assist by K. Irving),2,85-82,,
5:05.0,,,85-82,,D. DeRozan misses 2-pt shot from 7 ft
5:05.0,Defensive rebound by K. Irving,,85-82,,
4:56.0,K. Irving misses 3-pt shot from 26 ft,,85-82,,
4:56.0,,,85-82,,Defensive rebound by J. Poeltl
4:45.0,,,85-82,,Shooting foul by K. Love (drawn by D. DeRozan)
4:45.0,,,85-83,1,D. DeRozan makes free throw 1 of 2
4:45.0,Cleveland full timeout,,85-83,,
4:45.0,,,85-84,1,D. DeRozan makes free throw 2 of 2
4:45.0,,,85-83,,D. Carroll enters the game for J. Poeltl
4:23.0,Shooting foul by D. Carroll (drawn by L. James),,85-84,,
4:23.0,L. James misses free throw 1 of 2,,85-84,,
4:23.0,Offensive rebound by Team,,85-84,,
4:23.0,L. James makes free throw 2 of 2,1,86-84,,
4:23.0,T. Thompson enters the game for K. Love,,85-84,,
4:23.0,,,85-84,,J. Valanciunas enters the game for C. Joseph
4:06.0,,,86-84,,D. DeRozan misses 2-pt shot from 20 ft
4:05.0,Defensive rebound by I. Shumpert,,86-84,,
3:47.0,K. Irving misses 2-pt shot from 18 ft,,86-84,,
3:47.0,,,86-84,,Defensive rebound by J. Valanciunas
3:42.0,Shooting block foul by I. Shumpert (drawn by K. Lowry),,86-84,,
3:42.0,,,86-85,1,K. Lowry makes free throw 1 of 2
3:42.0,,,86-86,1,K. Lowry makes free throw 2 of 2
3:42.0,K. Love enters the game for I. Shumpert,,86-85,,
3:24.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,88-86,,
3:07.0,,,88-88,2,D. DeRozan makes 2-pt shot from 4 ft (assist by P. Patterson)
2:37.0,K. Love misses 3-pt shot from 24 ft,,88-88,,
2:37.0,,,88-88,,Defensive rebound by Team
2:37.0,Loose ball foul by L. James (drawn by K. Lowry),,88-88,,
2:37.0,,,88-88,,K. Lowry misses free throw 1 of 2
2:37.0,,,88-88,,Offensive rebound by Team
2:37.0,,,88-89,1,K. Lowry makes free throw 2 of 2
2:27.0,Shooting foul by D. Carroll (drawn by L. James),,88-89,,
2:27.0,L. James makes free throw 1 of 2,1,89-89,,
2:27.0,L. James misses free throw 2 of 2,,89-89,,
