time,Oklahoma City,pts.away,score,pts.home,Golden State
8:09.0,,,76-103,,Defensive rebound by K. Durant
8:02.0,,,76-103,,A. Varejao misses 2-pt shot from 3 ft
8:02.0,Defensive rebound by K. Singler,,76-103,,
7:56.0,S. Christon misses 2-pt shot from 2 ft (block by K. Durant),,76-103,,
7:56.0,Offensive rebound by Team,,76-103,,
7:56.0,D. Sabonis enters the game for J. Lauvergne,,76-103,,
7:49.0,K. Singler misses 3-pt shot from 26 ft,,76-103,,
7:48.0,,,76-103,,Defensive rebound by K. Durant
7:39.0,,,76-105,2,K. Durant makes 2-pt shot at rim
7:18.0,K. Singler makes 2-pt shot from 2 ft (assist by S. Christon),2,78-105,,
7:03.0,,,78-107,2,K. Thompson makes 2-pt shot from 13 ft (assist by A. Iguodala)
6:51.0,Turnover by D. Sabonis (lost ball; steal by A. Varejao),,78-107,,
6:46.0,,,78-107,,Turnover by A. Iguodala (bad pass; steal by S. Christon)
6:41.0,Turnover by D. Sabonis (bad pass),,78-107,,
6:41.0,,,78-107,,I. Clark enters the game for K. Durant
6:41.0,,,78-107,,J. McAdoo enters the game for A. Iguodala
6:25.0,,,78-109,2,S. Livingston makes 2-pt shot from 14 ft (assist by A. Varejao)
6:13.0,D. Sabonis misses 2-pt shot from 18 ft,,78-109,,
6:13.0,,,78-109,,Defensive rebound by A. Varejao
6:01.0,,,78-109,,Turnover by A. Varejao (bad pass)
5:47.0,J. Grant makes 2-pt shot at rim,2,80-109,,
5:32.0,,,80-111,2,S. Livingston makes 2-pt shot from 12 ft
5:18.0,D. Sabonis makes 2-pt shot from 15 ft (assist by A. Abrines),2,82-111,,
4:58.0,,,82-111,,S. Livingston misses 2-pt shot from 17 ft
4:56.0,Defensive rebound by J. Grant,,82-111,,
4:43.0,K. Singler misses 2-pt shot from 8 ft,,82-111,,
4:43.0,Offensive rebound by S. Christon,,82-111,,
4:43.0,,,82-111,,Personal foul by S. Livingston (drawn by D. Sabonis)
4:43.0,Official timeout,,82-111,,
4:43.0,,,82-111,,K. Looney enters the game for S. Livingston
4:43.0,,,82-111,,J. McGee enters the game for A. Varejao
4:35.0,,,82-111,,Violation by K. Thompson (kicked ball)
4:27.0,D. Sabonis makes 2-pt shot from 9 ft (assist by S. Christon),2,84-111,,
4:05.0,,,84-111,,Turnover by J. McGee (lost ball; steal by S. Christon)
3:58.0,Shooting foul by J. McGee (drawn by A. Abrines),,84-111,,
3:58.0,A. Abrines makes free throw 1 of 2,1,85-111,,
3:58.0,A. Abrines makes free throw 2 of 2,1,86-111,,
3:40.0,,,86-113,2,J. McGee makes 2-pt shot at rim (assist by K. Thompson)
3:31.0,J. Grant misses 2-pt shot from 15 ft,,86-113,,
3:30.0,,,86-113,,Defensive rebound by K. Looney
3:17.0,,,86-113,,J. McAdoo misses 2-pt shot from 16 ft
3:16.0,Defensive rebound by S. Christon,,86-113,,
3:08.0,K. Singler makes 3-pt shot from 24 ft (assist by S. Christon),3,89-113,,
2:51.0,,,89-115,2,K. Thompson makes 2-pt shot from 10 ft
2:41.0,S. Christon makes 2-pt shot from 12 ft,2,91-115,,
2:41.0,,,91-115,,Golden State full timeout
2:41.0,,,91-115,,S. Livingston enters the game for K. Thompson
2:17.0,,,91-118,3,I. Clark makes 3-pt shot from 24 ft (assist by J. McAdoo)
1:56.0,A. Abrines misses 3-pt shot from 27 ft,,91-118,,
1:56.0,,,91-118,,Defensive rebound by K. Looney
1:39.0,,,91-118,,J. McAdoo misses 2-pt shot from 3 ft (block by K. Singler)
1:39.0,,,91-118,,Offensive rebound by Team
1:33.0,,,91-118,,Turnover by Team (shot clock)
1:21.0,,,91-118,,Violation by J. McGee (def goaltending)
1:21.0,D. Sabonis makes 2-pt shot from 3 ft,2,93-118,,
1:05.0,,,93-120,2,J. McGee makes 2-pt shot from 4 ft
0:53.0,D. Sabonis misses 2-pt shot from 8 ft (block by J. McGee),,93-120,,
0:52.0,Offensive rebound by D. Sabonis,,93-120,,
0:50.0,D. Sabonis misses 2-pt shot from 2 ft (block by K. Looney),,93-120,,
0:49.0,,,93-120,,Defensive rebound by K. Looney
0:45.0,Personal foul by S. Christon (drawn by J. McGee),,93-120,,
0:32.0,,,93-120,,J. McGee misses 2-pt shot from 7 ft
0:32.0,,,93-120,,Offensive rebound by K. Looney
0:32.0,,,93-122,2,K. Looney makes 2-pt shot from 1 ft
0:22.0,S. Christon misses 3-pt shot from 27 ft,,93-122,,
0:20.0,Offensive rebound by A. Abrines,,93-122,,
0:18.0,A. Abrines makes 3-pt shot from 28 ft,3,96-122,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
