time,Golden State,pts.away,score,pts.home,Portland
6:30.0,I. Clark makes 2-pt shot from 6 ft (assist by S. Curry),2,100-96,,
6:30.0,Shooting foul by J. Nurkic (drawn by I. Clark),,100-96,,
6:30.0,,,100-96,,Portland full timeout
6:30.0,I. Clark misses free throw 1 of 1,,100-96,,
6:30.0,,,100-96,,N. Vonleh enters the game for J. Nurkic
6:29.0,Offensive rebound by D. Green,,100-96,,
6:21.0,Turnover by S. Curry (bad pass),,100-96,,
6:06.0,,,100-96,,C. McCollum misses 2-pt shot from 18 ft
6:05.0,Defensive rebound by D. Green,,100-96,,
5:51.0,S. Curry misses 3-pt shot from 26 ft,,100-96,,
5:51.0,,,100-96,,Defensive rebound by N. Vonleh
5:36.0,,,100-98,2,E. Turner makes 2-pt shot from 8 ft
5:25.0,,,100-98,,Personal foul by E. Turner (drawn by S. Curry)
5:25.0,S. Curry makes free throw 1 of 2,1,101-98,,
5:25.0,S. Curry makes free throw 2 of 2,1,102-98,,
5:25.0,J. McGee enters the game for D. West,,101-98,,
5:25.0,A. Iguodala enters the game for I. Clark,,101-98,,
5:14.0,,,102-98,,Turnover by C. McCollum (bad pass; steal by S. Curry)
5:09.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,104-98,,
4:50.0,,,104-100,2,N. Vonleh makes 2-pt shot at rim (assist by D. Lillard)
4:34.0,K. Thompson makes 2-pt shot from 16 ft (assist by D. Green),2,106-100,,
4:18.0,,,106-100,,N. Vonleh misses 2-pt shot at rim (block by D. Green)
4:16.0,Defensive rebound by J. McGee,,106-100,,
4:06.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,108-100,,
4:05.0,,,108-100,,Portland full timeout
3:50.0,,,108-100,,C. McCollum misses 2-pt shot from 7 ft
3:49.0,,,108-100,,Offensive rebound by C. McCollum
3:48.0,,,108-100,,Shooting foul by D. Green
3:48.0,,,108-101,1,C. McCollum makes free throw 1 of 2
3:48.0,,,108-102,1,C. McCollum makes free throw 2 of 2
3:31.0,S. Curry misses 3-pt shot from 29 ft,,108-102,,
3:30.0,,,108-102,,Defensive rebound by N. Vonleh
3:22.0,,,108-102,,D. Lillard misses 3-pt shot from 27 ft
3:21.0,,,108-102,,Offensive rebound by N. Vonleh
3:21.0,,,108-104,2,N. Vonleh makes 2-pt shot from 1 ft
2:55.0,J. McGee misses 2-pt shot at rim,,108-104,,
2:54.0,,,108-104,,Defensive rebound by E. Turner
2:43.0,,,108-104,,Turnover by E. Turner (lost ball; steal by D. Green)
2:38.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,110-104,,
2:16.0,,,110-104,,E. Turner misses 2-pt shot from 3 ft (block by D. Green)
2:15.0,Defensive rebound by Team,,110-104,,
2:15.0,P. McCaw enters the game for J. McGee,,110-104,,
1:51.0,D. Green misses 3-pt shot from 26 ft,,110-104,,
1:48.0,Offensive rebound by S. Curry,,110-104,,
1:44.0,K. Thompson misses 3-pt shot from 26 ft,,110-104,,
1:43.0,Offensive rebound by Team,,110-104,,
1:43.0,,,110-104,,A. Crabbe enters the game for A. Aminu
1:40.0,K. Thompson misses 2-pt shot from 3 ft,,110-104,,
1:39.0,,,110-104,,Defensive rebound by D. Lillard
1:29.0,,,110-106,2,N. Vonleh makes 2-pt shot at rim (assist by D. Lillard)
1:03.0,A. Iguodala misses 3-pt shot from 26 ft,,110-106,,
1:02.0,Offensive rebound by P. McCaw,,110-106,,
0:49.0,S. Curry makes 3-pt shot from 25 ft,3,113-106,,
0:41.0,,,113-106,,Shooting foul by K. Thompson (drawn by D. Lillard)
0:41.0,,,113-107,1,D. Lillard makes free throw 1 of 3
0:41.0,,,113-108,1,D. Lillard makes free throw 2 of 3
0:41.0,,,113-109,1,D. Lillard makes free throw 3 of 3
0:26.0,S. Curry makes 2-pt shot from 9 ft,2,115-109,,
0:26.0,,,115-109,,Portland full timeout
0:26.0,,,115-109,,S. Napier enters the game for N. Vonleh
0:19.0,,,115-109,,S. Napier misses 2-pt shot from 2 ft (block by S. Curry)
0:17.0,Defensive rebound by D. Green,,115-109,,
0:16.0,Turnover by D. Green (lost ball; steal by S. Napier),,115-109,,
0:13.0,,,115-111,2,D. Lillard makes 2-pt shot from 4 ft
0:13.0,,,115-111,,Personal take foul by A. Crabbe (drawn by S. Curry)
0:13.0,S. Curry makes free throw 1 of 2,1,116-111,,
0:13.0,S. Curry makes free throw 2 of 2,1,117-111,,
0:10.0,Personal foul by D. Green (drawn by E. Turner),,117-111,,
0:10.0,,,117-112,1,E. Turner makes free throw 1 of 2
0:10.0,,,117-113,1,E. Turner makes free throw 2 of 2
0:09.0,,,117-113,,Personal take foul by A. Crabbe (drawn by S. Curry)
0:09.0,S. Curry makes free throw 1 of 2,1,118-113,,
0:09.0,S. Curry makes free throw 2 of 2,1,119-113,,
0:04.0,,,119-113,,C. McCollum misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by P. McCaw,,119-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
