time,Portland,pts.away,score,pts.home,Golden State
7:12.0,,,64-96,,Defensive rebound by J. McAdoo
7:02.0,,,64-96,,A. Iguodala misses 2-pt shot from 16 ft
7:02.0,,,64-96,,Offensive rebound by Team
6:53.0,,,64-96,,A. Iguodala misses 2-pt shot from 17 ft
6:53.0,Defensive rebound by M. Leonard,,64-96,,
6:45.0,S. Napier makes 2-pt shot from 2 ft,2,66-96,,
6:27.0,,,66-96,,J. McAdoo misses 2-pt shot from 14 ft
6:27.0,Defensive rebound by P. Connaughton,,66-96,,
6:09.0,P. Connaughton misses 2-pt shot from 8 ft,,66-96,,
6:09.0,,,66-96,,Defensive rebound by I. Clark
6:09.0,Loose ball foul by N. Vonleh (drawn by I. Clark),,66-96,,
6:09.0,,,66-97,1,I. Clark makes free throw 1 of 2
6:09.0,,,66-98,1,I. Clark makes free throw 2 of 2
6:09.0,,,66-97,,D. Jones enters the game for A. Iguodala
5:51.0,Shooting foul by D. Jones (drawn by N. Vonleh),,66-98,,
5:51.0,Official timeout,,66-98,,
5:51.0,N. Vonleh makes free throw 1 of 2,1,67-98,,
5:51.0,N. Vonleh misses free throw 2 of 2,,67-98,,
5:48.0,,,67-98,,Defensive rebound by P. McCaw
5:30.0,,,67-98,,Turnover by I. Clark (lost ball; steal by J. Layman)
5:24.0,Shooting foul by J. McAdoo (drawn by J. Layman),,67-98,,
5:24.0,J. Layman misses free throw 1 of 2,,67-98,,
5:24.0,Offensive rebound by Team,,67-98,,
5:24.0,J. Layman makes free throw 2 of 2,1,68-98,,
5:08.0,Personal foul by J. Layman (drawn by J. McAdoo),,68-98,,
5:08.0,,,68-99,1,J. McAdoo makes free throw 1 of 2
5:08.0,,,68-100,1,J. McAdoo makes free throw 2 of 2
5:08.0,,,68-99,,Z. Pachulia enters the game for D. West
5:08.0,T. Quarterman enters the game for N. Vonleh,,68-99,,
4:43.0,M. Leonard misses 3-pt shot from 26 ft,,68-100,,
4:43.0,,,68-100,,Defensive rebound by P. McCaw
4:34.0,,,68-100,,J. McAdoo misses 2-pt shot from 8 ft
4:33.0,,,68-100,,Offensive rebound by J. McAdoo
4:31.0,,,68-102,2,J. McAdoo makes 2-pt shot from 6 ft
4:15.0,P. Connaughton misses 3-pt shot from 26 ft,,68-102,,
4:15.0,,,68-102,,Defensive rebound by I. Clark
4:08.0,,,68-102,,I. Clark misses 3-pt shot from 25 ft
4:06.0,Defensive rebound by J. Layman,,68-102,,
3:56.0,S. Napier makes 3-pt shot from 26 ft (assist by J. Layman),3,71-102,,
3:30.0,,,71-102,,Z. Pachulia misses 2-pt shot from 17 ft
3:28.0,Defensive rebound by S. Napier,,71-102,,
3:12.0,J. Layman makes 2-pt shot from 1 ft (assist by P. Connaughton),2,73-102,,
2:59.0,,,73-102,,J. McAdoo misses 3-pt shot from 26 ft
2:58.0,Defensive rebound by M. Leonard,,73-102,,
2:55.0,Shooting foul by I. Clark (drawn by P. Connaughton),,73-102,,
2:55.0,,,73-102,,Golden State full timeout
2:55.0,P. Connaughton makes free throw 1 of 2,1,74-102,,
2:55.0,P. Connaughton makes free throw 2 of 2,1,75-102,,
2:36.0,,,75-102,,Z. Pachulia misses 3-pt shot from 25 ft
2:35.0,Defensive rebound by P. Connaughton,,75-102,,
2:29.0,T. Quarterman makes 3-pt shot from 26 ft (assist by P. Connaughton),3,78-102,,
2:07.0,,,78-102,,I. Clark misses 2-pt shot from 20 ft
2:07.0,,,78-102,,Offensive rebound by Team
1:56.0,,,78-102,,P. McCaw misses 3-pt shot from 25 ft
1:56.0,,,78-102,,Offensive rebound by D. Jones
1:48.0,Personal foul by T. Quarterman (drawn by I. Clark),,78-102,,
1:48.0,,,78-103,1,I. Clark makes free throw 1 of 2
1:48.0,,,78-104,1,I. Clark makes free throw 2 of 2
1:30.0,Turnover by M. Leonard (lost ball; steal by Z. Pachulia),,78-104,,
1:16.0,,,78-106,2,Z. Pachulia makes 2-pt shot from 2 ft (assist by I. Clark)
1:09.0,S. Napier makes 3-pt shot from 26 ft,3,81-106,,
0:47.0,,,81-106,,Z. Pachulia misses 2-pt shot from 1 ft
0:47.0,,,81-106,,Offensive rebound by D. Jones
0:47.0,,,81-106,,Shooting foul by M. Leonard (drawn by D. Jones)
0:47.0,,,81-107,1,D. Jones makes free throw 1 of 2
0:47.0,,,81-107,,D. Jones misses free throw 2 of 2
0:46.0,Defensive rebound by P. Connaughton,,81-107,,
0:37.0,P. Connaughton misses 3-pt shot from 26 ft,,81-107,,
0:36.0,,,81-107,,Defensive rebound by Team
0:13.0,,,81-110,3,J. McAdoo makes 3-pt shot from 25 ft (assist by I. Clark)
0:00.0,End of 4th quarter,,,,End of 4th quarter
