time,Brooklyn,pts.away,score,pts.home,Atlanta
5:38.0,,,11-14,,M. Dunleavy enters the game for T. Waller-Prince
5:27.0,,,11-14,,D. Schroder misses 2-pt shot from 20 ft
5:26.0,Defensive rebound by Q. Acy,,11-14,,
5:17.0,I. Whitehead makes 2-pt shot from 1 ft (assist by J. Lin),2,13-14,,
5:03.0,,,13-14,,Turnover by D. Schroder (bad pass)
4:52.0,J. Lin makes 2-pt shot from 2 ft,2,15-14,,
4:52.0,,,15-14,,Atlanta full timeout
4:38.0,,,15-16,2,D. Howard makes 2-pt shot from 5 ft (assist by E. Ilyasova)
4:25.0,B. Lopez misses 2-pt shot from 11 ft,,15-16,,
4:21.0,,,15-16,,Defensive rebound by E. Ilyasova
4:16.0,,,15-16,,Turnover by D. Schroder (lost ball; steal by Q. Acy)
4:06.0,J. Lin misses 2-pt shot from 17 ft,,15-16,,
4:05.0,Offensive rebound by B. Lopez,,15-16,,
4:04.0,Shooting foul by D. Schroder (drawn by B. Lopez),,15-16,,
4:04.0,B. Lopez makes free throw 1 of 2,1,16-16,,
4:04.0,B. Lopez makes free throw 2 of 2,1,17-16,,
4:04.0,,,16-16,,M. Muscala enters the game for E. Ilyasova
4:04.0,S. Dinwiddie enters the game for J. Lin,,16-16,,
3:49.0,Personal foul by S. Dinwiddie (drawn by D. Howard),,17-16,,
3:49.0,T. Booker enters the game for B. Lopez,,17-16,,
3:42.0,,,17-16,,M. Muscala misses 3-pt shot from 25 ft
3:41.0,Defensive rebound by K. McDaniels,,17-16,,
3:34.0,K. McDaniels makes 2-pt shot from 20 ft,2,19-16,,
3:24.0,Personal foul by T. Booker (drawn by D. Howard),,19-16,,
3:24.0,,,19-16,,K. Humphries enters the game for D. Howard
3:19.0,Personal foul by I. Whitehead (drawn by T. Hardaway),,19-16,,
3:19.0,,,19-17,1,T. Hardaway makes free throw 1 of 2
3:19.0,,,19-18,1,T. Hardaway makes free throw 2 of 2
3:19.0,,,19-17,,D. Bembry enters the game for D. Schroder
3:06.0,I. Whitehead misses 2-pt shot from 5 ft,,19-18,,
3:04.0,Offensive rebound by I. Whitehead,,19-18,,
3:04.0,I. Whitehead makes 2-pt shot from 1 ft,2,21-18,,
2:52.0,,,21-18,,D. Bembry misses 3-pt shot from 25 ft
2:50.0,Defensive rebound by T. Booker,,21-18,,
2:38.0,Turnover by S. Dinwiddie (bad pass; steal by M. Dunleavy),,21-18,,
2:32.0,,,21-18,,Turnover by M. Dunleavy (bad pass; steal by S. Dinwiddie)
2:11.0,I. Whitehead makes 2-pt shot from 14 ft (assist by T. Booker),2,23-18,,
1:58.0,,,23-18,,T. Hardaway misses 3-pt shot from 24 ft
1:54.0,Defensive rebound by Q. Acy,,23-18,,
1:41.0,S. Dinwiddie makes 3-pt shot from 25 ft,3,26-18,,
1:29.0,,,26-18,,D. Schroder enters the game for T. Hardaway
1:23.0,,,26-18,,D. Schroder misses 2-pt shot from 18 ft
1:21.0,Defensive rebound by S. Dinwiddie,,26-18,,
1:10.0,S. Dinwiddie misses 2-pt shot from 13 ft,,26-18,,
1:08.0,,,26-18,,Defensive rebound by M. Muscala
0:59.0,,,26-18,,M. Dunleavy misses 3-pt shot from 24 ft
0:56.0,Defensive rebound by T. Booker,,26-18,,
0:45.0,T. Booker makes 2-pt shot at rim (assist by K. McDaniels),2,28-18,,
0:30.0,,,28-18,,D. Schroder misses 3-pt shot from 24 ft
0:28.0,,,28-18,,Offensive rebound by D. Bembry
0:12.0,,,28-20,2,D. Schroder makes 2-pt shot at rim
0:04.0,S. Dinwiddie makes 3-pt shot from 27 ft,3,31-20,,
0:04.0,Shooting foul by D. Schroder (drawn by S. Dinwiddie),,31-20,,
0:04.0,S. Dinwiddie makes free throw 1 of 1,1,32-20,,
0:01.0,,,32-20,,Turnover by D. Bembry (lost ball; steal by I. Whitehead)
0:00.0,Q. Acy misses 3-pt shot from 50 ft,,32-20,,
0:00.0,Offensive rebound by Team,,32-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,32-20,,T. Hardaway misses 2-pt shot from 19 ft
11:46.0,,,32-20,,Offensive rebound by Team
11:46.0,Loose ball foul by Q. Acy (drawn by K. Humphries),,32-20,,
11:27.0,,,32-20,,J. Calderon misses 3-pt shot from 23 ft
11:26.0,Defensive rebound by Q. Acy,,32-20,,
11:17.0,Q. Acy makes 3-pt shot from 26 ft (assist by S. Dinwiddie),3,35-20,,
11:00.0,,,35-20,,Turnover by T. Hardaway (lost ball; steal by Q. Acy)
10:53.0,T. Booker makes 2-pt shot from 1 ft (assist by I. Whitehead),2,37-20,,
10:35.0,,,37-20,,K. Humphries misses 2-pt shot from 12 ft
10:33.0,,,37-20,,Offensive rebound by M. Muscala
10:33.0,,,37-20,,M. Muscala misses 2-pt shot from 1 ft
10:32.0,,,37-20,,Offensive rebound by M. Muscala
10:32.0,,,37-20,,M. Muscala misses 2-pt shot from 1 ft
10:31.0,,,37-20,,Offensive rebound by M. Muscala
10:30.0,,,37-20,,M. Muscala misses 2-pt shot from 1 ft
10:28.0,Defensive rebound by T. Booker,,37-20,,
10:22.0,Shooting foul by M. Dunleavy,,37-20,,
10:22.0,K. McDaniels makes free throw 1 of 2,1,38-20,,
10:22.0,K. McDaniels makes free throw 2 of 2,1,39-20,,
10:22.0,,,38-20,,D. Howard enters the game for M. Dunleavy
10:22.0,,,38-20,,T. Waller-Prince enters the game for M. Muscala
10:03.0,,,39-20,,Shooting foul by T. Booker (drawn by D. Howard)
10:03.0,,,39-21,1,D. Howard makes free throw 1 of 2
10:03.0,,,39-21,,D. Howard misses free throw 2 of 2
10:02.0,Defensive rebound by T. Booker,,39-21,,
9:48.0,T. Booker misses 2-pt shot from 1 ft,,39-21,,
9:47.0,,,39-21,,Defensive rebound by T. Waller-Prince
9:46.0,,,39-21,,Turnover by T. Hardaway (lost ball)
9:36.0,S. Dinwiddie makes 2-pt shot from 13 ft,2,41-21,,
9:35.0,,,41-21,,Atlanta full timeout
9:35.0,,,41-21,,E. Ilyasova enters the game for K. Humphries
9:35.0,A. Goodwin enters the game for I. Whitehead,,41-21,,
9:21.0,,,41-21,,D. Howard misses 2-pt shot from 4 ft (block by K. McDaniels)
9:19.0,Defensive rebound by K. McDaniels,,41-21,,
9:04.0,K. McDaniels misses 3-pt shot from 25 ft,,41-21,,
9:03.0,Offensive rebound by T. Booker,,41-21,,
9:03.0,Shooting foul by D. Howard (drawn by T. Booker),,41-21,,
9:03.0,T. Booker makes free throw 1 of 2,1,42-21,,
9:03.0,T. Booker makes free throw 2 of 2,1,43-21,,
8:52.0,,,43-21,,Shooting foul by S. Dinwiddie (drawn by T. Hardaway)
8:52.0,,,43-22,1,T. Hardaway makes free throw 1 of 2
8:52.0,,,43-23,1,T. Hardaway makes free throw 2 of 2
8:37.0,Turnover by T. Booker (back court),,43-23,,
8:23.0,Def 3 sec tech foul by K. McDaniels,,43-23,,
8:23.0,,,43-24,1,J. Calderon makes technical free throw
8:17.0,,,43-24,,T. Hardaway misses 2-pt shot from 13 ft
8:15.0,,,43-24,,Offensive rebound by D. Howard
8:15.0,,,43-24,,Shooting foul by Q. Acy (drawn by D. Howard)
8:15.0,,,43-24,,D. Howard misses free throw 1 of 2
8:15.0,,,43-24,,Offensive rebound by Team
8:15.0,,,43-25,1,D. Howard makes free throw 2 of 2
8:00.0,Q. Acy makes 2-pt shot from 19 ft,2,45-25,,
7:53.0,,,45-25,,Turnover by J. Calderon (bad pass; steal by S. Dinwiddie)
7:52.0,Shooting foul by D. Howard (drawn by S. Dinwiddie),,45-25,,
7:52.0,S. Dinwiddie misses free throw 1 of 2,,45-25,,
7:52.0,Offensive rebound by Team,,45-25,,
7:52.0,S. Dinwiddie makes free throw 2 of 2,1,46-25,,
7:52.0,,,45-25,,D. Schroder enters the game for T. Hardaway
7:34.0,J. Lin enters the game for S. Dinwiddie,,46-25,,
7:34.0,R. Hollis-Jefferson enters the game for T. Booker,,46-25,,
7:32.0,,,46-27,2,D. Schroder makes 2-pt shot from 18 ft (assist by J. Calderon)
7:15.0,J. Lin misses 3-pt shot from 25 ft,,46-27,,
7:14.0,,,46-27,,Defensive rebound by E. Ilyasova
7:02.0,,,46-29,2,E. Ilyasova makes 2-pt shot from 2 ft (assist by D. Schroder)
6:46.0,Offensive charge foul by J. Lin,,46-29,,
6:46.0,Turnover by J. Lin (offensive foul),,46-29,,
6:46.0,B. Lopez enters the game for Q. Acy,,46-29,,
6:35.0,,,46-29,,Shooting foul by J. Lin (drawn by D. Schroder)
6:35.0,,,46-29,,D. Schroder misses free throw 1 of 2
6:35.0,,,46-29,,Offensive rebound by Team
6:35.0,,,46-30,1,D. Schroder makes free throw 2 of 2
6:35.0,C. LeVert enters the game for K. McDaniels,,46-29,,
6:24.0,,,46-30,,Personal foul by D. Howard (drawn by B. Lopez)
6:15.0,R. Hollis-Jefferson misses 2-pt shot from 2 ft (block by D. Howard),,46-30,,
6:12.0,,,46-30,,Defensive rebound by J. Calderon
6:04.0,,,46-30,,E. Ilyasova misses 3-pt shot from 25 ft
6:02.0,,,46-30,,Offensive rebound by D. Howard
6:02.0,,,46-30,,D. Howard misses 2-pt shot from 1 ft
6:02.0,,,46-30,,Offensive rebound by D. Howard
6:02.0,,,46-32,2,D. Howard makes 2-pt shot from 1 ft
6:02.0,,,46-32,,Shooting foul by B. Lopez (drawn by D. Howard)
6:02.0,Brooklyn full timeout,,46-32,,
6:02.0,,,46-32,,D. Howard misses free throw 1 of 1
6:01.0,Defensive rebound by J. Lin,,46-32,,
5:40.0,R. Hollis-Jefferson misses 2-pt shot from 1 ft,,46-32,,
5:37.0,,,46-32,,Defensive rebound by D. Howard
5:28.0,,,46-32,,Turnover by D. Howard (3 sec)
5:09.0,A. Goodwin makes 2-pt shot from 1 ft,2,48-32,,
4:53.0,,,48-32,,D. Schroder misses 2-pt shot from 9 ft (block by B. Lopez)
4:50.0,Defensive rebound by R. Hollis-Jefferson,,48-32,,
4:44.0,R. Hollis-Jefferson misses 2-pt shot from 13 ft,,48-32,,
4:41.0,Offensive rebound by Team,,48-32,,
4:41.0,,,48-32,,T. Hardaway enters the game for D. Howard
4:26.0,J. Lin makes 2-pt shot from 10 ft,2,50-32,,
4:11.0,,,50-34,2,D. Schroder makes 2-pt shot from 2 ft
3:56.0,I. Whitehead enters the game for A. Goodwin,,50-34,,
3:46.0,Turnover by J. Lin (lost ball; steal by D. Schroder),,50-34,,
3:36.0,,,50-34,,T. Waller-Prince misses 3-pt shot from 23 ft
3:32.0,,,50-34,,Offensive rebound by J. Calderon
3:27.0,,,50-36,2,D. Schroder makes 2-pt shot at rim
3:27.0,,,50-36,,Shooting foul by R. Hollis-Jefferson (drawn by D. Schroder)
3:27.0,,,50-37,1,D. Schroder makes free throw 1 of 1
3:27.0,T. Booker enters the game for R. Hollis-Jefferson,,50-36,,
3:18.0,I. Whitehead misses 3-pt shot from 26 ft,,50-37,,
3:16.0,,,50-37,,Defensive rebound by E. Ilyasova
3:08.0,,,50-37,,E. Ilyasova misses 3-pt shot from 25 ft
3:06.0,,,50-37,,Offensive rebound by T. Waller-Prince
2:56.0,,,50-40,3,T. Waller-Prince makes 3-pt shot from 24 ft (assist by J. Calderon)
2:40.0,B. Lopez makes 2-pt shot from 13 ft (assist by J. Lin),2,52-40,,
2:17.0,,,52-40,,J. Calderon misses 3-pt shot from 25 ft
2:15.0,,,52-40,,Offensive rebound by T. Waller-Prince
2:12.0,,,52-42,2,T. Waller-Prince makes 2-pt shot from 1 ft
1:55.0,Turnover by B. Lopez (lost ball; steal by D. Schroder),,52-42,,
1:49.0,,,52-44,2,T. Hardaway makes 2-pt shot from 1 ft (assist by D. Schroder)
1:49.0,Brooklyn full timeout,,52-44,,
1:49.0,Official timeout,,52-44,,
1:33.0,J. Lin makes 3-pt shot from 25 ft (assist by C. LeVert),3,55-44,,
1:16.0,,,55-44,,T. Waller-Prince misses 2-pt shot from 11 ft
1:14.0,Defensive rebound by T. Booker,,55-44,,
1:07.0,Turnover by B. Lopez (bad pass; steal by T. Waller-Prince),,55-44,,
0:57.0,,,55-44,,E. Ilyasova misses 2-pt shot from 3 ft
0:56.0,,,55-44,,Offensive rebound by J. Calderon
0:56.0,,,55-44,,J. Calderon misses 2-pt shot from 2 ft
0:56.0,,,55-44,,Offensive rebound by E. Ilyasova
0:56.0,,,55-44,,Shooting foul by T. Booker (drawn by E. Ilyasova)
0:56.0,,,55-45,1,E. Ilyasova makes free throw 1 of 2
0:56.0,,,55-45,,E. Ilyasova misses free throw 2 of 2
0:56.0,Q. Acy enters the game for T. Booker,,55-45,,
0:56.0,,,55-45,,K. Humphries enters the game for D. Schroder
0:54.0,,,55-45,,Offensive rebound by K. Humphries
0:54.0,,,55-47,2,K. Humphries makes 2-pt shot from 1 ft
0:45.0,B. Lopez misses 2-pt shot from 1 ft (block by K. Humphries),,55-47,,
0:45.0,Jump ball: K. Humphries vs. B. Lopez,,,,Jump ball: K. Humphries vs. B. Lopez
0:45.0,Offensive rebound by Team,,55-47,,
0:38.0,J. Lin misses 2-pt shot from 2 ft,,55-47,,
0:37.0,Offensive rebound by B. Lopez,,55-47,,
0:37.0,B. Lopez misses 2-pt shot from 1 ft,,55-47,,
0:35.0,Offensive rebound by B. Lopez,,55-47,,
0:35.0,B. Lopez misses 2-pt shot from 1 ft,,55-47,,
0:33.0,,,55-47,,Defensive rebound by E. Ilyasova
0:31.0,,,55-47,,Shooting foul by C. LeVert (drawn by T. Waller-Prince)
0:31.0,,,55-48,1,T. Waller-Prince makes free throw 1 of 2
0:31.0,,,55-48,,T. Waller-Prince misses free throw 2 of 2
0:31.0,,,55-48,,D. Bembry enters the game for J. Calderon
0:30.0,Defensive rebound by J. Lin,,55-48,,
0:18.0,B. Lopez misses 2-pt shot from 7 ft,,55-48,,
0:17.0,,,55-48,,Defensive rebound by Team
0:17.0,,,55-48,,D. Schroder enters the game for D. Bembry
0:17.0,,,55-48,,J. Calderon enters the game for K. Humphries
0:17.0,R. Hollis-Jefferson enters the game for B. Lopez,,55-48,,
0:04.0,,,55-48,,D. Schroder misses 2-pt shot from 3 ft (block by I. Whitehead)
0:04.0,,,55-48,,Offensive rebound by Team
0:04.0,,,55-48,,Atlanta full timeout
0:04.0,,,55-48,,M. Dunleavy enters the game for J. Calderon
0:04.0,B. Lopez enters the game for R. Hollis-Jefferson,,55-48,,
0:01.0,,,55-48,,D. Schroder misses 2-pt shot from 7 ft (block by J. Lin)
0:01.0,,,55-48,,Offensive rebound by Team
0:00.0,,,55-48,,E. Ilyasova misses 3-pt shot from 22 ft
0:00.0,,,55-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,55-50,2,E. Ilyasova makes 2-pt shot from 22 ft (assist by D. Schroder)
11:30.0,B. Lopez misses 2-pt shot from 21 ft,,55-50,,
11:29.0,,,55-50,,Defensive rebound by E. Ilyasova
11:15.0,,,55-50,,Offensive charge foul by D. Schroder
11:15.0,,,55-50,,Turnover by D. Schroder (offensive foul)
10:59.0,J. Lin makes 2-pt shot from 15 ft,2,57-50,,
10:38.0,,,57-52,2,D. Howard makes 2-pt shot from 8 ft (assist by T. Waller-Prince)
10:27.0,B. Lopez makes 2-pt shot from 11 ft (assist by J. Lin),2,59-52,,
10:12.0,,,59-52,,T. Waller-Prince misses 2-pt shot from 11 ft
10:10.0,Defensive rebound by R. Hollis-Jefferson,,59-52,,
10:05.0,R. Hollis-Jefferson makes 2-pt shot at rim,2,61-52,,
9:54.0,Personal foul by J. Lin (drawn by D. Schroder),,61-52,,
9:38.0,,,61-52,,E. Ilyasova misses 3-pt shot from 24 ft
9:38.0,,,61-52,,Offensive rebound by Team
9:38.0,,,61-52,,Turnover by Team (shot clock)
9:29.0,C. LeVert makes 2-pt shot from 21 ft (assist by J. Lin),2,63-52,,
9:18.0,,,63-52,,Shooting foul by B. Lopez (drawn by D. Howard)
9:18.0,,,63-52,,D. Howard misses free throw 1 of 2
9:18.0,,,63-52,,Offensive rebound by Team
9:18.0,,,63-52,,D. Howard misses free throw 2 of 2
9:16.0,Defensive rebound by J. Lin,,63-52,,
9:05.0,Shooting foul by T. Waller-Prince (drawn by R. Hollis-Jefferson),,63-52,,
9:05.0,R. Hollis-Jefferson makes free throw 1 of 2,1,64-52,,
9:05.0,R. Hollis-Jefferson makes free throw 2 of 2,1,65-52,,
8:55.0,,,65-52,,T. Waller-Prince misses 2-pt shot from 1 ft (block by R. Hollis-Jefferson)
8:53.0,Defensive rebound by Team,,65-52,,
8:47.0,C. LeVert makes 2-pt shot from 1 ft,2,67-52,,
8:47.0,,,67-52,,Atlanta full timeout
8:37.0,,,67-52,,T. Hardaway misses 2-pt shot from 5 ft
8:36.0,Defensive rebound by J. Lin,,67-52,,
8:24.0,C. LeVert misses 2-pt shot from 12 ft,,67-52,,
8:21.0,Offensive rebound by C. LeVert,,67-52,,
8:16.0,Offensive charge foul by J. Lin,,67-52,,
8:16.0,Turnover by J. Lin (offensive foul),,67-52,,
8:16.0,I. Whitehead enters the game for J. Lin,,67-52,,
8:05.0,,,67-55,3,D. Schroder makes 3-pt shot from 25 ft
7:46.0,Turnover by C. LeVert (bad pass),,67-55,,
7:37.0,,,67-55,,D. Schroder misses 2-pt shot from 17 ft
7:35.0,Defensive rebound by B. Lopez,,67-55,,
7:27.0,B. Lopez misses 2-pt shot from 3 ft,,67-55,,
7:24.0,,,67-55,,Defensive rebound by D. Howard
7:15.0,,,67-55,,T. Hardaway misses 3-pt shot from 25 ft
7:14.0,Defensive rebound by R. Hollis-Jefferson,,67-55,,
7:05.0,R. Hollis-Jefferson misses 2-pt shot from 3 ft,,67-55,,
7:04.0,Offensive rebound by R. Hollis-Jefferson,,67-55,,
7:01.0,R. Hollis-Jefferson misses 2-pt shot from 1 ft,,67-55,,
7:00.0,,,67-55,,Defensive rebound by T. Hardaway
6:48.0,,,67-55,,Turnover by D. Howard (lost ball; steal by R. Hollis-Jefferson)
6:42.0,C. LeVert makes 2-pt shot from 2 ft (assist by I. Whitehead),2,69-55,,
6:26.0,,,69-55,,T. Hardaway misses 2-pt shot from 8 ft
6:24.0,Defensive rebound by I. Whitehead,,69-55,,
6:20.0,C. LeVert makes 2-pt shot at rim (assist by I. Whitehead),2,71-55,,
6:20.0,,,71-55,,Atlanta full timeout
6:20.0,,,71-55,,J. Calderon enters the game for D. Howard
6:09.0,,,71-58,3,D. Schroder makes 3-pt shot from 25 ft
5:48.0,R. Foye misses 3-pt shot from 25 ft,,71-58,,
5:46.0,,,71-58,,Defensive rebound by E. Ilyasova
5:38.0,,,71-58,,D. Schroder misses 3-pt shot from 24 ft
5:36.0,,,71-58,,Offensive rebound by E. Ilyasova
5:33.0,,,71-58,,E. Ilyasova misses 2-pt shot from 6 ft
5:32.0,,,71-58,,Offensive rebound by E. Ilyasova
5:32.0,,,71-58,,E. Ilyasova misses 2-pt shot at rim
5:32.0,,,71-58,,Offensive rebound by E. Ilyasova
5:32.0,,,71-58,,E. Ilyasova misses 2-pt shot at rim
5:30.0,,,71-58,,Offensive rebound by E. Ilyasova
5:30.0,,,71-58,,Shooting foul by R. Hollis-Jefferson (drawn by E. Ilyasova)
5:30.0,,,71-59,1,E. Ilyasova makes free throw 1 of 2
5:30.0,,,71-60,1,E. Ilyasova makes free throw 2 of 2
5:30.0,S. Dinwiddie enters the game for R. Hollis-Jefferson,,71-59,,
5:30.0,Q. Acy enters the game for R. Foye,,71-59,,
5:15.0,Turnover by I. Whitehead (bad pass; steal by T. Waller-Prince),,71-60,,
4:55.0,,,71-60,,E. Ilyasova misses 2-pt shot from 22 ft
4:54.0,Defensive rebound by C. LeVert,,71-60,,
4:44.0,Q. Acy misses 3-pt shot from 22 ft,,71-60,,
4:43.0,,,71-60,,Defensive rebound by E. Ilyasova
4:36.0,,,71-62,2,D. Schroder makes 2-pt shot at rim
4:22.0,C. LeVert misses 2-pt shot from 4 ft,,71-62,,
4:20.0,,,71-62,,Defensive rebound by D. Schroder
4:07.0,,,71-62,,D. Schroder misses 2-pt shot from 15 ft
4:05.0,Defensive rebound by B. Lopez,,71-62,,
3:59.0,B. Lopez makes 3-pt shot from 24 ft (assist by S. Dinwiddie),3,74-62,,
3:41.0,,,74-62,,Shooting foul by Q. Acy (drawn by T. Waller-Prince)
3:41.0,Brooklyn full timeout,,74-62,,
3:41.0,,,74-63,1,T. Waller-Prince makes free throw 1 of 2
3:41.0,,,74-64,1,T. Waller-Prince makes free throw 2 of 2
3:41.0,,,74-62,,M. Delaney enters the game for E. Ilyasova
3:41.0,,,74-62,,K. Humphries enters the game for D. Schroder
3:41.0,T. Booker enters the game for C. LeVert,,74-62,,
3:41.0,K. McDaniels enters the game for B. Lopez,,74-62,,
3:23.0,K. McDaniels misses 3-pt shot from 22 ft,,74-64,,
3:23.0,Offensive rebound by Team,,74-64,,
3:20.0,T. Booker misses 2-pt shot from 19 ft,,74-64,,
3:19.0,,,74-64,,Defensive rebound by T. Hardaway
2:55.0,,,74-64,,K. Humphries misses 3-pt shot from 24 ft
2:54.0,Defensive rebound by K. McDaniels,,74-64,,
2:39.0,Turnover by S. Dinwiddie (bad pass; steal by T. Hardaway),,74-64,,
2:34.0,,,74-66,2,T. Hardaway makes 2-pt shot at rim
2:20.0,I. Whitehead misses 2-pt shot from 6 ft,,74-66,,
2:18.0,,,74-66,,Defensive rebound by T. Waller-Prince
2:04.0,,,74-66,,Turnover by M. Delaney (lost ball; steal by I. Whitehead)
1:57.0,S. Dinwiddie misses 3-pt shot from 24 ft,,74-66,,
1:54.0,,,74-66,,Defensive rebound by M. Delaney
1:39.0,,,74-66,,T. Waller-Prince misses 3-pt shot from 24 ft
1:37.0,Defensive rebound by S. Dinwiddie,,74-66,,
1:14.0,K. McDaniels makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,76-66,,
1:00.0,,,76-66,,T. Hardaway misses 3-pt shot from 25 ft
0:58.0,Defensive rebound by K. McDaniels,,76-66,,
0:51.0,Turnover by T. Booker (traveling),,76-66,,
0:31.0,,,76-66,,Turnover by M. Delaney (traveling)
0:21.0,T. Booker makes 2-pt shot at rim (assist by S. Dinwiddie),2,78-66,,
0:02.0,,,78-66,,T. Hardaway misses 2-pt shot from 3 ft (block by S. Dinwiddie)
0:01.0,,,78-66,,Offensive rebound by T. Hardaway
0:00.0,,,78-68,2,T. Hardaway makes 2-pt shot from 1 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,T. Booker misses 2-pt shot from 17 ft,,78-68,,
11:35.0,,,78-68,,Defensive rebound by T. Waller-Prince
11:25.0,,,78-68,,T. Waller-Prince misses 2-pt shot from 1 ft
11:25.0,,,78-68,,Offensive rebound by D. Howard
