time,Memphis,pts.away,score,pts.home,San Antonio
0:03.0,Z. Randolph makes 2-pt shot from 12 ft (assist by V. Carter),2,84-82,,
0:03.0,,,84-82,,San Antonio full timeout
0:03.0,,,84-82,,P. Mills enters the game for T. Parker
0:03.0,,,84-82,,P. Gasol enters the game for D. Dedmon
0:03.0,J. Green enters the game for Z. Randolph,,84-82,,
0:03.0,J. Ennis enters the game for V. Carter,,84-82,,
0:03.0,B. Wright enters the game for T. Daniels,,84-82,,
0:02.0,,,84-84,2,L. Aldridge makes 2-pt shot from 1 ft (assist by P. Gasol)
0:02.0,Memphis full timeout,,84-84,,
0:02.0,,,84-84,,K. Anderson enters the game for P. Gasol
0:02.0,,,84-84,,T. Parker enters the game for P. Mills
0:02.0,V. Carter enters the game for J. Green,,84-84,,
0:02.0,T. Daniels enters the game for W. Selden,,84-84,,
0:02.0,Z. Randolph enters the game for B. Wright,,84-84,,
0:00.0,Z. Randolph misses 3-pt shot from 31 ft,,84-84,,
0:00.0,Offensive rebound by Team,,84-84,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:44.0,,,84-84,,K. Leonard misses 3-pt shot from 25 ft
4:43.0,Defensive rebound by Z. Randolph,,84-84,,
4:30.0,Z. Randolph misses 2-pt shot from 5 ft,,84-84,,
4:28.0,,,84-84,,Defensive rebound by K. Leonard
4:09.0,,,84-86,2,J. Simmons makes 2-pt shot from 6 ft (assist by K. Leonard)
3:41.0,W. Selden misses 3-pt shot from 26 ft,,84-86,,
3:40.0,,,84-86,,Defensive rebound by L. Aldridge
3:32.0,Personal foul by W. Baldwin (drawn by K. Leonard),,84-86,,
3:16.0,,,84-86,,K. Leonard misses 3-pt shot from 25 ft
3:14.0,Defensive rebound by B. Wright,,84-86,,
2:59.0,W. Baldwin misses 2-pt shot from 14 ft,,84-86,,
2:58.0,Offensive rebound by Team,,84-86,,
2:51.0,T. Daniels makes 2-pt shot from 5 ft,2,86-86,,
2:51.0,Shooting foul by K. Leonard (drawn by T. Daniels),,86-86,,
2:51.0,T. Daniels misses free throw 1 of 1,,86-86,,
2:50.0,,,86-86,,Defensive rebound by P. Gasol
2:37.0,,,86-86,,L. Aldridge misses 2-pt shot from 15 ft
2:35.0,Defensive rebound by Z. Randolph,,86-86,,
2:15.0,Z. Randolph misses 2-pt shot from 15 ft,,86-86,,
2:14.0,,,86-86,,Defensive rebound by P. Gasol
2:05.0,,,86-89,3,P. Gasol makes 3-pt shot from 24 ft (assist by K. Leonard)
1:46.0,T. Daniels misses 3-pt shot from 25 ft,,86-89,,
1:45.0,,,86-89,,Defensive rebound by P. Gasol
1:33.0,,,86-92,3,P. Mills makes 3-pt shot from 24 ft (assist by J. Simmons)
1:33.0,Memphis full timeout,,86-92,,
1:33.0,J. Ennis enters the game for B. Wright,,86-92,,
1:26.0,Shooting foul by P. Gasol (drawn by W. Selden),,86-92,,
1:26.0,W. Selden makes free throw 1 of 2,1,87-92,,
1:26.0,W. Selden misses free throw 2 of 2,,87-92,,
1:26.0,B. Wright enters the game for T. Daniels,,87-92,,
1:25.0,,,87-92,,Defensive rebound by K. Leonard
1:18.0,,,87-92,,P. Mills misses 3-pt shot from 24 ft
1:16.0,,,87-92,,Offensive rebound by P. Gasol
1:13.0,Personal foul by B. Wright (drawn by K. Leonard),,87-92,,
0:55.0,,,87-92,,K. Leonard misses 2-pt shot from 7 ft
0:53.0,Defensive rebound by Z. Randolph,,87-92,,
0:43.0,Shooting foul by L. Aldridge (drawn by Z. Randolph),,87-92,,
0:43.0,Z. Randolph makes free throw 1 of 2,1,88-92,,
0:43.0,Z. Randolph makes free throw 2 of 2,1,89-92,,
0:22.0,,,89-92,,K. Leonard misses 2-pt shot from 4 ft (block by B. Wright)
0:20.0,Defensive rebound by B. Wright,,89-92,,
0:19.0,Offensive charge foul by W. Baldwin,,89-92,,
0:19.0,Turnover by W. Baldwin (offensive foul),,89-92,,
0:17.0,Personal foul by J. Ennis (drawn by K. Leonard),,89-92,,
0:17.0,,,89-93,1,K. Leonard makes free throw 1 of 2
0:17.0,,,89-94,1,K. Leonard makes free throw 2 of 2
0:17.0,Memphis full timeout,,89-94,,
0:17.0,,,89-94,,K. Anderson enters the game for P. Gasol
0:17.0,T. Daniels enters the game for W. Baldwin,,89-94,,
0:13.0,Turnover by T. Daniels (lost ball; steal by K. Leonard),,89-94,,
0:13.0,Personal take foul by T. Daniels (drawn by K. Leonard),,89-94,,
0:13.0,,,89-95,1,K. Leonard makes free throw 1 of 2
0:13.0,,,89-95,,K. Leonard misses free throw 2 of 2
0:13.0,Defensive rebound by J. Ennis,,89-95,,
0:13.0,Memphis full timeout,,89-95,,
0:09.0,W. Selden misses 3-pt shot from 25 ft,,89-95,,
0:07.0,,,89-95,,Defensive rebound by L. Aldridge
0:02.0,,,89-95,,Turnover by L. Aldridge (bad pass; steal by W. Selden)
0:00.0,Z. Randolph misses 3-pt shot from 26 ft,,89-95,,
0:00.0,Offensive rebound by Team,,89-95,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
