time,Toronto,pts.away,score,pts.home,Chicago
4:27.0,,,99-95,,Defensive rebound by D. McDermott
4:20.0,,,99-97,2,J. Butler makes 2-pt shot from 15 ft (assist by D. Wade)
4:19.0,Toronto full timeout,,99-97,,
4:19.0,L. Nogueira enters the game for J. Valanciunas,,99-97,,
4:19.0,C. Joseph enters the game for T. Ross,,99-97,,
4:03.0,D. Carroll misses 3-pt shot from 26 ft,,99-97,,
4:03.0,,,99-97,,Defensive rebound by Team
3:50.0,,,99-97,,Turnover by D. Wade (bad pass; steal by D. DeRozan)
3:44.0,Turnover by D. DeRozan (lost ball),,99-97,,
3:34.0,,,99-97,,Shooting foul by D. Carroll (drawn by J. Butler)
3:34.0,,,99-98,1,J. Butler makes free throw 1 of 2
3:34.0,,,99-99,1,J. Butler makes free throw 2 of 2
3:14.0,K. Lowry misses 3-pt shot from 26 ft,,99-99,,
3:13.0,,,99-99,,Defensive rebound by J. Butler
2:59.0,,,99-101,2,D. Wade makes 2-pt shot from 1 ft (assist by J. Butler)
2:40.0,K. Lowry makes 2-pt shot from 1 ft,2,101-101,,
2:24.0,,,101-101,,J. Butler misses 3-pt shot from 25 ft
2:23.0,,,101-101,,Offensive rebound by J. Butler
2:18.0,,,101-104,3,N. Mirotic makes 3-pt shot from 24 ft (assist by J. Butler)
2:05.0,,,101-104,,Personal foul by C. Felicio (drawn by D. DeRozan)
2:05.0,,,101-104,,Chicago full timeout
2:00.0,,,101-104,,Personal foul by C. Felicio (drawn by K. Lowry)
1:49.0,K. Lowry misses 2-pt shot from 4 ft (block by N. Mirotic),,101-104,,
1:42.0,,,101-104,,Defensive rebound by D. Wade
1:31.0,,,101-104,,J. Butler misses 2-pt shot from 18 ft
1:30.0,Defensive rebound by D. DeRozan,,101-104,,
1:23.0,D. DeRozan makes 2-pt shot from 7 ft,2,103-104,,
1:07.0,,,103-104,,D. McDermott misses 3-pt shot from 26 ft
1:06.0,Defensive rebound by L. Nogueira,,103-104,,
0:59.0,Shooting foul by C. Felicio (drawn by D. DeRozan),,103-104,,
0:59.0,D. DeRozan makes free throw 1 of 2,1,104-104,,
0:59.0,D. DeRozan makes free throw 2 of 2,1,105-104,,
0:43.0,,,105-104,,J. Butler misses 2-pt shot from 12 ft
0:42.0,,,105-104,,Offensive rebound by J. Butler
0:40.0,,,105-107,3,D. McDermott makes 3-pt shot from 27 ft (assist by D. Wade)
0:40.0,Toronto full timeout,,105-107,,
0:40.0,,,105-107,,T. Gibson enters the game for N. Mirotic
0:40.0,,,105-107,,M. Carter-Williams enters the game for D. McDermott
0:32.0,Shooting foul by D. Wade (drawn by D. DeRozan),,105-107,,
0:32.0,D. DeRozan makes free throw 1 of 2,1,106-107,,
0:32.0,D. DeRozan makes free throw 2 of 2,1,107-107,,
0:32.0,,,107-107,,Chicago full timeout
0:32.0,,,107-107,,N. Mirotic enters the game for T. Gibson
0:32.0,,,107-107,,D. McDermott enters the game for M. Carter-Williams
0:11.0,,,107-107,,D. Wade misses 2-pt shot from 2 ft
0:08.0,,,107-107,,Offensive rebound by C. Felicio
0:06.0,,,107-107,,C. Felicio misses 2-pt shot from 3 ft
0:04.0,Defensive rebound by K. Lowry,,107-107,,
0:00.0,D. DeRozan misses 2-pt shot from 6 ft,,107-107,,
0:00.0,Offensive rebound by K. Lowry,,107-107,,
0:00.0,K. Lowry misses 2-pt shot from 7 ft,,107-107,,
0:00.0,Offensive rebound by Team,,107-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: C. Felicio vs. J. Valanciunas (D. Wade gains possession),,,,Jump ball: C. Felicio vs. J. Valanciunas (D. Wade gains possession)
4:35.0,,,107-107,,Offensive rebound by C. Felicio
4:32.0,,,107-107,,Shooting foul by D. Carroll (drawn by D. Wade)
4:32.0,,,107-108,1,D. Wade makes free throw 1 of 2
4:32.0,,,107-109,1,D. Wade makes free throw 2 of 2
4:18.0,D. DeRozan makes 2-pt shot from 15 ft,2,109-109,,
4:01.0,,,109-109,,Shooting foul by J. Valanciunas (drawn by J. Butler)
4:01.0,,,109-110,1,J. Butler makes free throw 1 of 2
4:01.0,,,109-111,1,J. Butler makes free throw 2 of 2
3:49.0,Shooting foul by N. Mirotic (drawn by D. DeRozan),,109-111,,
3:49.0,D. DeRozan makes free throw 1 of 2,1,110-111,,
3:49.0,D. DeRozan makes free throw 2 of 2,1,111-111,,
3:22.0,,,111-111,,J. Butler misses 3-pt shot from 24 ft
3:21.0,Defensive rebound by J. Valanciunas,,111-111,,
3:05.0,K. Lowry misses 3-pt shot from 23 ft,,111-111,,
3:04.0,,,111-111,,Defensive rebound by D. McDermott
2:55.0,,,111-111,,Shooting foul by D. Carroll (drawn by D. McDermott)
2:55.0,,,111-112,1,D. McDermott makes free throw 1 of 3
2:55.0,,,111-113,1,D. McDermott makes free throw 2 of 3
2:55.0,,,111-114,1,D. McDermott makes free throw 3 of 3
2:33.0,D. DeRozan misses 2-pt shot from 19 ft,,111-114,,
2:32.0,,,111-114,,Defensive rebound by J. Butler
2:18.0,,,111-116,2,D. McDermott makes 2-pt shot at rim (assist by J. Butler)
2:17.0,Toronto full timeout,,111-116,,
2:17.0,T. Ross enters the game for J. Valanciunas,,111-116,,
2:11.0,Shooting foul by J. Butler (drawn by K. Lowry),,111-116,,
2:11.0,K. Lowry makes free throw 1 of 2,1,112-116,,
2:11.0,K. Lowry makes free throw 2 of 2,1,113-116,,
1:53.0,,,113-116,,D. Wade misses 2-pt shot from 12 ft
1:51.0,,,113-116,,Offensive rebound by C. Felicio
1:51.0,,,113-116,,C. Felicio misses 2-pt shot from 1 ft
1:50.0,Defensive rebound by K. Lowry,,113-116,,
1:48.0,,,113-116,,Personal foul by N. Mirotic (drawn by K. Lowry)
1:42.0,T. Ross misses 3-pt shot from 24 ft,,113-116,,
1:41.0,,,113-116,,Defensive rebound by D. Wade
1:28.0,,,113-116,,D. McDermott misses 2-pt shot from 8 ft
1:27.0,Defensive rebound by D. DeRozan,,113-116,,
1:18.0,T. Ross misses 3-pt shot from 26 ft,,113-116,,
1:18.0,Offensive rebound by Team,,113-116,,
1:18.0,,,113-116,,Loose ball foul by N. Mirotic (drawn by D. Carroll)
1:18.0,D. Carroll misses free throw 1 of 2,,113-116,,
1:18.0,Offensive rebound by Team,,113-116,,
1:18.0,D. Carroll makes free throw 2 of 2,1,114-116,,
1:06.0,,,114-116,,Shooting foul by L. Nogueira (drawn by J. Butler)
1:06.0,,,114-117,1,J. Butler makes free throw 1 of 2
1:06.0,,,114-118,1,J. Butler makes free throw 2 of 2
1:06.0,,,114-117,,T. Gibson enters the game for N. Mirotic
1:06.0,,,114-117,,M. Carter-Williams enters the game for D. McDermott
0:59.0,K. Lowry makes 2-pt shot from 1 ft,2,116-118,,
0:59.0,,,116-118,,Chicago full timeout
0:59.0,,,116-118,,D. McDermott enters the game for T. Gibson
0:59.0,,,116-118,,N. Mirotic enters the game for M. Carter-Williams
0:40.0,,,116-118,,J. Butler misses 2-pt shot from 18 ft
0:38.0,,,116-118,,Offensive rebound by C. Felicio
0:17.0,,,116-121,3,J. Butler makes 3-pt shot from 25 ft
0:17.0,Toronto full timeout,,116-121,,
0:17.0,,,116-121,,T. Gibson enters the game for D. McDermott
0:17.0,,,116-121,,M. Carter-Williams enters the game for N. Mirotic
0:13.0,Shooting foul by C. Felicio (drawn by K. Lowry),,116-121,,
0:13.0,K. Lowry makes free throw 1 of 3,1,117-121,,
0:13.0,K. Lowry makes free throw 2 of 3,1,118-121,,
0:13.0,K. Lowry misses free throw 3 of 3,,118-121,,
0:13.0,,,118-121,,Defensive rebound by Team
0:13.0,,,118-121,,Chicago full timeout
0:13.0,,,116-121,,N. Mirotic enters the game for C. Felicio
0:13.0,,,118-121,,D. McDermott enters the game for M. Carter-Williams
0:13.0,,,118-121,,J. Grant enters the game for T. Gibson
0:11.0,Personal foul by K. Lowry (drawn by J. Grant),,118-121,,
0:11.0,,,118-122,1,J. Grant makes free throw 1 of 2
0:11.0,,,118-123,1,J. Grant makes free throw 2 of 2
0:11.0,Toronto full timeout,,118-123,,
0:11.0,,,118-122,,T. Gibson enters the game for N. Mirotic
0:11.0,,,118-122,,M. Carter-Williams enters the game for D. McDermott
0:05.0,K. Lowry misses 3-pt shot from 26 ft,,118-123,,
0:04.0,,,118-123,,Defensive rebound by T. Gibson
0:00.0,End of 1st overtime,,,,End of 1st overtime
