time,Milwaukee,pts.away,score,pts.home,Atlanta
4:22.0,,,94-101,,Personal foul by M. Dunleavy (drawn by G. Antetokounmpo)
4:22.0,,,94-101,,T. Sefolosha enters the game for M. Dunleavy
4:08.0,Turnover by Team (shot clock),,94-101,,
3:54.0,Personal block foul by G. Antetokounmpo (drawn by P. Millsap),,94-101,,
3:51.0,Personal foul by M. Brogdon (drawn by M. Delaney),,94-101,,
3:43.0,,,94-103,2,D. Howard makes 2-pt shot from 2 ft (assist by M. Delaney)
3:31.0,J. Parker misses 3-pt shot from 24 ft,,94-103,,
3:28.0,,,94-103,,Defensive rebound by D. Howard
3:07.0,,,94-103,,P. Millsap misses 2-pt shot from 15 ft
3:05.0,,,94-103,,Offensive rebound by K. Bazemore
3:01.0,,,94-103,,K. Bazemore misses 2-pt shot from 11 ft
3:01.0,,,94-103,,Offensive rebound by D. Howard
3:01.0,,,94-103,,Shooting foul by J. Henson (drawn by D. Howard)
3:01.0,,,94-104,1,D. Howard makes free throw 1 of 2
3:01.0,,,94-104,,D. Howard misses free throw 2 of 2
3:00.0,Defensive rebound by J. Henson,,94-104,,
2:41.0,G. Antetokounmpo makes 2-pt shot at rim,2,96-104,,
2:21.0,,,96-104,,M. Delaney misses 2-pt shot from 21 ft
2:19.0,,,96-104,,Offensive rebound by D. Howard
2:19.0,,,96-104,,D. Howard misses 2-pt shot from 1 ft
2:19.0,Defensive rebound by M. Beasley,,96-104,,
2:19.0,,,96-104,,Personal take foul by M. Delaney (drawn by M. Brogdon)
2:19.0,Milwaukee full timeout,,96-104,,
2:19.0,J. Terry enters the game for M. Beasley,,96-104,,
2:11.0,Turnover by J. Parker (bad pass; steal by K. Bazemore),,96-104,,
1:57.0,Personal foul by J. Henson (drawn by K. Bazemore),,96-104,,
1:57.0,,,96-105,1,K. Bazemore makes free throw 1 of 2
1:57.0,,,96-106,1,K. Bazemore makes free throw 2 of 2
1:48.0,G. Antetokounmpo misses 3-pt shot from 25 ft,,96-106,,
1:46.0,Offensive rebound by J. Parker,,96-106,,
1:43.0,,,96-106,,Personal foul by T. Sefolosha (drawn by G. Antetokounmpo)
1:35.0,M. Brogdon misses 2-pt shot from 19 ft,,96-106,,
1:34.0,,,96-106,,Defensive rebound by D. Howard
1:17.0,,,96-108,2,P. Millsap makes 2-pt shot at rim
1:17.0,Milwaukee full timeout,,96-108,,
1:17.0,G. Monroe enters the game for J. Henson,,96-108,,
1:11.0,J. Terry misses 3-pt shot from 24 ft,,96-108,,
1:09.0,,,96-108,,Defensive rebound by P. Millsap
0:50.0,,,96-111,3,K. Bazemore makes 3-pt shot from 25 ft (assist by P. Millsap)
0:38.0,M. Brogdon makes 2-pt shot at rim,2,98-111,,
0:32.0,,,98-111,,Atlanta full timeout
0:32.0,,,98-111,,K. Humphries enters the game for P. Millsap
0:32.0,,,98-111,,M. Dunleavy enters the game for D. Howard
0:32.0,T. Maker enters the game for G. Antetokounmpo,,98-111,,
0:32.0,R. Vaughn enters the game for J. Parker,,98-111,,
0:32.0,M. Beasley enters the game for G. Monroe,,98-111,,
0:32.0,M. Plumlee enters the game for J. Terry,,98-111,,
0:14.0,,,98-111,,K. Bazemore misses 3-pt shot from 26 ft
0:12.0,Defensive rebound by R. Vaughn,,98-111,,
0:02.0,T. Maker misses 2-pt shot from 6 ft,,98-111,,
0:01.0,Offensive rebound by T. Maker,,98-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
