time,San Antonio,pts.away,score,pts.home,LA Clippers
5:02.0,K. Leonard makes 2-pt shot at rim (assist by T. Parker),2,92-84,,
4:51.0,,,92-84,,C. Paul misses 2-pt shot from 2 ft
4:50.0,,,92-84,,Offensive rebound by D. Jordan
4:50.0,,,92-86,2,D. Jordan makes 2-pt shot from 1 ft
4:28.0,K. Leonard makes 2-pt shot at rim (assist by P. Gasol),2,94-86,,
4:00.0,,,94-86,,Turnover by D. Jordan (lost ball; steal by T. Parker)
3:51.0,K. Leonard misses 3-pt shot from 24 ft,,94-86,,
3:50.0,,,94-86,,Defensive rebound by D. Jordan
3:42.0,,,94-86,,J. Redick misses 3-pt shot from 24 ft
3:41.0,Defensive rebound by P. Gasol,,94-86,,
3:24.0,Shooting foul by B. Griffin (drawn by T. Parker),,94-86,,
3:24.0,T. Parker makes free throw 1 of 2,1,95-86,,
3:24.0,T. Parker makes free throw 2 of 2,1,96-86,,
3:16.0,,,96-86,,C. Paul misses 2-pt shot from 21 ft
3:15.0,Defensive rebound by D. Dedmon,,96-86,,
2:59.0,,,96-86,,Personal foul by J. Redick (drawn by P. Gasol)
2:59.0,Official timeout,,96-86,,
2:59.0,P. Gasol makes free throw 1 of 2,1,97-86,,
2:59.0,P. Gasol makes free throw 2 of 2,1,98-86,,
2:59.0,,,96-86,,J. Crawford enters the game for J. Redick
2:59.0,L. Aldridge enters the game for D. Dedmon,,96-86,,
2:43.0,Personal foul by P. Gasol (drawn by C. Paul),,98-86,,
2:43.0,,,98-87,1,C. Paul makes free throw 1 of 2
2:43.0,,,98-88,1,C. Paul makes free throw 2 of 2
2:24.0,K. Leonard makes 2-pt shot from 11 ft,2,100-88,,
2:02.0,,,100-88,,C. Paul misses 2-pt shot from 19 ft
2:01.0,Defensive rebound by K. Leonard,,100-88,,
2:01.0,,,100-88,,Personal foul by D. Jordan (drawn by K. Leonard)
2:01.0,K. Leonard makes free throw 1 of 2,1,101-88,,
2:01.0,K. Leonard misses free throw 2 of 2,,101-88,,
1:59.0,,,101-88,,Defensive rebound by D. Jordan
1:46.0,,,101-90,2,D. Jordan makes 2-pt shot from 2 ft (assist by A. Rivers)
1:31.0,Shooting foul by B. Griffin (drawn by P. Gasol),,101-90,,
1:31.0,,,101-90,,Violation by Team (jump ball)
1:31.0,P. Gasol makes free throw 1 of 2,1,102-90,,
1:31.0,P. Gasol makes free throw 2 of 2,1,103-90,,
1:18.0,,,103-92,2,B. Griffin makes 2-pt shot from 1 ft
1:07.0,,,103-92,,Personal foul by C. Paul (drawn by T. Parker)
1:07.0,T. Parker makes free throw 1 of 2,1,104-92,,
1:07.0,T. Parker makes free throw 2 of 2,1,105-92,,
1:07.0,D. Green enters the game for M. Ginobili,,104-92,,
1:07.0,,,104-92,,J. Redick enters the game for C. Paul
0:58.0,,,105-94,2,D. Jordan makes 2-pt shot at rim (assist by A. Rivers)
0:38.0,L. Aldridge misses 2-pt shot from 20 ft,,105-94,,
0:37.0,Offensive rebound by P. Gasol,,105-94,,
0:17.0,Turnover by T. Parker (lost ball; steal by J. Redick),,105-94,,
0:13.0,,,105-96,2,A. Rivers makes 2-pt shot from 2 ft
0:13.0,,,105-96,,Shooting foul by D. Green (drawn by A. Rivers)
0:13.0,,,105-97,1,A. Rivers makes free throw 1 of 1
0:13.0,K. Anderson enters the game for K. Leonard,,105-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
