time,Oklahoma City,pts.away,score,pts.home,Houston
7:54.0,,,6-4,,P. Beverley misses 2-pt shot from 1 ft
7:53.0,Defensive rebound by T. Gibson,,6-4,,
7:45.0,V. Oladipo misses 2-pt shot from 2 ft,,6-4,,
7:45.0,,,6-4,,Defensive rebound by J. Harden
7:45.0,Personal foul by V. Oladipo (drawn by J. Harden),,6-4,,
7:45.0,A. Abrines enters the game for V. Oladipo,,6-4,,
7:35.0,Personal foul by A. Abrines (drawn by J. Harden),,6-4,,
7:31.0,,,6-4,,J. Harden misses 3-pt shot from 24 ft
7:29.0,,,6-4,,Offensive rebound by Team
7:26.0,,,6-4,,R. Anderson misses 3-pt shot from 26 ft
7:25.0,,,6-4,,Offensive rebound by P. Beverley
7:17.0,,,6-4,,C. Capela misses 2-pt shot from 1 ft
7:16.0,Defensive rebound by S. Adams,,6-4,,
7:11.0,,,6-4,,Personal foul by P. Beverley (drawn by R. Westbrook)
7:11.0,,,6-4,,E. Gordon enters the game for P. Beverley
7:06.0,R. Westbrook makes 3-pt shot from 25 ft,3,9-4,,
6:44.0,,,9-4,,J. Harden misses 2-pt shot at rim
6:43.0,,,9-4,,Offensive rebound by C. Capela
6:43.0,,,9-4,,Turnover by C. Capela (traveling)
6:30.0,R. Westbrook makes 2-pt shot from 1 ft,2,11-4,,
6:08.0,,,11-6,2,C. Capela makes 2-pt shot at rim (assist by E. Gordon)
5:53.0,R. Westbrook misses 3-pt shot from 24 ft,,11-6,,
5:52.0,,,11-6,,Defensive rebound by Team
5:52.0,,,11-6,,Houston full timeout
5:52.0,,,11-6,,N. Hilario enters the game for R. Anderson
5:52.0,,,11-6,,L. Williams enters the game for C. Capela
5:38.0,,,11-6,,Shooting foul by A. Roberson (drawn by E. Gordon)
5:38.0,,,11-6,,E. Gordon misses free throw 1 of 2
5:38.0,,,11-6,,Offensive rebound by Team
5:38.0,,,11-7,1,E. Gordon makes free throw 2 of 2
5:27.0,Turnover by R. Westbrook (bad pass; steal by J. Harden),,11-7,,
5:14.0,,,11-9,2,N. Hilario makes 2-pt shot at rim (assist by T. Ariza)
5:12.0,Violation by Team (jump ball),,11-9,,
4:55.0,Shooting foul by J. Harden (drawn by T. Gibson),,11-9,,
4:55.0,T. Gibson makes free throw 1 of 2,1,12-9,,
4:55.0,T. Gibson makes free throw 2 of 2,1,13-9,,
4:31.0,,,13-9,,E. Gordon misses 3-pt shot from 27 ft
4:31.0,Defensive rebound by A. Abrines,,13-9,,
4:24.0,R. Westbrook makes 2-pt shot from 1 ft,2,15-9,,
4:05.0,,,15-9,,E. Gordon misses 3-pt shot from 26 ft
4:04.0,Defensive rebound by T. Gibson,,15-9,,
3:52.0,A. Abrines misses 3-pt shot from 25 ft,,15-9,,
3:51.0,,,15-9,,Defensive rebound by N. Hilario
3:40.0,,,15-9,,J. Harden misses 2-pt shot from 1 ft (block by A. Roberson)
3:39.0,Defensive rebound by A. Abrines,,15-9,,
3:34.0,Turnover by R. Westbrook (bad pass),,15-9,,
3:34.0,D. McDermott enters the game for T. Gibson,,15-9,,
3:16.0,,,15-11,2,T. Ariza makes 2-pt shot from 1 ft (assist by J. Harden)
2:59.0,R. Westbrook misses 3-pt shot from 25 ft,,15-11,,
2:57.0,,,15-11,,Defensive rebound by Team
2:57.0,Oklahoma City full timeout,,15-11,,
2:46.0,,,15-11,,L. Williams misses 3-pt shot from 24 ft
2:46.0,Defensive rebound by A. Roberson,,15-11,,
2:35.0,R. Westbrook makes 2-pt shot from 1 ft,2,17-11,,
2:16.0,,,17-11,,Turnover by L. Williams (bad pass; steal by A. Roberson)
2:10.0,A. Abrines misses 2-pt shot from 1 ft,,17-11,,
2:09.0,Offensive rebound by S. Adams,,17-11,,
2:09.0,S. Adams makes 2-pt shot at rim,2,19-11,,
1:55.0,,,19-14,3,L. Williams makes 3-pt shot from 25 ft (assist by J. Harden)
1:39.0,A. Abrines misses 3-pt shot from 25 ft,,19-14,,
1:38.0,Offensive rebound by Team,,19-14,,
1:38.0,,,19-14,,Loose ball foul by N. Hilario (drawn by S. Adams)
1:31.0,R. Westbrook misses 2-pt shot from 17 ft,,19-14,,
1:30.0,,,19-14,,Defensive rebound by L. Williams
1:21.0,,,19-16,2,J. Harden makes 2-pt shot from 1 ft
1:01.0,A. Abrines makes 3-pt shot from 23 ft (assist by R. Westbrook),3,22-16,,
0:40.0,,,22-16,,N. Hilario misses 2-pt shot from 1 ft (block by S. Adams)
0:39.0,Defensive rebound by R. Westbrook,,22-16,,
0:25.0,A. Abrines misses 3-pt shot from 25 ft,,22-16,,
0:24.0,Offensive rebound by S. Adams,,22-16,,
0:02.0,R. Westbrook misses 3-pt shot from 26 ft,,22-16,,
0:01.0,Offensive rebound by A. Roberson,,22-16,,
0:01.0,A. Roberson misses 2-pt shot from 6 ft,,22-16,,
0:00.0,Offensive rebound by R. Westbrook,,22-16,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,E. Kanter misses 2-pt shot from 4 ft,,22-16,,
11:35.0,,,22-16,,Defensive rebound by C. Capela
11:28.0,,,22-18,2,L. Williams makes 2-pt shot from 4 ft
11:13.0,J. Grant misses 2-pt shot at rim (block by C. Capela),,22-18,,
11:12.0,,,22-18,,Defensive rebound by L. Williams
11:06.0,,,22-18,,L. Williams misses 3-pt shot from 26 ft
11:04.0,Defensive rebound by D. McDermott,,22-18,,
10:52.0,V. Oladipo misses 2-pt shot from 16 ft,,22-18,,
10:51.0,,,22-18,,Defensive rebound by R. Anderson
10:44.0,,,22-18,,Shooting foul by E. Kanter (drawn by C. Capela)
10:44.0,,,22-19,1,C. Capela makes free throw 1 of 2
10:44.0,Oklahoma City full timeout,,22-19,,
10:44.0,,,22-20,1,C. Capela makes free throw 2 of 2
10:34.0,V. Oladipo makes 2-pt shot from 21 ft,2,24-20,,
10:18.0,,,24-20,,Shooting foul by E. Kanter (drawn by C. Capela)
10:18.0,,,24-20,,C. Capela misses free throw 1 of 2
10:18.0,,,24-20,,Offensive rebound by Team
10:18.0,,,24-21,1,C. Capela makes free throw 2 of 2
9:57.0,E. Kanter misses 2-pt shot at rim (block by C. Capela),,24-21,,
9:56.0,,,24-21,,Defensive rebound by C. Capela
9:49.0,,,24-23,2,P. Beverley makes 2-pt shot from 5 ft
9:32.0,A. Abrines makes 3-pt shot from 25 ft (assist by J. Grant),3,27-23,,
9:18.0,,,27-23,,P. Beverley misses 2-pt shot from 5 ft
9:17.0,Defensive rebound by D. McDermott,,27-23,,
9:09.0,V. Oladipo misses 2-pt shot from 1 ft,,27-23,,
9:09.0,,,27-23,,Defensive rebound by R. Anderson
8:57.0,,,27-25,2,R. Anderson makes 2-pt shot from 1 ft (assist by P. Beverley)
8:45.0,V. Oladipo misses 2-pt shot from 4 ft,,27-25,,
8:44.0,,,27-25,,Defensive rebound by L. Williams
8:38.0,,,27-27,2,L. Williams makes 2-pt shot from 1 ft
8:38.0,Oklahoma City full timeout,,27-27,,
8:38.0,R. Westbrook enters the game for A. Abrines,,27-27,,
8:38.0,T. Gibson enters the game for E. Kanter,,27-27,,
8:30.0,,,27-27,,Personal block foul by R. Anderson (drawn by R. Westbrook)
8:30.0,R. Westbrook makes free throw 1 of 2,1,28-27,,
8:30.0,R. Westbrook makes free throw 2 of 2,1,29-27,,
8:15.0,,,29-27,,L. Williams misses 3-pt shot from 27 ft
8:14.0,Defensive rebound by T. Gibson,,29-27,,
8:07.0,T. Gibson makes 2-pt shot from 2 ft (assist by R. Westbrook),2,31-27,,
7:51.0,,,31-27,,E. Gordon misses 3-pt shot from 25 ft
7:50.0,,,31-27,,Offensive rebound by C. Capela
7:43.0,,,31-29,2,E. Gordon makes 2-pt shot at rim (assist by R. Anderson)
7:27.0,D. McDermott misses 3-pt shot from 25 ft,,31-29,,
7:26.0,,,31-29,,Defensive rebound by P. Beverley
7:17.0,,,31-29,,P. Beverley misses 2-pt shot from 3 ft
7:16.0,,,31-29,,Offensive rebound by P. Beverley
7:16.0,,,31-31,2,P. Beverley makes 2-pt shot from 1 ft
6:58.0,V. Oladipo makes 3-pt shot from 24 ft (assist by R. Westbrook),3,34-31,,
6:42.0,,,34-34,3,E. Gordon makes 3-pt shot from 25 ft (assist by P. Beverley)
6:21.0,V. Oladipo misses 3-pt shot from 24 ft,,34-34,,
6:20.0,Offensive rebound by T. Gibson,,34-34,,
6:14.0,Shooting foul by C. Capela (drawn by J. Grant),,34-34,,
6:14.0,J. Grant makes free throw 1 of 2,1,35-34,,
6:14.0,J. Grant makes free throw 2 of 2,1,36-34,,
6:14.0,A. Roberson enters the game for D. McDermott,,35-34,,
6:14.0,,,35-34,,N. Hilario enters the game for C. Capela
6:14.0,,,35-34,,J. Harden enters the game for P. Beverley
6:01.0,,,36-36,2,N. Hilario makes 2-pt shot from 1 ft (assist by J. Harden)
5:47.0,Official timeout,,36-36,,
5:47.0,,,36-36,,T. Ariza enters the game for E. Gordon
5:47.0,S. Adams enters the game for T. Gibson,,36-36,,
5:38.0,J. Grant makes 3-pt shot from 24 ft (assist by A. Roberson),3,39-36,,
5:20.0,,,39-36,,T. Ariza misses 3-pt shot from 23 ft
5:16.0,Defensive rebound by J. Grant,,39-36,,
5:09.0,V. Oladipo misses 3-pt shot from 24 ft,,39-36,,
5:06.0,,,39-36,,Defensive rebound by N. Hilario
5:04.0,Personal foul by R. Westbrook (drawn by L. Williams),,39-36,,
5:04.0,A. Abrines enters the game for V. Oladipo,,39-36,,
4:57.0,,,39-39,3,J. Harden makes 3-pt shot from 24 ft
4:37.0,R. Westbrook makes 2-pt shot from 20 ft,2,41-39,,
4:23.0,,,41-39,,J. Harden misses 3-pt shot from 25 ft
4:22.0,Defensive rebound by J. Grant,,41-39,,
4:10.0,J. Grant misses 3-pt shot from 24 ft,,41-39,,
4:09.0,,,41-39,,Defensive rebound by N. Hilario
3:53.0,,,41-39,,P. Beverley enters the game for R. Anderson
3:48.0,,,41-39,,J. Harden misses 2-pt shot from 2 ft (block by S. Adams)
3:47.0,,,41-39,,Offensive rebound by Team
3:47.0,,,41-39,,Houston full timeout
3:44.0,,,41-42,3,P. Beverley makes 3-pt shot from 23 ft (assist by T. Ariza)
3:31.0,S. Adams makes 2-pt shot from 6 ft (assist by R. Westbrook),2,43-42,,
3:16.0,,,43-44,2,L. Williams makes 2-pt shot from 6 ft
3:16.0,,,43-44,,Shooting foul by A. Abrines (drawn by L. Williams)
3:16.0,,,43-45,1,L. Williams makes free throw 1 of 1
3:03.0,,,43-45,,Personal foul by T. Ariza (drawn by R. Westbrook)
2:56.0,Turnover by A. Roberson (lost ball),,43-45,,
2:42.0,,,43-47,2,J. Harden makes 2-pt shot at rim
2:28.0,Shooting foul by P. Beverley (drawn by R. Westbrook),,43-47,,
2:28.0,R. Westbrook makes free throw 1 of 2,1,44-47,,
2:28.0,R. Westbrook misses free throw 2 of 2,,44-47,,
2:28.0,,,44-47,,E. Gordon enters the game for P. Beverley
2:26.0,Offensive rebound by S. Adams,,44-47,,
2:21.0,A. Abrines misses 3-pt shot from 24 ft,,44-47,,
2:20.0,,,44-47,,Defensive rebound by L. Williams
2:13.0,,,44-47,,J. Harden misses 2-pt shot from 1 ft (block by S. Adams)
2:13.0,,,44-47,,Offensive rebound by Team
2:05.0,,,44-49,2,N. Hilario makes 2-pt shot at rim (assist by E. Gordon)
1:54.0,Turnover by R. Westbrook (bad pass; steal by J. Harden),,44-49,,
1:46.0,,,44-49,,Shooting foul by A. Abrines (drawn by J. Harden)
1:46.0,,,44-50,1,J. Harden makes free throw 1 of 2
1:46.0,,,44-51,1,J. Harden makes free throw 2 of 2
1:46.0,V. Oladipo enters the game for A. Abrines,,44-50,,
1:29.0,R. Westbrook misses 2-pt shot from 16 ft,,44-51,,
1:29.0,,,44-51,,Defensive rebound by J. Harden
1:15.0,,,44-51,,Turnover by N. Hilario (bad pass; steal by V. Oladipo)
1:10.0,,,44-51,,Houston full timeout
1:06.0,Turnover by Team (turnover),,44-51,,
0:45.0,,,44-51,,L. Williams misses 3-pt shot from 25 ft (block by A. Roberson)
0:44.0,,,44-51,,Offensive rebound by J. Harden
0:43.0,,,44-51,,J. Harden misses 2-pt shot from 15 ft
0:43.0,,,44-51,,Offensive rebound by Team
0:43.0,,,44-51,,Turnover by Team (shot clock)
0:34.0,R. Westbrook misses 3-pt shot from 24 ft,,44-51,,
0:33.0,,,44-51,,Defensive rebound by N. Hilario
0:11.0,,,44-51,,J. Harden misses 3-pt shot from 25 ft (block by A. Roberson)
0:10.0,Defensive rebound by V. Oladipo,,44-51,,
0:01.0,Turnover by A. Roberson (traveling),,44-51,,
0:00.0,,,44-51,,J. Harden misses 3-pt shot from 56 ft
0:00.0,,,44-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,V. Oladipo misses 2-pt shot from 3 ft,,44-51,,
11:44.0,,,44-51,,Defensive rebound by P. Beverley
11:31.0,,,44-51,,J. Harden misses 3-pt shot from 25 ft
11:30.0,Defensive rebound by A. Roberson,,44-51,,
11:15.0,T. Gibson misses 2-pt shot from 2 ft (block by J. Harden),,44-51,,
11:15.0,Offensive rebound by Team,,44-51,,
11:15.0,Turnover by T. Gibson (kicked ball),,44-51,,
10:58.0,,,44-53,2,J. Harden makes 2-pt shot from 16 ft
10:45.0,T. Gibson misses 2-pt shot from 1 ft (block by J. Harden),,44-53,,
10:44.0,,,44-53,,Defensive rebound by J. Harden
10:27.0,,,44-53,,J. Harden misses 3-pt shot from 25 ft
10:25.0,,,44-53,,Offensive rebound by P. Beverley
10:19.0,,,44-53,,R. Anderson misses 3-pt shot from 23 ft
10:18.0,,,44-53,,Offensive rebound by C. Capela
10:14.0,,,44-53,,T. Ariza misses 3-pt shot from 25 ft
10:13.0,Defensive rebound by T. Gibson,,44-53,,
10:06.0,R. Westbrook misses 3-pt shot from 27 ft,,44-53,,
10:04.0,Offensive rebound by S. Adams,,44-53,,
10:02.0,Turnover by S. Adams (lost ball; steal by J. Harden),,44-53,,
9:56.0,,,44-53,,Shooting foul by T. Gibson (drawn by C. Capela)
9:56.0,,,44-54,1,C. Capela makes free throw 1 of 2
9:56.0,,,44-54,,C. Capela misses free throw 2 of 2
9:56.0,Defensive rebound by Team,,44-54,,
9:41.0,A. Roberson misses 3-pt shot from 24 ft,,44-54,,
9:40.0,Offensive rebound by A. Roberson,,44-54,,
9:37.0,A. Roberson makes 2-pt shot from 2 ft,2,46-54,,
9:21.0,,,46-54,,R. Anderson misses 2-pt shot from 18 ft
9:20.0,Defensive rebound by V. Oladipo,,46-54,,
9:06.0,T. Gibson makes 2-pt shot from 4 ft (assist by A. Roberson),2,48-54,,
8:53.0,,,48-57,3,J. Harden makes 3-pt shot from 27 ft (assist by P. Beverley)
8:44.0,Shooting foul by C. Capela (drawn by R. Westbrook),,48-57,,
8:44.0,R. Westbrook makes free throw 1 of 2,1,49-57,,
8:44.0,R. Westbrook makes free throw 2 of 2,1,50-57,,
8:28.0,,,50-57,,Shooting foul by A. Roberson (drawn by P. Beverley)
8:28.0,,,50-58,1,P. Beverley makes free throw 1 of 2
8:28.0,,,50-59,1,P. Beverley makes free throw 2 of 2
8:18.0,A. Roberson misses 2-pt shot from 1 ft,,50-59,,
8:17.0,,,50-59,,Defensive rebound by C. Capela
8:09.0,,,50-59,,R. Anderson misses 3-pt shot from 26 ft
8:07.0,Defensive rebound by R. Westbrook,,50-59,,
8:02.0,Turnover by R. Westbrook (bad pass; steal by C. Capela),,50-59,,
7:45.0,Personal foul by R. Westbrook (drawn by P. Beverley),,50-59,,
7:41.0,,,50-59,,J. Harden misses 3-pt shot from 25 ft
7:40.0,Defensive rebound by V. Oladipo,,50-59,,
7:31.0,V. Oladipo misses 2-pt shot from 8 ft,,50-59,,
7:29.0,,,50-59,,Defensive rebound by J. Harden
7:17.0,,,50-59,,T. Ariza misses 3-pt shot from 25 ft
7:15.0,,,50-59,,Offensive rebound by P. Beverley
7:14.0,,,50-61,2,P. Beverley makes 2-pt shot from 5 ft
7:14.0,Oklahoma City full timeout,,50-61,,
7:14.0,,,50-61,,E. Gordon enters the game for R. Anderson
7:04.0,Shooting foul by E. Gordon (drawn by R. Westbrook),,50-61,,
7:04.0,R. Westbrook makes free throw 1 of 2,1,51-61,,
7:04.0,R. Westbrook makes free throw 2 of 2,1,52-61,,
6:56.0,Personal foul by R. Westbrook (drawn by J. Harden),,52-61,,
6:43.0,,,52-61,,Turnover by P. Beverley (traveling)
6:31.0,T. Gibson makes 2-pt shot from 1 ft (assist by R. Westbrook),2,54-61,,
6:16.0,,,54-61,,T. Ariza misses 3-pt shot from 25 ft
6:14.0,Defensive rebound by R. Westbrook,,54-61,,
6:12.0,,,54-61,,N. Hilario enters the game for C. Capela
6:12.0,,,54-61,,L. Williams enters the game for P. Beverley
6:01.0,V. Oladipo makes 3-pt shot from 24 ft (assist by A. Roberson),3,57-61,,
5:50.0,,,57-61,,Shooting foul by A. Roberson (drawn by J. Harden)
5:50.0,,,57-62,1,J. Harden makes free throw 1 of 3
5:50.0,,,57-63,1,J. Harden makes free throw 2 of 3
5:50.0,,,57-64,1,J. Harden makes free throw 3 of 3
5:40.0,R. Westbrook makes 3-pt shot from 25 ft,3,60-64,,
5:26.0,,,60-64,,L. Williams misses 2-pt shot from 2 ft
5:25.0,Defensive rebound by T. Gibson,,60-64,,
5:16.0,R. Westbrook makes 2-pt shot from 17 ft,2,62-64,,
5:03.0,,,62-66,2,N. Hilario makes 2-pt shot from 1 ft (assist by J. Harden)
4:49.0,T. Gibson misses 2-pt shot from 7 ft,,62-66,,
4:47.0,Offensive rebound by R. Westbrook,,62-66,,
4:47.0,R. Westbrook makes 2-pt shot from 1 ft,2,64-66,,
4:14.0,,,64-66,,N. Hilario misses 2-pt shot from 18 ft
4:13.0,,,64-66,,Offensive rebound by T. Ariza
4:07.0,,,64-66,,Shooting foul by T. Gibson (drawn by N. Hilario)
4:07.0,,,64-67,1,N. Hilario makes free throw 1 of 2
4:07.0,,,64-68,1,N. Hilario makes free throw 2 of 2
3:48.0,R. Westbrook makes 3-pt shot from 25 ft,3,67-68,,
3:34.0,,,67-68,,J. Harden misses 3-pt shot from 24 ft
3:33.0,Defensive rebound by T. Gibson,,67-68,,
3:23.0,S. Adams makes 2-pt shot from 9 ft (assist by R. Westbrook),2,69-68,,
3:23.0,,,69-68,,Houston full timeout
3:23.0,A. Abrines enters the game for V. Oladipo,,69-68,,
3:12.0,,,69-68,,E. Gordon misses 3-pt shot from 25 ft
3:11.0,Defensive rebound by T. Gibson,,69-68,,
2:55.0,A. Abrines makes 2-pt shot at rim (assist by R. Westbrook),2,71-68,,
2:40.0,,,71-68,,Shooting foul by S. Adams (drawn by J. Harden)
2:40.0,,,71-69,1,J. Harden makes free throw 1 of 2
2:40.0,,,71-70,1,J. Harden makes free throw 2 of 2
2:28.0,R. Westbrook makes 3-pt shot from 24 ft,3,74-70,,
2:16.0,,,74-70,,Offensive foul by J. Harden
2:16.0,,,74-70,,Turnover by J. Harden (offensive foul)
2:09.0,,,74-70,,Personal foul by T. Ariza (drawn by R. Westbrook)
2:06.0,,,74-70,,Personal take foul by L. Williams (drawn by A. Roberson)
2:06.0,V. Oladipo enters the game for A. Roberson,,74-70,,
2:00.0,,,74-70,,Personal foul by T. Ariza (drawn by R. Westbrook)
2:00.0,R. Westbrook misses free throw 1 of 2,,74-70,,
2:00.0,Offensive rebound by Team,,74-70,,
2:00.0,R. Westbrook misses free throw 2 of 2,,74-70,,
2:00.0,A. Roberson enters the game for V. Oladipo,,74-70,,
1:59.0,Offensive rebound by R. Westbrook,,74-70,,
1:53.0,R. Westbrook makes 3-pt shot from 26 ft,3,77-70,,
1:41.0,,,77-70,,J. Harden misses 3-pt shot from 25 ft
1:40.0,Defensive rebound by R. Westbrook,,77-70,,
1:29.0,S. Adams misses 2-pt shot from 4 ft,,77-70,,
1:28.0,,,77-70,,Defensive rebound by N. Hilario
1:15.0,,,77-70,,L. Williams misses 2-pt shot from 17 ft
1:14.0,Defensive rebound by A. Abrines,,77-70,,
1:09.0,R. Westbrook misses 3-pt shot from 26 ft,,77-70,,
1:08.0,,,77-70,,Defensive rebound by E. Gordon
0:49.0,,,77-72,2,N. Hilario makes 2-pt shot from 1 ft
0:49.0,Oklahoma City full timeout,,77-72,,
0:39.0,Turnover by R. Westbrook (bad pass; steal by L. Williams),,77-72,,
0:36.0,,,77-72,,Turnover by N. Hilario (bad pass)
0:25.0,R. Westbrook misses 3-pt shot from 26 ft,,77-72,,
0:24.0,,,77-72,,Defensive rebound by J. Harden
0:01.0,,,77-72,,J. Harden misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by S. Adams,,77-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,77-74,2,P. Beverley makes 2-pt shot from 6 ft
11:25.0,V. Oladipo misses 3-pt shot from 24 ft,,77-74,,
11:24.0,,,77-74,,Defensive rebound by C. Capela
11:17.0,Shooting block foul by T. Gibson (drawn by L. Williams),,77-74,,
11:17.0,,,77-75,1,L. Williams makes free throw 1 of 2
11:17.0,,,77-76,1,L. Williams makes free throw 2 of 2
11:02.0,J. Grant makes 2-pt shot from 5 ft,2,79-76,,
10:46.0,,,79-78,2,E. Gordon makes 2-pt shot from 2 ft
10:34.0,V. Oladipo makes 2-pt shot from 19 ft,2,81-78,,
10:18.0,,,81-78,,Shooting foul by A. Abrines (drawn by L. Williams)
10:18.0,,,81-79,1,L. Williams makes free throw 1 of 3
10:18.0,,,81-80,1,L. Williams makes free throw 2 of 3
10:18.0,,,81-81,1,L. Williams makes free throw 3 of 3
10:18.0,A. Roberson enters the game for T. Gibson,,81-80,,
10:05.0,A. Abrines misses 2-pt shot from 1 ft (block by C. Capela),,81-81,,
10:03.0,,,81-81,,Defensive rebound by E. Gordon
9:53.0,Violation by J. Grant (def goaltending),,81-81,,
9:53.0,,,81-83,2,L. Williams makes 2-pt shot from 1 ft
9:36.0,V. Oladipo misses 2-pt shot from 1 ft (block by C. Capela),,81-83,,
9:35.0,,,81-83,,Defensive rebound by C. Capela
9:15.0,,,81-86,3,L. Williams makes 3-pt shot from 26 ft
9:15.0,Oklahoma City full timeout,,81-86,,
9:15.0,S. Adams enters the game for A. Roberson,,81-86,,
9:15.0,R. Westbrook enters the game for A. Abrines,,81-86,,
9:04.0,Oklahoma City full timeout,,81-86,,
8:58.0,J. Grant makes 2-pt shot at rim (assist by R. Westbrook),2,83-86,,
8:36.0,,,83-88,2,C. Capela makes 2-pt shot at rim (assist by L. Williams)
8:27.0,Shooting foul by C. Capela (drawn by R. Westbrook),,83-88,,
8:27.0,R. Westbrook makes free throw 1 of 2,1,84-88,,
8:27.0,R. Westbrook makes free throw 2 of 2,1,85-88,,
8:15.0,,,85-88,,E. Gordon misses 3-pt shot from 24 ft
8:14.0,Defensive rebound by R. Westbrook,,85-88,,
8:00.0,J. Grant makes 2-pt shot at rim (assist by R. Westbrook),2,87-88,,
7:44.0,,,87-90,2,L. Williams makes 2-pt shot from 11 ft
7:33.0,R. Westbrook misses 3-pt shot from 24 ft,,87-90,,
7:31.0,Offensive rebound by J. Grant,,87-90,,
7:31.0,,,87-90,,N. Hilario enters the game for C. Capela
7:31.0,,,87-90,,J. Harden enters the game for R. Anderson
7:31.0,A. Roberson enters the game for D. McDermott,,87-90,,
7:25.0,Turnover by V. Oladipo (bad pass; steal by P. Beverley),,87-90,,
7:24.0,Personal foul by R. Westbrook (drawn by P. Beverley),,87-90,,
7:23.0,,,87-90,,Technical foul by P. Beverley
7:23.0,Technical foul by R. Westbrook (drawn by P. Beverley),,87-90,,
7:15.0,,,87-90,,Turnover by J. Harden (bad pass; steal by A. Roberson)
7:08.0,,,87-90,,Personal foul by P. Beverley (drawn by S. Adams)
6:57.0,V. Oladipo misses 2-pt shot from 12 ft,,87-90,,
6:56.0,Offensive rebound by Team,,87-90,,
6:40.0,R. Westbrook misses 3-pt shot from 28 ft,,87-90,,
6:38.0,Offensive rebound by Team,,87-90,,
6:29.0,R. Westbrook misses 3-pt shot from 25 ft,,87-90,,
6:26.0,,,87-90,,Defensive rebound by L. Williams
6:23.0,Personal foul by A. Roberson (drawn by L. Williams),,87-90,,
6:15.0,,,87-92,2,J. Harden makes 2-pt shot from 2 ft
6:03.0,Turnover by R. Westbrook (bad pass; steal by N. Hilario),,87-92,,
5:57.0,,,87-92,,E. Gordon misses 3-pt shot from 25 ft
5:56.0,Defensive rebound by V. Oladipo,,87-92,,
5:52.0,Shooting foul by E. Gordon (drawn by R. Westbrook),,87-92,,
5:52.0,R. Westbrook makes free throw 1 of 2,1,88-92,,
5:52.0,R. Westbrook makes free throw 2 of 2,1,89-92,,
5:52.0,,,88-92,,T. Ariza enters the game for P. Beverley
5:39.0,,,89-92,,Shooting foul by S. Adams (drawn by J. Harden)
5:39.0,,,89-92,,J. Harden misses free throw 1 of 2
5:39.0,,,89-92,,Offensive rebound by Team
5:39.0,,,89-93,1,J. Harden makes free throw 2 of 2
5:23.0,Shooting foul by T. Ariza (drawn by R. Westbrook),,89-93,,
5:23.0,R. Westbrook misses free throw 1 of 2,,89-93,,
5:23.0,Offensive rebound by Team,,89-93,,
5:23.0,R. Westbrook makes free throw 2 of 2,1,90-93,,
5:14.0,Personal block foul by S. Adams (drawn by J. Harden),,90-93,,
5:14.0,,,90-94,1,J. Harden makes free throw 1 of 2
5:14.0,,,90-95,1,J. Harden makes free throw 2 of 2
5:14.0,A. Abrines enters the game for A. Roberson,,90-94,,
