time,Cleveland,pts.away,score,pts.home,Chicago
0:49.0,,,90-95,,Offensive charge foul by R. Lopez
0:49.0,,,90-95,,Turnover by R. Lopez (offensive foul)
0:36.0,L. James misses 3-pt shot from 25 ft,,90-95,,
0:36.0,,,90-95,,Defensive rebound by N. Mirotic
0:36.0,Personal foul by T. Thompson (drawn by N. Mirotic),,90-95,,
0:36.0,,,90-96,1,N. Mirotic makes free throw 1 of 2
0:36.0,,,90-97,1,N. Mirotic makes free throw 2 of 2
0:36.0,Cleveland full timeout,,90-97,,
0:27.0,K. Irving misses 2-pt shot from 1 ft,,90-97,,
0:26.0,,,90-97,,Defensive rebound by R. Lopez
0:24.0,Personal take foul by K. Irving (drawn by R. Rondo),,90-97,,
0:24.0,,,90-97,,R. Rondo misses free throw 1 of 2
0:24.0,,,90-97,,Offensive rebound by Team
0:24.0,,,90-97,,R. Rondo misses free throw 2 of 2
0:24.0,K. Felder enters the game for K. Irving,,90-97,,
0:24.0,D. Liggins enters the game for L. James,,90-97,,
0:23.0,Defensive rebound by K. Felder,,90-97,,
0:20.0,,,90-97,,Personal foul by D. Valentine (drawn by K. Felder)
0:20.0,K. Felder makes free throw 1 of 2,1,91-97,,
0:20.0,K. Felder misses free throw 2 of 2,,91-97,,
0:18.0,,,91-97,,Defensive rebound by R. Lopez
0:16.0,Personal foul by K. Felder (drawn by D. Valentine),,91-97,,
0:16.0,,,91-98,1,D. Valentine makes free throw 1 of 2
0:16.0,,,91-99,1,D. Valentine makes free throw 2 of 2
0:11.0,D. Liggins makes 2-pt shot from 2 ft (assist by K. Felder),2,93-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
