time,Charlotte,pts.away,score,pts.home,Boston
5:16.0,K. Walker makes 3-pt shot from 25 ft,3,14-17,,
5:04.0,,,14-17,,Turnover by I. Thomas (bad pass)
5:04.0,M. Belinelli enters the game for N. Batum,,14-17,,
5:04.0,F. Kaminsky enters the game for M. Williams,,14-17,,
5:04.0,,,14-17,,K. Olynyk enters the game for A. Johnson
5:04.0,,,14-17,,M. Smart enters the game for A. Bradley
4:51.0,K. Walker makes 2-pt shot from 14 ft,2,16-17,,
4:28.0,,,16-19,2,A. Horford makes 2-pt shot from 20 ft (assist by K. Olynyk)
4:11.0,M. Kidd-Gilchrist makes 2-pt shot from 2 ft (assist by K. Walker),2,18-19,,
3:54.0,,,18-19,,I. Thomas misses 3-pt shot from 25 ft
3:52.0,Defensive rebound by M. Belinelli,,18-19,,
3:39.0,Shooting foul by I. Thomas (drawn by K. Walker),,18-19,,
3:39.0,K. Walker makes free throw 1 of 3,1,19-19,,
3:39.0,K. Walker makes free throw 2 of 3,1,20-19,,
3:39.0,K. Walker makes free throw 3 of 3,1,21-19,,
3:20.0,,,21-22,3,J. Crowder makes 3-pt shot from 25 ft (assist by K. Olynyk)
3:07.0,K. Walker makes 3-pt shot from 26 ft,3,24-22,,
2:54.0,,,24-22,,I. Thomas misses 2-pt shot from 5 ft
2:53.0,Defensive rebound by K. Walker,,24-22,,
2:45.0,K. Walker misses 2-pt shot from 21 ft,,24-22,,
2:44.0,,,24-22,,Defensive rebound by K. Olynyk
2:31.0,,,24-24,2,A. Horford makes 2-pt shot from 1 ft
2:31.0,,,24-24,,Shooting foul by F. Kaminsky (drawn by A. Horford)
2:31.0,,,24-24,,Boston full timeout
2:31.0,,,24-24,,J. Brown enters the game for J. Crowder
2:31.0,,,24-24,,G. Green enters the game for I. Thomas
2:31.0,R. Sessions enters the game for C. Zeller,,24-24,,
2:31.0,S. Hawes enters the game for K. Walker,,24-24,,
2:31.0,,,24-25,1,A. Horford makes free throw 1 of 1
2:21.0,M. Belinelli misses 2-pt shot from 21 ft,,24-25,,
2:20.0,,,24-25,,Defensive rebound by K. Olynyk
2:07.0,,,24-27,2,M. Smart makes 2-pt shot from 4 ft (assist by K. Olynyk)
1:45.0,F. Kaminsky makes 3-pt shot from 27 ft (assist by M. Belinelli),3,27-27,,
1:26.0,,,27-27,,K. Olynyk misses 2-pt shot from 3 ft (block by M. Kidd-Gilchrist)
1:25.0,,,27-27,,Offensive rebound by K. Olynyk
1:22.0,,,27-27,,A. Horford misses 3-pt shot from 25 ft
1:21.0,Defensive rebound by S. Hawes,,27-27,,
1:07.0,M. Belinelli makes 3-pt shot from 26 ft,3,30-27,,
0:48.0,,,30-29,2,A. Horford makes 2-pt shot from 16 ft (assist by G. Green)
0:37.0,S. Hawes misses 2-pt shot from 20 ft,,30-29,,
0:36.0,,,30-29,,Defensive rebound by J. Brown
0:27.0,,,30-31,2,J. Brown makes 2-pt shot from 2 ft (assist by M. Smart)
0:27.0,,,30-31,,Shooting foul by S. Hawes (drawn by J. Brown)
0:27.0,,,30-31,,J. Jerebko enters the game for A. Horford
0:27.0,,,30-32,1,J. Brown makes free throw 1 of 1
0:08.0,R. Sessions misses 2-pt shot from 4 ft,,30-32,,
0:07.0,,,30-32,,Defensive rebound by J. Brown
0:02.0,,,30-34,2,J. Brown makes 2-pt shot from 1 ft
0:00.0,M. Kidd-Gilchrist misses 2-pt shot from 22 ft,,30-34,,
0:00.0,Offensive rebound by Team,,30-34,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,M. Williams makes 3-pt shot from 26 ft (assist by N. Batum),3,33-34,,
11:30.0,Personal foul by R. Sessions,,33-34,,
11:20.0,,,33-34,,Turnover by K. Olynyk (traveling)
11:01.0,Shooting foul by K. Olynyk (drawn by N. Batum),,33-34,,
11:01.0,N. Batum makes free throw 1 of 2,1,34-34,,
11:01.0,,,34-34,,A. Bradley enters the game for G. Green
11:01.0,N. Batum makes free throw 2 of 2,1,35-34,,
10:46.0,,,35-34,,Turnover by J. Jerebko (step out of bounds)
10:32.0,Turnover by N. Batum (lost ball; steal by M. Smart),,35-34,,
10:26.0,,,35-34,,A. Bradley misses 3-pt shot from 23 ft
10:25.0,,,35-34,,Offensive rebound by K. Olynyk
10:22.0,,,35-36,2,K. Olynyk makes 2-pt shot from 1 ft
10:08.0,M. Williams makes 3-pt shot from 26 ft (assist by R. Sessions),3,38-36,,
9:52.0,,,38-39,3,K. Olynyk makes 3-pt shot from 26 ft (assist by M. Smart)
9:38.0,R. Sessions makes 2-pt shot from 8 ft (assist by S. Hawes),2,40-39,,
9:16.0,,,40-39,,K. Olynyk misses 2-pt shot from 2 ft
9:15.0,Defensive rebound by M. Williams,,40-39,,
9:03.0,N. Batum misses 3-pt shot from 26 ft,,40-39,,
9:02.0,,,40-39,,Defensive rebound by M. Smart
8:47.0,,,40-39,,J. Brown misses 2-pt shot from 20 ft
8:46.0,,,40-39,,Offensive rebound by K. Olynyk
8:42.0,,,40-41,2,K. Olynyk makes 2-pt shot at rim
8:30.0,Turnover by S. Hawes (offensive foul),,40-41,,
8:30.0,Offensive foul by S. Hawes,,40-41,,
8:30.0,Official timeout,,40-41,,
8:30.0,K. Walker enters the game for M. Belinelli,,40-41,,
8:13.0,,,40-41,,J. Brown misses 2-pt shot from 20 ft
8:12.0,Defensive rebound by S. Hawes,,40-41,,
8:08.0,Turnover by K. Walker (bad pass),,40-41,,
7:50.0,,,40-43,2,K. Olynyk makes 2-pt shot from 2 ft (assist by J. Brown)
7:38.0,Turnover by N. Batum (lost ball; steal by K. Olynyk),,40-43,,
7:31.0,,,40-45,2,J. Brown makes 2-pt shot from 2 ft (assist by J. Jerebko)
7:24.0,Charlotte full timeout,,40-45,,
7:08.0,N. Batum makes 2-pt shot from 13 ft,2,42-45,,
6:54.0,,,42-48,3,J. Jerebko makes 3-pt shot from 26 ft (assist by A. Bradley)
6:34.0,M. Williams makes 2-pt shot from 4 ft (assist by N. Batum),2,44-48,,
6:24.0,,,44-48,,A. Bradley misses 3-pt shot from 27 ft
6:23.0,Defensive rebound by N. Batum,,44-48,,
6:15.0,K. Walker makes 2-pt shot from 14 ft,2,46-48,,
5:55.0,,,46-48,,K. Olynyk misses 2-pt shot from 12 ft
5:54.0,Defensive rebound by N. Batum,,46-48,,
5:44.0,S. Hawes misses 3-pt shot from 26 ft,,46-48,,
5:43.0,,,46-48,,Defensive rebound by A. Bradley
5:28.0,,,46-48,,M. Smart misses 3-pt shot from 27 ft
5:27.0,Defensive rebound by N. Batum,,46-48,,
5:18.0,S. Hawes makes 2-pt shot at rim (assist by R. Sessions),2,48-48,,
5:18.0,,,48-48,,Boston full timeout
5:18.0,,,48-48,,I. Thomas enters the game for K. Olynyk
5:18.0,,,48-48,,J. Crowder enters the game for M. Smart
5:18.0,,,48-48,,A. Johnson enters the game for J. Brown
5:18.0,,,48-48,,A. Horford enters the game for J. Jerebko
5:18.0,C. Zeller enters the game for S. Hawes,,48-48,,
5:18.0,M. Kidd-Gilchrist enters the game for R. Sessions,,48-48,,
4:55.0,,,48-48,,A. Bradley misses 2-pt shot from 21 ft
4:54.0,Defensive rebound by Team,,48-48,,
4:40.0,C. Zeller misses 2-pt shot from 1 ft,,48-48,,
4:39.0,,,48-48,,Defensive rebound by A. Johnson
4:25.0,,,48-48,,J. Crowder misses 3-pt shot from 26 ft
4:24.0,Defensive rebound by M. Williams,,48-48,,
4:09.0,Turnover by K. Walker (lost ball; steal by A. Bradley),,48-48,,
3:55.0,,,48-48,,J. Crowder misses 2-pt shot from 1 ft
3:54.0,,,48-48,,Offensive rebound by A. Horford
3:51.0,,,48-48,,I. Thomas misses 3-pt shot from 24 ft
3:50.0,Defensive rebound by Team,,48-48,,
3:49.0,F. Kaminsky enters the game for M. Williams,,48-48,,
3:41.0,Shooting foul by A. Bradley (drawn by N. Batum),,48-48,,
3:41.0,N. Batum makes free throw 1 of 3,1,49-48,,
3:41.0,N. Batum makes free throw 2 of 3,1,50-48,,
3:41.0,N. Batum misses free throw 3 of 3,,50-48,,
3:41.0,,,50-48,,Defensive rebound by A. Horford
3:22.0,,,50-51,3,A. Horford makes 3-pt shot from 24 ft (assist by A. Bradley)
3:08.0,K. Walker misses 2-pt shot from 17 ft,,50-51,,
3:07.0,,,50-51,,Defensive rebound by A. Bradley
2:52.0,,,50-53,2,A. Horford makes 2-pt shot from 7 ft
2:35.0,K. Walker makes 3-pt shot from 26 ft (assist by N. Batum),3,53-53,,
2:18.0,,,53-56,3,I. Thomas makes 3-pt shot from 24 ft
2:06.0,K. Walker misses 2-pt shot from 5 ft,,53-56,,
2:04.0,,,53-56,,Defensive rebound by J. Crowder
1:55.0,,,53-56,,M. Smart enters the game for A. Bradley
1:52.0,,,53-59,3,I. Thomas makes 3-pt shot from 26 ft (assist by J. Crowder)
1:24.0,F. Kaminsky misses 2-pt shot from 21 ft,,53-59,,
1:23.0,,,53-59,,Defensive rebound by I. Thomas
1:18.0,,,53-59,,I. Thomas misses 2-pt shot from 1 ft
1:16.0,Defensive rebound by F. Kaminsky,,53-59,,
1:07.0,Turnover by C. Zeller (offensive foul),,53-59,,
1:07.0,Offensive foul by C. Zeller,,53-59,,
0:51.0,,,53-59,,I. Thomas misses 3-pt shot from 28 ft
0:50.0,Defensive rebound by N. Batum,,53-59,,
0:44.0,Offensive foul by C. Zeller,,53-59,,
0:44.0,Turnover by C. Zeller (offensive foul),,53-59,,
0:44.0,S. Hawes enters the game for C. Zeller,,53-59,,
0:25.0,,,53-59,,I. Thomas misses 3-pt shot from 25 ft
0:24.0,Defensive rebound by N. Batum,,53-59,,
0:02.0,K. Walker misses 2-pt shot from 20 ft,,53-59,,
0:01.0,,,53-59,,Defensive rebound by J. Crowder
0:00.0,,,53-59,,Boston full timeout
0:00.0,,,53-59,,K. Olynyk enters the game for J. Crowder
0:00.0,,,53-59,,J. Brown enters the game for A. Johnson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,M. Williams misses 2-pt shot from 6 ft,,53-59,,
11:39.0,,,53-59,,Defensive rebound by A. Johnson
11:13.0,,,53-61,2,J. Crowder makes 2-pt shot from 20 ft (assist by A. Bradley)
10:53.0,N. Batum misses 3-pt shot from 27 ft,,53-61,,
10:52.0,,,53-61,,Defensive rebound by I. Thomas
10:42.0,,,53-61,,Turnover by I. Thomas (lost ball)
10:22.0,M. Williams misses 2-pt shot from 21 ft,,53-61,,
10:21.0,Offensive rebound by M. Kidd-Gilchrist,,53-61,,
10:18.0,Shooting foul by A. Bradley (drawn by M. Williams),,53-61,,
10:18.0,M. Williams makes free throw 1 of 2,1,54-61,,
10:18.0,M. Williams makes free throw 2 of 2,1,55-61,,
10:08.0,,,55-61,,J. Crowder misses 3-pt shot from 26 ft
10:07.0,,,55-61,,Offensive rebound by A. Horford
10:03.0,,,55-61,,I. Thomas misses 3-pt shot from 25 ft
10:02.0,,,55-61,,Offensive rebound by Team
9:47.0,,,55-61,,A. Johnson misses 3-pt shot from 26 ft
9:46.0,Defensive rebound by M. Kidd-Gilchrist,,55-61,,
9:35.0,Shooting foul by A. Johnson (drawn by C. Zeller),,55-61,,
9:35.0,C. Zeller misses free throw 1 of 2,,55-61,,
9:35.0,Offensive rebound by Team,,55-61,,
9:35.0,C. Zeller makes free throw 2 of 2,1,56-61,,
9:14.0,,,56-61,,Turnover by A. Horford (3 sec)
9:04.0,,,56-61,,K. Olynyk enters the game for A. Johnson
8:56.0,M. Kidd-Gilchrist misses 2-pt shot from 20 ft,,56-61,,
8:55.0,,,56-61,,Defensive rebound by A. Horford
8:47.0,,,56-63,2,I. Thomas makes 2-pt shot from 18 ft (assist by A. Horford)
8:35.0,M. Williams makes 3-pt shot from 25 ft (assist by K. Walker),3,59-63,,
8:17.0,,,59-63,,A. Bradley misses 3-pt shot from 26 ft
8:16.0,Defensive rebound by M. Kidd-Gilchrist,,59-63,,
8:09.0,C. Zeller makes 2-pt shot at rim,2,61-63,,
7:51.0,Personal foul by M. Williams,,61-63,,
7:44.0,,,61-63,,Turnover by A. Horford (lost ball)
7:31.0,K. Walker misses 3-pt shot from 27 ft,,61-63,,
7:30.0,,,61-63,,Defensive rebound by Team
7:18.0,,,61-63,,Shooting foul by K. Walker (drawn by A. Horford)
7:18.0,,,61-64,1,A. Horford makes free throw 1 of 2
7:18.0,,,61-65,1,A. Horford makes free throw 2 of 2
6:52.0,M. Williams makes 2-pt shot from 1 ft (assist by N. Batum),2,63-65,,
6:41.0,,,63-68,3,I. Thomas makes 3-pt shot from 23 ft (assist by J. Crowder)
6:17.0,K. Walker misses 2-pt shot from 2 ft,,63-68,,
6:15.0,Offensive rebound by K. Walker,,63-68,,
6:14.0,N. Batum misses 3-pt shot from 27 ft,,63-68,,
6:13.0,,,63-68,,Defensive rebound by J. Crowder
5:55.0,,,63-68,,I. Thomas misses 3-pt shot from 27 ft
5:55.0,,,63-68,,Offensive rebound by I. Thomas
5:43.0,,,63-70,2,K. Olynyk makes 2-pt shot from 1 ft (assist by A. Horford)
5:43.0,Charlotte full timeout,,63-70,,
5:43.0,M. Belinelli enters the game for N. Batum,,63-70,,
5:27.0,C. Zeller makes 2-pt shot from 2 ft (assist by M. Belinelli),2,65-70,,
5:04.0,,,65-73,3,J. Crowder makes 3-pt shot from 26 ft (assist by A. Horford)
4:46.0,K. Walker misses 2-pt shot from 4 ft,,65-73,,
4:45.0,,,65-73,,Defensive rebound by I. Thomas
4:39.0,,,65-73,,A. Bradley misses 3-pt shot from 28 ft
4:38.0,Defensive rebound by M. Belinelli,,65-73,,
4:30.0,K. Walker makes 2-pt shot from 1 ft (assist by M. Belinelli),2,67-73,,
4:16.0,,,67-75,2,J. Crowder makes 2-pt shot at rim (assist by I. Thomas)
4:06.0,Charlotte full timeout,,67-75,,
4:06.0,F. Kaminsky enters the game for M. Williams,,67-75,,
4:06.0,,,67-75,,M. Smart enters the game for I. Thomas
3:53.0,F. Kaminsky misses 3-pt shot from 26 ft,,67-75,,
3:52.0,,,67-75,,Defensive rebound by A. Horford
3:26.0,,,67-75,,J. Crowder misses 3-pt shot from 26 ft
3:25.0,Defensive rebound by M. Kidd-Gilchrist,,67-75,,
3:21.0,Turnover by M. Kidd-Gilchrist (bad pass),,67-75,,
2:57.0,,,67-75,,A. Horford misses 2-pt shot from 16 ft
2:56.0,,,67-75,,Offensive rebound by M. Smart
2:52.0,,,67-75,,J. Crowder misses 3-pt shot from 24 ft
2:51.0,Defensive rebound by M. Kidd-Gilchrist,,67-75,,
2:40.0,M. Kidd-Gilchrist misses 2-pt shot from 3 ft,,67-75,,
2:39.0,Offensive rebound by C. Zeller,,67-75,,
2:39.0,C. Zeller misses 2-pt shot from 1 ft,,67-75,,
2:38.0,,,67-75,,Defensive rebound by M. Smart
2:25.0,,,67-77,2,A. Horford makes 2-pt shot from 6 ft (assist by K. Olynyk)
2:07.0,M. Belinelli misses 3-pt shot from 26 ft,,67-77,,
2:06.0,,,67-77,,Defensive rebound by K. Olynyk
1:45.0,,,67-79,2,A. Bradley makes 2-pt shot from 14 ft (assist by A. Horford)
1:26.0,M. Belinelli makes 2-pt shot from 21 ft (assist by C. Zeller),2,69-79,,
1:23.0,,,69-79,,Boston full timeout
1:23.0,R. Sessions enters the game for C. Zeller,,69-79,,
1:23.0,S. Hawes enters the game for K. Walker,,69-79,,
1:23.0,,,69-79,,J. Jerebko enters the game for A. Horford
1:23.0,,,69-79,,J. Brown enters the game for A. Bradley
1:08.0,,,69-79,,Turnover by M. Smart (lost ball; steal by S. Hawes)
0:51.0,M. Belinelli misses 3-pt shot from 26 ft,,69-79,,
0:51.0,,,69-79,,Defensive rebound by K. Olynyk
0:30.0,,,69-79,,Turnover by J. Jerebko (traveling)
0:17.0,F. Kaminsky makes 2-pt shot from 12 ft (assist by R. Sessions),2,71-79,,
0:06.0,Personal foul by R. Sessions,,71-79,,
0:04.0,,,71-79,,Shooting foul by M. Kidd-Gilchrist (drawn by K. Olynyk)
0:04.0,,,71-80,1,K. Olynyk makes free throw 1 of 2
0:04.0,,,71-80,,K. Olynyk misses free throw 2 of 2
0:04.0,Defensive rebound by M. Kidd-Gilchrist,,71-80,,
0:00.0,M. Kidd-Gilchrist misses 3-pt shot from 39 ft,,71-80,,
0:00.0,Offensive rebound by Team,,71-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,71-83,3,K. Olynyk makes 3-pt shot from 24 ft (assist by M. Smart)
11:17.0,F. Kaminsky makes 2-pt shot from 5 ft (assist by R. Sessions),2,73-83,,
11:02.0,,,73-85,2,I. Thomas makes 2-pt shot from 23 ft
10:47.0,S. Hawes makes 2-pt shot at rim (assist by N. Batum),2,75-85,,
10:29.0,,,75-88,3,I. Thomas makes 3-pt shot from 26 ft (assist by J. Jerebko)
10:29.0,Charlotte full timeout,,75-88,,
10:16.0,N. Batum misses 2-pt shot from 12 ft,,75-88,,
10:15.0,Offensive rebound by Team,,75-88,,
10:15.0,,,75-88,,Loose ball foul by J. Brown
10:07.0,M. Belinelli misses 3-pt shot from 25 ft,,75-88,,
10:06.0,,,75-88,,Defensive rebound by K. Olynyk
9:47.0,,,75-88,,M. Smart misses 2-pt shot from 11 ft
9:46.0,Defensive rebound by R. Sessions,,75-88,,
9:42.0,,,75-88,,Personal foul by J. Brown
9:35.0,M. Belinelli makes 2-pt shot from 2 ft (assist by N. Batum),2,77-88,,
9:18.0,,,77-88,,Turnover by I. Thomas (lost ball; steal by R. Sessions)
9:10.0,R. Sessions makes 2-pt shot from 1 ft,2,79-88,,
9:10.0,Shooting foul by K. Olynyk (drawn by R. Sessions),,79-88,,
9:10.0,,,79-88,,A. Johnson enters the game for K. Olynyk
9:10.0,R. Sessions misses free throw 1 of 1,,79-88,,
9:10.0,,,79-88,,Defensive rebound by J. Jerebko
9:01.0,Personal foul by R. Sessions,,79-88,,
9:01.0,K. Walker enters the game for M. Belinelli,,79-88,,
8:55.0,,,79-88,,I. Thomas misses 3-pt shot from 26 ft
8:54.0,Defensive rebound by S. Hawes,,79-88,,
8:37.0,F. Kaminsky misses 2-pt shot from 4 ft (block by M. Smart),,79-88,,
8:36.0,Offensive rebound by N. Batum,,79-88,,
8:35.0,S. Hawes makes 2-pt shot from 2 ft (assist by N. Batum),2,81-88,,
8:17.0,,,81-88,,M. Smart misses 2-pt shot from 2 ft
8:16.0,Defensive rebound by K. Walker,,81-88,,
8:07.0,K. Walker makes 2-pt shot from 2 ft,2,83-88,,
7:54.0,,,83-90,2,I. Thomas makes 2-pt shot from 14 ft
7:39.0,K. Walker misses 3-pt shot from 25 ft,,83-90,,
7:38.0,,,83-90,,Defensive rebound by M. Smart
7:32.0,,,83-93,3,I. Thomas makes 3-pt shot from 26 ft (assist by J. Jerebko)
7:17.0,Shooting foul by A. Johnson (drawn by K. Walker),,83-93,,
7:17.0,K. Walker makes free throw 1 of 2,1,84-93,,
7:17.0,K. Walker makes free throw 2 of 2,1,85-93,,
7:00.0,,,85-96,3,I. Thomas makes 3-pt shot from 25 ft (assist by J. Brown)
6:38.0,K. Walker misses 2-pt shot from 18 ft,,85-96,,
6:37.0,,,85-96,,Defensive rebound by I. Thomas
6:27.0,,,85-96,,I. Thomas misses 3-pt shot from 27 ft
6:25.0,Defensive rebound by N. Batum,,85-96,,
6:18.0,R. Sessions makes 2-pt shot from 3 ft (assist by F. Kaminsky),2,87-96,,
6:16.0,,,87-96,,Boston full timeout
6:16.0,,,87-96,,A. Bradley enters the game for I. Thomas
6:16.0,,,87-96,,A. Horford enters the game for J. Jerebko
6:16.0,M. Williams enters the game for F. Kaminsky,,87-96,,
6:16.0,C. Zeller enters the game for S. Hawes,,87-96,,
6:16.0,M. Kidd-Gilchrist enters the game for R. Sessions,,87-96,,
5:54.0,,,87-96,,M. Smart misses 2-pt shot from 2 ft
5:53.0,Defensive rebound by C. Zeller,,87-96,,
5:34.0,M. Williams makes 2-pt shot from 13 ft (assist by N. Batum),2,89-96,,
5:12.0,,,89-96,,Turnover by M. Smart (lost ball; steal by K. Walker)
5:08.0,M. Kidd-Gilchrist misses 2-pt shot from 1 ft,,89-96,,
5:06.0,Offensive rebound by K. Walker,,89-96,,
4:55.0,N. Batum misses 2-pt shot from 7 ft,,89-96,,
4:54.0,,,89-96,,Defensive rebound by A. Johnson
4:48.0,,,89-96,,J. Brown misses 2-pt shot from 3 ft (block by N. Batum)
4:46.0,Defensive rebound by N. Batum,,89-96,,
4:40.0,Turnover by K. Walker (lost ball; steal by M. Smart),,89-96,,
4:37.0,,,89-98,2,J. Brown makes 2-pt shot from 1 ft (assist by M. Smart)
4:16.0,K. Walker misses 2-pt shot from 20 ft,,89-98,,
4:16.0,,,89-98,,Defensive rebound by M. Smart
4:03.0,,,89-98,,A. Horford misses 3-pt shot from 26 ft
4:02.0,Defensive rebound by M. Kidd-Gilchrist,,89-98,,
3:53.0,N. Batum makes 2-pt shot from 13 ft (assist by M. Kidd-Gilchrist),2,91-98,,
3:35.0,,,91-100,2,A. Horford makes 2-pt shot from 2 ft
3:13.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by N. Batum),2,93-100,,
3:00.0,Personal foul by M. Kidd-Gilchrist,,93-100,,
3:00.0,,,93-100,,I. Thomas enters the game for M. Smart
3:00.0,,,93-100,,J. Crowder enters the game for J. Brown
3:00.0,,,93-100,,K. Olynyk enters the game for A. Johnson
2:54.0,,,93-100,,A. Bradley misses 3-pt shot from 27 ft
2:53.0,Defensive rebound by C. Zeller,,93-100,,
2:45.0,N. Batum misses 2-pt shot from 3 ft,,93-100,,
2:44.0,Offensive rebound by C. Zeller,,93-100,,
2:43.0,C. Zeller makes 2-pt shot from 2 ft,2,95-100,,
2:43.0,Shooting foul by A. Horford (drawn by C. Zeller),,95-100,,
2:43.0,Official timeout,,95-100,,
2:43.0,C. Zeller makes free throw 1 of 1,1,96-100,,
2:20.0,,,96-102,2,I. Thomas makes 2-pt shot from 21 ft
1:57.0,Turnover by N. Batum (lost ball; steal by A. Bradley),,96-102,,
1:52.0,Personal foul by M. Williams,,96-102,,
1:47.0,,,96-102,,A. Horford misses 2-pt shot from 2 ft
1:46.0,Defensive rebound by M. Williams,,96-102,,
1:30.0,M. Williams misses 3-pt shot from 26 ft,,96-102,,
1:29.0,,,96-102,,Defensive rebound by J. Crowder
1:17.0,,,96-102,,I. Thomas misses 2-pt shot from 1 ft (block by C. Zeller)
1:16.0,Defensive rebound by N. Batum,,96-102,,
0:59.0,K. Walker misses 3-pt shot from 27 ft,,96-102,,
0:58.0,Offensive rebound by C. Zeller,,96-102,,
0:54.0,N. Batum misses 3-pt shot from 26 ft,,96-102,,
0:53.0,,,96-102,,Defensive rebound by K. Olynyk
0:33.0,,,96-104,2,I. Thomas makes 2-pt shot from 20 ft
0:33.0,Charlotte full timeout,,96-104,,
0:33.0,,,96-104,,M. Smart enters the game for I. Thomas
0:33.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,96-104,,
0:33.0,F. Kaminsky enters the game for M. Williams,,96-104,,
0:32.0,C. Zeller makes 2-pt shot at rim (assist by F. Kaminsky),2,98-104,,
0:29.0,,,98-104,,Boston full timeout
0:29.0,,,98-104,,I. Thomas enters the game for K. Olynyk
0:29.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,98-104,,
0:19.0,Personal take foul by K. Walker,,98-104,,
0:19.0,,,98-105,1,J. Crowder makes free throw 1 of 2
0:19.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,98-105,,
0:19.0,,,98-106,1,J. Crowder makes free throw 2 of 2
0:12.0,K. Walker misses 3-pt shot from 26 ft,,98-106,,
0:11.0,,,98-106,,Defensive rebound by A. Horford
0:10.0,Personal take foul by M. Belinelli,,98-106,,
0:10.0,,,98-107,1,A. Horford makes free throw 1 of 2
0:10.0,,,98-107,,J. Brown enters the game for I. Thomas
0:10.0,,,98-107,,J. Jerebko enters the game for A. Bradley
0:10.0,,,98-108,1,A. Horford makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
