time,LA Clippers,pts.away,score,pts.home,Houston
1:30.0,A. Anderson makes 2-pt shot from 19 ft (assist by J. Crawford),2,21-29,,
1:09.0,,,21-29,,T. Ariza misses 3-pt shot from 25 ft
1:08.0,,,21-29,,Offensive rebound by J. Harden
1:04.0,,,21-32,3,E. Gordon makes 3-pt shot from 29 ft (assist by J. Harden)
0:40.0,R. Felton makes 2-pt shot from 20 ft,2,23-32,,
0:32.0,,,23-32,,Shooting foul by A. Rivers (drawn by J. Harden)
0:32.0,,,23-33,1,J. Harden makes free throw 1 of 3
0:32.0,,,23-34,1,J. Harden makes free throw 2 of 3
0:32.0,,,23-35,1,J. Harden makes free throw 3 of 3
0:32.0,B. Bass enters the game for D. Jordan,,23-34,,
0:32.0,M. Speights enters the game for A. Rivers,,23-34,,
0:32.0,,,23-34,,C. Brewer enters the game for T. Ariza
0:09.0,R. Felton misses 2-pt shot from 3 ft,,23-35,,
0:08.0,,,23-35,,Defensive rebound by J. Harden
0:05.0,,,23-37,2,S. Dekker makes 2-pt shot at rim (assist by C. Brewer)
0:02.0,Turnover by B. Bass (bad pass; steal by J. Harden),,23-37,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,23-37,,M. Harrell misses 2-pt shot from 4 ft (block by M. Speights)
11:44.0,Defensive rebound by R. Felton,,23-37,,
11:32.0,M. Speights misses 3-pt shot from 25 ft,,23-37,,
11:31.0,,,23-37,,Defensive rebound by C. Brewer
11:20.0,,,23-39,2,P. Beverley makes 2-pt shot from 2 ft (assist by S. Dekker)
11:05.0,Turnover by R. Felton (bad pass; steal by P. Beverley),,23-39,,
11:00.0,,,23-39,,E. Gordon misses 3-pt shot from 27 ft
10:56.0,Defensive rebound by A. Anderson,,23-39,,
10:40.0,M. Speights makes 2-pt shot from 2 ft (assist by J. Crawford),2,25-39,,
10:32.0,J. Redick enters the game for A. Anderson,,25-39,,
10:22.0,,,25-39,,Shooting foul by R. Felton (drawn by C. Brewer)
10:22.0,,,25-40,1,C. Brewer makes free throw 1 of 2
10:22.0,,,25-41,1,C. Brewer makes free throw 2 of 2
10:03.0,Turnover by J. Crawford (bad pass; steal by C. Brewer),,25-41,,
9:52.0,,,25-41,,C. Brewer misses 3-pt shot from 23 ft
9:51.0,,,25-41,,Offensive rebound by M. Harrell
9:51.0,,,25-43,2,M. Harrell makes 2-pt shot from 2 ft
9:51.0,,,25-43,,Shooting foul by B. Bass (drawn by M. Harrell)
9:51.0,,,25-43,,M. Harrell misses free throw 1 of 1
9:51.0,A. Rivers enters the game for R. Felton,,25-43,,
9:47.0,,,25-43,,Offensive rebound by M. Harrell
9:43.0,,,25-45,2,C. Brewer makes 2-pt shot from 3 ft (assist by M. Harrell)
9:24.0,D. Jordan enters the game for M. Speights,,25-45,,
9:16.0,A. Rivers misses 3-pt shot from 26 ft,,25-45,,
9:13.0,,,25-45,,Defensive rebound by P. Beverley
9:08.0,,,25-45,,P. Beverley misses 2-pt shot from 4 ft
9:06.0,,,25-45,,Offensive rebound by S. Dekker
9:05.0,,,25-47,2,S. Dekker makes 2-pt shot from 3 ft
8:46.0,J. Crawford makes 3-pt shot from 26 ft (assist by A. Rivers),3,28-47,,
8:35.0,,,28-47,,Shooting foul by D. Jordan (drawn by E. Gordon)
8:35.0,Official timeout,,28-47,,
8:35.0,,,28-48,1,E. Gordon makes free throw 1 of 2
8:35.0,Violation by D. Jordan (lane),,28-48,,
8:35.0,,,28-49,1,E. Gordon makes free throw 2 of 2
8:35.0,W. Johnson enters the game for J. Crawford,,28-47,,
8:17.0,Turnover by J. Redick (bad pass; steal by C. Brewer),,28-49,,
8:12.0,,,28-51,2,S. Dekker makes 2-pt shot from 3 ft (assist by M. Harrell)
8:01.0,,,28-51,,Personal foul by C. Brewer (drawn by J. Redick)
7:52.0,W. Johnson makes 3-pt shot from 25 ft (assist by A. Rivers),3,31-51,,
7:30.0,,,31-53,2,M. Harrell makes 2-pt shot from 8 ft (assist by E. Gordon)
7:11.0,B. Bass misses 2-pt shot from 6 ft (block by E. Gordon),,31-53,,
7:09.0,Offensive rebound by D. Jordan,,31-53,,
7:07.0,D. Jordan makes 2-pt shot at rim,2,33-53,,
6:56.0,,,33-53,,Shooting foul by D. Jordan (drawn by C. Brewer)
6:56.0,Violation by Team (jump ball),,33-53,,
6:56.0,,,33-54,1,C. Brewer makes free throw 1 of 2
6:56.0,,,33-55,1,C. Brewer makes free throw 2 of 2
6:56.0,,,33-54,,R. Anderson enters the game for M. Harrell
6:56.0,,,33-54,,N. Hilario enters the game for S. Dekker
6:56.0,M. Speights enters the game for D. Jordan,,33-54,,
6:56.0,L. Mbah a Moute enters the game for B. Bass,,33-54,,
6:46.0,,,33-55,,Personal foul by P. Beverley (drawn by A. Rivers)
6:39.0,A. Rivers misses 2-pt shot from 2 ft,,33-55,,
6:38.0,Offensive rebound by M. Speights,,33-55,,
6:38.0,M. Speights makes 2-pt shot from 2 ft,2,35-55,,
6:38.0,Technical foul by A. Rivers,,35-55,,
6:38.0,,,35-56,1,E. Gordon makes technical free throw
6:38.0,R. Felton enters the game for A. Rivers,,35-56,,
6:23.0,,,35-59,3,R. Anderson makes 3-pt shot from 24 ft (assist by P. Beverley)
6:13.0,LA Clippers full timeout,,35-59,,
6:13.0,Technical foul by Team,,35-59,,
6:13.0,,,35-60,1,R. Anderson makes technical free throw
6:13.0,J. Crawford enters the game for W. Johnson,,35-59,,
6:13.0,,,35-59,,T. Ariza enters the game for E. Gordon
6:13.0,,,35-59,,J. Harden enters the game for C. Brewer
6:13.0,W. Johnson enters the game for J. Crawford,,35-59,,
6:09.0,,,35-60,,Personal foul by N. Hilario (drawn by M. Speights)
6:03.0,W. Johnson misses 3-pt shot from 26 ft,,35-60,,
6:02.0,,,35-60,,Defensive rebound by N. Hilario
5:37.0,,,35-60,,T. Ariza misses 3-pt shot from 26 ft
5:35.0,Defensive rebound by R. Felton,,35-60,,
5:29.0,R. Felton makes 2-pt shot from 20 ft,2,37-60,,
5:15.0,Personal foul by W. Johnson (drawn by N. Hilario),,37-60,,
5:15.0,,,37-60,,N. Hilario misses free throw 1 of 2
5:15.0,,,37-60,,Offensive rebound by Team
5:15.0,,,37-61,1,N. Hilario makes free throw 2 of 2
5:01.0,M. Speights makes 3-pt shot from 26 ft (assist by R. Felton),3,40-61,,
4:51.0,,,40-61,,Turnover by J. Harden (bad pass; steal by R. Felton)
4:44.0,J. Redick makes 2-pt shot from 3 ft,2,42-61,,
4:33.0,,,42-61,,R. Anderson misses 3-pt shot from 26 ft
4:31.0,Defensive rebound by M. Speights,,42-61,,
4:19.0,W. Johnson misses 3-pt shot from 23 ft,,42-61,,
4:18.0,,,42-61,,Defensive rebound by R. Anderson
4:12.0,,,42-61,,J. Harden misses 2-pt shot from 3 ft
4:08.0,Defensive rebound by R. Felton,,42-61,,
3:58.0,R. Felton misses 2-pt shot from 3 ft,,42-61,,
3:56.0,Offensive rebound by W. Johnson,,42-61,,
3:55.0,W. Johnson makes 2-pt shot at rim,2,44-61,,
3:47.0,,,44-61,,Shooting foul by J. Redick (drawn by N. Hilario)
3:47.0,,,44-62,1,N. Hilario makes free throw 1 of 2
3:47.0,,,44-62,,N. Hilario misses free throw 2 of 2
3:45.0,Defensive rebound by M. Speights,,44-62,,
3:35.0,M. Speights makes 3-pt shot from 26 ft (assist by R. Felton),3,47-62,,
3:15.0,,,47-62,,Turnover by J. Harden (bad pass; steal by W. Johnson)
3:12.0,Turnover by W. Johnson (lost ball; steal by T. Ariza),,47-62,,
3:09.0,,,47-62,,Turnover by T. Ariza (bad pass)
2:52.0,R. Felton makes 2-pt shot from 21 ft,2,49-62,,
2:37.0,,,49-64,2,J. Harden makes 2-pt shot from 15 ft
2:18.0,W. Johnson makes 3-pt shot from 26 ft (assist by R. Felton),3,52-64,,
2:17.0,,,52-64,,Houston full timeout
2:17.0,,,52-64,,E. Gordon enters the game for N. Hilario
2:17.0,,,52-64,,M. Harrell enters the game for P. Beverley
2:06.0,,,52-67,3,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden)
1:46.0,M. Speights makes 2-pt shot from 6 ft (assist by R. Felton),2,54-67,,
1:46.0,Shooting foul by M. Harrell (drawn by M. Speights),,54-67,,
1:46.0,M. Speights makes free throw 1 of 1,1,55-67,,
1:31.0,,,55-69,2,M. Harrell makes 2-pt shot from 4 ft (assist by T. Ariza)
1:22.0,Turnover by M. Speights (bad pass),,55-69,,
1:22.0,Loose ball foul by M. Speights (drawn by T. Ariza),,55-69,,
1:22.0,,,55-70,1,T. Ariza makes free throw 1 of 2
1:22.0,,,55-70,,T. Ariza misses free throw 2 of 2
1:22.0,J. Crawford enters the game for J. Redick,,55-69,,
1:18.0,Defensive rebound by M. Speights,,55-70,,
1:05.0,R. Felton misses 2-pt shot from 5 ft (block by M. Harrell),,55-70,,
1:03.0,,,55-70,,Defensive rebound by J. Harden
1:00.0,,,55-72,2,M. Harrell makes 2-pt shot from 2 ft (assist by J. Harden)
0:42.0,J. Crawford misses 3-pt shot from 27 ft,,55-72,,
0:40.0,,,55-72,,Defensive rebound by E. Gordon
0:33.0,,,55-72,,R. Anderson misses 3-pt shot from 28 ft
0:32.0,Defensive rebound by W. Johnson,,55-72,,
0:11.0,Shooting foul by J. Harden (drawn by W. Johnson),,55-72,,
0:11.0,W. Johnson misses free throw 1 of 3,,55-72,,
0:11.0,Offensive rebound by Team,,55-72,,
0:11.0,W. Johnson makes free throw 2 of 3,1,56-72,,
0:11.0,W. Johnson makes free throw 3 of 3,1,57-72,,
0:11.0,B. Bass enters the game for J. Crawford,,56-72,,
0:11.0,A. Anderson enters the game for M. Speights,,56-72,,
0:04.0,,,57-74,2,J. Harden makes 2-pt shot from 3 ft
0:00.0,R. Felton misses 3-pt shot from 54 ft,,57-74,,
0:00.0,Offensive rebound by Team,,57-74,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,57-74,,Turnover by N. Hilario (bad pass; steal by W. Johnson)
11:35.0,J. Redick misses 2-pt shot from 23 ft,,57-74,,
11:35.0,Offensive rebound by R. Felton,,57-74,,
11:35.0,R. Felton misses 2-pt shot from 1 ft (block by J. Harden),,57-74,,
11:33.0,,,57-74,,Defensive rebound by N. Hilario
11:16.0,,,57-74,,R. Anderson misses 3-pt shot from 26 ft
11:14.0,Defensive rebound by D. Jordan,,57-74,,
10:57.0,J. Redick misses 3-pt shot from 27 ft,,57-74,,
10:55.0,Offensive rebound by J. Redick,,57-74,,
10:48.0,L. Mbah a Moute misses 2-pt shot from 2 ft,,57-74,,
10:47.0,Offensive rebound by L. Mbah a Moute,,57-74,,
10:47.0,L. Mbah a Moute makes 2-pt shot from 2 ft,2,59-74,,
10:40.0,,,59-76,2,P. Beverley makes 2-pt shot from 2 ft (assist by T. Ariza)
10:40.0,,,59-76,,Shooting foul by J. Redick (drawn by P. Beverley)
10:40.0,,,59-77,1,P. Beverley makes free throw 1 of 1
10:25.0,W. Johnson misses 3-pt shot from 27 ft,,59-77,,
10:24.0,,,59-77,,Defensive rebound by J. Harden
10:13.0,,,59-77,,Shooting foul by W. Johnson (drawn by N. Hilario)
10:13.0,,,59-78,1,N. Hilario makes free throw 1 of 2
10:13.0,,,59-79,1,N. Hilario makes free throw 2 of 2
9:59.0,J. Redick misses 3-pt shot from 25 ft,,59-79,,
9:57.0,,,59-79,,Defensive rebound by P. Beverley
9:52.0,,,59-79,,T. Ariza misses 3-pt shot from 23 ft
9:49.0,Defensive rebound by D. Jordan,,59-79,,
9:45.0,J. Redick makes 3-pt shot from 26 ft (assist by R. Felton),3,62-79,,
9:29.0,,,62-79,,R. Anderson misses 3-pt shot from 26 ft
9:28.0,Defensive rebound by D. Jordan,,62-79,,
9:15.0,D. Jordan makes 2-pt shot from 4 ft (assist by R. Felton),2,64-79,,
9:03.0,,,64-82,3,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden)
8:50.0,R. Felton makes 2-pt shot from 3 ft,2,66-82,,
8:33.0,,,66-82,,J. Harden misses 3-pt shot from 25 ft
8:32.0,Defensive rebound by Team,,66-82,,
8:25.0,R. Felton makes 2-pt shot from 1 ft,2,68-82,,
8:09.0,,,68-82,,Shooting foul by W. Johnson (drawn by N. Hilario)
8:09.0,,,68-82,,N. Hilario misses free throw 1 of 2
8:09.0,,,68-82,,Offensive rebound by Team
8:09.0,,,68-83,1,N. Hilario makes free throw 2 of 2
7:55.0,J. Redick misses 2-pt shot from 21 ft,,68-83,,
7:54.0,,,68-83,,Defensive rebound by T. Ariza
7:42.0,,,68-86,3,T. Ariza makes 3-pt shot from 26 ft (assist by P. Beverley)
7:34.0,D. Jordan makes 2-pt shot at rim,2,70-86,,
7:34.0,Shooting foul by R. Anderson (drawn by D. Jordan),,70-86,,
7:34.0,D. Jordan makes free throw 1 of 1,1,71-86,,
7:34.0,,,70-86,,M. Harrell enters the game for N. Hilario
7:34.0,A. Anderson enters the game for W. Johnson,,70-86,,
7:21.0,,,71-86,,Shooting foul by J. Redick (drawn by M. Harrell)
7:21.0,,,71-87,1,M. Harrell makes free throw 1 of 2
7:21.0,,,71-88,1,M. Harrell makes free throw 2 of 2
7:04.0,R. Felton makes 3-pt shot from 26 ft,3,74-88,,
6:45.0,,,74-90,2,M. Harrell makes 2-pt shot from 18 ft (assist by T. Ariza)
6:25.0,A. Anderson makes 2-pt shot from 5 ft (assist by R. Felton),2,76-90,,
6:12.0,,,76-90,,R. Anderson misses 2-pt shot from 20 ft
6:10.0,Defensive rebound by D. Jordan,,76-90,,
6:01.0,R. Felton makes 3-pt shot from 25 ft,3,79-90,,
6:01.0,,,79-90,,Houston full timeout
6:01.0,J. Crawford enters the game for J. Redick,,79-90,,
5:53.0,Violation by D. Jordan (kicked ball),,79-90,,
5:53.0,,,79-90,,E. Gordon enters the game for P. Beverley
5:45.0,,,79-92,2,J. Harden makes 2-pt shot from 8 ft
5:29.0,R. Felton makes 3-pt shot from 25 ft,3,82-92,,
5:20.0,,,82-92,,Turnover by E. Gordon (lost ball)
5:07.0,Turnover by R. Felton (bad pass; steal by J. Harden),,82-92,,
4:59.0,,,82-92,,Shooting foul by L. Mbah a Moute (drawn by J. Harden)
4:59.0,,,82-93,1,J. Harden makes free throw 1 of 2
4:59.0,,,82-94,1,J. Harden makes free throw 2 of 2
4:59.0,M. Speights enters the game for L. Mbah a Moute,,82-93,,
4:47.0,Turnover by J. Crawford (bad pass),,82-94,,
4:35.0,,,82-94,,R. Anderson misses 3-pt shot from 26 ft
4:34.0,Defensive rebound by D. Jordan,,82-94,,
4:31.0,,,82-94,,Personal foul by R. Anderson (drawn by M. Speights)
4:23.0,J. Crawford misses 2-pt shot from 19 ft,,82-94,,
4:21.0,,,82-94,,Defensive rebound by J. Harden
4:12.0,,,82-97,3,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden)
4:11.0,LA Clippers full timeout,,82-97,,
4:11.0,,,82-97,,S. Dekker enters the game for R. Anderson
4:02.0,D. Jordan makes 2-pt shot at rim (assist by A. Anderson),2,84-97,,
3:49.0,,,84-97,,Shooting foul by J. Crawford (drawn by M. Harrell)
3:49.0,,,84-98,1,M. Harrell makes free throw 1 of 2
3:49.0,,,84-99,1,M. Harrell makes free throw 2 of 2
3:39.0,Turnover by R. Felton (bad pass; steal by J. Harden),,84-99,,
3:34.0,,,84-99,,M. Harrell misses 2-pt shot from 2 ft
3:28.0,Defensive rebound by M. Speights,,84-99,,
3:26.0,R. Felton makes 2-pt shot from 3 ft,2,86-99,,
3:12.0,,,86-99,,S. Dekker misses 3-pt shot from 25 ft
3:10.0,Defensive rebound by D. Jordan,,86-99,,
3:01.0,D. Jordan makes 2-pt shot from 4 ft (assist by A. Anderson),2,88-99,,
3:01.0,Shooting foul by M. Harrell (drawn by D. Jordan),,88-99,,
3:01.0,D. Jordan makes free throw 1 of 1,1,89-99,,
2:48.0,,,89-99,,M. Harrell misses 2-pt shot from 3 ft (block by D. Jordan)
2:48.0,Defensive rebound by Team,,89-99,,
2:25.0,M. Speights misses 2-pt shot from 19 ft,,89-99,,
2:24.0,Offensive rebound by D. Jordan,,89-99,,
2:21.0,D. Jordan makes 2-pt shot from 2 ft,2,91-99,,
2:08.0,,,91-101,2,J. Harden makes 2-pt shot from 2 ft
2:08.0,,,91-101,,Shooting foul by M. Speights (drawn by J. Harden)
2:08.0,,,91-102,1,J. Harden makes free throw 1 of 1
1:48.0,D. Jordan makes 2-pt shot at rim (assist by A. Anderson),2,93-102,,
1:32.0,,,93-102,,J. Harden misses 3-pt shot from 24 ft
1:31.0,Defensive rebound by M. Speights,,93-102,,
1:23.0,R. Felton makes 3-pt shot from 26 ft,3,96-102,,
1:10.0,Personal foul by A. Anderson (drawn by E. Gordon),,96-102,,
1:10.0,,,96-103,1,E. Gordon makes free throw 1 of 2
1:10.0,,,96-104,1,E. Gordon makes free throw 2 of 2
0:58.0,A. Anderson makes 2-pt shot from 2 ft (assist by R. Felton),2,98-104,,
0:48.0,,,98-104,,Shooting foul by M. Speights (drawn by M. Harrell)
0:48.0,,,98-105,1,M. Harrell makes free throw 1 of 2
0:48.0,,,98-106,1,M. Harrell makes free throw 2 of 2
0:36.0,Turnover by R. Felton (bad pass; steal by J. Harden),,98-106,,
0:31.0,,,98-108,2,J. Harden makes 2-pt shot from 3 ft (assist by E. Gordon)
0:07.0,R. Felton misses 3-pt shot from 28 ft,,98-108,,
0:07.0,,,98-108,,Defensive rebound by Team
0:01.0,,,98-108,,M. Harrell misses 2-pt shot at rim (block by M. Speights)
0:00.0,,,98-108,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,A. Anderson makes 2-pt shot from 20 ft (assist by J. Redick),2,100-108,,
11:30.0,,,100-108,,S. Dekker misses 3-pt shot from 26 ft
11:28.0,Defensive rebound by A. Anderson,,100-108,,
11:20.0,Shooting foul by C. Brewer (drawn by A. Anderson),,100-108,,
11:20.0,A. Anderson makes free throw 1 of 2,1,101-108,,
11:20.0,A. Anderson makes free throw 2 of 2,1,102-108,,
11:08.0,,,102-110,2,M. Harrell makes 2-pt shot from 2 ft
10:59.0,,,102-110,,Personal foul by P. Beverley (drawn by J. Crawford)
10:49.0,J. Crawford makes 2-pt shot from 19 ft,2,104-110,,
10:35.0,,,104-113,3,E. Gordon makes 3-pt shot from 26 ft (assist by M. Harrell)
10:15.0,M. Speights misses 2-pt shot from 6 ft,,104-113,,
10:13.0,,,104-113,,Defensive rebound by C. Brewer
10:04.0,,,104-113,,S. Dekker misses 3-pt shot from 25 ft
10:02.0,,,104-113,,Offensive rebound by P. Beverley
9:45.0,,,104-115,2,C. Brewer makes 2-pt shot from 18 ft
9:31.0,,,104-115,,Personal foul by C. Brewer (drawn by D. Jordan)
9:31.0,,,104-115,,T. Ariza enters the game for S. Dekker
9:24.0,A. Anderson misses 3-pt shot from 25 ft,,104-115,,
9:22.0,,,104-115,,Defensive rebound by T. Ariza
9:10.0,,,104-115,,P. Beverley misses 3-pt shot from 27 ft
9:09.0,Defensive rebound by D. Jordan,,104-115,,
8:56.0,A. Anderson misses 2-pt shot from 18 ft,,104-115,,
8:55.0,Offensive rebound by D. Jordan,,104-115,,
8:53.0,D. Jordan misses 2-pt shot from 1 ft,,104-115,,
8:52.0,,,104-115,,Defensive rebound by E. Gordon
8:50.0,,,104-117,2,M. Harrell makes 2-pt shot at rim (assist by E. Gordon)
8:50.0,,,104-117,,Shooting foul by A. Anderson (drawn by M. Harrell)
8:50.0,Official timeout,,104-117,,
8:50.0,,,104-118,1,M. Harrell makes free throw 1 of 1
8:50.0,L. Mbah a Moute enters the game for J. Redick,,104-117,,
8:50.0,R. Felton enters the game for M. Speights,,104-117,,
8:37.0,Turnover by R. Felton (bad pass; steal by C. Brewer),,104-118,,
8:33.0,,,104-118,,Shooting foul by J. Crawford (drawn by M. Harrell)
8:33.0,,,104-119,1,M. Harrell makes free throw 1 of 2
8:33.0,,,104-119,,M. Harrell misses free throw 2 of 2
8:31.0,Defensive rebound by R. Felton,,104-119,,
8:18.0,A. Anderson misses 2-pt shot from 3 ft,,104-119,,
8:15.0,,,104-119,,Defensive rebound by P. Beverley
8:08.0,,,104-119,,C. Brewer misses 3-pt shot from 23 ft
8:07.0,Defensive rebound by D. Jordan,,104-119,,
7:57.0,J. Crawford misses 2-pt shot from 18 ft,,104-119,,
7:55.0,,,104-119,,Defensive rebound by E. Gordon
7:49.0,,,104-121,2,E. Gordon makes 2-pt shot from 4 ft
7:49.0,LA Clippers full timeout,,104-121,,
7:49.0,B. Bass enters the game for D. Jordan,,104-121,,
7:25.0,J. Crawford misses 3-pt shot from 29 ft,,104-121,,
7:24.0,,,104-121,,Defensive rebound by E. Gordon
7:16.0,,,104-121,,E. Gordon misses 2-pt shot from 4 ft
