time,Denver,pts.away,score,pts.home,San Antonio
2:00.0,,,16-22,,Defensive rebound by L. Aldridge
1:48.0,Loose ball foul by J. Nelson (drawn by D. Dedmon),,16-22,,
1:44.0,,,16-22,,Shooting foul by J. Nelson
1:44.0,,,16-22,,P. Mills misses free throw 1 of 2
1:44.0,,,16-22,,Offensive rebound by Team
1:44.0,,,16-22,,P. Mills misses free throw 2 of 2
1:43.0,Defensive rebound by J. Murray,,16-22,,
1:35.0,J. Nelson makes 2-pt shot from 17 ft,2,18-22,,
1:20.0,,,18-24,2,L. Aldridge makes 2-pt shot from 20 ft (assist by P. Mills)
1:01.0,J. Nurkic makes 2-pt shot at rim (assist by J. Murray),2,20-24,,
0:50.0,,,20-24,,L. Aldridge misses 2-pt shot from 20 ft
0:49.0,Defensive rebound by W. Barton,,20-24,,
0:44.0,J. Nelson makes 3-pt shot from 25 ft (assist by W. Barton),3,23-24,,
0:29.0,,,23-24,,Shooting foul by J. Nurkic (drawn by L. Aldridge)
0:29.0,,,23-25,1,L. Aldridge makes free throw 1 of 2
0:29.0,,,23-26,1,L. Aldridge makes free throw 2 of 2
0:29.0,K. Faried enters the game for N. Jokic,,23-25,,
0:08.0,J. Nelson misses 2-pt shot from 16 ft,,23-26,,
0:07.0,,,23-26,,Defensive rebound by D. Dedmon
0:02.0,,,23-28,2,J. Simmons makes 2-pt shot at rim (assist by D. Green)
0:01.0,J. Murray misses 3-pt shot from 53 ft,,23-28,,
0:00.0,Offensive rebound by Team,,23-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,23-28,,D. Green misses 2-pt shot from 17 ft
11:35.0,Defensive rebound by K. Faried,,23-28,,
11:19.0,J. Murray makes 3-pt shot from 25 ft (assist by J. Nelson),3,26-28,,
11:08.0,,,26-30,2,J. Simmons makes 2-pt shot from 14 ft
10:54.0,J. Nurkic misses 2-pt shot from 4 ft,,26-30,,
10:52.0,,,26-30,,Defensive rebound by D. Green
10:36.0,,,26-30,,L. Aldridge misses 2-pt shot from 20 ft
10:35.0,Defensive rebound by K. Faried,,26-30,,
10:27.0,J. Murray makes 2-pt shot from 3 ft (assist by K. Faried),2,28-30,,
10:18.0,Personal foul by J. Hernangomez,,28-30,,
10:06.0,,,28-30,,J. Simmons misses 3-pt shot from 24 ft
10:05.0,Defensive rebound by K. Faried,,28-30,,
9:53.0,Shooting foul by D. Green (drawn by J. Murray),,28-30,,
9:53.0,J. Murray makes free throw 1 of 3,1,29-30,,
9:53.0,J. Murray makes free throw 2 of 3,1,30-30,,
9:53.0,J. Murray makes free throw 3 of 3,1,31-30,,
9:44.0,,,31-30,,Turnover by P. Mills (bad pass)
9:26.0,Turnover by J. Nurkic (lost ball; steal by D. Dedmon),,31-30,,
9:13.0,,,31-30,,J. Simmons misses 2-pt shot from 17 ft
9:12.0,Defensive rebound by Team,,31-30,,
9:12.0,,,31-30,,Loose ball foul by D. Dedmon
8:58.0,J. Nurkic misses 2-pt shot from 7 ft,,31-30,,
8:57.0,Offensive rebound by K. Faried,,31-30,,
8:57.0,Shooting foul by L. Aldridge (drawn by K. Faried),,31-30,,
8:57.0,Official timeout,,31-30,,
8:57.0,K. Faried makes free throw 1 of 2,1,32-30,,
8:57.0,K. Faried misses free throw 2 of 2,,32-30,,
8:57.0,,,31-30,,D. Murray enters the game for D. Green
8:57.0,,,31-30,,M. Ginobili enters the game for D. Dedmon
8:57.0,,,31-30,,K. Leonard enters the game for J. Simmons
8:57.0,,,31-30,,D. Lee enters the game for P. Mills
8:56.0,,,32-30,,Defensive rebound by D. Lee
8:33.0,,,32-30,,M. Ginobili misses 3-pt shot from 25 ft
8:30.0,Defensive rebound by K. Faried,,32-30,,
8:22.0,J. Nelson misses 2-pt shot from 2 ft,,32-30,,
8:20.0,,,32-30,,Defensive rebound by M. Ginobili
8:13.0,,,32-32,2,M. Ginobili makes 2-pt shot from 2 ft
7:55.0,J. Murray misses 3-pt shot from 25 ft,,32-32,,
7:53.0,,,32-32,,Defensive rebound by M. Ginobili
7:45.0,,,32-35,3,M. Ginobili makes 3-pt shot from 26 ft (assist by L. Aldridge)
7:25.0,J. Murray misses 2-pt shot from 11 ft,,32-35,,
7:24.0,Offensive rebound by Team,,32-35,,
7:24.0,N. Jokic enters the game for J. Nurkic,,32-35,,
7:24.0,,,32-35,,D. Dedmon enters the game for L. Aldridge
7:10.0,K. Faried makes 2-pt shot from 2 ft (assist by J. Nelson),2,34-35,,
6:57.0,,,34-35,,Shooting foul by J. Hernangomez (drawn by K. Leonard)
6:57.0,,,34-36,1,K. Leonard makes free throw 1 of 2
6:57.0,,,34-37,1,K. Leonard makes free throw 2 of 2
6:36.0,J. Murray makes 3-pt shot from 24 ft (assist by J. Nelson),3,37-37,,
6:21.0,,,37-37,,D. Dedmon misses 2-pt shot from 1 ft
6:20.0,Defensive rebound by K. Faried,,37-37,,
6:15.0,J. Murray misses 3-pt shot from 27 ft,,37-37,,
6:12.0,,,37-37,,Defensive rebound by M. Ginobili
6:07.0,,,37-39,2,K. Leonard makes 2-pt shot from 16 ft (assist by M. Ginobili)
5:48.0,J. Murray misses 3-pt shot from 26 ft,,37-39,,
5:46.0,,,37-39,,Defensive rebound by D. Lee
5:41.0,,,37-41,2,D. Dedmon makes 2-pt shot at rim (assist by M. Ginobili)
5:41.0,Denver full timeout,,37-41,,
5:41.0,E. Mudiay enters the game for J. Nelson,,37-41,,
5:41.0,W. Barton enters the game for J. Murray,,37-41,,
5:22.0,Shooting foul by D. Dedmon (drawn by N. Jokic),,37-41,,
5:22.0,N. Jokic makes free throw 1 of 2,1,38-41,,
5:22.0,N. Jokic makes free throw 2 of 2,1,39-41,,
5:02.0,,,39-41,,M. Ginobili misses 3-pt shot from 25 ft
5:01.0,Defensive rebound by N. Jokic,,39-41,,
4:51.0,J. Hernangomez misses 2-pt shot from 6 ft,,39-41,,
4:50.0,Offensive rebound by Team,,39-41,,
4:47.0,Offensive foul by N. Jokic,,39-41,,
4:47.0,Turnover by N. Jokic (offensive foul),,39-41,,
4:28.0,,,39-43,2,D. Dedmon makes 2-pt shot from 4 ft (assist by K. Leonard)
4:10.0,N. Jokic makes 2-pt shot from 5 ft (assist by W. Barton),2,41-43,,
3:52.0,,,41-45,2,K. Leonard makes 2-pt shot from 9 ft
3:40.0,K. Faried misses 2-pt shot from 6 ft,,41-45,,
3:38.0,,,41-45,,Defensive rebound by D. Dedmon
3:30.0,,,41-47,2,M. Ginobili makes 2-pt shot from 2 ft
3:18.0,Shooting foul by K. Leonard (drawn by N. Jokic),,41-47,,
3:18.0,N. Jokic makes free throw 1 of 2,1,42-47,,
3:18.0,N. Jokic makes free throw 2 of 2,1,43-47,,
3:18.0,,,42-47,,J. Simmons enters the game for M. Ginobili
3:18.0,,,42-47,,D. Bertans enters the game for D. Lee
2:58.0,,,43-49,2,K. Leonard makes 2-pt shot from 14 ft (assist by D. Bertans)
2:47.0,Shooting foul by D. Dedmon (drawn by W. Barton),,43-49,,
2:47.0,,,43-49,,San Antonio full timeout
2:47.0,W. Barton makes free throw 1 of 2,1,44-49,,
2:47.0,W. Barton makes free throw 2 of 2,1,45-49,,
2:47.0,,,43-49,,P. Mills enters the game for D. Murray
2:47.0,,,43-49,,L. Aldridge enters the game for D. Dedmon
2:47.0,J. Nelson enters the game for K. Faried,,43-49,,
2:33.0,,,45-49,,K. Leonard misses 2-pt shot from 14 ft
2:28.0,,,45-49,,Offensive rebound by L. Aldridge
2:28.0,,,45-51,2,L. Aldridge makes 2-pt shot from 1 ft
2:16.0,E. Mudiay makes 2-pt shot from 2 ft (assist by N. Jokic),2,47-51,,
2:08.0,,,47-51,,K. Leonard misses 2-pt shot from 16 ft
2:06.0,Defensive rebound by J. Nelson,,47-51,,
2:02.0,Turnover by W. Barton (lost ball; steal by K. Leonard),,47-51,,
1:55.0,,,47-51,,P. Mills misses 3-pt shot from 23 ft
1:53.0,Defensive rebound by N. Jokic,,47-51,,
1:49.0,N. Jokic makes 2-pt shot from 3 ft,2,49-51,,
1:49.0,,,49-51,,Shooting block foul by D. Bertans (drawn by N. Jokic)
1:49.0,N. Jokic makes free throw 1 of 1,1,50-51,,
1:49.0,,,49-51,,D. Murray enters the game for P. Mills
1:36.0,,,50-51,,Technical foul by Team
1:36.0,,,50-51,,Technical foul by Team
1:36.0,W. Barton makes technical free throw,1,51-51,,
1:36.0,W. Barton makes technical free throw,1,52-51,,
1:24.0,,,52-54,3,D. Murray makes 3-pt shot from 24 ft (assist by L. Aldridge)
1:13.0,W. Barton makes 2-pt shot from 2 ft (assist by N. Jokic),2,54-54,,
1:06.0,Personal foul by N. Jokic (drawn by L. Aldridge),,54-54,,
0:57.0,,,54-57,3,D. Bertans makes 3-pt shot from 26 ft (assist by L. Aldridge)
0:48.0,E. Mudiay makes 2-pt shot from 2 ft (assist by J. Nelson),2,56-57,,
0:32.0,,,56-57,,Turnover by K. Leonard (bad pass; steal by E. Mudiay)
0:27.0,Turnover by E. Mudiay (bad pass; steal by J. Simmons),,56-57,,
0:17.0,,,56-59,2,L. Aldridge makes 2-pt shot from 2 ft (assist by J. Simmons)
0:04.0,Shooting foul by L. Aldridge (drawn by E. Mudiay),,56-59,,
0:04.0,E. Mudiay makes free throw 1 of 2,1,57-59,,
0:04.0,E. Mudiay makes free throw 2 of 2,1,58-59,,
0:04.0,J. Murray enters the game for N. Jokic,,57-59,,
0:04.0,K. Faried enters the game for J. Nelson,,57-59,,
0:00.0,,,58-59,,K. Leonard misses 2-pt shot from 16 ft
0:00.0,,,58-59,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,58-61,2,L. Aldridge makes 2-pt shot from 16 ft (assist by K. Leonard)
11:29.0,N. Jokic misses 2-pt shot from 16 ft,,58-61,,
11:27.0,,,58-61,,Defensive rebound by K. Leonard
11:13.0,,,58-63,2,D. Lee makes 2-pt shot from 1 ft (assist by D. Green)
11:02.0,Turnover by K. Faried (lost ball; steal by D. Green),,58-63,,
10:57.0,,,58-65,2,K. Leonard makes 2-pt shot at rim (assist by D. Lee)
10:57.0,Denver full timeout,,58-65,,
10:43.0,N. Jokic misses 3-pt shot from 25 ft,,58-65,,
10:41.0,,,58-65,,Defensive rebound by K. Leonard
10:28.0,Shooting block foul by J. Hernangomez (drawn by D. Murray),,58-65,,
10:28.0,,,58-66,1,D. Murray makes free throw 1 of 2
10:28.0,,,58-67,1,D. Murray makes free throw 2 of 2
10:18.0,J. Hernangomez misses 3-pt shot from 23 ft,,58-67,,
10:16.0,,,58-67,,Defensive rebound by D. Lee
10:11.0,,,58-67,,D. Green misses 3-pt shot from 24 ft
10:08.0,Defensive rebound by N. Jokic,,58-67,,
10:04.0,Turnover by N. Jokic (bad pass; steal by D. Murray),,58-67,,
9:58.0,,,58-69,2,D. Green makes 2-pt shot at rim (assist by D. Murray)
9:41.0,,,58-69,,Personal foul by D. Murray (drawn by N. Jokic)
9:37.0,Turnover by W. Barton (bad pass; steal by K. Leonard),,58-69,,
9:29.0,,,58-72,3,D. Murray makes 3-pt shot from 22 ft (assist by D. Green)
9:27.0,Denver full timeout,,58-72,,
9:16.0,J. Hernangomez misses 3-pt shot from 25 ft,,58-72,,
9:14.0,,,58-72,,Defensive rebound by D. Lee
8:59.0,,,58-74,2,K. Leonard makes 2-pt shot from 17 ft
8:46.0,N. Jokic makes 2-pt shot from 10 ft (assist by E. Mudiay),2,60-74,,
8:29.0,,,60-74,,L. Aldridge misses 2-pt shot from 14 ft
8:28.0,,,60-74,,Offensive rebound by D. Lee
8:22.0,,,60-76,2,K. Leonard makes 2-pt shot from 3 ft
7:55.0,N. Jokic misses 2-pt shot from 7 ft,,60-76,,
7:54.0,Offensive rebound by K. Faried,,60-76,,
7:54.0,K. Faried misses 2-pt shot from 3 ft,,60-76,,
7:52.0,Offensive rebound by N. Jokic,,60-76,,
7:51.0,N. Jokic makes 2-pt shot from 1 ft,2,62-76,,
7:33.0,,,62-76,,K. Leonard misses 3-pt shot from 25 ft
7:31.0,Defensive rebound by N. Jokic,,62-76,,
7:22.0,J. Hernangomez makes 2-pt shot from 3 ft (assist by W. Barton),2,64-76,,
7:21.0,,,64-76,,San Antonio full timeout
7:21.0,J. Nelson enters the game for J. Hernangomez,,64-76,,
7:01.0,,,64-76,,Shooting foul by J. Nelson (drawn by D. Murray)
7:01.0,,,64-77,1,D. Murray makes free throw 1 of 3
7:01.0,,,64-78,1,D. Murray makes free throw 2 of 3
7:01.0,,,64-79,1,D. Murray makes free throw 3 of 3
6:45.0,N. Jokic misses 2-pt shot from 16 ft,,64-79,,
6:44.0,,,64-79,,Defensive rebound by D. Lee
6:26.0,,,64-79,,K. Leonard misses 2-pt shot from 13 ft
6:25.0,Defensive rebound by W. Barton,,64-79,,
6:20.0,W. Barton misses 2-pt shot from 2 ft (block by D. Green),,64-79,,
6:19.0,,,64-79,,Defensive rebound by K. Leonard
6:10.0,,,64-79,,L. Aldridge misses 2-pt shot from 18 ft
6:08.0,Defensive rebound by N. Jokic,,64-79,,
5:55.0,Turnover by E. Mudiay (bad pass),,64-79,,
5:43.0,,,64-81,2,D. Murray makes 2-pt shot from 2 ft (assist by D. Lee)
5:26.0,E. Mudiay makes 3-pt shot from 25 ft (assist by W. Barton),3,67-81,,
5:17.0,Personal block foul by W. Barton (drawn by K. Leonard),,67-81,,
5:17.0,,,67-81,,D. Dedmon enters the game for L. Aldridge
5:17.0,,,67-81,,P. Mills enters the game for D. Murray
5:17.0,,,67-81,,M. Ginobili enters the game for D. Green
5:17.0,J. Murray enters the game for E. Mudiay,,67-81,,
5:17.0,J. Nurkic enters the game for N. Jokic,,67-81,,
5:17.0,M. Miller enters the game for K. Faried,,67-81,,
5:11.0,,,67-81,,Shooting foul by W. Barton (drawn by K. Leonard)
5:11.0,,,67-82,1,K. Leonard makes free throw 1 of 2
5:11.0,,,67-83,1,K. Leonard makes free throw 2 of 2
5:11.0,,,67-82,,D. Bertans enters the game for D. Lee
4:59.0,W. Barton makes 2-pt shot from 1 ft,2,69-83,,
4:59.0,Shooting foul by D. Bertans (drawn by W. Barton),,69-83,,
4:59.0,W. Barton makes free throw 1 of 1,1,70-83,,
4:37.0,,,70-83,,M. Ginobili misses 2-pt shot from 12 ft
4:36.0,Defensive rebound by M. Miller,,70-83,,
4:27.0,W. Barton makes 3-pt shot from 25 ft (assist by M. Miller),3,73-83,,
4:16.0,,,73-83,,P. Mills misses 2-pt shot from 17 ft
4:14.0,Defensive rebound by J. Murray,,73-83,,
4:07.0,M. Miller makes 3-pt shot from 27 ft (assist by J. Murray),3,76-83,,
4:07.0,,,76-83,,San Antonio full timeout
3:58.0,Personal foul by J. Murray (drawn by K. Leonard),,76-83,,
3:58.0,,,76-84,1,K. Leonard makes free throw 1 of 2
3:58.0,,,76-85,1,K. Leonard makes free throw 2 of 2
3:44.0,J. Murray misses 2-pt shot from 14 ft,,76-85,,
3:43.0,,,76-85,,Defensive rebound by K. Leonard
3:27.0,,,76-88,3,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili)
3:07.0,Shooting foul by D. Dedmon (drawn by J. Nurkic),,76-88,,
3:07.0,J. Nurkic misses free throw 1 of 2,,76-88,,
3:07.0,Offensive rebound by Team,,76-88,,
3:07.0,J. Nurkic misses free throw 2 of 2,,76-88,,
3:07.0,,,76-88,,J. Simmons enters the game for K. Leonard
3:07.0,,,76-88,,L. Aldridge enters the game for D. Dedmon
3:06.0,,,76-88,,Defensive rebound by L. Aldridge
2:45.0,,,76-90,2,J. Simmons makes 2-pt shot from 1 ft
2:35.0,J. Nelson misses 3-pt shot from 25 ft,,76-90,,
2:34.0,,,76-90,,Defensive rebound by J. Simmons
2:26.0,,,76-90,,Shooting foul by M. Miller (drawn by D. Bertans)
2:26.0,,,76-90,,D. Bertans misses free throw 1 of 2
2:26.0,,,76-90,,Offensive rebound by Team
2:26.0,,,76-91,1,D. Bertans makes free throw 2 of 2
2:17.0,Shooting foul by L. Aldridge (drawn by J. Nurkic),,76-91,,
2:17.0,J. Nurkic misses free throw 1 of 2,,76-91,,
2:17.0,Offensive rebound by Team,,76-91,,
2:17.0,J. Nurkic misses free throw 2 of 2,,76-91,,
2:16.0,,,76-91,,Defensive rebound by J. Simmons
2:02.0,,,76-91,,P. Mills misses 2-pt shot from 2 ft (block by J. Nurkic)
2:00.0,,,76-91,,Offensive rebound by Team
1:54.0,,,76-91,,D. Bertans misses 3-pt shot from 25 ft
1:52.0,Defensive rebound by J. Nurkic,,76-91,,
1:42.0,Turnover by W. Barton (bad pass; steal by M. Ginobili),,76-91,,
1:32.0,,,76-91,,J. Simmons misses 2-pt shot from 3 ft
1:31.0,Defensive rebound by W. Barton,,76-91,,
1:18.0,J. Nurkic makes 2-pt shot from 5 ft,2,78-91,,
1:18.0,Shooting foul by L. Aldridge (drawn by J. Nurkic),,78-91,,
1:18.0,J. Nurkic makes free throw 1 of 1,1,79-91,,
1:18.0,,,78-91,,D. Lee enters the game for L. Aldridge
1:01.0,,,79-91,,Shooting foul by W. Barton (drawn by J. Simmons)
1:01.0,,,79-91,,J. Simmons misses free throw 1 of 2
1:01.0,,,79-91,,Offensive rebound by Team
1:01.0,,,79-92,1,J. Simmons makes free throw 2 of 2
0:50.0,J. Murray makes 2-pt shot at rim,2,81-92,,
0:44.0,,,81-92,,Turnover by J. Simmons (lost ball; steal by J. Nelson)
0:37.0,M. Miller misses 3-pt shot from 23 ft,,81-92,,
0:35.0,,,81-92,,Defensive rebound by M. Ginobili
0:30.0,,,81-92,,J. Simmons misses 2-pt shot from 3 ft (block by J. Nelson)
0:27.0,Defensive rebound by J. Murray,,81-92,,
0:11.0,J. Nurkic misses 2-pt shot from 2 ft (block by D. Lee),,81-92,,
0:09.0,,,81-92,,Defensive rebound by J. Simmons
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,J. Nelson misses 3-pt shot from 26 ft,,81-92,,
11:43.0,,,81-92,,Defensive rebound by M. Ginobili
11:37.0,,,81-94,2,M. Ginobili makes 2-pt shot from 10 ft
11:37.0,,,81-94,,Shooting foul by J. Murray (drawn by M. Ginobili)
11:37.0,,,81-95,1,M. Ginobili makes free throw 1 of 1
11:21.0,,,81-95,,Personal foul by D. Lee (drawn by N. Jokic)
11:21.0,,,81-95,,D. Green enters the game for J. Simmons
11:15.0,N. Jokic misses 2-pt shot from 6 ft,,81-95,,
11:14.0,,,81-95,,Defensive rebound by D. Lee
11:08.0,,,81-95,,M. Ginobili misses 2-pt shot from 23 ft
11:06.0,Defensive rebound by J. Murray,,81-95,,
10:48.0,J. Hernangomez makes 3-pt shot from 24 ft (assist by J. Nelson),3,84-95,,
10:24.0,,,84-97,2,M. Ginobili makes 2-pt shot from 2 ft
10:17.0,Turnover by J. Hernangomez (bad pass),,84-97,,
10:00.0,,,84-100,3,D. Green makes 3-pt shot from 23 ft (assist by P. Mills)
10:00.0,Denver full timeout,,84-100,,
10:00.0,,,84-100,,D. Murray enters the game for P. Mills
10:00.0,,,84-100,,K. Leonard enters the game for M. Ginobili
9:49.0,N. Jokic makes 2-pt shot at rim (assist by J. Nelson),2,86-100,,
9:27.0,,,86-100,,D. Lee misses 2-pt shot from 1 ft
9:25.0,Defensive rebound by M. Miller,,86-100,,
9:21.0,Turnover by M. Miller (bad pass; steal by D. Lee),,86-100,,
9:13.0,,,86-100,,D. Green misses 3-pt shot from 24 ft
9:11.0,Defensive rebound by J. Murray,,86-100,,
9:03.0,J. Hernangomez misses 3-pt shot from 25 ft,,86-100,,
9:01.0,Offensive rebound by N. Jokic,,86-100,,
8:57.0,N. Jokic misses 3-pt shot from 24 ft,,86-100,,
8:56.0,,,86-100,,Defensive rebound by K. Leonard
8:37.0,,,86-100,,K. Leonard misses 2-pt shot from 13 ft
8:36.0,Defensive rebound by J. Nelson,,86-100,,
8:20.0,J. Murray misses 3-pt shot from 24 ft,,86-100,,
8:19.0,Offensive rebound by Team,,86-100,,
8:19.0,,,86-100,,L. Aldridge enters the game for D. Lee
8:11.0,M. Miller misses 2-pt shot from 6 ft,,86-100,,
8:11.0,Offensive rebound by Team,,86-100,,
8:11.0,,,86-100,,Loose ball foul by L. Aldridge (drawn by N. Jokic)
8:11.0,,,86-100,,D. Dedmon enters the game for L. Aldridge
8:04.0,J. Murray misses 2-pt shot from 10 ft (block by D. Green),,86-100,,
8:01.0,Offensive rebound by J. Murray,,86-100,,
7:55.0,M. Miller misses 2-pt shot from 20 ft,,86-100,,
7:54.0,,,86-100,,Defensive rebound by D. Bertans
7:39.0,,,86-100,,D. Murray misses 3-pt shot from 24 ft
7:37.0,Defensive rebound by N. Jokic,,86-100,,
7:27.0,N. Jokic makes 3-pt shot from 25 ft (assist by J. Nelson),3,89-100,,
7:02.0,,,89-102,2,D. Murray makes 2-pt shot from 3 ft (assist by D. Dedmon)
6:50.0,N. Jokic makes 3-pt shot from 24 ft (assist by J. Nelson),3,92-102,,
6:37.0,,,92-102,,D. Dedmon misses 2-pt shot from 1 ft (block by N. Jokic)
6:34.0,Defensive rebound by N. Jokic,,92-102,,
6:22.0,J. Nelson misses 3-pt shot from 23 ft,,92-102,,
6:20.0,Offensive rebound by M. Miller,,92-102,,
