time,Denver,pts.away,score,pts.home,Sacramento
1:51.0,,,103-88,,Sacramento full timeout
1:51.0,M. Plumlee enters the game for N. Jokic,,103-88,,
1:51.0,,,103-88,,S. Labissiere enters the game for A. Afflalo
1:51.0,,,103-88,,G. Papagiannis enters the game for A. Tolliver
1:51.0,,,103-88,,L. Galloway enters the game for W. Cauley-Stein
1:38.0,,,103-88,,Turnover by S. Labissiere (bad pass; steal by D. Gallinari)
1:19.0,G. Harris makes 2-pt shot from 18 ft,2,105-88,,
1:14.0,Personal foul by J. Murray (drawn by B. Hield),,105-88,,
1:14.0,R. Hibbert enters the game for D. Gallinari,,105-88,,
1:14.0,J. Hernangomez enters the game for M. Plumlee,,105-88,,
1:09.0,,,105-88,,L. Galloway misses 2-pt shot from 19 ft
1:08.0,Defensive rebound by R. Hibbert,,105-88,,
0:52.0,J. Hernangomez misses 3-pt shot from 25 ft,,105-88,,
0:52.0,,,105-88,,Defensive rebound by L. Galloway
0:38.0,,,105-90,2,D. Collison makes 2-pt shot from 4 ft
0:16.0,J. Murray misses 3-pt shot from 25 ft,,105-90,,
0:16.0,,,105-90,,Defensive rebound by G. Papagiannis
0:06.0,,,105-92,2,G. Papagiannis makes 2-pt shot from 3 ft (assist by D. Collison)
0:00.0,End of 4th quarter,,,,End of 4th quarter
