time,Washington,pts.away,score,pts.home,Boston
11:29.0,Turnover by B. Bogdanovic (bad pass; steal by M. Smart),,21-35,,
11:18.0,,,21-38,3,T. Rozier makes 3-pt shot from 26 ft
11:01.0,B. Beal makes 2-pt shot from 11 ft (assist by B. Jennings),2,23-38,,
10:45.0,Personal foul by I. Mahinmi (drawn by K. Olynyk),,23-38,,
10:39.0,,,23-38,,J. Crowder misses 2-pt shot from 22 ft
10:38.0,Defensive rebound by I. Mahinmi,,23-38,,
10:24.0,I. Mahinmi misses 2-pt shot from 8 ft,,23-38,,
10:23.0,,,23-38,,Defensive rebound by M. Smart
10:11.0,,,23-38,,Offensive charge foul by K. Olynyk
10:11.0,,,23-38,,Turnover by K. Olynyk (offensive foul)
10:11.0,M. Morris enters the game for B. Beal,,23-38,,
10:00.0,Turnover by B. Jennings (lost ball; steal by T. Rozier),,23-38,,
9:53.0,,,23-41,3,J. Crowder makes 3-pt shot from 24 ft (assist by M. Smart)
9:51.0,Washington full timeout,,23-41,,
9:51.0,J. Wall enters the game for B. Jennings,,23-41,,
9:36.0,M. Morris misses 2-pt shot from 5 ft,,23-41,,
9:35.0,Offensive rebound by K. Oubre,,23-41,,
9:34.0,Shooting foul by J. Crowder (drawn by K. Oubre),,23-41,,
9:34.0,K. Oubre makes free throw 1 of 2,1,24-41,,
9:34.0,K. Oubre misses free throw 2 of 2,,24-41,,
9:34.0,,,24-41,,Defensive rebound by M. Smart
9:18.0,,,24-41,,J. Crowder misses 2-pt shot from 16 ft
9:17.0,Defensive rebound by B. Bogdanovic,,24-41,,
9:07.0,J. Wall misses 3-pt shot from 25 ft,,24-41,,
9:06.0,,,24-41,,Defensive rebound by J. Crowder
8:52.0,,,24-43,2,J. Crowder makes 2-pt shot from 4 ft (assist by M. Smart)
8:33.0,K. Oubre misses 3-pt shot from 25 ft,,24-43,,
8:32.0,Offensive rebound by B. Bogdanovic,,24-43,,
8:27.0,,,24-43,,Personal block foul by M. Smart (drawn by J. Wall)
8:27.0,,,24-43,,I. Thomas enters the game for J. Brown
8:19.0,B. Bogdanovic misses 2-pt shot from 4 ft,,24-43,,
8:17.0,Offensive rebound by K. Oubre,,24-43,,
8:17.0,K. Oubre makes 2-pt shot at rim,2,26-43,,
8:02.0,,,26-43,,K. Olynyk misses 2-pt shot from 5 ft
8:01.0,Defensive rebound by J. Wall,,26-43,,
7:49.0,J. Wall misses 2-pt shot from 11 ft,,26-43,,
7:48.0,,,26-43,,Defensive rebound by M. Smart
7:42.0,Shooting block foul by M. Morris (drawn by J. Crowder),,26-43,,
7:42.0,,,26-44,1,J. Crowder makes free throw 1 of 2
7:42.0,,,26-45,1,J. Crowder makes free throw 2 of 2
7:42.0,B. Beal enters the game for I. Mahinmi,,26-44,,
7:30.0,B. Beal misses 3-pt shot from 25 ft,,26-45,,
7:29.0,,,26-45,,Defensive rebound by J. Crowder
7:06.0,,,26-48,3,J. Crowder makes 3-pt shot from 25 ft (assist by I. Thomas)
6:59.0,Turnover by J. Wall (bad pass; steal by K. Olynyk),,26-48,,
6:53.0,,,26-48,,J. Crowder misses 2-pt shot from 3 ft (block by J. Wall)
6:52.0,,,26-48,,Offensive rebound by J. Crowder
6:51.0,,,26-48,,Turnover by J. Crowder (bad pass; steal by M. Morris)
6:45.0,K. Oubre makes 2-pt shot from 2 ft (assist by B. Beal),2,28-48,,
6:35.0,,,28-48,,I. Thomas misses 2-pt shot from 15 ft
6:34.0,Defensive rebound by J. Wall,,28-48,,
6:27.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by J. Wall),3,31-48,,
6:27.0,,,31-48,,Boston full timeout
6:27.0,,,31-48,,A. Bradley enters the game for J. Crowder
6:27.0,,,31-48,,A. Horford enters the game for K. Olynyk
6:27.0,,,31-48,,J. Brown enters the game for M. Smart
6:19.0,Personal foul by K. Oubre (drawn by I. Thomas),,31-48,,
6:11.0,,,31-48,,Turnover by I. Thomas (lost ball; steal by J. Wall)
6:05.0,B. Beal misses 3-pt shot from 24 ft,,31-48,,
6:03.0,,,31-48,,Defensive rebound by T. Rozier
5:57.0,,,31-48,,T. Rozier misses 2-pt shot from 5 ft
5:56.0,Defensive rebound by K. Oubre,,31-48,,
5:45.0,J. Wall misses 2-pt shot from 3 ft (block by A. Horford),,31-48,,
5:43.0,,,31-48,,Defensive rebound by A. Bradley
5:37.0,,,31-48,,A. Bradley misses 2-pt shot from 1 ft (block by B. Beal)
5:37.0,,,31-48,,Offensive rebound by Team
5:34.0,,,31-48,,T. Rozier misses 3-pt shot from 23 ft
5:33.0,Defensive rebound by M. Morris,,31-48,,
5:28.0,B. Beal misses 2-pt shot from 3 ft (block by A. Horford),,31-48,,
5:27.0,Offensive rebound by J. Wall,,31-48,,
5:26.0,J. Wall makes 2-pt shot from 1 ft,2,33-48,,
5:09.0,,,33-48,,I. Thomas misses 2-pt shot from 1 ft
5:08.0,,,33-48,,Offensive rebound by A. Horford
5:08.0,,,33-50,2,A. Horford makes 2-pt shot from 3 ft
5:08.0,,,33-50,,Shooting foul by K. Oubre (drawn by A. Horford)
5:08.0,,,33-50,,A. Horford misses free throw 1 of 1
5:08.0,Defensive rebound by M. Gortat,,33-50,,
5:08.0,M. Gortat enters the game for B. Bogdanovic,,33-50,,
5:08.0,O. Porter enters the game for K. Oubre,,33-50,,
4:53.0,Turnover by M. Morris (traveling),,33-50,,
4:34.0,,,33-53,3,A. Bradley makes 3-pt shot from 23 ft (assist by A. Horford)
4:22.0,M. Gortat misses 2-pt shot from 8 ft,,33-53,,
4:21.0,Offensive rebound by Team,,33-53,,
4:21.0,,,33-53,,Loose ball foul by J. Brown (drawn by M. Morris)
4:15.0,,,33-53,,Personal foul by I. Thomas (drawn by O. Porter)
4:15.0,,,33-53,,A. Johnson enters the game for J. Brown
4:08.0,B. Beal misses 2-pt shot from 15 ft,,33-53,,
4:07.0,Offensive rebound by M. Morris,,33-53,,
4:06.0,M. Morris misses 2-pt shot from 2 ft (block by A. Johnson),,33-53,,
4:05.0,,,33-53,,Defensive rebound by A. Bradley
3:55.0,,,33-55,2,A. Bradley makes 2-pt shot from 15 ft
3:50.0,J. Wall makes 2-pt shot from 6 ft,2,35-55,,
3:50.0,Shooting foul by T. Rozier (drawn by J. Wall),,35-55,,
3:50.0,J. Wall makes free throw 1 of 1,1,36-55,,
3:30.0,,,36-55,,A. Johnson misses 3-pt shot from 25 ft
3:29.0,Defensive rebound by M. Morris,,36-55,,
3:21.0,,,36-55,,M. Smart enters the game for T. Rozier
3:16.0,M. Morris misses 3-pt shot from 23 ft,,36-55,,
3:15.0,,,36-55,,Defensive rebound by M. Smart
3:08.0,Personal block foul by B. Beal (drawn by M. Smart),,36-55,,
3:08.0,,,36-56,1,M. Smart makes free throw 1 of 2
3:08.0,,,36-56,,M. Smart misses free throw 2 of 2
3:08.0,Defensive rebound by M. Gortat,,36-56,,
2:55.0,J. Wall makes 3-pt shot from 26 ft (assist by M. Morris),3,39-56,,
2:42.0,,,39-58,2,A. Bradley makes 2-pt shot from 3 ft (assist by M. Smart)
2:42.0,,,39-58,,Shooting foul by J. Wall (drawn by A. Bradley)
2:42.0,Official timeout,,39-58,,
2:42.0,,,39-59,1,A. Bradley makes free throw 1 of 1
2:22.0,O. Porter makes 3-pt shot from 23 ft (assist by B. Beal),3,42-59,,
2:01.0,,,42-61,2,A. Horford makes 2-pt shot from 8 ft
1:47.0,M. Gortat makes 2-pt shot from 2 ft (assist by B. Beal),2,44-61,,
1:47.0,Shooting foul by A. Johnson (drawn by M. Gortat),,44-61,,
1:47.0,M. Gortat makes free throw 1 of 1,1,45-61,,
1:33.0,,,45-63,2,A. Horford makes 2-pt shot from 17 ft
1:25.0,Shooting foul by A. Bradley (drawn by J. Wall),,45-63,,
1:25.0,J. Wall makes free throw 1 of 2,1,46-63,,
1:25.0,J. Wall makes free throw 2 of 2,1,47-63,,
1:25.0,,,46-63,,J. Crowder enters the game for A. Johnson
1:14.0,Personal foul by B. Beal (drawn by I. Thomas),,47-63,,
1:14.0,,,47-64,1,I. Thomas makes free throw 1 of 2
1:14.0,,,47-64,,I. Thomas misses free throw 2 of 2
1:14.0,Defensive rebound by M. Gortat,,47-64,,
0:51.0,O. Porter misses 3-pt shot from 25 ft,,47-64,,
0:49.0,,,47-64,,Defensive rebound by M. Smart
0:43.0,,,47-64,,J. Crowder misses 2-pt shot from 22 ft
0:42.0,Defensive rebound by Team,,47-64,,
0:33.0,B. Beal makes 2-pt shot from 4 ft (assist by M. Morris),2,49-64,,
0:20.0,,,49-67,3,A. Bradley makes 3-pt shot from 25 ft (assist by A. Horford)
0:00.0,J. Wall makes 2-pt shot from 4 ft,2,51-67,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,51-67,,J. Crowder misses 2-pt shot from 2 ft (block by J. Wall)
11:46.0,Defensive rebound by M. Gortat,,51-67,,
11:22.0,J. Wall misses 2-pt shot from 2 ft,,51-67,,
11:21.0,,,51-67,,Defensive rebound by A. Bradley
11:14.0,,,51-67,,A. Bradley misses 2-pt shot from 5 ft (block by M. Morris)
11:13.0,Defensive rebound by B. Beal,,51-67,,
11:06.0,O. Porter misses 3-pt shot from 23 ft,,51-67,,
11:04.0,,,51-67,,Defensive rebound by J. Crowder
10:49.0,,,51-70,3,A. Horford makes 3-pt shot from 26 ft (assist by I. Thomas)
10:29.0,O. Porter makes 2-pt shot from 18 ft,2,53-70,,
10:01.0,,,53-70,,J. Crowder misses 3-pt shot from 23 ft
10:00.0,Defensive rebound by O. Porter,,53-70,,
9:40.0,O. Porter misses 2-pt shot from 3 ft,,53-70,,
9:39.0,Offensive rebound by M. Gortat,,53-70,,
9:39.0,M. Gortat makes 2-pt shot from 2 ft,2,55-70,,
9:16.0,,,55-73,3,I. Thomas makes 3-pt shot from 25 ft
9:00.0,,,55-73,,Personal foul by I. Thomas (drawn by O. Porter)
8:49.0,B. Beal misses 2-pt shot from 2 ft,,55-73,,
8:48.0,Offensive rebound by M. Morris,,55-73,,
8:48.0,M. Morris makes 2-pt shot from 2 ft,2,57-73,,
8:36.0,,,57-73,,A. Horford misses 3-pt shot from 25 ft
8:35.0,Defensive rebound by O. Porter,,57-73,,
8:26.0,J. Wall misses 2-pt shot from 2 ft,,57-73,,
8:24.0,,,57-73,,Defensive rebound by A. Horford
8:19.0,,,57-73,,A. Bradley misses 2-pt shot from 1 ft
8:18.0,,,57-73,,Offensive rebound by A. Johnson
8:18.0,,,57-75,2,A. Johnson makes 2-pt shot at rim
8:05.0,,,57-75,,Personal foul by A. Bradley (drawn by B. Beal)
7:57.0,B. Beal makes 2-pt shot from 2 ft,2,59-75,,
7:36.0,,,59-77,2,A. Bradley makes 2-pt shot from 18 ft (assist by J. Crowder)
7:24.0,O. Porter makes 2-pt shot from 18 ft (assist by J. Wall),2,61-77,,
7:01.0,,,61-77,,Turnover by A. Bradley (lost ball)
7:01.0,,,61-77,,Technical foul by A. Bradley
7:01.0,B. Beal makes technical free throw,1,62-77,,
6:53.0,M. Morris misses 2-pt shot from 11 ft,,62-77,,
6:52.0,Offensive rebound by M. Gortat,,62-77,,
6:49.0,M. Gortat misses 2-pt shot from 3 ft,,62-77,,
6:48.0,,,62-77,,Defensive rebound by A. Johnson
6:40.0,,,62-77,,Turnover by I. Thomas (bad pass; steal by O. Porter)
6:35.0,O. Porter makes 2-pt shot from 2 ft,2,64-77,,
6:17.0,,,64-79,2,I. Thomas makes 2-pt shot from 16 ft (assist by J. Crowder)
6:06.0,O. Porter misses 3-pt shot from 25 ft,,64-79,,
6:05.0,,,64-79,,Defensive rebound by A. Horford
5:55.0,,,64-81,2,A. Bradley makes 2-pt shot from 7 ft (assist by A. Horford)
5:54.0,Washington full timeout,,64-81,,
5:44.0,M. Morris makes 2-pt shot from 13 ft (assist by O. Porter),2,66-81,,
5:32.0,,,66-81,,I. Thomas misses 3-pt shot from 25 ft
5:31.0,Defensive rebound by O. Porter,,66-81,,
5:13.0,B. Beal misses 2-pt shot from 19 ft,,66-81,,
5:12.0,,,66-81,,Defensive rebound by A. Horford
5:00.0,,,66-83,2,A. Johnson makes 2-pt shot at rim (assist by A. Bradley)
4:35.0,M. Morris makes 3-pt shot from 27 ft (assist by J. Wall),3,69-83,,
4:07.0,,,69-83,,A. Bradley misses 3-pt shot from 26 ft
4:06.0,,,69-83,,Offensive rebound by A. Johnson
4:03.0,,,69-83,,J. Crowder misses 3-pt shot from 26 ft
4:02.0,Defensive rebound by Team,,69-83,,
3:52.0,Turnover by J. Wall (bad pass),,69-83,,
3:52.0,,,69-83,,J. Brown enters the game for A. Johnson
3:52.0,,,69-83,,M. Smart enters the game for I. Thomas
3:36.0,,,69-85,2,J. Crowder makes 2-pt shot from 3 ft (assist by A. Horford)
3:24.0,B. Bogdanovic enters the game for O. Porter,,69-85,,
3:12.0,J. Wall misses 2-pt shot from 18 ft,,69-85,,
3:11.0,,,69-85,,Defensive rebound by M. Smart
2:55.0,,,69-87,2,J. Crowder makes 2-pt shot from 8 ft (assist by A. Horford)
2:39.0,Turnover by B. Beal (lost ball; steal by M. Smart),,69-87,,
2:39.0,Personal foul by B. Beal (drawn by M. Smart),,69-87,,
2:39.0,,,69-87,,Boston full timeout
2:39.0,B. Jennings enters the game for J. Wall,,69-87,,
2:39.0,I. Mahinmi enters the game for M. Gortat,,69-87,,
2:20.0,,,69-89,2,A. Horford makes 2-pt shot from 9 ft
1:57.0,B. Beal makes 2-pt shot from 9 ft (assist by I. Mahinmi),2,71-89,,
1:57.0,Shooting foul by J. Brown (drawn by B. Beal),,71-89,,
1:57.0,B. Beal makes free throw 1 of 1,1,72-89,,
1:35.0,,,72-92,3,A. Horford makes 3-pt shot from 25 ft (assist by M. Smart)
1:17.0,Turnover by M. Morris (bad pass),,72-92,,
1:07.0,Personal foul by B. Jennings (drawn by M. Smart),,72-92,,
1:07.0,K. Oubre enters the game for M. Morris,,72-92,,
1:02.0,Personal foul by B. Jennings (drawn by M. Smart),,72-92,,
1:02.0,,,72-92,,M. Smart misses free throw 1 of 2
1:02.0,,,72-92,,Offensive rebound by Team
1:02.0,,,72-92,,M. Smart misses free throw 2 of 2
1:02.0,,,72-92,,T. Rozier enters the game for J. Crowder
1:01.0,Defensive rebound by Team,,72-92,,
1:01.0,Jump ball: A. Horford vs. I. Mahinmi,,,,Jump ball: A. Horford vs. I. Mahinmi
0:43.0,,,72-92,,Personal block foul by A. Bradley (drawn by K. Oubre)
0:43.0,K. Oubre misses free throw 1 of 2,,72-92,,
0:43.0,Offensive rebound by Team,,72-92,,
0:43.0,K. Oubre makes free throw 2 of 2,1,73-92,,
0:43.0,,,72-92,,K. Olynyk enters the game for J. Brown
0:31.0,,,73-92,,Shooting foul by K. Oubre (drawn by K. Olynyk)
0:31.0,,,73-93,1,K. Olynyk makes free throw 1 of 2
0:31.0,,,73-93,,K. Olynyk misses free throw 2 of 2
0:31.0,,,73-93,,J. Brown enters the game for A. Horford
0:30.0,Defensive rebound by I. Mahinmi,,73-93,,
0:11.0,,,73-93,,Violation by K. Olynyk (kicked ball)
0:02.0,Shooting foul by J. Brown (drawn by I. Mahinmi),,73-93,,
0:02.0,I. Mahinmi makes free throw 1 of 3,1,74-93,,
0:02.0,I. Mahinmi makes free throw 2 of 3,1,75-93,,
0:02.0,I. Mahinmi makes free throw 3 of 3,1,76-93,,
0:02.0,,,75-93,,A. Horford enters the game for J. Brown
0:02.0,,,75-93,,A. Johnson enters the game for T. Rozier
0:00.0,,,76-93,,A. Bradley misses 3-pt shot from 41 ft
0:00.0,,,76-93,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,I. Mahinmi makes 2-pt shot from 2 ft (assist by B. Beal),2,78-93,,
11:21.0,,,78-96,3,K. Olynyk makes 3-pt shot from 26 ft (assist by I. Thomas)
11:00.0,I. Mahinmi misses 2-pt shot from 3 ft,,78-96,,
11:00.0,,,78-96,,Defensive rebound by I. Thomas
10:54.0,,,78-96,,I. Thomas misses 3-pt shot from 25 ft
10:52.0,,,78-96,,Offensive rebound by T. Rozier
10:43.0,,,78-99,3,M. Smart makes 3-pt shot from 25 ft (assist by K. Olynyk)
10:24.0,K. Oubre misses 3-pt shot from 23 ft,,78-99,,
10:23.0,,,78-99,,Defensive rebound by M. Smart
10:16.0,,,78-99,,Shooting foul by K. Oubre (drawn by I. Thomas)
10:16.0,,,78-100,1,I. Thomas makes free throw 1 of 3
10:16.0,,,78-101,1,I. Thomas makes free throw 2 of 3
10:16.0,,,78-102,1,I. Thomas makes free throw 3 of 3
10:16.0,J. Wall enters the game for B. Beal,,78-101,,
10:02.0,B. Bogdanovic misses 3-pt shot from 26 ft,,78-102,,
10:01.0,,,78-102,,Defensive rebound by M. Smart
9:52.0,,,78-104,2,I. Thomas makes 2-pt shot from 2 ft
9:39.0,B. Bogdanovic misses 3-pt shot from 24 ft,,78-104,,
9:37.0,Offensive rebound by I. Mahinmi,,78-104,,
9:36.0,,,78-104,,Personal foul by K. Olynyk (drawn by I. Mahinmi)
9:30.0,,,78-104,,Personal block foul by J. Brown (drawn by B. Bogdanovic)
9:22.0,J. Wall makes 3-pt shot from 26 ft (assist by B. Bogdanovic),3,81-104,,
9:03.0,,,81-104,,I. Thomas misses 2-pt shot from 10 ft
9:03.0,,,81-104,,Offensive rebound by I. Thomas
8:54.0,,,81-107,3,I. Thomas makes 3-pt shot from 25 ft (assist by K. Olynyk)
8:38.0,Shooting foul by M. Smart (drawn by J. Wall),,81-107,,
8:38.0,Official timeout,,81-107,,
8:38.0,J. Wall makes free throw 1 of 2,1,82-107,,
8:38.0,J. Wall makes free throw 2 of 2,1,83-107,,
8:14.0,,,83-107,,I. Thomas misses 3-pt shot from 28 ft
8:13.0,Defensive rebound by B. Bogdanovic,,83-107,,
8:08.0,J. Wall makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,85-107,,
7:54.0,,,85-107,,Turnover by K. Olynyk (bad pass; steal by B. Bogdanovic)
7:48.0,K. Oubre makes 2-pt shot at rim (assist by B. Bogdanovic),2,87-107,,
7:24.0,,,87-110,3,M. Smart makes 3-pt shot from 26 ft (assist by T. Rozier)
7:09.0,B. Jennings misses 3-pt shot from 25 ft,,87-110,,
7:06.0,,,87-110,,Defensive rebound by M. Smart
7:00.0,,,87-110,,J. Brown misses 3-pt shot from 25 ft
6:58.0,Defensive rebound by J. Wall,,87-110,,
6:52.0,K. Oubre misses 2-pt shot from 3 ft (block by M. Smart),,87-110,,
6:51.0,Offensive rebound by B. Jennings,,87-110,,
6:47.0,B. Bogdanovic misses 3-pt shot from 23 ft,,87-110,,
6:46.0,Offensive rebound by B. Jennings,,87-110,,
6:42.0,Offensive foul by I. Mahinmi,,87-110,,
6:42.0,Turnover by I. Mahinmi (offensive foul),,87-110,,
6:42.0,J. Smith enters the game for I. Mahinmi,,87-110,,
6:42.0,T. Burke enters the game for J. Wall,,87-110,,
6:31.0,,,87-110,,I. Thomas misses 2-pt shot from 3 ft
6:31.0,,,87-110,,Offensive rebound by Team
6:31.0,,,87-110,,Turnover by I. Thomas (traveling)
6:23.0,Shooting foul by M. Smart (drawn by J. Smith),,87-110,,
6:23.0,J. Smith makes free throw 1 of 2,1,88-110,,
6:23.0,J. Smith makes free throw 2 of 2,1,89-110,,
6:05.0,,,89-110,,M. Smart misses 3-pt shot from 25 ft
6:04.0,,,89-110,,Offensive rebound by J. Brown
5:46.0,,,89-110,,J. Brown misses 2-pt shot at rim (block by J. Smith)
5:45.0,Defensive rebound by B. Jennings,,89-110,,
5:43.0,B. Bogdanovic misses 2-pt shot from 3 ft (block by K. Olynyk),,89-110,,
5:42.0,Offensive rebound by Team,,89-110,,
5:42.0,,,89-110,,Boston full timeout
5:31.0,K. Oubre misses 3-pt shot from 24 ft,,89-110,,
5:30.0,,,89-110,,Defensive rebound by J. Brown
5:14.0,,,89-112,2,K. Olynyk makes 2-pt shot from 2 ft (assist by I. Thomas)
5:04.0,B. Jennings misses 2-pt shot from 2 ft (block by K. Olynyk),,89-112,,
5:03.0,,,89-112,,Defensive rebound by I. Thomas
5:00.0,,,89-112,,T. Rozier misses 2-pt shot from 2 ft
4:59.0,Defensive rebound by B. Bogdanovic,,89-112,,
4:58.0,,,89-112,,Personal foul by T. Rozier (drawn by B. Bogdanovic)
4:58.0,B. Bogdanovic makes free throw 1 of 2,1,90-112,,
4:58.0,B. Bogdanovic misses free throw 2 of 2,,90-112,,
