time,Miami,pts.away,score,pts.home,Philadelphia
5:55.0,Personal foul by G. Dragic (drawn by E. Ilyasova),,85-87,,
5:55.0,Official timeout,,85-87,,
5:55.0,L. Babbitt enters the game for J. Johnson,,85-87,,
5:47.0,Personal foul by H. Whiteside (drawn by J. Okafor),,85-87,,
5:34.0,,,85-89,2,J. Okafor makes 2-pt shot from 10 ft
5:21.0,G. Dragic makes 2-pt shot from 3 ft,2,87-89,,
5:08.0,,,87-89,,J. Bayless misses 2-pt shot from 6 ft
5:05.0,,,87-89,,Offensive rebound by J. Bayless
4:59.0,,,87-89,,J. Okafor misses 2-pt shot from 7 ft
4:57.0,Defensive rebound by D. Waiters,,87-89,,
4:45.0,G. Dragic misses 2-pt shot from 9 ft,,87-89,,
4:42.0,Offensive rebound by H. Whiteside,,87-89,,
4:42.0,H. Whiteside makes 2-pt shot from 2 ft,2,89-89,,
4:25.0,,,89-89,,J. Okafor misses 2-pt shot from 9 ft
4:22.0,Defensive rebound by L. Babbitt,,89-89,,
4:13.0,T. Johnson misses 2-pt shot from 1 ft,,89-89,,
4:12.0,,,89-89,,Defensive rebound by R. Covington
3:54.0,,,89-91,2,R. Covington makes 2-pt shot from 2 ft (assist by J. Bayless)
3:38.0,Shooting foul by E. Ilyasova (drawn by G. Dragic),,89-91,,
3:38.0,G. Dragic makes free throw 1 of 2,1,90-91,,
3:38.0,G. Dragic makes free throw 2 of 2,1,91-91,,
3:38.0,,,90-91,,T. McConnell enters the game for J. Bayless
3:38.0,,,90-91,,J. Embiid enters the game for J. Okafor
3:24.0,,,91-91,,Shooting foul by H. Whiteside (drawn by J. Embiid)
3:24.0,,,91-92,1,J. Embiid makes free throw 1 of 2
3:24.0,,,91-93,1,J. Embiid makes free throw 2 of 2
3:24.0,U. Haslem enters the game for H. Whiteside,,91-92,,
3:10.0,Turnover by G. Dragic (lost ball; steal by R. Covington),,91-93,,
3:00.0,,,91-96,3,R. Covington makes 3-pt shot from 26 ft (assist by G. Henderson)
2:40.0,D. Waiters misses 2-pt shot from 3 ft,,91-96,,
2:38.0,,,91-96,,Defensive rebound by E. Ilyasova
2:27.0,Personal foul by U. Haslem (drawn by J. Embiid),,91-96,,
2:27.0,,,91-96,,Philadelphia full timeout
2:27.0,,,91-97,1,J. Embiid makes free throw 1 of 2
2:27.0,,,91-98,1,J. Embiid makes free throw 2 of 2
2:27.0,H. Whiteside enters the game for U. Haslem,,91-96,,
2:18.0,,,91-98,,Personal foul by R. Covington (drawn by L. Babbitt)
2:08.0,Turnover by L. Babbitt (bad pass; steal by J. Embiid),,91-98,,
2:03.0,,,91-98,,Turnover by J. Embiid (bad pass; steal by T. Johnson)
1:56.0,Turnover by L. Babbitt (lost ball; steal by E. Ilyasova),,91-98,,
1:41.0,,,91-98,,T. McConnell misses 2-pt shot from 14 ft
1:39.0,Defensive rebound by T. Johnson,,91-98,,
1:29.0,,,91-98,,Personal foul by T. McConnell (drawn by G. Dragic)
1:29.0,J. Richardson enters the game for L. Babbitt,,91-98,,
1:20.0,D. Waiters misses 3-pt shot from 25 ft,,91-98,,
1:18.0,Offensive rebound by H. Whiteside,,91-98,,
1:16.0,H. Whiteside misses 2-pt shot from 6 ft,,91-98,,
1:15.0,,,91-98,,Defensive rebound by J. Embiid
0:59.0,,,91-98,,Turnover by E. Ilyasova (3 sec)
0:59.0,Miami full timeout,,91-98,,
0:55.0,J. Richardson misses 3-pt shot from 26 ft,,91-98,,
0:54.0,Offensive rebound by G. Dragic,,91-98,,
0:50.0,G. Dragic misses 3-pt shot from 28 ft,,91-98,,
0:49.0,,,91-98,,Defensive rebound by J. Embiid
0:42.0,Personal foul by D. Waiters (drawn by G. Henderson),,91-98,,
0:42.0,,,91-99,1,G. Henderson makes free throw 1 of 2
0:42.0,,,91-100,1,G. Henderson makes free throw 2 of 2
0:42.0,Miami full timeout,,91-100,,
0:42.0,Turnover by Team (5 sec inbounds),,91-100,,
0:39.0,Personal foul by T. Johnson (drawn by J. Embiid),,91-100,,
0:39.0,,,91-101,1,J. Embiid makes free throw 1 of 2
0:39.0,,,91-101,,J. Embiid misses free throw 2 of 2
0:38.0,Defensive rebound by H. Whiteside,,91-101,,
0:36.0,Turnover by H. Whiteside (bad pass; steal by R. Covington),,91-101,,
0:15.0,,,91-101,,E. Ilyasova misses 3-pt shot from 23 ft
0:13.0,Defensive rebound by T. Johnson,,91-101,,
0:02.0,J. Richardson makes 3-pt shot from 27 ft (assist by D. Waiters),3,94-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
