time,Brooklyn,pts.away,score,pts.home,Orlando
11:02.0,Defensive rebound by C. LeVert,,82-83,,
10:56.0,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by I. Whitehead),2,84-83,,
10:41.0,,,84-85,2,E. Payton makes 2-pt shot from 1 ft
10:25.0,L. Scola misses 2-pt shot from 2 ft,,84-85,,
10:25.0,Offensive rebound by Team,,84-85,,
10:20.0,B. Bogdanovic misses 3-pt shot from 30 ft,,84-85,,
10:19.0,,,84-85,,Defensive rebound by N. Vucevic
10:08.0,,,84-87,2,E. Payton makes 2-pt shot from 1 ft
10:00.0,Turnover by I. Whitehead (bad pass; steal by N. Vucevic),,84-87,,
9:48.0,,,84-87,,E. Payton misses 2-pt shot from 19 ft
9:46.0,Defensive rebound by R. Hollis-Jefferson,,84-87,,
9:35.0,L. Scola makes 3-pt shot from 25 ft,3,87-87,,
9:17.0,,,87-87,,Shooting foul by C. LeVert (drawn by J. Meeks)
9:17.0,,,87-88,1,J. Meeks makes free throw 1 of 3
9:17.0,,,87-89,1,J. Meeks makes free throw 2 of 3
9:17.0,,,87-90,1,J. Meeks makes free throw 3 of 3
9:05.0,Turnover by L. Scola (lost ball; steal by J. Meeks),,87-90,,
8:59.0,,,87-92,2,J. Green makes 2-pt shot at rim (assist by J. Meeks)
8:59.0,Brooklyn full timeout,,87-92,,
8:42.0,R. Hollis-Jefferson makes 2-pt shot from 2 ft (assist by L. Scola),2,89-92,,
8:29.0,,,89-94,2,J. Meeks makes 2-pt shot at rim (assist by N. Vucevic)
8:19.0,L. Scola makes 3-pt shot from 24 ft (assist by I. Whitehead),3,92-94,,
7:57.0,,,92-94,,N. Vucevic misses 2-pt shot from 2 ft
7:56.0,Defensive rebound by B. Bogdanovic,,92-94,,
7:48.0,C. LeVert makes 3-pt shot from 23 ft (assist by I. Whitehead),3,95-94,,
7:32.0,,,95-94,,A. Gordon misses 3-pt shot from 26 ft
7:32.0,,,95-94,,Offensive rebound by Team
7:32.0,J. Harris enters the game for C. LeVert,,95-94,,
7:32.0,,,95-94,,Orlando full timeout
7:25.0,,,95-94,,N. Vucevic misses 2-pt shot from 13 ft
7:24.0,Defensive rebound by J. Harris,,95-94,,
7:14.0,B. Bogdanovic misses 2-pt shot from 16 ft,,95-94,,
7:14.0,Offensive rebound by Team,,95-94,,
7:14.0,,,95-94,,B. Biyombo enters the game for N. Vucevic
7:14.0,B. Lopez enters the game for L. Scola,,95-94,,
7:14.0,,,95-94,,D. Augustin enters the game for E. Payton
7:08.0,I. Whitehead makes 2-pt shot at rim (assist by B. Bogdanovic),2,97-94,,
6:50.0,,,97-94,,D. Augustin misses 3-pt shot from 25 ft
6:49.0,,,97-94,,Offensive rebound by A. Gordon
6:49.0,,,97-94,,Shooting foul by J. Harris (drawn by A. Gordon)
6:49.0,,,97-95,1,A. Gordon makes free throw 1 of 2
6:49.0,,,97-95,,A. Gordon misses free throw 2 of 2
6:49.0,S. Kilpatrick enters the game for B. Bogdanovic,,97-95,,
6:49.0,,,97-95,,E. Fournier enters the game for J. Meeks
6:48.0,Defensive rebound by J. Harris,,97-95,,
6:32.0,Turnover by B. Lopez (bad pass),,97-95,,
6:32.0,Loose ball foul by J. Harris (drawn by J. Green),,97-95,,
6:32.0,,,97-95,,S. Ibaka enters the game for J. Green
6:32.0,T. Booker enters the game for R. Hollis-Jefferson,,97-95,,
6:10.0,,,97-95,,Shooting foul by S. Kilpatrick (drawn by D. Augustin)
6:10.0,,,97-96,1,D. Augustin makes free throw 1 of 2
6:10.0,,,97-97,1,D. Augustin makes free throw 2 of 2
5:56.0,B. Lopez makes 2-pt shot at rim,2,99-97,,
5:41.0,,,99-97,,B. Biyombo misses 2-pt shot from 4 ft (block by B. Lopez)
5:40.0,Defensive rebound by T. Booker,,99-97,,
5:32.0,B. Lopez misses 3-pt shot from 22 ft,,99-97,,
5:31.0,Offensive rebound by T. Booker,,99-97,,
5:29.0,Turnover by T. Booker (lost ball; steal by D. Augustin),,99-97,,
5:23.0,,,99-97,,E. Fournier misses 3-pt shot from 26 ft
5:21.0,Defensive rebound by B. Lopez,,99-97,,
5:00.0,B. Lopez misses 2-pt shot from 2 ft (block by S. Ibaka),,99-97,,
4:59.0,,,99-97,,Defensive rebound by A. Gordon
4:53.0,,,99-97,,D. Augustin misses 3-pt shot from 23 ft
4:53.0,,,99-97,,Offensive rebound by B. Biyombo
4:53.0,Loose ball foul by B. Lopez (drawn by B. Biyombo),,99-97,,
4:53.0,,,99-98,1,B. Biyombo makes free throw 1 of 2
4:53.0,,,99-99,1,B. Biyombo makes free throw 2 of 2
4:53.0,J. Lin enters the game for I. Whitehead,,99-98,,
4:31.0,B. Lopez makes 2-pt shot from 7 ft,2,101-99,,
4:17.0,,,101-101,2,E. Fournier makes 2-pt shot from 15 ft (assist by B. Biyombo)
3:53.0,S. Kilpatrick makes 3-pt shot from 25 ft (assist by B. Lopez),3,104-101,,
3:19.0,,,104-104,3,D. Augustin makes 3-pt shot from 25 ft (assist by S. Ibaka)
3:04.0,J. Harris misses 2-pt shot from 2 ft (block by S. Ibaka),,104-104,,
3:03.0,Offensive rebound by T. Booker,,104-104,,
3:02.0,T. Booker misses 2-pt shot from 2 ft,,104-104,,
3:00.0,,,104-104,,Defensive rebound by D. Augustin
2:53.0,,,104-106,2,D. Augustin makes 2-pt shot from 6 ft
2:53.0,Brooklyn full timeout,,104-106,,
2:53.0,Official timeout,,104-106,,
2:53.0,B. Bogdanovic enters the game for J. Harris,,104-106,,
2:53.0,,,104-106,,N. Vucevic enters the game for A. Gordon
2:53.0,,,104-106,,J. Green enters the game for B. Biyombo
2:39.0,J. Lin makes 2-pt shot from 1 ft,2,106-106,,
2:26.0,,,106-106,,Shooting foul by S. Kilpatrick (drawn by E. Fournier)
2:26.0,,,106-107,1,E. Fournier makes free throw 1 of 2
2:26.0,,,106-108,1,E. Fournier makes free throw 2 of 2
2:10.0,B. Lopez misses 2-pt shot from 8 ft,,106-108,,
2:09.0,,,106-108,,Defensive rebound by S. Ibaka
2:05.0,Personal foul by S. Kilpatrick (drawn by E. Fournier),,106-108,,
2:05.0,,,106-109,1,E. Fournier makes free throw 1 of 2
2:05.0,,,106-110,1,E. Fournier makes free throw 2 of 2
1:56.0,J. Lin makes 2-pt shot from 11 ft,2,108-110,,
1:41.0,,,108-110,,Orlando full timeout
1:36.0,,,108-113,3,E. Fournier makes 3-pt shot from 24 ft (assist by N. Vucevic)
1:19.0,J. Lin misses 2-pt shot from 18 ft,,108-113,,
1:19.0,Offensive rebound by T. Booker,,108-113,,
1:13.0,B. Bogdanovic misses 3-pt shot from 24 ft,,108-113,,
1:12.0,,,108-113,,Defensive rebound by D. Augustin
0:50.0,,,108-113,,N. Vucevic misses 3-pt shot from 26 ft
0:50.0,Defensive rebound by Team,,108-113,,
0:42.0,J. Lin misses 2-pt shot from 15 ft,,108-113,,
0:42.0,,,108-113,,Defensive rebound by E. Fournier
0:33.0,Personal take foul by S. Kilpatrick (drawn by E. Fournier),,108-113,,
0:33.0,,,108-114,1,E. Fournier makes free throw 1 of 2
0:33.0,,,108-115,1,E. Fournier makes free throw 2 of 2
0:33.0,Brooklyn full timeout,,108-115,,
0:23.0,,,108-115,,Personal foul by N. Vucevic (drawn by J. Lin)
0:20.0,Offensive charge foul by B. Lopez,,108-115,,
0:20.0,Turnover by B. Lopez (offensive foul),,108-115,,
0:20.0,L. Scola enters the game for B. Lopez,,108-115,,
0:19.0,Personal take foul by B. Bogdanovic (drawn by E. Fournier),,108-115,,
0:19.0,,,108-116,1,E. Fournier makes free throw 1 of 2
0:19.0,,,108-117,1,E. Fournier makes free throw 2 of 2
0:10.0,J. Lin makes 3-pt shot from 25 ft (assist by L. Scola),3,111-117,,
0:09.0,Clear path foul by L. Scola,,111-117,,
0:09.0,,,111-117,,S. Ibaka misses clear path free throw 1 of 2
0:09.0,,,111-117,,Offensive rebound by Team
0:09.0,,,111-118,1,S. Ibaka makes clear path free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
