time,Houston,pts.away,score,pts.home,New Orleans
7:59.0,,,104-78,,S. Hill enters the game for D. Cunningham
7:57.0,,,104-78,,Defensive rebound by D. Cousins
7:41.0,,,104-78,,S. Hill misses 3-pt shot from 26 ft
7:41.0,,,104-78,,Offensive rebound by D. Cousins
7:41.0,Loose ball foul by M. Harrell (drawn by D. Cousins),,104-78,,
7:24.0,,,104-78,,D. Cousins misses 2-pt shot from 19 ft
7:24.0,Defensive rebound by P. Beverley,,104-78,,
7:09.0,Turnover by L. Williams (bad pass),,104-78,,
6:55.0,,,104-80,2,D. Cousins makes 2-pt shot from 17 ft (assist by J. Holiday)
6:44.0,M. Harrell makes 2-pt shot from 3 ft (assist by L. Williams),2,106-80,,
6:35.0,,,106-82,2,T. Frazier makes 2-pt shot from 2 ft
6:26.0,L. Williams makes 2-pt shot from 2 ft,2,108-82,,
6:15.0,Personal foul by L. Williams,,108-82,,
6:15.0,C. Capela enters the game for M. Harrell,,108-82,,
6:05.0,,,108-84,2,D. Cousins makes 2-pt shot from 2 ft (assist by J. Holiday)
5:39.0,L. Williams makes 3-pt shot from 24 ft (assist by E. Gordon),3,111-84,,
5:21.0,,,111-87,3,D. Cousins makes 3-pt shot from 26 ft (assist by S. Hill)
5:08.0,E. Gordon makes 3-pt shot from 28 ft,3,114-87,,
4:48.0,,,114-89,2,D. Cousins makes 2-pt shot from 2 ft
4:38.0,L. Williams makes 3-pt shot from 25 ft,3,117-89,,
4:38.0,,,117-89,,New Orleans full timeout
4:38.0,,,117-89,,A. Davis enters the game for S. Hill
4:38.0,,,117-89,,H. Thompson enters the game for O. Casspi
4:29.0,,,117-89,,Shooting foul by S. Dekker (drawn by A. Davis)
4:29.0,,,117-90,1,A. Davis makes free throw 1 of 2
4:29.0,,,117-91,1,A. Davis makes free throw 2 of 2
4:13.0,S. Dekker misses 2-pt shot from 1 ft,,117-91,,
4:13.0,,,117-91,,Defensive rebound by A. Davis
4:02.0,,,117-91,,H. Thompson misses 2-pt shot from 17 ft
4:02.0,Defensive rebound by C. Capela,,117-91,,
3:58.0,Shooting foul by H. Thompson,,117-91,,
3:58.0,L. Williams makes free throw 1 of 2,1,118-91,,
3:58.0,L. Williams makes free throw 2 of 2,1,119-91,,
3:40.0,,,119-91,,A. Davis misses 2-pt shot from 19 ft
3:40.0,,,119-91,,Offensive rebound by D. Cousins
3:34.0,,,119-93,2,H. Thompson makes 2-pt shot from 2 ft (assist by D. Cousins)
3:29.0,E. Gordon misses 3-pt shot from 27 ft,,119-93,,
3:24.0,Offensive rebound by C. Capela,,119-93,,
3:24.0,C. Capela makes 2-pt shot from 2 ft,2,121-93,,
3:15.0,,,121-93,,J. Holiday misses 3-pt shot from 23 ft
3:14.0,Defensive rebound by C. Capela,,121-93,,
3:08.0,E. Gordon misses 3-pt shot from 28 ft,,121-93,,
3:06.0,Offensive rebound by P. Beverley,,121-93,,
3:00.0,Turnover by P. Beverley (traveling),,121-93,,
3:00.0,M. Harrell enters the game for P. Beverley,,121-93,,
3:00.0,B. Brown enters the game for E. Gordon,,121-93,,
2:48.0,,,121-93,,A. Davis misses 2-pt shot from 15 ft
2:48.0,Defensive rebound by S. Dekker,,121-93,,
2:39.0,B. Brown misses 3-pt shot from 28 ft,,121-93,,
2:39.0,,,121-93,,Defensive rebound by D. Cousins
2:31.0,,,121-93,,Shooting foul by M. Harrell (drawn by D. Cousins)
2:31.0,Houston full timeout,,121-93,,
2:31.0,,,121-94,1,D. Cousins makes free throw 1 of 2
2:31.0,,,121-95,1,D. Cousins makes free throw 2 of 2
2:12.0,C. Capela makes 2-pt shot from 1 ft,2,123-95,,
1:58.0,,,123-95,,Shooting foul by M. Harrell (drawn by H. Thompson)
1:58.0,,,123-95,,H. Thompson misses free throw 1 of 2
1:58.0,,,123-95,,Offensive rebound by Team
1:58.0,,,123-96,1,H. Thompson makes free throw 2 of 2
1:36.0,Turnover by C. Capela (lost ball; steal by A. Davis),,123-96,,
1:27.0,,,123-96,,D. Cousins misses 2-pt shot from 3 ft (block by C. Capela)
1:27.0,,,123-96,,Offensive rebound by Team
1:27.0,,,123-96,,D. Motiejunas enters the game for D. Cousins
1:27.0,,,123-96,,D. Cunningham enters the game for A. Davis
1:24.0,,,123-96,,J. Holiday misses 3-pt shot from 25 ft
1:23.0,Defensive rebound by C. Capela,,123-96,,
1:11.0,S. Dekker makes 3-pt shot from 23 ft (assist by M. Harrell),3,126-96,,
1:01.0,,,126-96,,H. Thompson misses 3-pt shot from 25 ft
1:00.0,,,126-96,,Offensive rebound by D. Cunningham
0:48.0,,,126-99,3,D. Motiejunas makes 3-pt shot from 25 ft (assist by J. Holiday)
0:34.0,L. Williams makes 3-pt shot from 24 ft (assist by B. Brown),3,129-99,,
0:21.0,,,129-99,,T. Frazier misses 3-pt shot from 25 ft
0:20.0,Defensive rebound by C. Capela,,129-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
