time,Houston,pts.away,score,pts.home,Golden State
0:55.0,Turnover by J. Harden (lost ball; steal by S. Curry),,23-21,,
0:50.0,,,23-23,2,J. McAdoo makes 2-pt shot at rim (assist by S. Curry)
0:33.0,J. Harden misses 3-pt shot from 27 ft,,23-23,,
0:32.0,Offensive rebound by J. Harden,,23-23,,
0:27.0,Shooting foul by S. Livingston (drawn by T. Ariza),,23-23,,
0:27.0,T. Ariza makes free throw 1 of 3,1,24-23,,
0:27.0,T. Ariza misses free throw 2 of 3,,24-23,,
0:27.0,Offensive rebound by Team,,24-23,,
0:27.0,T. Ariza makes free throw 3 of 3,1,25-23,,
0:27.0,,,24-23,,K. Thompson enters the game for J. McAdoo
0:05.0,,,25-23,,K. Thompson misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by T. Ariza,,25-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,L. Williams misses 3-pt shot from 27 ft,,25-23,,
11:42.0,,,25-23,,Defensive rebound by A. Iguodala
11:30.0,,,25-23,,M. Barnes misses 3-pt shot from 26 ft
11:30.0,Defensive rebound by P. Beverley,,25-23,,
11:17.0,P. Beverley misses 2-pt shot from 1 ft,,25-23,,
11:16.0,,,25-23,,Defensive rebound by D. West
10:55.0,,,25-23,,K. Thompson misses 2-pt shot from 19 ft
10:55.0,,,25-23,,Offensive rebound by Team
10:55.0,,,25-23,,Turnover by Team (shot clock)
10:34.0,Shooting foul by K. Thompson (drawn by L. Williams),,25-23,,
10:34.0,L. Williams makes free throw 1 of 2,1,26-23,,
10:34.0,L. Williams makes free throw 2 of 2,1,27-23,,
10:21.0,,,27-23,,Turnover by D. West (lost ball; steal by C. Capela)
10:13.0,P. Beverley makes 2-pt shot from 2 ft,2,29-23,,
10:03.0,,,29-25,2,I. Clark makes 2-pt shot from 10 ft
9:55.0,Shooting foul by D. West (drawn by E. Gordon),,29-25,,
9:55.0,E. Gordon makes free throw 1 of 2,1,30-25,,
9:55.0,E. Gordon makes free throw 2 of 2,1,31-25,,
9:40.0,,,31-25,,K. Thompson misses 2-pt shot from 15 ft
9:40.0,Defensive rebound by C. Capela,,31-25,,
9:30.0,P. Beverley misses 2-pt shot from 2 ft,,31-25,,
9:30.0,Offensive rebound by C. Capela,,31-25,,
9:29.0,C. Capela makes 2-pt shot from 3 ft,2,33-25,,
9:16.0,,,33-27,2,D. West makes 2-pt shot from 20 ft (assist by A. Iguodala)
9:06.0,L. Williams misses 2-pt shot from 3 ft (block by D. West),,33-27,,
9:05.0,Offensive rebound by L. Williams,,33-27,,
9:00.0,E. Gordon misses 3-pt shot from 27 ft,,33-27,,
9:00.0,,,33-27,,Defensive rebound by Team
8:59.0,Official timeout,,33-27,,
8:44.0,,,33-29,2,D. West makes 2-pt shot from 19 ft (assist by A. Iguodala)
8:22.0,E. Gordon makes 2-pt shot from 6 ft (assist by C. Capela),2,35-29,,
8:11.0,,,35-29,,A. Iguodala misses 3-pt shot from 25 ft
8:11.0,Defensive rebound by Team,,35-29,,
8:11.0,,,35-29,,Loose ball foul by D. West (drawn by E. Gordon)
8:11.0,,,35-29,,D. Green enters the game for A. Iguodala
8:11.0,,,35-29,,S. Livingston enters the game for M. Barnes
7:54.0,C. Capela misses 2-pt shot from 6 ft,,35-29,,
7:53.0,,,35-29,,Defensive rebound by D. West
7:43.0,,,35-29,,D. West misses 2-pt shot from 6 ft
7:42.0,Defensive rebound by C. Capela,,35-29,,
7:33.0,C. Capela misses 2-pt shot from 4 ft (block by D. West),,35-29,,
7:33.0,Offensive rebound by Team,,35-29,,
7:33.0,Turnover by Team (5 sec inbounds),,35-29,,
7:22.0,,,35-31,2,S. Livingston makes 2-pt shot from 10 ft
7:12.0,P. Beverley makes 3-pt shot from 26 ft,3,38-31,,
6:58.0,,,38-31,,K. Thompson misses 2-pt shot from 12 ft
6:58.0,Defensive rebound by Team,,38-31,,
6:46.0,S. Dekker misses 3-pt shot from 26 ft,,38-31,,
6:45.0,,,38-31,,Defensive rebound by I. Clark
6:37.0,,,38-31,,Turnover by I. Clark (bad pass; steal by L. Williams)
6:18.0,C. Capela makes 2-pt shot from 2 ft,2,40-31,,
6:00.0,,,40-31,,K. Thompson misses 2-pt shot from 12 ft
5:59.0,Defensive rebound by L. Williams,,40-31,,
5:51.0,P. Beverley misses 3-pt shot from 27 ft,,40-31,,
5:50.0,Offensive rebound by C. Capela,,40-31,,
5:45.0,E. Gordon makes 3-pt shot from 26 ft (assist by C. Capela),3,43-31,,
5:44.0,,,43-31,,Golden State full timeout
5:40.0,J. Harden enters the game for C. Capela,,43-31,,
5:40.0,M. Harrell enters the game for P. Beverley,,43-31,,
5:40.0,T. Ariza enters the game for S. Dekker,,43-31,,
5:37.0,,,43-31,,J. McGee enters the game for K. Thompson
5:37.0,,,43-31,,S. Curry enters the game for D. West
5:27.0,,,43-31,,J. McGee misses 2-pt shot from 3 ft
5:26.0,,,43-31,,Offensive rebound by J. McGee
5:26.0,,,43-33,2,J. McGee makes 2-pt shot from 2 ft
5:16.0,M. Harrell makes 2-pt shot from 1 ft (assist by J. Harden),2,45-33,,
5:03.0,,,45-35,2,J. McGee makes 2-pt shot from 8 ft (assist by D. Green)
4:50.0,Turnover by J. Harden (bad pass),,45-35,,
4:39.0,,,45-35,,S. Curry misses 3-pt shot from 26 ft
4:39.0,Defensive rebound by J. Harden,,45-35,,
4:28.0,J. Harden misses 3-pt shot from 27 ft,,45-35,,
4:27.0,,,45-35,,Defensive rebound by D. Green
4:21.0,,,45-37,2,I. Clark makes 2-pt shot from 2 ft (assist by D. Green)
4:12.0,Shooting foul by S. Curry (drawn by J. Harden),,45-37,,
4:12.0,J. Harden makes free throw 1 of 3,1,46-37,,
4:12.0,J. Harden makes free throw 2 of 3,1,47-37,,
4:12.0,J. Harden makes free throw 3 of 3,1,48-37,,
4:02.0,,,48-39,2,J. McGee makes 2-pt shot at rim (assist by D. Green)
4:02.0,,,48-39,,Shooting foul by E. Gordon (drawn by J. McGee)
4:02.0,,,48-40,1,J. McGee makes free throw 1 of 1
3:48.0,L. Williams misses 2-pt shot from 3 ft,,48-40,,
3:48.0,Offensive rebound by L. Williams,,48-40,,
3:46.0,M. Harrell makes 2-pt shot from 2 ft (assist by L. Williams),2,50-40,,
3:46.0,Shooting foul by J. McGee (drawn by M. Harrell),,50-40,,
3:46.0,M. Harrell misses free throw 1 of 1,,50-40,,
3:44.0,Offensive rebound by J. Harden,,50-40,,
3:33.0,J. Harden misses 3-pt shot from 26 ft,,50-40,,
3:32.0,,,50-40,,Defensive rebound by I. Clark
3:25.0,,,50-40,,Turnover by D. Green (bad pass; steal by E. Gordon)
3:14.0,E. Gordon misses 3-pt shot from 28 ft,,50-40,,
3:12.0,,,50-40,,Defensive rebound by D. Green
3:05.0,,,50-42,2,D. Green makes 2-pt shot from 5 ft
2:57.0,L. Williams makes 2-pt shot from 1 ft (assist by E. Gordon),2,52-42,,
2:51.0,,,52-42,,Golden State full timeout
2:51.0,Houston full timeout,,52-42,,
2:51.0,,,52-42,,A. Iguodala enters the game for S. Livingston
2:51.0,,,52-42,,K. Thompson enters the game for I. Clark
2:51.0,P. Beverley enters the game for E. Gordon,,52-42,,
2:42.0,,,52-44,2,J. McGee makes 2-pt shot at rim (assist by D. Green)
2:19.0,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden),3,55-44,,
2:06.0,,,55-44,,D. Green misses 2-pt shot from 3 ft
2:05.0,,,55-44,,Offensive rebound by J. McGee
2:05.0,,,55-46,2,J. McGee makes 2-pt shot from 2 ft
1:59.0,,,55-46,,Violation by J. McGee (def goaltending)
1:59.0,T. Ariza makes 2-pt shot from 2 ft,2,57-46,,
1:41.0,,,57-46,,S. Curry misses 2-pt shot from 19 ft
1:41.0,Defensive rebound by J. Harden,,57-46,,
1:34.0,Shooting foul by J. McGee (drawn by J. Harden),,57-46,,
1:34.0,J. Harden makes free throw 1 of 2,1,58-46,,
1:34.0,J. Harden makes free throw 2 of 2,1,59-46,,
1:21.0,,,59-48,2,K. Thompson makes 2-pt shot from 3 ft (assist by S. Curry)
1:10.0,J. Harden misses 3-pt shot from 26 ft,,59-48,,
1:10.0,,,59-48,,Defensive rebound by J. McGee
1:05.0,,,59-51,3,K. Thompson makes 3-pt shot from 27 ft (assist by S. Curry)
0:41.0,M. Harrell misses 2-pt shot from 7 ft (block by J. McGee),,59-51,,
0:40.0,,,59-51,,Defensive rebound by S. Curry
0:32.0,,,59-53,2,J. McGee makes 2-pt shot at rim (assist by K. Thompson)
0:13.0,T. Ariza misses 3-pt shot from 25 ft,,59-53,,
0:13.0,Offensive rebound by M. Harrell,,59-53,,
0:13.0,M. Harrell makes 2-pt shot at rim,2,61-53,,
0:07.0,Personal foul by M. Harrell (drawn by D. Green),,61-53,,
0:00.0,,,61-56,3,A. Iguodala makes 3-pt shot from 27 ft (assist by K. Thompson)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,J. Harden makes 3-pt shot from 26 ft (assist by C. Capela),3,64-56,,
11:28.0,,,64-56,,D. Green misses 3-pt shot from 27 ft
11:28.0,Defensive rebound by J. Harden,,64-56,,
11:19.0,J. Harden misses 2-pt shot from 3 ft,,64-56,,
11:18.0,Offensive rebound by C. Capela,,64-56,,
11:18.0,C. Capela misses 2-pt shot from 1 ft,,64-56,,
11:18.0,,,64-56,,Defensive rebound by Team
11:07.0,,,64-56,,D. Green misses 2-pt shot from 4 ft
11:07.0,,,64-56,,Offensive rebound by Team
11:04.0,,,64-58,2,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry)
10:47.0,T. Ariza misses 3-pt shot from 26 ft,,64-58,,
10:47.0,,,64-58,,Defensive rebound by K. Thompson
10:38.0,,,64-60,2,K. Thompson makes 2-pt shot from 2 ft
10:25.0,P. Beverley makes 3-pt shot from 25 ft,3,67-60,,
9:59.0,,,67-63,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
9:56.0,Houston full timeout,,67-63,,
9:32.0,P. Beverley misses 2-pt shot from 23 ft,,67-63,,
9:32.0,,,67-63,,Defensive rebound by K. Thompson
9:15.0,,,67-65,2,S. Curry makes 2-pt shot from 1 ft
8:53.0,E. Gordon makes 3-pt shot from 30 ft (assist by T. Ariza),3,70-65,,
8:34.0,,,70-65,,Z. Pachulia misses 2-pt shot from 8 ft
8:34.0,,,70-65,,Offensive rebound by Team
8:19.0,,,70-65,,M. Barnes misses 2-pt shot from 23 ft
8:19.0,,,70-65,,Offensive rebound by Team
8:19.0,Loose ball foul by T. Ariza (drawn by Z. Pachulia),,70-65,,
8:15.0,,,70-65,,K. Thompson misses 2-pt shot from 4 ft
8:14.0,Defensive rebound by C. Capela,,70-65,,
8:09.0,,,70-65,,Personal foul by Z. Pachulia (drawn by J. Harden)
7:59.0,J. Harden misses 2-pt shot from 2 ft,,70-65,,
7:58.0,Offensive rebound by C. Capela,,70-65,,
7:58.0,C. Capela misses 2-pt shot from 3 ft,,70-65,,
7:57.0,Offensive rebound by C. Capela,,70-65,,
7:57.0,C. Capela misses 2-pt shot from 1 ft,,70-65,,
7:56.0,,,70-65,,Defensive rebound by K. Thompson
7:40.0,,,70-65,,K. Thompson misses 2-pt shot from 16 ft
7:40.0,Defensive rebound by C. Capela,,70-65,,
7:19.0,C. Capela makes 2-pt shot from 3 ft (assist by P. Beverley),2,72-65,,
7:13.0,Personal foul by J. Harden (drawn by S. Curry),,72-65,,
7:13.0,,,72-65,,J. McGee enters the game for Z. Pachulia
7:04.0,,,72-65,,J. McGee misses 2-pt shot from 1 ft
7:03.0,,,72-65,,Offensive rebound by J. McGee
7:03.0,,,72-65,,J. McGee misses 2-pt shot from 3 ft
7:02.0,Defensive rebound by J. Harden,,72-65,,
6:45.0,Turnover by J. Harden (lost ball; steal by D. Green),,72-65,,
6:41.0,,,72-65,,Shooting foul by P. Beverley (drawn by M. Barnes)
6:41.0,,,72-66,1,M. Barnes makes free throw 1 of 2
6:41.0,,,72-67,1,M. Barnes makes free throw 2 of 2
6:29.0,J. Harden misses 2-pt shot from 2 ft (block by J. McGee),,72-67,,
6:28.0,,,72-67,,Defensive rebound by K. Thompson
6:22.0,,,72-70,3,S. Curry makes 3-pt shot from 24 ft (assist by K. Thompson)
6:05.0,P. Beverley misses 2-pt shot from 2 ft (block by J. McGee),,72-70,,
6:04.0,Offensive rebound by C. Capela,,72-70,,
6:04.0,C. Capela misses 2-pt shot from 2 ft (block by J. McGee),,72-70,,
6:04.0,,,72-70,,Defensive rebound by Team
6:04.0,L. Williams enters the game for P. Beverley,,72-70,,
5:55.0,,,72-70,,Offensive foul by D. Green
5:55.0,,,72-70,,Turnover by D. Green (offensive foul)
5:55.0,,,72-70,,A. Iguodala enters the game for D. Green
5:55.0,,,72-70,,S. Livingston enters the game for M. Barnes
5:55.0,M. Harrell enters the game for C. Capela,,72-70,,
5:44.0,J. Harden makes 2-pt shot from 1 ft,2,74-70,,
5:31.0,,,74-70,,S. Curry misses 3-pt shot from 27 ft
5:31.0,,,74-70,,Offensive rebound by Team
5:30.0,Inbound foul by J. Harden,,74-70,,
5:30.0,,,74-71,1,S. Curry makes free throw 1 of 1
5:23.0,,,74-71,,K. Thompson misses 3-pt shot from 25 ft
5:23.0,,,74-71,,Offensive rebound by S. Curry
5:09.0,,,74-71,,S. Livingston misses 2-pt shot from 13 ft
5:07.0,,,74-71,,Offensive rebound by S. Curry
4:56.0,,,74-71,,K. Thompson misses 2-pt shot from 1 ft (block by J. Harden)
4:55.0,,,74-71,,Offensive rebound by K. Thompson
4:48.0,,,74-71,,S. Curry misses 3-pt shot from 29 ft
4:48.0,,,74-71,,Offensive rebound by Team
4:48.0,Loose ball foul by E. Gordon (drawn by J. McGee),,74-71,,
4:48.0,,,74-71,,J. McGee misses free throw 1 of 2
4:48.0,,,74-71,,Offensive rebound by Team
4:48.0,,,74-71,,J. McGee misses free throw 2 of 2
4:46.0,Defensive rebound by M. Harrell,,74-71,,
4:35.0,J. Harden misses 3-pt shot from 27 ft,,74-71,,
4:35.0,,,74-71,,Defensive rebound by Team
4:13.0,,,74-71,,A. Iguodala misses 2-pt shot from 3 ft
4:12.0,,,74-71,,Offensive rebound by A. Iguodala
4:12.0,,,74-73,2,A. Iguodala makes 2-pt shot from 1 ft
4:00.0,L. Williams makes 2-pt shot from 17 ft (assist by J. Harden),2,76-73,,
3:49.0,,,76-73,,J. McGee misses 2-pt shot from 2 ft
3:48.0,Defensive rebound by J. Harden,,76-73,,
3:42.0,M. Harrell makes 2-pt shot at rim (assist by J. Harden),2,78-73,,
3:37.0,,,78-73,,Golden State full timeout
3:37.0,S. Dekker enters the game for E. Gordon,,78-73,,
3:37.0,,,78-73,,D. Green enters the game for K. Thompson
3:28.0,,,78-75,2,S. Curry makes 2-pt shot from 2 ft
2:59.0,S. Dekker misses 2-pt shot from 3 ft (block by J. McGee),,78-75,,
2:59.0,Offensive rebound by S. Dekker,,78-75,,
2:59.0,S. Dekker makes 2-pt shot from 3 ft,2,80-75,,
2:40.0,,,80-78,3,S. Curry makes 3-pt shot from 25 ft (assist by A. Iguodala)
2:25.0,M. Harrell makes 2-pt shot from 3 ft (assist by L. Williams),2,82-78,,
1:58.0,,,82-78,,Turnover by Team (shot clock)
1:58.0,,,82-78,,J. McAdoo enters the game for J. McGee
1:43.0,T. Ariza makes 3-pt shot from 25 ft (assist by S. Dekker),3,85-78,,
1:31.0,Shooting block foul by M. Harrell (drawn by S. Curry),,85-78,,
1:31.0,,,85-79,1,S. Curry makes free throw 1 of 2
1:31.0,,,85-79,,S. Curry misses free throw 2 of 2
1:30.0,Defensive rebound by J. Harden,,85-79,,
1:16.0,S. Dekker misses 2-pt shot from 1 ft (block by D. Green),,85-79,,
1:16.0,Offensive rebound by Team,,85-79,,
1:12.0,M. Harrell misses 2-pt shot from 2 ft (block by D. Green),,85-79,,
1:11.0,,,85-79,,Defensive rebound by S. Livingston
1:05.0,,,85-81,2,S. Livingston makes 2-pt shot from 17 ft
0:51.0,L. Williams misses 2-pt shot from 2 ft,,85-81,,
0:50.0,,,85-81,,Defensive rebound by S. Curry
0:34.0,,,85-81,,D. Green misses 3-pt shot from 27 ft
0:33.0,Defensive rebound by T. Ariza,,85-81,,
0:10.0,J. Harden misses 2-pt shot from 5 ft,,85-81,,
0:09.0,Offensive rebound by Team,,85-81,,
0:08.0,Turnover by Team (shot clock),,85-81,,
0:08.0,,,85-81,,K. Thompson enters the game for S. Livingston
0:08.0,,,85-81,,I. Clark enters the game for J. McAdoo
0:02.0,,,85-81,,Shooting foul by M. Harrell (drawn by S. Curry)
0:02.0,,,85-82,1,S. Curry makes free throw 1 of 2
0:02.0,,,85-83,1,S. Curry makes free throw 2 of 2
0:02.0,,,85-82,,S. Livingston enters the game for K. Thompson
0:02.0,,,85-82,,M. Barnes enters the game for I. Clark
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,85-85,2,D. West makes 2-pt shot from 2 ft (assist by M. Barnes)
11:26.0,Shooting foul by K. Thompson (drawn by L. Williams),,85-85,,
11:26.0,L. Williams makes free throw 1 of 2,1,86-85,,
11:26.0,L. Williams makes free throw 2 of 2,1,87-85,,
11:10.0,,,87-85,,Offensive foul by D. West
11:10.0,,,87-85,,Turnover by D. West (offensive foul)
10:59.0,L. Williams makes 2-pt shot from 3 ft,2,89-85,,
10:37.0,,,89-85,,I. Clark misses 3-pt shot from 25 ft
10:36.0,Defensive rebound by E. Gordon,,89-85,,
10:24.0,E. Gordon misses 2-pt shot from 4 ft (block by A. Iguodala),,89-85,,
10:24.0,,,89-85,,Defensive rebound by Team
10:16.0,,,89-88,3,K. Thompson makes 3-pt shot from 24 ft (assist by D. West)
10:06.0,Turnover by C. Capela (bad pass; steal by M. Barnes),,89-88,,
9:57.0,,,89-88,,I. Clark misses 3-pt shot from 24 ft
9:56.0,Defensive rebound by S. Dekker,,89-88,,
9:40.0,S. Dekker makes 3-pt shot from 25 ft (assist by P. Beverley),3,92-88,,
9:13.0,,,92-88,,D. West misses 2-pt shot from 3 ft
9:13.0,Defensive rebound by P. Beverley,,92-88,,
8:53.0,Turnover by C. Capela (lost ball; steal by M. Barnes),,92-88,,
8:47.0,,,92-88,,K. Thompson misses 3-pt shot from 31 ft
8:47.0,Defensive rebound by S. Dekker,,92-88,,
8:34.0,C. Capela misses 2-pt shot from 6 ft (block by A. Iguodala),,92-88,,
8:34.0,,,92-88,,Defensive rebound by Team
8:34.0,Official timeout,,92-88,,
8:12.0,,,92-88,,A. Iguodala misses 3-pt shot from 26 ft
8:11.0,Defensive rebound by E. Gordon,,92-88,,
7:54.0,L. Williams misses 3-pt shot from 28 ft,,92-88,,
7:53.0,,,92-88,,Defensive rebound by A. Iguodala
7:40.0,,,92-90,2,M. Barnes makes 2-pt shot from 1 ft (assist by A. Iguodala)
7:15.0,E. Gordon misses 3-pt shot from 29 ft,,92-90,,
7:15.0,,,92-90,,Defensive rebound by A. Iguodala
7:07.0,,,92-92,2,A. Iguodala makes 2-pt shot from 2 ft
7:06.0,Houston full timeout,,92-92,,
7:06.0,T. Ariza enters the game for S. Dekker,,92-92,,
7:06.0,,,92-92,,S. Livingston enters the game for M. Barnes
7:06.0,,,92-92,,D. Green enters the game for A. Iguodala
6:44.0,T. Ariza misses 3-pt shot from 24 ft,,92-92,,
6:42.0,Offensive rebound by C. Capela,,92-92,,
6:42.0,Turnover by C. Capela (traveling),,92-92,,
6:27.0,,,92-92,,Turnover by D. West (bad pass; steal by E. Gordon)
6:20.0,E. Gordon misses 3-pt shot from 26 ft,,92-92,,
6:19.0,,,92-92,,Defensive rebound by D. Green
6:09.0,,,92-92,,I. Clark misses 3-pt shot from 27 ft
6:09.0,,,92-92,,Offensive rebound by D. West
5:58.0,,,92-95,3,I. Clark makes 3-pt shot from 26 ft (assist by D. Green)
5:36.0,C. Capela misses 2-pt shot from 3 ft (block by D. Green),,92-95,,
5:35.0,,,92-95,,Defensive rebound by D. Green
5:21.0,,,92-95,,D. West misses 2-pt shot from 6 ft
5:20.0,Defensive rebound by C. Capela,,92-95,,
5:09.0,Shooting foul by D. West (drawn by C. Capela),,92-95,,
5:09.0,C. Capela misses free throw 1 of 2,,92-95,,
5:09.0,Offensive rebound by Team,,92-95,,
5:09.0,C. Capela misses free throw 2 of 2,,92-95,,
5:09.0,,,92-95,,M. Barnes enters the game for K. Thompson
5:09.0,,,92-95,,A. Iguodala enters the game for I. Clark
5:09.0,,,92-95,,S. Curry enters the game for D. West
5:09.0,J. Harden enters the game for P. Beverley,,92-95,,
5:07.0,,,92-95,,Defensive rebound by M. Barnes
4:51.0,,,92-95,,D. Green misses 3-pt shot from 26 ft
4:50.0,Defensive rebound by J. Harden,,92-95,,
