time,Houston,pts.away,score,pts.home,LA Clippers
5:43.0,N. Hilario makes 2-pt shot from 3 ft (assist by J. Harden),2,115-93,,
5:31.0,Violation by N. Hilario (kicked ball),,115-93,,
5:31.0,Official timeout,,115-93,,
5:31.0,,,115-93,,J. Redick enters the game for R. Felton
5:26.0,,,115-93,,B. Griffin misses 2-pt shot from 5 ft
5:24.0,Defensive rebound by R. Anderson,,115-93,,
5:15.0,N. Hilario makes 2-pt shot at rim (assist by J. Harden),2,117-93,,
4:49.0,,,117-93,,C. Paul misses 3-pt shot from 26 ft (block by T. Ariza)
4:47.0,Defensive rebound by N. Hilario,,117-93,,
4:38.0,N. Hilario makes 2-pt shot at rim,2,119-93,,
4:38.0,Shooting foul by C. Paul (drawn by N. Hilario),,119-93,,
4:38.0,N. Hilario makes free throw 1 of 1,1,120-93,,
4:38.0,,,119-93,,R. Felton enters the game for C. Paul
4:38.0,,,119-93,,B. Bass enters the game for D. Jordan
4:38.0,,,119-93,,W. Johnson enters the game for B. Griffin
4:26.0,,,120-93,,W. Johnson misses 3-pt shot from 26 ft
4:25.0,Defensive rebound by P. Beverley,,120-93,,
4:11.0,J. Harden misses 3-pt shot from 25 ft,,120-93,,
4:10.0,Offensive rebound by R. Anderson,,120-93,,
4:03.0,Turnover by N. Hilario (lost ball; steal by R. Felton),,120-93,,
3:58.0,Violation by N. Hilario (def goaltending),,120-93,,
3:58.0,,,120-95,2,A. Rivers makes 2-pt shot from 4 ft
3:39.0,R. Anderson misses 2-pt shot from 2 ft,,120-95,,
3:39.0,Offensive rebound by R. Anderson,,120-95,,
3:39.0,R. Anderson misses 2-pt shot from 2 ft,,120-95,,
3:37.0,,,120-95,,Defensive rebound by B. Bass
3:26.0,,,120-98,3,A. Rivers makes 3-pt shot from 26 ft
3:13.0,J. Harden misses 3-pt shot from 25 ft,,120-98,,
3:12.0,,,120-98,,Defensive rebound by W. Johnson
3:08.0,E. Gordon enters the game for P. Beverley,,120-98,,
3:08.0,L. Williams enters the game for R. Anderson,,120-98,,
2:56.0,Violation by N. Hilario (kicked ball),,120-98,,
2:56.0,,,120-98,,LA Clippers full timeout
2:56.0,C. Capela enters the game for N. Hilario,,120-98,,
2:42.0,,,120-98,,W. Johnson misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by L. Williams,,120-98,,
2:30.0,Shooting foul by W. Johnson (drawn by C. Capela),,120-98,,
2:30.0,C. Capela makes free throw 1 of 2,1,121-98,,
2:30.0,C. Capela makes free throw 2 of 2,1,122-98,,
2:20.0,,,122-101,3,A. Rivers makes 3-pt shot from 26 ft
2:09.0,L. Williams misses 3-pt shot from 26 ft,,122-101,,
2:07.0,,,122-101,,Defensive rebound by W. Johnson
1:52.0,,,122-101,,B. Bass misses 2-pt shot from 13 ft
1:50.0,Defensive rebound by T. Ariza,,122-101,,
1:35.0,T. Ariza misses 3-pt shot from 26 ft,,122-101,,
1:34.0,,,122-101,,Defensive rebound by A. Rivers
1:18.0,,,122-101,,A. Rivers misses 3-pt shot from 26 ft
1:15.0,Defensive rebound by J. Harden,,122-101,,
1:07.0,E. Gordon misses 3-pt shot from 26 ft,,122-101,,
1:05.0,,,122-101,,Defensive rebound by R. Felton
1:00.0,,,122-101,,W. Johnson misses 3-pt shot from 25 ft
0:59.0,Defensive rebound by C. Capela,,122-101,,
0:44.0,C. Capela misses 2-pt shot from 4 ft (block by J. Redick),,122-101,,
0:43.0,Offensive rebound by C. Capela,,122-101,,
0:43.0,Turnover by C. Capela (bad pass),,122-101,,
0:43.0,S. Dekker enters the game for J. Harden,,122-101,,
0:43.0,B. Brown enters the game for T. Ariza,,122-101,,
0:32.0,,,122-103,2,B. Bass makes 2-pt shot at rim (assist by R. Felton)
0:17.0,L. Williams misses 3-pt shot from 26 ft,,122-103,,
0:16.0,,,122-103,,Defensive rebound by R. Felton
0:10.0,,,122-103,,A. Rivers misses 3-pt shot from 25 ft
0:06.0,Defensive rebound by C. Capela,,122-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
