time,LA Clippers,pts.away,score,pts.home,Sacramento
1:31.0,J. Redick enters the game for L. Mbah a Moute,,100-96,,
1:31.0,J. Crawford enters the game for R. Felton,,100-96,,
1:06.0,J. Crawford misses 3-pt shot from 27 ft,,100-96,,
1:05.0,,,100-96,,Defensive rebound by Team
0:56.0,,,100-96,,Shooting foul by C. Paul (drawn by D. Collison)
0:56.0,,,100-97,1,D. Collison makes free throw 1 of 2
0:56.0,,,100-98,1,D. Collison makes free throw 2 of 2
0:56.0,LA Clippers full timeout,,100-98,,
0:56.0,M. Speights enters the game for J. Crawford,,100-97,,
0:56.0,J. Crawford enters the game for M. Speights,,100-98,,
0:41.0,Turnover by C. Paul (lost ball),,100-98,,
0:41.0,L. Mbah a Moute enters the game for J. Redick,,100-98,,
0:41.0,R. Felton enters the game for J. Crawford,,100-98,,
0:24.0,,,100-98,,Turnover by D. Cousins (bad pass; steal by C. Paul)
0:23.0,,,100-98,,Personal foul by G. Temple (drawn by C. Paul)
0:23.0,C. Paul makes free throw 1 of 2,1,101-98,,
0:23.0,C. Paul makes free throw 2 of 2,1,102-98,,
0:23.0,,,102-98,,Sacramento full timeout
0:18.0,,,102-98,,D. Cousins misses 3-pt shot from 25 ft
0:18.0,Defensive rebound by A. Rivers,,102-98,,
0:18.0,,,102-98,,Personal foul by G. Temple (drawn by C. Paul)
0:18.0,C. Paul makes free throw 1 of 2,1,103-98,,
0:18.0,C. Paul makes free throw 2 of 2,1,104-98,,
0:18.0,,,104-98,,Sacramento full timeout
0:10.0,,,104-98,,D. Collison misses 3-pt shot from 25 ft
0:08.0,Defensive rebound by C. Paul,,104-98,,
0:08.0,,,104-98,,Personal foul by G. Temple (drawn by C. Paul)
0:08.0,C. Paul makes free throw 1 of 2,1,105-98,,
0:08.0,C. Paul makes free throw 2 of 2,1,106-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
