time,Atlanta,pts.away,score,pts.home,Washington
7:53.0,T. Hardaway misses 2-pt shot from 11 ft,,10-8,,
7:51.0,,,10-8,,Defensive rebound by M. Gortat
7:50.0,,,10-8,,Turnover by M. Gortat (bad pass)
7:36.0,D. Howard makes 2-pt shot from 12 ft (assist by T. Hardaway),2,12-8,,
7:22.0,,,12-8,,Turnover by J. Wall (bad pass; steal by T. Sefolosha)
7:09.0,T. Hardaway makes 2-pt shot at rim (assist by E. Ilyasova),2,14-8,,
6:56.0,,,14-8,,J. Wall misses 2-pt shot from 2 ft
6:55.0,Defensive rebound by E. Ilyasova,,14-8,,
6:47.0,D. Schroder misses 2-pt shot from 1 ft,,14-8,,
6:47.0,,,14-8,,Defensive rebound by M. Gortat
6:42.0,Personal block foul by E. Ilyasova (drawn by J. Wall),,14-8,,
6:36.0,,,14-8,,B. Beal misses 2-pt shot from 19 ft
6:36.0,Defensive rebound by D. Howard,,14-8,,
6:25.0,T. Hardaway misses 3-pt shot from 29 ft,,14-8,,
6:24.0,Offensive rebound by Team,,14-8,,
6:21.0,E. Ilyasova misses 3-pt shot from 24 ft,,14-8,,
6:19.0,,,14-8,,Defensive rebound by M. Gortat
6:10.0,,,14-8,,J. Wall misses 2-pt shot from 20 ft
6:10.0,Defensive rebound by T. Sefolosha,,14-8,,
5:58.0,Turnover by D. Howard (lost ball),,14-8,,
5:58.0,,,14-8,,Washington full timeout
5:44.0,,,14-8,,M. Gortat misses 2-pt shot from 8 ft
5:43.0,Defensive rebound by T. Sefolosha,,14-8,,
5:32.0,D. Howard misses 2-pt shot from 16 ft,,14-8,,
5:31.0,,,14-8,,Defensive rebound by J. Wall
5:22.0,,,14-8,,M. Morris misses 3-pt shot from 23 ft
5:21.0,Defensive rebound by D. Schroder,,14-8,,
5:14.0,Turnover by D. Schroder (lost ball; steal by B. Beal),,14-8,,
5:07.0,,,14-8,,M. Morris misses 2-pt shot from 1 ft
5:07.0,,,14-8,,Offensive rebound by Team
5:07.0,Loose ball foul by E. Ilyasova (drawn by M. Morris),,14-8,,
5:07.0,T. Waller-Prince enters the game for E. Ilyasova,,14-8,,
5:07.0,M. Muscala enters the game for T. Sefolosha,,14-8,,
4:54.0,,,14-8,,O. Porter misses 2-pt shot from 20 ft
4:53.0,Defensive rebound by D. Howard,,14-8,,
4:35.0,D. Howard makes 2-pt shot from 5 ft (assist by T. Hardaway),2,16-8,,
4:10.0,,,16-8,,J. Wall misses 2-pt shot from 19 ft
4:09.0,Defensive rebound by D. Howard,,16-8,,
4:00.0,T. Waller-Prince makes 2-pt shot from 1 ft (assist by D. Schroder),2,18-8,,
3:43.0,,,18-8,,B. Beal misses 2-pt shot from 2 ft
3:43.0,Defensive rebound by Team,,18-8,,
3:43.0,,,18-8,,J. Smith enters the game for M. Morris
3:43.0,,,18-8,,K. Oubre enters the game for O. Porter
3:29.0,,,18-8,,Personal foul by J. Wall (drawn by T. Hardaway)
3:29.0,Atlanta full timeout,,18-8,,
3:29.0,,,18-8,,I. Mahinmi enters the game for M. Gortat
3:20.0,D. Schroder misses 2-pt shot from 18 ft,,18-8,,
3:19.0,,,18-8,,Defensive rebound by J. Smith
3:16.0,,,18-8,,Turnover by J. Smith (bad pass; steal by D. Howard)
3:12.0,D. Schroder misses 2-pt shot from 6 ft,,18-8,,
3:11.0,Offensive rebound by T. Hardaway,,18-8,,
3:08.0,T. Hardaway misses 2-pt shot from 2 ft,,18-8,,
3:07.0,Offensive rebound by T. Waller-Prince,,18-8,,
3:01.0,T. Hardaway makes 2-pt shot from 1 ft (assist by T. Waller-Prince),2,20-8,,
2:45.0,,,20-8,,Shooting foul by T. Hardaway (drawn by B. Beal)
2:45.0,,,20-10,2,B. Beal makes 2-pt shot from 19 ft (assist by J. Wall)
2:45.0,,,20-10,,B. Beal misses free throw 1 of 1
2:45.0,M. Delaney enters the game for D. Schroder,,20-10,,
2:45.0,M. Dunleavy enters the game for T. Hardaway,,20-10,,
2:44.0,Defensive rebound by D. Howard,,20-10,,
2:26.0,M. Muscala misses 3-pt shot from 25 ft (block by J. Smith),,20-10,,
2:24.0,Offensive rebound by M. Muscala,,20-10,,
2:20.0,M. Muscala misses 3-pt shot from 35 ft,,20-10,,
2:19.0,,,20-10,,Defensive rebound by J. Wall
2:14.0,,,20-10,,B. Jennings enters the game for J. Wall
2:14.0,K. Humphries enters the game for D. Howard,,20-10,,
2:11.0,,,20-13,3,B. Beal makes 3-pt shot from 24 ft (assist by K. Oubre)
1:56.0,M. Dunleavy misses 2-pt shot from 13 ft,,20-13,,
1:55.0,,,20-13,,Defensive rebound by K. Oubre
1:43.0,,,20-13,,B. Beal misses 3-pt shot from 26 ft
1:42.0,Defensive rebound by M. Delaney,,20-13,,
1:22.0,,,20-13,,Personal foul by I. Mahinmi (drawn by K. Humphries)
1:15.0,Turnover by M. Muscala (bad pass),,20-13,,
1:03.0,,,20-15,2,J. Smith makes 2-pt shot from 15 ft (assist by B. Jennings)
1:03.0,,,20-15,,Shooting foul by M. Muscala (drawn by J. Smith)
1:03.0,,,20-16,1,J. Smith makes free throw 1 of 1
0:52.0,T. Waller-Prince misses 2-pt shot from 18 ft,,20-16,,
0:51.0,,,20-16,,Defensive rebound by J. Smith
0:38.0,,,20-16,,Turnover by I. Mahinmi (bad pass; steal by M. Dunleavy)
0:33.0,M. Delaney misses 2-pt shot from 2 ft (block by J. Smith),,20-16,,
0:33.0,,,20-16,,Defensive rebound by I. Mahinmi
0:25.0,,,20-16,,B. Jennings misses 2-pt shot from 3 ft (block by T. Waller-Prince)
0:23.0,Defensive rebound by M. Delaney,,20-16,,
0:02.0,M. Delaney misses 2-pt shot from 7 ft,,20-16,,
0:01.0,,,20-16,,Defensive rebound by I. Mahinmi
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,20-16,,K. Oubre misses 2-pt shot from 20 ft
11:41.0,Defensive rebound by K. Humphries,,20-16,,
11:24.0,M. Dunleavy makes 3-pt shot from 26 ft (assist by M. Muscala),3,23-16,,
11:10.0,,,23-18,2,B. Bogdanovic makes 2-pt shot from 5 ft (assist by B. Jennings)
10:48.0,M. Muscala misses 2-pt shot from 19 ft,,23-18,,
10:47.0,,,23-18,,Defensive rebound by B. Jennings
10:33.0,,,23-20,2,J. Smith makes 2-pt shot from 20 ft (assist by B. Jennings)
10:17.0,M. Dunleavy misses 2-pt shot from 21 ft,,23-20,,
10:16.0,,,23-20,,Defensive rebound by B. Bogdanovic
10:04.0,,,23-23,3,J. Smith makes 3-pt shot from 24 ft (assist by B. Jennings)
9:41.0,K. Humphries makes 2-pt shot from 16 ft,2,25-23,,
9:30.0,,,25-23,,J. Smith misses 3-pt shot from 25 ft
9:29.0,,,25-23,,Offensive rebound by I. Mahinmi
9:28.0,,,25-23,,Turnover by I. Mahinmi (bad pass)
9:28.0,E. Ilyasova enters the game for M. Muscala,,25-23,,
9:18.0,M. Dunleavy makes 3-pt shot from 25 ft (assist by M. Delaney),3,28-23,,
8:59.0,,,28-23,,Turnover by K. Oubre (bad pass; steal by M. Delaney)
8:56.0,M. Delaney makes 2-pt shot at rim,2,30-23,,
8:44.0,,,30-25,2,B. Jennings makes 2-pt shot from 11 ft
8:40.0,,,30-25,,Personal foul by B. Jennings (drawn by M. Delaney)
8:40.0,Official timeout,,30-25,,
8:28.0,E. Ilyasova misses 3-pt shot from 25 ft,,30-25,,
8:27.0,,,30-25,,Defensive rebound by B. Bogdanovic
8:02.0,,,30-28,3,B. Bogdanovic makes 3-pt shot from 27 ft (assist by J. Smith)
7:46.0,K. Humphries misses 2-pt shot from 11 ft,,30-28,,
7:45.0,,,30-28,,Defensive rebound by J. Smith
7:38.0,,,30-28,,B. Jennings misses 3-pt shot from 28 ft
7:37.0,,,30-28,,Offensive rebound by I. Mahinmi
7:34.0,,,30-28,,B. Bogdanovic misses 3-pt shot from 26 ft
7:33.0,,,30-28,,Offensive rebound by I. Mahinmi
7:29.0,,,30-28,,Turnover by B. Bogdanovic (lost ball)
7:29.0,D. Schroder enters the game for T. Waller-Prince,,30-28,,
7:29.0,T. Sefolosha enters the game for M. Delaney,,30-28,,
7:29.0,T. Hardaway enters the game for M. Dunleavy,,30-28,,
7:29.0,D. Howard enters the game for K. Humphries,,30-28,,
7:22.0,E. Ilyasova misses 2-pt shot from 4 ft,,30-28,,
7:20.0,,,30-28,,Defensive rebound by Team
7:07.0,Personal foul by E. Ilyasova (drawn by K. Oubre),,30-28,,
7:07.0,,,30-28,,J. Wall enters the game for B. Jennings
7:07.0,,,30-28,,M. Morris enters the game for J. Smith
6:54.0,,,30-28,,J. Wall misses 2-pt shot from 10 ft
6:53.0,Defensive rebound by E. Ilyasova,,30-28,,
6:37.0,D. Schroder makes 2-pt shot from 2 ft,2,32-28,,
6:26.0,,,32-28,,Offensive foul by I. Mahinmi
6:26.0,,,32-28,,Turnover by I. Mahinmi (offensive foul)
6:17.0,,,32-28,,Personal foul by K. Oubre (drawn by D. Schroder)
6:06.0,Turnover by D. Schroder (lost ball),,32-28,,
5:54.0,,,32-30,2,M. Morris makes 2-pt shot at rim (assist by J. Wall)
5:51.0,Atlanta full timeout,,32-30,,
5:51.0,,,32-30,,M. Gortat enters the game for I. Mahinmi
5:51.0,T. Waller-Prince enters the game for E. Ilyasova,,32-30,,
5:38.0,Turnover by T. Waller-Prince (bad pass),,32-30,,
5:24.0,,,32-30,,Turnover by B. Bogdanovic (lost ball; steal by T. Waller-Prince)
5:20.0,Shooting foul by M. Morris (drawn by T. Hardaway),,32-30,,
5:20.0,T. Hardaway makes free throw 1 of 2,1,33-30,,
5:20.0,T. Hardaway makes free throw 2 of 2,1,34-30,,
5:20.0,,,33-30,,O. Porter enters the game for B. Bogdanovic
5:05.0,,,34-30,,Turnover by J. Wall (bad pass; steal by T. Hardaway)
4:52.0,T. Hardaway makes 2-pt shot at rim,2,36-30,,
4:45.0,,,36-30,,K. Oubre misses 2-pt shot at rim (block by D. Howard)
4:43.0,,,36-30,,Offensive rebound by O. Porter
4:39.0,,,36-30,,B. Beal enters the game for K. Oubre
4:27.0,,,36-30,,J. Wall misses 2-pt shot from 14 ft
4:25.0,Defensive rebound by T. Waller-Prince,,36-30,,
4:22.0,Turnover by D. Schroder (bad pass; steal by M. Morris),,36-30,,
4:14.0,,,36-30,,O. Porter misses 3-pt shot from 25 ft
4:13.0,Defensive rebound by T. Sefolosha,,36-30,,
4:05.0,T. Hardaway makes 3-pt shot from 26 ft,3,39-30,,
4:02.0,,,39-30,,Washington full timeout
3:45.0,,,39-30,,O. Porter misses 2-pt shot from 20 ft
3:43.0,Defensive rebound by T. Waller-Prince,,39-30,,
3:28.0,Turnover by D. Schroder (lost ball),,39-30,,
3:15.0,,,39-32,2,M. Gortat makes 2-pt shot from 9 ft (assist by J. Wall)
2:48.0,D. Schroder misses 2-pt shot from 9 ft,,39-32,,
2:47.0,Offensive rebound by D. Howard,,39-32,,
2:44.0,D. Howard misses 2-pt shot from 2 ft,,39-32,,
2:43.0,,,39-32,,Defensive rebound by O. Porter
2:39.0,,,39-35,3,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall)
2:25.0,D. Howard misses 2-pt shot from 5 ft,,39-35,,
2:24.0,,,39-35,,Defensive rebound by M. Gortat
2:16.0,,,39-35,,J. Wall misses 3-pt shot from 26 ft
2:15.0,Defensive rebound by D. Howard,,39-35,,
2:02.0,Turnover by D. Howard (lost ball; steal by J. Wall),,39-35,,
1:58.0,,,39-35,,Shooting foul by T. Hardaway (drawn by J. Wall)
1:58.0,,,39-35,,J. Wall misses free throw 1 of 2
1:58.0,,,39-35,,Offensive rebound by Team
1:58.0,,,39-35,,J. Wall misses free throw 2 of 2
1:57.0,,,39-35,,Offensive rebound by Team
1:53.0,,,39-35,,M. Morris misses 2-pt shot from 19 ft
1:52.0,,,39-35,,Offensive rebound by O. Porter
1:48.0,,,39-35,,M. Gortat misses 2-pt shot from 11 ft
1:47.0,,,39-35,,Offensive rebound by O. Porter
1:44.0,,,39-35,,Turnover by O. Porter (bad pass; steal by T. Waller-Prince)
1:40.0,T. Waller-Prince misses 2-pt shot from 1 ft (block by J. Wall),,39-35,,
1:39.0,Offensive rebound by T. Hardaway,,39-35,,
1:39.0,T. Hardaway makes 2-pt shot from 1 ft,2,41-35,,
1:39.0,Shooting foul by B. Beal (drawn by T. Hardaway),,41-35,,
1:39.0,Technical foul by Team,,41-35,,
1:39.0,,,41-36,1,B. Beal makes technical free throw
1:39.0,T. Hardaway makes free throw 1 of 1,1,42-36,,
1:18.0,,,42-38,2,B. Beal makes 2-pt shot from 16 ft (assist by M. Morris)
1:18.0,,,42-38,,Shooting foul by T. Waller-Prince (drawn by B. Beal)
1:18.0,,,42-38,,B. Beal misses free throw 1 of 1
1:17.0,Defensive rebound by D. Howard,,42-38,,
0:58.0,T. Hardaway misses 3-pt shot from 26 ft,,42-38,,
0:57.0,,,42-38,,Defensive rebound by B. Beal
0:50.0,Personal foul by D. Schroder (drawn by B. Beal),,42-38,,
0:50.0,,,42-39,1,B. Beal makes free throw 1 of 2
0:50.0,,,42-40,1,B. Beal makes free throw 2 of 2
0:40.0,T. Sefolosha makes 2-pt shot at rim (assist by T. Hardaway),2,44-40,,
0:32.0,,,44-40,,J. Wall misses 2-pt shot from 1 ft
0:31.0,,,44-40,,Offensive rebound by O. Porter
0:29.0,,,44-40,,O. Porter misses 2-pt shot from 2 ft
0:28.0,,,44-40,,Offensive rebound by O. Porter
0:10.0,,,44-40,,B. Beal misses 2-pt shot from 16 ft
0:09.0,Defensive rebound by T. Waller-Prince,,44-40,,
0:03.0,Shooting foul by O. Porter (drawn by D. Schroder),,44-40,,
0:03.0,D. Schroder makes free throw 1 of 2,1,45-40,,
0:03.0,,,45-40,,Washington full timeout
0:03.0,D. Schroder makes free throw 2 of 2,1,46-40,,
0:03.0,M. Delaney enters the game for T. Hardaway,,45-40,,
0:03.0,M. Muscala enters the game for D. Howard,,45-40,,
0:00.0,,,46-40,,J. Wall misses 3-pt shot from 34 ft
0:00.0,,,46-40,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,46-40,,M. Morris misses 2-pt shot from 1 ft (block by E. Ilyasova)
11:44.0,,,46-40,,Offensive rebound by O. Porter
11:41.0,,,46-42,2,O. Porter makes 2-pt shot from 17 ft
11:23.0,,,46-42,,Personal foul by M. Morris (drawn by T. Hardaway)
11:11.0,Shooting foul by J. Wall (drawn by D. Schroder),,46-42,,
11:11.0,D. Schroder makes free throw 1 of 2,1,47-42,,
11:11.0,D. Schroder makes free throw 2 of 2,1,48-42,,
10:59.0,,,48-45,3,J. Wall makes 3-pt shot from 26 ft (assist by B. Beal)
10:33.0,T. Sefolosha misses 2-pt shot from 16 ft,,48-45,,
10:32.0,Offensive rebound by D. Howard,,48-45,,
10:30.0,D. Howard makes 2-pt shot at rim,2,50-45,,
10:17.0,,,50-48,3,O. Porter makes 3-pt shot from 25 ft (assist by J. Wall)
10:04.0,D. Schroder makes 2-pt shot from 6 ft,2,52-48,,
9:58.0,,,52-48,,J. Wall misses 2-pt shot from 1 ft (block by T. Hardaway)
9:56.0,Defensive rebound by E. Ilyasova,,52-48,,
9:52.0,T. Hardaway misses 3-pt shot from 24 ft,,52-48,,
9:50.0,,,52-48,,Defensive rebound by M. Morris
9:39.0,,,52-48,,M. Morris misses 3-pt shot from 31 ft
9:38.0,Defensive rebound by Team,,52-48,,
9:12.0,E. Ilyasova misses 2-pt shot from 13 ft,,52-48,,
9:11.0,Offensive rebound by D. Howard,,52-48,,
9:09.0,D. Howard misses 2-pt shot from 3 ft,,52-48,,
9:08.0,,,52-48,,Defensive rebound by O. Porter
9:05.0,,,52-48,,B. Beal misses 3-pt shot from 26 ft
9:04.0,Defensive rebound by E. Ilyasova,,52-48,,
8:46.0,D. Howard misses 2-pt shot from 6 ft,,52-48,,
8:46.0,,,52-48,,Defensive rebound by M. Morris
8:38.0,,,52-48,,O. Porter misses 3-pt shot from 26 ft
8:37.0,Defensive rebound by E. Ilyasova,,52-48,,
8:20.0,Shooting foul by M. Gortat (drawn by D. Howard),,52-48,,
8:20.0,D. Howard makes free throw 1 of 2,1,53-48,,
8:20.0,D. Howard makes free throw 2 of 2,1,54-48,,
8:14.0,,,54-48,,Shooting foul by E. Ilyasova (drawn by J. Wall)
8:14.0,,,54-49,1,J. Wall makes free throw 1 of 2
8:14.0,,,54-50,1,J. Wall makes free throw 2 of 2
8:14.0,T. Waller-Prince enters the game for E. Ilyasova,,54-49,,
7:57.0,D. Schroder misses 2-pt shot from 1 ft (block by B. Beal),,54-50,,
7:57.0,,,54-50,,Defensive rebound by Team
7:41.0,,,54-50,,J. Wall misses 3-pt shot from 27 ft
7:41.0,Defensive rebound by Team,,54-50,,
7:29.0,T. Hardaway misses 3-pt shot from 27 ft,,54-50,,
7:28.0,,,54-50,,Defensive rebound by M. Morris
7:15.0,,,54-53,3,O. Porter makes 3-pt shot from 23 ft (assist by J. Wall)
6:59.0,T. Waller-Prince misses 3-pt shot from 26 ft,,54-53,,
6:59.0,,,54-53,,Defensive rebound by B. Beal
6:49.0,,,54-53,,B. Beal misses 2-pt shot from 20 ft
6:48.0,,,54-53,,Offensive rebound by B. Beal
6:47.0,,,54-55,2,B. Beal makes 2-pt shot from 1 ft
6:47.0,Atlanta full timeout,,54-55,,
6:28.0,T. Waller-Prince makes 3-pt shot from 25 ft (assist by D. Howard),3,57-55,,
6:15.0,,,57-55,,Offensive charge foul by J. Wall
6:15.0,,,57-55,,Turnover by J. Wall (offensive foul)
6:01.0,D. Howard misses 2-pt shot from 12 ft,,57-55,,
6:00.0,,,57-55,,Defensive rebound by M. Morris
5:39.0,,,57-57,2,J. Wall makes 2-pt shot from 16 ft
5:22.0,T. Sefolosha makes 2-pt shot from 2 ft (assist by D. Schroder),2,59-57,,
5:19.0,,,59-57,,Turnover by M. Gortat (bad pass; steal by T. Sefolosha)
5:16.0,T. Sefolosha makes 3-pt shot from 25 ft,3,62-57,,
4:59.0,,,62-57,,B. Beal misses 3-pt shot from 27 ft
4:58.0,Defensive rebound by D. Howard,,62-57,,
4:44.0,D. Schroder misses 3-pt shot from 26 ft,,62-57,,
4:43.0,,,62-57,,Defensive rebound by B. Beal
4:29.0,,,62-57,,Turnover by M. Morris (bad pass; steal by D. Howard)
4:24.0,Turnover by T. Sefolosha (bad pass),,62-57,,
4:24.0,,,62-57,,J. Smith enters the game for M. Morris
4:15.0,,,62-57,,Shooting foul by D. Schroder (drawn by J. Wall)
4:15.0,,,62-58,1,J. Wall makes free throw 1 of 3
4:15.0,,,62-59,1,J. Wall makes free throw 2 of 3
4:15.0,,,62-60,1,J. Wall makes free throw 3 of 3
4:02.0,D. Schroder misses 3-pt shot from 26 ft,,62-60,,
4:01.0,,,62-60,,Defensive rebound by M. Gortat
3:43.0,,,62-60,,J. Wall misses 2-pt shot from 18 ft
3:42.0,,,62-60,,Offensive rebound by J. Smith
3:35.0,,,62-63,3,B. Beal makes 3-pt shot from 25 ft
3:19.0,T. Hardaway makes 3-pt shot from 26 ft,3,65-63,,
2:59.0,,,65-63,,J. Smith misses 3-pt shot from 25 ft
2:58.0,Defensive rebound by D. Schroder,,65-63,,
2:39.0,T. Hardaway makes 2-pt shot from 16 ft,2,67-63,,
2:31.0,,,67-65,2,J. Wall makes 2-pt shot from 1 ft
2:08.0,D. Schroder misses 2-pt shot from 7 ft,,67-65,,
2:07.0,Offensive rebound by D. Howard,,67-65,,
2:07.0,Shooting foul by O. Porter (drawn by D. Howard),,67-65,,
2:07.0,,,67-65,,Washington full timeout
2:07.0,D. Howard misses free throw 1 of 2,,67-65,,
2:07.0,Offensive rebound by Team,,67-65,,
2:07.0,D. Howard misses free throw 2 of 2,,67-65,,
2:07.0,M. Delaney enters the game for T. Sefolosha,,67-65,,
2:07.0,M. Dunleavy enters the game for D. Schroder,,67-65,,
2:07.0,E. Ilyasova enters the game for T. Waller-Prince,,67-65,,
2:07.0,,,67-65,,B. Jennings enters the game for O. Porter
2:07.0,,,67-65,,K. Oubre enters the game for M. Gortat
2:07.0,,,67-65,,I. Mahinmi enters the game for J. Wall
2:06.0,,,67-65,,Defensive rebound by K. Oubre
1:49.0,,,67-65,,K. Oubre misses 2-pt shot from 14 ft
1:48.0,,,67-65,,Offensive rebound by I. Mahinmi
1:48.0,Violation by D. Howard (def goaltending),,67-65,,
1:48.0,,,67-67,2,I. Mahinmi makes 2-pt shot from 2 ft
1:32.0,E. Ilyasova misses 3-pt shot from 25 ft,,67-67,,
1:31.0,,,67-67,,Defensive rebound by K. Oubre
1:22.0,,,67-67,,Turnover by B. Jennings (lost ball)
1:06.0,D. Howard misses 2-pt shot from 13 ft,,67-67,,
1:05.0,,,67-67,,Defensive rebound by K. Oubre
0:49.0,Jump ball: B. Beal vs. E. Ilyasova (D. Howard gains possession),,,,Jump ball: B. Beal vs. E. Ilyasova (D. Howard gains possession)
0:49.0,,,67-67,,Turnover by B. Beal (lost ball; steal by E. Ilyasova)
0:30.0,M. Delaney misses 2-pt shot from 20 ft,,67-67,,
0:30.0,,,67-67,,Defensive rebound by B. Beal
0:05.0,,,67-67,,J. Smith misses 2-pt shot from 11 ft
0:03.0,,,67-67,,Offensive rebound by K. Oubre
0:03.0,,,67-67,,K. Oubre misses 2-pt shot from 2 ft
0:03.0,,,67-67,,Offensive rebound by Team
0:03.0,Loose ball foul by D. Howard (drawn by I. Mahinmi),,67-67,,
0:03.0,M. Muscala enters the game for D. Howard,,67-67,,
0:02.0,K. Humphries enters the game for E. Ilyasova,,67-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,Shooting foul by K. Oubre (drawn by M. Delaney),,67-67,,
11:39.0,M. Delaney misses free throw 1 of 2,,67-67,,
11:39.0,Offensive rebound by Team,,67-67,,
11:39.0,M. Delaney misses free throw 2 of 2,,67-67,,
11:37.0,,,67-67,,Defensive rebound by I. Mahinmi
11:20.0,,,67-70,3,K. Oubre makes 3-pt shot from 27 ft (assist by B. Jennings)
11:02.0,M. Dunleavy misses 3-pt shot from 26 ft,,67-70,,
11:01.0,Offensive rebound by E. Ilyasova,,67-70,,
10:53.0,T. Waller-Prince makes 2-pt shot from 7 ft (assist by M. Dunleavy),2,69-70,,
10:41.0,,,69-70,,J. Smith misses 2-pt shot from 17 ft
10:40.0,Defensive rebound by M. Delaney,,69-70,,
10:34.0,M. Delaney misses 2-pt shot from 3 ft,,69-70,,
10:33.0,Offensive rebound by Team,,69-70,,
10:33.0,,,69-70,,Loose ball foul by J. Smith (drawn by T. Waller-Prince)
10:25.0,Shooting foul by J. Smith (drawn by K. Humphries),,69-70,,
10:25.0,K. Humphries makes free throw 1 of 2,1,70-70,,
10:25.0,K. Humphries makes free throw 2 of 2,1,71-70,,
10:13.0,,,71-70,,B. Bogdanovic misses 3-pt shot from 27 ft
10:13.0,Defensive rebound by E. Ilyasova,,71-70,,
10:01.0,T. Waller-Prince misses 3-pt shot from 23 ft,,71-70,,
10:00.0,,,71-70,,Defensive rebound by Team
10:00.0,Loose ball foul by M. Dunleavy (drawn by J. Smith),,71-70,,
9:46.0,,,71-70,,B. Jennings misses 3-pt shot from 25 ft
9:45.0,Defensive rebound by M. Dunleavy,,71-70,,
9:36.0,,,71-70,,Personal foul by K. Oubre (drawn by K. Humphries)
9:36.0,,,71-70,,M. Morris enters the game for J. Smith
9:24.0,M. Dunleavy makes 2-pt shot from 1 ft (assist by M. Delaney),2,73-70,,
9:13.0,,,73-70,,Shooting foul by K. Humphries (drawn by I. Mahinmi)
9:13.0,,,73-71,1,I. Mahinmi makes free throw 1 of 2
9:13.0,,,73-72,1,I. Mahinmi makes free throw 2 of 2
9:02.0,,,73-72,,Inbound foul by B. Bogdanovic
9:02.0,M. Dunleavy makes free throw 1 of 1,1,74-72,,
8:59.0,M. Dunleavy misses 2-pt shot from 1 ft,,74-72,,
8:58.0,Offensive rebound by K. Humphries,,74-72,,
8:56.0,K. Humphries makes 2-pt shot at rim,2,76-72,,
8:56.0,,,76-72,,Washington full timeout
8:32.0,,,76-72,,I. Mahinmi misses 2-pt shot from 3 ft
8:31.0,Defensive rebound by K. Humphries,,76-72,,
8:18.0,K. Humphries misses 2-pt shot from 2 ft,,76-72,,
8:16.0,,,76-72,,Defensive rebound by B. Jennings
8:13.0,,,76-74,2,K. Oubre makes 2-pt shot at rim (assist by B. Jennings)
7:54.0,T. Waller-Prince misses 3-pt shot from 23 ft,,76-74,,
7:53.0,,,76-74,,Defensive rebound by I. Mahinmi
7:46.0,,,76-77,3,B. Jennings makes 3-pt shot from 25 ft
7:45.0,Atlanta full timeout,,76-77,,
7:45.0,T. Hardaway enters the game for T. Waller-Prince,,76-77,,
7:45.0,D. Schroder enters the game for M. Delaney,,76-77,,
7:28.0,,,76-77,,Personal foul by B. Jennings (drawn by D. Schroder)
7:28.0,D. Schroder makes free throw 1 of 2,1,77-77,,
7:28.0,D. Schroder makes free throw 2 of 2,1,78-77,,
7:28.0,,,77-77,,J. Wall enters the game for B. Jennings
7:11.0,,,78-79,2,M. Morris makes 2-pt shot from 14 ft
7:01.0,D. Schroder misses 2-pt shot from 13 ft,,78-79,,
7:00.0,,,78-79,,Defensive rebound by M. Morris
