time,Indiana,pts.away,score,pts.home,Toronto
4:47.0,,,86-110,,L. Nogueira enters the game for P. Patterson
4:47.0,,,86-110,,N. Powell enters the game for P. Tucker
4:30.0,,,87-110,,D. Wright misses 3-pt shot from 23 ft
4:29.0,,,87-110,,Offensive rebound by J. Poeltl
4:25.0,,,87-110,,N. Powell misses 3-pt shot from 25 ft
4:24.0,Defensive rebound by R. Christmas,,87-110,,
4:11.0,G. Robinson misses 3-pt shot from 25 ft,,87-110,,
4:11.0,,,87-110,,Defensive rebound by J. Poeltl
3:57.0,,,87-110,,Turnover by C. Joseph (bad pass; steal by G. Robinson)
3:54.0,Turnover by G. Robinson (lost ball; steal by D. Wright),,87-110,,
3:45.0,,,87-110,,Turnover by J. Poeltl (traveling)
3:33.0,K. Seraphin makes 2-pt shot from 6 ft,2,89-110,,
3:14.0,,,89-110,,J. Poeltl misses 2-pt shot from 6 ft
3:14.0,Defensive rebound by R. Christmas,,89-110,,
2:49.0,M. Ellis misses 3-pt shot from 25 ft,,89-110,,
2:49.0,,,89-110,,Defensive rebound by N. Powell
2:41.0,Personal foul by K. Seraphin (drawn by N. Powell),,89-110,,
2:41.0,,,89-110,,Toronto full timeout
2:41.0,,,89-111,1,N. Powell makes free throw 1 of 2
2:41.0,,,89-112,1,N. Powell makes free throw 2 of 2
2:41.0,,,89-110,,F. VanVleet enters the game for C. Joseph
2:29.0,G. Robinson misses 2-pt shot from 13 ft,,89-112,,
2:29.0,,,89-112,,Defensive rebound by N. Powell
2:18.0,,,89-114,2,N. Powell makes 2-pt shot from 17 ft
1:56.0,A. Brooks misses 2-pt shot from 2 ft,,89-114,,
1:56.0,,,89-114,,Defensive rebound by J. Poeltl
1:39.0,,,89-114,,L. Nogueira misses 3-pt shot from 27 ft
1:38.0,Defensive rebound by K. Seraphin,,89-114,,
1:27.0,A. Brooks misses 2-pt shot from 6 ft,,89-114,,
1:27.0,,,89-114,,Defensive rebound by L. Nogueira
1:20.0,,,89-114,,L. Nogueira misses 2-pt shot from 1 ft (block by G. Robinson)
1:19.0,Defensive rebound by K. Seraphin,,89-114,,
1:13.0,G. Robinson misses 3-pt shot from 27 ft,,89-114,,
1:12.0,,,89-114,,Defensive rebound by J. Poeltl
0:59.0,,,89-116,2,N. Powell makes 2-pt shot from 1 ft
0:49.0,K. Seraphin makes 2-pt shot from 18 ft (assist by A. Brooks),2,91-116,,
0:35.0,,,91-116,,D. Wright misses 3-pt shot from 23 ft
0:35.0,Defensive rebound by A. Brooks,,91-116,,
0:26.0,K. Seraphin misses 2-pt shot from 1 ft (block by L. Nogueira),,91-116,,
0:25.0,,,91-116,,Defensive rebound by L. Nogueira
0:02.0,,,91-116,,Turnover by D. Wright (lost ball; steal by M. Ellis)
0:00.0,End of 4th quarter,,,,End of 4th quarter
