time,Washington,pts.away,score,pts.home,Toronto
3:19.0,,,97-81,3,N. Powell makes 3-pt shot from 27 ft (assist by D. DeRozan)
2:55.0,,,97-81,,Personal foul by N. Powell (drawn by M. Morris)
2:55.0,Official timeout,,97-81,,
2:41.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by J. Wall),3,100-81,,
2:24.0,,,100-84,3,S. Ibaka makes 3-pt shot from 26 ft (assist by D. DeRozan)
2:03.0,M. Morris misses 2-pt shot from 22 ft,,100-84,,
2:03.0,,,100-84,,Defensive rebound by N. Powell
1:58.0,,,100-86,2,S. Ibaka makes 2-pt shot from 3 ft (assist by N. Powell)
1:39.0,B. Beal makes 2-pt shot from 5 ft,2,102-86,,
1:39.0,Shooting foul by N. Powell (drawn by B. Beal),,102-86,,
1:39.0,B. Beal makes free throw 1 of 1,1,103-86,,
1:39.0,Personal take foul by T. Satoransky (drawn by D. Wright),,103-86,,
1:39.0,,,103-87,1,D. Wright makes free throw 1 of 2
1:39.0,,,103-88,1,D. Wright makes free throw 2 of 2
1:39.0,T. Satoransky enters the game for M. Morris,,102-86,,
1:39.0,D. Ochefu enters the game for B. Bogdanovic,,102-86,,
1:39.0,C. McCullough enters the game for J. Wall,,102-86,,
1:39.0,,,102-86,,J. Poeltl enters the game for D. DeRozan
1:39.0,,,102-86,,P. Siakam enters the game for S. Ibaka
1:39.0,,,102-86,,F. VanVleet enters the game for D. Carroll
1:39.0,S. Mac enters the game for B. Beal,,103-86,,
1:25.0,Shooting foul by D. Wright (drawn by C. McCullough),,103-88,,
1:25.0,C. McCullough misses free throw 1 of 2,,103-88,,
1:25.0,Offensive rebound by Team,,103-88,,
1:25.0,C. McCullough makes free throw 2 of 2,1,104-88,,
1:13.0,,,104-88,,N. Powell misses 2-pt shot from 19 ft
1:12.0,,,104-88,,Offensive rebound by J. Poeltl
1:07.0,,,104-90,2,N. Powell makes 2-pt shot from 1 ft
0:42.0,K. Oubre misses 2-pt shot from 3 ft,,104-90,,
0:42.0,,,104-90,,Defensive rebound by P. Siakam
0:34.0,,,104-93,3,F. VanVleet makes 3-pt shot from 26 ft (assist by N. Powell)
0:26.0,Turnover by K. Oubre (lost ball; steal by P. Siakam),,104-93,,
0:23.0,,,104-95,2,N. Powell makes 2-pt shot at rim (assist by P. Siakam)
0:19.0,,,104-95,,Personal take foul by F. VanVleet (drawn by T. Satoransky)
0:19.0,T. Satoransky misses free throw 1 of 2,,104-95,,
0:19.0,Offensive rebound by Team,,104-95,,
0:19.0,T. Satoransky makes free throw 2 of 2,1,105-95,,
0:14.0,,,105-95,,Shooting foul by D. Ochefu (drawn by N. Powell)
0:14.0,,,105-95,,N. Powell misses free throw 1 of 2
0:14.0,,,105-95,,Offensive rebound by Team
0:14.0,,,105-96,1,N. Powell makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
