time,Cleveland,pts.away,score,pts.home,Toronto
1:22.0,L. James misses 3-pt shot from 25 ft,,112-102,,
1:22.0,Offensive rebound by Team,,112-102,,
1:22.0,Turnover by Team (shot clock),,112-102,,
1:22.0,,,112-102,,Toronto full timeout
1:22.0,T. Thompson enters the game for C. Frye,,112-102,,
1:19.0,,,112-104,2,D. DeRozan makes 2-pt shot from 2 ft (assist by D. Carroll)
1:19.0,,,112-104,,Shooting foul by L. James (drawn by D. DeRozan)
1:19.0,,,112-105,1,D. DeRozan makes free throw 1 of 1
0:56.0,L. James misses 3-pt shot from 29 ft,,112-105,,
0:55.0,,,112-105,,Defensive rebound by P. Patterson
0:43.0,,,112-105,,T. Ross misses 3-pt shot from 26 ft
0:43.0,,,112-105,,Offensive rebound by K. Lowry
0:35.0,,,112-107,2,K. Lowry makes 2-pt shot from 1 ft
0:35.0,Cleveland full timeout,,112-107,,
0:35.0,C. Frye enters the game for T. Thompson,,112-107,,
0:32.0,,,112-107,,Personal foul by T. Ross (drawn by K. Irving)
0:32.0,K. Irving makes free throw 1 of 2,1,113-107,,
0:32.0,K. Irving makes free throw 2 of 2,1,114-107,,
0:32.0,T. Thompson enters the game for C. Frye,,113-107,,
0:24.0,,,114-109,2,D. DeRozan makes 2-pt shot from 5 ft
0:22.0,Offensive charge foul by K. Irving,,114-109,,
0:22.0,Turnover by K. Irving (offensive foul),,114-109,,
0:15.0,,,114-109,,D. DeRozan misses 3-pt shot from 25 ft
0:14.0,,,114-109,,Offensive rebound by Team
0:13.0,,,114-109,,Toronto full timeout
0:12.0,,,114-109,,Turnover by D. DeRozan (step out of bounds)
0:12.0,C. Frye enters the game for T. Thompson,,114-109,,
0:08.0,,,114-109,,Personal foul by D. DeRozan (drawn by K. Love)
0:08.0,K. Love makes free throw 1 of 2,1,115-109,,
0:08.0,K. Love makes free throw 2 of 2,1,116-109,,
0:08.0,T. Thompson enters the game for C. Frye,,115-109,,
0:02.0,,,116-109,,Shooting foul by I. Shumpert (drawn by K. Lowry)
0:02.0,,,116-110,1,K. Lowry makes free throw 1 of 3
0:02.0,,,116-111,1,K. Lowry makes free throw 2 of 3
0:02.0,,,116-112,1,K. Lowry makes free throw 3 of 3
0:02.0,,,116-112,,Flagrant foul type 1 by D. Carroll (drawn by T. Thompson)
0:02.0,T. Thompson misses flagrant free throw 1 of 2,,116-112,,
0:02.0,Offensive rebound by Team,,116-112,,
0:02.0,T. Thompson misses flagrant free throw 2 of 2,,116-112,,
0:02.0,Offensive rebound by Team,,116-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
