time,Golden State,pts.away,score,pts.home,Portland
12:00.0,Start of 1st quarter,,,,Start of 1st quarter
12:00.0,Jump ball: Z. Pachulia vs. M. Plumlee (D. Lillard gains possession),,,,Jump ball: Z. Pachulia vs. M. Plumlee (D. Lillard gains possession)
11:43.0,,,0-0,,C. McCollum misses 3-pt shot from 24 ft
11:42.0,Defensive rebound by S. Livingston,,0-0,,
11:25.0,K. Thompson misses 3-pt shot from 24 ft,,0-0,,
11:24.0,,,0-0,,Defensive rebound by M. Plumlee
11:07.0,,,0-0,,Turnover by E. Turner (bad pass; steal by Z. Pachulia)
11:06.0,Turnover by S. Livingston (bad pass; steal by D. Lillard),,0-0,,
11:06.0,Personal foul by S. Livingston (drawn by D. Lillard),,0-0,,
10:54.0,,,0-2,2,E. Turner makes 2-pt shot from 14 ft (assist by N. Vonleh)
10:42.0,Z. Pachulia makes 2-pt shot from 16 ft (assist by K. Durant),2,2-2,,
10:26.0,,,2-4,2,C. McCollum makes 2-pt shot from 13 ft (assist by D. Lillard)
10:15.0,Turnover by K. Durant (bad pass; steal by M. Plumlee),,2-4,,
10:06.0,,,2-4,,E. Turner misses 3-pt shot from 24 ft
10:05.0,Defensive rebound by K. Thompson,,2-4,,
9:54.0,K. Durant misses 3-pt shot from 25 ft,,2-4,,
9:52.0,,,2-4,,Defensive rebound by C. McCollum
9:41.0,,,2-6,2,E. Turner makes 2-pt shot from 14 ft
9:22.0,K. Thompson misses 2-pt shot from 8 ft,,2-6,,
9:22.0,Offensive rebound by Team,,2-6,,
9:20.0,K. Durant makes 2-pt shot from 10 ft (assist by S. Livingston),2,4-6,,
9:00.0,,,4-6,,D. Lillard misses 3-pt shot from 25 ft
8:59.0,Defensive rebound by Z. Pachulia,,4-6,,
8:53.0,Turnover by D. Green (bad pass; steal by E. Turner),,4-6,,
8:46.0,,,4-8,2,D. Lillard makes 2-pt shot from 17 ft (assist by E. Turner)
8:30.0,Z. Pachulia makes 2-pt shot from 19 ft (assist by K. Durant),2,6-8,,
8:18.0,,,6-8,,D. Lillard misses 2-pt shot from 18 ft
8:15.0,Defensive rebound by K. Durant,,6-8,,
8:09.0,K. Durant makes 2-pt shot from 2 ft,2,8-8,,
7:54.0,,,8-8,,C. McCollum misses 3-pt shot from 26 ft
7:53.0,Defensive rebound by Z. Pachulia,,8-8,,
7:45.0,K. Thompson makes 3-pt shot from 25 ft (assist by K. Durant),3,11-8,,
7:31.0,,,11-8,,Turnover by D. Lillard (back court)
7:20.0,K. Thompson misses 2-pt shot from 9 ft,,11-8,,
7:18.0,Offensive rebound by D. Green,,11-8,,
7:16.0,K. Thompson makes 2-pt shot from 14 ft (assist by D. Green),2,13-8,,
6:50.0,,,13-8,,E. Turner misses 3-pt shot from 25 ft
6:49.0,Defensive rebound by Team,,13-8,,
6:39.0,Z. Pachulia misses 2-pt shot from 3 ft,,13-8,,
6:38.0,,,13-8,,Defensive rebound by E. Turner
6:29.0,,,13-8,,M. Plumlee misses 2-pt shot from 4 ft
6:28.0,,,13-8,,Offensive rebound by N. Vonleh
6:26.0,,,13-8,,N. Vonleh misses 2-pt shot from 1 ft
6:26.0,,,13-8,,Offensive rebound by N. Vonleh
6:26.0,,,13-10,2,N. Vonleh makes 2-pt shot from 1 ft
6:16.0,D. Green makes 2-pt shot from 2 ft (assist by Z. Pachulia),2,15-10,,
6:16.0,,,15-10,,Portland full timeout
6:16.0,,,15-10,,A. Crabbe enters the game for C. McCollum
6:16.0,A. Iguodala enters the game for S. Livingston,,15-10,,
6:01.0,,,15-10,,D. Lillard misses 2-pt shot from 18 ft
5:57.0,,,15-10,,Offensive rebound by N. Vonleh
5:45.0,,,15-10,,Turnover by E. Turner (bad pass; steal by Z. Pachulia)
5:32.0,K. Durant misses 2-pt shot from 8 ft,,15-10,,
5:31.0,,,15-10,,Defensive rebound by M. Plumlee
5:15.0,,,15-10,,A. Crabbe misses 2-pt shot from 21 ft
5:14.0,Defensive rebound by K. Durant,,15-10,,
5:00.0,Shooting foul by M. Plumlee (drawn by Z. Pachulia),,15-10,,
5:00.0,Z. Pachulia makes free throw 1 of 2,1,16-10,,
5:00.0,Z. Pachulia makes free throw 2 of 2,1,17-10,,
5:00.0,,,16-10,,A. Aminu enters the game for N. Vonleh
5:00.0,,,16-10,,M. Harkless enters the game for E. Turner
4:42.0,,,17-10,,Turnover by M. Harkless (lost ball; steal by A. Iguodala)
4:36.0,K. Thompson misses 3-pt shot from 26 ft,,17-10,,
4:35.0,Offensive rebound by K. Durant,,17-10,,
4:33.0,K. Durant makes 3-pt shot from 25 ft,3,20-10,,
4:11.0,,,20-10,,M. Harkless misses 2-pt shot from 1 ft (block by D. Green)
4:10.0,,,20-10,,Offensive rebound by M. Plumlee
4:00.0,,,20-10,,M. Plumlee misses 2-pt shot from 1 ft
3:59.0,Defensive rebound by A. Iguodala,,20-10,,
3:54.0,A. Iguodala misses 2-pt shot from 2 ft,,20-10,,
3:54.0,,,20-10,,Defensive rebound by D. Lillard
3:43.0,,,20-12,2,M. Plumlee makes 2-pt shot from 4 ft (assist by A. Aminu)
3:43.0,,,20-12,,Shooting foul by A. Iguodala (drawn by M. Plumlee)
3:43.0,Golden State full timeout,,20-12,,
3:43.0,,,20-12,,Violation by Team (jump ball)
3:43.0,Violation by Team (jump ball),,20-12,,
3:43.0,,,20-12,,M. Plumlee misses free throw 1 of 1
3:43.0,J. McGee enters the game for D. Green,,20-12,,
3:43.0,I. Clark enters the game for Z. Pachulia,,20-12,,
3:43.0,P. McCaw enters the game for K. Thompson,,20-12,,
3:41.0,Defensive rebound by J. McGee,,20-12,,
3:22.0,K. Durant makes 2-pt shot from 19 ft (assist by A. Iguodala),2,22-12,,
3:03.0,,,22-12,,M. Plumlee misses 2-pt shot from 1 ft (block by J. McGee)
3:03.0,,,22-12,,Offensive rebound by A. Aminu
3:03.0,,,22-12,,Turnover by A. Aminu (lost ball)
3:02.0,,,22-12,,M. Leonard enters the game for M. Plumlee
2:44.0,Turnover by K. Durant (bad pass; steal by A. Crabbe),,22-12,,
2:40.0,,,22-14,2,A. Crabbe makes 2-pt shot at rim
2:27.0,J. McGee makes 2-pt shot from 3 ft (assist by I. Clark),2,24-14,,
2:27.0,Shooting foul by M. Harkless (drawn by J. McGee),,24-14,,
2:27.0,J. McGee makes free throw 1 of 1,1,25-14,,
2:27.0,,,24-14,,C. McCollum enters the game for D. Lillard
2:13.0,,,25-16,2,C. McCollum makes 2-pt shot from 18 ft (assist by M. Harkless)
1:55.0,K. Durant makes 2-pt shot from 23 ft (assist by A. Iguodala),2,27-16,,
1:37.0,,,27-18,2,A. Crabbe makes 2-pt shot from 3 ft
1:27.0,K. Durant misses 3-pt shot from 26 ft,,27-18,,
1:27.0,,,27-18,,Defensive rebound by Team
1:27.0,Loose ball foul by J. McGee (drawn by M. Leonard),,27-18,,
1:27.0,D. Green enters the game for K. Durant,,27-18,,
1:04.0,,,27-20,2,C. McCollum makes 2-pt shot from 11 ft
0:49.0,D. Green makes 3-pt shot from 24 ft (assist by I. Clark),3,30-20,,
0:39.0,,,30-23,3,C. McCollum makes 3-pt shot from 25 ft
0:32.0,D. Green misses 3-pt shot from 28 ft,,30-23,,
0:31.0,,,30-23,,Defensive rebound by M. Leonard
0:15.0,,,30-23,,Turnover by C. McCollum (lost ball; steal by A. Iguodala)
0:07.0,P. McCaw makes 3-pt shot from 24 ft (assist by D. Green),3,33-23,,
0:03.0,,,33-23,,Shooting foul by D. Green (drawn by C. McCollum)
0:03.0,,,33-23,,C. McCollum misses free throw 1 of 2
0:03.0,,,33-23,,Offensive rebound by Team
0:03.0,,,33-24,1,C. McCollum makes free throw 2 of 2
0:03.0,K. Durant enters the game for J. McGee,,33-23,,
0:03.0,K. Thompson enters the game for P. McCaw,,33-23,,
0:03.0,,,33-23,,N. Vonleh enters the game for M. Leonard
0:00.0,K. Durant misses 3-pt shot from 30 ft,,33-24,,
0:00.0,Offensive rebound by Team,,33-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,K. Thompson misses 3-pt shot from 23 ft,,33-24,,
11:39.0,,,33-24,,Defensive rebound by A. Aminu
11:28.0,,,33-24,,Turnover by C. McCollum (lost ball; steal by S. Livingston)
11:25.0,A. Iguodala makes 2-pt shot from 1 ft (assist by S. Livingston),2,35-24,,
11:25.0,Shooting foul by A. Crabbe (drawn by A. Iguodala),,35-24,,
11:25.0,A. Iguodala makes free throw 1 of 1,1,36-24,,
11:07.0,,,36-24,,A. Aminu misses 3-pt shot from 26 ft
11:06.0,Defensive rebound by Team,,36-24,,
10:58.0,Turnover by S. Livingston (bad pass; steal by N. Vonleh),,36-24,,
10:48.0,,,36-24,,A. Crabbe misses 2-pt shot from 21 ft
10:47.0,Defensive rebound by Team,,36-24,,
10:47.0,,,36-24,,Personal foul by N. Vonleh (drawn by D. Green)
10:33.0,D. Green misses 3-pt shot from 25 ft,,36-24,,
10:32.0,Offensive rebound by Team,,36-24,,
10:32.0,,,36-24,,Inbound foul by M. Harkless
10:32.0,K. Thompson makes free throw 1 of 1,1,37-24,,
10:26.0,K. Thompson misses 2-pt shot from 22 ft,,37-24,,
10:26.0,,,37-24,,Defensive rebound by C. McCollum
10:13.0,,,37-24,,A. Aminu misses 2-pt shot from 10 ft
10:12.0,Defensive rebound by D. Green,,37-24,,
10:03.0,A. Iguodala misses 3-pt shot from 23 ft,,37-24,,
10:02.0,Offensive rebound by K. Thompson,,37-24,,
10:02.0,K. Thompson misses 2-pt shot at rim,,37-24,,
10:00.0,,,37-24,,Defensive rebound by A. Aminu
9:55.0,,,37-26,2,A. Aminu makes 2-pt shot from 1 ft
9:46.0,S. Livingston makes 2-pt shot from 12 ft,2,39-26,,
9:32.0,,,39-28,2,M. Harkless makes 2-pt shot from 1 ft (assist by C. McCollum)
9:05.0,J. McAdoo makes 2-pt shot from 2 ft (assist by S. Livingston),2,41-28,,
8:54.0,,,41-28,,M. Harkless misses 2-pt shot from 21 ft
8:53.0,Defensive rebound by A. Iguodala,,41-28,,
8:41.0,K. Thompson misses 3-pt shot from 25 ft,,41-28,,
8:40.0,,,41-28,,Defensive rebound by N. Vonleh
8:28.0,,,41-28,,C. McCollum misses 2-pt shot from 22 ft
8:27.0,Defensive rebound by J. McAdoo,,41-28,,
8:15.0,Turnover by D. Green (bad pass; steal by A. Crabbe),,41-28,,
8:15.0,Personal foul by S. Livingston (drawn by A. Crabbe),,41-28,,
8:15.0,Official timeout,,41-28,,
8:15.0,,,41-28,,D. Lillard enters the game for C. McCollum
8:15.0,P. McCaw enters the game for S. Livingston,,41-28,,
7:56.0,,,41-28,,Turnover by A. Crabbe (bad pass; steal by D. Green)
7:46.0,K. Thompson makes 2-pt shot from 19 ft (assist by A. Iguodala),2,43-28,,
7:26.0,,,43-28,,D. Lillard misses 2-pt shot from 8 ft
7:25.0,Defensive rebound by K. Thompson,,43-28,,
7:21.0,Shooting foul by D. Lillard (drawn by K. Thompson),,43-28,,
7:21.0,K. Thompson makes free throw 1 of 2,1,44-28,,
7:21.0,K. Thompson makes free throw 2 of 2,1,45-28,,
7:21.0,,,44-28,,E. Turner enters the game for M. Harkless
7:21.0,,,44-28,,M. Plumlee enters the game for N. Vonleh
