time,Cleveland,pts.away,score,pts.home,Boston
3:23.0,,,111-94,,J. Young enters the game for A. Bradley
3:23.0,,,111-94,,K. Olynyk enters the game for J. Crowder
3:08.0,,,111-94,,J. Young misses 3-pt shot from 26 ft
3:07.0,Defensive rebound by K. Irving,,111-94,,
3:06.0,Cleveland full timeout,,111-94,,
3:06.0,C. Frye enters the game for L. James,,111-94,,
3:06.0,D. Williams enters the game for K. Love,,111-94,,
3:06.0,R. Jefferson enters the game for T. Thompson,,111-94,,
3:06.0,D. Williams enters the game for K. Irving,,111-94,,
2:50.0,C. Frye misses 3-pt shot from 25 ft,,111-94,,
2:49.0,,,111-94,,Defensive rebound by K. Olynyk
2:31.0,,,111-94,,Shooting foul by R. Jefferson (drawn by T. Zeller)
2:31.0,,,111-95,1,T. Zeller makes free throw 1 of 2
2:31.0,,,111-95,,T. Zeller misses free throw 2 of 2
2:31.0,Defensive rebound by D. Williams,,111-95,,
2:31.0,D. Jones enters the game for I. Shumpert,,111-95,,
2:14.0,D. Williams misses 2-pt shot from 18 ft,,111-95,,
2:14.0,,,111-95,,Defensive rebound by K. Olynyk
2:01.0,,,111-97,2,T. Rozier makes 2-pt shot from 19 ft
1:41.0,D. Williams misses 2-pt shot from 5 ft,,111-97,,
1:41.0,,,111-97,,Defensive rebound by K. Olynyk
1:36.0,,,111-100,3,G. Green makes 3-pt shot from 24 ft (assist by T. Rozier)
1:14.0,D. Williams makes 3-pt shot from 24 ft (assist by R. Jefferson),3,114-100,,
1:04.0,,,114-102,2,T. Zeller makes 2-pt shot from 4 ft (assist by T. Rozier)
0:47.0,C. Frye makes 3-pt shot from 26 ft (assist by D. Williams),3,117-102,,
0:35.0,,,117-102,,J. Young misses 3-pt shot from 26 ft
0:34.0,,,117-102,,Offensive rebound by Team
0:34.0,Loose ball foul by D. Williams (drawn by T. Zeller),,117-102,,
0:25.0,,,117-104,2,K. Olynyk makes 2-pt shot from 2 ft (assist by T. Zeller)
0:03.0,C. Frye misses 2-pt shot from 22 ft,,117-104,,
0:02.0,,,117-104,,Defensive rebound by J. Young
0:00.0,End of 4th quarter,,,,End of 4th quarter
