time,Indiana,pts.away,score,pts.home,Cleveland
6:17.0,Jump ball: P. George vs. I. Shumpert (L. James gains possession),,,,Jump ball: P. George vs. I. Shumpert (L. James gains possession)
6:01.0,,,66-79,,K. Irving misses 3-pt shot from 25 ft
6:00.0,Defensive rebound by P. George,,66-79,,
5:53.0,T. Young misses 2-pt shot from 1 ft,,66-79,,
5:53.0,Offensive rebound by M. Turner,,66-79,,
5:53.0,M. Turner misses 2-pt shot from 1 ft,,66-79,,
5:53.0,Offensive rebound by Team,,66-79,,
5:32.0,Turnover by M. Ellis (lost ball),,66-79,,
5:17.0,,,66-79,,Turnover by K. Irving (bad pass; steal by T. Young)
5:09.0,P. George misses 3-pt shot from 26 ft,,66-79,,
5:08.0,,,66-79,,Defensive rebound by T. Thompson
4:52.0,,,66-79,,L. James misses 2-pt shot from 16 ft
4:52.0,Defensive rebound by P. George,,66-79,,
4:43.0,M. Turner makes 2-pt shot from 12 ft (assist by P. George),2,68-79,,
4:43.0,,,68-79,,Cleveland full timeout
4:43.0,L. Stephenson enters the game for M. Ellis,,68-79,,
4:27.0,Personal foul by L. Stephenson (drawn by K. Love),,68-79,,
4:27.0,K. Seraphin enters the game for M. Turner,,68-79,,
4:27.0,,,68-79,,Turnover by L. James (bad pass)
4:06.0,J. Teague makes 2-pt shot from 15 ft,2,70-79,,
3:51.0,,,70-79,,Shooting foul by L. Stephenson (drawn by K. Love)
3:51.0,,,70-80,1,K. Love makes free throw 1 of 2
3:51.0,,,70-81,1,K. Love makes free throw 2 of 2
3:28.0,Turnover by J. Teague (lost ball),,70-81,,
3:16.0,,,70-83,2,K. Love makes 2-pt shot from 6 ft (assist by L. James)
2:55.0,L. Stephenson misses 2-pt shot from 8 ft,,70-83,,
2:52.0,,,70-83,,Defensive rebound by L. James
2:49.0,,,70-83,,Shooting foul by L. Stephenson (drawn by K. Love)
2:49.0,,,70-84,1,K. Love makes free throw 1 of 2
2:49.0,,,70-85,1,K. Love makes free throw 2 of 2
2:33.0,K. Seraphin misses 2-pt shot from 9 ft,,70-85,,
2:32.0,,,70-85,,Defensive rebound by K. Love
2:23.0,,,70-85,,L. James misses 3-pt shot from 24 ft
2:20.0,,,70-85,,Offensive rebound by K. Love
2:20.0,,,70-87,2,K. Love makes 2-pt shot from 1 ft
2:10.0,Offensive charge foul by K. Seraphin,,70-87,,
2:10.0,Turnover by K. Seraphin (offensive foul),,70-87,,
2:10.0,C. Miles enters the game for T. Young,,70-87,,
2:02.0,,,70-87,,Shooting foul by C. Miles (drawn by K. Love)
2:02.0,,,70-88,1,K. Love makes free throw 1 of 2
2:02.0,,,70-89,1,K. Love makes free throw 2 of 2
2:02.0,L. Allen enters the game for J. Teague,,70-88,,
2:02.0,,,70-88,,C. Frye enters the game for T. Thompson
1:44.0,C. Miles makes 3-pt shot from 22 ft (assist by K. Seraphin),3,73-89,,
1:24.0,,,73-91,2,L. James makes 2-pt shot from 1 ft
1:02.0,K. Seraphin makes 2-pt shot from 1 ft (assist by L. Stephenson),2,75-91,,
1:02.0,,,75-91,,Cleveland full timeout
1:02.0,G. Robinson enters the game for P. George,,75-91,,
1:02.0,,,75-91,,K. Korver enters the game for L. James
0:47.0,,,75-91,,K. Irving misses 3-pt shot from 25 ft
0:46.0,Defensive rebound by K. Seraphin,,75-91,,
0:40.0,C. Miles misses 3-pt shot from 24 ft,,75-91,,
0:39.0,,,75-91,,Defensive rebound by K. Irving
0:25.0,,,75-93,2,K. Irving makes 2-pt shot from 16 ft
0:15.0,L. Stephenson makes 2-pt shot from 2 ft,2,77-93,,
0:15.0,Shooting foul by K. Love (drawn by L. Stephenson),,77-93,,
0:15.0,L. Stephenson makes free throw 1 of 1,1,78-93,,
0:15.0,,,77-93,,R. Jefferson enters the game for K. Love
0:00.0,,,78-96,3,K. Irving makes 3-pt shot from 25 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,C. Miles makes 2-pt shot from 17 ft (assist by L. Stephenson),2,80-96,,
11:21.0,,,80-96,,Shooting foul by C. Miles (drawn by L. James)
11:21.0,,,80-96,,L. James misses free throw 1 of 2
11:21.0,,,80-96,,Offensive rebound by Team
11:21.0,,,80-96,,L. James misses free throw 2 of 2
11:20.0,Defensive rebound by K. Seraphin,,80-96,,
11:03.0,Turnover by K. Seraphin (lost ball; steal by L. James),,80-96,,
10:54.0,,,80-96,,C. Frye misses 3-pt shot from 26 ft
10:54.0,Defensive rebound by K. Seraphin,,80-96,,
10:44.0,P. George makes 3-pt shot from 28 ft,3,83-96,,
10:24.0,,,83-96,,C. Frye misses 2-pt shot from 7 ft
10:23.0,Defensive rebound by L. Allen,,83-96,,
10:08.0,K. Seraphin makes 2-pt shot from 17 ft (assist by L. Stephenson),2,85-96,,
10:08.0,,,85-96,,Cleveland full timeout
10:08.0,,,85-96,,K. Love enters the game for R. Jefferson
10:08.0,M. Turner enters the game for K. Seraphin,,85-96,,
9:56.0,,,85-98,2,K. Korver makes 2-pt shot from 1 ft (assist by L. James)
9:40.0,C. Miles misses 3-pt shot from 25 ft,,85-98,,
9:40.0,,,85-98,,Defensive rebound by L. James
9:19.0,,,85-100,2,L. James makes 2-pt shot from 12 ft
9:02.0,M. Turner makes 2-pt shot from 11 ft (assist by P. George),2,87-100,,
8:36.0,,,87-100,,Turnover by Team (shot clock)
8:36.0,T. Young enters the game for L. Allen,,87-100,,
8:21.0,L. Stephenson makes 2-pt shot from 18 ft (assist by M. Turner),2,89-100,,
8:08.0,,,89-100,,Shooting foul by T. Young (drawn by K. Love)
8:08.0,,,89-101,1,K. Love makes free throw 1 of 2
8:08.0,,,89-102,1,K. Love makes free throw 2 of 2
8:08.0,J. Teague enters the game for C. Miles,,89-101,,
8:08.0,,,89-101,,K. Irving enters the game for C. Frye
7:54.0,T. Young makes 2-pt shot from 8 ft (assist by L. Stephenson),2,91-102,,
7:45.0,,,91-102,,K. Korver misses 3-pt shot from 26 ft
7:45.0,Defensive rebound by M. Turner,,91-102,,
7:38.0,L. Stephenson misses 2-pt shot from 19 ft,,91-102,,
7:38.0,,,91-102,,Defensive rebound by Team
7:38.0,Personal foul by T. Young (drawn by K. Korver),,91-102,,
7:38.0,,,91-102,,I. Shumpert enters the game for K. Korver
7:38.0,,,91-102,,T. Thompson enters the game for D. Williams
7:24.0,,,91-104,2,K. Irving makes 2-pt shot from 17 ft
7:05.0,P. George misses 2-pt shot from 15 ft,,91-104,,
7:05.0,,,91-104,,Defensive rebound by L. James
6:50.0,,,91-106,2,K. Irving makes 2-pt shot from 7 ft
6:27.0,J. Teague makes 3-pt shot from 26 ft,3,94-106,,
6:10.0,,,94-109,3,K. Irving makes 3-pt shot from 28 ft
6:00.0,J. Teague misses 2-pt shot from 8 ft (block by K. Love),,94-109,,
5:58.0,Offensive rebound by T. Young,,94-109,,
5:57.0,T. Young misses 2-pt shot from 6 ft,,94-109,,
5:56.0,Offensive rebound by T. Young,,94-109,,
5:56.0,T. Young makes 2-pt shot from 1 ft,2,96-109,,
5:44.0,,,96-109,,Turnover by K. Irving (bad pass; steal by L. Stephenson)
5:39.0,P. George misses 2-pt shot from 2 ft,,96-109,,
5:37.0,,,96-109,,Defensive rebound by K. Love
5:37.0,Personal foul by P. George (drawn by K. Love),,96-109,,
5:37.0,Official timeout,,96-109,,
5:21.0,,,96-109,,T. Thompson misses 2-pt shot at rim (block by M. Turner)
5:20.0,Defensive rebound by J. Teague,,96-109,,
5:15.0,Shooting foul by K. Irving (drawn by J. Teague),,96-109,,
5:15.0,J. Teague makes free throw 1 of 2,1,97-109,,
5:15.0,J. Teague makes free throw 2 of 2,1,98-109,,
4:53.0,,,98-109,,L. James misses 2-pt shot from 11 ft
4:51.0,Defensive rebound by P. George,,98-109,,
4:43.0,Turnover by P. George (bad pass; steal by L. James),,98-109,,
4:29.0,,,98-109,,K. Irving misses 3-pt shot from 24 ft
4:29.0,Defensive rebound by P. George,,98-109,,
4:25.0,T. Young makes 2-pt shot from 1 ft (assist by P. George),2,100-109,,
4:01.0,,,100-109,,L. James misses 3-pt shot from 25 ft
4:01.0,Defensive rebound by Team,,100-109,,
3:41.0,P. George misses 3-pt shot from 25 ft,,100-109,,
3:41.0,,,100-109,,Defensive rebound by T. Thompson
3:25.0,,,100-109,,Turnover by K. Love (lost ball; steal by T. Young)
3:14.0,M. Turner makes 2-pt shot at rim (assist by P. George),2,102-109,,
3:14.0,,,102-109,,Cleveland full timeout
2:50.0,,,102-109,,K. Irving misses 2-pt shot from 10 ft
2:50.0,,,102-109,,Offensive rebound by T. Thompson
2:50.0,Indiana full timeout,,102-109,,
2:50.0,,,102-109,,Turnover by T. Thompson (lost ball; steal by M. Turner)
2:50.0,Jump ball: T. Thompson vs. M. Turner (P. George gains possession),,,,Jump ball: T. Thompson vs. M. Turner (P. George gains possession)
2:28.0,P. George makes 2-pt shot from 14 ft,2,104-109,,
2:02.0,,,104-111,2,L. James makes 2-pt shot from 9 ft
1:47.0,Shooting foul by I. Shumpert (drawn by P. George),,104-111,,
1:47.0,P. George makes free throw 1 of 2,1,105-111,,
1:47.0,P. George makes free throw 2 of 2,1,106-111,,
1:23.0,,,106-111,,L. James misses 2-pt shot from 16 ft
1:21.0,Defensive rebound by J. Teague,,106-111,,
1:11.0,P. George misses 3-pt shot from 24 ft,,106-111,,
1:10.0,,,106-111,,Defensive rebound by K. Love
0:48.0,,,106-111,,K. Irving misses 3-pt shot from 24 ft
0:48.0,,,106-111,,Offensive rebound by T. Thompson
0:31.0,,,106-111,,L. James misses 2-pt shot from 2 ft
0:31.0,,,106-111,,Offensive rebound by Team
0:30.0,,,106-111,,K. Korver enters the game for T. Thompson
0:30.0,,,106-111,,D. Williams enters the game for I. Shumpert
0:30.0,,,106-113,2,K. Irving makes 2-pt shot from 2 ft (assist by D. Williams)
0:30.0,Indiana full timeout,,106-113,,
0:30.0,C. Miles enters the game for T. Young,,106-113,,
0:30.0,,,106-113,,R. Jefferson enters the game for K. Love
0:30.0,,,106-113,,T. Thompson enters the game for K. Korver
0:30.0,,,106-113,,I. Shumpert enters the game for D. Williams
0:25.0,M. Turner misses 2-pt shot from 2 ft (block by L. James),,106-113,,
0:23.0,Offensive rebound by Team,,106-113,,
0:20.0,P. George makes 3-pt shot from 26 ft (assist by M. Turner),3,109-113,,
0:18.0,,,109-113,,Cleveland full timeout
0:18.0,Personal foul by M. Turner (drawn by K. Love),,109-113,,
0:18.0,,,109-114,1,K. Love makes free throw 1 of 2
0:18.0,,,109-115,1,K. Love makes free throw 2 of 2
0:18.0,Indiana full timeout,,109-115,,
0:18.0,Offensive foul by C. Miles,,109-115,,
0:18.0,Turnover by C. Miles (offensive foul),,109-115,,
0:18.0,,,109-113,,K. Love enters the game for T. Thompson
0:18.0,,,109-113,,K. Korver enters the game for I. Shumpert
