time,Boston,pts.away,score,pts.home,Washington
5:11.0,I. Thomas misses 2-pt shot from 10 ft,,86-107,,
5:10.0,,,86-107,,Defensive rebound by M. Gortat
5:02.0,,,86-107,,Turnover by Team (turnover)
4:51.0,I. Thomas misses 2-pt shot from 2 ft,,86-107,,
4:50.0,Offensive rebound by I. Thomas,,86-107,,
4:48.0,I. Thomas makes 2-pt shot from 2 ft,2,88-107,,
4:25.0,,,88-109,2,T. Burke makes 2-pt shot from 14 ft
4:09.0,M. Smart misses 3-pt shot from 29 ft,,88-109,,
4:08.0,,,88-109,,Defensive rebound by T. Satoransky
3:55.0,,,88-109,,M. Thornton misses 3-pt shot from 26 ft
3:54.0,,,88-109,,Offensive rebound by O. Porter
3:45.0,Personal foul by A. Bradley (drawn by M. Gortat),,88-109,,
3:45.0,D. Jackson enters the game for I. Thomas,,88-109,,
3:45.0,J. Young enters the game for A. Bradley,,88-109,,
3:35.0,,,88-111,2,O. Porter makes 2-pt shot from 19 ft (assist by M. Gortat)
3:17.0,J. Brown makes 2-pt shot from 1 ft (assist by J. Young),2,90-111,,
2:59.0,Personal foul by M. Smart (drawn by M. Gortat),,90-111,,
2:59.0,Boston full timeout,,90-111,,
2:59.0,J. Mickey enters the game for M. Smart,,90-111,,
2:59.0,T. Rozier enters the game for K. Olynyk,,90-111,,
2:59.0,,,90-111,,S. Mac enters the game for O. Porter
2:59.0,,,90-111,,K. Oubre enters the game for M. Thornton
2:59.0,,,90-111,,D. Ochefu enters the game for M. Gortat
2:44.0,,,90-114,3,T. Burke makes 3-pt shot from 27 ft (assist by S. Mac)
2:29.0,J. Young misses 2-pt shot from 6 ft,,90-114,,
2:28.0,,,90-114,,Defensive rebound by D. Ochefu
2:28.0,Personal foul by J. Young (drawn by D. Ochefu),,90-114,,
2:19.0,,,90-114,,T. Satoransky misses 2-pt shot from 14 ft
2:18.0,Defensive rebound by J. Brown,,90-114,,
2:12.0,Shooting foul by D. Ochefu (drawn by J. Brown),,90-114,,
2:12.0,J. Brown makes free throw 1 of 2,1,91-114,,
2:12.0,J. Brown misses free throw 2 of 2,,91-114,,
2:11.0,,,91-114,,Defensive rebound by K. Oubre
1:52.0,,,91-116,2,D. Ochefu makes 2-pt shot from 2 ft (assist by T. Satoransky)
1:31.0,J. Young misses 2-pt shot from 11 ft,,91-116,,
1:30.0,,,91-116,,Defensive rebound by D. Ochefu
1:24.0,,,91-116,,Offensive foul by D. Ochefu
1:24.0,,,91-116,,Turnover by D. Ochefu (offensive foul)
1:14.0,,,91-116,,Personal foul by K. Oubre (drawn by D. Jackson)
1:14.0,D. Jackson misses free throw 1 of 2,,91-116,,
1:14.0,Offensive rebound by Team,,91-116,,
1:14.0,D. Jackson misses free throw 2 of 2,,91-116,,
1:13.0,,,91-116,,Defensive rebound by K. Oubre
0:56.0,,,91-118,2,S. Mac makes 2-pt shot from 15 ft (assist by T. Burke)
0:45.0,D. Jackson makes 2-pt shot from 17 ft,2,93-118,,
0:24.0,,,93-118,,S. Mac misses 3-pt shot from 25 ft
0:23.0,Defensive rebound by J. Mickey,,93-118,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
