time,Oklahoma City,pts.away,score,pts.home,Denver
3:06.0,,,93-103,,J. Murray enters the game for E. Mudiay
2:58.0,R. Westbrook misses 3-pt shot from 27 ft,,93-103,,
2:58.0,,,93-103,,Defensive rebound by Team
2:58.0,,,93-103,,Denver full timeout
2:58.0,J. Grant enters the game for S. Christon,,93-103,,
2:33.0,,,93-103,,D. Gallinari misses 3-pt shot from 29 ft
2:32.0,Defensive rebound by V. Oladipo,,93-103,,
2:27.0,R. Westbrook makes 2-pt shot from 2 ft (assist by V. Oladipo),2,95-103,,
2:06.0,,,95-103,,Turnover by N. Jokic (bad pass; steal by J. Grant)
2:05.0,,,95-103,,Personal foul by G. Harris (drawn by J. Grant)
1:56.0,,,95-103,,Flagrant foul type 1 by N. Jokic (drawn by R. Westbrook)
1:56.0,R. Westbrook makes flagrant free throw 1 of 2,1,96-103,,
1:56.0,,,96-103,,Technical foul by N. Jokic (drawn by R. Westbrook)
1:56.0,R. Westbrook makes technical free throw,1,97-103,,
1:56.0,R. Westbrook makes flagrant free throw 2 of 2,1,98-103,,
1:51.0,R. Westbrook misses 3-pt shot from 24 ft,,98-103,,
1:50.0,,,98-103,,Defensive rebound by W. Chandler
1:49.0,Personal foul by S. Adams (drawn by W. Chandler),,98-103,,
1:45.0,Personal foul by S. Adams (drawn by N. Jokic),,98-103,,
1:45.0,,,98-104,1,N. Jokic makes free throw 1 of 2
1:45.0,,,98-105,1,N. Jokic makes free throw 2 of 2
1:33.0,R. Westbrook misses 3-pt shot from 26 ft,,98-105,,
1:32.0,,,98-105,,Defensive rebound by J. Murray
1:29.0,,,98-105,,Turnover by N. Jokic (lost ball; steal by S. Adams)
1:13.0,Turnover by S. Adams (lost ball),,98-105,,
0:55.0,,,98-105,,N. Jokic misses 3-pt shot from 26 ft
0:55.0,Defensive rebound by R. Westbrook,,98-105,,
0:47.0,,,98-105,,Personal foul by J. Murray (drawn by R. Westbrook)
0:47.0,R. Westbrook makes free throw 1 of 3,1,99-105,,
0:47.0,R. Westbrook makes free throw 2 of 3,1,100-105,,
0:47.0,R. Westbrook makes free throw 3 of 3,1,101-105,,
0:30.0,,,101-105,,Offensive charge foul by W. Chandler
0:30.0,,,101-105,,Turnover by W. Chandler (offensive foul)
0:30.0,Oklahoma City full timeout,,101-105,,
0:27.0,R. Westbrook makes 2-pt shot from 3 ft (assist by K. Singler),2,103-105,,
0:27.0,,,103-105,,Denver full timeout
0:03.0,,,103-105,,N. Jokic misses 2-pt shot from 10 ft
0:03.0,Defensive rebound by R. Westbrook,,103-105,,
0:03.0,Oklahoma City full timeout,,103-105,,
0:03.0,,,103-105,,M. Plumlee enters the game for N. Jokic
0:00.0,R. Westbrook makes 3-pt shot from 36 ft (assist by S. Adams),3,106-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
