time,San Antonio,pts.away,score,pts.home,Oklahoma City
2:44.0,D. Lee misses 2-pt shot from 3 ft,,9-18,,
2:43.0,Offensive rebound by D. Lee,,9-18,,
2:41.0,D. Lee makes 2-pt shot at rim,2,11-18,,
2:26.0,,,11-21,3,A. Abrines makes 3-pt shot from 24 ft (assist by R. Westbrook)
2:16.0,Turnover by P. Gasol (lost ball; steal by A. Roberson),,11-21,,
2:11.0,,,11-21,,A. Abrines misses 3-pt shot from 25 ft
2:10.0,Defensive rebound by K. Leonard,,11-21,,
2:00.0,P. Gasol makes 3-pt shot from 24 ft (assist by K. Leonard),3,14-21,,
1:59.0,,,14-21,,Oklahoma City full timeout
1:59.0,,,14-21,,S. Christon enters the game for R. Westbrook
1:59.0,,,14-21,,D. Sabonis enters the game for S. Adams
1:59.0,K. Anderson enters the game for K. Leonard,,14-21,,
1:36.0,,,14-23,2,E. Kanter makes 2-pt shot from 1 ft (assist by S. Christon)
1:18.0,,,14-23,,Personal foul by A. Roberson (drawn by M. Ginobili)
1:18.0,,,14-23,,V. Oladipo enters the game for A. Roberson
1:04.0,P. Gasol misses 2-pt shot from 13 ft,,14-23,,
1:03.0,,,14-23,,Defensive rebound by E. Kanter
0:50.0,,,14-23,,A. Abrines misses 2-pt shot from 19 ft
0:50.0,Defensive rebound by K. Anderson,,14-23,,
0:41.0,M. Ginobili misses 3-pt shot from 24 ft,,14-23,,
0:41.0,,,14-23,,Defensive rebound by V. Oladipo
0:30.0,,,14-25,2,E. Kanter makes 2-pt shot from 2 ft (assist by V. Oladipo)
0:14.0,D. Lee makes 2-pt shot at rim (assist by P. Gasol),2,16-25,,
0:02.0,Personal foul by M. Ginobili (drawn by E. Kanter),,16-25,,
0:00.0,,,16-25,,E. Kanter misses 2-pt shot from 19 ft
0:00.0,,,16-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,16-25,,Turnover by D. Sabonis (lost ball)
11:26.0,K. Anderson makes 2-pt shot from 1 ft (assist by P. Gasol),2,18-25,,
11:14.0,,,18-25,,Turnover by D. Sabonis (traveling)
10:59.0,K. Anderson makes 2-pt shot from 8 ft,2,20-25,,
10:46.0,,,20-28,3,V. Oladipo makes 3-pt shot from 24 ft (assist by S. Christon)
10:30.0,M. Ginobili misses 2-pt shot from 19 ft,,20-28,,
10:29.0,,,20-28,,Defensive rebound by D. Sabonis
10:21.0,,,20-30,2,D. McDermott makes 2-pt shot from 6 ft (assist by V. Oladipo)
10:04.0,Turnover by D. Lee (lost ball),,20-30,,
9:47.0,,,20-32,2,E. Kanter makes 2-pt shot from 7 ft
9:31.0,Turnover by P. Mills (lost ball; steal by D. McDermott),,20-32,,
9:31.0,Personal foul by K. Anderson (drawn by V. Oladipo),,20-32,,
9:31.0,J. Simmons enters the game for M. Ginobili,,20-32,,
9:31.0,L. Aldridge enters the game for P. Gasol,,20-32,,
9:19.0,,,20-34,2,V. Oladipo makes 2-pt shot from 8 ft
9:06.0,T. Parker enters the game for P. Mills,,20-34,,
8:59.0,T. Parker makes 2-pt shot from 2 ft,2,22-34,,
8:45.0,,,22-37,3,V. Oladipo makes 3-pt shot from 23 ft (assist by S. Christon)
8:21.0,T. Parker makes 2-pt shot from 12 ft,2,24-37,,
8:12.0,,,24-37,,Turnover by S. Christon (bad pass)
8:12.0,Official timeout,,24-37,,
8:12.0,,,24-37,,R. Westbrook enters the game for E. Kanter
8:12.0,,,24-37,,S. Adams enters the game for S. Christon
8:12.0,K. Leonard enters the game for D. Lee,,24-37,,
8:12.0,P. Gasol enters the game for K. Anderson,,24-37,,
8:12.0,,,24-37,,A. Roberson enters the game for V. Oladipo
7:56.0,L. Aldridge misses 2-pt shot from 1 ft (block by A. Roberson),,24-37,,
7:54.0,Offensive rebound by L. Aldridge,,24-37,,
7:54.0,L. Aldridge misses 2-pt shot from 1 ft,,24-37,,
7:53.0,Offensive rebound by Team,,24-37,,
7:34.0,T. Parker misses 2-pt shot from 18 ft,,24-37,,
7:33.0,,,24-37,,Defensive rebound by A. Roberson
7:20.0,,,24-37,,Turnover by R. Westbrook (bad pass)
7:04.0,,,24-37,,Violation by A. Roberson (kicked ball)
6:49.0,L. Aldridge makes 2-pt shot at rim (assist by T. Parker),2,26-37,,
6:22.0,,,26-37,,A. Roberson misses 3-pt shot from 24 ft
6:22.0,,,26-37,,Offensive rebound by Team
6:22.0,Loose ball foul by P. Gasol (drawn by S. Adams),,26-37,,
6:14.0,,,26-40,3,R. Westbrook makes 3-pt shot from 24 ft (assist by S. Adams)
6:01.0,Turnover by T. Parker (traveling),,26-40,,
6:01.0,,,26-40,,E. Kanter enters the game for D. Sabonis
6:01.0,,,26-40,,V. Oladipo enters the game for D. McDermott
6:01.0,D. Green enters the game for J. Simmons,,26-40,,
5:47.0,,,26-43,3,R. Westbrook makes 3-pt shot from 25 ft
5:45.0,San Antonio full timeout,,26-43,,
5:27.0,T. Parker misses 2-pt shot from 21 ft,,26-43,,
5:27.0,Offensive rebound by Team,,26-43,,
5:27.0,,,26-43,,Loose ball foul by A. Roberson (drawn by L. Aldridge)
5:07.0,D. Green misses 2-pt shot from 12 ft,,26-43,,
5:07.0,,,26-43,,Defensive rebound by S. Adams
4:43.0,,,26-45,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
4:25.0,L. Aldridge misses 2-pt shot from 14 ft,,26-45,,
4:24.0,,,26-45,,Defensive rebound by R. Westbrook
4:18.0,,,26-45,,R. Westbrook misses 3-pt shot from 25 ft
4:18.0,Defensive rebound by P. Gasol,,26-45,,
4:07.0,K. Leonard misses 3-pt shot from 25 ft,,26-45,,
4:07.0,,,26-45,,Defensive rebound by R. Westbrook
4:04.0,,,26-45,,Turnover by R. Westbrook (bad pass; steal by K. Leonard)
3:59.0,Shooting foul by E. Kanter (drawn by K. Leonard),,26-45,,
3:59.0,K. Leonard makes free throw 1 of 2,1,27-45,,
3:59.0,K. Leonard makes free throw 2 of 2,1,28-45,,
3:59.0,,,27-45,,D. Sabonis enters the game for S. Adams
3:50.0,,,28-45,,R. Westbrook misses 2-pt shot from 18 ft
3:49.0,Defensive rebound by P. Gasol,,28-45,,
3:38.0,D. Green makes 2-pt shot from 17 ft (assist by P. Gasol),2,30-45,,
3:37.0,,,30-45,,Oklahoma City full timeout
3:37.0,,,30-45,,S. Adams enters the game for D. Sabonis
3:27.0,,,30-45,,Shooting foul by P. Gasol (drawn by R. Westbrook)
3:27.0,,,30-46,1,R. Westbrook makes free throw 1 of 2
3:27.0,,,30-47,1,R. Westbrook makes free throw 2 of 2
3:27.0,P. Mills enters the game for D. Green,,30-46,,
3:27.0,M. Ginobili enters the game for T. Parker,,30-46,,
3:27.0,D. Lee enters the game for P. Gasol,,30-46,,
3:09.0,P. Mills misses 3-pt shot from 24 ft,,30-47,,
3:08.0,,,30-47,,Defensive rebound by S. Adams
2:56.0,,,30-47,,R. Westbrook misses 2-pt shot from 3 ft
2:56.0,Defensive rebound by M. Ginobili,,30-47,,
2:49.0,K. Leonard misses 3-pt shot from 24 ft,,30-47,,
2:48.0,,,30-47,,Defensive rebound by S. Adams
2:42.0,,,30-47,,V. Oladipo misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by P. Mills,,30-47,,
2:39.0,Turnover by D. Lee (kicked ball),,30-47,,
2:31.0,,,30-47,,V. Oladipo misses 2-pt shot from 8 ft
2:30.0,Defensive rebound by M. Ginobili,,30-47,,
2:24.0,K. Leonard makes 2-pt shot from 6 ft (assist by P. Mills),2,32-47,,
2:02.0,,,32-47,,E. Kanter misses 2-pt shot from 6 ft
2:02.0,Defensive rebound by M. Ginobili,,32-47,,
1:40.0,M. Ginobili makes 3-pt shot from 25 ft (assist by L. Aldridge),3,35-47,,
1:26.0,,,35-49,2,R. Westbrook makes 2-pt shot from 17 ft
1:14.0,Shooting foul by R. Westbrook,,35-49,,
1:14.0,P. Mills misses free throw 1 of 2,,35-49,,
1:14.0,Offensive rebound by Team,,35-49,,
1:14.0,P. Mills makes free throw 2 of 2,1,36-49,,
1:02.0,,,36-51,2,E. Kanter makes 2-pt shot from 19 ft (assist by R. Westbrook)
0:54.0,M. Ginobili misses 2-pt shot from 10 ft,,36-51,,
0:53.0,Offensive rebound by D. Lee,,36-51,,
0:48.0,P. Mills makes 3-pt shot from 23 ft (assist by D. Lee),3,39-51,,
0:35.0,,,39-51,,Turnover by R. Westbrook (lost ball; steal by K. Leonard)
0:33.0,K. Leonard makes 2-pt shot at rim (assist by D. Lee),2,41-51,,
0:17.0,,,41-51,,Shooting foul by P. Mills (drawn by R. Westbrook)
0:17.0,,,41-52,1,R. Westbrook makes free throw 1 of 3
0:17.0,,,41-53,1,R. Westbrook makes free throw 2 of 3
0:17.0,,,41-54,1,R. Westbrook makes free throw 3 of 3
0:17.0,,,41-53,,J. Grant enters the game for A. Roberson
0:17.0,,,41-53,,D. Sabonis enters the game for E. Kanter
0:04.0,L. Aldridge misses 2-pt shot from 1 ft,,41-54,,
0:04.0,,,41-54,,Defensive rebound by D. Sabonis
0:00.0,,,41-54,,V. Oladipo misses 3-pt shot from 24 ft
0:00.0,,,41-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,41-56,2,S. Adams makes 2-pt shot at rim (assist by V. Oladipo)
11:35.0,T. Parker makes 2-pt shot from 1 ft,2,43-56,,
11:19.0,,,43-56,,Shooting foul by K. Leonard (drawn by R. Westbrook)
11:19.0,,,43-57,1,R. Westbrook makes free throw 1 of 2
11:19.0,,,43-58,1,R. Westbrook makes free throw 2 of 2
11:00.0,T. Parker misses 2-pt shot from 20 ft,,43-58,,
11:00.0,,,43-58,,Defensive rebound by R. Westbrook
10:54.0,,,43-58,,V. Oladipo misses 2-pt shot at rim
10:52.0,Defensive rebound by D. Green,,43-58,,
10:38.0,K. Leonard misses 2-pt shot from 6 ft,,43-58,,
10:38.0,Offensive rebound by Team,,43-58,,
10:31.0,K. Leonard makes 2-pt shot from 14 ft (assist by L. Aldridge),2,45-58,,
10:09.0,,,45-60,2,D. Sabonis makes 2-pt shot from 1 ft (assist by R. Westbrook)
9:50.0,T. Parker misses 2-pt shot from 8 ft,,45-60,,
9:49.0,,,45-60,,Defensive rebound by Team
9:42.0,Personal foul by T. Parker (drawn by A. Roberson),,45-60,,
9:37.0,,,45-60,,V. Oladipo misses 2-pt shot from 2 ft (block by D. Dedmon)
9:37.0,,,45-60,,Offensive rebound by Team
9:25.0,,,45-60,,R. Westbrook misses 2-pt shot from 2 ft
9:25.0,Defensive rebound by K. Leonard,,45-60,,
9:17.0,D. Green misses 3-pt shot from 24 ft,,45-60,,
9:17.0,Offensive rebound by K. Leonard,,45-60,,
9:08.0,Shooting foul by D. Sabonis (drawn by D. Dedmon),,45-60,,
9:08.0,D. Dedmon misses free throw 1 of 2,,45-60,,
9:08.0,Offensive rebound by Team,,45-60,,
9:08.0,D. Dedmon makes free throw 2 of 2,1,46-60,,
8:54.0,,,46-60,,V. Oladipo misses 3-pt shot from 24 ft
8:53.0,,,46-60,,Offensive rebound by A. Roberson
8:43.0,,,46-62,2,R. Westbrook makes 2-pt shot from 18 ft
8:24.0,K. Leonard misses 3-pt shot from 24 ft,,46-62,,
8:23.0,,,46-62,,Defensive rebound by R. Westbrook
8:17.0,,,46-62,,R. Westbrook misses 2-pt shot from 2 ft (block by D. Green)
8:16.0,,,46-62,,Offensive rebound by A. Roberson
8:16.0,Personal foul by D. Green (drawn by A. Roberson),,46-62,,
8:16.0,,,46-63,1,A. Roberson makes free throw 1 of 2
8:16.0,,,46-64,1,A. Roberson makes free throw 2 of 2
8:00.0,K. Leonard misses 3-pt shot from 23 ft,,46-64,,
8:00.0,,,46-64,,Defensive rebound by Team
8:00.0,Loose ball foul by D. Dedmon (drawn by D. Sabonis),,46-64,,
7:39.0,,,46-64,,D. Sabonis misses 3-pt shot from 22 ft
7:39.0,Defensive rebound by K. Leonard,,46-64,,
7:27.0,D. Green misses 3-pt shot from 23 ft,,46-64,,
7:27.0,,,46-64,,Defensive rebound by R. Westbrook
7:17.0,,,46-64,,Turnover by R. Westbrook (lost ball; steal by D. Dedmon)
7:04.0,Shooting foul by A. Roberson (drawn by T. Parker),,46-64,,
7:04.0,T. Parker misses free throw 1 of 2,,46-64,,
7:04.0,Offensive rebound by Team,,46-64,,
7:04.0,,,46-64,,Oklahoma City full timeout
7:04.0,T. Parker misses free throw 2 of 2,,46-64,,
7:04.0,P. Gasol enters the game for D. Dedmon,,46-64,,
7:04.0,M. Ginobili enters the game for D. Green,,46-64,,
7:03.0,,,46-64,,Defensive rebound by A. Roberson
6:59.0,,,46-64,,Shooting foul by M. Ginobili (drawn by R. Westbrook)
6:59.0,,,46-65,1,R. Westbrook makes free throw 1 of 2
6:59.0,,,46-66,1,R. Westbrook makes free throw 2 of 2
6:49.0,,,46-66,,Personal foul by A. Roberson (drawn by M. Ginobili)
6:38.0,T. Parker misses 3-pt shot from 22 ft,,46-66,,
6:37.0,Offensive rebound by K. Leonard,,46-66,,
6:33.0,Shooting foul by S. Adams (drawn by L. Aldridge),,46-66,,
6:33.0,L. Aldridge misses free throw 1 of 2,,46-66,,
6:33.0,Offensive rebound by Team,,46-66,,
6:33.0,L. Aldridge makes free throw 2 of 2,1,47-66,,
6:33.0,,,46-66,,J. Grant enters the game for A. Roberson
6:22.0,,,47-66,,Shooting foul by M. Ginobili (drawn by S. Adams)
6:22.0,,,47-66,,S. Adams misses free throw 1 of 2
6:22.0,,,47-66,,Offensive rebound by Team
6:22.0,,,47-67,1,S. Adams makes free throw 2 of 2
6:07.0,,,47-67,,Personal foul by V. Oladipo (drawn by P. Gasol)
6:07.0,P. Gasol makes free throw 1 of 2,1,48-67,,
6:07.0,P. Gasol misses free throw 2 of 2,,48-67,,
6:07.0,,,48-67,,Defensive rebound by R. Westbrook
5:56.0,Personal foul by T. Parker (drawn by S. Adams),,48-67,,
5:56.0,,,48-68,1,S. Adams makes free throw 1 of 2
5:56.0,,,48-69,1,S. Adams makes free throw 2 of 2
5:56.0,,,48-68,,A. Abrines enters the game for V. Oladipo
5:36.0,M. Ginobili makes 3-pt shot from 24 ft (assist by K. Leonard),3,51-69,,
5:25.0,Personal foul by L. Aldridge (drawn by R. Westbrook),,51-69,,
5:25.0,,,51-69,,R. Westbrook misses free throw 1 of 2
5:25.0,,,51-69,,Offensive rebound by Team
5:25.0,San Antonio full timeout,,51-69,,
5:25.0,,,51-70,1,R. Westbrook makes free throw 2 of 2
5:25.0,,,51-69,,E. Kanter enters the game for D. Sabonis
5:25.0,P. Mills enters the game for T. Parker,,51-69,,
5:13.0,P. Gasol makes 2-pt shot from 13 ft (assist by M. Ginobili),2,53-70,,
4:59.0,,,53-70,,Turnover by E. Kanter (lost ball; steal by K. Leonard)
4:52.0,M. Ginobili misses 3-pt shot from 24 ft,,53-70,,
4:51.0,,,53-70,,Defensive rebound by R. Westbrook
4:45.0,,,53-70,,J. Grant misses 3-pt shot from 22 ft
4:45.0,,,53-70,,Offensive rebound by R. Westbrook
4:41.0,,,53-70,,R. Westbrook misses 2-pt shot at rim
4:41.0,Defensive rebound by M. Ginobili,,53-70,,
4:32.0,K. Leonard makes 2-pt shot from 12 ft,2,55-70,,
4:32.0,Shooting foul by J. Grant (drawn by K. Leonard),,55-70,,
4:32.0,K. Leonard makes free throw 1 of 1,1,56-70,,
4:22.0,,,56-70,,E. Kanter misses 2-pt shot from 16 ft
4:21.0,,,56-70,,Offensive rebound by S. Adams
4:21.0,,,56-70,,S. Adams misses 2-pt shot from 1 ft
4:20.0,Defensive rebound by P. Mills,,56-70,,
4:12.0,Shooting foul by S. Adams (drawn by P. Gasol),,56-70,,
4:12.0,P. Gasol makes free throw 1 of 2,1,57-70,,
4:12.0,P. Gasol makes free throw 2 of 2,1,58-70,,
4:04.0,,,58-70,,Turnover by S. Adams (offensive foul)
4:04.0,,,58-70,,Offensive foul by S. Adams
4:04.0,,,58-70,,D. Sabonis enters the game for S. Adams
3:51.0,P. Gasol makes 2-pt shot from 8 ft (assist by M. Ginobili),2,60-70,,
3:50.0,,,60-70,,Oklahoma City full timeout
3:33.0,,,60-70,,E. Kanter misses 2-pt shot from 4 ft
3:33.0,Defensive rebound by P. Gasol,,60-70,,
3:20.0,P. Gasol misses 2-pt shot from 2 ft,,60-70,,
3:19.0,Offensive rebound by P. Gasol,,60-70,,
3:19.0,P. Gasol misses 2-pt shot from 1 ft,,60-70,,
3:18.0,,,60-70,,Defensive rebound by R. Westbrook
3:14.0,,,60-70,,Shooting foul by L. Aldridge (drawn by E. Kanter)
3:14.0,,,60-71,1,E. Kanter makes free throw 1 of 2
3:14.0,,,60-71,,E. Kanter misses free throw 2 of 2
3:14.0,D. Lee enters the game for L. Aldridge,,60-71,,
3:13.0,Defensive rebound by K. Leonard,,60-71,,
3:02.0,Shooting foul by J. Grant (drawn by K. Leonard),,60-71,,
3:02.0,K. Leonard misses free throw 1 of 2,,60-71,,
3:02.0,Offensive rebound by Team,,60-71,,
3:02.0,K. Leonard makes free throw 2 of 2,1,61-71,,
2:45.0,,,61-71,,R. Westbrook misses 3-pt shot from 28 ft
2:44.0,Defensive rebound by D. Lee,,61-71,,
2:29.0,K. Leonard makes 2-pt shot from 1 ft,2,63-71,,
2:15.0,,,63-71,,A. Abrines misses 2-pt shot from 5 ft
2:15.0,Defensive rebound by D. Lee,,63-71,,
2:05.0,K. Leonard makes 2-pt shot at rim (assist by M. Ginobili),2,65-71,,
2:05.0,,,65-71,,Oklahoma City full timeout
2:05.0,,,65-71,,S. Christon enters the game for R. Westbrook
1:50.0,,,65-71,,S. Christon misses 2-pt shot from 9 ft
1:50.0,Defensive rebound by Team,,65-71,,
1:33.0,P. Mills misses 3-pt shot from 23 ft,,65-71,,
1:32.0,,,65-71,,Defensive rebound by S. Christon
1:19.0,,,65-71,,E. Kanter misses 2-pt shot from 2 ft (block by M. Ginobili)
1:18.0,Defensive rebound by K. Leonard,,65-71,,
1:13.0,K. Leonard makes 3-pt shot from 24 ft,3,68-71,,
0:56.0,,,68-73,2,D. Sabonis makes 2-pt shot at rim (assist by A. Abrines)
0:41.0,K. Leonard misses 3-pt shot from 22 ft,,68-73,,
0:40.0,,,68-73,,Defensive rebound by E. Kanter
0:21.0,,,68-76,3,J. Grant makes 3-pt shot from 24 ft (assist by E. Kanter)
0:04.0,D. Lee misses 2-pt shot from 5 ft (block by E. Kanter),,68-76,,
0:02.0,Offensive rebound by D. Lee,,68-76,,
0:00.0,P. Mills makes 3-pt shot from 27 ft (assist by D. Lee),3,71-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Turnover by D. Lee (bad pass; steal by S. Christon),,71-76,,
11:40.0,,,71-76,,S. Christon misses 2-pt shot from 2 ft
11:39.0,,,71-76,,Offensive rebound by E. Kanter
11:39.0,,,71-76,,E. Kanter misses 2-pt shot from 2 ft
11:38.0,,,71-76,,Offensive rebound by E. Kanter
11:38.0,,,71-76,,E. Kanter misses 2-pt shot from 1 ft
11:36.0,Defensive rebound by D. Lee,,71-76,,
11:23.0,P. Gasol misses 2-pt shot from 12 ft,,71-76,,
11:22.0,,,71-76,,Defensive rebound by Team
11:22.0,D. Green enters the game for M. Ginobili,,71-76,,
11:11.0,,,71-78,2,V. Oladipo makes 2-pt shot from 19 ft
10:53.0,P. Mills misses 2-pt shot from 4 ft,,71-78,,
10:52.0,Offensive rebound by D. Lee,,71-78,,
10:52.0,D. Lee makes 2-pt shot from 1 ft,2,73-78,,
10:32.0,,,73-78,,Turnover by V. Oladipo (lost ball; steal by K. Anderson)
10:11.0,D. Green misses 3-pt shot from 23 ft,,73-78,,
10:10.0,,,73-78,,Defensive rebound by V. Oladipo
9:55.0,Personal foul by D. Lee (drawn by E. Kanter),,73-78,,
9:55.0,,,73-78,,D. McDermott enters the game for A. Abrines
9:55.0,L. Aldridge enters the game for P. Gasol,,73-78,,
9:55.0,T. Parker enters the game for P. Mills,,73-78,,
9:46.0,,,73-78,,V. Oladipo misses 3-pt shot from 24 ft
9:45.0,Defensive rebound by K. Anderson,,73-78,,
9:34.0,Turnover by L. Aldridge (bad pass; steal by V. Oladipo),,73-78,,
9:31.0,,,73-80,2,V. Oladipo makes 2-pt shot at rim
9:30.0,San Antonio full timeout,,73-80,,
9:09.0,D. Lee misses 2-pt shot from 2 ft,,73-80,,
9:08.0,Offensive rebound by L. Aldridge,,73-80,,
9:08.0,L. Aldridge makes 2-pt shot from 1 ft,2,75-80,,
8:52.0,,,75-80,,Turnover by V. Oladipo (bad pass; steal by D. Lee)
8:52.0,,,75-80,,Personal foul by V. Oladipo (drawn by T. Parker)
8:52.0,,,75-80,,R. Westbrook enters the game for E. Kanter
8:52.0,,,75-80,,S. Adams enters the game for S. Christon
8:28.0,Turnover by Team (shot clock),,75-80,,
8:18.0,,,75-82,2,D. Sabonis makes 2-pt shot from 18 ft (assist by R. Westbrook)
7:57.0,Turnover by T. Parker (lost ball; steal by D. Sabonis),,75-82,,
7:53.0,Personal foul by K. Anderson (drawn by R. Westbrook),,75-82,,
7:53.0,M. Ginobili enters the game for D. Green,,75-82,,
7:53.0,K. Leonard enters the game for K. Anderson,,75-82,,
7:53.0,,,75-82,,A. Roberson enters the game for D. McDermott
7:41.0,,,75-82,,Shooting foul by D. Lee (drawn by D. Sabonis)
7:41.0,,,75-82,,D. Sabonis misses free throw 1 of 2
7:41.0,,,75-82,,Offensive rebound by Team
7:41.0,,,75-83,1,D. Sabonis makes free throw 2 of 2
7:27.0,L. Aldridge misses 2-pt shot from 10 ft,,75-83,,
7:26.0,,,75-83,,Defensive rebound by A. Roberson
7:15.0,,,75-83,,Turnover by R. Westbrook (bad pass; steal by L. Aldridge)
