time,LA Lakers,pts.away,score,pts.home,New Orleans
1:59.0,,,116-94,2,L. Galloway makes 2-pt shot from 16 ft
1:46.0,T. Robinson makes 2-pt shot from 3 ft (assist by M. Huertas),2,118-94,,
1:40.0,,,118-94,,L. Galloway misses 3-pt shot from 24 ft
1:38.0,Defensive rebound by J. Calderon,,118-94,,
1:27.0,D. Russell makes 2-pt shot from 2 ft,2,120-94,,
1:16.0,,,120-94,,T. Frazier misses 2-pt shot from 16 ft
1:16.0,,,120-94,,Offensive rebound by D. Cunningham
1:12.0,,,120-94,,T. Frazier misses 3-pt shot from 26 ft
1:11.0,Defensive rebound by T. Robinson,,120-94,,
0:56.0,M. Huertas misses 3-pt shot from 25 ft,,120-94,,
0:54.0,Offensive rebound by T. Robinson,,120-94,,
0:50.0,J. Calderon makes 3-pt shot from 24 ft (assist by T. Robinson),3,123-94,,
0:33.0,,,123-97,3,A. Goodwin makes 3-pt shot from 24 ft (assist by D. Cunningham)
0:18.0,D. Russell makes 3-pt shot from 25 ft (assist by M. Huertas),3,126-97,,
0:13.0,,,126-97,,Shooting foul by D. Russell (drawn by A. Goodwin)
0:13.0,,,126-98,1,A. Goodwin makes free throw 1 of 2
0:13.0,,,126-99,1,A. Goodwin makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
