time,Toronto,pts.away,score,pts.home,Washington
8:13.0,Personal foul by D. DeRozan (drawn by O. Porter),,5-11,,
8:05.0,,,5-13,2,B. Beal makes 2-pt shot from 16 ft
7:55.0,K. Lowry makes 2-pt shot from 2 ft,2,7-13,,
7:41.0,,,7-13,,Turnover by J. Wall (bad pass; steal by K. Lowry)
7:37.0,D. Carroll misses 2-pt shot from 3 ft (block by B. Beal),,7-13,,
7:37.0,Offensive rebound by Team,,7-13,,
7:26.0,K. Lowry makes 2-pt shot from 1 ft (assist by J. Valanciunas),2,9-13,,
7:03.0,,,9-16,3,M. Morris makes 3-pt shot from 26 ft
6:41.0,K. Lowry misses 2-pt shot from 8 ft,,9-16,,
6:40.0,,,9-16,,Defensive rebound by O. Porter
6:36.0,,,9-18,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
6:23.0,C. Joseph enters the game for K. Lowry,,9-18,,
6:10.0,C. Joseph makes 2-pt shot from 6 ft,2,11-18,,
5:55.0,,,11-20,2,M. Gortat makes 2-pt shot from 7 ft (assist by J. Wall)
5:28.0,P. Siakam makes 2-pt shot from 19 ft (assist by C. Joseph),2,13-20,,
5:10.0,,,13-20,,Shooting foul by P. Siakam (drawn by B. Beal)
5:10.0,,,13-21,1,B. Beal makes free throw 1 of 2
5:10.0,,,13-21,,B. Beal misses free throw 2 of 2
5:09.0,Defensive rebound by C. Joseph,,13-21,,
4:53.0,D. DeRozan makes 2-pt shot from 11 ft,2,15-21,,
4:37.0,,,15-23,2,J. Wall makes 2-pt shot from 5 ft
4:15.0,D. Carroll misses 3-pt shot from 26 ft,,15-23,,
4:14.0,,,15-23,,Defensive rebound by M. Gortat
4:05.0,,,15-25,2,O. Porter makes 2-pt shot at rim (assist by J. Wall)
3:45.0,P. Siakam misses 2-pt shot from 1 ft,,15-25,,
3:43.0,,,15-25,,Defensive rebound by O. Porter
3:39.0,,,15-27,2,J. Wall makes 2-pt shot from 1 ft
3:32.0,Toronto full timeout,,15-27,,
3:32.0,P. Patterson enters the game for P. Siakam,,15-27,,
3:32.0,,,15-27,,T. Burke enters the game for J. Wall
3:32.0,,,15-27,,K. Oubre enters the game for O. Porter
3:32.0,T. Ross enters the game for D. Carroll,,15-27,,
3:25.0,Shooting foul by T. Burke (drawn by D. DeRozan),,15-27,,
3:25.0,D. DeRozan misses free throw 1 of 2,,15-27,,
3:25.0,Offensive rebound by Team,,15-27,,
3:25.0,D. DeRozan makes free throw 2 of 2,1,16-27,,
3:05.0,,,16-27,,M. Morris misses 2-pt shot from 18 ft
3:04.0,Defensive rebound by D. DeRozan,,16-27,,
2:56.0,Shooting foul by K. Oubre (drawn by D. DeRozan),,16-27,,
2:56.0,,,16-27,,Washington full timeout
2:56.0,D. DeRozan misses free throw 1 of 2,,16-27,,
2:56.0,Offensive rebound by Team,,16-27,,
2:56.0,D. DeRozan makes free throw 2 of 2,1,17-27,,
2:56.0,J. Poeltl enters the game for J. Valanciunas,,16-27,,
2:36.0,Personal foul by J. Poeltl (drawn by M. Gortat),,17-27,,
2:36.0,,,17-27,,A. Nicholson enters the game for M. Gortat
2:31.0,,,17-27,,Turnover by M. Morris (lost ball)
2:20.0,Shooting foul by K. Oubre (drawn by D. DeRozan),,17-27,,
2:20.0,D. DeRozan makes free throw 1 of 2,1,18-27,,
2:20.0,D. DeRozan makes free throw 2 of 2,1,19-27,,
2:20.0,,,18-27,,M. Thornton enters the game for B. Beal
2:05.0,,,19-27,,A. Nicholson misses 2-pt shot from 8 ft
2:04.0,Defensive rebound by J. Poeltl,,19-27,,
1:56.0,C. Joseph makes 2-pt shot from 14 ft,2,21-27,,
1:35.0,,,21-27,,Turnover by K. Oubre (bad pass; steal by J. Poeltl)
1:23.0,P. Patterson makes 2-pt shot from 10 ft (assist by D. DeRozan),2,23-27,,
0:58.0,,,23-27,,A. Nicholson misses 2-pt shot from 4 ft
0:58.0,,,23-27,,Offensive rebound by Team
0:58.0,,,23-27,,Turnover by Team (shot clock)
0:45.0,D. DeRozan makes 2-pt shot from 15 ft,2,25-27,,
0:29.0,,,25-29,2,A. Nicholson makes 2-pt shot from 7 ft (assist by M. Thornton)
0:09.0,D. DeRozan makes 2-pt shot at rim (assist by C. Joseph),2,27-29,,
0:02.0,,,27-29,,Turnover by T. Burke (lost ball; steal by C. Joseph)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,T. Ross misses 2-pt shot from 19 ft,,27-29,,
11:44.0,Offensive rebound by J. Poeltl,,27-29,,
11:37.0,C. Joseph misses 3-pt shot from 27 ft,,27-29,,
11:36.0,,,27-29,,Defensive rebound by A. Nicholson
11:12.0,,,27-31,2,M. Thornton makes 2-pt shot from 18 ft
10:52.0,T. Ross makes 3-pt shot from 24 ft (assist by N. Powell),3,30-31,,
10:43.0,,,30-31,,Turnover by T. Burke (lost ball; steal by T. Ross)
10:35.0,,,30-31,,Personal foul by T. Burke (drawn by C. Joseph)
10:25.0,T. Ross misses 3-pt shot from 23 ft,,30-31,,
10:24.0,,,30-31,,Defensive rebound by T. Burke
10:09.0,,,30-33,2,A. Nicholson makes 2-pt shot from 1 ft (assist by M. Gortat)
10:09.0,,,30-33,,Shooting foul by P. Patterson (drawn by A. Nicholson)
10:09.0,,,30-33,,A. Nicholson misses free throw 1 of 1
10:07.0,Defensive rebound by J. Poeltl,,30-33,,
9:50.0,,,30-33,,Personal foul by M. Gortat (drawn by J. Poeltl)
9:43.0,P. Patterson misses 3-pt shot from 26 ft,,30-33,,
9:42.0,,,30-33,,Defensive rebound by M. Gortat
9:37.0,Personal foul by T. Ross (drawn by M. Thornton),,30-33,,
9:33.0,,,30-33,,Turnover by T. Burke (bad pass; steal by T. Ross)
9:29.0,T. Ross makes 2-pt shot at rim,2,32-33,,
9:29.0,,,32-33,,Washington full timeout
9:29.0,,,32-33,,J. Wall enters the game for T. Burke
9:14.0,,,32-33,,M. Thornton misses 2-pt shot from 13 ft
9:13.0,Defensive rebound by J. Poeltl,,32-33,,
9:00.0,Turnover by C. Joseph (bad pass; steal by K. Oubre),,32-33,,
8:48.0,,,32-35,2,J. Wall makes 2-pt shot from 1 ft
8:26.0,Offensive charge foul by P. Patterson,,32-35,,
8:26.0,Turnover by P. Patterson (offensive foul),,32-35,,
8:26.0,,,32-35,,O. Porter enters the game for K. Oubre
8:26.0,K. Lowry enters the game for C. Joseph,,32-35,,
8:14.0,,,32-35,,O. Porter misses 2-pt shot at rim (block by J. Poeltl)
8:12.0,Defensive rebound by T. Ross,,32-35,,
7:54.0,N. Powell makes 2-pt shot from 18 ft,2,34-35,,
7:35.0,,,34-35,,Turnover by M. Gortat (3 sec)
7:35.0,,,34-35,,M. Morris enters the game for A. Nicholson
7:35.0,,,34-35,,B. Beal enters the game for M. Thornton
7:22.0,T. Ross makes 3-pt shot from 29 ft (assist by N. Powell),3,37-35,,
7:10.0,,,37-35,,Shooting foul by K. Lowry (drawn by J. Wall)
7:10.0,,,37-36,1,J. Wall makes free throw 1 of 2
7:10.0,,,37-37,1,J. Wall makes free throw 2 of 2
6:53.0,N. Powell makes 3-pt shot from 25 ft (assist by T. Ross),3,40-37,,
6:39.0,,,40-37,,Turnover by B. Beal (bad pass; steal by K. Lowry)
6:33.0,K. Lowry misses 2-pt shot from 1 ft,,40-37,,
6:31.0,Offensive rebound by T. Ross,,40-37,,
6:31.0,T. Ross makes 2-pt shot from 2 ft,2,42-37,,
6:22.0,,,42-37,,Shooting foul by J. Poeltl (drawn by J. Wall)
6:22.0,,,42-38,1,J. Wall makes free throw 1 of 2
6:22.0,,,42-39,1,J. Wall makes free throw 2 of 2
6:07.0,P. Patterson makes 3-pt shot from 27 ft (assist by T. Ross),3,45-39,,
5:53.0,,,45-39,,Turnover by J. Wall (bad pass; steal by N. Powell)
5:48.0,K. Lowry misses 3-pt shot from 27 ft,,45-39,,
5:47.0,,,45-39,,Defensive rebound by J. Wall
5:36.0,Shooting block foul by J. Poeltl (drawn by M. Gortat),,45-39,,
5:36.0,Official timeout,,45-39,,
5:36.0,,,45-40,1,M. Gortat makes free throw 1 of 2
5:36.0,,,45-40,,M. Gortat misses free throw 2 of 2
5:36.0,J. Valanciunas enters the game for J. Poeltl,,45-39,,
5:36.0,D. DeRozan enters the game for T. Ross,,45-39,,
5:35.0,Defensive rebound by J. Valanciunas,,45-40,,
5:17.0,N. Powell misses 3-pt shot from 26 ft,,45-40,,
5:16.0,,,45-40,,Defensive rebound by O. Porter
4:54.0,,,45-40,,M. Gortat misses 2-pt shot from 13 ft
4:53.0,Defensive rebound by J. Valanciunas,,45-40,,
4:32.0,P. Patterson makes 3-pt shot from 26 ft (assist by N. Powell),3,48-40,,
4:13.0,,,48-42,2,J. Wall makes 2-pt shot from 2 ft
3:58.0,D. DeRozan misses 2-pt shot from 16 ft,,48-42,,
3:58.0,Offensive rebound by Team,,48-42,,
3:57.0,D. Carroll enters the game for N. Powell,,48-42,,
3:43.0,J. Valanciunas makes 2-pt shot from 2 ft,2,50-42,,
3:28.0,,,50-42,,J. Wall misses 3-pt shot from 27 ft
3:27.0,,,50-42,,Offensive rebound by O. Porter
3:23.0,,,50-44,2,O. Porter makes 2-pt shot from 8 ft
3:10.0,P. Patterson misses 3-pt shot from 26 ft,,50-44,,
3:09.0,,,50-44,,Defensive rebound by O. Porter
2:56.0,,,50-44,,B. Beal misses 3-pt shot from 27 ft
2:55.0,,,50-44,,Offensive rebound by O. Porter
2:53.0,,,50-46,2,O. Porter makes 2-pt shot from 1 ft
2:38.0,D. DeRozan misses 2-pt shot from 6 ft (block by M. Gortat),,50-46,,
2:37.0,,,50-46,,Defensive rebound by J. Wall
2:33.0,,,50-48,2,O. Porter makes 2-pt shot from 1 ft (assist by J. Wall)
2:33.0,,,50-48,,Shooting foul by J. Valanciunas (drawn by O. Porter)
2:33.0,Toronto full timeout,,50-48,,
2:33.0,,,50-49,1,O. Porter makes free throw 1 of 1
2:33.0,P. Siakam enters the game for P. Patterson,,50-48,,
2:15.0,D. DeRozan misses 2-pt shot from 15 ft,,50-49,,
2:14.0,,,50-49,,Defensive rebound by M. Morris
2:06.0,,,50-49,,Turnover by O. Porter (bad pass; steal by P. Siakam)
1:58.0,D. Carroll misses 3-pt shot from 27 ft,,50-49,,
1:57.0,,,50-49,,Defensive rebound by M. Gortat
1:49.0,,,50-49,,M. Morris misses 3-pt shot from 25 ft
1:47.0,,,50-49,,Offensive rebound by J. Wall
1:40.0,,,50-49,,Shooting foul by D. DeRozan (drawn by M. Gortat)
1:40.0,,,50-50,1,M. Gortat makes free throw 1 of 2
1:40.0,,,50-51,1,M. Gortat makes free throw 2 of 2
1:21.0,D. Carroll misses 3-pt shot from 26 ft (block by B. Beal),,50-51,,
1:19.0,,,50-51,,Defensive rebound by O. Porter
1:17.0,,,50-51,,Turnover by O. Porter (bad pass; steal by K. Lowry)
1:13.0,Shooting foul by M. Morris (drawn by D. Carroll),,50-51,,
1:13.0,D. Carroll makes free throw 1 of 2,1,51-51,,
1:13.0,D. Carroll makes free throw 2 of 2,1,52-51,,
1:02.0,,,52-54,3,B. Beal makes 3-pt shot from 26 ft (assist by M. Morris)
0:47.0,D. DeRozan makes 2-pt shot from 19 ft (assist by J. Valanciunas),2,54-54,,
0:36.0,,,54-54,,J. Wall misses 2-pt shot from 1 ft
0:35.0,Defensive rebound by P. Siakam,,54-54,,
0:29.0,K. Lowry misses 3-pt shot from 27 ft,,54-54,,
0:28.0,,,54-54,,Defensive rebound by J. Wall
0:04.0,,,54-56,2,J. Wall makes 2-pt shot at rim
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,D. DeRozan misses 3-pt shot from 27 ft,,54-56,,
11:35.0,,,54-56,,Defensive rebound by B. Beal
11:17.0,,,54-56,,B. Beal misses 2-pt shot from 19 ft
11:16.0,Defensive rebound by P. Siakam,,54-56,,
11:05.0,P. Siakam makes 2-pt shot from 22 ft (assist by D. DeRozan),2,56-56,,
10:50.0,,,56-56,,M. Morris misses 2-pt shot from 5 ft
10:48.0,Defensive rebound by D. Carroll,,56-56,,
10:40.0,K. Lowry misses 2-pt shot from 3 ft (block by M. Gortat),,56-56,,
10:39.0,Offensive rebound by Team,,56-56,,
10:35.0,J. Valanciunas misses 2-pt shot from 18 ft,,56-56,,
10:34.0,,,56-56,,Defensive rebound by J. Wall
10:25.0,,,56-56,,M. Gortat misses 2-pt shot from 1 ft
10:24.0,Defensive rebound by P. Siakam,,56-56,,
10:14.0,Turnover by P. Siakam (offensive foul),,56-56,,
10:14.0,Offensive charge foul by P. Siakam,,56-56,,
10:01.0,,,56-56,,Shooting foul by P. Siakam (drawn by M. Morris)
10:01.0,,,56-56,,M. Morris misses free throw 1 of 2
10:01.0,,,56-56,,Offensive rebound by Team
10:01.0,,,56-57,1,M. Morris makes free throw 2 of 2
9:44.0,D. DeRozan makes 2-pt shot from 11 ft,2,58-57,,
9:35.0,Personal foul by D. Carroll (drawn by B. Beal),,58-57,,
9:24.0,,,58-59,2,O. Porter makes 2-pt shot from 4 ft (assist by B. Beal)
9:01.0,P. Siakam misses 2-pt shot from 19 ft,,58-59,,
9:01.0,,,58-59,,Defensive rebound by M. Morris
8:44.0,,,58-61,2,J. Wall makes 2-pt shot from 2 ft
8:29.0,K. Lowry makes 2-pt shot from 5 ft,2,60-61,,
8:23.0,,,60-61,,Turnover by J. Wall (bad pass; steal by D. Carroll)
8:15.0,Offensive foul by D. DeRozan,,60-61,,
8:15.0,Turnover by D. DeRozan (offensive foul),,60-61,,
8:00.0,,,60-61,,M. Morris misses 2-pt shot from 3 ft
7:59.0,Defensive rebound by J. Valanciunas,,60-61,,
7:58.0,Turnover by J. Valanciunas (bad pass; steal by M. Gortat),,60-61,,
7:56.0,,,60-63,2,M. Gortat makes 2-pt shot from 3 ft
7:39.0,K. Lowry makes 3-pt shot from 27 ft,3,63-63,,
7:29.0,,,63-63,,Shooting foul by J. Valanciunas (drawn by B. Beal)
7:29.0,,,63-63,,B. Beal misses free throw 1 of 2
7:29.0,,,63-63,,Offensive rebound by Team
7:29.0,,,63-64,1,B. Beal makes free throw 2 of 2
7:14.0,D. DeRozan makes 2-pt shot from 20 ft,2,65-64,,
6:54.0,,,65-64,,B. Beal misses 2-pt shot from 18 ft
6:53.0,,,65-64,,Offensive rebound by O. Porter
6:50.0,,,65-64,,Turnover by M. Morris (bad pass; steal by D. DeRozan)
6:43.0,D. Carroll makes 2-pt shot from 19 ft (assist by D. DeRozan),2,67-64,,
6:43.0,,,67-64,,Washington full timeout
6:28.0,,,67-64,,B. Beal misses 2-pt shot from 2 ft (block by D. Carroll)
6:25.0,Defensive rebound by D. DeRozan,,67-64,,
6:07.0,K. Lowry makes 2-pt shot from 19 ft,2,69-64,,
5:44.0,,,69-64,,J. Wall misses 2-pt shot from 20 ft
5:43.0,Defensive rebound by D. DeRozan,,69-64,,
5:30.0,D. DeRozan makes 2-pt shot from 17 ft,2,71-64,,
5:16.0,,,71-64,,Turnover by J. Wall (lost ball; steal by K. Lowry)
5:15.0,,,71-64,,Personal take foul by M. Morris (drawn by K. Lowry)
5:15.0,P. Patterson enters the game for P. Siakam,,71-64,,
5:00.0,D. DeRozan makes 2-pt shot from 21 ft (assist by J. Valanciunas),2,73-64,,
4:43.0,,,73-64,,M. Gortat misses 2-pt shot from 1 ft
4:42.0,Defensive rebound by D. DeRozan,,73-64,,
4:27.0,Turnover by K. Lowry (bad pass; steal by M. Morris),,73-64,,
4:24.0,,,73-64,,Offensive charge foul by J. Wall
4:24.0,,,73-64,,Turnover by J. Wall (offensive foul)
4:13.0,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry),2,75-64,,
4:13.0,,,75-64,,Washington full timeout
4:13.0,J. Poeltl enters the game for J. Valanciunas,,75-64,,
3:50.0,,,75-66,2,M. Gortat makes 2-pt shot from 12 ft (assist by M. Morris)
3:32.0,D. DeRozan misses 2-pt shot from 4 ft,,75-66,,
3:31.0,,,75-66,,Defensive rebound by O. Porter
3:23.0,,,75-68,2,O. Porter makes 2-pt shot from 1 ft (assist by J. Wall)
2:59.0,D. DeRozan makes 2-pt shot from 21 ft,2,77-68,,
2:39.0,,,77-68,,Turnover by J. Wall (bad pass; steal by D. Carroll)
2:26.0,Shooting foul by B. Beal (drawn by D. Carroll),,77-68,,
2:26.0,D. Carroll misses free throw 1 of 2,,77-68,,
2:26.0,Offensive rebound by Team,,77-68,,
2:26.0,D. Carroll misses free throw 2 of 2,,77-68,,
2:26.0,C. Joseph enters the game for K. Lowry,,77-68,,
2:26.0,,,77-68,,M. Thornton enters the game for J. Wall
2:26.0,,,77-68,,T. Satoransky enters the game for O. Porter
2:25.0,,,77-68,,Defensive rebound by M. Gortat
2:13.0,,,77-68,,Shooting foul by J. Poeltl (drawn by B. Beal)
2:13.0,,,77-68,,B. Beal misses free throw 1 of 2
2:13.0,,,77-68,,Offensive rebound by Team
2:13.0,,,77-69,1,B. Beal makes free throw 2 of 2
2:13.0,T. Ross enters the game for D. Carroll,,77-68,,
2:00.0,D. DeRozan makes 2-pt shot from 4 ft,2,79-69,,
2:00.0,Shooting foul by B. Beal (drawn by D. DeRozan),,79-69,,
2:00.0,D. DeRozan makes free throw 1 of 1,1,80-69,,
1:45.0,,,80-69,,T. Satoransky misses 2-pt shot from 12 ft
1:44.0,Defensive rebound by P. Patterson,,80-69,,
1:33.0,P. Patterson misses 3-pt shot from 27 ft,,80-69,,
1:32.0,,,80-69,,Defensive rebound by T. Satoransky
1:22.0,,,80-71,2,M. Gortat makes 2-pt shot from 1 ft (assist by M. Thornton)
1:03.0,Turnover by T. Ross (bad pass; steal by T. Satoransky),,80-71,,
1:00.0,,,80-71,,Turnover by T. Satoransky (lost ball; steal by C. Joseph)
0:50.0,P. Patterson misses 3-pt shot from 26 ft,,80-71,,
0:49.0,Offensive rebound by P. Patterson,,80-71,,
0:46.0,T. Ross makes 2-pt shot from 13 ft (assist by P. Patterson),2,82-71,,
0:31.0,,,82-73,2,M. Morris makes 2-pt shot from 8 ft (assist by T. Satoransky)
0:09.0,D. DeRozan makes 2-pt shot from 21 ft (assist by C. Joseph),2,84-73,,
0:01.0,,,84-75,2,B. Beal makes 2-pt shot from 4 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Personal foul by K. Lowry (drawn by O. Porter),,84-75,,
11:27.0,,,84-75,,M. Thornton misses 2-pt shot from 14 ft
11:27.0,Defensive rebound by K. Lowry,,84-75,,
11:21.0,K. Lowry makes 3-pt shot from 26 ft,3,87-75,,
11:04.0,,,87-77,2,O. Porter makes 2-pt shot from 6 ft (assist by T. Satoransky)
10:42.0,C. Joseph misses 2-pt shot from 2 ft,,87-77,,
10:40.0,,,87-77,,Defensive rebound by M. Gortat
10:30.0,,,87-77,,B. Beal misses 2-pt shot from 18 ft
10:28.0,Defensive rebound by J. Poeltl,,87-77,,
10:07.0,P. Patterson misses 2-pt shot from 10 ft,,87-77,,
10:06.0,,,87-77,,Defensive rebound by M. Gortat
9:47.0,,,87-79,2,M. Thornton makes 2-pt shot from 5 ft (assist by B. Beal)
9:47.0,,,87-79,,Shooting foul by J. Poeltl (drawn by M. Thornton)
9:47.0,,,87-80,1,M. Thornton makes free throw 1 of 1
9:47.0,,,87-79,,J. Wall enters the game for B. Beal
9:47.0,,,87-79,,A. Nicholson enters the game for M. Gortat
9:31.0,T. Ross makes 2-pt shot from 1 ft,2,89-80,,
9:31.0,Shooting foul by A. Nicholson (drawn by T. Ross),,89-80,,
9:31.0,T. Ross makes free throw 1 of 1,1,90-80,,
9:17.0,,,90-82,2,O. Porter makes 2-pt shot from 7 ft (assist by J. Wall)
9:08.0,,,90-82,,Personal foul by T. Satoransky (drawn by K. Lowry)
8:57.0,K. Lowry misses 3-pt shot from 29 ft,,90-82,,
8:56.0,,,90-82,,Defensive rebound by T. Satoransky
8:47.0,,,90-84,2,T. Satoransky makes 2-pt shot from 1 ft (assist by J. Wall)
8:38.0,,,90-84,,Personal foul by T. Satoransky (drawn by C. Joseph)
8:37.0,Official timeout,,90-84,,
8:30.0,Turnover by K. Lowry (lost ball),,90-84,,
8:22.0,,,90-86,2,J. Wall makes 2-pt shot from 2 ft
8:10.0,Offensive foul by J. Poeltl,,90-86,,
8:10.0,Turnover by J. Poeltl (offensive foul),,90-86,,
8:10.0,J. Valanciunas enters the game for J. Poeltl,,90-86,,
8:00.0,,,90-86,,Turnover by J. Wall (bad pass; steal by C. Joseph)
7:48.0,Turnover by C. Joseph (bad pass; steal by J. Wall),,90-86,,
7:44.0,,,90-88,2,J. Wall makes 2-pt shot at rim
7:25.0,,,90-88,,Personal foul by O. Porter (drawn by J. Valanciunas)
7:25.0,D. DeRozan enters the game for C. Joseph,,90-88,,
7:24.0,,,90-88,,M. Gortat enters the game for A. Nicholson
7:16.0,,,90-88,,Personal foul by J. Wall (drawn by D. DeRozan)
7:16.0,D. DeRozan makes free throw 1 of 2,1,91-88,,
7:16.0,D. DeRozan makes free throw 2 of 2,1,92-88,,
7:05.0,,,92-88,,Shooting foul by J. Valanciunas (drawn by J. Wall)
7:05.0,,,92-89,1,J. Wall makes free throw 1 of 2
7:05.0,,,92-90,1,J. Wall makes free throw 2 of 2
7:05.0,,,92-89,,B. Beal enters the game for M. Thornton
6:49.0,Turnover by K. Lowry (lost ball; steal by J. Wall),,92-90,,
6:45.0,,,92-92,2,J. Wall makes 2-pt shot from 1 ft
6:32.0,Toronto full timeout,,92-92,,
6:32.0,N. Powell enters the game for T. Ross,,92-92,,
6:21.0,D. DeRozan misses 2-pt shot from 17 ft,,92-92,,
6:20.0,Offensive rebound by D. DeRozan,,92-92,,
6:20.0,Shooting foul by O. Porter (drawn by D. DeRozan),,92-92,,
6:20.0,D. DeRozan makes free throw 1 of 2,1,93-92,,
6:20.0,D. DeRozan misses free throw 2 of 2,,93-92,,
6:19.0,,,93-92,,Defensive rebound by O. Porter
6:08.0,Personal foul by N. Powell (drawn by J. Wall),,93-92,,
5:56.0,,,93-92,,B. Beal misses 3-pt shot from 29 ft
5:55.0,Defensive rebound by J. Valanciunas,,93-92,,
5:46.0,K. Lowry makes 3-pt shot from 28 ft,3,96-92,,
5:28.0,,,96-94,2,J. Wall makes 2-pt shot from 1 ft
5:06.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by N. Powell),2,98-94,,
4:50.0,,,98-94,,B. Beal misses 2-pt shot from 14 ft
4:49.0,Defensive rebound by N. Powell,,98-94,,
4:33.0,P. Patterson makes 2-pt shot from 13 ft (assist by D. DeRozan),2,100-94,,
4:33.0,,,100-94,,Washington full timeout
4:33.0,,,100-94,,M. Morris enters the game for T. Satoransky
4:19.0,,,100-96,2,O. Porter makes 2-pt shot from 23 ft (assist by J. Wall)
4:00.0,D. DeRozan misses 2-pt shot from 19 ft,,100-96,,
3:59.0,,,100-96,,Defensive rebound by M. Morris
3:49.0,,,100-96,,M. Morris misses 2-pt shot from 19 ft
3:48.0,Defensive rebound by N. Powell,,100-96,,
3:44.0,Turnover by N. Powell (bad pass; steal by O. Porter),,100-96,,
3:31.0,,,100-96,,J. Wall misses 3-pt shot from 26 ft
3:30.0,Defensive rebound by Team,,100-96,,
3:30.0,,,100-96,,Loose ball foul by M. Morris (drawn by D. DeRozan)
3:30.0,D. DeRozan makes free throw 1 of 2,1,101-96,,
3:30.0,D. DeRozan misses free throw 2 of 2,,101-96,,
3:29.0,,,101-96,,Defensive rebound by O. Porter
3:04.0,,,101-96,,J. Wall misses 3-pt shot from 29 ft
3:02.0,,,101-96,,Offensive rebound by M. Gortat
2:58.0,,,101-98,2,O. Porter makes 2-pt shot from 3 ft (assist by J. Wall)
2:37.0,,,101-98,,Shooting block foul by M. Gortat (drawn by K. Lowry)
2:37.0,K. Lowry misses free throw 1 of 2,,101-98,,
2:37.0,Offensive rebound by Team,,101-98,,
2:37.0,K. Lowry makes free throw 2 of 2,1,102-98,,
2:26.0,,,102-98,,B. Beal misses 2-pt shot from 10 ft
2:26.0,Defensive rebound by P. Patterson,,102-98,,
2:05.0,D. DeRozan makes 2-pt shot from 22 ft (assist by P. Patterson),2,104-98,,
1:53.0,,,104-100,2,J. Wall makes 2-pt shot from 3 ft
1:53.0,Shooting block foul by J. Valanciunas (drawn by J. Wall),,104-100,,
1:53.0,,,104-100,,J. Wall misses free throw 1 of 1
1:52.0,Defensive rebound by J. Valanciunas,,104-100,,
1:38.0,D. DeRozan makes 2-pt shot from 19 ft,2,106-100,,
1:32.0,,,106-102,2,J. Wall makes 2-pt shot from 2 ft
1:13.0,Shooting foul by O. Porter (drawn by J. Valanciunas),,106-102,,
1:13.0,J. Valanciunas makes free throw 1 of 2,1,107-102,,
1:13.0,J. Valanciunas makes free throw 2 of 2,1,108-102,,
1:06.0,,,108-102,,Turnover by J. Wall (bad pass; steal by D. DeRozan)
1:03.0,,,108-102,,Personal take foul by J. Wall (drawn by D. DeRozan)
1:03.0,D. DeRozan makes free throw 1 of 2,1,109-102,,
1:03.0,D. DeRozan makes free throw 2 of 2,1,110-102,,
1:03.0,,,110-102,,Washington full timeout
0:56.0,,,110-102,,Shooting foul by J. Valanciunas (drawn by J. Wall)
0:56.0,,,110-103,1,J. Wall makes free throw 1 of 2
0:56.0,,,110-103,,J. Wall misses free throw 2 of 2
0:55.0,Defensive rebound by J. Valanciunas,,110-103,,
0:34.0,D. DeRozan makes 3-pt shot from 29 ft,3,113-103,,
0:16.0,,,113-103,,O. Porter misses 3-pt shot from 26 ft
0:15.0,Defensive rebound by N. Powell,,113-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
