time,Boston,pts.away,score,pts.home,Philadelphia
4:55.0,Shooting foul by S. Rodriguez (drawn by J. Crowder),,89-91,,
4:55.0,J. Crowder makes free throw 1 of 2,1,90-91,,
4:55.0,J. Crowder makes free throw 2 of 2,1,91-91,,
4:55.0,,,90-91,,T. McConnell enters the game for S. Rodriguez
4:55.0,,,90-91,,N. Stauskas enters the game for T. Luwawu-Cabarrot
4:55.0,A. Horford enters the game for J. Brown,,90-91,,
4:55.0,M. Smart enters the game for T. Rozier,,90-91,,
4:45.0,,,91-91,,Offensive charge foul by R. Covington
4:45.0,,,91-91,,Turnover by R. Covington (offensive foul)
4:34.0,A. Bradley misses 2-pt shot from 7 ft,,91-91,,
4:31.0,,,91-91,,Defensive rebound by R. Covington
4:19.0,,,91-91,,R. Covington misses 2-pt shot from 2 ft
4:18.0,Defensive rebound by A. Horford,,91-91,,
4:05.0,A. Horford misses 2-pt shot from 5 ft,,91-91,,
4:02.0,,,91-91,,Defensive rebound by N. Stauskas
3:54.0,,,91-91,,D. Saric misses 2-pt shot from 7 ft
3:52.0,Defensive rebound by M. Smart,,91-91,,
3:48.0,Turnover by M. Smart (lost ball; steal by R. Holmes),,91-91,,
3:41.0,,,91-94,3,R. Covington makes 3-pt shot from 24 ft (assist by D. Saric)
3:12.0,A. Bradley misses 3-pt shot from 27 ft,,91-94,,
3:12.0,,,91-94,,Defensive rebound by Team
2:52.0,,,91-94,,D. Saric misses 2-pt shot from 17 ft
2:50.0,Defensive rebound by J. Crowder,,91-94,,
2:41.0,A. Johnson makes 2-pt shot from 2 ft (assist by M. Smart),2,93-94,,
2:26.0,,,93-96,2,D. Saric makes 2-pt shot from 2 ft (assist by T. McConnell)
2:10.0,M. Smart makes 2-pt shot from 2 ft (assist by A. Johnson),2,95-96,,
1:52.0,,,95-98,2,T. McConnell makes 2-pt shot from 8 ft
1:39.0,Turnover by A. Johnson (bad pass; steal by T. McConnell),,95-98,,
1:24.0,,,95-98,,Turnover by T. McConnell (bad pass)
1:24.0,Official timeout,,95-98,,
1:24.0,T. Rozier enters the game for A. Johnson,,95-98,,
1:16.0,A. Bradley misses 3-pt shot from 26 ft,,95-98,,
1:15.0,,,95-98,,Defensive rebound by R. Holmes
1:00.0,,,95-100,2,D. Saric makes 2-pt shot from 1 ft (assist by R. Holmes)
1:00.0,Boston full timeout,,95-100,,
0:54.0,M. Smart makes 2-pt shot from 1 ft (assist by A. Horford),2,97-100,,
0:39.0,,,97-103,3,N. Stauskas makes 3-pt shot from 23 ft (assist by T. McConnell)
0:39.0,Boston full timeout,,97-103,,
0:36.0,J. Crowder misses 3-pt shot from 27 ft,,97-103,,
0:34.0,Offensive rebound by M. Smart,,97-103,,
0:31.0,M. Smart misses 3-pt shot from 24 ft,,97-103,,
0:29.0,,,97-103,,Defensive rebound by R. Holmes
0:28.0,Personal take foul by A. Horford (drawn by R. Holmes),,97-103,,
0:28.0,,,97-103,,Philadelphia full timeout
0:28.0,Personal take foul by J. Crowder (drawn by G. Henderson),,97-103,,
0:28.0,,,97-104,1,G. Henderson makes free throw 1 of 2
0:28.0,,,97-105,1,G. Henderson makes free throw 2 of 2
0:28.0,,,97-103,,G. Henderson enters the game for R. Holmes
0:28.0,A. Johnson enters the game for T. Rozier,,97-103,,
0:28.0,T. Rozier enters the game for A. Johnson,,97-104,,
0:19.0,Shooting foul by D. Saric (drawn by M. Smart),,97-105,,
0:19.0,M. Smart makes free throw 1 of 2,1,98-105,,
0:19.0,M. Smart makes free throw 2 of 2,1,99-105,,
0:15.0,Jump ball: A. Bradley vs. R. Covington (A. Horford gains possession),,,,Jump ball: A. Bradley vs. R. Covington (A. Horford gains possession)
0:15.0,,,99-105,,Turnover by R. Covington (lost ball; steal by A. Bradley)
0:09.0,M. Smart misses 3-pt shot from 27 ft,,99-105,,
0:07.0,Offensive rebound by T. Rozier,,99-105,,
0:05.0,T. Rozier misses 3-pt shot from 25 ft,,99-105,,
0:03.0,Offensive rebound by A. Bradley,,99-105,,
0:01.0,A. Bradley misses 3-pt shot from 23 ft,,99-105,,
0:01.0,,,99-105,,Defensive rebound by D. Saric
0:00.0,End of 4th quarter,,,,End of 4th quarter
