time,Golden State,pts.away,score,pts.home,Oklahoma City
8:29.0,,,108-96,,Personal foul by V. Oladipo (drawn by K. Thompson)
8:15.0,A. Iguodala misses 3-pt shot from 24 ft,,108-96,,
8:14.0,,,108-96,,Defensive rebound by R. Westbrook
8:05.0,,,108-96,,R. Westbrook misses 3-pt shot from 25 ft
8:04.0,Defensive rebound by S. Livingston,,108-96,,
7:46.0,K. Thompson makes 2-pt shot from 18 ft,2,110-96,,
7:21.0,,,110-96,,D. Sabonis misses 2-pt shot from 6 ft (block by J. McAdoo)
7:20.0,Defensive rebound by K. Durant,,110-96,,
7:18.0,,,110-96,,A. Morrow enters the game for D. Sabonis
7:18.0,,,110-96,,S. Adams enters the game for J. Lauvergne
7:17.0,Jump ball: K. Durant vs. R. Westbrook (A. Roberson gains possession),,,,Jump ball: K. Durant vs. R. Westbrook (A. Roberson gains possession)
7:17.0,Turnover by K. Durant (lost ball; steal by R. Westbrook),,110-96,,
7:03.0,D. Green enters the game for J. McAdoo,,110-96,,
6:53.0,,,110-96,,V. Oladipo misses 2-pt shot from 7 ft
6:52.0,,,110-96,,Offensive rebound by A. Roberson
6:52.0,,,110-98,2,A. Roberson makes 2-pt shot from 2 ft
6:36.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green),3,113-98,,
6:26.0,,,113-98,,Offensive charge foul by R. Westbrook
6:26.0,,,113-98,,Turnover by R. Westbrook (offensive foul)
6:26.0,S. Curry enters the game for A. Iguodala,,113-98,,
6:13.0,Turnover by D. Green (bad pass),,113-98,,
6:06.0,,,113-100,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
5:46.0,K. Durant makes 2-pt shot at rim (assist by D. Green),2,115-100,,
5:38.0,,,115-100,,Turnover by R. Westbrook (lost ball)
5:38.0,Official timeout,,115-100,,
5:27.0,S. Curry misses 2-pt shot from 3 ft (block by S. Adams),,115-100,,
5:26.0,,,115-100,,Defensive rebound by A. Roberson
5:23.0,Personal foul by K. Durant (drawn by R. Westbrook),,115-100,,
5:23.0,,,115-101,1,R. Westbrook makes free throw 1 of 2
5:23.0,,,115-102,1,R. Westbrook makes free throw 2 of 2
5:23.0,A. Iguodala enters the game for K. Durant,,115-101,,
5:09.0,Shooting foul by R. Westbrook (drawn by K. Thompson),,115-102,,
5:09.0,K. Thompson makes free throw 1 of 3,1,116-102,,
5:09.0,K. Thompson makes free throw 2 of 3,1,117-102,,
5:09.0,K. Thompson makes free throw 3 of 3,1,118-102,,
4:58.0,,,118-102,,A. Morrow misses 2-pt shot from 4 ft
4:58.0,,,118-102,,Offensive rebound by A. Morrow
4:55.0,,,118-102,,A. Morrow misses 2-pt shot from 3 ft
4:55.0,Defensive rebound by D. Green,,118-102,,
4:44.0,D. Green misses 2-pt shot from 1 ft,,118-102,,
4:44.0,,,118-102,,Defensive rebound by V. Oladipo
4:38.0,,,118-104,2,A. Roberson makes 2-pt shot at rim (assist by V. Oladipo)
4:16.0,K. Durant enters the game for S. Livingston,,118-104,,
4:13.0,K. Durant makes 2-pt shot from 18 ft (assist by S. Curry),2,120-104,,
3:57.0,,,120-104,,Turnover by A. Roberson (bad pass; steal by S. Curry)
3:40.0,K. Durant makes 3-pt shot from 28 ft (assist by D. Green),3,123-104,,
3:39.0,,,123-104,,Oklahoma City full timeout
3:29.0,,,123-104,,A. Roberson misses 2-pt shot from 5 ft
3:28.0,Defensive rebound by D. Green,,123-104,,
3:24.0,K. Thompson makes 2-pt shot at rim (assist by D. Green),2,125-104,,
3:09.0,,,125-107,3,R. Westbrook makes 3-pt shot from 24 ft
2:45.0,D. Green makes 2-pt shot from 2 ft (assist by K. Durant),2,127-107,,
2:36.0,,,127-107,,Shooting foul by D. Green (drawn by R. Westbrook)
2:36.0,,,127-107,,R. Westbrook misses free throw 1 of 2
2:36.0,,,127-107,,Offensive rebound by Team
2:36.0,,,127-108,1,R. Westbrook makes free throw 2 of 2
2:36.0,,,127-107,,J. Grant enters the game for A. Roberson
2:19.0,S. Curry makes 3-pt shot from 24 ft,3,130-108,,
2:02.0,,,130-108,,R. Westbrook misses 3-pt shot from 26 ft
2:01.0,Defensive rebound by S. Curry,,130-108,,
1:52.0,Golden State full timeout,,130-108,,
1:52.0,,,130-108,,C. Payne enters the game for S. Adams
1:52.0,,,130-108,,A. Abrines enters the game for R. Westbrook
1:52.0,,,130-108,,D. Sabonis enters the game for A. Morrow
1:52.0,B. Weber enters the game for K. Durant,,130-108,,
1:52.0,D. Jones enters the game for D. Green,,130-108,,
1:52.0,K. Looney enters the game for K. Thompson,,130-108,,
1:52.0,P. McCaw enters the game for S. Curry,,130-108,,
1:52.0,I. Clark enters the game for A. Iguodala,,130-108,,
1:44.0,Turnover by I. Clark (bad pass; steal by A. Abrines),,130-108,,
1:42.0,Personal foul by B. Weber (drawn by A. Abrines),,130-108,,
1:42.0,,,130-109,1,A. Abrines makes free throw 1 of 2
1:42.0,,,130-110,1,A. Abrines makes free throw 2 of 2
1:42.0,,,130-109,,S. Christon enters the game for V. Oladipo
1:17.0,K. Looney misses 2-pt shot from 17 ft,,130-110,,
1:17.0,,,130-110,,Defensive rebound by C. Payne
1:10.0,,,130-110,,Shooting foul by D. Jones (drawn by J. Grant)
1:10.0,,,130-111,1,J. Grant makes free throw 1 of 2
1:10.0,,,130-112,1,J. Grant makes free throw 2 of 2
0:48.0,D. Jones misses 2-pt shot from 1 ft (block by J. Grant),,130-112,,
0:48.0,Offensive rebound by D. Jones,,130-112,,
0:47.0,Shooting foul by J. Grant (drawn by D. Jones),,130-112,,
0:47.0,D. Jones misses free throw 1 of 2,,130-112,,
0:47.0,Offensive rebound by Team,,130-112,,
0:47.0,D. Jones misses free throw 2 of 2,,130-112,,
0:45.0,,,130-112,,Defensive rebound by J. Grant
0:34.0,,,130-114,2,D. Sabonis makes 2-pt shot from 3 ft (assist by J. Grant)
0:24.0,B. Weber misses 2-pt shot from 3 ft (block by D. Sabonis),,130-114,,
0:24.0,Offensive rebound by Team,,130-114,,
0:12.0,Turnover by I. Clark (traveling),,130-114,,
0:06.0,,,130-114,,J. Grant misses 2-pt shot from 20 ft
0:05.0,Defensive rebound by D. Jones,,130-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
