time,Washington,pts.away,score,pts.home,Atlanta
6:24.0,Offensive charge foul by J. Wall,,88-93,,
6:24.0,Turnover by J. Wall (offensive foul),,88-93,,
6:13.0,,,88-95,2,T. Hardaway makes 2-pt shot from 9 ft
5:57.0,B. Beal makes 3-pt shot from 26 ft (assist by M. Morris),3,91-95,,
5:41.0,,,91-95,,Shooting foul by M. Morris (drawn by P. Millsap)
5:41.0,Official timeout,,91-95,,
5:41.0,,,91-96,1,P. Millsap makes free throw 1 of 2
5:41.0,,,91-97,1,P. Millsap makes free throw 2 of 2
5:41.0,,,91-95,,K. Bazemore enters the game for T. Hardaway
5:41.0,O. Porter enters the game for B. Bogdanovic,,91-95,,
5:23.0,M. Morris misses 2-pt shot from 2 ft,,91-97,,
5:21.0,,,91-97,,Defensive rebound by D. Schroder
5:18.0,,,91-97,,K. Bazemore misses 3-pt shot from 24 ft
5:16.0,Defensive rebound by J. Wall,,91-97,,
5:14.0,Shooting foul by D. Howard (drawn by M. Morris),,91-97,,
5:14.0,M. Morris makes free throw 1 of 2,1,92-97,,
5:14.0,M. Morris makes free throw 2 of 2,1,93-97,,
4:59.0,,,93-97,,D. Schroder misses 3-pt shot from 24 ft
4:58.0,,,93-97,,Offensive rebound by P. Millsap
4:58.0,,,93-99,2,P. Millsap makes 2-pt shot from 7 ft
4:58.0,,,93-99,,Shooting foul by M. Gortat (drawn by P. Millsap)
4:58.0,,,93-100,1,P. Millsap makes free throw 1 of 1
4:44.0,B. Beal misses 3-pt shot from 25 ft,,93-100,,
4:43.0,,,93-100,,Defensive rebound by D. Howard
4:28.0,,,93-103,3,D. Schroder makes 3-pt shot from 24 ft
4:27.0,Washington full timeout,,93-103,,
4:13.0,J. Wall makes 2-pt shot from 2 ft,2,95-103,,
4:13.0,,,95-103,,Shooting block foul by D. Howard (drawn by J. Wall)
4:13.0,J. Wall makes free throw 1 of 1,1,96-103,,
4:01.0,,,96-103,,Shooting foul by J. Wall (drawn by P. Millsap)
4:01.0,,,96-103,,P. Millsap misses free throw 1 of 2
4:01.0,,,96-103,,Offensive rebound by Team
4:01.0,,,96-104,1,P. Millsap makes free throw 2 of 2
3:46.0,J. Wall misses 2-pt shot from 14 ft,,96-104,,
3:45.0,Offensive rebound by M. Morris,,96-104,,
3:42.0,B. Beal misses 3-pt shot from 25 ft,,96-104,,
3:41.0,,,96-104,,Defensive rebound by D. Howard
3:25.0,,,96-104,,K. Bazemore misses 3-pt shot from 25 ft
3:22.0,Defensive rebound by M. Gortat,,96-104,,
3:02.0,J. Wall makes 3-pt shot from 25 ft,3,99-104,,
2:45.0,,,99-106,2,D. Schroder makes 2-pt shot from 2 ft
2:31.0,J. Wall misses 2-pt shot from 12 ft,,99-106,,
2:28.0,,,99-106,,Defensive rebound by P. Millsap
2:22.0,,,99-106,,Atlanta full timeout
2:22.0,,,99-106,,T. Hardaway enters the game for K. Bazemore
2:13.0,,,99-106,,D. Schroder misses 3-pt shot from 24 ft
2:12.0,Defensive rebound by M. Morris,,99-106,,
2:08.0,J. Wall misses 2-pt shot from 1 ft,,99-106,,
2:05.0,,,99-106,,Defensive rebound by P. Millsap
1:47.0,,,99-109,3,D. Schroder makes 3-pt shot from 25 ft
1:41.0,Turnover by B. Beal (bad pass),,99-109,,
1:26.0,Violation by M. Morris (kicked ball),,99-109,,
1:18.0,,,99-111,2,D. Schroder makes 2-pt shot from 18 ft
1:07.0,,,99-111,,Personal foul by T. Hardaway (drawn by B. Beal)
1:07.0,B. Beal makes free throw 1 of 2,1,100-111,,
1:07.0,B. Beal makes free throw 2 of 2,1,101-111,,
1:07.0,,,100-111,,E. Ilyasova enters the game for D. Howard
0:47.0,,,101-111,,P. Millsap misses 2-pt shot from 18 ft
0:44.0,Defensive rebound by M. Gortat,,101-111,,
0:37.0,Turnover by J. Wall (lost ball; steal by P. Millsap),,101-111,,
0:23.0,,,101-111,,D. Schroder misses 2-pt shot from 2 ft
0:20.0,Defensive rebound by O. Porter,,101-111,,
0:16.0,B. Beal misses 3-pt shot from 25 ft,,101-111,,
0:12.0,,,101-111,,Defensive rebound by P. Millsap
0:12.0,,,101-111,,Atlanta full timeout
0:12.0,,,101-111,,M. Dunleavy enters the game for T. Waller-Prince
0:12.0,,,101-111,,J. Calderon enters the game for P. Millsap
0:12.0,,,101-111,,T. Sefolosha enters the game for T. Hardaway
0:12.0,,,101-111,,M. Muscala enters the game for D. Schroder
0:12.0,S. Mac enters the game for O. Porter,,101-111,,
0:12.0,D. Ochefu enters the game for M. Morris,,101-111,,
0:12.0,B. Jennings enters the game for M. Gortat,,101-111,,
0:12.0,B. Bogdanovic enters the game for B. Beal,,101-111,,
0:12.0,T. Satoransky enters the game for J. Wall,,101-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
